method,baseline,seed,method_score_old,baseline_score_old,gain_percent_old,ci_low_old,ci_high_old,method_score_repaired,baseline_score_repaired,gain_percent_repaired,ci_low_repaired,ci_high_repaired,effect_sign_reversed
B3,B1,73101,0.3853583854945591,0.3748928246328837,-2.7916140758158954,-14.40235657047432,4.558018435617564,0.6050678091719675,0.5670342003705425,-6.7074629319661705,-10.41719163591051,-3.1352576497008555,False
B3,B1,73102,0.3897207775816558,0.3821995153785058,-1.967888995280749,-24.651030604664516,10.409170485005262,0.6033507924395259,0.565769893815912,-6.642435208092185,-10.319863195094376,-3.173633598487738,False
B3,B1,MEAN,0.3875395815381074,0.3785461700056948,-2.3757766542129657,-19.333683877659755,7.629586785785682,0.6042093008057468,0.5664020470932273,-6.674985358288539,-10.344605860522645,-3.221373021382341,False
B3,B2,73101,0.3853583854945591,0.375119284314385,-2.7295587319346373,-6.4309913078219765,0.6180957455398159,0.6050678091719675,0.6052038024264088,0.0224706543310084,0.0032294483708055,0.0397464440788804,True
B3,B2,73102,0.3897207775816558,0.3846701686717695,-1.3129712988468845,-3.980300286588554,1.1142185460391267,0.6033507924395259,0.6033787400630806,0.0046318542068126,-0.0252039470732508,0.0419347426556373,True
B3,B2,MEAN,0.3875395815381074,0.3798947264930773,-2.0123614548698945,-5.168947325057068,0.7609671233044872,0.6042093008057468,0.6042912712447447,0.0135647233211046,-0.006484501636518,0.0365915717076275,True
B3,BLEND,73101,0.3853583854945591,0.3712896037459268,-3.7891666253762266,-14.727129299073356,0.5468794344790526,0.6050678091719675,0.6088993756964943,0.6292610367918521,-2.3272147188178423,3.1499393564789795,True
B3,BLEND,73102,0.3897207775816558,0.3719578570632296,-4.775519640496978,-16.976568845725186,1.1152909899040422,0.6033507924395259,0.6088993756964943,0.9112479792940494,-1.8699763798390765,3.2997195901020184,True
B3,BLEND,MEAN,0.3875395815381074,0.3716237304045782,-4.282786547619551,-15.86152391149936,0.8313079286402298,0.6042093008057468,0.6088993756964943,0.7702545080429416,-2.140474064130449,3.1904362617111746,True
