method,baseline,policy,condition,seed,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates
B3,B2,selected,PRIMARY,73101,0.6050678091719675,0.6052038024264088,0.022470654331008474,0.0032294483708055284,0.0397464440788804,2000
B3,B2,selected,PRIMARY,73102,0.6033507924395259,0.6033787400630806,0.004631854206812655,-0.025203947073250833,0.041934742655637354,2000
B3,B2,selected,PRIMARY,MEAN,0.6042093008057468,0.6042912712447447,0.013564723321104689,-0.006484501636518019,0.03659157170762757,2000
B3,B1,selected,PRIMARY,73101,0.6050678091719675,0.5670342003705425,-6.7074629319661705,-10.41719163591051,-3.1352576497008555,2000
B3,B1,selected,PRIMARY,73102,0.6033507924395259,0.565769893815912,-6.642435208092185,-10.319863195094376,-3.1736335984877386,2000
B3,B1,selected,PRIMARY,MEAN,0.6042093008057468,0.5664020470932273,-6.674985358288539,-10.344605860522643,-3.2213730213823415,2000
B3,BLEND,selected,PRIMARY,73101,0.6050678091719675,0.6088993756964943,0.6292610367918521,-2.3272147188178423,3.1499393564789795,2000
B3,BLEND,selected,PRIMARY,73102,0.6033507924395259,0.6088993756964943,0.9112479792940494,-1.8699763798390763,3.2997195901020184,2000
B3,BLEND,selected,PRIMARY,MEAN,0.6042093008057468,0.6088993756964943,0.7702545080429416,-2.140474064130449,3.1904362617111746,2000
B3,B2,selected,standard,73101,0.6050678091719675,0.6052038024264088,0.022470654331008474,0.0032294483708055284,0.0397464440788804,2000
B3,B2,selected,standard,73102,0.6033507924395259,0.6033787400630806,0.004631854206812655,-0.025203947073250833,0.041934742655637354,2000
B3,B2,selected,standard,MEAN,0.6042093008057468,0.6042912712447447,0.013564723321104689,-0.006484501636518019,0.03659157170762757,2000
B3,B1,selected,standard,73101,0.6050678091719675,0.5670342003705425,-6.7074629319661705,-10.41719163591051,-3.1352576497008555,2000
B3,B1,selected,standard,73102,0.6033507924395259,0.565769893815912,-6.642435208092185,-10.319863195094376,-3.1736335984877386,2000
B3,B1,selected,standard,MEAN,0.6042093008057468,0.5664020470932273,-6.674985358288539,-10.344605860522643,-3.2213730213823415,2000
B3,BLEND,selected,standard,73101,0.6050678091719675,0.6088993756964943,0.6292610367918521,-2.3272147188178423,3.1499393564789795,2000
B3,BLEND,selected,standard,73102,0.6033507924395259,0.6088993756964943,0.9112479792940494,-1.8699763798390763,3.2997195901020184,2000
B3,BLEND,selected,standard,MEAN,0.6042093008057468,0.6088993756964943,0.7702545080429416,-2.140474064130449,3.1904362617111746,2000
B3,B2,fixed512,PRIMARY,73101,0.6027876515127909,0.6023756622277516,-0.06839407879057087,-0.1954321876955077,0.02894721926130583,2000
B3,B2,fixed512,PRIMARY,73102,0.6040767864650488,0.6040166589495196,-0.009954612118441744,-0.04984368532503631,0.02332047554991332,2000
B3,B2,fixed512,PRIMARY,MEAN,0.6034322189889199,0.6031961605886356,-0.03913459927429395,-0.10660649630368141,0.014442445018295525,2000
B3,B1,fixed512,PRIMARY,73101,0.6027876515127909,0.5708593488001176,-5.593024407813071,-10.114009308708757,-1.422545012211375,2000
B3,B1,fixed512,PRIMARY,73102,0.6040767864650488,0.5721499402482774,-5.580153727345874,-10.603787305283856,-1.1765629228446577,2000
B3,B1,fixed512,PRIMARY,MEAN,0.6034322189889199,0.5715046445241975,-5.586581801326126,-10.321539138690405,-1.2500751922249569,2000
B3,B2,fixed512,standard,73101,0.6027876515127909,0.6023756622277516,-0.06839407879057087,-0.1954321876955077,0.02894721926130583,2000
B3,B2,fixed512,standard,73102,0.6040767864650488,0.6040166589495196,-0.009954612118441744,-0.04984368532503631,0.02332047554991332,2000
B3,B2,fixed512,standard,MEAN,0.6034322189889199,0.6031961605886356,-0.03913459927429395,-0.10660649630368141,0.014442445018295525,2000
B3,B1,fixed512,standard,73101,0.6027876515127909,0.5708593488001176,-5.593024407813071,-10.114009308708757,-1.422545012211375,2000
B3,B1,fixed512,standard,73102,0.6040767864650488,0.5721499402482774,-5.580153727345874,-10.603787305283856,-1.1765629228446577,2000
B3,B1,fixed512,standard,MEAN,0.6034322189889199,0.5715046445241975,-5.586581801326126,-10.321539138690405,-1.2500751922249569,2000
