panel,kind,stage,condition,seed,proposed,baseline,proposed_nmae,baseline_nmae,gain_pct
electricity,standard,selected,FAULT,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1712431818110388,0.1721875694292702,0.5484644573133912
electricity,standard,selected,FAULT,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1712431818110388,0.1752538874974555,2.28851168078934
electricity,standard,selected,POINT16,81551,C3,B0,0.1710456026679813,0.170275292812831,-0.4523908562571233
electricity,standard,selected,POINT16,81551,C3,PLAIN,0.1710456026679813,0.1706895472212371,-0.20859827244295026
electricity,standard,selected,POINT16,81551,C3,MAG_ONLY,0.1710456026679813,0.1709991345245697,-0.027174490409453966
electricity,standard,selected,POINT16,81551,C3,DELTA_XY_BUDGET,0.1710456026679813,0.1723488663877555,0.7561777150550508
electricity,standard,selected,POINT16,81551,C3,DELTA_XY_DEFAULT,0.1710456026679813,0.1714674429942292,0.24601773892557466
electricity,standard,selected,POINT16,81551,MAG_ONLY,B0,0.1709991345245697,0.170275292812831,-0.425100846858828
electricity,standard,selected,POINT16,81551,MAG_ONLY,PLAIN,0.1709991345245697,0.1706895472212371,-0.18137449443891285
electricity,standard,selected,POINT16,81551,MAG_ONLY,C3,0.1709991345245697,0.1710456026679813,0.02716710788631671
electricity,standard,selected,POINT16,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1709991345245697,0.1723488663877555,0.7831393913257045
electricity,standard,selected,POINT16,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1709991345245697,0.1714674429942292,0.2731180109073361
electricity,standard,selected,POINT16,81552,C3,B0,0.1688744680577383,0.1687676952105559,-0.06326616420824216
electricity,standard,selected,POINT16,81552,C3,PLAIN,0.1688744680577383,0.168978733893317,0.06170352515750821
electricity,standard,selected,POINT16,81552,C3,MAG_ONLY,0.1688744680577383,0.1689444584113993,0.041428025706868876
electricity,standard,selected,POINT16,81552,C3,DELTA_XY_BUDGET,0.1688744680577383,0.1701065880197274,0.7243223065800497
electricity,standard,selected,POINT16,81552,C3,DELTA_XY_DEFAULT,0.1688744680577383,0.1728346684341855,2.291322922840122
electricity,standard,selected,POINT16,81552,MAG_ONLY,B0,0.1689444584113993,0.1687676952105559,-0.10473758062694571
electricity,standard,selected,POINT16,81552,MAG_ONLY,PLAIN,0.1689444584113993,0.168978733893317,0.02028390267105884
electricity,standard,selected,POINT16,81552,MAG_ONLY,C3,0.1689444584113993,0.1688744680577383,-0.04144519563318294
electricity,standard,selected,POINT16,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1689444584113993,0.1701065880197274,0.6831773077438541
electricity,standard,selected,POINT16,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1689444584113993,0.1728346684341855,2.250827370474906
electricity,standard,selected,POINT4,81551,C3,B0,0.1683875277410313,0.168178908770806,-0.12404585792005207
electricity,standard,selected,POINT4,81551,C3,PLAIN,0.1683875277410313,0.168090977057594,-0.17642272573363815
electricity,standard,selected,POINT4,81551,C3,MAG_ONLY,0.1683875277410313,0.1683616808336488,-0.01535201315081558
electricity,standard,selected,POINT4,81551,C3,DELTA_XY_BUDGET,0.1683875277410313,0.1706835937828461,1.3452177745542304
electricity,standard,selected,POINT4,81551,C3,DELTA_XY_DEFAULT,0.1683875277410313,0.1692671525895126,0.5196665950980339
electricity,standard,selected,POINT4,81551,MAG_ONLY,B0,0.1683616808336488,0.168178908770806,-0.10867716063724941
electricity,standard,selected,POINT4,81551,MAG_ONLY,PLAIN,0.1683616808336488,0.168090977057594,-0.1610459887814608
electricity,standard,selected,POINT4,81551,MAG_ONLY,C3,0.1683616808336488,0.1683875277410313,0.015349656669494394
electricity,standard,selected,POINT4,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1683616808336488,0.1706835937828461,1.3603609449138743
electricity,standard,selected,POINT4,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1683616808336488,0.1692671525895126,0.5349364847293536
electricity,standard,selected,POINT4,81552,C3,B0,0.1668756511403832,0.166434772362149,-0.2648958339516172
electricity,standard,selected,POINT4,81552,C3,PLAIN,0.1668756511403832,0.1667355096238534,-0.08405019233512778
electricity,standard,selected,POINT4,81552,C3,MAG_ONLY,0.1668756511403832,0.1669542799996041,0.04709604283346103
electricity,standard,selected,POINT4,81552,C3,DELTA_XY_BUDGET,0.1668756511403832,0.167764664068604,0.52991667414376
electricity,standard,selected,POINT4,81552,C3,DELTA_XY_DEFAULT,0.1668756511403832,0.1705420815870695,2.149868473849026
electricity,standard,selected,POINT4,81552,MAG_ONLY,B0,0.1669542799996041,0.166434772362149,-0.3121388818465576
electricity,standard,selected,POINT4,81552,MAG_ONLY,PLAIN,0.1669542799996041,0.1667355096238534,-0.13120802895811856
electricity,standard,selected,POINT4,81552,MAG_ONLY,C3,0.1669542799996041,0.1668756511403832,-0.047118233656973096
electricity,standard,selected,POINT4,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1669542799996041,0.167764664068604,0.4830481278635057
electricity,standard,selected,POINT4,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1669542799996041,0.1705420815870695,2.1037632202428824
electricity,standard,selected,POINT8,81551,C3,B0,0.1701542118742548,0.1697685601055389,-0.22716324416969247
electricity,standard,selected,POINT8,81551,C3,PLAIN,0.1701542118742548,0.1698588245325187,-0.17390167543491764
electricity,standard,selected,POINT8,81551,C3,MAG_ONLY,0.1701542118742548,0.1701191804010053,-0.02059231249935678
electricity,standard,selected,POINT8,81551,C3,DELTA_XY_BUDGET,0.1701542118742548,0.1721673677555255,1.1693016554271352
electricity,standard,selected,POINT8,81551,C3,DELTA_XY_DEFAULT,0.1701542118742548,0.170828702327433,0.3948343832088419
electricity,standard,selected,POINT8,81551,MAG_ONLY,B0,0.1701191804010053,0.1697685601055389,-0.20652840269625994
electricity,standard,selected,POINT8,81551,MAG_ONLY,PLAIN,0.1701191804010053,0.1698588245325187,-0.15327779949210196
electricity,standard,selected,POINT8,81551,MAG_ONLY,C3,0.1701191804010053,0.1701542118742548,0.020588072939031754
electricity,standard,selected,POINT8,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1701191804010053,0.1721673677555255,1.1896489916884745
electricity,standard,selected,POINT8,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1701191804010053,0.170828702327433,0.41534116735707505
electricity,standard,selected,POINT8,81552,C3,B0,0.1681850062114913,0.167802337124296,-0.22804753125209576
electricity,standard,selected,POINT8,81552,C3,PLAIN,0.1681850062114913,0.1679864903094032,-0.11817373035323264
electricity,standard,selected,POINT8,81552,C3,MAG_ONLY,0.1681850062114913,0.168276861665601,0.05458590872239322
electricity,standard,selected,POINT8,81552,C3,DELTA_XY_BUDGET,0.1681850062114913,0.169067573559359,0.5220204734042833
electricity,standard,selected,POINT8,81552,C3,DELTA_XY_DEFAULT,0.1681850062114913,0.1719525608056712,2.1910430275229986
electricity,standard,selected,POINT8,81552,MAG_ONLY,B0,0.168276861665601,0.167802337124296,-0.28278780226611566
electricity,standard,selected,POINT8,81552,MAG_ONLY,PLAIN,0.168276861665601,0.1679864903094032,-0.17285399299846738
electricity,standard,selected,POINT8,81552,MAG_ONLY,C3,0.168276861665601,0.1681850062114913,-0.054615721210127255
electricity,standard,selected,POINT8,81552,MAG_ONLY,DELTA_XY_BUDGET,0.168276861665601,0.169067573559359,0.46768985744057856
electricity,standard,selected,POINT8,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.168276861665601,0.1719525608056712,2.1376239602643787
electricity,standard,selected,REFERENCE,81551,C3,B0,0.1675442325905699,0.1672163268582406,-0.19609672003340073
electricity,standard,selected,REFERENCE,81551,C3,PLAIN,0.1675442325905699,0.1672360917549172,-0.1842549849253361
electricity,standard,selected,REFERENCE,81551,C3,MAG_ONLY,0.1675442325905699,0.1675246167036819,-0.011709256391090328
electricity,standard,selected,REFERENCE,81551,C3,DELTA_XY_BUDGET,0.1675442325905699,0.1699213928749088,1.3989764585374265
electricity,standard,selected,REFERENCE,81551,C3,DELTA_XY_DEFAULT,0.1675442325905699,0.1685972128575633,0.624553780662418
electricity,standard,selected,REFERENCE,81551,MAG_ONLY,B0,0.1675246167036819,0.1672163268582406,-0.18436587576922125
electricity,standard,selected,REFERENCE,81551,MAG_ONLY,PLAIN,0.1675246167036819,0.1672360917549172,-0.172525527077938
electricity,standard,selected,REFERENCE,81551,MAG_ONLY,C3,0.1675246167036819,0.1675442325905699,0.011707885484746328
electricity,standard,selected,REFERENCE,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1675246167036819,0.1699213928749088,1.4105205534604592
electricity,standard,selected,REFERENCE,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1675246167036819,0.1685972128575633,0.6361885441057424
electricity,standard,selected,REFERENCE,81552,C3,B0,0.1661617099968632,0.1658318078573181,-0.19893779354376306
electricity,standard,selected,REFERENCE,81552,C3,PLAIN,0.1661617099968632,0.1659924363419048,-0.10197672778879951
electricity,standard,selected,REFERENCE,81552,C3,MAG_ONLY,0.1661617099968632,0.1662546400244993,0.05589620092553149
electricity,standard,selected,REFERENCE,81552,C3,DELTA_XY_BUDGET,0.1661617099968632,0.1672135518058654,0.6290410063314655
electricity,standard,selected,REFERENCE,81552,C3,DELTA_XY_DEFAULT,0.1661617099968632,0.1701684739922992,2.354586546752091
electricity,standard,selected,REFERENCE,81552,MAG_ONLY,B0,0.1662546400244993,0.1658318078573181,-0.2549765166553586
electricity,standard,selected,REFERENCE,81552,MAG_ONLY,PLAIN,0.1662546400244993,0.1659924363419048,-0.15796122303695093
electricity,standard,selected,REFERENCE,81552,MAG_ONLY,C3,0.1662546400244993,0.1661617099968632,-0.05592746225220324
electricity,standard,selected,REFERENCE,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1662546400244993,0.1672135518058654,0.5734653507506238
electricity,standard,selected,REFERENCE,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1662546400244993,0.1701684739922992,2.2999759450020196
electricity,standard,selected,SHIFT4,81551,C3,B0,0.1895036992698969,0.1924753307602616,1.5439025243531246
electricity,standard,selected,SHIFT4,81551,C3,PLAIN,0.1895036992698969,0.1892788615879906,-0.11878647199163872
electricity,standard,selected,SHIFT4,81551,C3,MAG_ONLY,0.1895036992698969,0.1895151416176668,0.006037695812710631
electricity,standard,selected,SHIFT4,81551,C3,DELTA_XY_BUDGET,0.1895036992698969,0.1918342138559489,1.2148586736472344
electricity,standard,selected,SHIFT4,81551,C3,DELTA_XY_DEFAULT,0.1895036992698969,0.1927332960956425,1.6756818314065058
electricity,standard,selected,SHIFT4,81551,MAG_ONLY,B0,0.1895151416176668,0.1924753307602616,1.5379576857472044
electricity,standard,selected,SHIFT4,81551,MAG_ONLY,PLAIN,0.1895151416176668,0.1892788615879906,-0.12483170476296213
electricity,standard,selected,SHIFT4,81551,MAG_ONLY,C3,0.1895151416176668,0.1895036992698969,-0.006038060372426379
electricity,standard,selected,SHIFT4,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1895151416176668,0.1918342138559489,1.2088939671749732
electricity,standard,selected,SHIFT4,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1895151416176668,0.1927332960956425,1.6697449497147132
electricity,standard,selected,SHIFT4,81552,C3,B0,0.1887560138122401,0.1901396359819989,0.7276873980603282
electricity,standard,selected,SHIFT4,81552,C3,PLAIN,0.1887560138122401,0.1889073036005311,0.08008678616836518
electricity,standard,selected,SHIFT4,81552,C3,MAG_ONLY,0.1887560138122401,0.1888051048091325,0.026000884320387385
electricity,standard,selected,SHIFT4,81552,C3,DELTA_XY_BUDGET,0.1887560138122401,0.190644939993385,0.9908084532484485
electricity,standard,selected,SHIFT4,81552,C3,DELTA_XY_DEFAULT,0.1887560138122401,0.1951573612710991,3.280095312401088
electricity,standard,selected,SHIFT4,81552,MAG_ONLY,B0,0.1888051048091325,0.1901396359819989,0.7018690058882449
electricity,standard,selected,SHIFT4,81552,MAG_ONLY,PLAIN,0.1888051048091325,0.1889073036005311,0.054099968318166436
electricity,standard,selected,SHIFT4,81552,MAG_ONLY,C3,0.1888051048091325,0.1887560138122401,-0.026007646538483975
electricity,standard,selected,SHIFT4,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1888051048091325,0.190644939993385,0.9650584926703676
electricity,standard,selected,SHIFT4,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1888051048091325,0.1951573612710991,3.2549407414575904
electricity,standard,selected,SHIFT8,81551,C3,B0,0.2012248141698813,0.2083321769911373,3.4115530898322755
electricity,standard,selected,SHIFT8,81551,C3,PLAIN,0.2012248141698813,0.2016593313396533,0.21547089682656395
electricity,standard,selected,SHIFT8,81551,C3,MAG_ONLY,0.2012248141698813,0.2010786027996061,-0.0727135399985368
electricity,standard,selected,SHIFT8,81551,C3,DELTA_XY_BUDGET,0.2012248141698813,0.206077226524425,2.3546572497997853
electricity,standard,selected,SHIFT8,81551,C3,DELTA_XY_DEFAULT,0.2012248141698813,0.2072842347962809,2.9232423933999496
electricity,standard,selected,SHIFT8,81551,MAG_ONLY,B0,0.2010786027996061,0.2083321769911373,3.4817349371046857
electricity,standard,selected,SHIFT8,81551,MAG_ONLY,PLAIN,0.2010786027996061,0.2016593313396533,0.2879750399792269
electricity,standard,selected,SHIFT8,81551,MAG_ONLY,C3,0.2010786027996061,0.2012248141698813,0.07266070582715445
electricity,standard,selected,SHIFT8,81551,MAG_ONLY,DELTA_XY_BUDGET,0.2010786027996061,0.206077226524425,2.425607045049416
electricity,standard,selected,SHIFT8,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.2010786027996061,0.2072842347962809,2.9937790506710193
electricity,standard,selected,SHIFT8,81552,C3,B0,0.2021936208966793,0.211732375942667,4.505099894864739
electricity,standard,selected,SHIFT8,81552,C3,PLAIN,0.2021936208966793,0.2071487809801221,2.392077838931761
electricity,standard,selected,SHIFT8,81552,C3,MAG_ONLY,0.2021936208966793,0.201769555471884,-0.2101731471844337
electricity,standard,selected,SHIFT8,81552,C3,DELTA_XY_BUDGET,0.2021936208966793,0.2088219517359981,3.174154242030369
electricity,standard,selected,SHIFT8,81552,C3,DELTA_XY_DEFAULT,0.2021936208966793,0.2120848491298464,4.663807091241734
electricity,standard,selected,SHIFT8,81552,MAG_ONLY,B0,0.201769555471884,0.211732375942667,4.705383589272505
electricity,standard,selected,SHIFT8,81552,MAG_ONLY,PLAIN,0.201769555471884,0.2071487809801221,2.596793224071303
electricity,standard,selected,SHIFT8,81552,MAG_ONLY,C3,0.201769555471884,0.2021936208966793,0.20973234611195712
electricity,standard,selected,SHIFT8,81552,MAG_ONLY,DELTA_XY_BUDGET,0.201769555471884,0.2088219517359981,3.377229359981304
electricity,standard,selected,SHIFT8,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.201769555471884,0.2120848491298464,4.863757925323087
electricity,standard,selected,SHIFT_POINT,81551,C3,B0,0.1946615139123658,0.1984636882479122,1.9158035251248928
electricity,standard,selected,SHIFT_POINT,81551,C3,PLAIN,0.1946615139123658,0.1946874702696325,0.013332320375192275
electricity,standard,selected,SHIFT_POINT,81551,C3,MAG_ONLY,0.1946615139123658,0.1948228950883304,0.08283481050388453
electricity,standard,selected,SHIFT_POINT,81551,C3,DELTA_XY_BUDGET,0.1946615139123658,0.1976797074892372,1.5268100176826227
electricity,standard,selected,SHIFT_POINT,81551,C3,DELTA_XY_DEFAULT,0.1946615139123658,0.198370892784065,1.8699209443680864
electricity,standard,selected,SHIFT_POINT,81551,MAG_ONLY,B0,0.1948228950883304,0.1984636882479122,1.834488309535931
electricity,standard,selected,SHIFT_POINT,81551,MAG_ONLY,PLAIN,0.1948228950883304,0.1946874702696325,-0.06956011011407526
electricity,standard,selected,SHIFT_POINT,81551,MAG_ONLY,C3,0.1948228950883304,0.1946615139123658,-0.08290348344730525
electricity,standard,selected,SHIFT_POINT,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1948228950883304,0.1976797074892372,1.4451723129256133
electricity,standard,selected,SHIFT_POINT,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1948228950883304,0.198370892784065,1.788567690521381
electricity,standard,selected,SHIFT_POINT,81552,C3,B0,0.1922021980869313,0.1939792235709032,0.9160906262326463
electricity,standard,selected,SHIFT_POINT,81552,C3,PLAIN,0.1922021980869313,0.1924038526141119,0.10480794663974002
electricity,standard,selected,SHIFT_POINT,81552,C3,MAG_ONLY,0.1922021980869313,0.1922169662631711,0.007683076331366223
electricity,standard,selected,SHIFT_POINT,81552,C3,DELTA_XY_BUDGET,0.1922021980869313,0.1941947959437542,1.0260820055136954
electricity,standard,selected,SHIFT_POINT,81552,C3,DELTA_XY_DEFAULT,0.1922021980869313,0.1998132704343066,3.809092524651736
electricity,standard,selected,SHIFT_POINT,81552,MAG_ONLY,B0,0.1922169662631711,0.1939792235709032,0.9084773489094533
electricity,standard,selected,SHIFT_POINT,81552,MAG_ONLY,PLAIN,0.1922169662631711,0.1924038526141119,0.09713233305966851
electricity,standard,selected,SHIFT_POINT,81552,MAG_ONLY,C3,0.1922169662631711,0.1922021980869313,-0.007683666673341527
electricity,standard,selected,SHIFT_POINT,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1922169662631711,0.1941947959437542,1.018477179561461
electricity,standard,selected,SHIFT_POINT,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1922169662631711,0.1998132704343066,3.801701535951263
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,C3,B0,0.361715817814536,0.3891380736575109,7.04692182526191
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,C3,PLAIN,0.361715817814536,0.3751016908387005,3.568598423066194
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,C3,MAG_ONLY,0.361715817814536,0.3619101962032958,0.053709011461677836
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,C3,DELTA_XY_BUDGET,0.361715817814536,0.3859240963413526,6.272808242946359
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,C3,DELTA_XY_DEFAULT,0.361715817814536,0.3908058964914732,7.443613041179353
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,MAG_ONLY,B0,0.3619101962032958,0.3891380736575109,6.996970817658665
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,MAG_ONLY,PLAIN,0.3619101962032958,0.3751016908387005,3.5167782384316837
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,MAG_ONLY,C3,0.3619101962032958,0.361715817814536,-0.05373787354232551
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,MAG_ONLY,DELTA_XY_BUDGET,0.3619101962032958,0.3859240963413526,6.222441243165178
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.3619101962032958,0.3908058964914732,7.393875207000066
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,C3,B0,0.3704855369856941,0.4169135753781621,11.136130156077407
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,C3,PLAIN,0.3704855369856941,0.3898410658006173,4.964979452632246
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,C3,MAG_ONLY,0.3704855369856941,0.3695891211493219,-0.2425438913311595
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,C3,DELTA_XY_BUDGET,0.3704855369856941,0.4124897151567581,10.183084966155143
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,C3,DELTA_XY_DEFAULT,0.3704855369856941,0.4165054142458903,11.049046587669975
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,MAG_ONLY,B0,0.3695891211493219,0.4169135753781621,11.351142544570415
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,MAG_ONLY,PLAIN,0.3695891211493219,0.3898410658006173,5.194923374658833
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,MAG_ONLY,C3,0.3695891211493219,0.3704855369856941,0.24195703931265689
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,MAG_ONLY,DELTA_XY_BUDGET,0.3695891211493219,0.4124897151567581,10.400403314572992
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.3695891211493219,0.4165054142458903,11.264269680986827
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,C3,B0,7.035548092758298,7.026497943596206,-0.12880028194330873
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,C3,PLAIN,7.035548092758298,6.978324878503411,-0.8200136171814254
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,C3,MAG_ONLY,7.035548092758298,7.030768400702081,-0.0679824989789024
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,C3,DELTA_XY_BUDGET,7.035548092758298,7.0205546633249405,-0.2135647417102593
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,C3,DELTA_XY_DEFAULT,7.035548092758298,6.969640279009273,-0.9456415411785768
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,MAG_ONLY,B0,7.030768400702081,7.026497943596206,-0.06077646560429528
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,MAG_ONLY,PLAIN,7.030768400702081,6.978324878503411,-0.751520215979351
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,MAG_ONLY,C3,7.030768400702081,7.035548092758298,0.06793631417482127
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,MAG_ONLY,DELTA_XY_BUDGET,7.030768400702081,7.0205546633249405,-0.14548333952155712
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,MAG_ONLY,DELTA_XY_DEFAULT,7.030768400702081,6.969640279009273,-0.8770627929953756
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,C3,B0,6.973685149933863,6.886718787792802,-1.2628127388505384
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,C3,PLAIN,6.973685149933863,6.931444756590374,-0.609402438118356
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,C3,MAG_ONLY,6.973685149933863,6.976121121535962,0.03491871141082514
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,C3,DELTA_XY_BUDGET,6.973685149933863,6.895012731549684,-1.1410046862451173
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,C3,DELTA_XY_DEFAULT,6.973685149933863,6.8904313214958135,-1.208252786415942
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,MAG_ONLY,B0,6.976121121535962,6.886718787792802,-1.2981847596511775
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,MAG_ONLY,PLAIN,6.976121121535962,6.931444756590374,-0.6445462167625315
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,MAG_ONLY,C3,6.976121121535962,6.973685149933863,-0.034930908834063246
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,MAG_ONLY,DELTA_XY_BUDGET,6.976121121535962,6.895012731549684,-1.1763341583859166
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,MAG_ONLY,DELTA_XY_DEFAULT,6.976121121535962,6.8904313214958135,-1.2436057489293217
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,C3,B0,0.9913142496559668,0.952560982785446,-4.068323978292687
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,C3,PLAIN,0.9913142496559668,1.0386882550213248,4.560945513375936
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,C3,MAG_ONLY,0.9913142496559668,0.9905155908223962,-0.08063061712209052
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,C3,DELTA_XY_BUDGET,0.9913142496559668,0.9591493579078504,-3.353481028051375
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,C3,DELTA_XY_DEFAULT,0.9913142496559668,0.9919968116072369,0.06880686946605374
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,B0,0.9905155908223962,0.952560982785446,-3.9844806498335217
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,PLAIN,0.9905155908223962,1.0386882550213248,4.637836614214885
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,C3,0.9905155908223962,0.9913142496559668,0.08056565653604686
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,DELTA_XY_BUDGET,0.9905155908223962,0.9591493579078504,-3.2702136175082774
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.9905155908223962,0.9919968116072369,0.14931709129597515
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,C3,B0,0.8239866062898826,0.8839357963111114,6.782075154260292
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,C3,PLAIN,0.8239866062898826,0.8352613781203919,1.3498495352294637
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,C3,MAG_ONLY,0.8239866062898826,0.8071151584043037,-2.0903396138581165
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,C3,DELTA_XY_BUDGET,0.8239866062898826,0.8624649163844532,4.461434820546195
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,C3,DELTA_XY_DEFAULT,0.8239866062898826,0.8818580177528071,6.562440925626012
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,B0,0.8071151584043037,0.8839357963111114,8.690748607240451
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,PLAIN,0.8071151584043037,0.8352613781203919,3.369749931383914
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,C3,0.8071151584043037,0.8239866062898826,2.047539093086115
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,DELTA_XY_BUDGET,0.8071151584043037,0.8624649163844532,6.417624291569068
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.8071151584043037,0.8818580177528071,8.47561147529925
electricity_transfer,shape,fixed1024,STEP12_D17,81551,C3,B0,0.5529296416488292,0.5822282099360754,5.032145091434681
electricity_transfer,shape,fixed1024,STEP12_D17,81551,C3,PLAIN,0.5529296416488292,0.6051423290330401,8.62816644600648
electricity_transfer,shape,fixed1024,STEP12_D17,81551,C3,MAG_ONLY,0.5529296416488292,0.5584083911244307,0.9811366667627164
electricity_transfer,shape,fixed1024,STEP12_D17,81551,C3,DELTA_XY_BUDGET,0.5529296416488292,0.5841487230620078,5.3443721060509315
electricity_transfer,shape,fixed1024,STEP12_D17,81551,C3,DELTA_XY_DEFAULT,0.5529296416488292,0.5853793728341147,5.543367718643744
electricity_transfer,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,B0,0.5584083911244307,0.5822282099360754,4.09114817955315
electricity_transfer,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,PLAIN,0.5584083911244307,0.6051423290330401,7.722801011670388
electricity_transfer,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,C3,0.5584083911244307,0.5529296416488292,-0.9908583412645333
electricity_transfer,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,DELTA_XY_BUDGET,0.5584083911244307,0.5841487230620078,4.406468921587415
electricity_transfer,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.5584083911244307,0.5853793728341147,4.607436298806345
electricity_transfer,shape,fixed1024,STEP12_D17,81552,C3,B0,0.5843693613914519,0.7216019544636572,19.017769037807785
electricity_transfer,shape,fixed1024,STEP12_D17,81552,C3,PLAIN,0.5843693613914519,0.6139749888940228,4.8219598579904215
electricity_transfer,shape,fixed1024,STEP12_D17,81552,C3,MAG_ONLY,0.5843693613914519,0.551599865513562,-5.940809258062485
