source,layer,arm,rank,holdout_direction_inner,holdout_direction_cosine,direction_defined,update_squared_norm,holdout_gradient_squared_norm,calibration_projection_energy,min_eigenvalue,eighth_eigenvalue,positive_eigenvalues
electricity,decoder.block.2.layer.1.EncDecAttention.q,MEAN_SVD,8,4.897658299337866e-06,0.12719874520796406,True,4.813460158838327e-05,3.0800227768600276e-05,4.813460158838328e-05,-6.105330434077923e-22,5.754894617648683e-07,462.0
electricity,decoder.block.2.layer.1.EncDecAttention.q,SECOND_MOMENT,8,4.952561680426176e-06,0.1306910024126879,True,4.6624531389528564e-05,3.0800227768600276e-05,4.662453138952855e-05,-3.3051445814622604e-21,1.2631024980411192e-05,491.0
electricity,decoder.block.2.layer.1.EncDecAttention.q,CROSS_BLOCK,8,4.260780546843731e-06,0.1170782311344021,True,4.3000360818159586e-05,3.0800227768600276e-05,4.3000360818159566e-05,-1.5497378039348825e-06,1.4474131156337027e-07,146.0
electricity,decoder.block.2.layer.1.EncDecAttention.q,FULL_GRADIENT,512,5.087103576054033e-06,0.12719499449386348,True,5.1933451946618834e-05,3.0800227768600276e-05,5.1933451946618834e-05,,,
electricity,decoder.block.2.layer.1.EncDecAttention.v,RANDOM_ORTHO,8,4.810893204593734e-07,0.02416324119238613,True,2.8851628652598716e-06,0.00013739493432354013,2.885162865259871e-06,,,
electricity,decoder.block.2.layer.1.EncDecAttention.v,MEAN_SVD,8,2.430981958735191e-05,0.19647466030971117,True,0.00011142423411141559,0.00013739493432354013,0.00011142423411141574,-1.485207615787186e-21,4.838649949635155e-06,510.0
electricity,decoder.block.2.layer.1.EncDecAttention.v,SECOND_MOMENT,8,2.0109715298667892e-05,0.17549468553103129,True,9.556815126333724e-05,0.00013739493432354013,9.556815126333731e-05,3.569106886130433e-19,5.574555463867961e-05,512.0
electricity,decoder.block.2.layer.1.EncDecAttention.v,CROSS_BLOCK,8,2.0011271674491536e-05,0.1720295587351197,True,9.848554771257556e-05,0.00013739493432354013,9.848554771257564e-05,-6.881530369105321e-06,1.8860485957814097e-06,144.0
electricity,decoder.block.2.layer.1.EncDecAttention.v,FULL_GRADIENT,512,2.7339475971236244e-05,0.17656408756990408,True,0.00017450380547157768,0.00013739493432354013,0.00017450380547157768,,,
electricity,decoder.block.3.layer.0.SelfAttention.q,RANDOM_ORTHO,8,0.0,,False,0.0,0.0,0.0,,,
electricity,decoder.block.3.layer.0.SelfAttention.q,MEAN_SVD,8,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0
electricity,decoder.block.3.layer.0.SelfAttention.q,SECOND_MOMENT,8,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0
electricity,decoder.block.3.layer.0.SelfAttention.q,CROSS_BLOCK,8,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0
electricity,decoder.block.3.layer.0.SelfAttention.q,FULL_GRADIENT,512,0.0,,False,0.0,0.0,0.0,,,
electricity,decoder.block.3.layer.0.SelfAttention.v,RANDOM_ORTHO,8,4.1506629939596135e-12,0.015699228957069083,True,4.018581769437262e-11,1.739424127318383e-09,4.018581769437261e-11,,,
electricity,decoder.block.3.layer.0.SelfAttention.v,MEAN_SVD,8,1.9744036090294298e-10,0.13044617955065865,True,1.3170542199516533e-09,1.739424127318383e-09,1.3170542199516533e-09,-1.7810296279078992e-26,2.3636572618950893e-11,469.0
electricity,decoder.block.3.layer.0.SelfAttention.v,SECOND_MOMENT,8,2.0093190093770676e-10,0.13840828027326446,True,1.2116247913752422e-09,1.739424127318383e-09,1.2116247913752428e-09,-8.610594365097245e-26,3.713653790062439e-10,498.0
electricity,decoder.block.3.layer.0.SelfAttention.v,CROSS_BLOCK,8,1.9029899344222873e-10,0.13731683909421935,True,1.104129203571756e-09,1.739424127318383e-09,1.104129203571755e-09,-6.166823137295356e-11,5.898341918392462e-12,141.0
electricity,decoder.block.3.layer.0.SelfAttention.v,FULL_GRADIENT,512,1.9881012195123087e-10,0.12434572431023735,True,1.469635996250634e-09,1.739424127318383e-09,1.469635996250634e-09,,,
electricity,decoder.block.3.layer.1.EncDecAttention.q,RANDOM_ORTHO,8,1.4475399207914643e-08,0.0030110734730806003,True,4.7374575656684215e-07,4.8783511791704425e-05,4.7374575656684215e-07,,,
electricity,decoder.block.3.layer.1.EncDecAttention.q,MEAN_SVD,8,7.149718609880808e-07,0.0162029355730101,True,3.991328087829348e-05,4.8783511791704425e-05,3.991328087829345e-05,-2.5112752310446755e-22,8.456222438653273e-07,461.0
electricity,decoder.block.3.layer.1.EncDecAttention.q,SECOND_MOMENT,8,1.7581124327799525e-07,0.004116343120247395,True,3.739358402423743e-05,4.8783511791704425e-05,3.739358402423742e-05,-7.051258266978632e-21,8.898370619366013e-06,486.0
