panel,kind,condition,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_low_pct,ci_high_pct,common_draw_sha256,new_seed_count,baseline_seed_count,origin_count,exploratory
electricity,shape,PAIRED_SHIFT8_D32,C0,F0,0.2113712441049302,0.3239126702860632,34.744372945257766,28.749364450857403,39.83513199009244,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C0,PERSISTENCE,0.2113712441049302,0.5094778212370088,58.512179471969496,52.80416032918785,63.67504544314574,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C0,SEASONAL,0.2113712441049302,0.2360542075962939,10.456481052681388,6.429395982238454,14.599224901510702,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,C0,0.2049341952827362,0.2113712441049302,3.0453758501787886,2.337115987689278,3.842851606011663,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,C2,0.2049341952827362,0.2066448621003469,0.8278293494565325,0.4411664700301765,1.2789380402791402,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,0.2049341952827362,0.2051140284180462,0.0876747127911969,-0.0119344343263683,0.1927065861272619,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,F0,0.2049341952827362,0.3239126702860632,36.73165205246563,30.5979639688766,41.89308024193327,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,PERSISTENCE,0.2049341952827362,0.5094778212370088,59.77563953909566,53.9812787230755,64.89699331000318,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,SEASONAL,0.2049341952827362,0.2360542075962939,13.1834177541033,9.022476896118487,17.499772872016266,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC2,0.2055011929683311,0.2078941596668044,1.1510504683289624,0.6987425013415582,1.708246291079077,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C3_GC2,0.2055011929683311,0.2070804061450608,0.7626086920186292,0.1622946616567644,1.4450699161980944,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC3,0.2055011929683311,0.2076796428019199,1.0489472170686076,0.4707885434212688,1.6131642359695535,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C0,F0,2.99348744864939,2.886527138233591,-3.7055016389436535,-4.4840092822417805,-3.0105590417467867,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C0,PERSISTENCE,2.99348744864939,3.02114045594799,0.9153168381879406,0.6483438953273463,1.200209066455693,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C0,SEASONAL,2.99348744864939,3.023139405424771,0.980833259695968,0.7087401051696379,1.2859076464182675,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C3,C0,3.0033453833773063,2.99348744864939,-0.3293127129149642,-0.3614550458084459,-0.2974501845283217,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C3,C2,3.0033453833773063,2.984664841385204,-0.6258840769348462,-0.6514672611435018,-0.599957552853327,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C3,M_RECENCY,3.0033453833773063,3.001933512072459,-0.047032064473429,-0.0604902013280062,-0.0350422140006284,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C3,F0,3.0033453833773063,2.886527138233591,-4.047017039832945,-4.851349414333167,-3.3283133131845,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C3,PERSISTENCE,3.0033453833773063,3.02114045594799,0.589018379984585,0.3241878255294245,0.8682419316339001,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C3,SEASONAL,3.0033453833773063,3.023139405424771,0.6547505553976762,0.3895552796141741,0.9506821519848988,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC2,2.9957914481944687,2.9771403033003474,-0.6264785328875977,-0.6624209723467711,-0.5921662453002164,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,FIX_C3_GC3,FIX_C3_GC2,2.9957914481944687,2.988668500866774,-0.2383317964380849,-0.2768875034552298,-0.1939972401664436,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC3,2.9957914481944687,2.993239392601788,-0.0852606577004255,-0.1095374703733492,-0.0623299545243511,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,RAMP8_D32,C0,F0,0.4856188009238579,0.4696372074946976,-3.402965773179445,-7.619305570491154,0.9058762679554442,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,RAMP8_D32,C0,PERSISTENCE,0.4856188009238579,0.5094778212370088,4.683034141745623,-0.353057445467333,9.420262381295151,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,RAMP8_D32,C0,SEASONAL,0.4856188009238579,1.266680987899082,61.66210706854409,59.57836893193892,63.44003007755576,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,RAMP8_D32,C3,C0,0.4848126867766813,0.4856188009238579,0.1659973101624245,-0.1877908008816614,0.5161097199204735,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
