panel,kind,condition,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_low_pct,ci_high_pct,common_draw_sha256,new_seed_count,baseline_seed_count,origin_count,exploratory
electricity,standard,FAULT,C0,F0,0.1722505623451945,0.1742156529984482,1.1279644621090434,-1.928797900150463,4.713859758193462,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,FAULT,C0,PERSISTENCE,0.1722505623451945,0.510649238661781,66.26832093266246,61.498651114071976,70.69826616768621,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,FAULT,C0,SEASONAL,0.1722505623451945,0.2586279657083687,33.39832300292467,27.09313534376235,38.79029755562126,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,FAULT,C3,F0,0.1728932741191997,0.1742156529984482,0.759047109997768,-2.346014910540791,4.423273833811631,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,FAULT,C3,PERSISTENCE,0.1728932741191997,0.510649238661781,66.1424592402629,61.38453723326296,70.5684359129688,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,FAULT,C3,SEASONAL,0.1728932741191997,0.2586279657083687,33.14981477519111,26.793238945609698,38.52830134426593,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,REFERENCE,C0,F0,0.1671103645114686,0.169059089762371,1.1526888342067498,-1.8342335845107596,4.506713107595837,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,REFERENCE,C0,PERSISTENCE,0.1671103645114686,0.5054572181200413,66.9387717652928,62.34065994738151,71.20980079436174,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,REFERENCE,C0,SEASONAL,0.1671103645114686,0.2313878522279091,27.779110743086623,21.222802320955516,33.51253263364141,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,REFERENCE,C3,F0,0.1674955548362826,0.169059089762371,0.9248452291362508,-2.053357353081497,4.28635778744711,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,REFERENCE,C3,PERSISTENCE,0.1674955548362826,0.5054572181200413,66.86256544930693,62.25625843805787,71.11553562265856,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,REFERENCE,C3,SEASONAL,0.1674955548362826,0.2313878522279091,27.61264118943237,21.006136285716515,33.372342234372326,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,SHIFT4,C0,F0,0.191848251200561,0.2650688531778308,27.62323867910168,23.209045522986724,31.55379719067892,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,SHIFT4,C0,PERSISTENCE,0.191848251200561,0.5054572241307559,62.04461187977163,57.71364339640563,66.30830855456489,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,SHIFT4,C0,SEASONAL,0.191848251200561,0.2313878580552171,17.088021466200097,12.775782320706249,21.00907780783573,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,SHIFT4,C3,F0,0.1894954045683174,0.2650688531778308,28.51087470424608,23.98340781120966,32.5047615201251,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
electricity,standard,SHIFT4,C3,PERSISTENCE,0.1894954045683174,0.5054572241307559,62.51010065308766,58.15524229701991,66.79740966360401,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,128,True
