panel,kind,condition,new,baseline,seed,gain_pct
electricity,standard,FAULT,FIX_C3_GC3,FIX_C2_GC2,81553,0.0579056958716739
electricity,standard,FAULT,FIX_C3_GC3,FIX_C3_GC2,81551,0.1294238664544256
electricity,standard,FAULT,FIX_C3_GC3,FIX_C3_GC2,81552,-0.0994666404307897
electricity,standard,FAULT,FIX_C3_GC3,FIX_C3_GC2,81553,0.1057969368045474
electricity,standard,FAULT,FIX_C3_GC3,FIX_C2_GC3,81551,-0.2870562244847052
electricity,standard,FAULT,FIX_C3_GC3,FIX_C2_GC3,81552,-0.0321143233594334
electricity,standard,FAULT,FIX_C3_GC3,FIX_C2_GC3,81553,-0.0601512209136956
electricity,standard,REFERENCE,C0,F0,81551,1.0900111355861664
electricity,standard,REFERENCE,C0,F0,81552,1.908966805386958
electricity,standard,REFERENCE,C0,F0,81553,0.4590885616471252
electricity,standard,REFERENCE,C0,PERSISTENCE,81551,66.91780810249934
electricity,standard,REFERENCE,C0,PERSISTENCE,81552,67.1917222838166
electricity,standard,REFERENCE,C0,PERSISTENCE,81553,66.70678490956247
electricity,standard,REFERENCE,C0,SEASONAL,81551,27.73331648649464
electricity,standard,REFERENCE,C0,SEASONAL,81552,28.331670716239955
electricity,standard,REFERENCE,C0,SEASONAL,81553,27.272345026525315
electricity,standard,REFERENCE,C3,C0,81551,-0.1960967200333563
electricity,standard,REFERENCE,C3,C0,81552,-0.1989377935438296
electricity,standard,REFERENCE,C3,C0,81553,-0.2957893693224855
electricity,standard,REFERENCE,C3,C2,81551,-0.1842549849252694
electricity,standard,REFERENCE,C3,C2,81552,-0.1019767277888439
electricity,standard,REFERENCE,C3,C2,81553,0.0029083644762839
electricity,standard,REFERENCE,C3,M_RECENCY,81551,-0.1032700557545895
electricity,standard,REFERENCE,C3,M_RECENCY,81552,-0.0564181789809881
electricity,standard,REFERENCE,C3,M_RECENCY,81553,-0.0192083198350401
electricity,standard,REFERENCE,C3,F0,81551,0.8960518916376947
electricity,standard,REFERENCE,C3,F0,81552,1.7138266682852563
electricity,standard,REFERENCE,C3,F0,81553,0.1646571274857677
electricity,standard,REFERENCE,C3,PERSISTENCE,81551,66.85293500927318
electricity,standard,REFERENCE,C3,PERSISTENCE,81552,67.1264542200283
electricity,standard,REFERENCE,C3,PERSISTENCE,81553,66.60830711861931
electricity,standard,REFERENCE,C3,SEASONAL,81551,27.591603890447768
electricity,standard,REFERENCE,C3,SEASONAL,81552,28.189095323293124
electricity,standard,REFERENCE,C3,SEASONAL,81553,27.05722435455623
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C2_GC2,81551,-0.1544471249204315
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C2_GC2,81552,-0.1806145375300882
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C2_GC2,81553,0.0029083644762728
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C3_GC2,81551,0.0715566913659149
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C3_GC2,81552,-0.083698208369265
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C3_GC2,81553,0.0769436152799785
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C2_GC3,81551,-0.2405464970648863
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C2_GC3,81552,-0.1063857778065946
electricity,standard,REFERENCE,FIX_C3_GC3,FIX_C2_GC3,81553,-0.0906572201013533
electricity,standard,SHIFT4,C0,F0,81551,27.38666634999445
electricity,standard,SHIFT4,C0,F0,81552,28.26783165865323
electricity,standard,SHIFT4,C0,F0,81553,27.215218028657382
electricity,standard,SHIFT4,C0,PERSISTENCE,81551,61.92055003442378
electricity,standard,SHIFT4,C0,PERSISTENCE,81552,62.38264547331664
electricity,standard,SHIFT4,C0,PERSISTENCE,81553,61.83064013157447
electricity,standard,SHIFT4,C0,SEASONAL,81551,16.817013486364363
electricity,standard,SHIFT4,C0,SEASONAL,81552,17.826441897126244
electricity,standard,SHIFT4,C0,SEASONAL,81553,16.620609015109732
electricity,standard,SHIFT4,C3,C0,81551,1.5439025243531357
electricity,standard,SHIFT4,C3,C0,81552,0.7276873980603504
electricity,standard,SHIFT4,C3,C0,81553,1.4011761898523378
electricity,standard,SHIFT4,C3,C2,81551,-0.1187864719916165
electricity,standard,SHIFT4,C3,C2,81552,0.0800867861683873
electricity,standard,SHIFT4,C3,C2,81553,-0.0124207622926642
electricity,standard,SHIFT4,C3,M_RECENCY,81551,0.102327821807413
electricity,standard,SHIFT4,C3,M_RECENCY,81552,0.0187233994081381
electricity,standard,SHIFT4,C3,M_RECENCY,81553,0.0048133253186311
electricity,standard,SHIFT4,C3,F0,81551,28.507745441233844
electricity,standard,SHIFT4,C3,F0,81552,28.789817608028645
electricity,standard,SHIFT4,C3,F0,81553,28.235061063475776
electricity,standard,SHIFT4,C3,PERSISTENCE,81551,62.50845962370211
electricity,standard,SHIFT4,C3,PERSISTENCE,81552,62.65638222169101
electricity,standard,SHIFT4,C3,PERSISTENCE,81553,62.3654601138699
electricity,standard,SHIFT4,C3,SEASONAL,81551,18.10127771498071
electricity,standard,SHIFT4,C3,SEASONAL,81552,18.42440852397865
electricity,standard,SHIFT4,C3,SEASONAL,81553,17.788901188833893
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C2_GC2,81551,0.2648219467859536
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C2_GC2,81552,0.2937270607672793
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C2_GC2,81553,-0.0124207622926642
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C3_GC2,81551,0.0046743254835668
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C3_GC2,81552,0.2738980949040681
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C3_GC2,81553,-0.0859820430632263
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C2_GC3,81551,0.3841189984858606
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C2_GC3,81552,0.4957040544438573
electricity,standard,SHIFT4,FIX_C3_GC3,FIX_C2_GC3,81553,0.463724106572505
electricity,standard,SHIFT8,C0,F0,81551,35.14473178607073
electricity,standard,SHIFT8,C0,F0,81552,34.0862259989807
electricity,standard,SHIFT8,C0,F0,81553,36.93936717302987
electricity,standard,SHIFT8,C0,PERSISTENCE,81551,58.78342091773181
electricity,standard,SHIFT8,C0,PERSISTENCE,81552,58.110723252852445
electricity,standard,SHIFT8,C0,PERSISTENCE,81553,59.92394093079301
electricity,standard,SHIFT8,C0,SEASONAL,81551,9.964084611390811
electricity,standard,SHIFT8,C0,SEASONAL,81552,8.494604334623979
electricity,standard,SHIFT8,C0,SEASONAL,81553,12.455503493827146
electricity,standard,SHIFT8,C3,C0,81551,3.4115530898322644
electricity,standard,SHIFT8,C3,C0,81552,4.505099894864717
electricity,standard,SHIFT8,C3,C0,81553,1.635056098031351
electricity,standard,SHIFT8,C3,C2,81551,0.2154708968265639
electricity,standard,SHIFT8,C3,C2,81552,2.392077838931761
electricity,standard,SHIFT8,C3,C2,81553,0.3125075775686659
electricity,standard,SHIFT8,C3,M_RECENCY,81551,0.310261437938375
electricity,standard,SHIFT8,C3,M_RECENCY,81552,0.0644493171768845
electricity,standard,SHIFT8,C3,M_RECENCY,81553,0.0482347170514874
electricity,standard,SHIFT8,C3,F0,81551,37.35730369274204
electricity,standard,SHIFT8,C3,F0,81552,37.05570736220199
electricity,standard,SHIFT8,C3,F0,81553,37.9704438955244
electricity,standard,SHIFT8,C3,PERSISTENCE,81551,60.1895463949361
electricity,standard,SHIFT8,C3,PERSISTENCE,81552,59.99787701554779
electricity,standard,SHIFT8,C3,PERSISTENCE,81553,60.57920697845473
electricity,standard,SHIFT8,C3,SEASONAL,81551,13.035707664789664
electricity,standard,SHIFT8,C3,SEASONAL,81552,12.61701381854038
electricity,standard,SHIFT8,C3,SEASONAL,81553,13.886905122442162
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C2_GC2,81551,1.835730185431228
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C2_GC2,81552,2.001658821434471
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C2_GC2,81553,0.312507577568677
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C3_GC2,81551,0.603331249050687
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C3_GC2,81552,2.124764136182533
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C3_GC2,81553,0.0091330764389496
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C2_GC3,81551,0.9093838510314534
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C2_GC3,81552,2.1857128082776622
electricity,standard,SHIFT8,FIX_C3_GC3,FIX_C2_GC3,81553,0.7503312665756212
electricity,standard,SHIFT_POINT,C0,F0,81551,30.449929363027973
electricity,standard,SHIFT_POINT,C0,F0,81552,32.02147546200694
electricity,standard,SHIFT_POINT,C0,F0,81553,30.861640496727595
electricity,standard,SHIFT_POINT,C0,PERSISTENCE,81551,61.10050898959821
electricity,standard,SHIFT_POINT,C0,PERSISTENCE,81552,61.97947780716784
electricity,standard,SHIFT_POINT,C0,PERSISTENCE,81553,61.33077983472537
electricity,standard,SHIFT_POINT,C0,SEASONAL,81551,17.693990647770253
electricity,standard,SHIFT_POINT,C0,SEASONAL,81552,19.553768599616983
electricity,standard,SHIFT_POINT,C0,SEASONAL,81553,18.181212301326475
electricity,standard,SHIFT_POINT,C3,C0,81551,1.9158035251249368
electricity,standard,SHIFT_POINT,C3,C0,81552,0.9160906262326464
electricity,standard,SHIFT_POINT,C3,C0,81553,1.6537139166726833
electricity,standard,SHIFT_POINT,C3,C2,81551,0.0133323203752366
electricity,standard,SHIFT_POINT,C3,C2,81552,0.1048079466397289
electricity,standard,SHIFT_POINT,C3,C2,81553,0.0726362749785991
electricity,standard,SHIFT_POINT,C3,M_RECENCY,81551,0.1315198636517967
electricity,standard,SHIFT_POINT,C3,M_RECENCY,81552,0.0001387551557874
electricity,standard,SHIFT_POINT,C3,M_RECENCY,81553,0.0763618548052069
electricity,standard,SHIFT_POINT,C3,F0,81551,31.78237206801797
electricity,standard,SHIFT_POINT,C3,F0,81552,32.64422035315076
electricity,standard,SHIFT_POINT,C3,F0,81553,32.0049911695924
electricity,standard,SHIFT_POINT,C3,PERSISTENCE,81551,61.84574680963113
electricity,standard,SHIFT_POINT,C3,PERSISTENCE,81552,62.32778024702107
electricity,standard,SHIFT_POINT,C3,PERSISTENCE,81553,61.97025811006732
electricity,standard,SHIFT_POINT,C3,SEASONAL,81551,19.270812076329936
electricity,standard,SHIFT_POINT,C3,SEASONAL,81552,20.29072898463331
electricity,standard,SHIFT_POINT,C3,SEASONAL,81553,19.53426097995232
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C2_GC2,81551,0.3175113012032438
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C2_GC2,81552,0.2573031829343652
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C2_GC2,81553,0.0726362749785991
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C3_GC2,81551,0.0748634071843334
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C3_GC2,81552,0.3897162876329685
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C3_GC2,81553,-0.2065728473597872
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C2_GC3,81551,0.3344911383301396
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C2_GC3,81552,0.4038330790450906
electricity,standard,SHIFT_POINT,FIX_C3_GC3,FIX_C2_GC3,81553,0.5691915494849487
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,F0,81551,31.91066040579229
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,F0,81552,27.05064876190102
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,F0,81553,36.39458782329248
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,PERSISTENCE,81551,63.26393210815413
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,PERSISTENCE,81552,60.64182240979042
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,PERSISTENCE,81553,65.68313404215861
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,SEASONAL,81551,-3.4939991052154618
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,SEASONAL,81552,-10.88108853392551
electricity_transfer,shape,PAIRED_SHIFT8_D32,C0,SEASONAL,81553,3.321452225349242
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C0,81551,6.788805794706965
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C0,81552,11.589670045239664
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C0,81553,4.317263516805204
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C2,81551,0.8722448833663576
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C2,81552,5.450015415631482
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C2,81553,-0.3740159356203865
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,81551,0.3763664791053056
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,81552,0.1622886641378995
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,81553,-0.0626336930408477
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,F0,81551,36.53311343774157
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,F0,81552,35.50523787053965
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,F0,81553,39.14060107791104
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,PERSISTENCE,81551,65.75787241394325
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,PERSISTENCE,81552,65.20330532831518
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,PERSISTENCE,81553,67.16468357626744
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,SEASONAL,81551,3.5320075032133857
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,SEASONAL,81552,1.9696637697265265
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,SEASONAL,81553,7.495319897001329
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC2,81551,3.568598423066194
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC2,81552,4.964979452632257
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC2,81553,-0.3740159356203865
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C3_GC2,81551,-0.0216808004402491
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C3_GC2,81552,3.0369713249565056
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C3_GC2,81553,-0.8161182358782604
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC3,81551,2.8478587592763005
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC3,81552,5.295259044055256
electricity_transfer,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC3,81553,1.3366439696035348
electricity_transfer,shape,PULSE8_D32,C0,F0,81551,-2.739056821865482
electricity_transfer,shape,PULSE8_D32,C0,F0,81552,-0.6952536718643598
electricity_transfer,shape,PULSE8_D32,C0,F0,81553,-4.880948579519306
electricity_transfer,shape,PULSE8_D32,C0,PERSISTENCE,81551,1.7881500774821868
electricity_transfer,shape,PULSE8_D32,C0,PERSISTENCE,81552,3.741892835575722
electricity_transfer,shape,PULSE8_D32,C0,PERSISTENCE,81553,-0.2593590038762805
electricity_transfer,shape,PULSE8_D32,C0,SEASONAL,81551,1.430099241271543
electricity_transfer,shape,PULSE8_D32,C0,SEASONAL,81552,3.390964757248449
electricity_transfer,shape,PULSE8_D32,C0,SEASONAL,81553,-0.6248744417547414
electricity_transfer,shape,PULSE8_D32,C3,C0,81551,-0.476678349952464
electricity_transfer,shape,PULSE8_D32,C3,C0,81552,-1.51071920149759
electricity_transfer,shape,PULSE8_D32,C3,C0,81553,0.4308264379645377
electricity_transfer,shape,PULSE8_D32,C3,C2,81551,-0.4353889257668442
electricity_transfer,shape,PULSE8_D32,C3,C2,81552,-0.855709254933612
electricity_transfer,shape,PULSE8_D32,C3,C2,81553,-0.6218612271647661
electricity_transfer,shape,PULSE8_D32,C3,M_RECENCY,81551,-0.0926013766225475
electricity_transfer,shape,PULSE8_D32,C3,M_RECENCY,81552,-0.0172419503785548
electricity_transfer,shape,PULSE8_D32,C3,M_RECENCY,81553,-0.0504856676173615
electricity_transfer,shape,PULSE8_D32,C3,F0,81551,-3.2287916626806634
electricity_transfer,shape,PULSE8_D32,C3,F0,81552,-2.2164762040819186
electricity_transfer,shape,PULSE8_D32,C3,F0,81553,-4.429093724650746
electricity_transfer,shape,PULSE8_D32,C3,PERSISTENCE,81551,1.319995451813749
electricity_transfer,shape,PULSE8_D32,C3,PERSISTENCE,81552,2.287703127644636
electricity_transfer,shape,PULSE8_D32,C3,PERSISTENCE,81553,0.1725848212461911
electricity_transfer,shape,PULSE8_D32,C3,SEASONAL,81551,0.9602378647850628
electricity_transfer,shape,PULSE8_D32,C3,SEASONAL,81552,1.9314735114546175
electricity_transfer,shape,PULSE8_D32,C3,SEASONAL,81553,-0.1913558794910397
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC2,81551,-0.8200136171814032
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC2,81552,-0.609402438118356
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC2,81553,-0.6218612271647661
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C3_GC2,81551,0.3425029467862717
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C3_GC2,81552,-0.3973789966226215
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C3_GC2,81553,-0.1255201072918987
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC3,81551,0.2004061858244088
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC3,81552,-0.5959525990416381
electricity_transfer,shape,PULSE8_D32,FIX_C3_GC3,FIX_C2_GC3,81553,-0.1809177552779317
electricity_transfer,shape,RAMP8_D32,C0,F0,81551,1.3411255255233456
electricity_transfer,shape,RAMP8_D32,C0,F0,81552,8.448789791133848
electricity_transfer,shape,RAMP8_D32,C0,F0,81553,15.721948502589711
electricity_transfer,shape,RAMP8_D32,C0,PERSISTENCE,81551,10.07473361363246
electricity_transfer,shape,RAMP8_D32,C0,PERSISTENCE,81552,16.55320405913954
electricity_transfer,shape,RAMP8_D32,C0,PERSISTENCE,81553,23.1825188377832
electricity_transfer,shape,RAMP8_D32,C0,SEASONAL,81551,67.48151734708378
electricity_transfer,shape,RAMP8_D32,C0,SEASONAL,81552,69.82424078027884
electricity_transfer,shape,RAMP8_D32,C0,SEASONAL,81553,72.22151205111187
electricity_transfer,shape,RAMP8_D32,C3,C0,81551,-1.793120775441981
electricity_transfer,shape,RAMP8_D32,C3,C0,81552,7.556826486619006
electricity_transfer,shape,RAMP8_D32,C3,C0,81553,-5.729602707959036
electricity_transfer,shape,RAMP8_D32,C3,C2,81551,3.984264181172059
electricity_transfer,shape,RAMP8_D32,C3,C2,81552,2.169749094637652
electricity_transfer,shape,RAMP8_D32,C3,C2,81553,4.131740411037422
electricity_transfer,shape,RAMP8_D32,C3,M_RECENCY,81551,0.5103842063878039
electricity_transfer,shape,RAMP8_D32,C3,M_RECENCY,81552,-0.2625819171427235
electricity_transfer,shape,RAMP8_D32,C3,M_RECENCY,81553,-0.5004742178938537
electricity_transfer,shape,RAMP8_D32,C3,F0,81551,-0.4279472494957304
electricity_transfer,shape,RAMP8_D32,C3,F0,81552,15.36715589301768
electricity_transfer,shape,RAMP8_D32,C3,F0,81553,10.893150981778987
electricity_transfer,shape,RAMP8_D32,C3,PERSISTENCE,81551,8.462264979686962
electricity_transfer,shape,RAMP8_D32,C3,PERSISTENCE,81552,22.85913363703339
electricity_transfer,shape,RAMP8_D32,C3,PERSISTENCE,81553,18.781182356926905
electricity_transfer,shape,RAMP8_D32,C3,SEASONAL,81551,66.89842167877585
electricity_transfer,shape,RAMP8_D32,C3,SEASONAL,81552,72.10457054553312
electricity_transfer,shape,RAMP8_D32,C3,SEASONAL,81553,70.6299150533623
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C2_GC2,81551,4.560945513375925
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C2_GC2,81552,1.3498495352294635
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C2_GC2,81553,4.131740411037422
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C3_GC2,81551,0.9426847530262904
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C3_GC2,81552,5.325897718161309
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C3_GC2,81553,2.274654606050808
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C2_GC3,81551,-2.397670617304737
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C2_GC3,81552,2.3334080010535274
electricity_transfer,shape,RAMP8_D32,FIX_C3_GC3,FIX_C2_GC3,81553,-0.4011176334807409
electricity_transfer,shape,STEP12_D17,C0,F0,81551,26.414602398989334
electricity_transfer,shape,STEP12_D17,C0,F0,81552,8.799735528609054
electricity_transfer,shape,STEP12_D17,C0,F0,81553,35.400980801738
electricity_transfer,shape,STEP12_D17,C0,PERSISTENCE,81551,45.03551188791527
electricity_transfer,shape,STEP12_D17,C0,PERSISTENCE,81552,31.878116912044757
electricity_transfer,shape,STEP12_D17,C0,PERSISTENCE,81553,51.747872016302885
electricity_transfer,shape,STEP12_D17,C0,SEASONAL,81551,84.44699612985526
electricity_transfer,shape,STEP12_D17,C0,SEASONAL,81552,80.723919248589
electricity_transfer,shape,STEP12_D17,C0,SEASONAL,81553,86.34635636480785
electricity_transfer,shape,STEP12_D17,C3,C0,81551,6.107292399808795
electricity_transfer,shape,STEP12_D17,C3,C0,81552,17.3382252805277
electricity_transfer,shape,STEP12_D17,C3,C0,81553,5.744192223769606
electricity_transfer,shape,STEP12_D17,C3,C2,81551,5.780513742728366
electricity_transfer,shape,STEP12_D17,C3,C2,81552,2.8479998762593994
electricity_transfer,shape,STEP12_D17,C3,C2,81553,2.8238882939953136
electricity_transfer,shape,STEP12_D17,C3,M_RECENCY,81551,1.3998770960778617
electricity_transfer,shape,STEP12_D17,C3,M_RECENCY,81552,1.7499993706933337
electricity_transfer,shape,STEP12_D17,C3,M_RECENCY,81553,0.49234181046377
electricity_transfer,shape,STEP12_D17,C3,F0,81551,30.908677794044948
electricity_transfer,shape,STEP12_D17,C3,F0,81552,24.61224283909588
electricity_transfer,shape,STEP12_D17,C3,F0,81553,39.111672639156005
electricity_transfer,shape,STEP12_D17,C3,PERSISTENCE,81551,48.392353892978434
electricity_transfer,shape,STEP12_D17,C3,PERSISTENCE,81552,43.68924246717213
electricity_transfer,shape,STEP12_D17,C3,PERSISTENCE,81553,54.51956699974578
electricity_transfer,shape,STEP12_D17,C3,SEASONAL,81551,85.39686355315858
electricity_transfer,shape,STEP12_D17,C3,SEASONAL,81552,84.06604955452508
electricity_transfer,shape,STEP12_D17,C3,SEASONAL,81553,87.13064790076177
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C2_GC2,81551,8.62816644600647
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C2_GC2,81552,4.821959857990432
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C2_GC2,81553,2.8238882939953136
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C3_GC2,81551,0.0224951936714568
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C3_GC2,81552,-0.5988186816482388
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C3_GC2,81553,1.7958028555751129
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C2_GC3,81551,-0.8433251562536714
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C2_GC3,81552,10.417033185094835
electricity_transfer,shape,STEP12_D17,FIX_C3_GC3,FIX_C2_GC3,81553,2.349952531059596
electricity_transfer,shape,STEP12_D63,C0,F0,81551,15.027929058662936
electricity_transfer,shape,STEP12_D63,C0,F0,81552,23.265223061799755
electricity_transfer,shape,STEP12_D63,C0,F0,81553,4.152794074452726
electricity_transfer,shape,STEP12_D63,C0,PERSISTENCE,81551,61.16817426940224
electricity_transfer,shape,STEP12_D63,C0,PERSISTENCE,81552,64.9325778160963
electricity_transfer,shape,STEP12_D63,C0,PERSISTENCE,81553,56.19829014365079
electricity_transfer,shape,STEP12_D63,C0,SEASONAL,81551,-9.398233576975246
electricity_transfer,shape,STEP12_D63,C0,SEASONAL,81552,1.206961793860306
electricity_transfer,shape,STEP12_D63,C0,SEASONAL,81553,-23.399546526086755
electricity_transfer,shape,STEP12_D63,C3,C0,81551,-0.5466677407765408
electricity_transfer,shape,STEP12_D63,C3,C0,81552,-5.253004358762325
electricity_transfer,shape,STEP12_D63,C3,C0,81553,3.872742455435208
electricity_transfer,shape,STEP12_D63,C3,C2,81551,1.8190693765248624
electricity_transfer,shape,STEP12_D63,C3,C2,81552,-6.740380001005697
electricity_transfer,shape,STEP12_D63,C3,C2,81553,0.1599547775532284
electricity_transfer,shape,STEP12_D63,C3,M_RECENCY,81551,-0.4905210995433506
electricity_transfer,shape,STEP12_D63,C3,M_RECENCY,81552,-0.5559516105575923
electricity_transfer,shape,STEP12_D63,C3,M_RECENCY,81553,-0.0127160991198582
electricity_transfer,shape,STEP12_D63,C3,F0,81551,14.563414158156895
electricity_transfer,shape,STEP12_D63,C3,F0,81552,19.234341884549544
electricity_transfer,shape,STEP12_D63,C3,F0,81553,7.864709510679813
electricity_transfer,shape,STEP12_D63,C3,PERSISTENCE,81551,60.95589320497851
electricity_transfer,shape,STEP12_D63,C3,PERSISTENCE,81552,63.09048460027024
electricity_transfer,shape,STEP12_D63,C3,PERSISTENCE,81553,57.894617557464166
electricity_transfer,shape,STEP12_D63,C3,SEASONAL,81551,-9.996278428919949
electricity_transfer,shape,STEP12_D63,C3,SEASONAL,81552,-3.982640809261939
electricity_transfer,shape,STEP12_D63,C3,SEASONAL,81553,-18.62059989795648
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C2_GC2,81551,0.1763784516848665
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C2_GC2,81552,-3.2188792182732406
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C2_GC2,81553,0.1599547775532284
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C3_GC2,81551,7.334848641467784
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C3_GC2,81552,-3.065044277151308
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C3_GC2,81553,10.871489033362336
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C2_GC3,81551,4.842168777625111
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C2_GC3,81552,0.6010960487675909
electricity_transfer,shape,STEP12_D63,FIX_C3_GC3,FIX_C2_GC3,81553,-2.126224221867168
electricity_transfer,shape,STEP6_D17,C0,F0,81551,34.05293033260332
