panel,kind,stage,condition,block_count,origin_count,seed_count,proposed,baseline,seed,proposed_nmae,baseline_nmae,gain_pct,absolute_gain
electricity,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,F0,81551,2.9809989580427834,2.886527138233591,-3.2728540313327725,-0.0944718198091925
electricity,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,F0,81552,2.992026819189787,2.886527138233591,-3.6549000201244297,-0.10549968095619633
electricity,shape,fixed1024,PULSE8_D32,32,64,2,B0_MAG,B0_PLAIN,81551,2.985563775685048,2.965597166711496,-0.6732744823766179,-0.01996660897355218
electricity,shape,fixed1024,PULSE8_D32,32,64,2,B0_MAG,B0_PLAIN,81552,2.980330714815212,2.9610386759809084,-0.651529444407295,-0.019292038834303415
electricity,shape,fixed1024,PULSE8_D32,32,64,2,B0_MAG,B0,81551,2.985563775685048,2.993564815341061,0.26727464242665144,0.008001039656012843
electricity,shape,fixed1024,PULSE8_D32,32,64,2,B0_MAG,B0,81552,2.980330714815212,2.9513351355726445,-0.9824563429981836,-0.02899557924256735
electricity,shape,fixed1024,PULSE8_D32,32,64,2,F0_PLAIN,F0,81551,2.9469177097529347,2.886527138233591,-2.0921532563972223,-0.060390571519343794
electricity,shape,fixed1024,PULSE8_D32,32,64,2,F0_PLAIN,F0,81552,2.938465487566721,2.886527138233591,-1.7993369487221855,-0.05193834933313024
electricity,shape,fixed1024,PULSE8_D32,32,64,2,B0_PLAIN,B0,81551,2.965597166711496,2.993564815341061,0.9342589973746263,0.027967648629565023
electricity,shape,fixed1024,PULSE8_D32,32,64,2,B0_PLAIN,B0,81552,2.9610386759809084,2.9513351355726445,-0.3287847690120582,-0.009703540408263933
electricity,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,B0_MAG,81551,2.9809989580427834,2.985563775685048,0.15289633667990854,0.004564817642264796
electricity,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,B0_MAG,81552,2.992026819189787,2.980330714815212,-0.3924431713713483,-0.011696104374575356
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,F0_PLAIN,81551,0.4517278504994375,0.41526068454915954,-8.781752597135362,-0.036467165950277936
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,F0_PLAIN,81552,0.4701534283901248,0.4163916741306522,-12.911342276887993,-0.053761754259472605
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,F0,81551,0.4517278504994375,0.4696372074946976,3.8134450825986432,0.01790935699526014
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,F0,81552,0.4701534283901248,0.4696372074946976,-0.10991907949138291,-0.0005162208954271885
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0_PLAIN,81551,0.5378923284382192,0.5501787954038578,2.233177117744012,0.01228646696563862
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0_PLAIN,81552,0.4266079724157542,0.4443455181722987,3.991836314565156,0.017737545756544515
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0,81551,0.5378923284382192,0.5137246579801916,-4.704401488736698,-0.02416767045802759
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0,81552,0.4266079724157542,0.4598948315492489,7.237928511038305,0.03328685913349466
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_PLAIN,F0,81551,0.41526068454915954,0.4696372074946976,11.57841032988256,0.054376522945538075
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_PLAIN,F0,81552,0.4163916741306522,0.4696372074946976,11.337588358487672,0.053245533364045416
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_PLAIN,B0,81551,0.5501787954038578,0.5137246579801916,-7.096045879322355,-0.03645413742366621
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_PLAIN,B0,81552,0.4443455181722987,0.4598948315492489,3.381058518220159,0.015549313376950147
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,81551,0.4517278504994375,0.5378923284382192,16.01890813147716,0.08616447793878174
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,81552,0.4701534283901248,0.4266079724157542,-10.20737041733788,-0.043545455974370595
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,81551,0.33809649916833573,0.314346485999105,-7.555361433020247,-0.023750013169230755
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,81552,0.3490613174599411,0.317865324523889,-9.814217069061781,-0.03119599293605213
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0,81551,0.33809649916833573,0.501817537388361,32.62561110799125,0.16372103822002526
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0,81552,0.3490613174599411,0.501817537388361,30.440590164189597,0.15275621992841987
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,81551,0.30090430207206453,0.31502181316451155,4.481439221821293,0.014117511092447022
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,81552,0.2905752954697104,0.3085662856970167,5.830510675094236,0.017990990227306325
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0,81551,0.30090430207206453,0.30498695349387034,1.3386314971954527,0.004082651421805805
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0,81552,0.2905752954697104,0.341316569364508,14.866337719634293,0.0507412738947976
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_PLAIN,F0,81551,0.314346485999105,0.501817537388361,37.35840966517886,0.18747105138925602
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_PLAIN,F0,81552,0.317865324523889,0.501817537388361,36.65719094271306,0.183952212864472
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_PLAIN,B0,81551,0.31502181316451155,0.30498695349387034,-3.2902586670294776,-0.010034859670641216
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_PLAIN,B0,81552,0.3085662856970167,0.341316569364508,9.595280923064632,0.032750283667491276
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,B0_MAG,81551,0.33809649916833573,0.30090430207206453,-12.360141360612364,-0.037192197096271196
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,B0_MAG,81552,0.3490613174599411,0.2905752954697104,-20.127664981184658,-0.05848602199023073
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,F0_PLAIN,81551,0.23797175912764781,0.23721165341003322,-0.32043354813631186,-0.0007601057176145898
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,F0_PLAIN,81552,0.23551378144952695,0.23360245594454845,-0.8181958093078423,-0.001911325504978495
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,F0,81551,0.23797175912764781,0.2817304384803514,15.532109199395371,0.04375867935270358
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,F0,81552,0.23551378144952695,0.2817304384803514,16.40456646435373,0.04621665703082445
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_MAG,B0_PLAIN,81551,0.21725425273288776,0.21965510897842205,1.0930117932154038,0.002400856245534294
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_MAG,B0_PLAIN,81552,0.21258166095414088,0.20870337557453714,-1.8582763067091168,-0.0038782853796037464
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_MAG,B0,81551,0.21725425273288776,0.2257596413913575,3.767453122290154,0.008505388658469754
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_MAG,B0,81552,0.21258166095414088,0.21207998090346422,-0.2365522896312422,-0.0005016800506766617
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_PLAIN,F0,81551,0.23721165341003322,0.2817304384803514,15.80190813262906,0.04451878507031817
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_PLAIN,F0,81552,0.23360245594454845,0.2817304384803514,17.08298996565808,0.04812798253580294
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_PLAIN,B0,81551,0.21965510897842205,0.2257596413913575,2.703996327826008,0.0061045324129354595
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_PLAIN,B0,81552,0.20870337557453714,0.21207998090346422,1.5921376994390002,0.0033766053289270848
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,B0_MAG,81551,0.23797175912764781,0.21725425273288776,-9.53606483378351,-0.020717506394760055
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,B0_MAG,81552,0.23551378144952695,0.21258166095414088,-10.787440643966505,-0.022932120495386066
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,F0_PLAIN,81551,0.2827605825833326,0.269317304798153,-4.9916130696670225,-0.013443277785179564
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,F0_PLAIN,81552,0.29050503928673294,0.27010284069178747,-7.55349278915074,-0.020402198594945464
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,F0,81551,0.2827605825833326,0.389304054995092,27.36767599636295,0.10654347241175943
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,F0,81552,0.29050503928673294,0.389304054995092,25.37836799814599,0.09879901570835908
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_MAG,B0_PLAIN,81551,0.2389582317281187,0.24449451407095524,2.2643789632146305,0.00553628234283654
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_MAG,B0_PLAIN,81552,0.2318954641173776,0.23501083375833873,1.3256280960071254,0.0031153696409611242
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_MAG,B0,81551,0.2389582317281187,0.2393722619533945,0.1729649968200686,0.0004140302252758077
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_MAG,B0,81552,0.2318954641173776,0.24596103995155696,5.718619435399052,0.014065575834179361
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_PLAIN,F0,81551,0.269317304798153,0.389304054995092,30.820832369303652,0.119986750196939
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_PLAIN,F0,81552,0.27010284069178747,0.389304054995092,30.61905283899684,0.11920121430330455
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_PLAIN,B0,81551,0.24449451407095524,0.2393722619533945,-2.1398687031490837,-0.005122252117560733
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_PLAIN,B0,81552,0.23501083375833873,0.24596103995155696,4.452008413761355,0.010950206193218237
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,B0_MAG,81551,0.2827605825833326,0.2389582317281187,-18.330546948912495,-0.04380235085521389
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,B0_MAG,81552,0.29050503928673294,0.2318954641173776,-25.27413608214828,-0.05860957516935533
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,F0_PLAIN,81551,0.2104263314712097,0.20537003350517566,-2.4620427234368636,-0.005056297966034046
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,F0_PLAIN,81552,0.21324400510775196,0.20532885855214245,-3.8548631748223094,-0.007915146555609515
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,F0,81551,0.2104263314712097,0.23335004245900556,9.823744082593445,0.02292371098779586
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,F0,81552,0.21324400510775196,0.23335004245900556,8.616256135794698,0.020106037351253603
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_MAG,B0_PLAIN,81551,0.19644446053883338,0.19604808108212107,-0.20218481839986424,-0.0003963794567123091
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_MAG,B0_PLAIN,81552,0.19274692581281974,0.1911179285676325,-0.8523518737336921,-0.0016289972451872525
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_MAG,B0,81551,0.19644446053883338,0.20223268501427122,2.86216072096821,0.0057882244754378365
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_MAG,B0,81552,0.19274692581281974,0.19075685138602153,-1.0432518739633911,-0.0019900744267982162
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_PLAIN,F0,81551,0.20537003350517566,0.23335004245900556,11.990573757339417,0.027980008953829905
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_PLAIN,F0,81552,0.20532885855214245,0.23335004245900556,12.008218902203893,0.028021183906863117
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_PLAIN,B0,81551,0.19604808108212107,0.20223268501427122,3.058162399274733,0.006184603932150146
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_PLAIN,B0,81552,0.1911179285676325,0.19075685138602153,-0.18928661224348886,-0.0003610771816109637
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,B0_MAG,81551,0.2104263314712097,0.19644446053883338,-7.117467651683862,-0.013981870932376322
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,B0_MAG,81552,0.21324400510775196,0.19274692581281974,-10.63419258620879,-0.02049707929493222
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,F0_PLAIN,81551,0.25245127874706336,0.24345472760336997,-3.695369250890179,-0.008996551143693382
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,F0_PLAIN,81552,0.2560321430958283,0.24362578720375555,-5.092382064504819,-0.012406355892072729
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,F0,81551,0.25245127874706336,0.3327955427855968,24.14222960020086,0.08034426403853345
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,F0,81552,0.2560321430958283,0.3327955427855968,23.06623431529048,0.07676339968976853
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_MAG,B0_PLAIN,81551,0.20803554718910747,0.20947825353068839,0.6887141348873027,0.0014427063415809183
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_MAG,B0_PLAIN,81552,0.20790827189945799,0.20999575991061223,0.99406198108134,0.0020874880111542427
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_MAG,B0,81551,0.20803554718910747,0.20999537202876958,0.9332704910247402,0.0019598248396621165
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_MAG,B0,81552,0.20790827189945799,0.21530502116197592,3.435474575835973,0.007396749262517932
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_PLAIN,F0,81551,0.24345472760336997,0.3327955427855968,26.845556414132798,0.08934081518222683
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_PLAIN,F0,81552,0.24362578720375555,0.3327955427855968,26.794155605409887,0.08916975558184126
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_PLAIN,B0,81551,0.20947825353068839,0.20999537202876958,0.24625233074676567,0.0005171184980811983
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_PLAIN,B0,81552,0.20999575991061223,0.21530502116197592,2.4659254218551085,0.005309261251363689
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,B0_MAG,81551,0.25245127874706336,0.20803554718910747,-21.350068369604802,-0.04441573155795589
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,B0_MAG,81552,0.2560321430958283,0.20790827189945799,-23.146684235652938,-0.048123871196370294
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,F0_PLAIN,81551,0.25058749007143943,0.2503116250542192,-0.11020863180464247,-0.0002758650172202115
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,F0_PLAIN,81552,0.2522203012778194,0.253854686102442,0.6438269270172325,0.0016343848246225812
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,F0,81551,0.25058749007143943,0.31771137399473126,21.127315361522115,0.06712388392329183
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,F0,81552,0.2522203012778194,0.31771137399473126,20.613386261077927,0.06549107271691185
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_MAG,B0_PLAIN,81551,0.2093428024939328,0.21220320419907684,1.347954059383838,0.002860401705144039
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_MAG,B0_PLAIN,81552,0.20969436278714648,0.21504565827045094,2.488446186890425,0.005351295483304458
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_MAG,B0,81551,0.2093428024939328,0.21485539999825579,2.5657244380954514,0.00551259750432298
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_MAG,B0,81552,0.20969436278714648,0.21906307285666615,4.27671809189386,0.00936871006951967
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_PLAIN,F0,81551,0.2503116250542192,0.31771137399473126,21.21414417528211,0.06739974894051204
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_PLAIN,F0,81552,0.253854686102442,0.31771137399473126,20.098961862582932,0.06385668789228927
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_PLAIN,B0,81551,0.21220320419907684,0.21485539999825579,1.234409653748736,0.0026521957991789413
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_PLAIN,B0,81552,0.21504565827045094,0.21906307285666615,1.8339077115218871,0.004017414586215212
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,B0_MAG,81551,0.25058749007143943,0.2093428024939328,-19.701985015081647,-0.04124468757750663
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,B0_MAG,81552,0.2522203012778194,0.20969436278714648,-20.279962668257113,-0.04252593849067293
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0_PLAIN,81551,0.24629767102516537,0.23558189231242654,-4.548642770271849,-0.010715778712738822
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0_PLAIN,81552,0.25010732899358484,0.24051382181926848,-3.9887550335985678,-0.009593507174316368
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0,81551,0.24629767102516537,0.3239126702860632,23.96170523133665,0.07761499926089782
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0,81552,0.25010732899358484,0.3239126702860632,22.78556785916933,0.07380534129247834
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0_PLAIN,81551,0.204623093178736,0.20505801983541475,0.21209931561214646,0.0004349266566787413
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0_PLAIN,81552,0.20470281626954887,0.21016006454604297,2.5967104113153283,0.005457248276494103
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0,81551,0.204623093178736,0.21142078463748248,3.2152427541134565,0.00679769145874648
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0,81552,0.20470281626954887,0.21438705495349572,4.517175109312232,0.009684238683946855
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_PLAIN,F0,81551,0.23558189231242654,0.3239126702860632,27.269936028012552,0.08833077797363664
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_PLAIN,F0,81552,0.24051382181926848,0.3239126702860632,25.747325164261436,0.08339884846679471
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_PLAIN,B0,81551,0.20505801983541475,0.21142078463748248,3.009526623873715,0.0063627648020677385
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_PLAIN,B0,81552,0.21016006454604297,0.21438705495349572,1.9716630784305744,0.004226990407452752
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,B0_MAG,81551,0.24629767102516537,0.204623093178736,-20.366507611155637,-0.04167457784642936
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,B0_MAG,81552,0.25010732899358484,0.20470281626954887,-22.180697633513823,-0.04540451272403598
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,F0_PLAIN,81551,2.9809989580427834,2.996057306160684,0.5026054771027466,0.015058348117900522
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,F0_PLAIN,81552,2.992026819189787,2.956229261487188,-1.2109195375662685,-0.03579755770259929
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,F0,81551,2.9809989580427834,2.886527138233591,-3.2728540313327725,-0.0944718198091925
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,F0,81552,2.992026819189787,2.886527138233591,-3.6549000201244297,-0.10549968095619633
electricity,shape,selected,PULSE8_D32,32,64,2,B0_MAG,B0_PLAIN,81551,2.998370158958871,2.988170780966064,-0.34132513636015993,-0.010199377992806902
electricity,shape,selected,PULSE8_D32,32,64,2,B0_MAG,B0_PLAIN,81552,2.992174020015917,2.9610386759809084,-1.0515007550414346,-0.031135344035008394
electricity,shape,selected,PULSE8_D32,32,64,2,B0_MAG,B0,81551,2.998370158958871,2.993564815341061,-0.1605224511319836,-0.004805343617809932
electricity,shape,selected,PULSE8_D32,32,64,2,B0_MAG,B0,81552,2.992174020015917,2.9513351355726445,-1.3837426983821066,-0.04083888444327233
electricity,shape,selected,PULSE8_D32,32,64,2,F0_PLAIN,F0,81551,2.996057306160684,2.886527138233591,-3.7945310292187395,-0.10953016792709303
electricity,shape,selected,PULSE8_D32,32,64,2,F0_PLAIN,F0,81552,2.956229261487188,2.886527138233591,-2.4147399250246115,-0.06970212325359704
electricity,shape,selected,PULSE8_D32,32,64,2,B0_PLAIN,B0,81551,2.988170780966064,2.993564815341061,0.1801876594538454,0.00539403437499697
electricity,shape,selected,PULSE8_D32,32,64,2,B0_PLAIN,B0,81552,2.9610386759809084,2.9513351355726445,-0.3287847690120582,-0.009703540408263933
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,B0_MAG,81551,2.9809989580427834,2.998370158958871,0.5793547826036027,0.01737120091608757
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,B0_MAG,81552,2.992026819189787,2.992174020015917,0.0049195275791058535,0.00014720082612962315
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,F0_PLAIN,81551,0.4517278504994375,0.41681276424080926,-8.376683550520148,-0.034915086258628214
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,F0_PLAIN,81552,0.4701534283901248,0.4170165280353425,-12.742156912849968,-0.0531369003547823
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,F0,81551,0.4517278504994375,0.4696372074946976,3.8134450825986432,0.01790935699526014
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,F0,81552,0.4701534283901248,0.4696372074946976,-0.10991907949138291,-0.0005162208954271885
electricity,shape,selected,RAMP8_D32,32,64,2,B0_MAG,B0_PLAIN,81551,0.5288581419875704,0.5417752375211132,2.384216671224182,0.01291709553354281
electricity,shape,selected,RAMP8_D32,32,64,2,B0_MAG,B0_PLAIN,81552,0.424319231284178,0.4443455181722987,4.506917718106784,0.020026286888120748
electricity,shape,selected,RAMP8_D32,32,64,2,B0_MAG,B0,81551,0.5288581419875704,0.5137246579801916,-2.945835628540583,-0.015133484007378795
electricity,shape,selected,RAMP8_D32,32,64,2,B0_MAG,B0,81552,0.424319231284178,0.4598948315492489,7.735594710909732,0.035575600265070895
electricity,shape,selected,RAMP8_D32,32,64,2,F0_PLAIN,F0,81551,0.41681276424080926,0.4696372074946976,11.247925507368317,0.052824443253888353
electricity,shape,selected,RAMP8_D32,32,64,2,F0_PLAIN,F0,81552,0.4170165280353425,0.4696372074946976,11.204538017773903,0.05262067945935511
electricity,shape,selected,RAMP8_D32,32,64,2,B0_PLAIN,B0,81551,0.5417752375211132,0.5137246579801916,-5.460236160593879,-0.028050579540921605
electricity,shape,selected,RAMP8_D32,32,64,2,B0_PLAIN,B0,81552,0.4443455181722987,0.4598948315492489,3.381058518220159,0.015549313376950147
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,81551,0.4517278504994375,0.5288581419875704,14.58430633179998,0.07713029148813294
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,81552,0.4701534283901248,0.424319231284178,-10.801819414885404,-0.04583419710594683
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,81551,0.33809649916833573,0.3294146155121853,-2.635549015532157,-0.008681883656150413
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,81552,0.3490613174599411,0.32892197331631146,-6.122833309242748,-0.020139344143629667
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,F0,81551,0.33809649916833573,0.501817537388361,32.62561110799125,0.16372103822002526
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,F0,81552,0.3490613174599411,0.501817537388361,30.440590164189597,0.15275621992841987
electricity,shape,selected,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,81551,0.2973773903823255,0.307403281977952,3.261478384718608,0.010025891595626502
electricity,shape,selected,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,81552,0.29347326117411676,0.3085662856970167,4.891339469834333,0.015093024522899956
