panel,kind,stage,condition,block_count,origin_count,seed_count,proposed,baseline,seed,proposed_nmae,baseline_nmae,gain_pct,absolute_gain
electricity,standard,fixed1024,REFERENCE,32,128,2,F0_MAG,F0,81552,0.1685882375722078,0.16905908976237108,0.2785133829982689,0.00047085219016326785
electricity,standard,fixed1024,REFERENCE,32,128,2,B0_MAG,B0_PLAIN,81551,0.16775177852129783,0.167577517574037,-0.10398826154220941,-0.00017426094726083474
electricity,standard,fixed1024,REFERENCE,32,128,2,B0_MAG,B0_PLAIN,81552,0.16632317494680057,0.1659924363419048,-0.19924920206275676,-0.00033073860489576945
electricity,standard,fixed1024,REFERENCE,32,128,2,B0_MAG,B0,81551,0.16775177852129783,0.16721632685824064,-0.32021494139811146,-0.0005354516630571848
electricity,standard,fixed1024,REFERENCE,32,128,2,B0_MAG,B0,81552,0.16632317494680057,0.16583180785731813,-0.2963044881626242,-0.0004913670894824418
electricity,standard,fixed1024,REFERENCE,32,128,2,F0_PLAIN,F0,81551,0.1677113357332526,0.16905908976237108,0.7972088522497645,0.001347754029118492
electricity,standard,fixed1024,REFERENCE,32,128,2,F0_PLAIN,F0,81552,0.16771234280671052,0.16905908976237108,0.7966131590756431,0.0013467469556605605
electricity,standard,fixed1024,REFERENCE,32,128,2,B0_PLAIN,B0,81551,0.167577517574037,0.16721632685824064,-0.21600206306562342,-0.0003611907157963501
electricity,standard,fixed1024,REFERENCE,32,128,2,B0_PLAIN,B0,81552,0.1659924363419048,0.16583180785731813,-0.09686228876240044,-0.00016062848458667234
electricity,standard,fixed1024,REFERENCE,32,128,2,F0_MAG,B0_MAG,81551,0.1681247419615259,0.16775177852129783,-0.22233054308913314,-0.00037296344022808015
electricity,standard,fixed1024,REFERENCE,32,128,2,F0_MAG,B0_MAG,81552,0.1685882375722078,0.16632317494680057,-1.361844268624468,-0.002265062625407238
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_MAG,F0_PLAIN,81551,0.21036442388537352,0.2056952033061953,-2.269970570109825,-0.004669220579178207
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_MAG,F0_PLAIN,81552,0.21288288263069258,0.20516077030891985,-3.763932212842236,-0.007722112321772723
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_MAG,F0,81551,0.21036442388537352,0.2650688531778308,20.63781867866493,0.05470442929245728
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_MAG,F0,81552,0.21288288263069258,0.2650688531778308,19.687703749986586,0.05218597054713822
electricity,standard,fixed1024,SHIFT4,32,128,2,B0_MAG,B0_PLAIN,81551,0.18985305420533805,0.19034193362496385,0.2568427305088994,0.000488879419625804
electricity,standard,fixed1024,SHIFT4,32,128,2,B0_MAG,B0_PLAIN,81552,0.18842129116282821,0.18890730360053112,0.2572756206031368,0.0004860124377029096
electricity,standard,fixed1024,SHIFT4,32,128,2,B0_MAG,B0,81551,0.18985305420533805,0.19247533076026166,1.3623961806252471,0.0026222765549236138
electricity,standard,fixed1024,SHIFT4,32,128,2,B0_MAG,B0,81552,0.18842129116282821,0.19013963598199893,0.9037278368058899,0.001718344819170714
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_PLAIN,F0,81551,0.2056952033061953,0.2650688531778308,22.399331026570135,0.05937364987163549
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_PLAIN,F0,81552,0.20516077030891985,0.2650688531778308,22.600951470039178,0.059908082868910945
electricity,standard,fixed1024,SHIFT4,32,128,2,B0_PLAIN,B0,81551,0.19034193362496385,0.19247533076026166,1.1084002957007844,0.00213339713529781
electricity,standard,fixed1024,SHIFT4,32,128,2,B0_PLAIN,B0,81552,0.18890730360053112,0.19013963598199893,0.648119670106273,0.0012323323814678044
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_MAG,B0_MAG,81551,0.21036442388537352,0.18985305420533805,-10.803813383929617,-0.020511369680035474
electricity,standard,fixed1024,SHIFT4,32,128,2,F0_MAG,B0_MAG,81552,0.21288288263069258,0.18842129116282821,-12.982392444559455,-0.024461591467864363
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_MAG,F0_PLAIN,81551,0.24431375899904545,0.23606113580957208,-3.49596860201955,-0.008252623189473368
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_MAG,F0_PLAIN,81552,0.24838976153300205,0.2378311634209258,-4.439535156033814,-0.01055859811207624
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_MAG,F0,81551,0.24431375899904545,0.32122629776803974,23.94341288474877,0.07691253876899429
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_MAG,F0,81552,0.24838976153300205,0.32122629776803974,22.674524701471853,0.07283653623503769
electricity,standard,fixed1024,SHIFT8,32,128,2,B0_MAG,B0_PLAIN,81551,0.20231533005770916,0.20597101718279326,1.7748551107264698,0.0036556871250841005
electricity,standard,fixed1024,SHIFT8,32,128,2,B0_MAG,B0_PLAIN,81552,0.2028300367670499,0.20714878098012218,2.084851377178376,0.004318744213072295
electricity,standard,fixed1024,SHIFT8,32,128,2,B0_MAG,B0,81551,0.20231533005770916,0.2083321769911373,2.8881025582928044,0.006016846933428133
electricity,standard,fixed1024,SHIFT8,32,128,2,B0_MAG,B0,81552,0.2028300367670499,0.21173237594266703,4.204524289675815,0.008902339175617141
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_PLAIN,F0,81551,0.23606113580957208,0.32122629776803974,26.512512378412477,0.08516516195846766
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_PLAIN,F0,81552,0.2378311634209258,0.32122629776803974,25.96149036569051,0.08339513434711393
electricity,standard,fixed1024,SHIFT8,32,128,2,B0_PLAIN,B0,81551,0.20597101718279326,0.2083321769911373,1.133362998671339,0.002361159808344032
electricity,standard,fixed1024,SHIFT8,32,128,2,B0_PLAIN,B0,81552,0.20714878098012218,0.21173237594266703,2.164805898076727,0.004583594962544846
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_MAG,B0_MAG,81551,0.24431375899904545,0.20231533005770916,-20.758895991399417,-0.04199842894133629
electricity,standard,fixed1024,SHIFT8,32,128,2,F0_MAG,B0_MAG,81552,0.24838976153300205,0.2028300367670499,-22.462020661307402,-0.04555972476595216
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_MAG,F0_PLAIN,81551,0.21632488772291972,0.20853021664664764,-3.7379096428409087,-0.007794671076272075
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_MAG,F0_PLAIN,81552,0.21950167962248443,0.20835370563650984,-5.3505043032078925,-0.011147973985974585
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_MAG,F0,81551,0.21632488772291972,0.2853536832246022,24.190609604765413,0.06902879550168248
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_MAG,F0,81552,0.21950167962248443,0.2853536832246022,23.077327356691445,0.06585200360211776
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,B0_MAG,B0_PLAIN,81551,0.19557783442725243,0.19591091521391452,0.17001645176246694,0.0003330807866620822
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,B0_MAG,B0_PLAIN,81552,0.19196752965747865,0.1924038526141119,0.22677454255988216,0.00043632295663323384
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,B0_MAG,B0,81551,0.19557783442725243,0.19846368824791225,1.4540966391065613,0.0028858538206598117
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,B0_MAG,B0,81552,0.19196752965747865,0.19397922357090322,1.0370666901289294,0.002011693913424567
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_PLAIN,F0,81551,0.20853021664664764,0.2853536832246022,26.92219203544911,0.07682346657795455
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_PLAIN,F0,81552,0.20835370563650984,0.2853536832246022,26.98404895915978,0.07699997758809235
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,B0_PLAIN,B0,81551,0.19591091521391452,0.19846368824791225,1.2862670529476983,0.0025527730339977295
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,B0_PLAIN,B0,81552,0.1924038526141119,0.19397922357090322,0.8121338604159867,0.0015753709567913332
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_MAG,B0_MAG,81551,0.21632488772291972,0.19557783442725243,-10.608080080457372,-0.020747053295667284
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,F0_MAG,B0_MAG,81552,0.21950167962248443,0.19196752965747865,-14.343128764606217,-0.027534149965005777
electricity,standard,selected,BURST16,32,128,2,F0_MAG,F0_PLAIN,81551,0.18435146970205252,0.18071688498888283,-2.011203719781518,-0.0036345847131696862
electricity,standard,selected,BURST16,32,128,2,F0_MAG,F0_PLAIN,81552,0.18526234163448177,0.1821389975989668,-1.7148134538392146,-0.00312334403551498
electricity,standard,selected,BURST16,32,128,2,F0_MAG,F0,81551,0.18435146970205252,0.17780347859946785,-3.682712596042692,-0.006547991102584666
electricity,standard,selected,BURST16,32,128,2,F0_MAG,F0,81552,0.18526234163448177,0.17780347859946785,-4.195003997540603,-0.0074588630350139185
electricity,standard,selected,BURST16,32,128,2,B0_MAG,B0_PLAIN,81551,0.17765027456903001,0.1775759610397823,-0.04184886783806796,-7.43135292477215e-05
electricity,standard,selected,BURST16,32,128,2,B0_MAG,B0_PLAIN,81552,0.17605497513898477,0.17619067186346601,0.07701697430746446,0.00013569672448124348
electricity,standard,selected,BURST16,32,128,2,B0_MAG,B0,81551,0.17765027456903001,0.17628720707763304,-0.7732083989490546,-0.0013630674913969743
electricity,standard,selected,BURST16,32,128,2,B0_MAG,B0,81552,0.17605497513898477,0.17563451618508205,-0.2393942620365408,-0.00042045895390271926
electricity,standard,selected,BURST16,32,128,2,F0_PLAIN,F0,81551,0.18071688498888283,0.17780347859946785,-1.638554212979093,-0.0029134063894149798
electricity,standard,selected,BURST16,32,128,2,F0_PLAIN,F0,81552,0.1821389975989668,0.17780347859946785,-2.4383769280832857,-0.0043355189994989385
electricity,standard,selected,BURST16,32,128,2,B0_PLAIN,B0,81551,0.1775759610397823,0.17628720707763304,-0.7310535934588414,-0.0012887539621492528
electricity,standard,selected,BURST16,32,128,2,B0_PLAIN,B0,81552,0.17619067186346601,0.17563451618508205,-0.31665511453220496,-0.0005561556783839627
electricity,standard,selected,BURST16,32,128,2,F0_MAG,B0_MAG,81551,0.18435146970205252,0.17765027456903001,-3.7721276532103554,-0.006701195133022503
electricity,standard,selected,BURST16,32,128,2,F0_MAG,B0_MAG,81552,0.18526234163448177,0.17605497513898477,-5.229824654616166,-0.009207366495497
electricity,standard,selected,BURST4,32,128,2,F0_MAG,F0_PLAIN,81551,0.17236068048338074,0.1708229572718603,-0.9001853357878398,-0.001537723211520431
electricity,standard,selected,BURST4,32,128,2,F0_MAG,F0_PLAIN,81552,0.17274662693702061,0.17143172085578484,-0.7670144560596892,-0.0013149060812357727
electricity,standard,selected,BURST4,32,128,2,F0_MAG,F0,81551,0.17236068048338074,0.17229509602856,-0.038065189510594344,-6.558445482074404e-05
electricity,standard,selected,BURST4,32,128,2,F0_MAG,F0,81552,0.17274662693702061,0.17229509602856,-0.26206834603450524,-0.00045153090846061783
electricity,standard,selected,BURST4,32,128,2,B0_MAG,B0_PLAIN,81551,0.17005895223157602,0.16984625181059085,-0.12523115389226902,-0.0002127004209851735
electricity,standard,selected,BURST4,32,128,2,B0_MAG,B0_PLAIN,81552,0.1690587540393005,0.16866568095964102,-0.23304864239308554,-0.000393073079659495
electricity,standard,selected,BURST4,32,128,2,B0_MAG,B0,81551,0.17005895223157602,0.16960903276087505,-0.2652685787880804,-0.00044991947070097127
electricity,standard,selected,BURST4,32,128,2,B0_MAG,B0,81552,0.1690587540393005,0.1683163159748235,-0.4410969074370996,-0.000742438064477019
electricity,standard,selected,BURST4,32,128,2,F0_PLAIN,F0,81551,0.1708229572718603,0.17229509602856,0.8544287043756982,0.0014721387566996869
electricity,standard,selected,BURST4,32,128,2,F0_PLAIN,F0,81552,0.17143172085578484,0.17229509602856,0.5011025807908354,0.0008633751727751549
electricity,standard,selected,BURST4,32,128,2,B0_PLAIN,B0,81551,0.16984625181059085,0.16960903276087505,-0.13986227375650806,-0.00023721904971579777
electricity,standard,selected,BURST4,32,128,2,B0_PLAIN,B0,81552,0.16866568095964102,0.1683163159748235,-0.20756453870447444,-0.000349364984817524
electricity,standard,selected,BURST4,32,128,2,F0_MAG,B0_MAG,81551,0.17236068048338074,0.17005895223157602,-1.353488435392891,-0.002301728251804719
electricity,standard,selected,BURST4,32,128,2,F0_MAG,B0_MAG,81552,0.17274662693702061,0.1690587540393005,-2.181414928009473,-0.0036878728977201014
electricity,standard,selected,BURST8,32,128,2,F0_MAG,F0_PLAIN,81551,0.18388519519849503,0.1827576964413528,-0.6169364021854085,-0.0011274987571422146
electricity,standard,selected,BURST8,32,128,2,F0_MAG,F0_PLAIN,81552,0.1849182251828724,0.1835853036436388,-0.7260502408302782,-0.001332921539233617
electricity,standard,selected,BURST8,32,128,2,F0_MAG,F0,81551,0.18388519519849503,0.18217889874051627,-0.9366048811224381,-0.001706296457978762
electricity,standard,selected,BURST8,32,128,2,F0_MAG,F0,81552,0.1849182251828724,0.18217889874051627,-1.503646394447622,-0.002739326442356138
electricity,standard,selected,BURST8,32,128,2,B0_MAG,B0_PLAIN,81551,0.17956678607337842,0.17924923407735602,-0.17715668223461378,-0.0003175519960224027
electricity,standard,selected,BURST8,32,128,2,B0_MAG,B0_PLAIN,81552,0.17816976161134337,0.1780027290733955,-0.0938370657671106,-0.00016703253794786432
electricity,standard,selected,BURST8,32,128,2,B0_MAG,B0,81551,0.17956678607337842,0.17872762209688764,-0.469521144323104,-0.000839163976490781
electricity,standard,selected,BURST8,32,128,2,B0_MAG,B0,81552,0.17816976161134337,0.17771955864932934,-0.2533221247203121,-0.00045020296201403465
electricity,standard,selected,BURST8,32,128,2,F0_PLAIN,F0,81551,0.1827576964413528,0.18217889874051627,-0.3177084200409741,-0.0005787977008365475
electricity,standard,selected,BURST8,32,128,2,F0_PLAIN,F0,81552,0.1835853036436388,0.18217889874051627,-0.7719911103018173,-0.0014064049031225212
electricity,standard,selected,BURST8,32,128,2,B0_PLAIN,B0,81551,0.17924923407735602,0.17872762209688764,-0.29184743485570763,-0.0005216119804683783
electricity,standard,selected,BURST8,32,128,2,B0_PLAIN,B0,81552,0.1780027290733955,0.17771955864932934,-0.1593355431547705,-0.0002831704240661703
electricity,standard,selected,BURST8,32,128,2,F0_MAG,B0_MAG,81551,0.18388519519849503,0.17956678607337842,-2.404904169389055,-0.004318409125116607
electricity,standard,selected,BURST8,32,128,2,F0_MAG,B0_MAG,81552,0.1849182251828724,0.17816976161134337,-3.7876593146316306,-0.006748463571529029
electricity,standard,selected,FAULT,32,128,2,F0_MAG,F0_PLAIN,81551,0.17560800400533774,0.17365110986337223,-1.1269113934861519,-0.0019568941419655095
electricity,standard,selected,FAULT,32,128,2,F0_MAG,F0_PLAIN,81552,0.1761464258170186,0.1744157250936449,-0.9922847968234949,-0.001730700723373696
electricity,standard,selected,FAULT,32,128,2,F0_MAG,F0,81551,0.17560800400533774,0.1742156529984482,-0.7992111976883765,-0.0013923510068895306
electricity,standard,selected,FAULT,32,128,2,F0_MAG,F0,81552,0.1761464258170186,0.1742156529984482,-1.108265982613843,-0.0019307728185703754
electricity,standard,selected,FAULT,32,128,2,B0_MAG,B0_PLAIN,81551,0.17279266810553473,0.1725517992898465,-0.13959217851076122,-0.0002408688156882166
electricity,standard,selected,FAULT,32,128,2,B0_MAG,B0_PLAIN,81552,0.17124318181103884,0.1710933026205127,-0.08760085183379118,-0.00014987919052614207
electricity,standard,selected,FAULT,32,128,2,B0_MAG,B0,81551,0.17279266810553473,0.17214110393742862,-0.3785058612979064,-0.0006515641681061057
electricity,standard,selected,FAULT,32,128,2,B0_MAG,B0,81552,0.17124318181103884,0.17077919925103932,-0.27168563972330695,-0.00046398255999952065
electricity,standard,selected,FAULT,32,128,2,F0_PLAIN,F0,81551,0.17365110986337223,0.1742156529984482,0.32404845681748284,0.0005645431350759789
electricity,standard,selected,FAULT,32,128,2,F0_PLAIN,F0,81552,0.1744157250936449,0.1742156529984482,-0.11484162975783363,-0.00020007209519667946
electricity,standard,selected,FAULT,32,128,2,B0_PLAIN,B0,81551,0.1725517992898465,0.17214110393742862,-0.23858064287025638,-0.0004106953524178891
electricity,standard,selected,FAULT,32,128,2,B0_PLAIN,B0,81552,0.1710933026205127,0.17077919925103932,-0.18392366918857928,-0.0003141033694733786
electricity,standard,selected,FAULT,32,128,2,F0_MAG,B0_MAG,81551,0.17560800400533774,0.17279266810553473,-1.6293144441079654,-0.002815335899803012
electricity,standard,selected,FAULT,32,128,2,F0_MAG,B0_MAG,81552,0.1761464258170186,0.17124318181103884,-2.863322179676797,-0.0049032440059797455
electricity,standard,selected,POINT16,32,128,2,F0_MAG,F0_PLAIN,81551,0.17456440167744394,0.1720078597315566,-1.4862936786012027,-0.002556541945887336
electricity,standard,selected,POINT16,32,128,2,F0_MAG,F0_PLAIN,81552,0.17478947288400695,0.1726908291645473,-1.2152606653246023,-0.002098643719459642
electricity,standard,selected,POINT16,32,128,2,F0_MAG,F0,81551,0.17456440167744394,0.1732185250998384,-0.7769818943036411,-0.0013458765776055426
electricity,standard,selected,POINT16,32,128,2,F0_MAG,F0,81552,0.17478947288400695,0.1732185250998384,-0.9069167303341841,-0.0015709477841685526
electricity,standard,selected,POINT16,32,128,2,B0_MAG,B0_PLAIN,81551,0.1709991345245697,0.1706895472212371,-0.18137449443891285,-0.00030958730333258133
electricity,standard,selected,POINT16,32,128,2,B0_MAG,B0_PLAIN,81552,0.16894445841139932,0.168978733893317,0.020283902671036635,3.427548191767271e-05
electricity,standard,selected,POINT16,32,128,2,B0_MAG,B0,81551,0.1709991345245697,0.17027529281283102,-0.4251008468588058,-0.0007238417117386708
electricity,standard,selected,POINT16,32,128,2,B0_MAG,B0,81552,0.16894445841139932,0.16876769521055598,-0.10473758062692351,-0.0001767632008433384
electricity,standard,selected,POINT16,32,128,2,F0_PLAIN,F0,81551,0.1720078597315566,0.1732185250998384,0.6989237251523783,0.0012106653682817936
electricity,standard,selected,POINT16,32,128,2,F0_PLAIN,F0,81552,0.1726908291645473,0.1732185250998384,0.30464174370895547,0.0005276959352910893
electricity,standard,selected,POINT16,32,128,2,B0_PLAIN,B0,81551,0.1706895472212371,0.17027529281283102,-0.24328509530824327,-0.0004142544084060895
electricity,standard,selected,POINT16,32,128,2,B0_PLAIN,B0,81552,0.168978733893317,0.16876769521055598,-0.12504684767882246,-0.00021103868276101112
electricity,standard,selected,POINT16,32,128,2,F0_MAG,B0_MAG,81551,0.17456440167744394,0.1709991345245697,-2.0849621039233934,-0.003565267152874252
electricity,standard,selected,POINT16,32,128,2,F0_MAG,B0_MAG,81552,0.17478947288400695,0.16894445841139932,-3.4597254787572584,-0.005845014472607629
electricity,standard,selected,POINT4,32,128,2,F0_MAG,F0_PLAIN,81551,0.16840941989699168,0.16713328302486874,-0.7635444293480731,-0.0012761368721229405
electricity,standard,selected,POINT4,32,128,2,F0_MAG,F0_PLAIN,81552,0.16877397070167707,0.16758659763681108,-0.7085131398390399,-0.001187373064865993
electricity,standard,selected,POINT4,32,128,2,F0_MAG,F0,81551,0.16840941989699168,0.1691442076613333,0.43441497317653344,0.0007347877643416323
electricity,standard,selected,POINT4,32,128,2,F0_MAG,F0,81552,0.16877397070167707,0.1691442076613333,0.21888834668080115,0.00037023695965623937
electricity,standard,selected,POINT4,32,128,2,B0_MAG,B0_PLAIN,81551,0.16836168083364886,0.16809097705759404,-0.1610459887814608,-0.00027070377605481477
electricity,standard,selected,POINT4,32,128,2,B0_MAG,B0_PLAIN,81552,0.1669542799996041,0.16673550962385342,-0.13120802895809636,-0.00021877037575068758
electricity,standard,selected,POINT4,32,128,2,B0_MAG,B0,81551,0.16836168083364886,0.168178908770806,-0.10867716063727162,-0.0001827720628428675
electricity,standard,selected,POINT4,32,128,2,B0_MAG,B0,81552,0.1669542799996041,0.166434772362149,-0.3121388818465576,-0.0005195076374550911
electricity,standard,selected,POINT4,32,128,2,F0_PLAIN,F0,81551,0.16713328302486874,0.1691442076613333,1.1888817620588688,0.0020109246364645728
electricity,standard,selected,POINT4,32,128,2,F0_PLAIN,F0,81552,0.16758659763681108,0.1691442076613333,0.9208769523109783,0.0015576100245222324
electricity,standard,selected,POINT4,32,128,2,B0_PLAIN,B0,81551,0.16809097705759404,0.168178908770806,0.05228462585149529,8.793171321194726e-05
electricity,standard,selected,POINT4,32,128,2,B0_PLAIN,B0,81552,0.16673550962385342,0.166434772362149,-0.18069376815683658,-0.0003007372617044035
electricity,standard,selected,POINT4,32,128,2,F0_MAG,B0_MAG,81551,0.16840941989699168,0.16836168083364886,-0.028355064588603263,-4.7739063342822075e-05
electricity,standard,selected,POINT4,32,128,2,F0_MAG,B0_MAG,81552,0.16877397070167707,0.1669542799996041,-1.0899335447269065,-0.001819690702072968
electricity,standard,selected,POINT8,32,128,2,F0_MAG,F0_PLAIN,81551,0.17007685707366255,0.16846797772171204,-0.9550060336144028,-0.001608879351950504
electricity,standard,selected,POINT8,32,128,2,F0_MAG,F0_PLAIN,81552,0.17038791756205265,0.16906090166212048,-0.7849336463284118,-0.0013270158999321713
electricity,standard,selected,POINT8,32,128,2,F0_MAG,F0,81551,0.17007685707366255,0.17065371186097336,0.33802651054010147,0.0005768547873108154
electricity,standard,selected,POINT8,32,128,2,F0_MAG,F0,81552,0.17038791756205265,0.17065371186097336,0.15575066959999662,0.0002657942989207074
electricity,standard,selected,POINT8,32,128,2,B0_MAG,B0_PLAIN,81551,0.17011918040100535,0.16985882453251872,-0.15327779949212417,-0.0002603558684866336
electricity,standard,selected,POINT8,32,128,2,B0_MAG,B0_PLAIN,81552,0.168276861665601,0.16798649030940324,-0.17285399299844517,-0.00029037135619774945
electricity,standard,selected,POINT8,32,128,2,B0_MAG,B0,81551,0.17011918040100535,0.16976856010553898,-0.20652840269623773,-0.0003506202954663695
electricity,standard,selected,POINT8,32,128,2,B0_MAG,B0,81552,0.168276861665601,0.16780233712429604,-0.28278780226609346,-0.00047452454130494925
electricity,standard,selected,POINT8,32,128,2,F0_PLAIN,F0,81551,0.16846797772171204,0.17065371186097336,1.280800819053951,0.0021857341392613194
electricity,standard,selected,POINT8,32,128,2,F0_PLAIN,F0,81552,0.16906090166212048,0.17065371186097336,0.9333580743620118,0.0015928101988528787
electricity,standard,selected,POINT8,32,128,2,B0_PLAIN,B0,81551,0.16985882453251872,0.16976856010553898,-0.05316910676724795,-9.026442697973591e-05
electricity,standard,selected,POINT8,32,128,2,B0_PLAIN,B0,81552,0.16798649030940324,0.16780233712429604,-0.10974411218764857,-0.0001841531851071998
electricity,standard,selected,POINT8,32,128,2,F0_MAG,B0_MAG,81551,0.17007685707366255,0.17011918040100535,0.02487863346334329,4.232332734280253e-05
electricity,standard,selected,POINT8,32,128,2,F0_MAG,B0_MAG,81552,0.17038791756205265,0.168276861665601,-1.254513469978269,-0.0021110558964516635
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,F0_PLAIN,81551,0.1681247419615259,0.16678686240438376,-0.8021492447638945,-0.001337879557142152
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,F0_PLAIN,81552,0.1685882375722078,0.1672868022117386,-0.7779665480256659,-0.0013014353604691997
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,F0,81551,0.1681247419615259,0.16905908976237108,0.5526752818546976,0.00093434780084517
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,F0,81552,0.1685882375722078,0.16905908976237108,0.2785133829982689,0.00047085219016326785
electricity,standard,selected,REFERENCE,32,128,2,B0_MAG,B0_PLAIN,81551,0.1675246167036819,0.16723609175491724,-0.1725255270779158,-0.0002885249487646624
electricity,standard,selected,REFERENCE,32,128,2,B0_MAG,B0_PLAIN,81552,0.16625464002449933,0.1659924363419048,-0.15796122303697313,-0.0002622036825945251
electricity,standard,selected,REFERENCE,32,128,2,B0_MAG,B0,81551,0.1675246167036819,0.16721632685824064,-0.18436587576917685,-0.0003082898454412619
electricity,standard,selected,REFERENCE,32,128,2,B0_MAG,B0,81552,0.16625464002449933,0.16583180785731813,-0.2549765166553586,-0.0004228321671811974
electricity,standard,selected,REFERENCE,32,128,2,F0_PLAIN,F0,81551,0.16678686240438376,0.16905908976237108,1.3440432934905489,0.002272227357987322
electricity,standard,selected,REFERENCE,32,128,2,F0_PLAIN,F0,81552,0.1672868022117386,0.16905908976237108,1.048324318511118,0.0017722875506324676
electricity,standard,selected,REFERENCE,32,128,2,B0_PLAIN,B0,81551,0.16723609175491724,0.16721632685824064,-0.011819956249459196,-1.976489667659953e-05
electricity,standard,selected,REFERENCE,32,128,2,B0_PLAIN,B0,81552,0.1659924363419048,0.16583180785731813,-0.09686228876240044,-0.00016062848458667234
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,B0_MAG,81551,0.1681247419615259,0.1675246167036819,-0.3582310884528095,-0.0006001252578440031
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,B0_MAG,81552,0.1685882375722078,0.16625464002449933,-1.4036285227074563,-0.0023335975477084825
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,F0_PLAIN,81551,0.21036442388537352,0.2066025413334399,-1.8208307253405165,-0.003761882551933632
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,F0_PLAIN,81552,0.21288288263069258,0.20685796814251134,-2.912585162796577,-0.006024914488181238
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,F0,81551,0.21036442388537352,0.2650688531778308,20.63781867866493,0.05470442929245728
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,F0,81552,0.21288288263069258,0.2650688531778308,19.687703749986586,0.05218597054713822
electricity,standard,selected,SHIFT4,32,128,2,B0_MAG,B0_PLAIN,81551,0.18951514161766686,0.18927886158799068,-0.12483170476293992,-0.00023628002967618356
electricity,standard,selected,SHIFT4,32,128,2,B0_MAG,B0_PLAIN,81552,0.1888051048091325,0.18890730360053112,0.05409996831817754,0.0001021987913986111
electricity,standard,selected,SHIFT4,32,128,2,B0_MAG,B0,81551,0.18951514161766686,0.19247533076026166,1.5379576857472044,0.002960189142594799
electricity,standard,selected,SHIFT4,32,128,2,B0_MAG,B0,81552,0.1888051048091325,0.19013963598199893,0.7018690058882671,0.0013345311728664155
electricity,standard,selected,SHIFT4,32,128,2,F0_PLAIN,F0,81551,0.2066025413334399,0.2650688531778308,22.0570282564156,0.05846631184439091
electricity,standard,selected,SHIFT4,32,128,2,F0_PLAIN,F0,81552,0.20685796814251134,0.2650688531778308,21.96066581850212,0.05821088503531946
electricity,standard,selected,SHIFT4,32,128,2,B0_PLAIN,B0,81551,0.18927886158799068,0.19247533076026166,1.6607162900539985,0.0031964691722709826
electricity,standard,selected,SHIFT4,32,128,2,B0_PLAIN,B0,81552,0.18890730360053112,0.19013963598199893,0.648119670106273,0.0012323323814678044
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,B0_MAG,81551,0.21036442388537352,0.18951514161766686,-11.001380728600886,-0.02084928226770666
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,B0_MAG,81552,0.21288288263069258,0.1888051048091325,-12.75271547657615,-0.024077777821560065
electricity,standard,selected,SHIFT8,32,128,2,F0_MAG,F0_PLAIN,81551,0.24431375899904545,0.23186799526654484,-5.367607426024246,-0.012445763732500614
electricity,standard,selected,SHIFT8,32,128,2,F0_MAG,F0_PLAIN,81552,0.24838976153300205,0.2367115089559375,-4.93353814040296,-0.011678252577064535
electricity,standard,selected,SHIFT8,32,128,2,F0_MAG,F0,81551,0.24431375899904545,0.32122629776803974,23.94341288474877,0.07691253876899429
