panel,kind,arm,seed,stage,step,condition,nmae,mae,normalized_mse,pinball,crossing,nrmse
electricity,shape,B0,81551,selected,768,RAMP8_D32,0.5137246579801916,36.76724838205068,0.5254438060829398,0.39746082808685784,0.0,0.6493336992023713
electricity,shape,B0,81551,selected,768,STEP12_D17,0.30498695349387034,19.8735306752847,0.2652020076138222,0.2523173215938363,0.00017547607421875,0.4532214934922097
electricity,shape,B0,81551,selected,768,STEP12_D63,0.2257596413913575,15.364967168408434,0.1783963219364081,0.1831782863092198,2.6702880859375e-05,0.36490449816237963
electricity,shape,B0,81551,selected,768,STEP6_D17,0.2393722619533945,15.512925326592558,0.19376917066203334,0.196686729901585,0.000102996826171875,0.37997462701673085
electricity,shape,B0,81551,selected,768,STEP6_D63,0.20223268501427122,13.700167134195562,0.16046012271161705,0.16447501379181395,3.814697265625e-05,0.3410277284941383
electricity,shape,B0,81551,selected,768,STEP8_D31,0.20999537202876958,13.688779888348945,0.1668911644918887,0.1722665866673837,0.00032806396484375,0.3468390353947262
electricity,shape,B0,81551,selected,768,STEP8_D33,0.21485539999825579,13.995491208493348,0.17003695850879944,0.17505109402192956,0.00019073486328125,0.35216766807586874
electricity,shape,B0,81552,fixed1024,512,PAIRED_SHIFT8_D32,0.21438705495349572,13.806072913704034,0.16960578031424742,0.17636629834536,0.0006103515625,0.35139535071873645
electricity,shape,B0,81552,fixed1024,512,PULSE8_D32,2.9513351355726445,223.56778593568015,12.893512066750057,2.8377340143590426,0.0006103515625,3.178813939482793
electricity,shape,B0,81552,fixed1024,512,RAMP8_D32,0.4598948315492489,33.43505424337167,0.4625654603201021,0.3585019199293509,0.0,0.6076271553500014
electricity,shape,B0,81552,fixed1024,512,STEP12_D17,0.341316569364508,23.03958914577913,0.3069406329222774,0.27943486593235956,9.1552734375e-05,0.4916311143853398
electricity,shape,B0,81552,fixed1024,512,STEP12_D63,0.21207998090346422,14.313653775212273,0.16800051746711153,0.1741910707320354,0.00038909912109375,0.35040120239461336
electricity,shape,B0,81552,fixed1024,512,STEP6_D17,0.24596103995155696,16.070248990015344,0.2023737496773767,0.2021856278611353,0.000324249267578125,0.39008686640000967
electricity,shape,B0,81552,fixed1024,512,STEP6_D63,0.19075685138602153,12.777834841871591,0.1534995640054231,0.15619711405474937,0.000141143798828125,0.32939183677884215
electricity,shape,B0,81552,fixed1024,512,STEP8_D31,0.21530502116197592,13.84023701110496,0.17090723901377167,0.178001569663412,0.000728607177734375,0.3523537992528268
electricity,shape,B0,81552,fixed1024,512,STEP8_D33,0.21906307285666615,14.10002509186054,0.17222768448547293,0.17964536880492146,0.000804901123046875,0.35562270917514976
electricity,shape,B0,81552,selected,512,PAIRED_SHIFT8_D32,0.21438705495349572,13.806072913704034,0.16960578031424742,0.17636629834536,0.0006103515625,0.35139535071873645
electricity,shape,B0,81552,selected,512,PULSE8_D32,2.9513351355726445,223.56778593568015,12.893512066750057,2.8377340143590426,0.0006103515625,3.178813939482793
electricity,shape,B0,81552,selected,512,RAMP8_D32,0.4598948315492489,33.43505424337167,0.4625654603201021,0.3585019199293509,0.0,0.6076271553500014
electricity,shape,B0,81552,selected,512,STEP12_D17,0.341316569364508,23.03958914577913,0.3069406329222774,0.27943486593235956,9.1552734375e-05,0.4916311143853398
electricity,shape,B0,81552,selected,512,STEP12_D63,0.21207998090346422,14.313653775212273,0.16800051746711153,0.1741910707320354,0.00038909912109375,0.35040120239461336
electricity,shape,B0,81552,selected,512,STEP6_D17,0.24596103995155696,16.070248990015344,0.2023737496773767,0.2021856278611353,0.000324249267578125,0.39008686640000967
electricity,shape,B0,81552,selected,512,STEP6_D63,0.19075685138602153,12.777834841871591,0.1534995640054231,0.15619711405474937,0.000141143798828125,0.32939183677884215
electricity,shape,B0,81552,selected,512,STEP8_D31,0.21530502116197592,13.84023701110496,0.17090723901377167,0.178001569663412,0.000728607177734375,0.3523537992528268
electricity,shape,B0,81552,selected,512,STEP8_D33,0.21906307285666615,14.10002509186054,0.17222768448547293,0.17964536880492146,0.000804901123046875,0.35562270917514976
electricity,shape,B0_MAG,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.20558481886616045,13.385123727282101,0.16261714722181117,0.1691750105650321,0.000995635986328125,0.3419242268636159
electricity,shape,B0_MAG,81551,fixed1024,1024,PULSE8_D32,2.985563775685048,226.5025353035744,13.237667421320612,2.88343145362442,0.000995635986328125,3.2142874147748284
electricity,shape,B0_MAG,81551,fixed1024,1024,RAMP8_D32,0.5378923284382192,38.880235407506305,0.5676579249243092,0.41755893920906045,0.0,0.6764525606320355
electricity,shape,B0_MAG,81551,fixed1024,1024,STEP12_D17,0.30090430207206453,19.76001880590731,0.2622656900689663,0.2465101570509788,0.000171661376953125,0.45081600225814067
electricity,shape,B0_MAG,81551,fixed1024,1024,STEP12_D63,0.21725425273288776,14.708851911013664,0.16779988982506477,0.17668686608528758,0.000209808349609375,0.3527571628802898
electricity,shape,B0_MAG,81551,fixed1024,1024,STEP6_D17,0.2389582317281187,15.535682008726313,0.19346771337153534,0.1955394827900343,9.918212890625e-05,0.37987512508608
electricity,shape,B0_MAG,81551,fixed1024,1024,STEP6_D63,0.19644446053883338,13.15079447716813,0.15465457240304845,0.16008890126018757,6.866455078125e-05,0.3333439551586095
electricity,shape,B0_MAG,81551,fixed1024,1024,STEP8_D31,0.20803554718910747,13.514627782541462,0.16399034340933516,0.17114284241128214,0.00103759765625,0.34357595141569697
electricity,shape,B0_MAG,81551,fixed1024,1024,STEP8_D33,0.2093428024939328,13.603669814968846,0.16541534536435942,0.17152369053097935,0.000942230224609375,0.34579238499649584
electricity,shape,B0_MAG,81551,selected,768,PAIRED_SHIFT8_D32,0.204623093178736,13.369926046186931,0.16225848579885968,0.1682833458911296,0.000812530517578125,0.3411226389742072
electricity,shape,B0_MAG,81551,selected,768,PULSE8_D32,2.998370158958871,227.47182003916532,13.350847138742216,2.8964778467322656,0.000812530517578125,3.228145763682084
electricity,shape,B0_MAG,81551,selected,768,RAMP8_D32,0.5288581419875704,38.195375971405646,0.55442140782211,0.4103965290362461,0.0,0.6687000647128274
electricity,shape,B0_MAG,81551,selected,768,STEP12_D17,0.2973773903823255,19.562945650809894,0.26011989869167956,0.24419179772758481,0.000247955322265625,0.4478142285938887
electricity,shape,B0_MAG,81551,selected,768,STEP12_D63,0.22059949053546246,14.968713034264377,0.17059292363253084,0.17903128912269023,0.000213623046875,0.35623695829699586
electricity,shape,B0_MAG,81551,selected,768,STEP6_D17,0.23927092701151537,15.572933350019284,0.19409097002708056,0.19575129976291555,0.000148773193359375,0.38041286861925006
electricity,shape,B0_MAG,81551,selected,768,STEP6_D63,0.19691358909000642,13.216966657407486,0.15480190988959794,0.16042619578886233,9.1552734375e-05,0.33369511593840157
electricity,shape,B0_MAG,81551,selected,768,STEP8_D31,0.20785851367300873,13.54690703209798,0.1641487298125748,0.1707474994950454,0.001094818115234375,0.34349303717373514
electricity,shape,B0_MAG,81551,selected,768,STEP8_D33,0.20726267315553618,13.516883632040509,0.16437350769982567,0.16975035422647303,0.000751495361328125,0.34395749107588697
electricity,shape,B0_MAG,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.20588890323084488,13.262719339121583,0.16407220441736128,0.16945965466387838,0.00238037109375,0.34296588560676905
electricity,shape,B0_MAG,81552,fixed1024,1024,PULSE8_D32,2.980330714815212,225.98549909162102,13.150429074979412,2.873598334162415,0.00238037109375,3.205894942094341
electricity,shape,B0_MAG,81552,fixed1024,1024,RAMP8_D32,0.4266079724157542,30.76964582815304,0.411732517502999,0.3346593933855778,0.0,0.5743701378101571
electricity,shape,B0_MAG,81552,fixed1024,1024,STEP12_D17,0.2905752954697104,19.316167086531372,0.2504999468347189,0.24096805284614706,0.000247955322265625,0.438763344804511
electricity,shape,B0_MAG,81552,fixed1024,1024,STEP12_D63,0.21258166095414088,14.49262039887085,0.16656398589761462,0.17372161352000534,0.000522613525390625,0.34907122344152497
electricity,shape,B0_MAG,81552,fixed1024,1024,STEP6_D17,0.2318954641173776,15.181489102271625,0.19062461718723836,0.19135822505885716,0.000339508056640625,0.3756215549168618
electricity,shape,B0_MAG,81552,fixed1024,1024,STEP6_D63,0.19274692581281974,13.020641375195126,0.15472737261219166,0.15745509785572795,9.5367431640625e-05,0.3313248170560834
electricity,shape,B0_MAG,81552,fixed1024,1024,STEP8_D31,0.20790827189945799,13.376848693690974,0.1655393456814943,0.17168994507039295,0.00244903564453125,0.34467543447410764
electricity,shape,B0_MAG,81552,fixed1024,1024,STEP8_D33,0.20969436278714648,13.495057836198729,0.16598088455630175,0.1719888927377637,0.002635955810546875,0.34631284323376665
electricity,shape,B0_MAG,81552,selected,768,PAIRED_SHIFT8_D32,0.20470281626954887,13.196565845051493,0.163339550575514,0.1683761673465109,0.002384185791015625,0.3416878220292912
electricity,shape,B0_MAG,81552,selected,768,PULSE8_D32,2.992174020015917,226.82484868579195,13.251491731720929,2.884247202530381,0.002384185791015625,3.218945725020539
electricity,shape,B0_MAG,81552,selected,768,RAMP8_D32,0.424319231284178,30.535245524208225,0.4097847451681583,0.33295939935732694,0.0,0.5735499097933958
electricity,shape,B0_MAG,81552,selected,768,STEP12_D17,0.29347326117411676,19.576966303934675,0.25376251884607,0.2433904865857917,0.000308990478515625,0.44208611421222954
electricity,shape,B0_MAG,81552,selected,768,STEP12_D63,0.21922411596039454,14.970084429039996,0.17173208259563633,0.17821611426187312,0.00054931640625,0.3557793048375628
electricity,shape,B0_MAG,81552,selected,768,STEP6_D17,0.23304609494013473,15.249430705562808,0.19130559916595777,0.19213993449712402,0.000476837158203125,0.3762609495383943
electricity,shape,B0_MAG,81552,selected,768,STEP6_D63,0.19518129462457415,13.24784526459803,0.15623898258979652,0.15912085295608774,0.0001068115234375,0.333598946695517
electricity,shape,B0_MAG,81552,selected,768,STEP8_D31,0.2067761628209813,13.299600480801454,0.1648751925692452,0.17056919488711797,0.002536773681640625,0.3433917280622209
electricity,shape,B0_MAG,81552,selected,768,STEP8_D33,0.20728839576279726,13.355785315570934,0.16459532138042404,0.1700461246961148,0.002490997314453125,0.34406243991688723
electricity,shape,B0_PLAIN,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2088059125347873,13.624492612900493,0.1646993827930459,0.17224520116614203,0.0050048828125,0.3448838507795199
electricity,shape,B0_PLAIN,81551,fixed1024,1024,PULSE8_D32,2.965597166711496,224.7705938845029,13.052228234118434,2.865672846553756,0.0050048828125,3.1941065359896665
electricity,shape,B0_PLAIN,81551,fixed1024,1024,RAMP8_D32,0.5501787954038578,40.12333257008529,0.5896132918087983,0.4294931860946955,0.0,0.6874024075520047
electricity,shape,B0_PLAIN,81551,fixed1024,1024,STEP12_D17,0.31502181316451155,20.889104160836954,0.27855303966697736,0.2562783856860399,0.000194549560546875,0.46613218629668296
electricity,shape,B0_PLAIN,81551,fixed1024,1024,STEP12_D63,0.21965510897842205,14.921916140311746,0.16981651438375606,0.17840397070713648,0.00209808349609375,0.355786464863055
electricity,shape,B0_PLAIN,81551,fixed1024,1024,STEP6_D17,0.24449451407095524,15.988532587216595,0.19879329447788452,0.19918443310575643,9.5367431640625e-05,0.3863863768783933
electricity,shape,B0_PLAIN,81551,fixed1024,1024,STEP6_D63,0.19604808108212107,13.129203267582644,0.15360990765402996,0.15989925781302822,0.000820159912109375,0.33258500499311816
electricity,shape,B0_PLAIN,81551,fixed1024,1024,STEP8_D31,0.20947825353068836,13.641326546731083,0.16495771064032,0.17307468253520922,0.00470733642578125,0.3449430990509184
electricity,shape,B0_PLAIN,81551,fixed1024,1024,STEP8_D33,0.21220320419907684,13.813947242925295,0.1670379674050546,0.17447263761158407,0.00492095947265625,0.3481771058011036
electricity,shape,B0_PLAIN,81551,selected,512,PAIRED_SHIFT8_D32,0.20505801983541475,13.429455710805604,0.16339012589748875,0.16889890633188676,0.001827239990234375,0.34216895555892135
electricity,shape,B0_PLAIN,81551,selected,512,PULSE8_D32,2.988170780966064,226.39645462145563,13.24534106454134,2.8849178424565673,0.001827239990234375,3.2188082310518826
electricity,shape,B0_PLAIN,81551,selected,512,RAMP8_D32,0.5417752375211132,39.546307764454816,0.5775798428117963,0.4202993893946363,0.0,0.6809252270598678
electricity,shape,B0_PLAIN,81551,selected,512,STEP12_D17,0.307403281977952,20.40298266048272,0.2722242319051585,0.2514278560146887,0.000186920166015625,0.4590883658128588
electricity,shape,B0_PLAIN,81551,selected,512,STEP12_D63,0.22401693357117947,15.244009353972244,0.1732651531375632,0.18153044529092202,0.0002899169921875,0.36014237232505997
electricity,shape,B0_PLAIN,81551,selected,512,STEP6_D17,0.24243372337926059,15.829599962711155,0.19724126453406918,0.19803133374055124,8.7738037109375e-05,0.38405021186720706
electricity,shape,B0_PLAIN,81551,selected,512,STEP6_D63,0.19672811278990643,13.192751526551914,0.15447426645044943,0.16024651618328842,0.000110626220703125,0.3334362037683554
electricity,shape,B0_PLAIN,81551,selected,512,STEP8_D31,0.2067769163174251,13.508204035695377,0.16443976341659544,0.1703331324990943,0.001705169677734375,0.3432337674650239
electricity,shape,B0_PLAIN,81551,selected,512,STEP8_D33,0.20734526945061804,13.556888738817774,0.16502754572259232,0.17018305968070724,0.001811981201171875,0.3443863717585181
electricity,shape,B0_PLAIN,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.21016006454604297,13.523435527442944,0.16642794307686054,0.17282261470309276,0.00311279296875,0.34715862835623
electricity,shape,B0_PLAIN,81552,fixed1024,1024,PULSE8_D32,2.9610386759809084,224.5384540480154,12.990270351867673,2.8574467732403,0.00311279296875,3.1867321258032173
electricity,shape,B0_PLAIN,81552,fixed1024,1024,RAMP8_D32,0.4443455181722987,32.17388202533489,0.4317070481523763,0.347134917422677,0.0,0.5870195172516751
electricity,shape,B0_PLAIN,81552,fixed1024,1024,STEP12_D17,0.3085662856970167,20.529050959794798,0.268324552318193,0.2550143042219458,0.0004425048828125,0.45703961484736905
electricity,shape,B0_PLAIN,81552,fixed1024,1024,STEP12_D63,0.20870337557453714,14.156927107377358,0.1646379002451146,0.17147495578102542,0.0008392333984375,0.3469836737997172
electricity,shape,B0_PLAIN,81552,fixed1024,1024,STEP6_D17,0.23501083375833873,15.33074615829172,0.1923947015274694,0.19371325116928276,0.000560760498046875,0.3786382430113942
electricity,shape,B0_PLAIN,81552,fixed1024,1024,STEP6_D63,0.1911179285676325,12.875231045803435,0.15347741363326592,0.15648384393262157,0.00017547607421875,0.33001575938623984
electricity,shape,B0_PLAIN,81552,fixed1024,1024,STEP8_D31,0.20999575991061223,13.470534433388842,0.16644969944573104,0.17343686743026276,0.003387451171875,0.346665363602291
electricity,shape,B0_PLAIN,81552,fixed1024,1024,STEP8_D33,0.21504565827045094,13.833939388939253,0.16889151125664392,0.17637174146497597,0.00345611572265625,0.3514314285215069
electricity,shape,B0_PLAIN,81552,selected,1024,PAIRED_SHIFT8_D32,0.21016006454604297,13.523435527442944,0.16642794307686054,0.17282261470309276,0.00311279296875,0.34715862835623
electricity,shape,B0_PLAIN,81552,selected,1024,PULSE8_D32,2.9610386759809084,224.5384540480154,12.990270351867673,2.8574467732403,0.00311279296875,3.1867321258032173
electricity,shape,B0_PLAIN,81552,selected,1024,RAMP8_D32,0.4443455181722987,32.17388202533489,0.4317070481523763,0.347134917422677,0.0,0.5870195172516751
electricity,shape,B0_PLAIN,81552,selected,1024,STEP12_D17,0.3085662856970167,20.529050959794798,0.268324552318193,0.2550143042219458,0.0004425048828125,0.45703961484736905
electricity,shape,B0_PLAIN,81552,selected,1024,STEP12_D63,0.20870337557453714,14.156927107377358,0.1646379002451146,0.17147495578102542,0.0008392333984375,0.3469836737997172
electricity,shape,B0_PLAIN,81552,selected,1024,STEP6_D17,0.23501083375833873,15.33074615829172,0.1923947015274694,0.19371325116928276,0.000560760498046875,0.3786382430113942
electricity,shape,B0_PLAIN,81552,selected,1024,STEP6_D63,0.1911179285676325,12.875231045803435,0.15347741363326592,0.15648384393262157,0.00017547607421875,0.33001575938623984
electricity,shape,B0_PLAIN,81552,selected,1024,STEP8_D31,0.20999575991061223,13.470534433388842,0.16644969944573104,0.17343686743026276,0.003387451171875,0.346665363602291
electricity,shape,B0_PLAIN,81552,selected,1024,STEP8_D33,0.21504565827045094,13.833939388939253,0.16889151125664392,0.17637174146497597,0.00345611572265625,0.3514314285215069
electricity,shape,F0,81551,fixed1024,0,PAIRED_SHIFT8_D32,0.3239126702860632,21.68241803943128,0.29340779969240044,0.28775113958942417,0.000225067138671875,0.4739791018321273
electricity,shape,F0,81551,fixed1024,0,PULSE8_D32,2.886527138233591,220.7800144373905,12.771847768378802,2.4996310176915286,0.000225067138671875,3.141633099186732
electricity,shape,F0,81551,fixed1024,0,RAMP8_D32,0.4696372074946976,31.995529129487625,0.5258321719831558,0.41424345435687837,1.1444091796875e-05,0.664834570311098
electricity,shape,F0,81551,fixed1024,0,STEP12_D17,0.501817537388361,33.98374904948459,0.6438670500091274,0.46298782696076735,0.000759124755859375,0.7228700403532692
electricity,shape,F0,81551,fixed1024,0,STEP12_D63,0.2817304384803514,18.81054389163186,0.25647397224252094,0.2533390032853231,6.103515625e-05,0.43848403954426274
electricity,shape,F0,81551,fixed1024,0,STEP6_D17,0.389304054995092,27.606263688793113,0.4134654455400745,0.3386195571580675,0.000339508056640625,0.5680416000839144
electricity,shape,F0,81551,fixed1024,0,STEP6_D63,0.23335004245900556,15.621012909026852,0.19026233665705036,0.20301550510350663,0.0001068115234375,0.37561956786751904
electricity,shape,F0,81551,fixed1024,0,STEP8_D31,0.3327955427855968,22.556418624342818,0.30450344752248126,0.2988389335150485,0.000263214111328125,0.4859791813019223
electricity,shape,F0,81551,fixed1024,0,STEP8_D33,0.31771137399473126,20.995181845527874,0.28196362328870384,0.2855766121107666,0.0001678466796875,0.46499145414231446
electricity,shape,F0,81551,selected,0,PAIRED_SHIFT8_D32,0.3239126702860632,21.68241803943128,0.29340779969240044,0.28775113958942417,0.000225067138671875,0.4739791018321273
electricity,shape,F0,81551,selected,0,PULSE8_D32,2.886527138233591,220.7800144373905,12.771847768378802,2.4996310176915286,0.000225067138671875,3.141633099186732
electricity,shape,F0,81551,selected,0,RAMP8_D32,0.4696372074946976,31.995529129487625,0.5258321719831558,0.41424345435687837,1.1444091796875e-05,0.664834570311098
electricity,shape,F0,81551,selected,0,STEP12_D17,0.501817537388361,33.98374904948459,0.6438670500091274,0.46298782696076735,0.000759124755859375,0.7228700403532692
electricity,shape,F0,81551,selected,0,STEP12_D63,0.2817304384803514,18.81054389163186,0.25647397224252094,0.2533390032853231,6.103515625e-05,0.43848403954426274
electricity,shape,F0,81551,selected,0,STEP6_D17,0.389304054995092,27.606263688793113,0.4134654455400745,0.3386195571580675,0.000339508056640625,0.5680416000839144
electricity,shape,F0,81551,selected,0,STEP6_D63,0.23335004245900556,15.621012909026852,0.19026233665705036,0.20301550510350663,0.0001068115234375,0.37561956786751904
electricity,shape,F0,81551,selected,0,STEP8_D31,0.3327955427855968,22.556418624342818,0.30450344752248126,0.2988389335150485,0.000263214111328125,0.4859791813019223
electricity,shape,F0,81551,selected,0,STEP8_D33,0.31771137399473126,20.995181845527874,0.28196362328870384,0.2855766121107666,0.0001678466796875,0.46499145414231446
electricity,shape,F0,81552,fixed1024,0,PAIRED_SHIFT8_D32,0.3239126702860632,21.68241803943128,0.29340779969240044,0.28775113958942417,0.000225067138671875,0.4739791018321273
electricity,shape,F0,81552,fixed1024,0,PULSE8_D32,2.886527138233591,220.7800144373905,12.771847768378802,2.4996310176915286,0.000225067138671875,3.141633099186732
electricity,shape,F0,81552,fixed1024,0,RAMP8_D32,0.4696372074946976,31.995529129487625,0.5258321719831558,0.41424345435687837,1.1444091796875e-05,0.664834570311098
electricity,shape,F0,81552,fixed1024,0,STEP12_D17,0.501817537388361,33.98374904948459,0.6438670500091274,0.46298782696076735,0.000759124755859375,0.7228700403532692
electricity,shape,F0,81552,fixed1024,0,STEP12_D63,0.2817304384803514,18.81054389163186,0.25647397224252094,0.2533390032853231,6.103515625e-05,0.43848403954426274
electricity,shape,F0,81552,fixed1024,0,STEP6_D17,0.389304054995092,27.606263688793113,0.4134654455400745,0.3386195571580675,0.000339508056640625,0.5680416000839144
electricity,shape,F0,81552,fixed1024,0,STEP6_D63,0.23335004245900556,15.621012909026852,0.19026233665705036,0.20301550510350663,0.0001068115234375,0.37561956786751904
electricity,shape,F0,81552,fixed1024,0,STEP8_D31,0.3327955427855968,22.556418624342818,0.30450344752248126,0.2988389335150485,0.000263214111328125,0.4859791813019223
electricity,shape,F0,81552,fixed1024,0,STEP8_D33,0.31771137399473126,20.995181845527874,0.28196362328870384,0.2855766121107666,0.0001678466796875,0.46499145414231446
electricity,shape,F0,81552,selected,0,PAIRED_SHIFT8_D32,0.3239126702860632,21.68241803943128,0.29340779969240044,0.28775113958942417,0.000225067138671875,0.4739791018321273
electricity,shape,F0,81552,selected,0,PULSE8_D32,2.886527138233591,220.7800144373905,12.771847768378802,2.4996310176915286,0.000225067138671875,3.141633099186732
electricity,shape,F0,81552,selected,0,RAMP8_D32,0.4696372074946976,31.995529129487625,0.5258321719831558,0.41424345435687837,1.1444091796875e-05,0.664834570311098
electricity,shape,F0,81552,selected,0,STEP12_D17,0.501817537388361,33.98374904948459,0.6438670500091274,0.46298782696076735,0.000759124755859375,0.7228700403532692
electricity,shape,F0,81552,selected,0,STEP12_D63,0.2817304384803514,18.81054389163186,0.25647397224252094,0.2533390032853231,6.103515625e-05,0.43848403954426274
electricity,shape,F0,81552,selected,0,STEP6_D17,0.389304054995092,27.606263688793113,0.4134654455400745,0.3386195571580675,0.000339508056640625,0.5680416000839144
electricity,shape,F0,81552,selected,0,STEP6_D63,0.23335004245900556,15.621012909026852,0.19026233665705036,0.20301550510350663,0.0001068115234375,0.37561956786751904
electricity,shape,F0,81552,selected,0,STEP8_D31,0.3327955427855968,22.556418624342818,0.30450344752248126,0.2988389335150485,0.000263214111328125,0.4859791813019223
electricity,shape,F0,81552,selected,0,STEP8_D33,0.31771137399473126,20.995181845527874,0.28196362328870384,0.2855766121107666,0.0001678466796875,0.46499145414231446
electricity,shape,F0_MAG,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.24629767102516537,16.080643101735568,0.20303036332421645,0.2022961757196658,3.0517578125e-05,0.38832221146122
electricity,shape,F0_MAG,81551,fixed1024,1024,PULSE8_D32,2.9809989580427834,227.29453421484504,13.293116053546296,2.830967589298419,3.0517578125e-05,3.212328837402342
electricity,shape,F0_MAG,81551,fixed1024,1024,RAMP8_D32,0.4517278504994375,29.557304230963833,0.4922321402964304,0.36388488768432165,0.02089691162109375,0.6589230094804168
electricity,shape,F0_MAG,81551,fixed1024,1024,STEP12_D17,0.33809649916833573,21.683479791795456,0.36742467731758643,0.28079702350507485,0.000354766845703125,0.520612226856805
electricity,shape,F0_MAG,81551,fixed1024,1024,STEP12_D63,0.23797175912764781,16.184667441837362,0.1970919325741273,0.195804731096917,1.1444091796875e-05,0.38382449997937107
electricity,shape,F0_MAG,81551,fixed1024,1024,STEP6_D17,0.2827605825833326,18.765784796140377,0.2513248556370115,0.2305680257813404,0.000240325927734375,0.4335314010142388
electricity,shape,F0_MAG,81551,fixed1024,1024,STEP6_D63,0.2104263314712097,14.323086807236539,0.17061488893597135,0.17214413966364886,8.0108642578125e-05,0.35194605407207075
electricity,shape,F0_MAG,81551,fixed1024,1024,STEP8_D31,0.25245127874706336,16.438973115732733,0.20912778681871283,0.20830829042264584,0.000133514404296875,0.3954837799523181
electricity,shape,F0_MAG,81551,fixed1024,1024,STEP8_D33,0.25058749007143943,16.413263249421757,0.20492036365114177,0.20515078665638364,1.1444091796875e-05,0.3924724484643092
electricity,shape,F0_MAG,81551,selected,1024,PAIRED_SHIFT8_D32,0.24629767102516537,16.080643101735568,0.20303036332421645,0.2022961757196658,3.0517578125e-05,0.38832221146122
electricity,shape,F0_MAG,81551,selected,1024,PULSE8_D32,2.9809989580427834,227.29453421484504,13.293116053546296,2.830967589298419,3.0517578125e-05,3.212328837402342
electricity,shape,F0_MAG,81551,selected,1024,RAMP8_D32,0.4517278504994375,29.557304230963833,0.4922321402964304,0.36388488768432165,0.02089691162109375,0.6589230094804168
electricity,shape,F0_MAG,81551,selected,1024,STEP12_D17,0.33809649916833573,21.683479791795456,0.36742467731758643,0.28079702350507485,0.000354766845703125,0.520612226856805
electricity,shape,F0_MAG,81551,selected,1024,STEP12_D63,0.23797175912764781,16.184667441837362,0.1970919325741273,0.195804731096917,1.1444091796875e-05,0.38382449997937107
electricity,shape,F0_MAG,81551,selected,1024,STEP6_D17,0.2827605825833326,18.765784796140377,0.2513248556370115,0.2305680257813404,0.000240325927734375,0.4335314010142388
electricity,shape,F0_MAG,81551,selected,1024,STEP6_D63,0.2104263314712097,14.323086807236539,0.17061488893597135,0.17214413966364886,8.0108642578125e-05,0.35194605407207075
electricity,shape,F0_MAG,81551,selected,1024,STEP8_D31,0.25245127874706336,16.438973115732733,0.20912778681871283,0.20830829042264584,0.000133514404296875,0.3954837799523181
electricity,shape,F0_MAG,81551,selected,1024,STEP8_D33,0.25058749007143943,16.413263249421757,0.20492036365114177,0.20515078665638364,1.1444091796875e-05,0.3924724484643092
electricity,shape,F0_MAG,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.25010732899358484,16.301915000829233,0.2115808627873565,0.20590354661043606,0.000148773193359375,0.3951794079382356
electricity,shape,F0_MAG,81552,fixed1024,1024,PULSE8_D32,2.992026819189787,228.23906075350533,13.40667321825753,2.8364284660952146,0.000148773193359375,3.2258287240604973
electricity,shape,F0_MAG,81552,fixed1024,1024,RAMP8_D32,0.4701534283901248,30.85433397718874,0.5177178436406851,0.3759381669587084,0.01882171630859375,0.6817818617666055
