panel,kind,stage,condition,block_count,origin_count,seed_count,proposed,baseline,proposed_nmae,baseline_nmae,gain_pct,ci_low,ci_high,absolute_gain,absolute_ci_low,absolute_ci_high,seed_gains,main_table
electricity,standard,selected,BURST4,32,128,2,B0_PLAIN,B0,0.16925596638511592,0.16896267436784929,-0.17358391038964083,-0.3851006254073053,0.018883128108634892,-0.0002932920172666496,-0.0006611592130964789,3.0176435513003282e-05,"{""81551"": -0.13986227375650806, ""81552"": -0.20756453870447444}",False
electricity,standard,selected,BURST4,32,128,2,F0_MAG,B0_MAG,0.17255365371020068,0.16955885313543828,-1.7662307330955196,-4.963296128200379,0.5907901464408142,-0.0029948005747624106,-0.008573740171140687,0.0009928232140829312,"{""81551"": -1.353488435392891, ""81552"": -2.181414928009473}",False
electricity,standard,selected,BURST8,32,128,2,F0_MAG,F0_PLAIN,0.18440171019068372,0.1831715000424958,-0.6716165713020361,-1.4658834385302104,0.12424121170394897,-0.00123021014818792,-0.002721642869462809,0.00022090326177901786,"{""81551"": -0.6169364021854085, ""81552"": -0.7260502408302782}",False
electricity,standard,selected,BURST8,32,128,2,F0_MAG,F0,0.18440171019068372,0.18217889874051627,-1.220125637785019,-2.7152109960087305,0.36343751360343174,-0.00222281145016745,-0.004816214398380313,0.0006951061899751329,"{""81551"": -0.9366048811224381, ""81552"": -1.503646394447622}",False
electricity,standard,selected,BURST8,32,128,2,B0_MAG,B0_PLAIN,0.17886827384236093,0.17862598157537576,-0.13564223124109542,-0.2838907125444745,0.017117056557877815,-0.00024229226698513687,-0.0005092251826295313,3.2030357990332274e-05,"{""81551"": -0.17715668223461378, ""81552"": -0.0938370657671106}",False
electricity,standard,selected,BURST8,32,128,2,B0_MAG,B0,0.17886827384236093,0.17822359037310853,-0.36172734928230366,-0.6102071775625068,-0.12329726177391703,-0.0006446834692524037,-0.001043196264201431,-0.00023062716241836607,"{""81551"": -0.469521144323104, ""81552"": -0.2533221247203121}",False
electricity,standard,selected,BURST8,32,128,2,F0_PLAIN,F0,0.1831715000424958,0.18217889874051627,-0.5448497651713957,-2.416049162428702,1.5107475754082071,-0.00099260130197953,-0.004187087223001334,0.0028931368396205477,"{""81551"": -0.3177084200409741, ""81552"": -0.7719911103018173}",False
electricity,standard,selected,BURST8,32,128,2,B0_PLAIN,B0,0.17862598157537576,0.17822359037310853,-0.2257788665489313,-0.4192758318611056,-0.041381537580471583,-0.00040239120226726684,-0.0007151655940742707,-7.749544652643356e-05,"{""81551"": -0.29184743485570763, ""81552"": -0.1593355431547705}",False
electricity,standard,selected,BURST8,32,128,2,F0_MAG,B0_MAG,0.18440171019068372,0.17886827384236093,-3.0935817903623875,-5.994792539183292,-0.5471263912885933,-0.005533436348322815,-0.01109927871726628,-0.0009341182891288221,"{""81551"": -2.404904169389055, ""81552"": -3.7876593146316306}",False
electricity,standard,selected,FAULT,32,128,2,F0_MAG,F0_PLAIN,0.17587721491117814,0.17403341747850856,-1.0594502247806892,-1.922854067552212,-0.31870925038080616,-0.001843797432669608,-0.0034611959691482615,-0.0005311686409058184,"{""81551"": -1.1269113934861519, ""81552"": -0.9922847968234949}",True
electricity,standard,selected,FAULT,32,128,2,F0_MAG,F0,0.17587721491117814,0.17421565299844818,-0.9537385901511097,-2.6840868301732366,1.232865876337105,-0.0016615619127299595,-0.004442286322091867,0.0022450515566237524,"{""81551"": -0.7992111976883765, ""81552"": -1.108265982613843}",True
electricity,standard,selected,FAULT,32,128,2,B0_MAG,B0_PLAIN,0.17201792495828677,0.17182255095517962,-0.11370684582496793,-0.25520412050220376,0.02518781849652549,-0.0001953740031071866,-0.0004478006019129751,4.143284838101658e-05,"{""81551"": -0.13959217851076122, ""81552"": -0.08760085183379118}",True
electricity,standard,selected,FAULT,32,128,2,B0_MAG,B0,0.17201792495828677,0.171460151594234,-0.3253078682519561,-0.5627818147972774,-0.09668502205001765,-0.0005577733640528129,-0.0009721493170557979,-0.0001652473591752032,"{""81551"": -0.3785058612979064, ""81552"": -0.27168563972330695}",True
electricity,standard,selected,FAULT,32,128,2,F0_PLAIN,F0,0.17403341747850856,0.17421565299844818,0.1046034135298024,-1.8879899719600928,2.4792808797829258,0.00018223551993964894,-0.0031078461035947288,0.004599514341338891,"{""81551"": 0.32404845681748284, ""81552"": -0.11484162975783363}",True
electricity,standard,selected,FAULT,32,128,2,B0_PLAIN,B0,0.17182255095517962,0.171460151594234,-0.21136069085210263,-0.4051991418281031,-0.02920436122063331,-0.00036239936094562626,-0.0007086305505502479,-4.9715629277684595e-05,"{""81551"": -0.23858064287025638, ""81552"": -0.18392366918857928}",True
electricity,standard,selected,FAULT,32,128,2,F0_MAG,B0_MAG,0.17587721491117814,0.17201792495828677,-2.243539418247953,-5.2417880781557145,0.21624387858960417,-0.003859289952891373,-0.009361582282230578,0.0003832462420162844,"{""81551"": -1.6293144441079654, ""81552"": -2.863322179676797}",True
electricity,standard,selected,POINT16,32,128,2,F0_MAG,F0_PLAIN,0.17467693728072545,0.17234934444805194,-1.3505086660628773,-2.5805630721618633,-0.322573031517641,-0.002327592832673494,-0.004525112285105701,-0.00053485196149385,"{""81551"": -1.4862936786012027, ""81552"": -1.2152606653246023}",False
electricity,standard,selected,POINT16,32,128,2,F0_MAG,F0,0.17467693728072545,0.1732185250998384,-0.8419493123189126,-3.133633503793831,1.4599261719899435,-0.0014584121808870587,-0.005192925345360597,0.0026907630950494575,"{""81551"": -0.7769818943036411, ""81552"": -0.9069167303341841}",False
electricity,standard,selected,POINT16,32,128,2,B0_MAG,B0_PLAIN,0.1699717964679845,0.16983414055727708,-0.08105314411797071,-0.24504755498106545,0.09230319590159484,-0.00013765591070745062,-0.0004197222045094292,0.000151739388142925,"{""81551"": -0.18137449443891285, ""81552"": 0.020283902671036635}",False
electricity,standard,selected,POINT16,32,128,2,B0_MAG,B0,0.1699717964679845,0.1695214940116935,-0.2656314816691818,-0.5256462790190081,-0.011504485760698317,-0.00045030245629100257,-0.0009019205511522731,-1.921175590585388e-05,"{""81551"": -0.4251008468588058, ""81552"": -0.10473758062692351}",False
electricity,standard,selected,POINT16,32,128,2,F0_PLAIN,F0,0.17234934444805194,0.1732185250998384,0.501782734430678,-1.2852536121204232,2.62102642191127,0.0008691806517864353,-0.002130916494186088,0.004950939698375152,"{""81551"": 0.6989237251523783, ""81552"": 0.30464174370895547}",False
electricity,standard,selected,POINT16,32,128,2,B0_PLAIN,B0,0.16983414055727708,0.1695214940116935,-0.18442885216787275,-0.45038461753032943,0.03250785180114198,-0.00031264654558355194,-0.0007775067626138053,5.450785476401204e-05,"{""81551"": -0.24328509530824327, ""81552"": -0.12504684767882246}",False
electricity,standard,selected,POINT16,32,128,2,F0_MAG,B0_MAG,0.17467693728072545,0.1699717964679845,-2.7681891410891835,-7.397647562316898,0.92866253348691,-0.004705140812740949,-0.012433546091257717,0.0015018522801160848,"{""81551"": -2.0849621039233934, ""81552"": -3.4597254787572584}",False
electricity,standard,selected,POINT4,32,128,2,F0_MAG,F0_PLAIN,0.16859169529933438,0.16735994033083992,-0.7359915198699829,-1.5964955869882114,-0.03286397010355661,-0.0012317549684944611,-0.0027577766044701454,-5.2635780346905956e-05,"{""81551"": -0.7635444293480731, ""81552"": -0.7085131398390399}",False
electricity,standard,selected,POINT4,32,128,2,F0_MAG,F0,0.16859169529933438,0.1691442076613333,0.3266516599286673,-1.3802877522272932,2.561645683818391,0.0005525123619989388,-0.002171568005126089,0.004643569103637238,"{""81551"": 0.43441497317653344, ""81552"": 0.21888834668080115}",False
electricity,standard,selected,POINT4,32,128,2,B0_MAG,B0_PLAIN,0.1676579804166265,0.16741324334072374,-0.14618740490239812,-0.2744805529386424,-0.010636623217994681,-0.00024473707590275345,-0.00046444963251036404,-1.679329088477287e-05,"{""81551"": -0.1610459887814608, ""81552"": -0.13120802895809636}",False
electricity,standard,selected,POINT4,32,128,2,B0_MAG,B0,0.1676579804166265,0.1673068405664775,-0.20987776050285234,-0.41790765072824254,0.010654319427266691,-0.0003511398501489847,-0.0007120813690255716,1.733647956666846e-05,"{""81551"": -0.10867716063727162, ""81552"": -0.3121388818465576}",False
electricity,standard,selected,POINT4,32,128,2,F0_PLAIN,F0,0.16735994033083992,0.1691442076613333,1.0548793571849124,-0.9493293103038081,3.425041928525137,0.0017842673304933993,-0.0014937974889460295,0.006363044103723122,"{""81551"": 1.1888817620588688, ""81552"": 0.9208769523109783}",False
electricity,standard,selected,POINT4,32,128,2,B0_PLAIN,B0,0.16741324334072374,0.1673068405664775,-0.06359738423484806,-0.22845856055847713,0.10585062217577751,-0.00010640277424623127,-0.00039007124590030655,0.00017551287634775086,"{""81551"": 0.05228462585149529, ""81552"": -0.18069376815683658}",False
electricity,standard,selected,POINT4,32,128,2,F0_MAG,B0_MAG,0.16859169529933438,0.1676579804166265,-0.5569164559823703,-3.240395084877991,1.563867251402876,-0.0009337148827078896,-0.005547795800560701,0.0025231162052984078,"{""81551"": -0.028355064588603263, ""81552"": -1.0899335447269065}",False
electricity,standard,selected,POINT8,32,128,2,F0_MAG,F0_PLAIN,0.17023238731785761,0.16876443969191626,-0.8698204601758075,-1.7961932996012113,-0.08876014041038242,-0.0014679476259413335,-0.0031710519649017664,-0.00014380830316638397,"{""81551"": -0.9550060336144028, ""81552"": -0.7849336463284118}",False
electricity,standard,selected,POINT8,32,128,2,F0_MAG,F0,0.17023238731785761,0.17065371186097333,0.24688859007002684,-1.4225913156833314,2.5366295008562134,0.00042132454311575923,-0.002305653081946801,0.004617211577521378,"{""81551"": 0.33802651054010147, ""81552"": 0.15575066959999662}",False
electricity,standard,selected,POINT8,32,128,2,B0_MAG,B0_PLAIN,0.16919802103330317,0.168922657420961,-0.16301165074379398,-0.2941671797558798,-0.021713348350900812,-0.00027536361234220487,-0.0005120053554807956,-3.545513709309065e-05,"{""81551"": -0.15327779949212417, ""81552"": -0.17285399299844517}",False
electricity,standard,selected,POINT8,32,128,2,B0_MAG,B0,0.16919802103330317,0.1687854486149175,-0.24443601138088855,-0.4812840321623252,-0.0026441375167697194,-0.00041257241838566405,-0.0008321671043203608,-4.053392249112026e-06,"{""81551"": -0.20652840269623773, ""81552"": -0.28278780226609346}",False
electricity,standard,selected,POINT8,32,128,2,F0_PLAIN,F0,0.16876443969191626,0.17065371186097333,1.1070794467079703,-0.8995925083914419,3.6039698388661106,0.001889272169057093,-0.0014631496627958585,0.006559282985334219,"{""81551"": 1.280800819053951, ""81552"": 0.9333580743620118}",False
electricity,standard,selected,POINT8,32,128,2,B0_PLAIN,B0,0.168922657420961,0.1687854486149175,-0.08129184545790924,-0.2720840401721031,0.10562992927430137,-0.00013720880604345918,-0.0004664726566732941,0.00017814936142220453,"{""81551"": -0.05316910676724795, ""81552"": -0.10974411218764857}",False
electricity,standard,selected,POINT8,32,128,2,F0_MAG,B0_MAG,0.17023238731785761,0.16919802103330317,-0.6113347415280135,-3.5088052740868187,1.6207971631429687,-0.0010343662845544214,-0.005992938898786082,0.0026651266718936053,"{""81551"": 0.02487863346334329, ""81552"": -1.254513469978269}",False
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,F0_PLAIN,0.16835648976686685,0.16703683230806118,-0.7900398017437693,-1.68321652834161,-0.047187346401405726,-0.001319657458805671,-0.002921171680080539,-7.00874552003529e-05,"{""81551"": -0.8021492447638945, ""81552"": -0.7779665480256659}",True
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,F0,0.16835648976686685,0.16905908976237108,0.41559433242649435,-1.3980634391092495,2.721834072157386,0.0007025999955042157,-0.0021323929030605273,0.004914868981482358,"{""81551"": 0.5526752818546976, ""81552"": 0.2785133829982689}",True
electricity,standard,selected,REFERENCE,32,128,2,B0_MAG,B0_PLAIN,0.16688962836409063,0.16661426404841106,-0.16527055306594374,-0.2890691966401554,-0.03139096758798977,-0.0002753643156795857,-0.0004980726290297014,-4.9522461076180455e-05,"{""81551"": -0.1725255270779158, ""81552"": -0.15796122303697313}",True
electricity,standard,selected,REFERENCE,32,128,2,B0_MAG,B0,0.16688962836409063,0.1665240673577794,-0.21952442797703586,-0.4505349091079569,0.016047781021505503,-0.0003655610063112415,-0.0007783218513324107,2.6522797645686935e-05,"{""81551"": -0.18436587576917685, ""81552"": -0.2549765166553586}",True
electricity,standard,selected,REFERENCE,32,128,2,F0_PLAIN,F0,0.16703683230806118,0.16905908976237108,1.1961838060008279,-0.8324372400201641,3.669380197427768,0.002022257454309887,-0.0012605413617528297,0.006703857117436117,"{""81551"": 1.3440432934905489, ""81552"": 1.048324318511118}",True
electricity,standard,selected,REFERENCE,32,128,2,B0_PLAIN,B0,0.16661426404841106,0.1665240673577794,-0.05416435717839896,-0.24131301586934273,0.13073863844137557,-9.019669063165577e-05,-0.00041071705673455727,0.00021147423532009974,"{""81551"": -0.011819956249459196, ""81552"": -0.09686228876240044}",True
electricity,standard,selected,REFERENCE,32,128,2,F0_MAG,B0_MAG,0.16835648976686685,0.16688962836409063,-0.8789410205744419,-3.8143525150544777,1.3251502637139578,-0.0014668614027762345,-0.006495845918288684,0.0021358960015814507,"{""81551"": -0.3582310884528095, ""81552"": -1.4036285227074563}",True
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,F0_PLAIN,0.21162365325803306,0.2067302547379756,-2.367045175008231,-3.5502524135125175,-1.3116964737679737,-0.004893398520057433,-0.0077426723067335205,-0.00262901305078629,"{""81551"": -1.8208307253405165, ""81552"": -2.912585162796577}",True
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,F0,0.21162365325803306,0.2650688531778308,20.16276121432575,16.548679978377887,23.89612776544619,0.05344519991979774,0.04518572375296049,0.06216818073113464,"{""81551"": 20.63781867866493, ""81552"": 19.687703749986586}",True
electricity,standard,selected,SHIFT4,32,128,2,B0_MAG,B0_PLAIN,0.1891601232133997,0.1890930825942609,-0.03545376606011175,-0.3505164108585501,0.2950758511700534,-6.704061913879935e-05,-0.0006802404139351104,0.0005432661790276449,"{""81551"": -0.12483170476293992, ""81552"": 0.05409996831817754}",True
electricity,standard,selected,SHIFT4,32,128,2,B0_MAG,B0,0.1891601232133997,0.1913074833711303,1.1224653212152602,0.8158143154021289,1.4594688643599791,0.00214736015773061,0.0016445643601655387,0.002645740411678961,"{""81551"": 1.5379576857472044, ""81552"": 0.7018690058882671}",True
electricity,standard,selected,SHIFT4,32,128,2,F0_PLAIN,F0,0.2067302547379756,0.2650688531778308,22.008847037458867,18.641477109373376,25.584737431568364,0.058338598439855165,0.04978079032075438,0.06714449801869629,"{""81551"": 22.0570282564156, ""81552"": 21.96066581850212}",True
electricity,standard,selected,SHIFT4,32,128,2,B0_PLAIN,B0,0.1890930825942609,0.1913074833711303,1.157508706846322,0.8068470083802274,1.5723449272785166,0.002214400776869409,0.0015566305334838145,0.0029256204933463224,"{""81551"": 1.6607162900539985, ""81552"": 0.648119670106273}",True
electricity,standard,selected,SHIFT4,32,128,2,F0_MAG,B0_MAG,0.21162365325803306,0.1891601232133997,-11.875404637631416,-16.153960214249608,-7.974995201613249,-0.022463530044633355,-0.030212620612236132,-0.015555387077777387,"{""81551"": -11.001380728600886, ""81552"": -12.75271547657615}",True
electricity,standard,selected,SHIFT8,32,128,2,F0_MAG,F0_PLAIN,0.24635176026602373,0.23428975211124117,-5.148329385339689,-7.251597713091715,-3.2600460254193346,-0.01206200815478257,-0.016815465178317255,-0.007625973532869206,"{""81551"": -5.367607426024246, ""81552"": -4.93353814040296}",True
electricity,standard,selected,SHIFT8,32,128,2,F0_MAG,F0,0.24635176026602373,0.32122629776803974,23.308968793110317,20.04477083545361,26.727534154829048,0.07487453750201599,0.06487399848687014,0.08477878556897835,"{""81551"": 23.94341288474877, ""81552"": 22.674524701471853}",True
electricity,standard,selected,SHIFT8,32,128,2,B0_MAG,B0_PLAIN,0.20142407913574514,0.20440405615988777,1.4578854647637973,1.045113207066923,1.9028938931837767,0.00297997702414264,0.002151897615009044,0.0038135936565040123,"{""81551"": 0.2879750399792158, ""81552"": 2.596793224071292}",True
electricity,standard,selected,SHIFT8,32,128,2,B0_MAG,B0,0.20142407913574514,0.21003227646690215,4.098511655428128,3.3378715155730556,4.96801399587451,0.008608197331157027,0.0072484087610523995,0.01005362881940808,"{""81551"": 3.4817349371046413, ""81552"": 4.705383589272472}",True
electricity,standard,selected,SHIFT8,32,128,2,F0_PLAIN,F0,0.23428975211124117,0.32122629776803974,27.063956550523827,23.55548221787707,30.574100634373323,0.08693654565679856,0.07593098333497843,0.09793632873070399,"{""81551"": 27.817866445673545, ""81552"": 26.31004665537411}",True
electricity,standard,selected,SHIFT8,32,128,2,B0_PLAIN,B0,0.20440405615988777,0.21003227646690215,2.6796930460834645,2.0848209885508324,3.3702302594335847,0.005628220307014387,0.004561593394561128,0.006746924369368092,"{""81551"": 3.2029836906892206, ""81552"": 2.164805898076727}",True
electricity,standard,selected,SHIFT8,32,128,2,F0_MAG,B0_MAG,0.24635176026602373,0.20142407913574514,-22.305019997137787,-28.516734593677263,-17.03595810619104,-0.04492768113027862,-0.056062159807176604,-0.03519097040341193,"{""81551"": -21.50161956442833, ""81552"": -23.105669213616498}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,F0_MAG,F0_PLAIN,0.21791328367270207,0.21036154162145976,-3.589887197552244,-5.692044281164788,-1.7992531166324905,-0.0075517420512423135,-0.012200807873849345,-0.00359765400179082,"{""81551"": -2.864113229910026, ""81552"": -4.315247749583362}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,F0_MAG,F0,0.21791328367270207,0.2853536832246022,23.633968480728427,20.112304740190442,27.38265955344178,0.06744039955190012,0.05937205547952727,0.07590012255377294,"{""81551"": 24.190609604765413, ""81552"": 23.077327356691445}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,B0_MAG,B0_PLAIN,0.19351993067575074,0.19354566144187224,0.013294416382059193,-0.23749375252790306,0.27451511401681095,2.5730766121465597e-05,-0.00046495157657954557,0.0005230768078761098,"{""81551"": -0.06956011011405305, ""81552"": 0.0971323330596574}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,B0_MAG,B0,0.19351993067575074,0.19622145590940773,1.3767736158803334,1.0888811623083245,1.6977232491499041,0.002701525233656967,0.0021773582977243984,0.0032701600346239507,"{""81551"": 1.8344883095359643, ""81552"": 0.9084773489094533}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,F0_PLAIN,F0,0.21036154162145976,0.2853536832246022,26.28041830604865,22.755875229237088,29.771802073900954,0.07499214160314244,0.06632008867202335,0.08366597279733867,"{""81551"": 26.30142037408696, ""81552"": 26.259416238010346}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,B0_PLAIN,B0,0.19354566144187224,0.19622145590940773,1.363660490201879,1.0499309974799076,1.6840669345223365,0.002675794467535501,0.0020516088071814214,0.00330095521870719,"{""81551"": 1.9027248821268494, ""81552"": 0.8121338604159867}",True
electricity,standard,selected,SHIFT_POINT,32,128,2,F0_MAG,B0_MAG,0.21791328367270207,0.19351993067575074,-12.605085642482594,-16.808009481393327,-8.6770574850399,-0.024393352996951306,-0.033169631617848236,-0.016811728800855345,"{""81551"": -11.036686743024005, ""81552"": -14.194747680054842}",True
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0_PLAIN,0.4366344985553574,0.4489078712889058,2.734051576843388,1.2209383095677369,4.318667210146705,0.01227337273354841,0.005504737153715241,0.019465383256813344,"{""81551"": 1.4870153628432359, ""81552"": 3.949158349651305}",False
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0,0.4366344985553574,0.5715110118216132,23.599985035521076,22.039132120722595,25.005841925571406,0.13487651326625588,0.12516715922690724,0.14440554949188353,"{""81551"": 23.6239381192634, ""81552"": 23.576031951778774}",False
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0_PLAIN,0.36574965867630893,0.3824713783196589,4.372018559091861,3.914628220875966,4.790644379319761,0.01672171964335,0.015300465419237942,0.01803196608838632,"{""81551"": 3.5167782384316615, ""81552"": 5.194923374658833}",False
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0,0.36574965867630893,0.40302582451783653,9.2490762561241,7.971021285616777,10.494794031118278,0.037276165841527625,0.03200951591760635,0.04237906179467371,"{""81551"": 6.996970817658655, ""81552"": 11.351142544570415}",False
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,F0_PLAIN,F0,0.4489078712889058,0.5715110118216132,21.452454632838425,19.357142726161648,23.268301323930388,0.12260314053270747,0.10890238096106998,0.13566201617951587,"{""81551"": 22.47107103490461, ""81552"": 20.43383823077225}",False
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,B0_PLAIN,B0,0.3824713783196589,0.40302582451783653,5.100032044539116,3.9585912734289725,6.19161160211834,0.020554446198177624,0.01578079729474481,0.02534344404320252,"{""81551"": 3.6070443292485876, ""81552"": 6.493554342285124}",False
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,B0_MAG,0.4366344985553574,0.36574965867630893,-19.380698846196886,-21.73300964059523,-16.784782026436417,-0.07088483987904848,-0.07893357184994905,-0.062071059214574544,"{""81551"": -20.60936901565089, ""81552"": -18.177556663024852}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,F0_PLAIN,6.974360202034086,6.86104491290824,-1.6515748047743584,-1.7986912228884027,-1.509749869035822,-0.11331528912584607,-0.12406665179635201,-0.10244086749031048,"{""81551"": -1.2417535953950676, ""81552"": -2.063137470952503}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,F0,6.974360202034086,6.839169212716374,-1.9767165442601708,-2.275405916069491,-1.6761825429782329,-0.13519098931771173,-0.1537370639088118,-0.11559552197678749,"{""81551"": -1.780918730875758, ""81552"": -2.1725143576445616}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,B0_MAG,B0_PLAIN,7.003444761119022,6.954884817546892,-0.6982134837030696,-0.7144495396299633,-0.6821923527680929,-0.048559943572128575,-0.04977834257760167,-0.04720848452963781,"{""81551"": -0.751520215979351, ""81552"": -0.6445462167625315}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,B0_MAG,B0,7.003444761119022,6.956608365694503,-0.6732648003513475,-0.7210237703955591,-0.6215668897658133,-0.046836395424517716,-0.05053602321098684,-0.04309337255868491,"{""81551"": -0.06077646560429528, ""81552"": -1.2981847596511775}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,F0_PLAIN,F0,6.86104491290824,6.839169212716374,-0.31985902836255686,-0.7163170036213284,0.08528516304491252,-0.021875700191865674,-0.04842171042259641,0.005939109014400831,"{""81551"": -0.532552150010579, ""81552"": -0.10716590671453474}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,B0_PLAIN,B0,6.954884817546892,6.956608365694503,0.02477569610085384,-0.017324348700603065,0.06548868788972648,0.0017235481476108594,-0.0011993486232834548,0.004588785348640986,"{""81551"": 0.6855913924617041, ""81552"": -0.6494525212333624}",False
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,F0_MAG,B0_MAG,6.974360202034086,7.003444761119022,0.4152893337062369,0.2312996724197372,0.5919175610343846,0.029084559084935194,0.016353323767224332,0.04126427091412361,"{""81551"": 0.9927669134028427, ""81552"": -0.16671190289943016}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,F0_PLAIN,1.1130927419036127,0.8859895304896888,-25.63271952981243,-29.78184435072455,-21.90109111490113,-0.22710321141392398,-0.2527072502702091,-0.2003237896886071,"{""81551"": -20.423708825608667, ""81552"": -31.007288943145618}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,F0,1.1130927419036127,0.9655096795492801,-15.28550831548654,-18.498710480084377,-12.142536289282104,-0.1475830623543326,-0.1773459015796515,-0.11760413821338538,"{""81551"": -12.234151232244162, ""81552"": -18.336865398728918}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0_PLAIN,0.8988153746133499,0.9369748165708583,4.072621940594345,3.8049746643771116,4.334891054093191,0.038159441957508415,0.03548897777871382,0.04068175594533314,"{""81551"": 4.637836614214875, ""81552"": 3.369749931383914}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0,0.8988153746133499,0.9182483895482787,2.1163135330396377,1.743410475624278,2.5199069558073015,0.019433014934928806,0.01614861765828427,0.023098995975259096,"{""81551"": -3.9844806498335217, ""81552"": 8.690748607240451}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,F0_PLAIN,F0,0.8859895304896888,0.9655096795492801,8.23607994243134,6.030202110215851,10.481553808979648,0.07952014905959134,0.059122422687159594,0.09997700507046745,"{""81551"": 6.800618975474504, ""81552"": 9.671540909388165}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,B0_PLAIN,B0,0.9369748165708583,0.9182483895482787,-2.0393639929814578,-2.3478084533510453,-1.7391822054534507,-0.01872642702257961,-0.02175210891054005,-0.01581110740678435,"{""81551"": -9.04165442342897, ""81552"": 5.506555837409255}",False
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,1.1130927419036127,0.8988153746133499,-23.83997574389958,-29.18779343498776,-18.311920618153007,-0.21427736729026287,-0.2609785991150204,-0.16517325920782722,"{""81551"": -9.400760972130428, ""81552"": -41.56020711577286}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,0.5268632992600734,0.4961214630362577,-6.196433437020832,-8.168172551430587,-4.1374811800272875,-0.030741836223815648,-0.0398351616532569,-0.020679108112975245,"{""81551"": -4.287032346187325, ""81552"": -8.128433658229062}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0,0.5268632992600734,0.79122791874142,33.41194278152655,31.240805192688434,35.44624088255702,0.26436461948134665,0.2391871065968308,0.2908691294918458,"{""81551"": 34.22449231654756, ""81552"": 32.59939324650553}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,0.5550041283189964,0.6095586589635313,8.949840977945788,8.342663128795335,9.542803115662425,0.05455453064453507,0.05099430244083219,0.05786670078892472,"{""81551"": 7.722801011670388, ""81552"": 10.15922871594811}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0,0.5550041283189964,0.6519150821998663,14.865579356416635,13.994033448187636,15.659103361964457,0.09691095388086997,0.09102660381806663,0.10265146363724925,"{""81551"": 4.09114817955315, ""81552"": 23.558983993668946}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,F0_PLAIN,F0,0.4961214630362577,0.79122791874142,37.2972753760482,35.090485492048614,39.15231815534462,0.2951064557051623,0.27039104376261375,0.32049503681511166,"{""81551"": 36.92839253004485, ""81552"": 37.66615822205155}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,B0_PLAIN,B0,0.6095586589635313,0.6519150821998663,6.497230144362442,5.890405214589271,7.0539216676509975,0.04235642323633489,0.03784735560831327,0.04647283760015881,"{""81551"": -3.9355906680441644, ""81552"": 14.915004720244973}",False
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,B0_MAG,0.5268632992600734,0.5550041283189964,5.070381934663493,2.105701014129751,8.018186625600793,0.028140829058923,0.011450919110902043,0.044653163332426284,"{""81551"": 6.800436963810852, ""81552"": 3.3189724333514414}",False
