panel,kind,stage,condition,block_count,origin_count,seed_count,term,nmae_difference,ci_low,ci_high
electricity,standard,fixed1024,SHIFT4,32,128,2,second_stage_interaction_mag,-0.05127488923275056,-0.06013804030305448,-0.04297131247092023
electricity,standard,fixed1024,SHIFT4,32,128,2,mag_rule_interaction,0.006683112379139815,0.004339324993086992,0.009412346404517873
electricity,standard,fixed1024,SHIFT8,32,128,2,plain_gain_F0,0.08428014815279078,0.07296547196016419,0.0957297684360395
electricity,standard,fixed1024,SHIFT8,32,128,2,plain_gain_B0,0.003472377385444431,0.002322118656694283,0.004672524910650143
electricity,standard,fixed1024,SHIFT8,32,128,2,mag_gain_F0,0.07487453750201599,0.06487399848687014,0.08477878556897835
electricity,standard,fixed1024,SHIFT8,32,128,2,mag_gain_B0,0.0074595930545226456,0.006262673472012071,0.008722834072442393
electricity,standard,fixed1024,SHIFT8,32,128,2,mag_specific_F0,-0.009405610650774793,-0.015510329166104614,-0.0035443914143212904
electricity,standard,fixed1024,SHIFT8,32,128,2,mag_specific_B0,0.0039872156690782135,0.003126097012191162,0.00486923824340992
electricity,standard,fixed1024,SHIFT8,32,128,2,second_stage_interaction_mag,-0.06741494444749335,-0.0769182036765718,-0.05767127495329436
electricity,standard,fixed1024,SHIFT8,32,128,2,mag_rule_interaction,0.013392826319853005,0.007924783114245765,0.019225053221098826
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,plain_gain_F0,0.07691172208302344,0.06810192171447794,0.08586073481889263
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,plain_gain_B0,0.0020640719953945313,0.0012589142822610933,0.0028389774881296885
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,mag_gain_F0,0.06744039955190012,0.05937205547952727,0.07590012255377294
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,mag_gain_B0,0.0024487738670421954,0.0019509608582417087,0.002970879460619116
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,mag_specific_F0,-0.009471322531123327,-0.014996272331152902,-0.0052176724815340535
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,mag_specific_B0,0.0003847018716476644,-0.000260960418842954,0.0010311235615729733
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,second_stage_interaction_mag,-0.06499162568485792,-0.07343768689648687,-0.05683468795403579
electricity,standard,fixed1024,SHIFT_POINT,32,128,2,mag_rule_interaction,0.009856024402770992,0.0055961710690772045,0.015256440533685483
electricity,standard,selected,BURST16,32,128,2,plain_gain_F0,-0.0036244626944569418,-0.008426156319522251,0.0022957154685483996
electricity,standard,selected,BURST16,32,128,2,plain_gain_B0,-0.0009224548202666163,-0.0014819919755607004,-0.0004108408269727044
electricity,standard,selected,BURST16,32,128,2,mag_gain_F0,-0.007003427068799287,-0.011921823724366495,-0.0017102886916490877
electricity,standard,selected,BURST16,32,128,2,mag_gain_B0,-0.0008917632226498462,-0.0014996365205329765,-0.00036375161975014524
electricity,standard,selected,BURST16,32,128,2,mag_specific_F0,-0.0033789643743423444,-0.005692220731366229,-0.0014292366866841444
electricity,standard,selected,BURST16,32,128,2,mag_specific_B0,3.06915976167701e-05,-0.0003873197990846468,0.000480766986680722
electricity,standard,selected,BURST16,32,128,2,second_stage_interaction_mag,0.00611166384614944,0.0009604890602954839,0.010967731484939642
electricity,standard,selected,BURST16,32,128,2,mag_rule_interaction,0.003409655971959115,0.0012482237139528974,0.0058244293353361615
electricity,standard,selected,BURST4,32,128,2,plain_gain_F0,0.0011677569647374191,-0.002355289771959544,0.006185748224775448
electricity,standard,selected,BURST4,32,128,2,plain_gain_B0,-0.0002932920172666496,-0.0006611592130964789,3.0176435513003282e-05
electricity,standard,selected,BURST4,32,128,2,mag_gain_F0,-0.00025855768164068235,-0.003459473492842787,0.004213743562107667
electricity,standard,selected,BURST4,32,128,2,mag_gain_B0,-0.0005961787675889858,-0.0010470254587159656,-0.00018330302231704042
electricity,standard,selected,BURST4,32,128,2,mag_specific_F0,-0.0014263146463781022,-0.003068450108001812,-0.00015573834016411212
electricity,standard,selected,BURST4,32,128,2,mag_specific_B0,-0.0003028867503223362,-0.0005368810572305882,-5.8151946885853e-05
electricity,standard,selected,BURST4,32,128,2,second_stage_interaction_mag,-0.0003376210859483029,-0.004892527763962677,0.0030185186487047743
electricity,standard,selected,BURST4,32,128,2,mag_rule_interaction,0.0011234278960557658,-0.00011371075964884247,0.0027980394803078248
electricity,standard,selected,BURST8,32,128,2,plain_gain_F0,-0.00099260130197953,-0.004187087223001334,0.0028931368396205477
electricity,standard,selected,BURST8,32,128,2,plain_gain_B0,-0.00040239120226726684,-0.0007151655940742707,-7.749544652643356e-05
electricity,standard,selected,BURST8,32,128,2,mag_gain_F0,-0.00222281145016745,-0.004816214398380313,0.0006951061899751329
electricity,standard,selected,BURST8,32,128,2,mag_gain_B0,-0.0006446834692524037,-0.001043196264201431,-0.00023062716241836607
electricity,standard,selected,BURST8,32,128,2,mag_specific_F0,-0.00123021014818792,-0.002721642869462809,0.00022090326177901786
electricity,standard,selected,BURST8,32,128,2,mag_specific_B0,-0.00024229226698513687,-0.0005092251826295313,3.2030357990332274e-05
electricity,standard,selected,BURST8,32,128,2,second_stage_interaction_mag,0.0015781279809150462,-0.0013861315174434456,0.004188330742405353
electricity,standard,selected,BURST8,32,128,2,mag_rule_interaction,0.0009879178812027833,-0.00043009917431480345,0.0024844387892674095
electricity,standard,selected,FAULT,32,128,2,plain_gain_F0,0.00018223551993964894,-0.0031078461035947288,0.004599514341338891
electricity,standard,selected,FAULT,32,128,2,plain_gain_B0,-0.00036239936094562626,-0.0007086305505502479,-4.9715629277684595e-05
electricity,standard,selected,FAULT,32,128,2,mag_gain_F0,-0.0016615619127299595,-0.004442286322091867,0.0022450515566237524
electricity,standard,selected,FAULT,32,128,2,mag_gain_B0,-0.0005577733640528129,-0.0009721493170557979,-0.0001652473591752032
electricity,standard,selected,FAULT,32,128,2,mag_specific_F0,-0.001843797432669608,-0.0034611959691482615,-0.0005311686409058184
electricity,standard,selected,FAULT,32,128,2,mag_specific_B0,-0.0001953740031071866,-0.0004478006019129751,4.143284838101658e-05
electricity,standard,selected,FAULT,32,128,2,second_stage_interaction_mag,0.0011037885486771463,-0.00292998451735293,0.003975011283948322
electricity,standard,selected,FAULT,32,128,2,mag_rule_interaction,0.0016484234295624212,0.0003043114139933091,0.003303037188992854
electricity,standard,selected,POINT16,32,128,2,plain_gain_F0,0.0008691806517864353,-0.002130916494186088,0.004950939698375152
electricity,standard,selected,POINT16,32,128,2,plain_gain_B0,-0.00031264654558355194,-0.0007775067626138053,5.450785476401204e-05
electricity,standard,selected,POINT16,32,128,2,mag_gain_F0,-0.0014584121808870587,-0.005192925345360597,0.0026907630950494575
electricity,standard,selected,POINT16,32,128,2,mag_gain_B0,-0.00045030245629100257,-0.0009019205511522731,-1.921175590585388e-05
electricity,standard,selected,POINT16,32,128,2,mag_specific_F0,-0.002327592832673494,-0.004525112285105701,-0.00053485196149385
electricity,standard,selected,POINT16,32,128,2,mag_specific_B0,-0.00013765591070745062,-0.0004197222045094292,0.000151739388142925
electricity,standard,selected,POINT16,32,128,2,second_stage_interaction_mag,0.0010081097245960556,-0.003146309126904547,0.004946284761755884
electricity,standard,selected,POINT16,32,128,2,mag_rule_interaction,0.002189936921966043,0.0002869472177693761,0.004573701359342395
electricity,standard,selected,POINT4,32,128,2,plain_gain_F0,0.0017842673304933993,-0.0014937974889460295,0.006363044103723122
electricity,standard,selected,POINT4,32,128,2,plain_gain_B0,-0.00010640277424623127,-0.00039007124590030655,0.00017551287634775086
electricity,standard,selected,POINT4,32,128,2,mag_gain_F0,0.0005525123619989388,-0.002171568005126089,0.004643569103637238
electricity,standard,selected,POINT4,32,128,2,mag_gain_B0,-0.0003511398501489847,-0.0007120813690255716,1.733647956666846e-05
electricity,standard,selected,POINT4,32,128,2,mag_specific_F0,-0.0012317549684944611,-0.0027577766044701454,-5.2635780346905956e-05
electricity,standard,selected,POINT4,32,128,2,mag_specific_B0,-0.00024473707590275345,-0.00046444963251036404,-1.679329088477287e-05
electricity,standard,selected,POINT4,32,128,2,second_stage_interaction_mag,-0.0009036522121479233,-0.005122417245684755,0.001926942683396911
electricity,standard,selected,POINT4,32,128,2,mag_rule_interaction,0.0009870178925917078,-0.0001526059035703663,0.0025026423974542134
electricity,standard,selected,POINT8,32,128,2,plain_gain_F0,0.001889272169057093,-0.0014631496627958585,0.006559282985334219
electricity,standard,selected,POINT8,32,128,2,plain_gain_B0,-0.00013720880604345918,-0.0004664726566732941,0.00017814936142220453
electricity,standard,selected,POINT8,32,128,2,mag_gain_F0,0.00042132454311575923,-0.002305653081946801,0.004617211577521378
electricity,standard,selected,POINT8,32,128,2,mag_gain_B0,-0.00041257241838566405,-0.0008321671043203608,-4.053392249112026e-06
electricity,standard,selected,POINT8,32,128,2,mag_specific_F0,-0.0014679476259413335,-0.0031710519649017664,-0.00014380830316638397
electricity,standard,selected,POINT8,32,128,2,mag_specific_B0,-0.00027536361234220487,-0.0005120053554807956,-3.545513709309065e-05
electricity,standard,selected,POINT8,32,128,2,second_stage_interaction_mag,-0.0008338969615014239,-0.005205958011102407,0.001997450880267556
electricity,standard,selected,POINT8,32,128,2,mag_rule_interaction,0.0011925840135991288,-0.00011608520505159587,0.00289410825667074
electricity,standard,selected,REFERENCE,32,128,2,plain_gain_F0,0.002022257454309887,-0.0012605413617528297,0.006703857117436117
electricity,standard,selected,REFERENCE,32,128,2,plain_gain_B0,-9.019669063165577e-05,-0.00041071705673455727,0.00021147423532009974
electricity,standard,selected,REFERENCE,32,128,2,mag_gain_F0,0.0007025999955042157,-0.0021323929030605273,0.004914868981482358
electricity,standard,selected,REFERENCE,32,128,2,mag_gain_B0,-0.0003655610063112415,-0.0007783218513324107,2.6522797645686935e-05
electricity,standard,selected,REFERENCE,32,128,2,mag_specific_F0,-0.001319657458805671,-0.002921171680080539,-7.00874552003529e-05
electricity,standard,selected,REFERENCE,32,128,2,mag_specific_B0,-0.0002753643156795857,-0.0004980726290297014,-4.9522461076180455e-05
electricity,standard,selected,REFERENCE,32,128,2,second_stage_interaction_mag,-0.0010681610018154577,-0.005341389394388102,0.001967791890955997
electricity,standard,selected,REFERENCE,32,128,2,mag_rule_interaction,0.0010442931431260856,-0.00014182000130255195,0.0026053659417271287
electricity,standard,selected,SHIFT4,32,128,2,plain_gain_F0,0.058338598439855165,0.04978079032075438,0.06714449801869629
electricity,standard,selected,SHIFT4,32,128,2,plain_gain_B0,0.002214400776869409,0.0015566305334838145,0.0029256204933463224
electricity,standard,selected,SHIFT4,32,128,2,mag_gain_F0,0.05344519991979774,0.04518572375296049,0.06216818073113464
electricity,standard,selected,SHIFT4,32,128,2,mag_gain_B0,0.00214736015773061,0.0016445643601655387,0.002645740411678961
electricity,standard,selected,SHIFT4,32,128,2,mag_specific_F0,-0.004893398520057433,-0.0077426723067335205,-0.00262901305078629
electricity,standard,selected,SHIFT4,32,128,2,mag_specific_B0,-6.704061913879935e-05,-0.0006802404139351104,0.0005432661790276449
electricity,standard,selected,SHIFT4,32,128,2,second_stage_interaction_mag,-0.051297839762067116,-0.06010534206127372,-0.04308159966140434
electricity,standard,selected,SHIFT4,32,128,2,mag_rule_interaction,0.004826357900918634,0.0025983302860087647,0.007578133936424992
electricity,standard,selected,SHIFT8,32,128,2,plain_gain_F0,0.08693654565679856,0.07593098333497843,0.09793632873070399
electricity,standard,selected,SHIFT8,32,128,2,plain_gain_B0,0.005628220307014387,0.004561593394561128,0.006746924369368092
electricity,standard,selected,SHIFT8,32,128,2,mag_gain_F0,0.07487453750201599,0.06487399848687014,0.08477878556897835
electricity,standard,selected,SHIFT8,32,128,2,mag_gain_B0,0.008608197331157027,0.0072484087610523995,0.01005362881940808
electricity,standard,selected,SHIFT8,32,128,2,mag_specific_F0,-0.01206200815478257,-0.016815465178317255,-0.007625973532869206
electricity,standard,selected,SHIFT8,32,128,2,mag_specific_B0,0.00297997702414264,0.002151897615009044,0.0038135936565040123
electricity,standard,selected,SHIFT8,32,128,2,second_stage_interaction_mag,-0.06626634017085897,-0.07568964056453474,-0.056661585977978865
electricity,standard,selected,SHIFT8,32,128,2,mag_rule_interaction,0.015041985178925212,0.010841206959814142,0.019538693209414204
electricity,standard,selected,SHIFT_POINT,32,128,2,plain_gain_F0,0.07499214160314244,0.06632008867202335,0.08366597279733867
electricity,standard,selected,SHIFT_POINT,32,128,2,plain_gain_B0,0.002675794467535501,0.0020516088071814214,0.00330095521870719
electricity,standard,selected,SHIFT_POINT,32,128,2,mag_gain_F0,0.06744039955190012,0.05937205547952727,0.07590012255377294
electricity,standard,selected,SHIFT_POINT,32,128,2,mag_gain_B0,0.002701525233656967,0.0021773582977243984,0.0032701600346239507
electricity,standard,selected,SHIFT_POINT,32,128,2,mag_specific_F0,-0.0075517420512423135,-0.012200807873849345,-0.00359765400179082
electricity,standard,selected,SHIFT_POINT,32,128,2,mag_specific_B0,2.5730766121465597e-05,-0.00046495157657954557,0.0005230768078761098
electricity,standard,selected,SHIFT_POINT,32,128,2,second_stage_interaction_mag,-0.06473887431824314,-0.07310100413468841,-0.056727457068407545
electricity,standard,selected,SHIFT_POINT,32,128,2,mag_rule_interaction,0.007577472817363779,0.003524120422693524,0.012427415574799624
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,plain_gain_F0,0.12260314053270747,0.10890238096106998,0.13566201617951587
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,plain_gain_B0,0.020554446198177624,0.01578079729474481,0.02534344404320252
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,mag_gain_F0,0.13487651326625588,0.12516715922690724,0.14440554949188353
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,mag_gain_B0,0.037276165841527625,0.03200951591760635,0.04237906179467371
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,mag_specific_F0,0.01227337273354841,0.005504737153715241,0.019465383256813344
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,mag_specific_B0,0.01672171964335,0.015300465419237942,0.01803196608838632
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,second_stage_interaction_mag,-0.09760034742472826,-0.10674287690704554,-0.08856547503606196
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,32,64,2,mag_rule_interaction,0.004448346909801593,-0.002435357710349973,0.01107679052575684
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,plain_gain_F0,-0.021875700191865674,-0.04842171042259641,0.005939109014400831
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,plain_gain_B0,0.0017235481476108594,-0.0011993486232834548,0.004588785348640986
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,mag_gain_F0,-0.13519098931771173,-0.1537370639088118,-0.11559552197678749
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,mag_gain_B0,-0.046836395424517716,-0.05053602321098684,-0.04309337255868491
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,mag_specific_F0,-0.11331528912584607,-0.12406665179635201,-0.10244086749031048
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,mag_specific_B0,-0.048559943572128575,-0.04977834257760167,-0.04720848452963781
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,second_stage_interaction_mag,0.08835459389319403,0.07110043223546056,0.10574886804064713
electricity_transfer,shape,fixed1024,PULSE8_D32,32,64,2,mag_rule_interaction,0.0647553455537175,0.05395096259228275,0.07563820784629184
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,plain_gain_F0,0.07952014905959134,0.059122422687159594,0.09997700507046745
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,plain_gain_B0,-0.01872642702257961,-0.02175210891054005,-0.01581110740678435
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,mag_gain_F0,-0.1475830623543326,-0.1773459015796515,-0.11760413821338538
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,mag_gain_B0,0.019433014934928806,0.01614861765828427,0.023098995975259096
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,mag_specific_F0,-0.22710321141392398,-0.2527072502702091,-0.2003237896886071
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,mag_specific_B0,0.038159441957508415,0.03548897777871382,0.04068175594533314
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,second_stage_interaction_mag,0.16701607728926143,0.13784114719483917,0.19675893247180692
electricity_transfer,shape,fixed1024,RAMP8_D32,32,64,2,mag_rule_interaction,0.2652626533714324,0.23801342702743597,0.2902509023303275
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,plain_gain_F0,0.2951064557051623,0.27039104376261375,0.32049503681511166
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,plain_gain_B0,0.04235642323633489,0.03784735560831327,0.04647283760015881
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,mag_gain_F0,0.26436461948134665,0.2391871065968308,0.2908691294918458
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,mag_gain_B0,0.09691095388086997,0.09102660381806663,0.10265146363724925
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,mag_specific_F0,-0.030741836223815648,-0.0398351616532569,-0.020679108112975245
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,mag_specific_B0,0.05455453064453507,0.05099430244083219,0.05786670078892472
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,second_stage_interaction_mag,-0.1674536656004767,-0.1935010452811496,-0.14307647521394193
electricity_transfer,shape,fixed1024,STEP12_D17,32,64,2,mag_rule_interaction,0.08529636686835072,0.07525652703696094,0.09453533432382225
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,plain_gain_F0,0.04048719349111866,0.028381873892652742,0.05260117815877384
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,plain_gain_B0,0.0076045203037477345,0.0053382298055185415,0.009667405690411973
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,mag_gain_F0,0.04982834059645938,0.04181326896214279,0.05811566725682098
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,mag_gain_B0,0.0020142127185004428,-0.0016871241824447038,0.0058741378812615565
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,mag_specific_F0,0.009341147105340727,0.0002350351092637788,0.01925148345028162
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,mag_specific_B0,-0.005590307585247292,-0.00829144621903896,-0.002815136194547046
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,second_stage_interaction_mag,-0.04781412787795894,-0.0559055440783864,-0.039149031053461056
electricity_transfer,shape,fixed1024,STEP12_D63,32,64,2,mag_rule_interaction,-0.01493145469058802,-0.026547151302573988,-0.0038973787527399736
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,plain_gain_F0,0.17324772026882762,0.15442467015540237,0.19248711364446125
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,plain_gain_B0,0.01278061710160798,0.010650379109481538,0.014838165593376928
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,mag_gain_F0,0.15552523123284062,0.13721086462249538,0.1750241479859508
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,mag_gain_B0,0.034339518021019394,0.03131665151650853,0.03726261039197287
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,mag_specific_F0,-0.017722489035986996,-0.026066141556915827,-0.009386858388539355
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,mag_specific_B0,0.021558900919411414,0.019794817756486786,0.023209726467687368
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,second_stage_interaction_mag,-0.12118571321182123,-0.14101464170880978,-0.10297916800198353
electricity_transfer,shape,fixed1024,STEP6_D17,32,64,2,mag_rule_interaction,0.03928138995539841,0.03136981846414669,0.046865568571624064
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,plain_gain_F0,0.03982366130218644,0.03151688214700491,0.048587664530441096
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,plain_gain_B0,0.008420315792759779,0.007514358066403064,0.009344076558477405
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,mag_gain_F0,0.04087679456721653,0.03356414745440451,0.048317614536692734
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,mag_gain_B0,0.0032689927182774194,0.0015907631595965253,0.005115113482137485
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,mag_specific_F0,0.0010531332650300842,-0.0033093525561554665,0.00554017600333375
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,mag_specific_B0,-0.005151323074482361,-0.006385134002655476,-0.0037987881675785456
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,second_stage_interaction_mag,-0.03760780184893911,-0.04515385450833079,-0.03043169439707564
electricity_transfer,shape,fixed1024,STEP6_D63,32,64,2,mag_rule_interaction,-0.006204456339512445,-0.011207289348868492,-0.001457797931430596
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,plain_gain_F0,0.1329636399362587,0.11871466730579368,0.14668505522560285
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,plain_gain_B0,0.01718778752304108,0.013053188377965272,0.021295094569056712
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,mag_gain_F0,0.1345536768224188,0.12443495485947863,0.14408531163330218
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,mag_gain_B0,0.03046961562807097,0.025321140315469236,0.03549699561324214
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,mag_specific_F0,0.0015900368861600823,-0.005167018264016985,0.008837181546930114
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,mag_specific_B0,0.013281828105029895,0.011526676976519112,0.014961607267111484
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,second_stage_interaction_mag,-0.10408406119434785,-0.11284138344421922,-0.09493867515903287
electricity_transfer,shape,fixed1024,STEP8_D31,32,64,2,mag_rule_interaction,0.011691791218869813,0.004048219381241996,0.018892329724343303
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,plain_gain_F0,0.07307480457281193,0.05774215560915171,0.08918526620433356
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,plain_gain_B0,0.01913728396389103,0.014830007340850583,0.023213320891674796
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,mag_gain_F0,0.1162086852491423,0.1050759228059769,0.12708896932959554
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,mag_gain_B0,0.03773127436022762,0.032921553233299435,0.042397269245516345
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,mag_specific_F0,0.04313388067633036,0.0352903257542947,0.05131048682998121
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,mag_specific_B0,0.018593990396336593,0.017140105699605807,0.019914498833468203
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,second_stage_interaction_mag,-0.07847741088891468,-0.0900023510705166,-0.06773896387001402
electricity_transfer,shape,fixed1024,STEP8_D33,32,64,2,mag_rule_interaction,-0.024539890279993766,-0.032595783496646595,-0.016839858802511248
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,plain_gain_F0,0.15128643464237349,0.1386897698680139,0.1631041689351756
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,plain_gain_B0,0.025149344952104885,0.020901112515969197,0.02935629748227866
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_gain_F0,0.13487651326625588,0.12516715922690724,0.14440554949188353
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_gain_B0,0.03878499234192421,0.03368209298972393,0.04375979148143878
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_specific_F0,-0.016409921376117607,-0.02135372533361088,-0.011246871933407536
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_specific_B0,0.013635647389819325,0.012153621087912347,0.015082458880517303
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,second_stage_interaction_mag,-0.09609152092433168,-0.10528634250402223,-0.08699172976919625
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_rule_interaction,0.030045568765936934,0.024390134106222577,0.03550160332697969
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,plain_gain_F0,-0.111909970836722,-0.13516561180386705,-0.08736484339483
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,plain_gain_B0,-0.023807296295397823,-0.026629679034334948,-0.0210733965411435
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,mag_gain_F0,-0.13519098931771173,-0.1537370639088118,-0.11559552197678749
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,mag_gain_B0,-0.07123304183278452,-0.07444015979504447,-0.06793791774818614
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,mag_specific_F0,-0.02328101848098975,-0.030752815979118876,-0.015897890958459063
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,mag_specific_B0,-0.047425745537386696,-0.04873349218816381,-0.046137752224294004
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,second_stage_interaction_mag,0.06395794748492722,0.0456915986454928,0.0820358389990953
electricity_transfer,shape,selected,PULSE8_D32,32,64,2,mag_rule_interaction,-0.024144727056396947,-0.031314441733565346,-0.01690055657360961
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,plain_gain_F0,0.06343454451760897,0.04262109554734238,0.08396687796065282
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,plain_gain_B0,-0.004321174060638318,-0.006915585972054812,-0.0017826282569554362
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,mag_gain_F0,-0.1475830623543326,-0.1773459015796515,-0.11760413821338538
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,mag_gain_B0,0.030387688682519502,0.02746798564998935,0.03358063073686738
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,mag_specific_F0,-0.2110176068719416,-0.22984971972232568,-0.19166718287600953
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,mag_specific_B0,0.03470886274315782,0.032613702775952054,0.036748816064572726
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,second_stage_interaction_mag,0.17797075103685212,0.14854667413519665,0.2077744984284548
electricity_transfer,shape,selected,RAMP8_D32,32,64,2,mag_rule_interaction,0.24572646961509942,0.2254926632704332,0.26460031062368256
electricity_transfer,shape,selected,STEP12_D17,32,64,2,plain_gain_F0,0.286368880095911,0.258104367961572,0.31505579629443964
electricity_transfer,shape,selected,STEP12_D17,32,64,2,plain_gain_B0,0.05482314522363446,0.050308905795247376,0.05896100530989388
electricity_transfer,shape,selected,STEP12_D17,32,64,2,mag_gain_F0,0.26436461948134665,0.2391871065968308,0.2908691294918458
electricity_transfer,shape,selected,STEP12_D17,32,64,2,mag_gain_B0,0.09554201306577259,0.08967908084819955,0.10106453862933867
electricity_transfer,shape,selected,STEP12_D17,32,64,2,mag_specific_F0,-0.02200426061456437,-0.03190847781594707,-0.011617667507745181
electricity_transfer,shape,selected,STEP12_D17,32,64,2,mag_specific_B0,0.04071886784213813,0.03774913738188309,0.04348584818715136
electricity_transfer,shape,selected,STEP12_D17,32,64,2,second_stage_interaction_mag,-0.16882260641557406,-0.19448080675902307,-0.14470203706890197
electricity_transfer,shape,selected,STEP12_D17,32,64,2,mag_rule_interaction,0.0627231284567025,0.051125560581475854,0.07376937574786564
electricity_transfer,shape,selected,STEP12_D63,32,64,2,plain_gain_F0,0.08259051304688705,0.07227474037983189,0.09342409606607152
