source,arm,train_seconds,validation_seconds,peak_allocated_GiB
electricity,ANCHOR,88.66138748874073,5.083700422983384,0.5034208297729492
electricity,IDEAL,85.54944591224194,4.910171416006051,0.5038785934448242
electricity,SHUFFLE,86.2054790094844,4.918066106009064,0.5034208297729492
electricity,TRP,89.30094834481133,5.165429459448205,0.5038785934448242
ettm1,ANCHOR,87.44285623496398,4.993732240487589,0.5038785934448242
ettm1,IDEAL,87.21801781011163,4.966982632962754,0.5038785934448242
ettm1,SHUFFLE,87.17731830151752,5.001418350409949,0.5038785934448242
ettm1,TRP,87.23624394947547,4.994887736014789,0.5038785934448242
