panel,stage,arm,seed,condition,checkpoint_step,absolute_correction_nmae,response_distortion_from_B0,ideal_response_error,B0_ideal_response_error,mean_response_to_true_shift_ratio
electricity_transfer,fixed1024,SHUFFLE,81551,SHIFT4,1024,0.00046570230935292416,0.00046225184519387756,0.19084418239757867,0.1908625361211774,0.9917089314047063
electricity_transfer,fixed1024,SHUFFLE,81551,SHIFT8,1024,0.0008633162389795208,0.0008631979458008325,0.257205751933718,0.2569809797716983,0.9877772067437272
electricity_transfer,fixed1024,SHUFFLE,81551,SHIFT_POINT,1024,0.00045922248319677867,0.00045619382162606696,,,
electricity_transfer,selected,SHUFFLE,81551,REFERENCE,768,0.00011340883618307906,0.0,,,
electricity_transfer,selected,SHUFFLE,81551,SHIFT4,768,0.0007565805631141809,0.000684140715031206,0.19082488594935498,0.1908625361211774,0.9919824097639114
electricity_transfer,selected,SHUFFLE,81551,SHIFT8,768,0.001708736651668226,0.0016350430770214154,0.2563890477701106,0.2569809797716983,0.9880853965678111
electricity_transfer,selected,SHUFFLE,81551,SHIFT_POINT,768,0.0007594636967938636,0.0006841536231673389,,,
electricity_transfer,fixed1024,SHUFFLE,81552,REFERENCE,1024,0.00021839537748860437,0.0,,,
electricity_transfer,fixed1024,SHUFFLE,81552,SHIFT4,1024,0.0028825363696280046,0.0028759545999342898,0.18284677190813622,0.18352666565042586,0.972856071946489
electricity_transfer,fixed1024,SHUFFLE,81552,SHIFT8,1024,0.006176452963013573,0.006178710701036315,0.30570998415534156,0.309340235587847,0.9696035153407745
electricity_transfer,fixed1024,SHUFFLE,81552,SHIFT_POINT,1024,0.00291632106690262,0.0029104201302343116,,,
electricity_transfer,selected,SHUFFLE,81552,REFERENCE,1024,0.00021839537748860437,0.0,,,
electricity_transfer,selected,SHUFFLE,81552,SHIFT4,1024,0.0028825363696280046,0.0028759545999342898,0.18284677190813622,0.18352666565042586,0.972856071946489
electricity_transfer,selected,SHUFFLE,81552,SHIFT8,1024,0.006176452963013573,0.006178710701036315,0.30570998415534156,0.309340235587847,0.9696035153407745
electricity_transfer,selected,SHUFFLE,81552,SHIFT_POINT,1024,0.00291632106690262,0.0029104201302343116,,,
electricity_transfer,fixed1024,TRP,81551,REFERENCE,1024,0.0001176361098654718,0.0,,,
electricity_transfer,fixed1024,TRP,81551,SHIFT4,1024,8.879989238189015e-05,0.00010557120456561428,0.19087936368486375,0.1908625361211774,0.9918395984074078
electricity_transfer,fixed1024,TRP,81551,SHIFT8,1024,0.00012007959224419082,0.00015072869567629195,0.2570025918442056,0.2569809797716983,0.9878909932822315
electricity_transfer,fixed1024,TRP,81551,SHIFT_POINT,1024,9.855655717330976e-05,0.00010914698022941684,,,
electricity_transfer,selected,TRP,81551,REFERENCE,768,0.00010390911694455816,0.0,,,
electricity_transfer,selected,TRP,81551,SHIFT4,768,0.00019538519347329006,0.00010954440574457372,0.1908604068361096,0.1908625361211774,0.991830372690267
electricity_transfer,selected,TRP,81551,SHIFT8,768,0.000309561082310056,0.00022146442089057244,0.25695163238859864,0.2569809797716983,0.9878913227247197
electricity_transfer,selected,TRP,81551,SHIFT_POINT,768,0.0002010869657382989,0.0001164443094763791,,,
electricity_transfer,fixed1024,TRP,81552,REFERENCE,1024,6.982452018926256e-05,0.0,,,
electricity_transfer,fixed1024,TRP,81552,SHIFT4,1024,8.935186560552193e-05,7.164968488170188e-05,0.1835179043334697,0.18352666565042586,0.9720494161984998
electricity_transfer,fixed1024,TRP,81552,SHIFT8,1024,0.00010965999673645662,9.614180567839263e-05,0.3093292088005779,0.309340235587847,0.9687340080041715
electricity_transfer,fixed1024,TRP,81552,SHIFT_POINT,1024,9.68776872566221e-05,7.93221402390735e-05,,,
electricity_transfer,selected,TRP,81552,REFERENCE,768,7.372916258764289e-05,0.0,,,
electricity_transfer,selected,TRP,81552,SHIFT4,768,6.686605040912617e-05,6.149469206798817e-05,0.18351681764513603,0.18352666565042586,0.9720643963351543
electricity_transfer,selected,TRP,81552,SHIFT8,768,8.189099678806298e-05,8.040199907318996e-05,0.3093278902241481,0.309340235587847,0.9687430267579302
electricity_transfer,selected,TRP,81552,SHIFT_POINT,768,7.104490032692887e-05,6.786974237661795e-05,,,
ettm1,fixed1024,ANCHOR,81551,REFERENCE,1024,0.0004237381221116074,0.0,,,
ettm1,fixed1024,ANCHOR,81551,SHIFT4,1024,0.0012195907181015639,0.0011528635616376575,0.35099841730730585,0.3509434143872227,0.9778131606496865
ettm1,fixed1024,ANCHOR,81551,SHIFT8,1024,0.0013071665425446785,0.0012792706806331422,0.3537339621576138,0.3536458310695439,0.9917181721757952
ettm1,fixed1024,ANCHOR,81551,SHIFT_POINT,1024,0.0012328488152502952,0.0011778003631652584,,,
ettm1,selected,ANCHOR,81551,REFERENCE,1024,0.0004237381221116074,0.0,,,
ettm1,selected,ANCHOR,81551,SHIFT4,1024,0.0012195907181015639,0.0011528635616376575,0.35099841730730585,0.3509434143872227,0.9778131606496865
ettm1,selected,ANCHOR,81551,SHIFT8,1024,0.0013071665425446785,0.0012792706806331422,0.3537339621576138,0.3536458310695439,0.9917181721757952
ettm1,selected,ANCHOR,81551,SHIFT_POINT,1024,0.0012328488152502952,0.0011778003631652584,,,
ettm1,fixed1024,ANCHOR,81552,REFERENCE,1024,0.0004536064818358923,0.0,,,
ettm1,fixed1024,ANCHOR,81552,SHIFT4,1024,0.0008524173134189723,0.0008488977283483587,0.3632100068839965,0.3631882317974091,0.9612479814966353
ettm1,fixed1024,ANCHOR,81552,SHIFT8,1024,0.0009699343499919243,0.0010178903331720325,0.37271516272667166,0.37263410444152045,0.9749433482427304
ettm1,fixed1024,ANCHOR,81552,SHIFT_POINT,1024,0.00092381277237608,0.0009172852148926514,,,
ettm1,selected,ANCHOR,81552,REFERENCE,512,0.0003960683316062365,0.0,,,
ettm1,selected,ANCHOR,81552,SHIFT4,512,0.0006641782121158623,0.0006998570027894207,0.3632478571458613,0.3631882317974091,0.9612136163181213
ettm1,selected,ANCHOR,81552,SHIFT8,512,0.0007526028488171288,0.0007606405853987318,0.3725868155246272,0.37263410444152045,0.9749417820535471
ettm1,selected,ANCHOR,81552,SHIFT_POINT,512,0.0007793592391594588,0.0008286584669114388,,,
ettm1,fixed1024,B0,81551,REFERENCE,768,0.0,0.0,,,
ettm1,fixed1024,B0,81551,SHIFT4,768,0.0,0.0,0.3509434143872227,0.3509434143872227,0.9779148514925173
ettm1,fixed1024,B0,81551,SHIFT8,768,0.0,0.0,0.3536458310695439,0.3536458310695439,0.9917803440897824
ettm1,fixed1024,B0,81551,SHIFT_POINT,768,0.0,0.0,,,
ettm1,selected,B0,81551,REFERENCE,768,0.0,0.0,,,
ettm1,selected,B0,81551,SHIFT4,768,0.0,0.0,0.3509434143872227,0.3509434143872227,0.9779148514925173
ettm1,selected,B0,81551,SHIFT8,768,0.0,0.0,0.3536458310695439,0.3536458310695439,0.9917803440897824
ettm1,selected,B0,81551,SHIFT_POINT,768,0.0,0.0,,,
ettm1,fixed1024,B0,81552,REFERENCE,1024,0.0,0.0,,,
ettm1,fixed1024,B0,81552,SHIFT4,1024,0.0,0.0,0.3631882317974091,0.3631882317974091,0.9612858900176268
ettm1,fixed1024,B0,81552,SHIFT8,1024,0.0,0.0,0.37263410444152045,0.37263410444152045,0.9749759245137708
ettm1,fixed1024,B0,81552,SHIFT_POINT,1024,0.0,0.0,,,
ettm1,selected,B0,81552,REFERENCE,1024,0.0,0.0,,,
ettm1,selected,B0,81552,SHIFT4,1024,0.0,0.0,0.3631882317974091,0.3631882317974091,0.9612858900176268
ettm1,selected,B0,81552,SHIFT8,1024,0.0,0.0,0.37263410444152045,0.37263410444152045,0.9749759245137708
ettm1,selected,B0,81552,SHIFT_POINT,1024,0.0,0.0,,,
ettm1,fixed1024,C3,81551,REFERENCE,1024,0.024589817104307028,0.0,,,
ettm1,fixed1024,C3,81551,SHIFT4,1024,0.05006609027869456,0.05572872257056527,0.3427851067419746,0.3509434143872227,0.9678952475905067
ettm1,fixed1024,C3,81551,SHIFT8,1024,0.10133736792339018,0.10678523279263165,0.3575160663062204,0.3536458310695439,0.9787457271750185
ettm1,fixed1024,C3,81551,SHIFT_POINT,1024,0.053322742200152054,0.05942415616892254,,,
ettm1,selected,C3,81551,REFERENCE,0,0.0,0.0,,,
ettm1,selected,C3,81551,SHIFT4,0,0.0,0.0,0.3509434143872227,0.3509434143872227,0.9779148514925173
ettm1,selected,C3,81551,SHIFT8,0,0.0,0.0,0.3536458310695439,0.3536458310695439,0.9917803440897824
ettm1,selected,C3,81551,SHIFT_POINT,0,0.0,0.0,,,
ettm1,fixed1024,C3,81552,REFERENCE,1024,0.01565751078524421,0.0,,,
ettm1,fixed1024,C3,81552,SHIFT4,1024,0.03771693961380578,0.03755015839834141,0.3557491891954339,0.3631882317974091,0.9557203386216582
ettm1,fixed1024,C3,81552,SHIFT8,1024,0.047749816088752936,0.04818694905458305,0.37930339463552265,0.37263410444152045,0.9689851816205023
ettm1,fixed1024,C3,81552,SHIFT_POINT,1024,0.03879167506299169,0.03841260569326184,,,
ettm1,selected,C3,81552,REFERENCE,1024,0.01565751078524421,0.0,,,
ettm1,selected,C3,81552,SHIFT4,1024,0.03771693961380578,0.03755015839834141,0.3557491891954339,0.3631882317974091,0.9557203386216582
ettm1,selected,C3,81552,SHIFT8,1024,0.047749816088752936,0.04818694905458305,0.37930339463552265,0.37263410444152045,0.9689851816205023
ettm1,selected,C3,81552,SHIFT_POINT,1024,0.03879167506299169,0.03841260569326184,,,
ettm1,fixed1024,IDEAL,81551,REFERENCE,1024,0.16656579507501046,0.0,,,
ettm1,fixed1024,IDEAL,81551,SHIFT4,1024,0.25317632018608593,0.21444826895179536,0.25297146657373465,0.3509434143872227,0.9839877058230486
ettm1,fixed1024,IDEAL,81551,SHIFT8,1024,0.28361577293434104,0.22938704097686646,0.27103118974312446,0.3536458310695439,0.9919498107387623
ettm1,fixed1024,IDEAL,81551,SHIFT_POINT,1024,0.2664113308230083,0.23270184231189686,,,
ettm1,selected,IDEAL,81551,REFERENCE,0,0.0,0.0,,,
ettm1,selected,IDEAL,81551,SHIFT4,0,0.0,0.0,0.3509434143872227,0.3509434143872227,0.9779148514925173
ettm1,selected,IDEAL,81551,SHIFT8,0,0.0,0.0,0.3536458310695439,0.3536458310695439,0.9917803440897824
ettm1,selected,IDEAL,81551,SHIFT_POINT,0,0.0,0.0,,,
ettm1,fixed1024,IDEAL,81552,REFERENCE,1024,0.17040331151362262,0.0,,,
ettm1,fixed1024,IDEAL,81552,SHIFT4,1024,0.26158927640755725,0.22556345780580106,0.2650195724268041,0.3631882317974091,0.9910401446834307
ettm1,fixed1024,IDEAL,81552,SHIFT8,1024,0.3176005639194257,0.27495599024458195,0.27038844286010855,0.37263410444152045,1.0020241780323278
ettm1,fixed1024,IDEAL,81552,SHIFT_POINT,1024,0.27352563436327176,0.2492071949439823,,,
ettm1,selected,IDEAL,81552,REFERENCE,256,0.09682285112180075,0.0,,,
ettm1,selected,IDEAL,81552,SHIFT4,256,0.2399866902173312,0.21303066635347764,0.3340600037396422,0.3631882317974091,1.0008081639145159
ettm1,selected,IDEAL,81552,SHIFT8,256,0.2852514662299266,0.25380115724168,0.3498334550636525,0.37263410444152045,0.9961865417216056
ettm1,selected,IDEAL,81552,SHIFT_POINT,256,0.2445766603408256,0.22527793028171061,,,
ettm1,fixed1024,MAG_ONLY,81551,REFERENCE,1024,0.023974312063778796,0.0,,,
ettm1,fixed1024,MAG_ONLY,81551,SHIFT4,1024,0.050539448206197865,0.05585865736691132,0.34377440943881304,0.3509434143872227,0.9672099960085396
ettm1,fixed1024,MAG_ONLY,81551,SHIFT8,1024,0.1017951104065017,0.106486058281077,0.3589402426265268,0.3536458310695439,0.9783073732441736
ettm1,fixed1024,MAG_ONLY,81551,SHIFT_POINT,1024,0.05358826209599775,0.05959963838233991,,,
ettm1,selected,MAG_ONLY,81551,REFERENCE,0,0.0,0.0,,,
ettm1,selected,MAG_ONLY,81551,SHIFT4,0,0.0,0.0,0.3509434143872227,0.3509434143872227,0.9779148514925173
ettm1,selected,MAG_ONLY,81551,SHIFT8,0,0.0,0.0,0.3536458310695439,0.3536458310695439,0.9917803440897824
ettm1,selected,MAG_ONLY,81551,SHIFT_POINT,0,0.0,0.0,,,
ettm1,fixed1024,MAG_ONLY,81552,REFERENCE,1024,0.01666270984698206,0.0,,,
ettm1,fixed1024,MAG_ONLY,81552,SHIFT4,1024,0.03832763108351098,0.038678172764225076,0.35523407542240826,0.3631882317974091,0.9555783032486764
ettm1,fixed1024,MAG_ONLY,81552,SHIFT8,1024,0.05160546247107227,0.052009422619438556,0.38046154466631,0.37263410444152045,0.9682969395747822
ettm1,fixed1024,MAG_ONLY,81552,SHIFT_POINT,1024,0.03948055940894916,0.03953731047552887,,,
ettm1,selected,MAG_ONLY,81552,REFERENCE,0,0.0,0.0,,,
ettm1,selected,MAG_ONLY,81552,SHIFT4,0,0.0,0.0,0.3631882317974091,0.3631882317974091,0.9612858900176268
ettm1,selected,MAG_ONLY,81552,SHIFT8,0,0.0,0.0,0.37263410444152045,0.37263410444152045,0.9749759245137708
ettm1,selected,MAG_ONLY,81552,SHIFT_POINT,0,0.0,0.0,,,
ettm1,fixed1024,PLAIN,81551,REFERENCE,1024,0.03367545807415939,0.0,,,
ettm1,fixed1024,PLAIN,81551,SHIFT4,1024,0.07497427257470007,0.07907564123266164,0.34378072473744625,0.3509434143872227,0.974482405649383
ettm1,fixed1024,PLAIN,81551,SHIFT8,1024,0.12536203060421686,0.13310723653291023,0.3484517318721155,0.3536458310695439,0.9843012930812094
ettm1,fixed1024,PLAIN,81551,SHIFT_POINT,1024,0.07727430467201307,0.08197014383794168,,,
ettm1,selected,PLAIN,81551,REFERENCE,0,0.0,0.0,,,
ettm1,selected,PLAIN,81551,SHIFT4,0,0.0,0.0,0.3509434143872227,0.3509434143872227,0.9779148514925173
ettm1,selected,PLAIN,81551,SHIFT8,0,0.0,0.0,0.3536458310695439,0.3536458310695439,0.9917803440897824
ettm1,selected,PLAIN,81551,SHIFT_POINT,0,0.0,0.0,,,
ettm1,fixed1024,PLAIN,81552,REFERENCE,1024,0.018493456822669917,0.0,,,
ettm1,fixed1024,PLAIN,81552,SHIFT4,1024,0.053961185938870886,0.05521369637238551,0.3533420744964222,0.3631882317974091,0.9640055182563925
ettm1,fixed1024,PLAIN,81552,SHIFT8,1024,0.07726327489560096,0.07714143691824435,0.35899308067143676,0.37263410444152045,0.9754089785098448
ettm1,fixed1024,PLAIN,81552,SHIFT_POINT,1024,0.05507331130078848,0.05655110575822579,,,
ettm1,selected,PLAIN,81552,REFERENCE,1024,0.018493456822669917,0.0,,,
ettm1,selected,PLAIN,81552,SHIFT4,1024,0.053961185938870886,0.05521369637238551,0.3533420744964222,0.3631882317974091,0.9640055182563925
ettm1,selected,PLAIN,81552,SHIFT8,1024,0.07726327489560096,0.07714143691824435,0.35899308067143676,0.37263410444152045,0.9754089785098448
ettm1,selected,PLAIN,81552,SHIFT_POINT,1024,0.05507331130078848,0.05655110575822579,,,
ettm1,fixed1024,SHUFFLE,81551,REFERENCE,1024,0.00019938359284634789,0.0,,,
ettm1,fixed1024,SHUFFLE,81551,SHIFT4,1024,0.0019023154171745487,0.0018067680754482252,0.3505510258779501,0.3509434143872227,0.9774870991918103
ettm1,fixed1024,SHUFFLE,81551,SHIFT8,1024,0.004495365304746096,0.00437845004336593,0.35300374669071627,0.3536458310695439,0.9912763410402217
ettm1,fixed1024,SHUFFLE,81551,SHIFT_POINT,1024,0.0019432377304986433,0.0018592293181751295,,,
ettm1,selected,SHUFFLE,81551,REFERENCE,768,0.000220966657311704,0.0,,,
ettm1,selected,SHUFFLE,81551,SHIFT4,768,0.001544470240708537,0.0014852942170342667,0.350598734202465,0.3509434143872227,0.9775632580389031
ettm1,selected,SHUFFLE,81551,SHIFT8,768,0.003588365271916488,0.003491674743811443,0.35310536864740455,0.3536458310695439,0.9913442236892039
ettm1,selected,SHUFFLE,81551,SHIFT_POINT,768,0.0015897266743388411,0.0015276516972416968,,,
ettm1,fixed1024,SHUFFLE,81552,REFERENCE,1024,0.00015044771084689597,0.0,,,
ettm1,fixed1024,SHUFFLE,81552,SHIFT4,1024,0.0002488382736586209,0.0002629356557192615,0.36317142898430294,0.3631882317974091,0.9612882643972979
ettm1,fixed1024,SHUFFLE,81552,SHIFT8,1024,0.0002834283764023247,0.00029905522550665643,0.3726048180040783,0.37263410444152045,0.9749802657325215
ettm1,fixed1024,SHUFFLE,81552,SHIFT_POINT,1024,0.0002593075930878014,0.0002768174588421278,,,
ettm1,selected,SHUFFLE,81552,REFERENCE,1024,0.00015044771084689597,0.0,,,
ettm1,selected,SHUFFLE,81552,SHIFT4,1024,0.0002488382736586209,0.0002629356557192615,0.36317142898430294,0.3631882317974091,0.9612882643972979
ettm1,selected,SHUFFLE,81552,SHIFT8,1024,0.0002834283764023247,0.00029905522550665643,0.3726048180040783,0.37263410444152045,0.9749802657325215
ettm1,selected,SHUFFLE,81552,SHIFT_POINT,1024,0.0002593075930878014,0.0002768174588421278,,,
ettm1,fixed1024,TRP,81551,REFERENCE,1024,0.00029191055356763866,0.0,,,
ettm1,fixed1024,TRP,81551,SHIFT4,1024,0.0006639025098023998,0.0006045846893891535,0.35089773707560346,0.3509434143872227,0.977819456249702
ettm1,fixed1024,TRP,81551,SHIFT8,1024,0.0007373006704768604,0.0007672199086321237,0.3536447516410282,0.3536458310695439,0.9916902220118555
ettm1,fixed1024,TRP,81551,SHIFT_POINT,1024,0.0006579322026496582,0.0006066304169804291,,,
ettm1,selected,TRP,81551,REFERENCE,768,0.00021886148989443631,0.0,,,
ettm1,selected,TRP,81551,SHIFT4,768,0.00045661120596163826,0.00042354374609351886,0.3508543191687347,0.3509434143872227,0.9778725151924237
ettm1,selected,TRP,81551,SHIFT8,768,0.0005572897771905079,0.0005343649592423244,0.3535411873492439,0.3536458310695439,0.9917477248969017
ettm1,selected,TRP,81551,SHIFT_POINT,768,0.00044312158704668057,0.0004232720972355809,,,
ettm1,fixed1024,TRP,81552,REFERENCE,1024,0.00036696588428304416,0.0,,,
ettm1,fixed1024,TRP,81552,SHIFT4,1024,0.0006604312208426406,0.0006630495052754538,0.3631852467697793,0.3631882317974091,0.9612126281537355
ettm1,fixed1024,TRP,81552,SHIFT8,1024,0.0007661703888156026,0.0007755082282057292,0.3727070737824197,0.37263410444152045,0.9749136524539622
ettm1,fixed1024,TRP,81552,SHIFT_POINT,1024,0.0007015039382989613,0.0007038803059187144,,,
ettm1,selected,TRP,81552,REFERENCE,768,0.0007272988762911622,0.0,,,
ettm1,selected,TRP,81552,SHIFT4,768,0.0012411014732106784,0.0011889131272333619,0.36300092247753285,0.3631882317974091,0.9612929675294413
ettm1,selected,TRP,81552,SHIFT8,768,0.0014421743465377454,0.0013968026725876823,0.3724650444582456,0.37263410444152045,0.9749825507042795
ettm1,selected,TRP,81552,SHIFT_POINT,768,0.0012556448948414264,0.0011906551466750789,,,
