panel,stage,arm,condition,absolute_correction_nmae,response_distortion_from_B0,ideal_response_error,B0_ideal_response_error,mean_response_to_true_shift_ratio
electricity,fixed1024,ANCHOR,REFERENCE,2.0030816962814554e-05,0.0,,,
electricity,fixed1024,ANCHOR,SHIFT4,3.1412023437656875e-05,3.103930369231352e-05,0.08617898550837115,0.08617703377632213,0.9823236086762077
electricity,fixed1024,ANCHOR,SHIFT8,3.8889073981890485e-05,4.001034686131836e-05,0.11689149409949778,0.1168888612566501,0.9857749219507398
electricity,fixed1024,ANCHOR,SHIFT_POINT,3.397170743179756e-05,3.355094287623196e-05,,,
electricity,fixed1024,B0,REFERENCE,0.0,0.0,,,
electricity,fixed1024,B0,SHIFT4,0.0,0.0,0.08617703377632213,0.08617703377632213,0.9823336321478057
electricity,fixed1024,B0,SHIFT8,0.0,0.0,0.1168888612566501,0.1168888612566501,0.9857797113346922
electricity,fixed1024,B0,SHIFT_POINT,0.0,0.0,,,
electricity,fixed1024,C3,REFERENCE,0.010740658605617511,0.0,,,
electricity,fixed1024,C3,SHIFT4,0.024459225363961397,0.022189272836533266,0.08265524741259436,0.08617703377632213,0.983374294474992
electricity,fixed1024,C3,SHIFT8,0.037265106103405096,0.03575305424028191,0.10755144006313007,0.1168888612566501,0.9891555056298638
electricity,fixed1024,C3,SHIFT_POINT,0.025292245102763615,0.023362128124414745,,,
electricity,fixed1024,IDEAL,REFERENCE,0.0349475985380917,0.0,,,
electricity,fixed1024,IDEAL,SHIFT4,0.059313189978014776,0.056788732719709405,0.06616886988910031,0.08617703377632213,1.0031914745678079
electricity,fixed1024,IDEAL,SHIFT8,0.08889026325486118,0.08849059854871774,0.09020181495131416,0.1168888612566501,1.0047586107107525
electricity,fixed1024,IDEAL,SHIFT_POINT,0.06313672445655627,0.060700388195872326,,,
electricity,fixed1024,MAG_ONLY,REFERENCE,0.010710877866492666,0.0,,,
electricity,fixed1024,MAG_ONLY,SHIFT4,0.02355724848367051,0.021272422659356034,0.08273072375792605,0.08617703377632213,0.9844835002979881
electricity,fixed1024,MAG_ONLY,SHIFT8,0.03751135478954755,0.03595592726140262,0.10736609263694182,0.1168888612566501,0.9890291249160515
electricity,fixed1024,MAG_ONLY,SHIFT_POINT,0.02461101594935757,0.02263978612208314,,,
electricity,fixed1024,PLAIN,REFERENCE,0.009361095625817151,0.0,,,
electricity,fixed1024,PLAIN,SHIFT4,0.027255700244071104,0.02439574503373293,0.08323828501719151,0.08617703377632213,0.9785054704795311
electricity,fixed1024,PLAIN,SHIFT8,0.03980104335300158,0.03741320956756747,0.11407403593536015,0.1168888612566501,0.9830821994114417
electricity,fixed1024,PLAIN,SHIFT_POINT,0.02791015337177486,0.02520467062824294,,,
electricity,fixed1024,SHUFFLE,REFERENCE,8.649874551577201e-05,0.0,,,
electricity,fixed1024,SHUFFLE,SHIFT4,0.0006785431617548094,0.0006712853050121179,0.0861163479090418,0.08617703377632213,0.9826764362317606
electricity,fixed1024,SHUFFLE,SHIFT8,0.0015276480052945013,0.001526841158168922,0.11637102407097542,0.1168888612566501,0.9861585287404352
electricity,fixed1024,SHUFFLE,SHIFT_POINT,0.0006777945483999034,0.0006745535153100789,,,
electricity,fixed1024,TRP,REFERENCE,4.8301550189659054e-05,0.0,,,
electricity,fixed1024,TRP,SHIFT4,4.7530413533460934e-05,4.4564619668663105e-05,0.08618091275790944,0.08617703377632213,0.9823347829282262
electricity,fixed1024,TRP,SHIFT8,5.4573558723504326e-05,5.5966911504884266e-05,0.11689487724977356,0.1168888612566501,0.9857808067817118
electricity,fixed1024,TRP,SHIFT_POINT,5.0317867540256904e-05,4.5583447438504264e-05,,,
electricity,selected,ANCHOR,REFERENCE,1.0555202178003187e-05,0.0,,,
electricity,selected,ANCHOR,SHIFT4,1.5258668171028804e-05,1.658242001763913e-05,0.08617812215614257,0.08617703377632213,0.9823314176379782
electricity,selected,ANCHOR,SHIFT8,1.8200188865978482e-05,2.0296377617502863e-05,0.11688700555212754,0.1168888612566501,0.985780669023641
electricity,selected,ANCHOR,SHIFT_POINT,1.6419844637228828e-05,1.7897707841415732e-05,,,
electricity,selected,B0,REFERENCE,0.0,0.0,,,
electricity,selected,B0,SHIFT4,0.0,0.0,0.08617703377632213,0.08617703377632213,0.9823336321478057
electricity,selected,B0,SHIFT8,0.0,0.0,0.1168888612566501,0.1168888612566501,0.9857797113346922
electricity,selected,B0,SHIFT_POINT,0.0,0.0,,,
electricity,selected,C3,REFERENCE,0.009505886440082293,0.0,,,
electricity,selected,C3,SHIFT4,0.024600731621370064,0.021226687251745424,0.08338821380447665,0.08617703377632213,0.9875212031879594
electricity,selected,C3,SHIFT8,0.04018402199004621,0.038201198638507676,0.10685111463076177,0.1168888612566501,0.9931486621632594
electricity,selected,C3,SHIFT_POINT,0.025728689919057347,0.022762219290481986,,,
electricity,selected,IDEAL,REFERENCE,0.022102973174064195,0.0,,,
electricity,selected,IDEAL,SHIFT4,0.04976187316445302,0.047202403253419484,0.07431909546931224,0.08617703377632213,1.0020495077312976
electricity,selected,IDEAL,SHIFT8,0.08130025440984492,0.07973169212425807,0.0993269524866529,0.1168888612566501,1.00458799015306
electricity,selected,IDEAL,SHIFT_POINT,0.0526992966382121,0.04990360446739547,,,
electricity,selected,MAG_ONLY,REFERENCE,0.009517615663775004,0.0,,,
electricity,selected,MAG_ONLY,SHIFT4,0.023355700570221412,0.020434895103731532,0.08361912251985817,0.08617703377632213,0.9886930734582773
electricity,selected,MAG_ONLY,SHIFT8,0.04086502145318392,0.038996749714535484,0.10642371845308782,0.1168888612566501,0.9933729760475489
electricity,selected,MAG_ONLY,SHIFT_POINT,0.024736613386150554,0.02219273319210042,,,
electricity,selected,PLAIN,REFERENCE,0.009121073614138341,0.0,,,
electricity,selected,PLAIN,SHIFT4,0.023890577963864425,0.02014571403238776,0.0829393298109833,0.08617703377632213,0.9824140996568934
electricity,selected,PLAIN,SHIFT8,0.036388602417540376,0.0330312014475209,0.11116984982818418,0.1168888612566501,0.9872325789357277
electricity,selected,PLAIN,SHIFT_POINT,0.02472460468483593,0.021253654416600085,,,
electricity,selected,SHUFFLE,REFERENCE,9.284359012500139e-05,0.0,,,
electricity,selected,SHUFFLE,SHIFT4,0.0007345538049058404,0.0007091872365272219,0.08611562121452707,0.08617703377632213,0.9827966895978772
electricity,selected,SHUFFLE,SHIFT8,0.0016633897322623058,0.0016466419918699754,0.11626232197561367,0.1168888612566501,0.9863047738772526
electricity,selected,SHUFFLE,SHIFT_POINT,0.0007404095640055517,0.0007187126525641574,,,
electricity,selected,TRP,REFERENCE,4.3667741770194287e-05,0.0,,,
electricity,selected,TRP,SHIFT4,6.532956939028371e-05,4.254971390443798e-05,0.08617618871817893,0.08617703377632213,0.9823415273035943
electricity,selected,TRP,SHIFT8,8.116134325903652e-05,6.127147472491712e-05,0.1168861380072053,0.1168888612566501,0.9857806405967521
electricity,selected,TRP,SHIFT_POINT,6.863939041899769e-05,4.577649269159273e-05,,,
electricity_transfer,fixed1024,ANCHOR,REFERENCE,3.796871405521182e-05,0.0,,,
electricity_transfer,fixed1024,ANCHOR,SHIFT4,5.8910522802577526e-05,5.871257530976375e-05,0.18719782138027222,0.18719460088580164,0.9819342793411527
electricity_transfer,fixed1024,ANCHOR,SHIFT8,8.612744014783465e-05,8.529422439497407e-05,0.2831708384617888,0.2831606076797727,0.9783095553844738
electricity_transfer,fixed1024,ANCHOR,SHIFT_POINT,6.899081745019776e-05,6.941993960785236e-05,,,
electricity_transfer,fixed1024,B0,REFERENCE,0.0,0.0,,,
electricity_transfer,fixed1024,B0,SHIFT4,0.0,0.0,0.18719460088580164,0.18719460088580164,0.9819434265663034
electricity_transfer,fixed1024,B0,SHIFT8,0.0,0.0,0.2831606076797727,0.2831606076797727,0.978314123236794
electricity_transfer,fixed1024,B0,SHIFT_POINT,0.0,0.0,,,
electricity_transfer,fixed1024,C3,REFERENCE,0.02038400300601136,0.0,,,
electricity_transfer,fixed1024,C3,SHIFT4,0.055021361155238514,0.04945218362643622,0.1779353795066725,0.18719460088580164,0.9831064212883318
electricity_transfer,fixed1024,C3,SHIFT8,0.09936812907483086,0.09486877223576329,0.24443207446823814,0.2831606076797727,0.9839111369177077
electricity_transfer,fixed1024,C3,SHIFT_POINT,0.05772829406004447,0.052354061823485704,,,
electricity_transfer,fixed1024,IDEAL,REFERENCE,0.06419724351574206,0.0,,,
electricity_transfer,fixed1024,IDEAL,SHIFT4,0.11571394329220376,0.11387788060002618,0.1637343867069413,0.18719460088580164,0.9938806680824187
electricity_transfer,fixed1024,IDEAL,SHIFT8,0.221440064998712,0.22418983068287116,0.20416260077656537,0.2831606076797727,1.0042797648494748
electricity_transfer,fixed1024,IDEAL,SHIFT_POINT,0.13095635837768146,0.12818958338663367,,,
electricity_transfer,fixed1024,MAG_ONLY,REFERENCE,0.02060002015839465,0.0,,,
electricity_transfer,fixed1024,MAG_ONLY,SHIFT4,0.05366981399470151,0.04820668165115859,0.17726967218976955,0.18719460088580164,0.9845848165095166
electricity_transfer,fixed1024,MAG_ONLY,SHIFT8,0.10123153232274536,0.09705808372845687,0.24375475721900605,0.2831606076797727,0.983768033664118
electricity_transfer,fixed1024,MAG_ONLY,SHIFT_POINT,0.05790333232794238,0.05281352235604495,,,
electricity_transfer,fixed1024,PLAIN,REFERENCE,0.01726448129009794,0.0,,,
electricity_transfer,fixed1024,PLAIN,SHIFT4,0.05637577663012072,0.050576783866508795,0.1804491021252802,0.18719460088580164,0.9780009299664256
electricity_transfer,fixed1024,PLAIN,SHIFT8,0.09493468058463235,0.09030052897291499,0.2667632795077476,0.2831606076797727,0.9777930818990521
electricity_transfer,fixed1024,PLAIN,SHIFT_POINT,0.05796268780567368,0.05236118658265854,,,
electricity_transfer,fixed1024,SHUFFLE,REFERENCE,0.00015224515664962344,0.0,,,
electricity_transfer,fixed1024,SHUFFLE,SHIFT4,0.0016741193394904643,0.0016691032225640836,0.18684547715285743,0.18719460088580164,0.9822825016755976
electricity_transfer,fixed1024,SHUFFLE,SHIFT8,0.003519884600996547,0.003520954323418574,0.28145786804452977,0.2831606076797727,0.9786903610422508
electricity_transfer,fixed1024,SHUFFLE,SHIFT_POINT,0.0016877717750496994,0.0016833069759301892,,,
electricity_transfer,fixed1024,TRP,REFERENCE,9.373031502736719e-05,0.0,,,
electricity_transfer,fixed1024,TRP,SHIFT4,8.907587899370604e-05,8.861044472365808e-05,0.18719863400916673,0.18719460088580164,0.9819445073029538
electricity_transfer,fixed1024,TRP,SHIFT8,0.00011486979449032372,0.0001234352506773423,0.28316590032239175,0.2831606076797727,0.9783125006432015
electricity_transfer,fixed1024,TRP,SHIFT_POINT,9.771712221496593e-05,9.423456023424518e-05,,,
electricity_transfer,selected,ANCHOR,REFERENCE,1.9573868739450457e-05,0.0,,,
electricity_transfer,selected,ANCHOR,SHIFT4,2.8016981793713024e-05,2.9951559746736746e-05,0.18719548736774702,0.18719460088580164,0.9819425373821878
electricity_transfer,selected,ANCHOR,SHIFT8,4.199902756723913e-05,4.355147248238591e-05,0.2831571571017516,0.2831606076797727,0.9783154280669382
electricity_transfer,selected,ANCHOR,SHIFT_POINT,3.252454140866437e-05,3.4814123788046215e-05,,,
electricity_transfer,selected,B0,REFERENCE,0.0,0.0,,,
electricity_transfer,selected,B0,SHIFT4,0.0,0.0,0.18719460088580164,0.18719460088580164,0.9819434265663034
electricity_transfer,selected,B0,SHIFT8,0.0,0.0,0.2831606076797727,0.2831606076797727,0.978314123236794
electricity_transfer,selected,B0,SHIFT_POINT,0.0,0.0,,,
electricity_transfer,selected,C3,REFERENCE,0.01819331641086574,0.0,,,
electricity_transfer,selected,C3,SHIFT4,0.0537694815765529,0.04670025896776124,0.1802495072135758,0.18719460088580164,0.9869198961208979
electricity_transfer,selected,C3,SHIFT8,0.10477191476259969,0.1003157189815249,0.24225749937022018,0.2831606076797727,0.9878069365752804
electricity_transfer,selected,C3,SHIFT_POINT,0.05727833601661161,0.050651893272725,,,
electricity_transfer,selected,IDEAL,REFERENCE,0.04032811995640616,0.0,,,
electricity_transfer,selected,IDEAL,SHIFT4,0.1045373048711522,0.1011411132676582,0.17843518215438234,0.18719460088580164,0.9941170475399628
electricity_transfer,selected,IDEAL,SHIFT8,0.21123218794393828,0.2113947464347269,0.2223816956980873,0.2831606076797727,1.004044724370741
electricity_transfer,selected,IDEAL,SHIFT_POINT,0.11503164368773383,0.11118297830029245,,,
electricity_transfer,selected,MAG_ONLY,REFERENCE,0.01841506480029006,0.0,,,
electricity_transfer,selected,MAG_ONLY,SHIFT4,0.05271759820573175,0.04683886521807146,0.17982606112141644,0.18719460088580164,0.9881400859999613
electricity_transfer,selected,MAG_ONLY,SHIFT8,0.10865997565815133,0.10466509811099581,0.24039159486257228,0.2831606076797727,0.987878987727594
electricity_transfer,selected,MAG_ONLY,SHIFT_POINT,0.05697685026303841,0.05161356184387556,,,
electricity_transfer,selected,PLAIN,REFERENCE,0.016901781238707975,0.0,,,
electricity_transfer,selected,PLAIN,SHIFT4,0.04779390754738274,0.040360360089317274,0.17959912647254922,0.18719460088580164,0.9816557178800895
electricity_transfer,selected,PLAIN,SHIFT8,0.08477715112878345,0.07907343218178112,0.25929301302710595,0.2831606076797727,0.9813312517996617
electricity_transfer,selected,PLAIN,SHIFT_POINT,0.049848488412313756,0.042588057902833806,,,
electricity_transfer,selected,SHUFFLE,REFERENCE,0.0001659021068358417,0.0,,,
electricity_transfer,selected,SHUFFLE,SHIFT4,0.0018195584663710928,0.0017800476574827478,0.18683582892874562,0.18719460088580164,0.9824192408552002
electricity_transfer,selected,SHUFFLE,SHIFT8,0.0039425948073409,0.003906876889028865,0.2810495159627261,0.2831606076797727,0.9788444559542928
electricity_transfer,selected,SHUFFLE,SHIFT_POINT,0.0018378923818482419,0.0017972868767008252,,,
electricity_transfer,selected,TRP,REFERENCE,8.881913976610053e-05,0.0,,,
electricity_transfer,selected,TRP,SHIFT4,0.00013112562194120812,8.551954890628093e-05,0.18718861224062283,0.18719460088580164,0.9819473845127107
electricity_transfer,selected,TRP,SHIFT8,0.0001957260395490595,0.0001509332099818812,0.28313976130637336,0.2831606076797727,0.978317174741325
electricity_transfer,selected,TRP,SHIFT_POINT,0.0001360659330326139,9.215702592649853e-05,,,
ettm1,fixed1024,ANCHOR,REFERENCE,0.00043867230197374986,0.0,,,
ettm1,fixed1024,ANCHOR,SHIFT4,0.0010360040157602682,0.001000880644993008,0.3571042120956512,0.35706582309231594,0.9695305710731609
ettm1,fixed1024,ANCHOR,SHIFT8,0.0011385504462683013,0.0011485805069025874,0.36322456244214274,0.36313996775553214,0.9833307602092628
ettm1,fixed1024,ANCHOR,SHIFT_POINT,0.0010783307938131877,0.0010475427890289549,,,
ettm1,fixed1024,B0,REFERENCE,0.0,0.0,,,
ettm1,fixed1024,B0,SHIFT4,0.0,0.0,0.35706582309231594,0.35706582309231594,0.969600370755072
ettm1,fixed1024,B0,SHIFT8,0.0,0.0,0.36313996775553214,0.36313996775553214,0.9833781343017767
ettm1,fixed1024,B0,SHIFT_POINT,0.0,0.0,,,
ettm1,fixed1024,C3,REFERENCE,0.02012366394477562,0.0,,,
ettm1,fixed1024,C3,SHIFT4,0.04389151494625017,0.04663944048445334,0.3492671479687043,0.35706582309231594,0.9618077931060824
ettm1,fixed1024,C3,SHIFT8,0.07454359200607155,0.07748609092360735,0.36840973047087155,0.36313996775553214,0.9738654543977604
ettm1,fixed1024,C3,SHIFT_POINT,0.04605720863157187,0.04891838093109219,,,
ettm1,fixed1024,IDEAL,REFERENCE,0.16848455329431655,0.0,,,
ettm1,fixed1024,IDEAL,SHIFT4,0.2573827982968216,0.2200058633787982,0.25899551950026933,0.35706582309231594,0.9875139252532397
ettm1,fixed1024,IDEAL,SHIFT8,0.30060816842688337,0.2521715156107242,0.2707098163016165,0.36313996775553214,0.9969869943855451
ettm1,fixed1024,IDEAL,SHIFT_POINT,0.26996848259314,0.2409545186279396,,,
ettm1,fixed1024,MAG_ONLY,REFERENCE,0.020318510955380426,0.0,,,
ettm1,fixed1024,MAG_ONLY,SHIFT4,0.04443353964485442,0.0472684150655682,0.3495042424306106,0.35706582309231594,0.961394149628608
ettm1,fixed1024,MAG_ONLY,SHIFT8,0.07670028643878699,0.07924774045025779,0.3697008936464184,0.36313996775553214,0.9733021564094779
ettm1,fixed1024,MAG_ONLY,SHIFT_POINT,0.04653441075247346,0.04956847442893439,,,
ettm1,fixed1024,PLAIN,REFERENCE,0.026084457448414654,0.0,,,
ettm1,fixed1024,PLAIN,SHIFT4,0.06446772925678548,0.06714466880252358,0.3485613996169342,0.35706582309231594,0.9692439619528878
ettm1,fixed1024,PLAIN,SHIFT8,0.10131265274990892,0.10512433672557729,0.3537224062717761,0.36313996775553214,0.9798551357955271
ettm1,fixed1024,PLAIN,SHIFT_POINT,0.06617380798640077,0.06926062479808373,,,
ettm1,fixed1024,SHUFFLE,REFERENCE,0.00017491565184662192,0.0,,,
ettm1,fixed1024,SHUFFLE,SHIFT4,0.0010755768454165848,0.0010348518655837434,0.3568612274311265,0.35706582309231594,0.9693876817945541
ettm1,fixed1024,SHUFFLE,SHIFT8,0.0023893968405742103,0.002338752634436293,0.36280428234739726,0.36313996775553214,0.9831283033863716
ettm1,fixed1024,SHUFFLE,SHIFT_POINT,0.0011012726617932224,0.0010680233885086287,,,
ettm1,fixed1024,TRP,REFERENCE,0.00032943821892534144,0.0,,,
ettm1,fixed1024,TRP,SHIFT4,0.0006621668653225202,0.0006338170973323037,0.3570414919226914,0.35706582309231594,0.9695160422017188
ettm1,fixed1024,TRP,SHIFT8,0.0007517355296462315,0.0007713640684189264,0.36317591271172395,0.36313996775553214,0.9833019372329088
ettm1,fixed1024,TRP,SHIFT_POINT,0.0006797180704743097,0.0006552553614495718,,,
ettm1,selected,ANCHOR,REFERENCE,0.00040990322685892193,0.0,,,
ettm1,selected,ANCHOR,SHIFT4,0.0009418844651087131,0.0009263602822135391,0.35712313722658356,0.35706582309231594,0.9695133884839039
ettm1,selected,ANCHOR,SHIFT8,0.0010298846956809035,0.0010199556330159369,0.3631603888411205,0.36313996775553214,0.9833299771146711
ettm1,selected,ANCHOR,SHIFT_POINT,0.001006104027204877,0.0010032294150383485,,,
ettm1,selected,B0,REFERENCE,0.0,0.0,,,
ettm1,selected,B0,SHIFT4,0.0,0.0,0.35706582309231594,0.35706582309231594,0.969600370755072
ettm1,selected,B0,SHIFT8,0.0,0.0,0.36313996775553214,0.36313996775553214,0.9833781343017767
ettm1,selected,B0,SHIFT_POINT,0.0,0.0,,,
ettm1,selected,C3,REFERENCE,0.007828755392622105,0.0,,,
ettm1,selected,C3,SHIFT4,0.01885846980690289,0.018775079199170704,0.3533463017913283,0.35706582309231594,0.9668175950570878
ettm1,selected,C3,SHIFT8,0.023874908044376468,0.024093474527291527,0.36647461285253324,0.36313996775553214,0.9803827628551424
ettm1,selected,C3,SHIFT_POINT,0.019395837531495846,0.01920630284663092,,,
ettm1,selected,IDEAL,REFERENCE,0.048411425560900376,0.0,,,
ettm1,selected,IDEAL,SHIFT4,0.1199933451086656,0.10651533317673882,0.34250170906343247,0.35706582309231594,0.9893615077035166
ettm1,selected,IDEAL,SHIFT8,0.1426257331149633,0.12690057862084,0.3517396430665982,0.36313996775553214,0.993983442905694
ettm1,selected,IDEAL,SHIFT_POINT,0.1222883301704128,0.11263896514085531,,,
ettm1,selected,MAG_ONLY,REFERENCE,0.0,0.0,,,
ettm1,selected,MAG_ONLY,SHIFT4,0.0,0.0,0.35706582309231594,0.35706582309231594,0.969600370755072
ettm1,selected,MAG_ONLY,SHIFT8,0.0,0.0,0.36313996775553214,0.36313996775553214,0.9833781343017767
ettm1,selected,MAG_ONLY,SHIFT_POINT,0.0,0.0,,,
ettm1,selected,PLAIN,REFERENCE,0.009246728411334958,0.0,,,
ettm1,selected,PLAIN,SHIFT4,0.026980592969435443,0.027606848186192755,0.3521427444418225,0.35706582309231594,0.9709601848744549
ettm1,selected,PLAIN,SHIFT8,0.03863163744780048,0.038570718459122175,0.3563194558704903,0.36313996775553214,0.9835946612998137
ettm1,selected,PLAIN,SHIFT_POINT,0.02753665565039424,0.028275552879112896,,,
ettm1,selected,SHUFFLE,REFERENCE,0.0001857071840793,0.0,,,
ettm1,selected,SHUFFLE,SHIFT4,0.0008966542571835789,0.0008741149363767642,0.35688508159338395,0.35706582309231594,0.9694257612181005
ettm1,selected,SHUFFLE,SHIFT8,0.0019358968241594064,0.0018953649846590497,0.3628550933257414,0.36313996775553214,0.9831622447108628
ettm1,selected,SHUFFLE,SHIFT_POINT,0.0009245171337133213,0.0009022345780419123,,,
ettm1,selected,TRP,REFERENCE,0.00047308018309279924,0.0,,,
ettm1,selected,TRP,SHIFT4,0.0008488563395861583,0.0008062284366634404,0.3569276208231338,0.35706582309231594,0.9695827413609325
ettm1,selected,TRP,SHIFT8,0.0009997320618641266,0.0009655838159150034,0.36300311590374473,0.36313996775553214,0.9833651378005905
ettm1,selected,TRP,SHIFT_POINT,0.0008493832409440536,0.0008069636219553299,,,
