id,role,month,method,primary,raw_2pinball,raw_RMSE,raw_MAE,coverage80,width80
C_0315,C,3,MIXTURE_CAL,0.12724146391992652,45217.03166992716,100974.58748859302,64471.79085135909,0.9166666666666666,283265.9145915767
C_0315,C,3,SEASONAL24,0.32555686731360306,115691.18058045338,258313.65524218106,143157.03429263426,0.8333333333333334,568825.8303552796
C_0315,C,3,SEASONAL168,0.43206400856376004,153539.98104704058,313730.4610014394,204112.4830353641,0.8333333333333334,761755.6976165386
C_0322,C,3,F0,0.1317897452644263,42854.95083664021,74552.24467816729,56693.63736979166,1.0,324217.2330729167
C_0322,C,3,PAST,0.10745050054502442,34940.396227265206,47782.740311806425,40547.89605034721,1.0,305191.1640625
C_0322,C,3,LATEST,0.07058080395489597,22951.2309734623,42870.0902043821,29105.18359374999,0.9166666666666666,166151.49153645834
C_0322,C,3,MEAN_INPUT,0.07726228435109123,25123.892536168976,53736.27589303497,34451.31553819444,0.8333333333333334,133581.892578125
C_0322,C,3,MIXTURE,0.07816779674548804,25418.34404349971,53779.168341542674,35091.146385347325,0.875,149519.6606287945
C_0322,C,3,F0_CAL,0.15783866171752245,51325.45081147028,69977.83440392232,51824.80246871561,1.0,486325.849609375
C_0322,C,3,PAST_CAL,0.1188941682720978,38661.61002011828,44817.37165896533,36711.239150275076,1.0,381488.955078125
C_0322,C,3,LATEST_CAL,0.0766215290286773,24915.533852530363,41686.939555474586,29138.487153230333,0.9583333333333334,207689.3644205729
C_0322,C,3,MEAN_INPUT_CAL,0.07848686809498596,25522.098603224207,51669.047391146545,34002.37456597222,0.9166666666666666,166977.36572265625
C_0322,C,3,MIXTURE_CAL,0.08115991568248837,26391.311323201564,52379.409785392716,34732.08398141645,0.9166666666666666,186899.5757859931
C_0322,C,3,SEASONAL24,0.15576282853296267,50650.43828381962,84649.6191586448,57249.836690015865,1.0,520505.4726094373
C_0322,C,3,SEASONAL168,0.38835432190597124,126283.76615406908,251977.649023488,168151.2296546793,0.8333333333333334,697046.4213152588
C_0401,C,4,F0,0.22502868343614818,74259.64676793982,192012.96318901624,117814.43576388888,0.9166666666666666,423414.73046875
C_0401,C,4,PAST,0.19112144737598113,63070.23155981316,142273.0191611786,102913.201171875,0.8333333333333334,330592.078125
C_0401,C,4,LATEST,0.1748893293189592,57713.61952794312,109766.90006564568,83417.94032118055,0.5416666666666666,202044.61783854166
C_0401,C,4,MEAN_INPUT,0.19216364838144337,63414.158730985444,121989.2341606471,88140.03971354167,0.5416666666666666,179596.88997395834
C_0401,C,4,MIXTURE,0.1784513024837405,58889.07354106938,116690.31869032419,83874.91925104371,0.5833333333333334,213830.35339655998
C_0401,C,4,F0_CAL,0.24245906829976907,80011.68781104982,187714.09683522134,116251.04061277762,0.9583333333333334,635122.095703125
C_0401,C,4,PAST_CAL,0.19421961628847387,64092.62979614468,139902.87479744895,101800.75108022259,0.9166666666666666,413240.09765625
C_0401,C,4,LATEST_CAL,0.16753610561210092,55287.04978252718,107144.25877125328,80548.70908162532,0.75,252555.7722981771
C_0401,C,4,MEAN_INPUT_CAL,0.18007098718898826,59423.57079826576,118445.25765918022,84284.57966359193,0.6666666666666666,224496.1124674479
C_0401,C,4,MIXTURE_CAL,0.17279452334985768,57022.33187102097,114399.84443918402,81304.01552817471,0.75,267287.94174569997
C_0401,C,4,SEASONAL24,0.46769861590321177,154340.919924023,352029.9821928157,190713.57941192598,0.8333333333333334,528227.3904780746
C_0401,C,4,SEASONAL168,0.6557027791844118,216382.44522195446,422153.77102133055,278043.5686467962,0.6666666666666666,707387.3984985339
C_0408,C,4,F0,0.2433032437855265,88566.11940569196,255000.43738091993,153253.89019097222,0.9583333333333334,491583.4485677083
C_0408,C,4,PAST,0.2311223611069684,84132.09093574322,234845.86620499898,143221.95985243053,0.9583333333333334,445215.4814453125
C_0408,C,4,LATEST,0.1698901102976888,61842.61072875331,170130.2091947865,91107.49717881945,0.875,296169.912109375
C_0408,C,4,MEAN_INPUT,0.2113373517846801,76930.0435202753,217981.09834884567,109093.15603298611,0.875,302065.6497395833
C_0408,C,4,MIXTURE,0.21051306210167556,76629.98940938883,212016.11384429722,107401.10359111048,0.875,349901.2735071241
C_0408,C,4,F0_CAL,0.26376150911470303,96013.24235311303,251639.16555790897,149304.93094515236,1.0,737375.1728515625
C_0408,C,4,PAST_CAL,0.23319703454376944,84887.30394676872,232155.79037347526,141501.40217653938,1.0,556519.3518066406
C_0408,C,4,LATEST_CAL,0.17405390083958672,63358.29446800956,172186.17154492703,91421.46055903344,0.9166666666666666,370212.39013671875
C_0408,C,4,MEAN_INPUT_CAL,0.21325444913094188,77627.89641298489,220905.79850977488,112467.47311877628,0.9166666666666666,377582.0621744792
C_0408,C,4,MIXTURE_CAL,0.2147516790025077,78172.91109310053,213956.4101938876,109435.07092461153,0.9166666666666666,437376.59188390523
C_0408,C,4,SEASONAL24,0.5111751985510775,186075.6271380061,418029.9717474772,229091.05786094032,0.7916666666666666,582673.9931917771
C_0408,C,4,SEASONAL168,0.32621498599809845,118747.2676167929,251356.50865867682,150015.72088277794,0.875,780300.7713091926
C_0415,C,4,F0,0.5285313614256246,214365.64859416336,497669.14858629584,327336.85264756944,0.20833333333333334,416022.2552083333
C_0415,C,4,PAST,0.4764502473675942,193242.2061470734,482585.2003036561,307901.69639756944,0.4583333333333333,444445.9007161458
C_0415,C,4,LATEST,0.12386258916317312,50237.10265914352,97488.45564066782,72996.22580295139,0.7916666666666666,247165.40625
C_0415,C,4,MEAN_INPUT,0.1448169945838705,58735.94499235284,114507.08497665987,82402.55110677083,0.6666666666666666,234558.98502604166
C_0415,C,4,MIXTURE,0.14230647995080525,57717.711947164076,114999.46642082895,82692.33943540498,0.7083333333333334,254619.28908701046
C_0415,C,4,F0_CAL,0.4576356405566584,185611.23911951322,490980.80472666613,317811.98752688034,0.6666666666666666,624033.3828125
C_0415,C,4,PAST_CAL,0.43581026468500933,176759.14216557337,477644.29480619926,301310.73441519396,0.7083333333333334,555557.3758951823
C_0415,C,4,LATEST_CAL,0.12732518243989407,51641.48678420273,98452.11310928618,74743.8915674009,0.8333333333333334,308956.7578125
C_0415,C,4,MEAN_INPUT_CAL,0.14572166035535203,59102.86600975752,115388.92777880006,82793.81708093284,0.75,293198.73128255206
C_0415,C,4,MIXTURE_CAL,0.14318243289032714,58072.98740236523,115524.49994830602,82860.30242965757,0.7916666666666666,318274.1113587632
C_0415,C,4,SEASONAL24,0.7095112140974809,287768.7923467559,588368.737807887,365774.4712388331,0.6666666666666666,649217.6937778913
C_0415,C,4,SEASONAL168,0.3602944211613773,146130.86926155057,259774.5584257345,212826.44416137357,0.875,869414.2404185353
C_0422,C,4,F0,0.5445507028215838,225021.23161148312,517093.0018563209,334062.7707790798,0.5416666666666666,408968.5849609375
C_0422,C,4,PAST,0.4681672778830952,193457.79359679852,430533.91262287507,285150.95225694444,0.5833333333333334,425079.5768229167
C_0422,C,4,LATEST,0.13636732494067594,56350.204399181544,112361.56644813778,90111.83376736111,0.7916666666666666,266584.25
C_0422,C,4,MEAN_INPUT,0.15983877987116377,66049.1647876364,133947.58432691416,103785.3540581597,0.7083333333333334,254764.87890625
C_0422,C,4,MIXTURE,0.15920926806875618,65789.03561994321,135834.7743589615,106080.34363064275,0.7916666666666666,297115.2428634835
C_0422,C,4,F0_CAL,0.484380290368287,200157.39387028405,523374.67152673774,336716.626072808,0.7916666666666666,613452.8774414062
C_0422,C,4,PAST_CAL,0.444372576528467,183625.26013957858,435648.50132206344,287401.9756967521,0.625,531349.4710286459
C_0422,C,4,LATEST_CAL,0.13686796787640493,56557.08190280353,110118.95113792355,90111.83376736108,1.0,333230.3125
C_0422,C,4,MEAN_INPUT_CAL,0.15668277722346058,64745.02983918156,131570.7153394485,104992.29603115215,0.875,318456.0986328125
C_0422,C,4,MIXTURE_CAL,0.15847907387330396,65487.30210582809,134231.34001877502,106885.15850914047,1.0,371394.05357935437
C_0422,C,4,SEASONAL24,0.3647714060434924,150732.17355014986,298868.8564234928,187386.12850157227,0.75,661440.9700451307
C_0422,C,4,SEASONAL168,0.7267025883578532,300290.69947066705,609956.2346933695,375185.93834308675,0.7083333333333334,885783.3113067104
C_0501,C,5,F0,0.22086565562545366,96623.84276300017,200999.0809195541,150327.59288194447,0.7083333333333334,399964.03694661456
C_0501,C,5,PAST,0.1668863935713309,73009.10866407285,143572.44507405857,108062.73350694444,0.7916666666666666,392699.2044270833
C_0501,C,5,LATEST,0.10003624064654364,43763.64428168403,82178.19463413367,65754.66623263889,0.9166666666666666,264764.6930338542
C_0501,C,5,MEAN_INPUT,0.10265731145232315,44910.30482830069,85510.53088739337,67755.45464409723,0.9166666666666666,253700.94303385416
C_0501,C,5,MIXTURE,0.10277324750795955,44961.02429022269,84900.69232252428,67551.93940570524,0.9166666666666666,268224.66565599275
C_0501,C,5,F0_CAL,0.22839705430813562,99918.66322768568,209219.17967400618,158202.41755511556,0.9583333333333334,599946.0554199219
C_0501,C,5,PAST_CAL,0.17690344084180573,77391.34544810798,149896.23850779794,113089.51950860699,0.9166666666666666,490874.0055338542
C_0501,C,5,LATEST_CAL,0.10509493412570252,45976.71087156325,80754.81399356341,66841.43868988343,0.9583333333333334,330955.8662923177
C_0501,C,5,MEAN_INPUT_CAL,0.10582564754601183,46296.38184271919,83059.90933426592,68074.08866570813,0.9583333333333334,317126.1787923177
C_0501,C,5,MIXTURE_CAL,0.10699487529078382,46807.89313878312,83226.44344983582,67911.26520880824,0.9583333333333334,335280.832069991
C_0501,C,5,SEASONAL24,0.26130832292483835,114316.6158425723,229064.4938975127,140917.2009520423,0.8333333333333334,700264.3771853964
C_0501,C,5,SEASONAL168,0.5035166787591856,220277.41823056326,389694.03588462994,311495.1810650424,0.75,937774.5360573739
C_0508,C,5,F0,0.20010226782418786,91390.36876042442,238078.34689014577,151280.17013888888,0.9583333333333334,421500.461710612
C_0508,C,5,PAST,0.16976545543905822,77534.9912025411,184959.4898125607,125869.88015407987,0.9166666666666666,435958.1516113281
C_0508,C,5,LATEST,0.17928599709733703,81883.19685962817,172346.70353815195,113889.13780381944,0.75,266538.671875
C_0508,C,5,MEAN_INPUT,0.16715026794221124,76340.5871994616,163472.3469278255,107003.12315538194,0.8333333333333334,251290.14615885416
C_0508,C,5,MIXTURE,0.16636343931137776,75981.2281601812,168417.43433617146,107484.78128573675,0.8333333333333334,341211.27295324823
C_0508,C,5,F0_CAL,0.2026929407161679,92573.57649470014,233050.37584348425,145124.51629235173,1.0,632250.692565918
C_0508,C,5,PAST_CAL,0.17370871497531368,79335.95001752603,182967.20381324738,121376.16675138811,1.0,544947.6895141602
C_0508,C,5,LATEST_CAL,0.17754410841953944,81087.64441369887,171017.48843050445,115723.43732743482,0.8333333333333334,333173.33984375
C_0508,C,5,MEAN_INPUT_CAL,0.16562500882187717,75643.97343801736,161861.2999694925,109671.08510218111,0.8333333333333334,314112.6826985677
C_0508,C,5,MIXTURE_CAL,0.16910470447976475,77233.21414381386,167151.74047191752,109263.83572091065,0.875,426514.09119156026
C_0508,C,5,SEASONAL24,0.25054671944807566,114429.27324637964,238336.68160605742,142557.1467584476,0.9166666666666666,731062.2124438314
C_0508,C,5,SEASONAL168,0.3301215773718,150772.56754675778,303158.4094432216,193418.94068044005,0.8333333333333334,979018.1386337816
C_0515,C,5,F0,0.11450543929571086,58057.73070824034,135069.54693344308,88193.53407118055,0.75,199922.3556315104
C_0515,C,5,PAST,0.11081796758581956,56188.07070917039,125353.07984503121,82684.07552083333,0.75,200494.26236979166
C_0515,C,5,LATEST,0.09429505715912744,47810.453977864585,104806.32723500372,62823.398980034726,0.75,160553.12467447916
C_0515,C,5,MEAN_INPUT,0.10844633069547055,54985.57887328457,117821.41893139444,74360.75499131944,0.7083333333333334,134879.26627604166
C_0515,C,5,MIXTURE,0.10173559828908957,51583.03400466432,114784.44232315199,70871.48842354499,0.75,175286.78355346122
C_0515,C,5,F0_CAL,0.1089510497462665,55241.4867403227,129860.8615180908,84180.15144103307,0.875,299883.5334472656
C_0515,C,5,PAST_CAL,0.10796821768700701,54743.16107667844,121469.69469006473,80485.51060319075,0.8333333333333334,250617.8279622396
C_0515,C,5,LATEST_CAL,0.09735042077610506,49359.61600179376,107746.55509890856,66585.26264131551,0.75,200691.40584309897
C_0515,C,5,MEAN_INPUT_CAL,0.11126826554972265,56416.385434545475,122032.62345696472,77826.02281661208,0.75,168599.0828450521
C_0515,C,5,MIXTURE_CAL,0.10368720272038205,52572.55664409435,117480.2886973652,73398.38568523953,0.7916666666666666,219108.47944182655
C_0515,C,5,SEASONAL24,0.14563237320453626,73840.03028952732,123030.65129922917,79556.06183004916,1.0,811595.9231138394
C_0515,C,5,SEASONAL168,0.3056593349156978,154978.55354422584,301589.7823380003,193490.60129061594,0.9166666666666666,1086866.6393159046
C_0522,C,5,F0,0.17473296275209174,88623.7384022094,232553.43855374507,142584.16666666666,0.9583333333333334,463621.5869140625
C_0522,C,5,PAST,0.15634579956159578,79297.85555281704,185953.31075175773,120614.35080295138,0.9583333333333334,481575.4326171875
C_0522,C,5,LATEST,0.15265384915711303,77425.31563998428,180236.93814649514,110916.34798177083,0.7916666666666666,310898.8860677083
C_0522,C,5,MEAN_INPUT,0.12225877044239379,62009.07440936053,145137.54153687993,87769.45345052083,0.875,284137.5631510417
C_0522,C,5,MIXTURE,0.13912622505299305,70564.16820149045,177670.17379007887,106111.43057072838,0.9166666666666666,418254.64931718603
C_0522,C,5,F0_CAL,0.18637512985567117,94528.59090154174,225505.10128902752,137513.1059546418,1.0,695432.3803710938
C_0522,C,5,PAST_CAL,0.16447032888255217,83418.57868279154,181795.38551617003,117974.97583942144,0.9583333333333334,601969.2907714844
C_0522,C,5,LATEST_CAL,0.15578991484010954,79015.91343174926,183851.2461507773,113897.98558932573,0.9166666666666666,388623.60758463544
C_0522,C,5,MEAN_INPUT_CAL,0.12713072576358567,64480.107276268136,148902.4343597462,89838.72413609906,0.9166666666666666,355171.95393880206
C_0522,C,5,MIXTURE_CAL,0.14884998355753323,75496.01286559812,180575.38143158733,108176.79035519296,0.9583333333333334,522818.3116464826
C_0522,C,5,SEASONAL24,0.39357713851729886,199620.47695908867,407486.7964520573,261683.35539312745,0.75,811859.9962543547
C_0522,C,5,SEASONAL168,0.4354970799773534,220882.07446924323,449337.3179838611,276789.45436646923,0.75,1087220.278705398
D_0601,D,6,F0,0.1660217073622602,69329.42074685072,146110.36104359082,103231.14093695748,0.875,415824.9149576823
D_0601,D,6,PAST,0.13041808116290524,54461.61327693557,95590.57715045549,68314.24020724827,0.875,411253.5286458333
D_0601,D,6,LATEST,0.13541750051209434,56549.33332907056,121158.28820327872,77011.27153862848,0.7916666666666666,253115.66235351562
D_0601,D,6,MEAN_INPUT,0.10021742783914332,41850.046787354804,85126.21905043555,58150.273600260414,0.7916666666666666,227038.84903971353
D_0601,D,6,MIXTURE,0.10032230116203511,41893.8411010226,84256.40839177644,57199.47397282402,0.8333333333333334,254493.06206221052
D_0601,D,6,F0_CAL,0.1874327010388397,78270.49124176343,139216.99640784747,98908.65215780896,1.0,623737.3724365234
D_0601,D,6,PAST_CAL,0.14051217854187734,58676.83269230656,91096.39263143498,64798.87870293966,1.0,514066.9108072917
D_0601,D,6,LATEST_CAL,0.141985593083085,59292.119562227854,124681.77910152226,81160.76604264152,0.8333333333333334,316394.57794189453
D_0601,D,6,MEAN_INPUT_CAL,0.10785493582028599,45039.41288107103,88282.6077531575,60604.298499925615,0.875,283798.5612996419
D_0601,D,6,MIXTURE_CAL,0.10808703260181057,45136.33475758925,86510.33715983923,59071.53339435085,0.9166666666666666,318116.3275777632
D_0601,D,6,SEASONAL24,0.2837390380425882,118487.2958078792,248195.90686548778,154583.33094618056,0.875,668434.1246221726
D_0601,D,6,SEASONAL168,0.3608731317762829,150697.91527056013,286060.1842967439,200866.36303260768,0.8333333333333334,895148.349002076
D_0608,D,6,F0,0.16805153883762655,63264.60729844835,130172.61590361071,89484.05881076388,1.0,455577.61560058594
D_0608,D,6,PAST,0.16596252984951787,62478.17990724595,127511.25710321762,90270.33954535589,0.9583333333333334,451727.6215413411
D_0608,D,6,LATEST,0.13862928337351238,52188.31813949989,112647.26725006204,80148.01167805989,0.9583333333333334,319151.8659667969
D_0608,D,6,MEAN_INPUT,0.13589432204908963,51158.71582009936,112907.23133050621,76050.16522894964,0.9583333333333334,293098.06233723956
D_0608,D,6,MIXTURE,0.142168537647906,53520.704223838045,119007.9698048957,80902.60644040968,0.9583333333333334,349968.54269684246
D_0608,D,6,F0_CAL,0.2029102218486514,76387.49154507455,128896.2262888886,89304.740234375,1.0,683366.4234008789
D_0608,D,6,PAST_CAL,0.18252528676662652,68713.3879832218,127697.57575178608,90904.87203454158,1.0,564659.5269266764
D_0608,D,6,LATEST_CAL,0.1452313483241374,54673.728563879915,112266.91669294448,79680.41562803203,1.0,398939.8324584961
D_0608,D,6,MEAN_INPUT_CAL,0.14056723041052727,52917.876816022326,111659.23905749901,75444.8670999623,0.9583333333333334,366372.5779215495
D_0608,D,6,MIXTURE_CAL,0.15105437497479401,56865.86257758945,118203.66657456888,80902.60644040968,1.0,437460.67837105313
D_0608,D,6,SEASONAL24,0.3344134249393606,125893.12868214484,239102.9664289774,165972.22382269966,0.75,602593.219149723
D_0608,D,6,SEASONAL168,0.33414974704065714,125793.8646180956,243983.83324636653,166259.01069269792,0.8333333333333334,806976.0435205464
D_0615,D,6,F0,0.29063824493191476,103845.12322022775,266686.25013508904,158253.36924913197,0.8333333333333334,430549.6682942708
D_0615,D,6,PAST,0.3437703119013908,122829.22506368323,317719.911714665,188646.15823025175,0.8333333333333334,486754.6429036458
D_0615,D,6,LATEST,0.27485403410001485,98205.42043728298,244025.0442674706,133686.598171658,0.7916666666666666,310477.396484375
D_0615,D,6,MEAN_INPUT,0.24217260572617574,86528.33727402137,193689.9482532647,122927.0511610243,0.7083333333333334,290964.45857747394
D_0615,D,6,MIXTURE,0.23979956305468447,85680.44848813361,199449.14397097653,124678.62582048016,0.7916666666666666,353808.6033722341
D_0615,D,6,F0_CAL,0.29572174080253877,105661.45766443737,271205.52585545793,159018.26835449017,1.0,645824.5024414062
D_0615,D,6,PAST_CAL,0.3418923447800837,122158.22690526345,321173.72657241503,189248.39724147567,0.875,608443.3036295573
D_0615,D,6,LATEST_CAL,0.26748007369698645,95570.70239853021,241811.91068567673,134574.1952218339,0.8333333333333334,388096.74560546875
D_0615,D,6,MEAN_INPUT_CAL,0.23628194243564174,84423.60169320447,191851.4541542533,124859.90715932117,0.75,363705.57322184247
D_0615,D,6,MIXTURE_CAL,0.23697555389602287,84671.42925487694,198172.43632944056,125803.9967592109,0.875,442260.7542152926
D_0615,D,6,SEASONAL24,0.5407411790658733,193206.96897100168,400443.16412489995,233851.0767476605,0.6666666666666666,571925.2373297819
D_0615,D,6,SEASONAL168,0.1761989190882086,62955.921263123266,107146.17944588387,62320.40140918035,0.9583333333333334,765906.3370496758
D_0622,D,6,F0,0.36824770962509673,139589.9488264199,314936.1007849377,207503.26139322916,0.6666666666666666,373230.63102213544
D_0622,D,6,PAST,0.5458521271463522,206913.6304275303,453529.89361362584,300929.1682400173,0.6666666666666666,450348.1533203125
D_0622,D,6,LATEST,0.18909836831219443,71680.64013957352,158536.63977458514,112439.92632378473,0.9166666666666666,356092.73799641925
D_0622,D,6,MEAN_INPUT,0.2583110770954982,97916.78017432157,227482.95180905674,147276.83355034722,0.75,350723.5224609375
D_0622,D,6,MIXTURE,0.2487853787027212,94305.91793016158,222449.61955135097,145563.53314898355,0.8333333333333334,373590.11670253635
D_0622,D,6,F0_CAL,0.3548650338992392,134517.04009975088,321434.9459937256,217218.07689816374,0.8333333333333334,559845.9465332031
D_0622,D,6,PAST_CAL,0.5273630806316469,199905.07344433942,458540.3316062649,306562.3267715474,0.6666666666666666,562935.1916503906
D_0622,D,6,LATEST_CAL,0.18831076445226827,71382.08680270548,155454.2710399147,111654.06368998764,1.0,445115.9224955241
D_0622,D,6,MEAN_INPUT_CAL,0.24731893733820784,93750.04081353874,223820.38153240035,146009.32593071065,0.8333333333333334,438404.4030761719
D_0622,D,6,MIXTURE_CAL,0.24164050014991512,91597.54200415089,220025.30826386315,144583.51499072099,0.9583333333333334,466987.64587817044
D_0622,D,6,SEASONAL24,0.6845874112559678,259503.37016819595,478746.0446160459,323406.6490968391,0.5833333333333334,606764.2869281668
D_0622,D,6,SEASONAL168,0.3285161819918495,124529.10319409586,259390.7636618047,151028.9831961081,0.8333333333333334,812561.8212328381
D_0701,D,7,F0,0.21507546116318935,102724.36216848544,246245.8468204351,167255.04014756947,0.7916666666666666,356491.7991536458
D_0701,D,7,PAST,0.2160829753354412,103205.57118303572,245785.27259474416,167675.20941840278,0.7916666666666666,367393.1002604167
D_0701,D,7,LATEST,0.10282181790198679,49109.76642273272,109250.78721907307,67254.03255208333,0.9583333333333334,333771.2757161458
D_0701,D,7,MEAN_INPUT,0.09682127487572267,46243.7864931589,100647.54696126205,67874.23806423611,0.9583333333333334,276694.3177083333
D_0701,D,7,MIXTURE,0.1045261542321294,49923.791702453665,107568.56314472429,71414.94745429159,0.9583333333333334,336198.13219914277
D_0701,D,7,F0_CAL,0.20276420105459592,96844.25694724866,238247.5148696127,161509.602633589,0.9583333333333334,534737.6987304688
D_0701,D,7,PAST_CAL,0.20362135753449037,97253.65210650829,239362.41547840546,160965.7631523783,0.875,459241.3753255208
D_0701,D,7,LATEST_CAL,0.10966645784669915,52378.90400258906,107486.54542781269,64906.19530289876,1.0,417214.0946451823
D_0701,D,7,MEAN_INPUT_CAL,0.10116949576256325,48320.58416571845,100948.11737353196,66479.20723032884,0.9583333333333334,345867.8971354167
D_0701,D,7,MIXTURE_CAL,0.11360379425150477,54259.45498985175,109286.08425562632,71537.25728136078,1.0,420247.6652489284
D_0701,D,7,SEASONAL24,0.2600121147183178,124187.01090336041,231942.47040633197,167072.57368117713,0.9166666666666666,764519.3958535675
D_0701,D,7,SEASONAL168,0.4233621047839616,202206.2486581956,368453.6929331272,271572.2625756914,0.7916666666666666,1023823.0661326785
D_0708,D,7,F0,0.12660739313546246,56718.70948061342,117755.62274188818,82788.92740885416,0.8333333333333334,327652.732421875
D_0708,D,7,PAST,0.1263489206557277,56602.91667322875,114008.14911632729,85336.56032986111,0.875,331874.20133463544
D_0708,D,7,LATEST,0.09431376888531147,42251.52358760127,91663.77516996652,58407.59754774306,0.7916666666666666,169128.52897135416
D_0708,D,7,MEAN_INPUT,0.11667529819130096,52269.240980231065,110453.10073661711,72278.13791232639,0.7083333333333334,164906.8400065104
D_0708,D,7,MIXTURE,0.10951230486293521,49060.29932570653,105618.6649053251,69787.45033597412,0.8333333333333334,224713.4028589333
D_0708,D,7,F0_CAL,0.13761619418206245,61650.53038639497,119811.62002145976,83502.55201398952,1.0,491479.0986328125
D_0708,D,7,PAST_CAL,0.12961771126233612,58067.29865107116,114927.56429227853,84849.91796875,1.0,414842.75166829425
D_0708,D,7,LATEST_CAL,0.09262461450440994,41494.801138575305,89679.02984006582,56597.32930995375,0.8333333333333334,211410.66121419272
D_0708,D,7,MEAN_INPUT_CAL,0.11316864997124577,50698.30142671528,108108.27932603506,72932.38002354333,0.8333333333333334,206133.55000813803
D_0708,D,7,MIXTURE_CAL,0.10932679852319264,48977.19454066911,104035.72953227755,70082.81097554714,0.875,280891.7535736666
