time,reaTZon_y,reaTSup_y,reaTRet_y,reaPHeaPum_y,reaQHeaPumCon_y,reaQHeaPumEva_y,reaQFloHea_y,reaPPumEmi_y,reaPFan_y,reaCOP_y,reaTSetHea_y,weaSta_reaWeaTDryBul_y,oveHeaPumY_u,ovePum_u,oveFan_u
1903260,294.52685087373465,297.8822509445084,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8614125385802,0,0,0
1903290,294.5243067847623,297.8822509445084,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8664958092207,0,0,0
1903320,294.52175172535544,297.8822509445084,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.87157499999995,0,0,0
1903350,294.51918605069943,297.8822509445084,301.6090959170189,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8766499083719,0,0,0
1903380,294.5166101077509,297.8822509445084,301.6090959170189,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8817203317901,0,0,0
1903410,294.5140242354245,297.8822509445084,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.88678606770833,0,0,0
1903440,294.5114287647754,297.8822509445084,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.89184691358025,0,0,0
1903470,294.508824019178,297.8822509445084,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.89690266685955,0,0,0
1903500,294.50621031450044,297.8822509445085,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.901953125,0,0,0
1903530,294.5035879592755,297.8822509445085,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9069980854552,0,0,0
1903560,294.50095725486744,297.8822509445085,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.912037345679,0,0,0
1903590,294.49831849563583,297.88225094450854,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.917070703125,0,0,0
1903620,294.4956719690951,297.88225094450854,301.609095917019,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9220979552469,0,0,0
1903650,294.49301795607084,297.88225094450854,301.60909591701903,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.92711889949845,0,0,0
1903680,294.49035673085257,297.88225094450854,301.60909591701903,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9321333333333,0,0,0
1903710,294.4876885613437,297.88225094450854,301.60909591701903,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9371410542052,0,0,0
1903740,294.4850137092071,297.88225094450854,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.94214185956787,0,0,0
1903770,294.48233243000857,297.88225094450854,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.94713554687496,0,0,0
1903800,294.4796449733567,297.8822509445086,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.95212191358024,0,0,0
1903830,294.47695158303907,297.8822509445086,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9571007571373,0,0,0
1903860,294.47425249715695,297.8822509445086,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.962071875,0,0,0
1903890,294.4715479482553,297.88225094450866,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9670350646219,0,0,0
1903920,294.4688381634511,297.88225094450866,301.6090959170191,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.97199012345675,0,0,0
1903950,294.46612336455826,297.88225094450866,301.60909591701915,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9769368489583,0,0,0
1903980,294.4634037682106,297.88225094450866,301.60909591701915,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9818750385802,0,0,0
1904010,294.46067958598053,297.88225094450866,301.60909591701915,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9868044897762,0,0,0
1904040,294.4579510244972,297.88225094450866,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.991725,0,0,0
1904070,294.4552182855605,297.88225094450866,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.9966363667052,0,0,0
1904100,294.45248156625297,297.8822509445087,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.00153838734565,0,0,0
1904130,294.44974105904987,297.8822509445087,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.006430859375,0,0,0
1904160,294.446996951926,297.8822509445087,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0113135802469,0,0,0
1904190,294.44424942846086,297.88225094450877,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0161863474151,0,0,0
1904220,294.4414986679413,297.88225094450877,301.6090959170192,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0210489583333,0,0,0
1904250,294.43874484546166,297.88225094450877,301.60909591701926,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.02590121045523,0,0,0
1904280,294.43598813202277,297.88225094450877,301.60909591701926,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.03074290123453,0,0,0
1904310,294.4332286946275,297.88225094450877,301.60909591701926,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.035573828125,0,0,0
1904340,294.4304666963752,297.88225094450877,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0403937885802,0,0,0
1904370,294.4277022965541,297.88225094450877,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.04520258005397,0,0,0
1904400,294.4249356507314,297.88225094450877,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.04999999999995,0,0,0
1904430,294.4221666106872,297.8822509445088,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.05479162326384,0,0,0
1904460,294.4193958897332,297.8822509445088,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0595829861111,0,0,0
1904490,294.4166234683965,297.8822509445089,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.064373828125,0,0,0
1904520,294.41384947043946,297.8822509445089,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.06916388888885,0,0,0
1904550,294.41107404252944,297.8822509445089,301.6090959170193,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0739529079861,0,0,0
1904580,294.40829733412454,297.8822509445089,301.6090959170194,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.07874062499997,0,0,0
1904610,294.4055194926887,297.8822509445089,301.6090959170194,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.0835267795139,0,0,0
1904640,294.40274066215113,297.8822509445089,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.08831111111107,0,0,0
1904670,294.39996098245405,297.8822509445089,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.09309335937496,0,0,0
1904700,294.3971805894655,297.8822509445089,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.09787326388886,0,0,0
1904730,294.39439961501427,297.88225094450894,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1026505642361,0,0,0
1904760,294.3916181869653,297.88225094450894,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.107425,0,0,0
1904790,294.3888364293084,297.882250944509,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.11219631076386,0,0,0
1904820,294.38605446225137,297.882250944509,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1169642361111,0,0,0
1904850,294.38327240231246,297.882250944509,301.60909591701943,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.12172851562497,0,0,0
1904880,294.3804903624135,297.882250944509,301.6090959170195,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.12648888888884,0,0,0
1904910,294.37770845197144,297.882250944509,301.6090959170195,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.13124509548607,0,0,0
1904940,294.37492677698816,297.882250944509,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.135996875,0,0,0
1904970,294.37214544013926,297.882250944509,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.14074396701386,0,0,0
1905000,294.3693645408613,297.882250944509,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1454861111111,0,0,0
1905030,294.36658417543674,297.88225094450905,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.150223046875,0,0,0
1905060,294.3638044370777,297.88225094450905,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.15495451388887,0,0,0
1905090,294.3610254160073,297.88225094450905,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.15968025173606,0,0,0
1905120,294.3582471995395,297.8822509445091,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1644,0,0,0
1905150,294.35546987215696,297.8822509445091,301.60909591701954,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.16911349826387,0,0,0
1905180,294.3526935155867,297.8822509445091,301.6090959170196,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1738204861111,0,0,0
1905210,294.34991820887376,297.8822509445091,301.6090959170196,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.178520703125,0,0,0
1905240,294.3471440284534,297.8822509445091,301.6090959170196,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1832138888889,0,0,0
1905270,294.34437104822075,297.8822509445091,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1878997829861,0,0,0
1905300,294.34159933959836,297.8822509445091,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.19257812499995,0,0,0
1905330,294.33882897160265,297.88225094450917,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.1972486545139,0,0,0
1905360,294.33606001090743,297.88225094450917,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2019111111111,0,0,0
1905390,294.33329252190606,297.88225094450917,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.206565234375,0,0,0
1905420,294.3305265667716,297.8822509445092,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.21121076388886,0,0,0
1905450,294.32776220551506,297.8822509445092,301.60909591701966,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2158474392361,0,0,0
1905480,294.3249994960418,297.8822509445092,301.6090959170197,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.22047499999996,0,0,0
1905510,294.3222384942074,297.8822509445092,301.6090959170197,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.22509318576385,0,0,0
1905540,294.3194792538786,297.8822509445092,301.6090959170197,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2297017361111,0,0,0
1905570,294.3167218270186,297.8822509445092,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.234300390625,0,0,0
1905600,294.3139662638252,297.8822509445092,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2388888888889,0,0,0
1905630,294.31121261294766,297.8822509445093,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2434669704861,0,0,0
1905660,294.3084609217816,297.8822509445093,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.248034375,0,0,0
1905690,294.30571123681125,297.8822509445093,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2525908420139,0,0,0
1905720,294.3029636039504,297.88225094450934,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2571361111111,0,0,0
1905750,294.30021806882905,297.88225094450934,301.6090959170198,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.26166992187495,0,0,0
1905780,294.29747467698667,297.88225094450934,301.60909591701983,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2661920138889,0,0,0
1905810,294.2947334739505,297.88225094450934,301.60909591701983,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.27070212673607,0,0,0
1905840,294.2919945051972,297.88225094450934,301.60909591701983,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2752,0,0,0
1905870,294.2892578160113,297.88225094450934,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2796853732639,0,0,0
1905900,294.2865234512615,297.88225094450934,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2841579861111,0,0,0
1905930,294.2837914551213,297.88225094450934,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.28861757812496,0,0,0
1905960,294.281061870761,297.8822509445094,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.29306388888887,0,0,0
1905990,294.27833474003216,297.8822509445094,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.2974966579861,0,0,0
1906020,294.2756101031649,297.88225094450945,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.301915625,0,0,0
1906050,294.27288799849293,297.88225094450945,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.30632052951387,0,0,0
1906080,294.27016846221375,297.88225094450945,301.6090959170199,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3107111111111,0,0,0
1906110,294.2674515281931,297.88225094450945,301.60909591701994,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.315087109375,0,0,0
1906140,294.264737227813,297.88225094450945,301.60909591701994,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3194482638889,0,0,0
1906170,294.2620255898662,297.88225094450945,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.32379431423607,0,0,0
1906200,294.2593166404921,297.88225094450945,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.328125,0,0,0
1906230,294.2566104031531,297.88225094450945,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3324400607639,0,0,0
1906260,294.25390689864525,297.8822509445095,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3367392361111,0,0,0
1906290,294.2512061451499,297.8822509445095,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.341022265625,0,0,0
1906320,294.2485081582738,297.88225094450956,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3452888888889,0,0,0
1906350,294.24581295115775,297.88225094450956,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3495388454861,0,0,0
1906380,294.24312053457726,297.88225094450956,301.60909591702,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.353771875,0,0,0
1906410,294.2404309170573,297.88225094450956,301.60909591702006,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3579877170139,0,0,0
1906440,294.2377441049953,297.88225094450956,301.60909591702006,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3621861111111,0,0,0
1906470,294.23506010278953,297.88225094450956,301.60909591702006,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.36636679687496,0,0,0
1906500,294.23237891297003,297.88225094450956,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.37052951388887,0,0,0
1906530,294.22970053632827,297.88225094450956,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3746740017361,0,0,0
1906560,294.22702497204534,297.8822509445096,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.37879999999996,0,0,0
1906590,294.22435221781586,297.8822509445096,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.38290724826385,0,0,0
1906620,294.22168226996655,297.8822509445096,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.38699548611106,0,0,0
1906650,294.21901512356925,297.8822509445097,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.39106445312495,0,0,0
1906680,294.21635077254683,297.8822509445097,301.6090959170201,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3951138888889,0,0,0
1906710,294.2136892097721,297.8822509445097,301.60909591702017,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.3991435329861,0,0,0
1906740,294.21103042715936,297.8822509445097,301.60909591702017,0,9.683963652113196e-11,0,0,0,0,1,294.15,281.40315312499996,0,0,0
