time,reaTZon_y,reaTSup_y,reaTRet_y,reaPHeaPum_y,reaQHeaPumCon_y,reaQHeaPumEva_y,reaQFloHea_y,reaPPumEmi_y,reaPFan_y,reaCOP_y,reaTSetHea_y,weaSta_reaWeaTDryBul_y,oveHeaPumY_u,ovePum_u,oveFan_u
1900800,294.6436398363086,302.61450188901495,300.60368994502096,1591.9699885281661,4163.003210288719,-2571.0332218230947,4363.140560178792,20.498644281163177,510.20408163265313,2.6150010617584356,294.15,280.45,0.22678994268563407,1,1
1900830,294.64385087783563,297.8822509445075,301.60909591701795,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.45472855420525,0,0,0
1900860,294.64404985560793,297.8822509445075,301.60909591701795,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.45946963734565,0,0,0
1900890,294.6442229893646,297.8822509445075,301.609095917018,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.46422304687496,0,0,0
1900920,294.6443633088035,297.8822509445075,301.609095917018,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.4689885802469,0,0,0
1900950,294.64446724152896,297.8822509445075,301.609095917018,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.4737660349151,0,0,0
1900980,294.6445317905662,297.8822509445075,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.4785552083333,0,0,0
1901010,294.644554460277,297.8822509445075,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.4833558979552,0,0,0
1901040,294.6445332046338,297.8822509445076,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.48816790123453,0,0,0
1901070,294.6444663423592,297.8822509445076,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.49299101562497,0,0,0
1901100,294.64435248522534,297.8822509445076,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.49782503858023,0,0,0
1901130,294.6441904856806,297.88225094450763,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.502669767554,0,0,0
1901160,294.64397939955234,297.88225094450763,301.60909591701807,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.507525,0,0,0
1901190,294.64371845864036,297.88225094450763,301.6090959170181,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5123905333719,0,0,0
1901220,294.64340704939036,297.88225094450763,301.6090959170181,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.51726616512343,0,0,0
1901250,294.6430446952793,297.88225094450763,301.6090959170181,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5221516927083,0,0,0
1901280,294.6426310415495,297.88225094450763,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.52704691358025,0,0,0
1901310,294.64216584153496,297.88225094450763,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5319516251929,0,0,0
1901340,294.64164894414273,297.8822509445077,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.53686562499996,0,0,0
1901370,294.6410802822162,297.8822509445077,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.54178871045525,0,0,0
1901400,294.6404598615739,297.8822509445077,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5467206790123,0,0,0
1901430,294.63978775053215,297.88225094450775,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.55166132812496,0,0,0
1901460,294.63906406970375,297.88225094450775,301.6090959170182,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.55661045524687,0,0,0
1901490,294.6382889818069,297.88225094450775,301.60909591701824,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5615678578318,0,0,0
1901520,294.63746268111606,297.88225094450775,301.60909591701824,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5665333333333,0,0,0
1901550,294.63658538198956,297.88225094450775,301.60909591701824,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.57150667920524,0,0,0
1901580,294.6356573055245,297.88225094450775,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5764876929012,0,0,0
1901610,294.63467866257474,297.88225094450775,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.58147617187495,0,0,0
1901640,294.63364962941085,297.8822509445078,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.5864719135802,0,0,0
1901670,294.63257030665056,297.8822509445078,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.59147471547067,0,0,0
1901700,294.6314406295834,297.8822509445078,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.596484375,0,0,0
1901730,294.6302599721445,297.88225094450786,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6015006896219,0,0,0
1901760,294.6290285523156,297.88225094450786,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6065234567901,0,0,0
1901790,294.62774822196053,297.88225094450786,301.6090959170183,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6115524739583,0,0,0
1901820,294.6264208366628,297.88225094450786,301.60909591701835,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.61658753858023,0,0,0
1901850,294.6250480538228,297.88225094450786,301.60909591701835,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.62162844810956,0,0,0
1901880,294.62363135847465,297.88225094450786,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.626675,0,0,0
1901910,294.6221721075302,297.88225094450786,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.63172699170525,0,0,0
1901940,294.6206715627448,297.88225094450786,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.636784220679,0,0,0
1901970,294.619130912568,297.8822509445079,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.641846484375,0,0,0
1902000,294.617551286539,297.8822509445079,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6469135802469,0,0,0
1902030,294.6159337650504,297.882250944508,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.65198530574844,0,0,0
1902060,294.614279386234,297.882250944508,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6570614583333,0,0,0
1902090,294.6125891510107,297.882250944508,301.6090959170184,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6621418354552,0,0,0
1902120,294.6108640269225,297.882250944508,301.60909591701846,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.66722623456786,0,0,0
1902150,294.6091049511282,297.882250944508,301.60909591701846,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.67231445312495,0,0,0
1902180,294.60731283280177,297.882250944508,301.60909591701846,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.67740628858024,0,0,0
1902210,294.6054885550931,297.882250944508,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6825015383873,0,0,0
1902240,294.60363297675934,297.882250944508,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6876,0,0,0
1902270,294.6017469335431,297.88225094450803,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.6927014708719,0,0,0
1902300,294.5998312393525,297.88225094450803,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.69780574845674,0,0,0
1902330,294.5978866872848,297.88225094450803,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7029126302083,0,0,0
1902360,294.59591405052396,297.8822509445081,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.70802191358024,0,0,0
1902390,294.5939140831362,297.8822509445081,301.6090959170185,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7131333960262,0,0,0
1902420,294.591887520782,297.8822509445081,301.6090959170186,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.718246875,0,0,0
1902450,294.5898350813591,297.8822509445081,301.6090959170186,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.72336214795524,0,0,0
1902480,294.5877574655886,297.8822509445081,301.6090959170186,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.72847901234564,0,0,0
1902510,294.58565535755247,297.8822509445081,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.73359726562495,0,0,0
1902540,294.58352942519105,297.8822509445081,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7387167052469,0,0,0
1902570,294.58138032076636,297.88225094450814,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7438371286651,0,0,0
1902600,294.57920868129577,297.88225094450814,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7489583333333,0,0,0
1902630,294.5770151289604,297.88225094450814,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7540801167052,0,0,0
1902660,294.5748002714923,297.8822509445082,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.75920227623453,0,0,0
1902690,294.57256470254185,297.8822509445082,301.60909591701864,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.76432460937497,0,0,0
1902720,294.57030900131394,297.8822509445082,301.6090959170187,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7694469135802,0,0,0
1902750,294.5680337348697,297.8822509445082,301.6090959170187,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.77456898630396,0,0,0
1902780,294.5657394568434,297.8822509445082,301.6090959170187,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.779690625,0,0,0
1902810,294.5634267079888,297.8822509445082,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7848116271219,0,0,0
1902840,294.5610960165598,297.8822509445082,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.78993179012343,0,0,0
1902870,294.5587478986283,297.88225094450826,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.7950509114583,0,0,0
1902900,294.55638285837665,297.88225094450826,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8001687885802,0,0,0
1902930,294.55400138837433,297.88225094450826,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.80528521894286,0,0,0
1902960,294.5516039698459,297.8822509445083,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.81039999999996,0,0,0
1902990,294.54919107293057,297.8822509445083,301.60909591701875,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8155129292052,0,0,0
1903020,294.54676315693484,297.8822509445083,301.6090959170188,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8206238040123,0,0,0
1903050,294.54432067057877,297.8822509445083,301.6090959170188,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.825732421875,0,0,0
1903080,294.5418640522364,297.8822509445083,301.6090959170188,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8308385802469,0,0,0
1903110,294.5393937301699,297.8822509445083,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8359420765818,0,0,0
1903140,294.5369101227585,297.8822509445083,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8410427083333,0,0,0
1903170,294.53441363872264,297.8822509445083,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8461402729552,0,0,0
1903200,294.5319046773416,297.88225094450837,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.8512345679012,0,0,0
1903230,294.5293836286676,297.88225094450837,301.60909591701886,0,9.683963652113196e-11,0,0,0,0,1,294.15,280.856325390625,0,0,0
