arm,lr,step,validation_loss,train_loss
STANDARD_LORA,3e-05,0,0.47049095334333346,
STANDARD_LORA,3e-05,4,0.47120675876771734,6.907436370849609
STANDARD_LORA,3e-05,8,0.47136898138733196,7.809998512268066
STANDARD_LORA,3e-05,15,0.47155842994957997,5.724783420562744
STANDARD_LORA,3e-05,30,0.4719433820898994,6.682473182678223
STANDARD_LORA,3e-05,60,0.4724560082041813,7.623114585876465
STANDARD_LORA,3e-05,120,0.47366577289692946,4.241222858428955
STANDARD_LORA,3e-05,180,0.47632328505457733,4.92557430267334
STANDARD_LORA,3e-05,240,0.5159297850592509,4.010900974273682
STANDARD_LORA,3e-05,360,0.6144034816021904,2.069622278213501
STANDARD_LORA,0.0001,0,0.47049095334333346,
STANDARD_LORA,0.0001,4,0.47293837021235563,6.882543563842773
STANDARD_LORA,0.0001,8,0.47346037874767277,7.832027435302734
STANDARD_LORA,0.0001,15,0.4740923921327802,5.5676164627075195
STANDARD_LORA,0.0001,30,0.47636715331978896,6.511917591094971
STANDARD_LORA,0.0001,60,0.47758433854338456,6.527950286865234
STANDARD_LORA,0.0001,120,0.5505221069542066,2.581242561340332
STANDARD_LORA,0.0001,180,0.5936505074627328,3.133314609527588
STANDARD_LORA,0.0001,240,0.6473047253844212,1.6351351737976074
STANDARD_LORA,0.0001,360,0.6517430298508995,1.3437824249267578
RAW_STABILITY_LORA,3e-05,0,0.47049095334333346,
RAW_STABILITY_LORA,3e-05,4,0.4712016106472525,6.935631275177002
RAW_STABILITY_LORA,3e-05,8,0.4713546845148917,7.8817644119262695
RAW_STABILITY_LORA,3e-05,15,0.4715178654702631,5.769018173217773
RAW_STABILITY_LORA,3e-05,30,0.4718270809279126,6.708431243896484
RAW_STABILITY_LORA,3e-05,60,0.47220156348431314,7.715036392211914
RAW_STABILITY_LORA,3e-05,120,0.47332513065559967,4.267090320587158
RAW_STABILITY_LORA,3e-05,180,0.47681724513791246,4.932258605957031
RAW_STABILITY_LORA,3e-05,240,0.5148140704931811,4.049595832824707
RAW_STABILITY_LORA,3e-05,360,0.6146719471897363,2.066167116165161
RAW_STABILITY_LORA,0.0001,0,0.47049095334333346,
RAW_STABILITY_LORA,0.0001,4,0.4729300696086993,6.910197734832764
RAW_STABILITY_LORA,0.0001,8,0.4734248465709092,7.9060959815979
RAW_STABILITY_LORA,0.0001,15,0.4739397400150558,5.608298301696777
RAW_STABILITY_LORA,0.0001,30,0.47598427690553224,6.547118186950684
RAW_STABILITY_LORA,0.0001,60,0.47726318252075606,6.6026930809021
RAW_STABILITY_LORA,0.0001,120,0.5518784900233199,2.593750476837158
RAW_STABILITY_LORA,0.0001,180,0.5924054071806019,2.9533767700195312
RAW_STABILITY_LORA,0.0001,240,0.6472888501806101,1.617620825767517
RAW_STABILITY_LORA,0.0001,360,0.6528412203025156,1.3225417137145996
F0_ANCHOR_LORA,3e-05,0,0.47049095334333346,
F0_ANCHOR_LORA,3e-05,4,0.4712067485901248,6.907438278198242
F0_ANCHOR_LORA,3e-05,8,0.4713688825437398,7.8100080490112305
F0_ANCHOR_LORA,3e-05,15,0.4715579197438,5.724842071533203
F0_ANCHOR_LORA,3e-05,30,0.4719404007414779,6.682684898376465
F0_ANCHOR_LORA,3e-05,60,0.4724547816363175,7.624776840209961
F0_ANCHOR_LORA,3e-05,120,0.4736643815199978,4.2476935386657715
F0_ANCHOR_LORA,3e-05,180,0.47615994224381947,4.931454658508301
F0_ANCHOR_LORA,3e-05,240,0.5140666214193619,4.033144474029541
F0_ANCHOR_LORA,3e-05,360,0.6080841057525196,2.1103508472442627
F0_ANCHOR_LORA,0.0001,0,0.47049095334333346,
F0_ANCHOR_LORA,0.0001,4,0.4729381579040861,6.882564067840576
F0_ANCHOR_LORA,0.0001,8,0.4734596495760258,7.832144260406494
F0_ANCHOR_LORA,0.0001,15,0.4740825859582435,5.5680251121521
F0_ANCHOR_LORA,0.0001,30,0.4762806574668605,6.513205528259277
F0_ANCHOR_LORA,0.0001,60,0.4774560318176672,6.54313325881958
F0_ANCHOR_LORA,0.0001,120,0.5478580845152099,2.642282724380493
F0_ANCHOR_LORA,0.0001,180,0.5939113047386912,3.1545276641845703
F0_ANCHOR_LORA,0.0001,240,0.6424202484167946,1.69668447971344
F0_ANCHOR_LORA,0.0001,360,0.6574220781861819,1.361250638961792
FR_LORA,3e-05,0,0.47049095334333346,
FR_LORA,3e-05,4,0.4712067489561871,6.907438278198242
FR_LORA,3e-05,8,0.4713690476654605,7.810013771057129
FR_LORA,3e-05,15,0.4715587766288527,5.724817752838135
FR_LORA,3e-05,30,0.4719447864548903,6.6826491355896
FR_LORA,3e-05,60,0.4724655793442808,7.626632213592529
FR_LORA,3e-05,120,0.47372015802018075,4.2483906745910645
FR_LORA,3e-05,180,0.4762058016786389,4.935074806213379
FR_LORA,3e-05,240,0.5138761147294723,4.023167610168457
FR_LORA,3e-05,360,0.611253093643962,2.086733341217041
FR_LORA,0.0001,0,0.47049095334333346,
FR_LORA,0.0001,4,0.4729383240159661,6.8825554847717285
FR_LORA,0.0001,8,0.4734607660048272,7.832137107849121
FR_LORA,0.0001,15,0.4740946698413524,5.567835807800293
FR_LORA,0.0001,30,0.4763547055965518,6.512256145477295
FR_LORA,0.0001,60,0.4774060856691754,6.550149917602539
FR_LORA,0.0001,120,0.5476282697881316,2.6310720443725586
FR_LORA,0.0001,180,0.594006384087032,3.114128351211548
FR_LORA,0.0001,240,0.6474457584995912,1.753784418106079
FR_LORA,0.0001,360,0.6414701234601906,1.3620631694793701
