arm,lr,step,validation_loss,checkpoint,checkpoint_sha256
STANDARD_LORA,3e-05,0,0.47049095334333346,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_04/STANDARD_LORA_3e-05/best.pt,8339fe7b892b83d9c32392eaf42f2e20990e2c8d522298a9c75d23d72b233f7b
RAW_STABILITY_LORA,3e-05,0,0.47049095334333346,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_04/RAW_STABILITY_LORA_3e-05/best.pt,8339fe7b892b83d9c32392eaf42f2e20990e2c8d522298a9c75d23d72b233f7b
F0_ANCHOR_LORA,3e-05,0,0.47049095334333346,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_04/F0_ANCHOR_LORA_3e-05/best.pt,8339fe7b892b83d9c32392eaf42f2e20990e2c8d522298a9c75d23d72b233f7b
FR_LORA,3e-05,0,0.47049095334333346,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_04/FR_LORA_3e-05/best.pt,8339fe7b892b83d9c32392eaf42f2e20990e2c8d522298a9c75d23d72b233f7b
