panel,kind,stage,condition,proposed,baseline,proposed_nmae,baseline_nmae,gain_pct,ci_low,ci_high,bonf2_low,bonf2_high,seed_gains,primary_family
electricity,standard,selected,FAULT,MAG_ONLY,PETSA_XY_OFFLINE,0.1720179249582867,0.1717179346853728,-0.1746994415368075,-0.4304149355964914,0.0392156009281737,-0.4755587551744575,0.0623265709227662,"{""81551"": -0.4253622467194962, ""81552"": 0.07696631215815541}",False
electricity,standard,selected,REFERENCE,MAG_ONLY,PETSA_XY_OFFLINE,0.1668896283640906,0.166811495544884,-0.0468389896939536,-0.2936138936628213,0.1667533300991574,-0.3360354987339717,0.1917122215994643,"{""81551"": -0.22314282137443353, ""81552"": 0.13018528998697265}",False
electricity,standard,selected,SHIFT4,MAG_ONLY,PETSA_XY_OFFLINE,0.1891601232133997,0.1902854955281722,0.5914125570364082,0.2214413593889713,0.9614668093970048,0.1815723438643569,1.0170913647065014,"{""81551"": 0.3014503945400593, ""81552"": 0.8807739417307947}",False
electricity,standard,selected,SHIFT8,MAG_ONLY,PETSA_XY_OFFLINE,0.2014240791357451,0.2021964073495934,0.3819693059693985,0.0066071586760693,0.7574739168084804,-0.0397998591153328,0.8163386443159243,"{""81551"": 0.4122714407521322, ""81552"": 0.3517525884082717}",False
electricity,standard,selected,SHIFT_POINT,MAG_ONLY,PETSA_XY_OFFLINE,0.1935199306757507,0.195063262832349,0.7911957045057649,0.3837497515054022,1.2193498809071974,0.3358245657703156,1.276746356116781,"{""81551"": 0.4311897004424581, ""81552"": 1.1534355994509915}",False
electricity_transfer,standard,selected,FAULT,MAG_ONLY,PETSA_XY_OFFLINE,0.2557271431867551,0.2550925264540525,-0.2487790377570631,-0.5345651165477816,-0.0457793059454337,-0.5638976309825385,-0.0205959463129925,"{""81551"": -0.3185892341298624, ""81552"": -0.1777456224601126}",False
electricity_transfer,standard,selected,REFERENCE,MAG_ONLY,PETSA_XY_OFFLINE,0.2402730666372369,0.2395850995330474,-0.287149370111206,-0.6261233551668854,-0.0289275094918519,-0.6736406255834351,0.0012027278517859,"{""81551"": -0.10056583173823075, ""81552"": -0.4769245299585334}",False
electricity_transfer,standard,selected,SHIFT4,MAG_ONLY,PETSA_XY_OFFLINE,0.319098292597388,0.3205312172327224,0.4470468267351202,0.1667488898424104,0.7433754288447277,0.1351923548493906,0.784062285656548,"{""81551"": 0.8685951902528855, ""81552"": 0.018242480998686972}",False
electricity_transfer,standard,selected,SHIFT8,MAG_ONLY,PETSA_XY_OFFLINE,0.3630396376269014,0.3665910850713152,0.9687762711750092,0.4256879142492625,1.428011975439905,0.3716360556280551,1.5067179484928044,"{""81551"": 0.7953206066216634, ""81552"": 1.1394251329955973}",True
electricity_transfer,standard,selected,SHIFT_POINT,MAG_ONLY,PETSA_XY_OFFLINE,0.3342952093924514,0.3369193674378705,0.7788682690979543,0.5063048009241911,1.0703354712554738,0.4742634800724871,1.108473460560594,"{""81551"": 1.5475331669622783, ""81552"": -0.009278425134584545}",False
ettm1,standard,selected,FAULT,MAG_ONLY,PETSA_XY_OFFLINE,0.4231977068249665,0.4231977068249665,0.0,0.0,0.0,0.0,0.0,"{""81551"": 0.0, ""81552"": 0.0}",False
ettm1,standard,selected,REFERENCE,MAG_ONLY,PETSA_XY_OFFLINE,0.4073363333081826,0.4073363333081826,0.0,0.0,0.0,0.0,0.0,"{""81551"": 0.0, ""81552"": 0.0}",False
ettm1,standard,selected,SHIFT4,MAG_ONLY,PETSA_XY_OFFLINE,0.5514045925316808,0.5514045925316808,0.0,0.0,0.0,0.0,0.0,"{""81551"": 0.0, ""81552"": 0.0}",False
ettm1,standard,selected,SHIFT8,MAG_ONLY,PETSA_XY_OFFLINE,0.5453682716834297,0.5453682716834297,0.0,0.0,0.0,0.0,0.0,"{""81551"": 0.0, ""81552"": 0.0}",False
ettm1,standard,selected,SHIFT_POINT,MAG_ONLY,PETSA_XY_OFFLINE,0.5898071695855718,0.5898071695855718,0.0,0.0,0.0,0.0,0.0,"{""81551"": 0.0, ""81552"": 0.0}",False
neso_2026_jul_aug,standard,selected,FAULT,MAG_ONLY,PETSA_XY_OFFLINE,0.2057606005639629,0.2040297687696478,-0.8483231661499335,-1.5866670951212336,-0.1778351550822318,-1.6792633491153897,-0.1011743986672233,"{""81551"": -1.51800446225554, ""81552"": -0.14768691716957605}",False
neso_2026_jul_aug,standard,selected,REFERENCE,MAG_ONLY,PETSA_XY_OFFLINE,0.1915825976595737,0.1901032392140105,-0.7781868692399607,-1.724661174951314,0.1300116192029129,-1.852678740222412,0.2487276459780571,"{""81551"": -1.5998008367845262, ""81552"": 0.08293635307021763}",False
neso_2026_jul_aug,standard,selected,SHIFT4,MAG_ONLY,PETSA_XY_OFFLINE,0.2639513566008448,0.2623432665706108,-0.6129717187923767,-1.6578140712420597,0.4552881447812619,-1.82761552554398,0.5707115765944272,"{""81551"": 0.6559872417699952, ""81552"": -1.8607774040412473}",False
neso_2026_jul_aug,standard,selected,SHIFT8,MAG_ONLY,PETSA_XY_OFFLINE,0.2779398910584043,0.2795863971561499,0.5889077989820968,-0.3961182990728074,1.5479365824518176,-0.583205602045124,1.66934701039132,"{""81551"": 0.754297333359244, ""81552"": 0.42870239146978184}",True
neso_2026_jul_aug,standard,selected,SHIFT_POINT,MAG_ONLY,PETSA_XY_OFFLINE,0.2556535604984623,0.2569415673663476,0.5012839615977538,-1.287794594509533,2.086323717788536,-1.571254889972982,2.253319372930477,"{""81551"": 1.8363362579362552, ""81552"": -0.8212298032920007}",False
