panel,kind,condition,arm,matched_nmae,swapped_nmae,pairing_penalty,penalty_pct,ci_low,ci_high,bonferroni2_low,bonferroni2_high
electricity,shape,STEP8_D31,MAG_ONLY,0.2081634060208964,0.2209604021206233,0.0127969960997268,6.1475724020591125,0.0111568661571021,0.0144688624111299,0.0109013413416916,0.0149318092809925
electricity,shape,STEP8_D33,C3,0.2099397019117305,0.2228528090909211,0.0129131071791905,6.150864777649301,0.0111962383864857,0.0147953407756266,0.0109370814783614,0.0150624716132528
electricity,shape,STEP8_D33,MAG_ONLY,0.2096644183321873,0.2231042831780877,0.0134398648459004,6.410179158109047,0.0116998473293618,0.0152480942993122,0.0114600458591581,0.0156019823176845
electricity,standard,BURST16,C3,0.1773113210617377,0.1785436510457948,0.001232329984057,0.6950091943807581,0.0008679307771303,0.0015847886585128,0.0008038754067595,0.0016282512413513
electricity,standard,BURST16,MAG_ONLY,0.1772747724509105,0.1785572619641357,0.0012824895132251,0.723447276504227,0.0009038692161961,0.0016519110306738,0.0008457441569506,0.0016960125413861
electricity,standard,BURST4,C3,0.1696996876602181,0.1705351885425864,0.0008355008823682,0.4923408486414997,0.0005450387510325,0.0010996085060398,0.0005016957398548,0.001134916729703
electricity,standard,BURST4,MAG_ONLY,0.1697537078208745,0.1705633009250083,0.0008095931041338,0.476922191878217,0.0005207874584637,0.001078167477138,0.0004721926389994,0.0011180187029336
electricity,standard,BURST8,C3,0.1791838300431626,0.179947886864681,0.0007640568215184,0.4264094708403027,0.0004434694766977,0.0010571348931898,0.000396886661199,0.0010954440653043
electricity,standard,BURST8,MAG_ONLY,0.1791397402035839,0.1799399194605787,0.0008001792569948,0.4466788084461445,0.0005180958960973,0.0010652577865145,0.0004725937376384,0.0010880179726305
electricity,standard,FAULT,C3,0.1722803112213003,0.17320513380136,0.0009248225800596,0.5368126940934747,0.0006854071862087,0.0011468837935418,0.0006476182350396,0.0011713969272695
electricity,standard,FAULT,MAG_ONLY,0.1722682131607218,0.1731934165701477,0.0009252034094259,0.5370714610957935,0.0006832269661115,0.0011485915687035,0.0006451437912346,0.001170032954503
electricity,standard,POINT16,C3,0.170274175740862,0.1711629465068141,0.000888770765952,0.5219645093479602,0.000612513833829,0.0011517410462069,0.0005715727437803,0.0011877993539355
electricity,standard,POINT16,MAG_ONLY,0.1702528915098619,0.1711441302864781,0.0008912387766161,0.5234793774791827,0.0005993573402057,0.0011677366844102,0.0005497485697901,0.0012048719140343
electricity,standard,POINT4,C3,0.1678667404840013,0.1687862946636949,0.0009195541796936,0.547788190228941,0.0007114770692366,0.0011182412937992,0.0006700783819306,0.0011498911643061
electricity,standard,POINT4,MAG_ONLY,0.1678575232433887,0.1687434086960674,0.0008858854526787,0.5277603503026843,0.000675901256902,0.0010816815291398,0.0006441554606857,0.0011091376842847
electricity,standard,POINT8,C3,0.1693461123378198,0.1702548351845884,0.0009087228467686,0.5366068545794828,0.0006508170331579,0.0011414241315061,0.0006033869667075,0.001188037298481
electricity,standard,POINT8,MAG_ONLY,0.1693306437357116,0.1702124780886182,0.0008818343529066,0.5207765903748629,0.0006226158497123,0.0011248623929828,0.0005768174729091,0.0011562137776238
electricity,standard,REFERENCE,C3,0.1670709424441366,0.1679516786462359,0.0008807362020992,0.5271630058552649,0.0006552484973307,0.0010897352095009,0.0006121973635172,0.0011187474222235
electricity,standard,REFERENCE,MAG_ONLY,0.1670810633354915,0.1679293533788903,0.0008482900433988,0.5077116619108055,0.000627900962744,0.0010524178022248,0.000578984910818,0.0010876113310087
electricity,standard,SHIFT4,C3,0.1890399872308558,0.1949356802141392,0.0058956929832833,3.1187544337291837,0.0049179263040577,0.0069572160087099,0.0048195564179301,0.0071075390718386
electricity,standard,SHIFT4,MAG_ONLY,0.1890719917082998,0.1945118685276148,0.0054398768193149,2.8771457740327886,0.0045097995448972,0.0064578917773205,0.0044016979093614,0.006589698478468
electricity,standard,SHIFT8,C3,0.2024921469452611,0.2158331763105347,0.0133410293652735,6.588418151781465,0.0112650737463446,0.0157728005693883,0.0109683903035336,0.0161151308021516
electricity,standard,SHIFT8,MAG_ONLY,0.2024730119813106,0.2158353787463977,0.0133623667650871,6.599579190495056,0.0113565856167787,0.0156831472885271,0.0111027637493246,0.0160067179133908
electricity,standard,SHIFT_POINT,C3,0.1935992618625434,0.1998498578441754,0.0062505959816319,3.2286259366370382,0.0053443195129536,0.0072363141394041,0.0052456763582581,0.0074001756532097
electricity,standard,SHIFT_POINT,MAG_ONLY,0.1937656646255124,0.1996641980744121,0.0058985334488996,3.044158241502524,0.0050190811597882,0.0068730033670922,0.0049127181090047,0.0070510455317952
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,0.3659506995465545,0.4029311897839207,0.0369804902373661,10.105320274886292,0.0339822130319201,0.0400829127701445,0.0336184591981117,0.0405693086176696
electricity_transfer,shape,PAIRED_SHIFT8_D32,MAG_ONLY,0.3655459242300403,0.4039565378014118,0.0384106135713715,10.507739527468916,0.0352979980298339,0.0415826341846746,0.0349575793439781,0.0421812199413036
electricity_transfer,shape,PULSE8_D32,C3,7.008869258728272,6.960903773846118,-0.0479654848821548,-0.6843541106494826,-0.0499554809970619,-0.0459902142724291,-0.0502574314962155,-0.0457370488532145
electricity_transfer,shape,PULSE8_D32,MAG_ONLY,7.008376964030818,6.956872332603979,-0.0515046314268392,-0.734900986222304,-0.0536781954699849,-0.0493495833544957,-0.0540615107083324,-0.0490578013902637
electricity_transfer,shape,RAMP8_D32,C3,0.902015449880456,0.934791023750572,0.0327755738701163,3.633593401804819,0.0304309382995662,0.0350330818111631,0.0300227832782553,0.0353365542700669
electricity_transfer,shape,RAMP8_D32,MAG_ONLY,0.8945232091399853,0.9248617734400274,0.030338564300042,3.391590513253454,0.0279449004064982,0.0327391699019012,0.0275466543314572,0.0330343320171964
electricity_transfer,shape,STEP12_D17,C3,0.5692733963802349,0.6242371457718466,0.0549637493916117,9.655070786919374,0.0521296355457565,0.0579050298626493,0.0518188530107501,0.0583368984319309
electricity_transfer,shape,STEP12_D17,MAG_ONLY,0.5591087372901862,0.6184482021389143,0.0593394648487281,10.613224385711948,0.056329167783056,0.0624555484636739,0.0559597184313362,0.0628103238319413
electricity_transfer,shape,STEP12_D63,C3,0.3901108140264773,0.3825954905802585,-0.0075153234462187,-1.926458630728632,-0.0091764501451565,-0.0058815776594976,-0.0094226189315178,-0.0056235026901189
electricity_transfer,shape,STEP12_D63,MAG_ONLY,0.3902196412992252,0.3829598841753897,-0.0072597571238354,-1.8604284242751823,-0.0090571924881344,-0.0054806103635164,-0.0093284192572015,-0.005247360024767
electricity_transfer,shape,STEP6_D17,C3,0.4016140749335074,0.4300099790871121,0.0283959041536047,7.070445466411033,0.026089360615582,0.0308991539755525,0.0258815906645889,0.03140762430145
electricity_transfer,shape,STEP6_D17,MAG_ONLY,0.3979543244849175,0.4277000039523313,0.0297456794674138,7.474646620793592,0.0274815524391515,0.0322102809830463,0.0272219088857365,0.0325960825790318
electricity_transfer,shape,STEP6_D63,C3,0.3391051513004565,0.3372551154416048,-0.0018500358588516,-0.54556406818263,-0.0031070399671642,-0.0006063135601805,-0.0032722046613715,-0.0003911630273056
electricity_transfer,shape,STEP6_D63,MAG_ONLY,0.3389247852976969,0.3371619393895501,-0.0017628459081467,-0.5201289444200229,-0.0030883348769816,-0.0004587638980964,-0.0032841206751348,-0.000227145882739
electricity_transfer,shape,STEP8_D31,C3,0.3698775849617296,0.412424886665467,0.0425473017037375,11.503076540347752,0.0395770103901024,0.0455720695681106,0.0391430808046263,0.0460715062171668
electricity_transfer,shape,STEP8_D31,MAG_ONLY,0.3697651118389726,0.4130075462748941,0.0432424344359215,11.69456853862216,0.0402056971262477,0.0462915019248775,0.0397463721681791,0.0468410369996537
electricity_transfer,shape,STEP8_D33,C3,0.3857271318737353,0.4264121813352937,0.0406850494615583,10.54762449919553,0.0381080396643114,0.0432737840451717,0.0377733228635865,0.0436150430845658
electricity_transfer,shape,STEP8_D33,MAG_ONLY,0.3842734868947316,0.4277650285901522,0.0434915416954205,11.317861673692493,0.0407386704094449,0.0462139092506128,0.040377443447767,0.0466214018646159
electricity_transfer,standard,BURST16,C3,0.2861518290701946,0.2902194386195401,0.0040676095493455,1.421486475401039,0.0035048670603508,0.0046766513903723,0.0034480400914601,0.0047768902330712
electricity_transfer,standard,BURST16,MAG_ONLY,0.2864068482395169,0.2909186816241681,0.0045118333846512,1.5753231504010985,0.0039399598631915,0.0051527289817104,0.0038664191866995,0.0052500601632608
electricity_transfer,standard,BURST4,C3,0.2511628425315162,0.2531992878460999,0.0020364453145837,0.8108067634758447,0.00173749908963,0.0023593579955183,0.001695035058212,0.0024017925360388
electricity_transfer,standard,BURST4,MAG_ONLY,0.2512333945480849,0.2533040280806123,0.0020706335325274,0.8241872209114723,0.0017910028267596,0.0023742226828157,0.0017584503852492,0.0024175368000314
electricity_transfer,standard,BURST8,C3,0.264706531253981,0.267276923401992,0.002570392148011,0.9710346532948928,0.0022028906462889,0.0029546837922257,0.0021502627305264,0.0030064990192376
electricity_transfer,standard,BURST8,MAG_ONLY,0.2646399406022706,0.2673566631492037,0.002716722546933,1.026573139621453,0.0023569580283797,0.0030867657970837,0.0023059665612118,0.0031364600327752
electricity_transfer,standard,FAULT,C3,0.2558013162131796,0.2582525342585481,0.0024512180453685,0.9582507555691396,0.0021885801886615,0.0027218681852574,0.0021578766289957,0.0027706902691493
electricity_transfer,standard,FAULT,MAG_ONLY,0.2558813673261491,0.2584414564422371,0.002560089116088,1.0004984508406802,0.0023011386162283,0.0028229322941478,0.0022729352547317,0.0028767247857155
electricity_transfer,standard,POINT16,C3,0.2471340684255156,0.2495546937889045,0.0024206253633888,0.979478620171872,0.002075101029108,0.0028228319828071,0.0020311783675446,0.0028919669641417
electricity_transfer,standard,POINT16,MAG_ONLY,0.2472214239667873,0.2497016326450513,0.002480208678264,1.003233715940915,0.0021323816703786,0.0028842590597265,0.0020839775209422,0.0029654121751987
electricity_transfer,standard,POINT4,C3,0.2416686820624652,0.243400637925811,0.0017319558633457,0.7166654150487297,0.0015154166095326,0.00195428394826,0.0014857252806658,0.0019859169909258
electricity_transfer,standard,POINT4,MAG_ONLY,0.2417328470007879,0.2434427351725588,0.0017098881717709,0.7073462266240331,0.0015022185107093,0.0019208021766378,0.0014756747227763,0.0019548659896046
electricity_transfer,standard,POINT8,C3,0.2439839439354045,0.2458642239689412,0.0018802800335367,0.7706572831015936,0.0016307252547332,0.0021444981704491,0.0015996810085108,0.0021745453014883
electricity_transfer,standard,POINT8,MAG_ONLY,0.2440537495994466,0.2459249979818282,0.0018712483823817,0.7667361740816963,0.0016211265385644,0.002131212465736,0.0015904892336955,0.0021663971999564
electricity_transfer,standard,REFERENCE,C3,0.2400674209951415,0.2417117999008097,0.0016443789056681,0.6849654563088184,0.0014185815521876,0.0018799450710689,0.0013953284846605,0.0019194062985081
electricity_transfer,standard,REFERENCE,MAG_ONLY,0.2401229961364311,0.2417495787923767,0.0016265826559455,0.677395618960785,0.0014130179989407,0.0018497895190609,0.0013812070768049,0.0018814971931497
electricity_transfer,standard,SHIFT4,C3,0.3167240873146154,0.3325802398347199,0.0158561525201045,5.006298275114753,0.0143574302742386,0.0175258288283767,0.014175641513015,0.0177105782218414
electricity_transfer,standard,SHIFT4,MAG_ONLY,0.3166301503172412,0.331815519429031,0.0151853691117898,4.795932761480608,0.0137461254793682,0.016776742461271,0.0135891409666027,0.0170201595927552
electricity_transfer,standard,SHIFT8,C3,0.3652404432097976,0.4008425010266458,0.0356020578168481,9.74756724747428,0.0333641600381357,0.0381539510723599,0.0330292215335693,0.0385190842302558
electricity_transfer,standard,SHIFT8,MAG_ONLY,0.3646782153962989,0.4018715668584576,0.0371933514621587,10.198950716521535,0.034935346238739,0.0398113310179317,0.0345413337411884,0.0401130904255086
electricity_transfer,standard,SHIFT_POINT,C3,0.3326539929681769,0.3491917877149336,0.0165377947467567,4.971470385548283,0.014764896699902,0.0185067563209246,0.0145370415657287,0.018831648776493
electricity_transfer,standard,SHIFT_POINT,MAG_ONLY,0.3326612921148246,0.3484651210856378,0.0158038289708131,4.750726743813085,0.0140494753970612,0.0177164220060648,0.0138337690380511,0.0180910970891057
ettm1,shape,PAIRED_SHIFT8_D32,C3,0.5433031622992772,0.5499001834845865,0.0065970211853093,1.214243104603061,0.00501825479117,0.0082471785742331,0.0048059540683764,0.0084608622268378
ettm1,shape,PAIRED_SHIFT8_D32,MAG_ONLY,0.5445856481397318,0.551003616398666,0.0064179682589343,1.1785048469157575,0.0049094526613877,0.0080126548906243,0.0047522192973943,0.0082430036032125
ettm1,shape,PULSE8_D32,C3,6.455493935242597,6.457594736277585,0.0021008010349877,0.0325428395729535,0.0010523788165757,0.0032654957523111,0.0009329202050319,0.0033914141240606
ettm1,shape,PULSE8_D32,MAG_ONLY,6.451370631492429,6.453364107223226,0.0019934757307979,0.0309000341891197,0.000949014664923,0.0031592187444045,0.0007782012850244,0.003288029507235
ettm1,shape,RAMP8_D32,C3,1.003803759414191,1.011796553467036,0.0079927940528448,0.7962506593429539,0.0060273720770614,0.010140772273905,0.0057417984525469,0.0104548801969017
ettm1,shape,RAMP8_D32,MAG_ONLY,1.0040430084867862,1.012235899053389,0.0081928905666029,0.8159900021564404,0.006272225509008,0.0103500725801382,0.0060106393988865,0.0106252822253408
ettm1,shape,STEP12_D17,C3,0.8271229828161801,0.8342298181125123,0.0071068352963323,0.8592235307178956,0.0037437931078883,0.0106109634286041,0.0032427817238564,0.0111151305586424
ettm1,shape,STEP12_D17,MAG_ONLY,0.8288795232257277,0.8357956257307624,0.0069161025050348,0.8343917675900112,0.0036129857750589,0.0103062891114881,0.003159281263652,0.0107427345112086
ettm1,shape,STEP12_D63,C3,0.6529096449431953,0.6572219813395387,0.0043123363963433,0.6604798121367237,0.0027424442365235,0.0059513780492486,0.0025365894542465,0.0061139259851957
ettm1,shape,STEP12_D63,MAG_ONLY,0.6512214124948084,0.6554705356193994,0.0042491231245909,0.6524851675734495,0.0027348783535936,0.0058621148709307,0.0024841532630462,0.0060016638472742
ettm1,shape,STEP6_D17,C3,0.62785301385232,0.6336554198105074,0.0058024059581875,0.9241662985076182,0.0036653417770307,0.0082074032868375,0.003422115463649,0.0084611174073304
ettm1,shape,STEP6_D17,MAG_ONLY,0.6285041318510751,0.6344150117203027,0.0059108798692276,0.940467941208104,0.0037069386792322,0.0084266987047043,0.0034393904748303,0.0086614318287192
ettm1,shape,STEP6_D63,C3,0.5531054662005013,0.5542716637360573,0.0011661975355561,0.210845418608348,0.000440514384281,0.0019173376268591,0.0003603712778096,0.0020048423239112
ettm1,shape,STEP6_D63,MAG_ONLY,0.5521643403142942,0.5532831349210733,0.0011187946067791,0.2026198588163687,0.0003784407518775,0.0019044986977186,0.0002718547742951,0.0019798912689653
ettm1,shape,STEP8_D31,C3,0.5349917701967957,0.5403701019570012,0.0053783317602056,1.0053111206228895,0.0041239041380244,0.0068289429882799,0.0039886929271401,0.0070640377185269
ettm1,shape,STEP8_D31,MAG_ONLY,0.5362393100103492,0.5413551866376725,0.0051158766273233,0.9540286457597844,0.0039206557858184,0.0064629801858423,0.003820815886901,0.0066862025332635
ettm1,shape,STEP8_D33,C3,0.5506682551293421,0.5573600103627196,0.0066917552333775,1.2152062827383747,0.0051265522168175,0.0083867886952926,0.0049142305097514,0.0086205903999561
ettm1,shape,STEP8_D33,MAG_ONLY,0.5517742274778175,0.5581071819220447,0.0063329544442271,1.1477437924520948,0.0048413091469772,0.0079359390590705,0.0046559331785188,0.0081736520369872
ettm1,standard,BURST16,C3,0.4672614229693046,0.4680619408382347,0.00080051786893,0.171321198279761,0.0002451569112554,0.0013395405359638,0.0001893053632138,0.0014081750493186
ettm1,standard,BURST16,MAG_ONLY,0.467655085618311,0.4684648215418673,0.0008097359235562,0.173148106041791,0.0002369142762879,0.0013780950947117,0.000182661819477,0.0014553294557214
ettm1,standard,BURST4,C3,0.4195477070916815,0.4211658168727287,0.0016181097810471,0.3856795672329999,0.0009892457618615,0.0022552661669575,0.0009148293718905,0.002370302119131
ettm1,standard,BURST4,MAG_ONLY,0.4194692330415474,0.4210855123849137,0.0016162793433662,0.3853153499832974,0.0010021272734966,0.0022262488280482,0.0009426279416595,0.002355161027172
ettm1,standard,BURST8,C3,0.4236983854055917,0.4249987471943346,0.0013003617887428,0.3069074213011424,0.0006627427414261,0.0019510374471158,0.0005918634205958,0.0020397877891389
ettm1,standard,BURST8,MAG_ONLY,0.4235929582849284,0.424880506958007,0.0012875486730785,0.3039589416905533,0.0006518606478378,0.0019129384605754,0.0005768292363852,0.0019941780813696
ettm1,standard,FAULT,C3,0.4238778532269566,0.4251845476884577,0.001306694461501,0.3082714634777968,0.0007452066242222,0.0018830873084375,0.0006761293068159,0.001979585049321
ettm1,standard,FAULT,MAG_ONLY,0.4238417906836667,0.4251319889895826,0.0012901983059158,0.3044056377344877,0.0007455048441894,0.0018498461052049,0.0006806326628282,0.0019270293957767
ettm1,standard,POINT16,C3,0.414160549121647,0.4157134184343211,0.001552869312674,0.3749438028241458,0.0008960747806861,0.0022778077711185,0.0008425772915434,0.0023606858696189
ettm1,standard,POINT16,MAG_ONLY,0.4140407679806077,0.4155379435362016,0.0014971755555939,0.3616009995576351,0.0008619277793098,0.0022146619608399,0.0007889080013054,0.0023034949241857
ettm1,standard,POINT4,C3,0.408025521686036,0.4092699684843877,0.0012444467983515,0.30499239194874,0.0003332245107159,0.0021350412931867,0.0002239143562509,0.002264921098077
ettm1,standard,POINT4,MAG_ONLY,0.407888140705163,0.4091086404632823,0.0012204997581192,0.2992241343445918,0.0003700051387721,0.0020767259602693,0.0002452018585771,0.0021941094948891
ettm1,standard,POINT8,C3,0.4105735330874788,0.4118973943067391,0.0013238612192602,0.3224419288074786,0.0006775624068384,0.0019535285689885,0.0006071933820771,0.0020164898859638
ettm1,standard,POINT8,MAG_ONLY,0.4104045584714424,0.4117145090532234,0.0013099505817809,0.3191851929374074,0.0007037245170949,0.001888533323687,0.0006299867004912,0.0019774318281179
ettm1,standard,REFERENCE,C3,0.4074239956393877,0.4086623991755168,0.0012384035361291,0.3039594008658453,0.0004491435955271,0.0020685419441013,0.0003320845733156,0.0021561158437449
ettm1,standard,REFERENCE,MAG_ONLY,0.4073187288320858,0.4085555734329337,0.0012368446008479,0.3036552245938575,0.0004758636745484,0.0020119716101071,0.0003879046209446,0.0020873299498142
ettm1,standard,SHIFT4,C3,0.5478271963602431,0.551137459388203,0.00331026302796,0.6042531385724148,0.0020236249418162,0.0044897312349416,0.0018035017014253,0.004697607478528
ettm1,standard,SHIFT4,MAG_ONLY,0.5478992580964017,0.5513207128087938,0.003421454712392,0.6244678491223734,0.0021500652581387,0.0045928259951873,0.0019183754242635,0.0047946590057061
ettm1,standard,SHIFT8,C3,0.5487169997321304,0.5548770234245848,0.0061600236924541,1.122623081745475,0.0046425493312517,0.0077384867736875,0.0044346629857344,0.0080098563676446
ettm1,standard,SHIFT8,MAG_ONLY,0.5495218339536563,0.555541037961412,0.0060192040077557,1.0953530207251658,0.0045613234490505,0.0075445704142141,0.0043819751549094,0.0077916545585801
ettm1,standard,SHIFT_POINT,C3,0.5881615112027816,0.5908398818826781,0.0026783706798965,0.4553801343476719,0.0015604923616229,0.0037793326251633,0.0014389683559566,0.0039222470224521
ettm1,standard,SHIFT_POINT,MAG_ONLY,0.5882515785914265,0.5910446432426356,0.002793064651209,0.4748078463124752,0.0016804166854956,0.0038760859023951,0.0015889429207537,0.0040184070714861
