arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
B0,73101,selected,standard,0,0.37326517930861,0.022977425579987186,0.007468336693811579
B0,73101,selected,standard,1,0.31372341952498056,0.015715829456733783,0.008118685921057476
B0,73101,selected,standard,2,0.41845892827971787,0.034167338868753096,0.020704634270978083
B0,73101,selected,standard,3,0.37971088787039886,0.013748008415711922,0.006993039075216318
B0,73101,fixed512,standard,0,0.3781399780899822,0.023277508021172476,0.007644486657470892
B0,73101,fixed512,standard,1,0.31669287321714795,0.01586458286467646,0.008422871245150843
B0,73101,fixed512,standard,2,0.46155619323794944,0.037686247790586484,0.023011547618731854
B0,73101,fixed512,standard,3,0.3556651149748023,0.012877394749653992,0.0073201279067977645
B1,73101,selected,standard,0,0.3966501113550556,0.024416953201571223,0.008376217696488795
B1,73101,selected,standard,1,0.33307319085302084,0.016685147293058287,0.00831513884467616
B1,73101,selected,standard,2,0.3940431681734364,0.03217378229028796,0.019754410092474427
B1,73101,selected,standard,3,0.37580482815002186,0.013606583601139985,0.006757052940185532
B1,73101,fixed512,standard,0,0.42115703967670054,0.025925548572689697,0.008721747245392179
B1,73101,fixed512,standard,1,0.3594816742352419,0.018008068041768688,0.008653924081374621
B1,73101,fixed512,standard,2,0.45892853434161346,0.03747169839069271,0.023348544833056317
B1,73101,fixed512,standard,3,0.4119516464862279,0.014915333965066831,0.007568303801405517
B2,73101,selected,standard,0,0.3520082118732728,0.0216688910196342,0.007286173407148454
B2,73101,selected,standard,1,0.30810768334181104,0.015434511752552399,0.008178677923500072
B2,73101,selected,standard,2,0.47422590539239534,0.038720734855613684,0.023599855000009606
B2,73101,selected,standard,3,0.36613533665006087,0.013256485000431724,0.00750896753758716
B2,73101,fixed512,standard,0,0.3520082118732728,0.0216688910196342,0.007286173407148454
B2,73101,fixed512,standard,1,0.30810768334181104,0.015434511752552399,0.008178677923500072
B2,73101,fixed512,standard,2,0.47422590539239534,0.038720734855613684,0.023599855000009606
B2,73101,fixed512,standard,3,0.36613533665006087,0.013256485000431724,0.00750896753758716
B3,73101,selected,standard,0,0.3556154039948438,0.021890942239840804,0.007551895368401893
B3,73101,selected,standard,1,0.3495141011817616,0.01750874708433676,0.008658697523394949
B3,73101,selected,standard,2,0.43724401561036624,0.03570114876293786,0.02174431702605992
B3,73101,selected,standard,3,0.3990600211912645,0.014448573124888201,0.007310357849407592
B3,73101,fixed512,standard,0,0.3631117746117131,0.022352403173025535,0.007886991498652301
B3,73101,fixed512,standard,1,0.3602823788898293,0.018048178970738418,0.00925213830449696
B3,73101,fixed512,standard,2,0.48192497302957404,0.03934936680765342,0.024690661750823104
B3,73101,fixed512,standard,3,0.3794570450793766,0.013738817652584705,0.00785167562966914
B0,73102,selected,standard,0,0.3737520494162474,0.0230073962879061,0.0075799813362983194
B0,73102,selected,standard,1,0.3204876020659367,0.01605467804951287,0.008315124525568292
B0,73102,selected,standard,2,0.4161210260329124,0.03397644821519002,0.020949458685715214
B0,73102,selected,standard,3,0.3774707507378218,0.013666900854315026,0.0070421469403527835
B0,73102,fixed512,standard,0,0.39347725054111293,0.02422163851038287,0.007902430107387287
B0,73102,fixed512,standard,1,0.32090827950043604,0.0160757516908333,0.008391965080592976
B0,73102,fixed512,standard,2,0.4696717768537977,0.038348888438882164,0.023055758635076928
B0,73102,fixed512,standard,3,0.3578119276736876,0.012955123358429903,0.007361216860279092
B1,73102,selected,standard,0,0.38511027388024693,0.02370658488574357,0.007887143935684194
B1,73102,selected,standard,1,0.38424417730379934,0.019248534168704767,0.008453831088569131
B1,73102,selected,standard,2,0.3690022077116237,0.03012917785272679,0.017252115344671377
B1,73102,selected,standard,3,0.39044140261835336,0.014136522971844827,0.006238104759074243
B1,73102,fixed512,standard,0,0.396442541536368,0.024404175636649737,0.0081494736897536
