arm,seed,policy,condition,channel,origin,normalized_MSE,raw_MAE
B0,73101,selected,standard,0,14035,0.09394567876197156,0.005808405687784155
B0,73101,selected,standard,0,14036,0.0943378034468323,0.005821053098825117
B0,73101,selected,standard,0,14037,0.09139473649360356,0.005698733665483693
B0,73101,selected,standard,0,14038,0.08859718378617472,0.005698905179401238
B0,73101,selected,standard,0,14039,0.08820440583756718,0.007330386670244236
B0,73101,selected,standard,0,14040,0.08717188121584518,0.00591507096507897
B0,73101,selected,standard,0,14041,0.08809033099582785,0.0054281911949937535
B0,73101,selected,standard,0,14042,0.08889105768794915,0.005634278318968912
B0,73101,selected,standard,0,14043,0.0886144706452862,0.005382302448836466
B0,73101,selected,standard,0,14044,0.08810807947627748,0.0051255275792752705
B0,73101,selected,standard,0,14045,0.08662465811383217,0.005605073648070295
B0,73101,selected,standard,0,14046,0.08477175561104694,0.005795265482924878
B0,73101,selected,standard,0,14047,0.07450979165967694,0.006173963575313489
B0,73101,selected,standard,0,14048,0.081495225944448,0.005871799310917656
B0,73101,selected,standard,0,14049,0.0821525455190642,0.005491756235125164
B0,73101,selected,standard,0,14050,0.08215101768418225,0.005511762498877942
B0,73101,selected,standard,0,14051,0.08468752229656012,0.005512754820970197
B0,73101,selected,standard,0,14052,0.08522615549923035,0.005634733397699892
B0,73101,selected,standard,0,14053,0.08302362666597653,0.005401235644333064
B0,73101,selected,standard,0,14054,0.0838548922076162,0.005292443468856315
B0,73101,selected,standard,0,14055,0.08294970917860728,0.005223023218661545
B0,73101,selected,standard,0,14056,0.0849414212856439,0.005280960480930903
B0,73101,selected,standard,0,14057,0.08544395340183374,0.0050988312963396315
B0,73101,selected,standard,0,14058,0.08533017492201396,0.005264239160964887
B0,73101,selected,standard,0,15745,0.8031947907067559,0.020491365947450203
B0,73101,selected,standard,0,15746,0.7730182893595337,0.018718034947973985
B0,73101,selected,standard,0,15747,0.7410785010747268,0.01824659530824671
B0,73101,selected,standard,0,15748,0.7137962587545091,0.01799424820492665
B0,73101,selected,standard,0,15749,0.7114167950459028,0.018107700369569164
B0,73101,selected,standard,0,15750,0.5901417659179073,0.018402536513842643
B0,73101,selected,standard,0,15751,0.601963029138394,0.01828805711666743
B0,73101,selected,standard,0,15752,0.6429152613548856,0.019554025896079838
