arm,buffers_unchanged,frozen_unchanged,id,initial_lora_hash,lr,optimizer_seconds,peak_allocated_bytes,peak_reserved_bytes,seconds,seed,started_at,status,trainable_parameters,updates
B0,True,True,B0_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,49.48254656922654,634260480,645922816,61.667104354011826,73100,1789564993.5227416,COMPLETE,1179648,512
B0,True,True,B0_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,49.95521130601992,633457664,650117120,61.10947343701264,73100,1789565056.1692626,COMPLETE,1179648,512
B1,True,True,B1_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,50.61217234141077,821782016,845152256,62.87764917299501,73100,1789565118.2497716,COMPLETE,1179648,512
B1,True,True,B1_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,50.05641277812538,821782016,845152256,61.36746359599056,73100,1789565182.0904174,COMPLETE,1179648,512
B2,True,True,B2_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,50.33085833178484,780150784,822083584,62.50596602799487,73100,1789565244.444055,COMPLETE,1179648,512
B2,True,True,B2_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,50.24229908690904,780150784,822083584,61.393738432001555,73100,1789565307.9333897,COMPLETE,1179648,512
B3,True,True,B3_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,51.24345655369689,781526016,822083584,63.79626005902537,73100,1789565370.3252833,COMPLETE,1179656,512
B3,True,True,B3_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,51.3342993510596,781526016,822083584,62.68808656997862,73100,1789565435.1215875,COMPLETE,1179656,512
B0,True,True,B0_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,49.872444992826786,633457664,650117120,62.27153408899903,73101,1789565498.7931607,COMPLETE,1179648,512
B1,True,True,B1_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,50.39171625196468,821782016,845152256,62.65174454500084,73101,1789565562.0399246,COMPLETE,1179648,512
B2,True,True,B2_73101_1e-04,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,0.0001,50.671612503851065,780150784,822083584,63.169944711000426,73101,1789565625.6719909,COMPLETE,1179648,512
B3,True,True,B3_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,51.34355007018894,781526016,822083584,64.04972824899596,73101,1789565689.8301718,COMPLETE,1179656,512
B0,True,True,B0_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,49.69238143073744,633457664,650117120,61.82626797701232,73102,1789565754.8614423,COMPLETE,1179648,512
B1,True,True,B1_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,50.294353426026646,821782016,845152256,62.66385257101501,73102,1789565817.6620271,COMPLETE,1179648,512
B2,True,True,B2_73102_1e-04,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,0.0001,50.856289644376375,780150784,822083584,63.41096919999109,73102,1789565881.3102338,COMPLETE,1179648,512
B3,True,True,B3_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,51.115347789105726,781526016,822083584,63.63614439201774,73102,1789565945.7064195,COMPLETE,1179656,512
