method,baseline,policy,condition,seed,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates
B3,B2,selected,PRIMARY,73101,0.3853583854945591,0.37511928431438507,-2.7295587319346373,-6.4309913078219765,0.6180957455398159,2000
B3,B2,selected,PRIMARY,73102,0.3897207775816558,0.38467016867176956,-1.3129712988468845,-3.980300286588554,1.1142185460391267,2000
B3,B2,selected,PRIMARY,MEAN,0.3875395815381074,0.3798947264930773,-2.0123614548698945,-5.168947325057068,0.7609671233044872,2000
B3,B1,selected,PRIMARY,73101,0.3853583854945591,0.3748928246328837,-2.7916140758158954,-14.40235657047432,4.558018435617564,2000
B3,B1,selected,PRIMARY,73102,0.3897207775816558,0.3821995153785058,-1.967888995280749,-24.651030604664513,10.409170485005262,2000
B3,B1,selected,PRIMARY,MEAN,0.3875395815381074,0.3785461700056948,-2.3757766542129657,-19.333683877659755,7.6295867857856825,2000
B3,BLEND,selected,PRIMARY,73101,0.3853583854945591,0.3712896037459268,-3.7891666253762266,-14.727129299073356,0.5468794344790526,2000
B3,BLEND,selected,PRIMARY,73102,0.3897207775816558,0.3719578570632296,-4.775519640496978,-16.976568845725186,1.1152909899040422,2000
B3,BLEND,selected,PRIMARY,MEAN,0.3875395815381074,0.3716237304045782,-4.282786547619551,-15.861523911499361,0.8313079286402298,2000
B3,B2,selected,standard,73101,0.3853583854945591,0.37511928431438507,-2.7295587319346373,-6.4309913078219765,0.6180957455398159,2000
B3,B2,selected,standard,73102,0.3897207775816558,0.38467016867176956,-1.3129712988468845,-3.980300286588554,1.1142185460391267,2000
B3,B2,selected,standard,MEAN,0.3875395815381074,0.3798947264930773,-2.0123614548698945,-5.168947325057068,0.7609671233044872,2000
B3,B1,selected,standard,73101,0.3853583854945591,0.3748928246328837,-2.7916140758158954,-14.40235657047432,4.558018435617564,2000
B3,B1,selected,standard,73102,0.3897207775816558,0.3821995153785058,-1.967888995280749,-24.651030604664513,10.409170485005262,2000
B3,B1,selected,standard,MEAN,0.3875395815381074,0.3785461700056948,-2.3757766542129657,-19.333683877659755,7.6295867857856825,2000
B3,BLEND,selected,standard,73101,0.3853583854945591,0.3712896037459268,-3.7891666253762266,-14.727129299073356,0.5468794344790526,2000
B3,BLEND,selected,standard,73102,0.3897207775816558,0.3719578570632296,-4.775519640496978,-16.976568845725186,1.1152909899040422,2000
B3,BLEND,selected,standard,MEAN,0.3875395815381074,0.3716237304045782,-4.282786547619551,-15.861523911499361,0.8313079286402298,2000
B3,B2,fixed512,PRIMARY,73101,0.3961940429026232,0.37511928431438507,-5.618148538206191,-15.10111822985071,-0.16426034101999545,2000
B3,B2,fixed512,PRIMARY,73102,0.38843836059602344,0.38509975920595063,-0.8669445540440669,-1.7912188197240249,0.4156091839979146,2000
B3,B2,fixed512,PRIMARY,MEAN,0.39231620174932336,0.3801095217601679,-3.2113586454320258,-8.249851137827218,-0.5635207385128491,2000
B3,B1,fixed512,PRIMARY,73101,0.3961940429026232,0.41287972368494597,4.041293341654869,-9.657421433832452,7.134378192060954,2000
B3,B1,fixed512,PRIMARY,73102,0.38843836059602344,0.4065890757044246,4.464142347394515,-7.160628234478513,7.267264906496725,2000
B3,B1,fixed512,PRIMARY,MEAN,0.39231620174932336,0.4097343996946853,4.251094845426975,-8.401651296902505,6.5978096168511655,2000
B3,B2,fixed512,standard,73101,0.3961940429026232,0.37511928431438507,-5.618148538206191,-15.10111822985071,-0.16426034101999545,2000
B3,B2,fixed512,standard,73102,0.38843836059602344,0.38509975920595063,-0.8669445540440669,-1.7912188197240249,0.4156091839979146,2000
B3,B2,fixed512,standard,MEAN,0.39231620174932336,0.3801095217601679,-3.2113586454320258,-8.249851137827218,-0.5635207385128491,2000
B3,B1,fixed512,standard,73101,0.3961940429026232,0.41287972368494597,4.041293341654869,-9.657421433832452,7.134378192060954,2000
B3,B1,fixed512,standard,73102,0.38843836059602344,0.4065890757044246,4.464142347394515,-7.160628234478513,7.267264906496725,2000
B3,B1,fixed512,standard,MEAN,0.39231620174932336,0.4097343996946853,4.251094845426975,-8.401651296902505,6.5978096168511655,2000
