id,arm,seed,updates,optimizer_seconds,seconds,trainable_parameters,peak_allocated_bytes,peak_reserved_bytes,status
B0_73100_1e-04,B0,73100,512,49.48254656922654,61.667104354011826,1179648,634260480,645922816,COMPLETE
B0_73100_3e-05,B0,73100,512,49.95521130601992,61.10947343701264,1179648,633457664,650117120,COMPLETE
B1_73100_1e-04,B1,73100,512,50.61217234141077,62.87764917299501,1179648,821782016,845152256,COMPLETE
B1_73100_3e-05,B1,73100,512,50.05641277812538,61.36746359599056,1179648,821782016,845152256,COMPLETE
B2_73100_1e-04,B2,73100,512,50.33085833178484,62.50596602799487,1179648,780150784,822083584,COMPLETE
B2_73100_3e-05,B2,73100,512,50.24229908690904,61.393738432001555,1179648,780150784,822083584,COMPLETE
B3_73100_1e-04,B3,73100,512,51.24345655369689,63.79626005902537,1179656,781526016,822083584,COMPLETE
B3_73100_3e-05,B3,73100,512,51.3342993510596,62.68808656997862,1179656,781526016,822083584,COMPLETE
B0_73101_3e-05,B0,73101,512,49.872444992826786,62.27153408899903,1179648,633457664,650117120,COMPLETE
B1_73101_3e-05,B1,73101,512,50.39171625196468,62.65174454500084,1179648,821782016,845152256,COMPLETE
B2_73101_1e-04,B2,73101,512,50.671612503851065,63.169944711000426,1179648,780150784,822083584,COMPLETE
B3_73101_3e-05,B3,73101,512,51.34355007018894,64.04972824899596,1179656,781526016,822083584,COMPLETE
B0_73102_3e-05,B0,73102,512,49.69238143073744,61.82626797701232,1179648,633457664,650117120,COMPLETE
B1_73102_3e-05,B1,73102,512,50.294353426026646,62.66385257101501,1179648,821782016,845152256,COMPLETE
B2_73102_1e-04,B2,73102,512,50.856289644376375,63.41096919999109,1179648,780150784,822083584,COMPLETE
B3_73102_3e-05,B3,73102,512,51.115347789105726,63.63614439201774,1179656,781526016,822083584,COMPLETE
