role,origin,channel,bank_origin,continuation_end,max_legal_end,distance,query_sigma
TRAIN,2063,0,1056,1104,1703,0.14546181858918805,0.05983735445138705
TRAIN,2063,0,1560,1608,1703,0.18353475874786393,0.05983735445138705
TRAIN,2063,1,888,936,1703,0.26311664173685156,0.04733575325922016
TRAIN,2063,1,1224,1272,1703,0.27348100255053776,0.04733575325922016
TRAIN,2063,2,384,432,1703,0.36066517305483686,0.08907430429988177
TRAIN,2063,2,1392,1440,1703,0.39849840272502085,0.08907430429988177
TRAIN,2063,3,1056,1104,1703,0.11561798841891206,0.03226167424222467
TRAIN,2063,3,1224,1272,1703,0.11828390923736672,0.03226167424222467
TRAIN,2064,0,1560,1608,1704,0.5338827647683614,0.059837582164407106
TRAIN,2064,0,1056,1104,1704,0.6010742499808254,0.059837582164407106
TRAIN,2064,1,888,936,1704,0.4160235528520955,0.04733455678930467
TRAIN,2064,1,720,768,1704,0.48536339047976923,0.04733455678930467
TRAIN,2064,2,1392,1440,1704,0.4578775691505599,0.08907430429988178
TRAIN,2064,2,1056,1104,1704,0.521173425770301,0.08907430429988178
TRAIN,2064,3,1224,1272,1704,0.3344890160851767,0.03224877873765382
TRAIN,2064,3,1056,1104,1704,0.3881190589218836,0.03224877873765382
TRAIN,2065,0,1392,1440,1705,1.1568388057521073,0.05983849000879566
TRAIN,2065,0,1560,1608,1705,1.1926972571424603,0.05983849000879566
TRAIN,2065,1,888,936,1705,0.9198659746593691,0.04733041064800562
TRAIN,2065,1,720,768,1705,0.9709099086221058,0.04733041064800562
TRAIN,2065,2,1392,1440,1705,0.7283584888620682,0.08907366121734057
TRAIN,2065,2,1056,1104,1705,0.7810316071941388,0.08907366121734057
TRAIN,2065,3,720,768,1705,0.7229288098630696,0.03223991529946791
TRAIN,2065,3,1224,1272,1705,0.7375281095304093,0.03223991529946791
TRAIN,2066,0,1560,1608,1706,1.7152205913894325,0.05983826280252397
TRAIN,2066,0,1392,1440,1706,1.7154412372306407,0.05983826280252397
TRAIN,2066,1,888,936,1706,1.4687267035771605,0.04733067703780499
TRAIN,2066,1,1560,1608,1706,1.5018869112003401,0.04733067703780499
TRAIN,2066,2,1368,1416,1706,1.029460068014754,0.08907134837843335
TRAIN,2066,2,1392,1440,1706,1.0359541821617337,0.08907134837843335
TRAIN,2066,3,720,768,1706,1.1188520675171132,0.03223374298973013
TRAIN,2066,3,888,936,1706,1.162195410268684,0.03223374298973013
TRAIN,2067,0,432,480,1707,1.9301303443620872,0.05983849000879567
TRAIN,2067,0,360,408,1707,1.9312456582597037,0.05983849000879567
TRAIN,2067,1,1560,1608,1707,1.7829819916037597,0.04733093650738489
TRAIN,2067,1,1536,1584,1707,1.7995911829001618,0.04733093650738489
TRAIN,2067,2,1512,1560,1707,1.251226924475302,0.08907167645171145
TRAIN,2067,2,1032,1080,1707,1.2666373298218139,0.08907167645171145
TRAIN,2067,3,720,768,1707,1.513338175735286,0.03223054307246516
TRAIN,2067,3,888,936,1707,1.5466790360837261,0.03223054307246516
TRAIN,2068,0,480,528,1708,1.9971058245309445,0.05983849000879566
TRAIN,2068,0,504,552,1708,2.006352226220958,0.05983849000879566
TRAIN,2068,1,1536,1584,1708,1.9527473429848103,0.0473320766088062
TRAIN,2068,1,1560,1608,1708,1.9806325353625336,0.0473320766088062
TRAIN,2068,2,1512,1560,1708,1.4194985097491792,0.08907167645171145
TRAIN,2068,2,1032,1080,1708,1.4530410709899608,0.08907167645171145
TRAIN,2068,3,384,432,1708,1.7826072467704792,0.03223054307246516
TRAIN,2068,3,336,384,1708,1.7873625454768962,0.03223054307246516
TRAIN,2069,0,480,528,1709,2.046439898259953,0.0598367578432951
TRAIN,2069,0,504,552,1709,2.0595657986082507,0.0598367578432951
TRAIN,2069,1,1536,1584,1709,2.080065475102664,0.04733351718815346
TRAIN,2069,1,1512,1560,1709,2.1201719987613306,0.04733351718815346
TRAIN,2069,2,1512,1560,1709,1.5438687907273514,0.0890627456271228
TRAIN,2069,2,1536,1584,1709,1.6564002507972333,0.0890627456271228
TRAIN,2069,3,336,384,1709,1.911623979194011,0.032229902985753595
TRAIN,2069,3,360,408,1709,1.9577471988200377,0.032229902985753595
TRAIN,2070,0,480,528,1710,2.1002839756598397,0.05983591928260615
TRAIN,2070,0,600,648,1710,2.1120782567515044,0.05983591928260615
TRAIN,2070,1,1536,1584,1710,2.1911819521533014,0.04733263637771205
TRAIN,2070,1,456,504,1710,2.2000750999640237,0.04733263637771205
TRAIN,2070,2,1512,1560,1710,1.699774973486449,0.08906045163485654
TRAIN,2070,2,1536,1584,1710,1.7880143138080622,0.08906045163485654
TRAIN,2070,3,336,384,1710,2.0042319642382154,0.03222967019793851
TRAIN,2070,3,360,408,1710,2.055046170712156,0.03222967019793851
TRAIN,2071,0,480,528,1711,2.1440125591855717,0.05983584175972705
TRAIN,2071,0,504,552,1711,2.1547124078068385,0.05983584175972705
TRAIN,2071,1,456,504,1711,2.23184108729654,0.04733112254331517
TRAIN,2071,1,432,480,1711,2.2559208552070635,0.04733112254331517
TRAIN,2071,2,1512,1560,1711,1.9248667986396728,0.08904013717732726
TRAIN,2071,2,1536,1584,1711,2.019656287069281,0.08904013717732726
TRAIN,2071,3,336,384,1711,2.0334009645116455,0.032227282246566465
TRAIN,2071,3,360,408,1711,2.0531721484974406,0.032227282246566465
TRAIN,6248,0,624,672,5888,1.9945021494612003,0.08535022103615486
TRAIN,6248,0,432,480,5888,2.024405564724528,0.08535022103615486
TRAIN,6248,1,408,456,5888,2.242347414017423,0.055256337864082704
TRAIN,6248,1,432,480,5888,2.249202209031356,0.055256337864082704
TRAIN,6248,2,2520,2568,5888,2.4500785564544945,0.08358752451864564
TRAIN,6248,2,2664,2712,5888,2.4756657717584845,0.08358752451864564
TRAIN,6248,3,408,456,5888,1.9998417603321832,0.03668379894931276
TRAIN,6248,3,360,408,5888,2.0423681517700487,0.03668379894931276
TRAIN,6249,0,3648,3696,5889,2.0376649828039155,0.08535010006507845
TRAIN,6249,0,3312,3360,5889,2.057758209825381,0.08535010006507845
TRAIN,6249,1,4464,4512,5889,2.2435288284711,0.05526665514950583
TRAIN,6249,1,3960,4008,5889,2.2499920690700415,0.05526665514950583
TRAIN,6249,2,1464,1512,5889,2.680820486881202,0.08373490548095337
TRAIN,6249,2,2520,2568,5889,2.6810212689340887,0.08373490548095337
TRAIN,6249,3,360,408,5889,1.9640238619492023,0.036785449836033185
TRAIN,6249,3,408,456,5889,1.9778746284067548,0.036785449836033185
TRAIN,6250,0,3648,3696,5890,2.0973905948754954,0.08535013091290602
TRAIN,6250,0,3312,3360,5890,2.107150981210404,0.08535013091290602
TRAIN,6250,1,4464,4512,5890,2.233470458817979,0.05527276079933393
TRAIN,6250,1,4488,4536,5890,2.2402929399137976,0.05527276079933393
TRAIN,6250,2,1464,1512,5890,2.8464197369637154,0.08386452368698434
TRAIN,6250,2,1296,1344,5890,2.8603735107355286,0.08386452368698434
TRAIN,6250,3,360,408,5890,2.0721648729503928,0.0375783750978732
TRAIN,6250,3,384,432,5890,2.083067579375183,0.0375783750978732
TRAIN,6251,0,5832,5880,5891,2.214803865962124,0.08535001804077108
TRAIN,6251,0,3480,3528,5891,2.2195770868609515,0.08535001804077108
TRAIN,6251,1,4464,4512,5891,2.237592816725174,0.05527346335949853
TRAIN,6251,1,4488,4536,5891,2.2417067441437166,0.05527346335949853
TRAIN,6251,2,1272,1320,5891,2.8755735904873214,0.08400932612551373
TRAIN,6251,2,1248,1296,5891,2.9113071957348273,0.08400932612551373
TRAIN,6251,3,384,432,5891,2.148123525769839,0.03757652423418821
TRAIN,6251,3,360,408,5891,2.1698635272909237,0.03757652423418821
TRAIN,6252,0,768,816,5892,2.241111414280008,0.08535038285768894
TRAIN,6252,0,792,840,5892,2.241922571302984,0.08535038285768894
TRAIN,6252,1,4464,4512,5892,2.2465985927440926,0.05527244295841912
TRAIN,6252,1,4488,4536,5892,2.2499312087831824,0.05527244295841912
TRAIN,6252,2,768,816,5892,2.773444311955776,0.08399776007467316
TRAIN,6252,2,1272,1320,5892,2.7867803854884805,0.08399776007467316
TRAIN,6252,3,1704,1752,5892,2.188587298901317,0.037595215004544845
TRAIN,6252,3,888,936,5892,2.192418932720754,0.037595215004544845
TRAIN,6253,0,5328,5376,5893,2.083809375991048,0.08535041190119005
TRAIN,6253,0,5352,5400,5893,2.0901236925836417,0.08535041190119005
TRAIN,6253,1,4488,4536,5893,2.2581196544049655,0.05527509609024278
TRAIN,6253,1,4464,4512,5893,2.2593968119073318,0.05527509609024278
TRAIN,6253,2,432,480,5893,2.5234069627179148,0.08390643431458492
TRAIN,6253,2,768,816,5893,2.5854418425781307,0.08390643431458492
TRAIN,6253,3,1056,1104,5893,2.0898742925995366,0.03761028143299709
TRAIN,6253,3,888,936,5893,2.119731848675676,0.03761028143299709
TRAIN,6254,0,5328,5376,5894,1.981735456914129,0.08535153666752543
TRAIN,6254,0,5520,5568,5894,1.9866888398421874,0.08535153666752543
TRAIN,6254,1,2664,2712,5894,2.2204382153508027,0.055276993358986004
TRAIN,6254,1,2472,2520,5894,2.2312337666342708,0.055276993358986004
TRAIN,6254,2,432,480,5894,2.2764184114382906,0.08363983905504718
TRAIN,6254,2,408,456,5894,2.357992898320182,0.08363983905504718
TRAIN,6254,3,2568,2616,5894,2.100077046691684,0.0376217003366534
TRAIN,6254,3,3600,3648,5894,2.1314739127464,0.0376217003366534
TRAIN,6255,0,4512,4560,5895,1.9425830497397858,0.08535167980323852
TRAIN,6255,0,4320,4368,5895,1.9612683626307503,0.08535167980323852
TRAIN,6255,1,2664,2712,5895,2.1682289920251363,0.05527555261897222
TRAIN,6255,1,2496,2544,5895,2.175239259142225,0.05527555261897222
TRAIN,6255,2,432,480,5895,2.0278060023606264,0.08338119953314857
TRAIN,6255,2,408,456,5895,2.1134390070903533,0.08338119953314857
TRAIN,6255,3,2568,2616,5895,2.185387088741468,0.03762511192714874
TRAIN,6255,3,1896,1944,5895,2.214754600776543,0.03762511192714874
TRAIN,6264,0,2904,2952,5904,0.32903018545171514,0.08535229267399524
TRAIN,6264,0,1896,1944,5904,0.3403980969371049,0.08535229267399524
TRAIN,6264,1,3912,3960,5904,0.16812380332115068,0.05527314555307185
TRAIN,6264,1,4416,4464,5904,0.2212021645040657,0.05527314555307185
TRAIN,6264,2,2904,2952,5904,0.4026453460306035,0.08309845206669503
TRAIN,6264,2,4080,4128,5904,0.42379486074932904,0.08309845206669503
TRAIN,6264,3,5088,5136,5904,0.32786011270679677,0.03827075958812732
TRAIN,6264,3,3408,3456,5904,0.33250218966119977,0.03827075958812732
TRAIN,6265,0,3744,3792,5905,0.3986613247761621,0.08535190386174907
TRAIN,6265,0,3072,3120,5905,0.48598311772867103,0.08535190386174907
TRAIN,6265,1,5400,5448,5905,0.47880078510803126,0.05527113543162668
TRAIN,6265,1,4248,4296,5905,0.5017624103091108,0.05527113543162668
TRAIN,6265,2,5232,5280,5905,0.5011399246712533,0.08310041314504646
TRAIN,6265,2,5256,5304,5905,0.5036846223587125,0.08310041314504646
TRAIN,6265,3,5088,5136,5905,0.49947432183757373,0.03826430579699191
TRAIN,6265,3,4080,4128,5905,0.5174565429221458,0.03826430579699191
TRAIN,6266,0,2568,2616,5906,0.9558405303304034,0.08535190386174907
TRAIN,6266,0,5256,5304,5906,1.0020713115864577,0.08535190386174907
TRAIN,6266,1,5592,5640,5906,0.9000406067845473,0.05527136309622497
TRAIN,6266,1,5400,5448,5906,0.9201793169231306,0.05527136309622497
TRAIN,6266,2,5232,5280,5906,0.6395848339240733,0.08309472562606333
TRAIN,6266,2,5400,5448,5906,0.6490712928994256,0.08309472562606333
TRAIN,6266,3,4080,4128,5906,0.7993134264014445,0.038262734473652284
TRAIN,6266,3,4752,4800,5906,0.8174605203602804,0.038262734473652284
TRAIN,6267,0,2568,2616,5907,1.6344733702111642,0.08535151434618447
TRAIN,6267,0,5256,5304,5907,1.6607171997226111,0.08535151434618447
TRAIN,6267,1,5592,5640,5907,1.5206148835970745,0.05526938671932039
TRAIN,6267,1,5424,5472,5907,1.528503138662541,0.05526938671932039
TRAIN,6267,2,5232,5280,5907,0.879005282888261,0.08310205823551559
TRAIN,6267,2,5400,5448,5907,0.9256800414788126,0.08310205823551559
TRAIN,6267,3,4080,4128,5907,1.2371438204378347,0.03825888351180877
TRAIN,6267,3,4752,4800,5907,1.2405212616263417,0.03825888351180877
TRAIN,6268,0,1896,1944,5908,2.041444576505055,0.08535170858166201
TRAIN,6268,0,1920,1968,5908,2.04329316827859,0.08535170858166201
TRAIN,6268,1,4224,4272,5908,1.938611562769976,0.05526412525544427
TRAIN,6268,1,4056,4104,5908,1.940601951756528,0.05526412525544427
TRAIN,6268,2,5400,5448,5908,1.2201342126005574,0.08310205823551559
TRAIN,6268,2,3048,3096,5908,1.243900357701036,0.08310205823551559
TRAIN,6268,3,4080,4128,5908,1.6619545506212394,0.0382557777082263
TRAIN,6268,3,4752,4800,5908,1.6707655351455284,0.0382557777082263
TRAIN,6269,0,4032,4080,5909,2.0645703175881134,0.08533931433445117
TRAIN,6269,0,480,528,5909,2.115564883956241,0.08533931433445117
TRAIN,6269,1,1536,1584,5909,2.1159240114218036,0.055253768914324104
TRAIN,6269,1,4896,4944,5909,2.116710931613576,0.055253768914324104
TRAIN,6269,2,5400,5448,5909,1.5471627156963754,0.08308766775235366
TRAIN,6269,2,3048,3096,5909,1.5800177087359109,0.08308766775235366
TRAIN,6269,3,336,384,5909,1.9549821692126932,0.03824758124772102
TRAIN,6269,3,4080,4128,5909,1.9954078388030014,0.03824758124772102
TRAIN,6270,0,4032,4080,5910,2.0231585930597733,0.08533114551827667
TRAIN,6270,0,648,696,5910,2.084313313185049,0.08533114551827667
TRAIN,6270,1,1512,1560,5910,2.1945427935569137,0.055246367244824346
TRAIN,6270,1,3864,3912,5910,2.1967416870749967,0.055246367244824346
TRAIN,6270,2,5400,5448,5910,1.9059974389316843,0.08308168130304411
TRAIN,6270,2,3048,3096,5910,1.9078774998537749,0.08308168130304411
TRAIN,6270,3,336,384,5910,2.0336739379041338,0.038232774842932006
TRAIN,6270,3,384,432,5910,2.136278098509043,0.038232774842932006
TRAIN,6271,0,648,696,5911,1.9817938288124857,0.08532797936439972
TRAIN,6271,0,528,576,5911,2.028353461466014,0.08532797936439972
TRAIN,6271,1,336,384,5911,2.231669539769259,0.055242599236532706
TRAIN,6271,1,456,504,5911,2.2357228831652423,0.055242599236532706
TRAIN,6271,2,3048,3096,5911,2.207787691464784,0.08307035564314146
TRAIN,6271,2,5400,5448,5911,2.2358450461665793,0.08307035564314146
TRAIN,6271,3,336,384,5911,2.0373824382463925,0.038221337313900004
TRAIN,6271,3,384,432,5911,2.1438808892425874,0.038221337313900004
TRAIN,10455,0,5352,5400,10095,1.8780369280403841,0.07043793454736814
TRAIN,10455,0,5496,5544,10095,1.8791204195446198,0.07043793454736814
TRAIN,10455,1,8880,8928,10095,2.09252601870234,0.049452110621803644
TRAIN,10455,1,8904,8952,10095,2.1164991316300252,0.049452110621803644
TRAIN,10455,2,432,480,10095,2.3217856528927743,0.07956155024522504
TRAIN,10455,2,408,456,10095,2.338004039028683,0.07956155024522504
TRAIN,10455,3,8280,8328,10095,1.9125014239468339,0.03880614570343037
TRAIN,10455,3,8448,8496,10095,1.963965024441573,0.03880614570343037
TRAIN,10456,0,4560,4608,10096,1.7761883387465136,0.07043703564635766
TRAIN,10456,0,8808,8856,10096,1.79536540541323,0.07043703564635766
TRAIN,10456,1,8880,8928,10096,1.9672325084644207,0.04945213284035702
TRAIN,10456,1,8904,8952,10096,1.9836021465462852,0.04945213284035702
TRAIN,10456,2,8784,8832,10096,2.023155310575902,0.07959638954233164
TRAIN,10456,2,432,480,10096,2.1192970359911296,0.07959638954233164
TRAIN,10456,3,8640,8688,10096,2.08688341210258,0.038636002053438805
TRAIN,10456,3,8712,8760,10096,2.092517734015832,0.038636002053438805
TRAIN,10457,0,8808,8856,10097,1.6674843820423526,0.07043549930308458
TRAIN,10457,0,8784,8832,10097,1.6845030456704237,0.07043549930308458
TRAIN,10457,1,8784,8832,10097,1.8452916024077641,0.04945415356301586
TRAIN,10457,1,8880,8928,10097,1.8598226530361297,0.04945415356301586
TRAIN,10457,2,8784,8832,10097,1.664647970750357,0.07967522206111213
TRAIN,10457,2,8808,8856,10097,1.8157433239519452,0.07967522206111213
TRAIN,10457,3,8760,8808,10097,2.06096987237649,0.038630382194366805
TRAIN,10457,3,8712,8760,10097,2.069537147120774,0.038630382194366805
TRAIN,10458,0,8808,8856,10098,1.5451606273652518,0.07043431837838714
TRAIN,10458,0,8784,8832,10098,1.5570265013657432,0.07043431837838714
TRAIN,10458,1,8784,8832,10098,1.6605114651508426,0.049456303776220296
TRAIN,10458,1,8808,8856,10098,1.7064458906347262,0.049456303776220296
TRAIN,10458,2,8784,8832,10098,1.4098751068464568,0.07966820140909193
TRAIN,10458,2,8760,8808,10098,1.5230996485837751,0.07966820140909193
TRAIN,10458,3,8880,8928,10098,1.8774991161283112,0.038525706361676224
TRAIN,10458,3,8904,8952,10098,1.8998693500398152,0.038525706361676224
TRAIN,10459,0,8784,8832,10099,1.4356323865059415,0.07043478428355757
TRAIN,10459,0,8808,8856,10099,1.4385551375493766,0.07043478428355757
TRAIN,10459,1,8784,8832,10099,1.4658364652292046,0.049458199921269264
TRAIN,10459,1,8760,8808,10099,1.546659898871187,0.049458199921269264
TRAIN,10459,2,8784,8832,10099,1.191741274629958,0.07966977008921192
TRAIN,10459,2,8760,8808,10099,1.2903041713911614,0.07966977008921192
TRAIN,10459,3,8880,8928,10099,1.6252959647611362,0.038214374358996356
TRAIN,10459,3,8904,8952,10099,1.6620691944864812,0.038214374358996356
TRAIN,10460,0,8784,8832,10100,1.339327790315585,0.07043587156849801
TRAIN,10460,0,8808,8856,10100,1.367482209561865,0.07043587156849801
TRAIN,10460,1,8784,8832,10100,1.2674819832228859,0.04946258604036442
TRAIN,10460,1,8760,8808,10100,1.345253998487061,0.04946258604036442
TRAIN,10460,2,8784,8832,10100,1.0166535503754788,0.07966925718165954
TRAIN,10460,2,8760,8808,10100,1.1383119914040694,0.07966925718165954
TRAIN,10460,3,8880,8928,10100,1.3790477430561663,0.03821417530302251
TRAIN,10460,3,8928,8976,10100,1.402394349919604,0.03821417530302251
TRAIN,10461,0,8784,8832,10101,1.281831539241102,0.07043747257080352
TRAIN,10461,0,8760,8808,10101,1.3121756235732935,0.07043747257080352
TRAIN,10461,1,8784,8832,10101,1.07757206344737,0.049465400591269464
TRAIN,10461,1,8760,8808,10101,1.15291609143648,0.049465400591269464
TRAIN,10461,2,8784,8832,10101,0.896204033252455,0.07967486618982664
TRAIN,10461,2,384,432,10101,0.9397685712229533,0.07967486618982664
TRAIN,10461,3,8928,8976,10101,1.1356708980855799,0.03821260482391157
TRAIN,10461,3,696,744,10101,1.1491864040373694,0.03821260482391157
TRAIN,10462,0,9264,9312,10102,1.2237986946425,0.07043963832525187
