panel,kind,condition,channel,A,D,total,gate,weights,interaction,contribution,leave_out_MAG_gain_pct
electricity,standard,FAULT,3,0.2374983981831075,0.2375384682111981,-4.0070028090560816e-05,4.8476107092410015e-05,-8.854613518297083e-05,1.8340717727882705e-06,-1.0017507022640204e-05,-0.0278860403052885
electricity,shape,STEP6_D17,0,0.3360616075366525,0.3368972818067646,-0.0008356742701121,-0.0006388317416576,-0.0001968425284544,0.0001186922473887,-0.000208918567528,0.4009415010222411
electricity,shape,STEP6_D17,1,0.2649669773027255,0.2637215273777234,0.0012454499250021,-9.87392694617173e-05,0.0013441891944638,-0.0001326028606097,0.0003113624812505,0.0526006340875413
electricity,shape,STEP6_D17,2,0.0258103156627815,0.0253744505558205,0.000435865106961,0.0001366538356524,0.0002992112713086,-8.782400709191063e-05,0.0001089662767402,0.1270526892414382
electricity,shape,STEP6_D17,3,0.3173972344914156,0.3166401254441581,0.0007571090472575,0.0004098471081781,0.0003472619390793,-7.526381545575056e-05,0.0001892772618143,0.1349055971436484
electricity,shape,STEP6_D63,0,0.2810926429576429,0.281209887259755,-0.000117244302112,-0.0001257580998176,8.513797705528292e-06,-1.4769085743771004e-05,-2.931107552801848e-05,-0.0198433531004208
electricity,shape,STEP6_D63,1,0.210588064889008,0.2107336874152548,-0.0001456225262467,-8.755831680655468e-05,-5.806420944022561e-05,-0.0001120685466526,-3.640563156169507e-05,-0.0124570337280699
electricity,shape,STEP6_D63,2,0.0181822972719075,0.018117727199159,6.457007274852586e-05,1.2673616104855873e-05,5.189645664366999e-05,-3.937923676778504e-05,1.6142518187131465e-05,-0.0367678190785985
electricity,shape,STEP6_D63,3,0.2743354654006392,0.2743542460129727,-1.8780612333513247e-05,7.282707156824886e-05,-9.16076839017621e-05,-0.000365230259402,-4.695153083378312e-06,-0.0388921638988607
electricity,shape,STEP12_D17,0,0.3652392023265067,0.3655024917131755,-0.0002632893866687,-0.0006270771315685,0.0003637877448998,-9.42398553216428e-06,-6.582234666718811e-05,1.5100601322946108
