panel,kind,stage,condition,b,i,o,C3,MAG,difference,MAG_gain_pct
electricity,standard,fixed1024,SHIFT4,81551,81551,81551,0.18983786641078818,0.18985305420533813,-1.518779454981543e-05,-0.008000403100270163
electricity,standard,fixed1024,SHIFT4,81551,81551,81552,0.1896526680089434,0.18968709966227928,-3.443165333601888e-05,-0.018155111498033446
electricity,standard,fixed1024,SHIFT4,81551,81552,81551,0.189613030297957,0.18970094644587143,-8.791614791447153e-05,-0.046366089807393776
electricity,standard,fixed1024,SHIFT4,81551,81552,81552,0.1893716113789537,0.1894865493880418,-0.00011493800908829346,-0.06069442418076578
electricity,standard,fixed1024,SHIFT4,81552,81551,81551,0.18862570254715522,0.1885733811763226,5.232137083259871e-05,0.027738197990021377
electricity,standard,fixed1024,SHIFT4,81552,81551,81552,0.18842957622523446,0.1883784929527952,5.108327243916026e-05,0.027110007602043948
electricity,standard,fixed1024,SHIFT4,81552,81552,81551,0.188437011247724,0.18847511867292208,-3.8107425198127365e-05,-0.02022289832862526
electricity,standard,fixed1024,SHIFT4,81552,81552,81552,0.1883524317300905,0.18842129116282816,-6.885943273768921e-05,-0.03655882332136011
electricity,standard,fixed1024,SHIFT8,81551,81551,81551,0.20218994504712912,0.20231533005770913,-0.0001253850105801445,-0.062013474780320106
electricity,standard,fixed1024,SHIFT8,81551,81551,81552,0.2009278133004741,0.2009881861868792,-6.0372886405158526e-05,-0.03004705292585597
electricity,standard,fixed1024,SHIFT8,81551,81552,81551,0.20174819625045867,0.20166364003123283,8.455621922587656e-05,0.041911759707088
electricity,standard,fixed1024,SHIFT8,81551,81552,81552,0.20062014587281932,0.2006634935515435,-4.334767872430354e-05,-0.021606842391483094
electricity,standard,fixed1024,SHIFT8,81552,81551,81551,0.20446865887451626,0.20426238673761668,0.00020627213689969207,0.10088203152263184
electricity,standard,fixed1024,SHIFT8,81552,81551,81552,0.20359466262730277,0.20329635729759815,0.00029830532970463383,0.14651922887129262
electricity,standard,fixed1024,SHIFT8,81552,81552,81551,0.2033853844572492,0.2037646652208555,-0.00037928076360624525,-0.18648378526234197
electricity,standard,fixed1024,SHIFT8,81552,81552,81552,0.20300236913213968,0.20283003676704991,0.0001723323650896951,0.08489179994619638
electricity,standard,fixed1024,SHIFT_POINT,81551,81551,81551,0.19528887591781965,0.1955778344272524,-0.0002889585094327739,-0.14796465393879976
electricity,standard,fixed1024,SHIFT_POINT,81551,81551,81552,0.19540421538687133,0.19557903840260887,-0.0001748230157377135,-0.0894673717205076
electricity,standard,fixed1024,SHIFT_POINT,81551,81552,81551,0.19491016430297803,0.1952133775910147,-0.0003032132880366283,-0.15556566232497682
electricity,standard,fixed1024,SHIFT_POINT,81551,81552,81552,0.19492618810933304,0.1952331294361418,-0.00030694132680876964,-0.15746541282416496
electricity,standard,fixed1024,SHIFT_POINT,81552,81551,81551,0.19221360160933265,0.19228346449000833,-6.986288067560261e-05,-0.03634648125349446
electricity,standard,fixed1024,SHIFT_POINT,81552,81551,81552,0.19228271922849272,0.19236921884653813,-8.649961804537711e-05,-0.044985643219757156
electricity,standard,fixed1024,SHIFT_POINT,81552,81552,81551,0.19185953896827304,0.19190172415305684,-4.218518478385654e-05,-0.021987535783056643
electricity,standard,fixed1024,SHIFT_POINT,81552,81552,81552,0.19190879137724745,0.1919675296574787,-5.8738280231255104e-05,-0.03060739417392791
electricity,standard,selected,BURST16,81551,81551,81551,0.1777854069805268,0.17765027456902988,0.00013513241149678288,0.07600871960856956
electricity,standard,selected,BURST16,81551,81551,81552,0.17822512397632279,0.17806872377652092,0.00015640019980185302,0.08775429429502363
electricity,standard,selected,BURST16,81551,81552,81551,0.17750676999923165,0.17738117239590176,0.0001255976033299217,0.0707565144306695
electricity,standard,selected,BURST16,81551,81552,81552,0.17769481055963512,0.1776715027186985,2.3307840936563086e-05,0.013116782005707971
electricity,standard,selected,BURST16,81552,81551,81551,0.17672562532710245,0.17668980901110207,3.5816316000511494e-05,0.020266622870463113
electricity,standard,selected,BURST16,81552,81551,81552,0.1763350863322905,0.1763607116695229,-2.562533723242356e-05,-0.014532182882840737
electricity,standard,selected,BURST16,81552,81552,81551,0.17633083825604975,0.176388544319168,-5.7706063118170446e-05,-0.03272601870943048
electricity,standard,selected,BURST16,81552,81552,81552,0.17597149246588753,0.17605497513898472,-8.348267309729563e-05,-0.047441021228753245
electricity,standard,selected,BURST4,81551,81551,81551,0.17007410095673048,0.17005895223157597,1.5148725154518123e-05,0.008907132284869286
electricity,standard,selected,BURST4,81551,81551,81552,0.1703037974193715,0.17026533190424076,3.846551513063e-05,0.022586410704576967
electricity,standard,selected,BURST4,81551,81552,81551,0.16992415410164063,0.16992217619231403,1.9779093264753493e-06,0.0011639953936697293
electricity,standard,selected,BURST4,81551,81552,81552,0.16997778412509237,0.17005470249417434,-7.691836908183002e-05,-0.045252013066144695
electricity,standard,selected,BURST4,81552,81551,81551,0.1693713802370983,0.16944412794230013,-7.274770520182528e-05,-0.04295159258901225
electricity,standard,selected,BURST4,81552,81551,81552,0.1691510170809293,0.1692409841827751,-8.996710184588279e-05,-0.05318744362195502
electricity,standard,selected,BURST4,81552,81552,81551,0.16911307186028243,0.16921748990555038,-0.00010441804526801308,-0.06174451455431016
electricity,standard,selected,BURST4,81552,81552,81552,0.16891591438788442,0.16905875403930062,-0.00014283965141606266,-0.08456257773797299
electricity,standard,selected,BURST8,81551,81551,81551,0.17960613445699822,0.17956678607337853,3.934838361972228e-05,0.021908151265926372
electricity,standard,selected,BURST8,81551,81551,81552,0.17989406156011956,0.17980756527876846,8.649628135093499e-05,0.04808178802613138
electricity,standard,selected,BURST8,81551,81552,81551,0.17921825164740218,0.1792142292700553,4.022377346842585e-06,0.002244401621971124
electricity,standard,selected,BURST8,81551,81552,81552,0.17933936127706526,0.17938950280926455,-5.014153219919516e-05,-0.02795902240430667
electricity,standard,selected,BURST8,81552,81551,81551,0.17870023518048533,0.17865408184806805,4.6153332417290366e-05,0.02582723652863467
electricity,standard,selected,BURST8,81552,81551,81552,0.17852900330976357,0.17852401278099836,4.990528765088211e-06,0.002795360234229955
electricity,standard,selected,BURST8,81552,81552,81551,0.17843859255511904,0.17843516187913563,3.430675983262868e-06,0.0019226087440715183
electricity,standard,selected,BURST8,81552,81552,81552,0.1780590715635162,0.17816976161134337,-0.00011069004782711877,-0.06216478995153811
electricity,standard,selected,FAULT,81551,81551,81551,0.17284216411292055,0.17279266810553476,4.9496007385772334e-05,0.02863653532678276
electricity,standard,selected,FAULT,81551,81551,81552,0.17314236701081517,0.17304289699080447,9.947002001084069e-05,0.057449844153180246
electricity,standard,selected,FAULT,81551,81552,81551,0.1726097537350665,0.1725848007540195,2.495298104702808e-05,0.014456298388170842
electricity,standard,selected,FAULT,81551,81552,81552,0.17274461601448923,0.1727715483750173,-2.6932360528123867e-05,-0.015590853798803705
electricity,standard,selected,FAULT,81552,81551,81551,0.17163824637460973,0.17164392019131725,-5.6738167076594934e-06,-0.003305683218923178
electricity,standard,selected,FAULT,81552,81551,81552,0.17144606703474613,0.17146903668612168,-2.2969651375608796e-05,-0.013397595974571788
electricity,standard,selected,FAULT,81552,81552,81551,0.17138903753125684,0.171445621511297,-5.658398004028528e-05,-0.03301493540972004
electricity,standard,selected,FAULT,81552,81552,81552,0.1711469339711502,0.17124318181103884,-9.624783988866777e-05,-0.05623696414268925
electricity,standard,selected,POINT16,81551,81551,81551,0.17104560266798144,0.17099913452456975,4.646814341168273e-05,0.027167107886358573
electricity,standard,selected,POINT16,81551,81551,81552,0.17141260515747864,0.17128285300010326,0.00012975215737535896,0.07569580851778912
electricity,standard,selected,POINT16,81551,81552,81551,0.17081349673636165,0.17079348092707128,2.0015809290460022e-05,0.011717931939156415
electricity,standard,selected,POINT16,81551,81552,81552,0.1710283792218063,0.1710466552815932,-1.8276059786844108e-05,-0.010685980812074426
electricity,standard,selected,POINT16,81552,81551,81551,0.16928543670009724,0.1693008326864314,-1.5395986334109843e-05,-0.009094690384610622
electricity,standard,selected,POINT16,81552,81551,81552,0.16919405372726184,0.16919591483815513,-1.8611108932982618e-06,-0.0010999859937739556
electricity,standard,selected,POINT16,81552,81552,81551,0.1690374770801775,0.1690925743265504,-5.5097246372952467e-05,-0.032594692801063786
electricity,standard,selected,POINT16,81552,81552,81552,0.16887446805773831,0.16894445841139924,-6.999035366094257e-05,-0.04144519563313313
electricity,standard,selected,POINT4,81551,81551,81551,0.16838752774103127,0.16836168083364889,2.5846907382482244e-05,0.015349656669485078
electricity,standard,selected,POINT4,81551,81551,81552,0.16865041750663456,0.16855837598934972,9.204151728481476e-05,0.054575327263090785
electricity,standard,selected,POINT4,81551,81552,81551,0.16821421010190585,0.16822689522752443,-1.2685125618582178e-05,-0.007541054712855354
electricity,standard,selected,POINT4,81551,81552,81552,0.16836569524907527,0.16839882483824403,-3.312958916869681e-05,-0.019677161145972084
electricity,standard,selected,POINT4,81552,81551,81551,0.16722398908695207,0.1672333440860234,-9.354999071240822e-06,-0.0055942924949460866
electricity,standard,selected,POINT4,81552,81551,81552,0.1671013882016752,0.16710136404411152,2.415756374075321e-08,1.4456830072289626e-05
electricity,standard,selected,POINT4,81552,81552,81551,0.1670558594703325,0.16711608576994835,-6.022629961568494e-05,-0.03605159364456806
electricity,standard,selected,POINT4,81552,81552,81552,0.16687565114038327,0.16695427999960422,-7.862885922090717e-05,-0.047118233656964756
electricity,standard,selected,POINT8,81551,81551,81551,0.1701542118742548,0.17011918040100538,3.503147324944065e-05,0.020588072938993226
electricity,standard,selected,POINT8,81551,81551,81552,0.17036819644496506,0.17027453199584347,9.36644491214562e-05,0.05497766078172526
electricity,standard,selected,POINT8,81551,81552,81551,0.16998163982385764,0.1699708505112507,1.0789312607056541e-05,0.006347339994035177
electricity,standard,selected,POINT8,81551,81552,81552,0.17006166565426065,0.17006810210812942,-6.4364538687477785e-06,-0.0037847764479934237
electricity,standard,selected,POINT8,81552,81551,81551,0.16852281171592232,0.16854132557397888,-1.8513858056585586e-05,-0.010985965560433601
electricity,standard,selected,POINT8,81552,81551,81552,0.16836585355655662,0.16839123260116748,-2.537904461086336e-05,-0.015073748075846126
electricity,standard,selected,POINT8,81552,81552,81551,0.16835838596557903,0.16842387286742933,-6.548690185016455e-05,-0.03889732101824342
electricity,standard,selected,POINT8,81552,81552,81552,0.16818500621149124,0.16827686166560102,-9.185545410967603e-05,-0.054615721210111066
electricity,standard,selected,REFERENCE,81551,81551,81551,0.1675442325905699,0.1675246167036819,1.9615886887997024e-05,0.011707885484743977
electricity,standard,selected,REFERENCE,81551,81551,81552,0.16778503951000992,0.1677171197523218,6.791975768804246e-05,0.04048022272211607
electricity,standard,selected,REFERENCE,81551,81552,81551,0.16738819611230166,0.16741245641849584,-2.4260306194226022e-05,-0.01449343905824139
electricity,standard,selected,REFERENCE,81551,81552,81552,0.1675190237482617,0.16758636627009338,-6.734252183173317e-05,-0.040199924954751276
electricity,standard,selected,REFERENCE,81552,81551,81551,0.1664328944816092,0.16646340537826587,-3.051089665656202e-05,-0.01833225141676153
electricity,standard,selected,REFERENCE,81552,81551,81552,0.16633728084232713,0.16636001541712564,-2.273457479850334e-05,-0.013667756670889483
electricity,standard,selected,REFERENCE,81552,81552,81551,0.16632109869228368,0.16641330950998803,-9.221081770432148e-05,-0.05544144334623706
electricity,standard,selected,REFERENCE,81552,81552,81552,0.1661617099968634,0.16625464002449925,-9.293002763604576e-05,-0.05592746225216387
electricity,standard,selected,SHIFT4,81551,81551,81551,0.18950369926989685,0.18951514161766678,-1.1442347769927185e-05,-0.006038060372441938
electricity,standard,selected,SHIFT4,81551,81551,81552,0.1896526680089434,0.18968709966227928,-3.443165333601888e-05,-0.018155111498033446
electricity,standard,selected,SHIFT4,81551,81552,81551,0.1894919459250902,0.18950390965449007,-1.1963729399802202e-05,-0.006313582005502067
electricity,standard,selected,SHIFT4,81551,81552,81552,0.1893716113789537,0.1894865493880418,-0.00011493800908829346,-0.06069442418076578
electricity,standard,selected,SHIFT4,81552,81551,81551,0.18904628816683383,0.18898480554046135,6.148262637255275e-05,0.03252252502217561
electricity,standard,selected,SHIFT4,81552,81551,81552,0.18866264819017453,0.18873144929009228,-6.880109991771284e-05,-0.03646779083073211
electricity,standard,selected,SHIFT4,81552,81552,81551,0.18889570561933677,0.1888363092035116,5.9396415825157265e-05,0.031444026549154645
electricity,standard,selected,SHIFT4,81552,81552,81552,0.18875601381224005,0.1888051048091325,-4.909099689238256e-05,-0.026007646538464466
electricity,standard,selected,SHIFT8,81551,81551,81551,0.20122481416988122,0.20107860279960624,0.00014621137027516658,0.07266070582713009
electricity,standard,selected,SHIFT8,81551,81551,81552,0.2009278133004741,0.2009881861868792,-6.0372886405158526e-05,-0.03004705292585597
electricity,standard,selected,SHIFT8,81551,81552,81551,0.20123433374089483,0.20101696355584303,0.00021737018505180487,0.10801843850944752
electricity,standard,selected,SHIFT8,81551,81552,81552,0.20062014587281932,0.2006634935515435,-4.334767872430354e-05,-0.021606842391483094
electricity,standard,selected,SHIFT8,81552,81551,81551,0.20315812767220898,0.2026129719233288,0.000545155748880024,0.268340604989046
electricity,standard,selected,SHIFT8,81552,81551,81552,0.20246514949351144,0.20189751244329682,0.0005676370502144506,0.2803628434989707
electricity,standard,selected,SHIFT8,81552,81552,81551,0.20266553027488501,0.2025359430243622,0.00012958725052276965,0.06394143609276043
electricity,standard,selected,SHIFT8,81552,81552,81552,0.2021936208966795,0.20176955547188416,0.00042406542479528125,0.2097323461119368
electricity,standard,selected,SHIFT_POINT,81551,81551,81551,0.1946615139123658,0.19482289508833037,-0.0001613811759645957,-0.08290348344729688
electricity,standard,selected,SHIFT_POINT,81551,81551,81552,0.19540421538687133,0.19557903840260887,-0.0001748230157377135,-0.0894673717205076
electricity,standard,selected,SHIFT_POINT,81551,81552,81551,0.19465441370032596,0.19478641624328333,-0.00013200254295735788,-0.06781379391714087
electricity,standard,selected,SHIFT_POINT,81551,81552,81552,0.19492618810933304,0.1952331294361418,-0.00030694132680876964,-0.15746541282416496
electricity,standard,selected,SHIFT_POINT,81552,81551,81551,0.1923992965773935,0.19236939634514977,2.9900232243585604e-05,0.015540718066792983
electricity,standard,selected,SHIFT_POINT,81552,81551,81552,0.1923340054526946,0.19246386745150623,-0.0001298619988116162,-0.06751900086828708
electricity,standard,selected,SHIFT_POINT,81552,81552,81551,0.19214756420157614,0.19208468166625042,6.288253532573231e-05,0.03272616834203746
electricity,standard,selected,SHIFT_POINT,81552,81552,81552,0.1922021980869312,0.19221696626317114,-1.4768176239855465e-05,-0.007683666673351967
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,81551,81551,0.36171581781453604,0.3619101962032958,-0.00019437838875981713,-0.05373787354234023
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,81551,81552,0.358555224976065,0.3584985845579178,5.664041814735241e-05,0.01579684639963994
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,81552,81551,0.36244355354102104,0.3621528309225924,0.000290722618428729,0.08021183314985494
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81551,81552,81552,0.3594554444829887,0.35933573917801165,0.0001197053049770292,0.03330184778511382
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,81551,81551,0.3736840132795213,0.37220799412900096,0.0014760191505203634,0.39499124877367414
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,81551,81552,0.3697950029481617,0.367981154907527,0.0018138480406348322,0.4905009603088389
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,81552,81551,0.3714710023444482,0.37269177279265514,-0.0012207704482070365,-0.32863142493019454
electricity_transfer,shape,fixed1024,PAIRED_SHIFT8_D32,81552,81552,81552,0.370485536985694,0.369589121149322,0.0008964158363721181,0.2419570393126392
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,81551,81551,7.035548092758298,7.030768400702085,0.004779692056216783,0.06793631417481928
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,81551,81552,7.058616161571619,7.0551118366242775,0.0035043249473444144,0.04964606187856753
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,81552,81551,7.040366863629096,7.038552072753294,0.0018147908757955578,0.025776936215793845
electricity_transfer,shape,fixed1024,PULSE8_D32,81551,81552,81552,7.063331063911205,7.061540192028167,0.0017908718830373926,0.025354494456411993
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,81551,81551,6.9600081479050955,6.964152802464783,-0.004144654559686725,-0.0595495647650101
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,81551,81552,6.97076944825431,6.976212907645012,-0.0054434593907025375,-0.07808979239825158
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,81552,81551,6.968629141862692,6.964556378492971,0.00407276336972448,0.0584442547711162
electricity_transfer,shape,fixed1024,PULSE8_D32,81552,81552,81552,6.973685149933865,6.976121121535961,-0.002435971602098047,-0.03493090883406385
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,81551,81551,0.991314249655967,0.9905155908223962,0.0007986588335706871,0.08056565653604389
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,81551,81552,0.9669624625901521,0.9660220365843775,0.0009404260057750309,0.09725568904256746
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,81552,81551,0.9932272719668296,0.9871623784487955,0.00606489351803428,0.6106249485099546
electricity_transfer,shape,fixed1024,RAMP8_D32,81551,81552,81552,0.9702831784338598,0.9674000139775071,0.0028831644563522794,0.29714670113172664
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,81551,81551,0.8297067044643159,0.8197674662652552,0.009939238199060561,1.1979218855990368
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,81551,81552,0.8199697743785408,0.8097738884123878,0.01019588596615324,1.2434465616590262
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,81552,81551,0.8206733512640996,0.8084291402048599,0.012244211059239417,1.491971323350443
electricity_transfer,shape,fixed1024,RAMP8_D32,81552,81552,81552,0.8239866062898825,0.8071151584043038,0.01687144788557894,2.047539093086118
electricity_transfer,shape,fixed1024,STEP12_D17,81551,81551,81551,0.5529296416488291,0.5584083911244307,-0.005478749475601573,-0.9908583412645436
electricity_transfer,shape,fixed1024,STEP12_D17,81551,81551,81552,0.5312502288884653,0.5333036405739398,-0.0020534116854743984,-0.3865243860262895
electricity_transfer,shape,fixed1024,STEP12_D17,81551,81552,81551,0.5563740026130664,0.555950731376071,0.0004232712369954747,0.0760767460390922
electricity_transfer,shape,fixed1024,STEP12_D17,81551,81552,81552,0.5329445624902253,0.53428350771924,-0.0013389452290148412,-0.2512353672882062
electricity_transfer,shape,fixed1024,STEP12_D17,81552,81551,81551,0.6087810280626795,0.5910362160087507,0.017744812053928808,2.9148102907211193
electricity_transfer,shape,fixed1024,STEP12_D17,81552,81551,81552,0.5900819439220842,0.5712555118116492,0.018826432110435207,3.190477577622862
electricity_transfer,shape,fixed1024,STEP12_D17,81552,81552,81551,0.5974564020250768,0.5770320341938455,0.020424367831231246,3.4185536822440783
electricity_transfer,shape,fixed1024,STEP12_D17,81552,81552,81552,0.5843693613914518,0.551599865513562,0.032769495877889944,5.607668376018541
electricity_transfer,shape,fixed1024,STEP12_D63,81551,81551,81551,0.4005973254350799,0.39657579915275865,0.004021526282321251,1.003882459263441
electricity_transfer,shape,fixed1024,STEP12_D63,81551,81551,81552,0.4058055653030177,0.4025909639486527,0.003214601354365112,0.7921530972510807
electricity_transfer,shape,fixed1024,STEP12_D63,81551,81552,81551,0.404210463375694,0.4000195432629985,0.004190920112695716,1.0368163351576725
electricity_transfer,shape,fixed1024,STEP12_D63,81551,81552,81552,0.40921077549779244,0.4077798476428579,0.0014309278549342443,0.3496799059588703
electricity_transfer,shape,fixed1024,STEP12_D63,81552,81551,81551,0.3735257565712322,0.3765756749427212,-0.0030499183714890275,-0.8165215698873503
electricity_transfer,shape,fixed1024,STEP12_D63,81552,81551,81552,0.37499863296896374,0.3802803082799604,-0.005281675310996845,-1.408451883992328
electricity_transfer,shape,fixed1024,STEP12_D63,81552,81552,81551,0.3744613972950362,0.37573875318560823,-0.0012773558905721924,-0.34111817661294747
electricity_transfer,shape,fixed1024,STEP12_D63,81552,81552,81552,0.37807659576500297,0.3821962399782445,-0.00411964421324134,-1.08963216961516
electricity_transfer,shape,fixed1024,STEP6_D17,81551,81551,81551,0.3991139722990122,0.39990997877152645,-0.0007960064725143134,-0.19944339906946515
electricity_transfer,shape,fixed1024,STEP6_D17,81551,81551,81552,0.3949623057285506,0.3950121586185879,-4.9852890037154624e-05,-0.012622189336573672
electricity_transfer,shape,fixed1024,STEP6_D17,81551,81552,81551,0.4027419567857532,0.4026730659201864,6.889086556674355e-05,0.017105460309264835
electricity_transfer,shape,fixed1024,STEP6_D17,81551,81552,81552,0.3983420587549858,0.39760543308699603,0.0007366256679897333,0.18492289523532857
electricity_transfer,shape,fixed1024,STEP6_D17,81552,81551,81551,0.40531648928537833,0.39871841677429887,0.006598072511079309,1.6278815901895587
electricity_transfer,shape,fixed1024,STEP6_D17,81552,81551,81552,0.40054692699200367,0.39427203866577415,0.006274888326229713,1.5665800692449157
electricity_transfer,shape,fixed1024,STEP6_D17,81552,81552,81551,0.4072827654819345,0.400796094075605,0.006486671406329682,1.592670241927388
electricity_transfer,shape,fixed1024,STEP6_D17,81552,81552,81552,0.4046061241404408,0.3946474099663655,0.009958714174075223,2.4613355013426603
electricity_transfer,shape,fixed1024,STEP6_D63,81551,81551,81551,0.34677758220395144,0.3444481123698274,0.0023294698341242183,0.6717475274264354
electricity_transfer,shape,fixed1024,STEP6_D63,81551,81551,81552,0.3485861127744414,0.34643938562554427,0.0021467271488970316,0.6158384026864857
electricity_transfer,shape,fixed1024,STEP6_D63,81551,81552,81551,0.34783504155537814,0.34545081965923263,0.002384221896145726,0.685446148692911
electricity_transfer,shape,fixed1024,STEP6_D63,81551,81552,81552,0.34964273639010324,0.34823475585167446,0.0014079805384287743,0.40269120215838344
electricity_transfer,shape,fixed1024,STEP6_D63,81552,81551,81551,0.3292368480817559,0.33066948080689307,-0.0014326327251372555,-0.43513741960666114
electricity_transfer,shape,fixed1024,STEP6_D63,81552,81551,81552,0.3296050427848031,0.3316763286919143,-0.0020712859071112277,-0.6284145077426974
electricity_transfer,shape,fixed1024,STEP6_D63,81552,81552,81551,0.33012534699828644,0.33090790185065466,-0.0007825548523683963,-0.23704779396186693
electricity_transfer,shape,fixed1024,STEP6_D63,81552,81552,81552,0.33103249961493214,0.3335714975258345,-0.0025389979109024406,-0.7669935471157323
electricity_transfer,shape,fixed1024,STEP8_D31,81551,81551,81551,0.36589101350368874,0.36630269719049985,-0.00041168368681118554,-0.11251538617168994
electricity_transfer,shape,fixed1024,STEP8_D31,81551,81551,81552,0.3632541977053313,0.36380646144827683,-0.0005522637429453544,-0.15203230862409636
electricity_transfer,shape,fixed1024,STEP8_D31,81551,81552,81551,0.3666445933948399,0.3659102334890926,0.0007343599057470854,0.20029203184137848
electricity_transfer,shape,fixed1024,STEP8_D31,81551,81552,81552,0.3641754536070353,0.3637968731995343,0.0003785804075010068,0.10395549830481304
electricity_transfer,shape,fixed1024,STEP8_D31,81552,81551,81551,0.3773470817239972,0.3763495889862468,0.0009974927377502827,0.26434356751694144
electricity_transfer,shape,fixed1024,STEP8_D31,81552,81551,81552,0.3730056026984491,0.3722404899510433,0.0007651127474059827,0.20512097991850453
electricity_transfer,shape,fixed1024,STEP8_D31,81552,81552,81551,0.37509625538073715,0.3765571442958369,-0.00146088891509971,-0.38947040770024527
electricity_transfer,shape,fixed1024,STEP8_D31,81552,81552,81552,0.3736064816797577,0.37315740615125026,0.00044907552850757945,0.12020014387558489
electricity_transfer,shape,fixed1024,STEP8_D33,81551,81551,81551,0.37675838465780115,0.37781022260216957,-0.0010518379443682745,-0.2791810314516633
electricity_transfer,shape,fixed1024,STEP8_D33,81551,81551,81552,0.37129997874121345,0.3717203057363596,-0.0004203269951462132,-0.11320415276381429
electricity_transfer,shape,fixed1024,STEP8_D33,81551,81552,81551,0.3767124886272,0.3769380167068823,-0.00022552807968223565,-0.05986742847419147
electricity_transfer,shape,fixed1024,STEP8_D33,81551,81552,81552,0.3717502900910596,0.37170213202292207,4.815806813762962e-05,0.012954413062013587
electricity_transfer,shape,fixed1024,STEP8_D33,81552,81551,81551,0.4010665126477806,0.3977263948947561,0.0033401177530244736,0.8328089350999465
electricity_transfer,shape,fixed1024,STEP8_D33,81552,81551,81552,0.39669146120535936,0.3926723458089395,0.004019115396419675,1.0131590390696759
electricity_transfer,shape,fixed1024,STEP8_D33,81552,81552,81551,0.3972049941891662,0.39580646423427,0.0013985299548961274,0.3520927418727487
electricity_transfer,shape,fixed1024,STEP8_D33,81552,81552,81552,0.39433294483030246,0.38981201315155406,0.004520931678748604,1.1464757733326454
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81551,81551,81551,0.3627202455636385,0.36210226321317196,0.0006179823504668513,0.17037437474893513
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81551,81551,81552,0.358555224976065,0.3584985845579178,5.664041814735241e-05,0.01579684639963994
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81551,81552,81551,0.3631314148227031,0.362247983551994,0.0008834312707093209,0.24328142227536312
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81551,81552,81552,0.3594554444829887,0.35933573917801165,0.0001197053049770292,0.03330184778511382
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81552,81551,81551,0.3691057918065729,0.36610235806487124,0.0030034337417017697,0.8137053951393146
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81552,81551,81552,0.36734582494398654,0.3642212833609065,0.003124541583080254,0.8505722321892971
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81552,81552,81551,0.36918920204637884,0.36848205539779677,0.0007071466485820336,0.1915404471914104
electricity_transfer,shape,selected,PAIRED_SHIFT8_D32,81552,81552,81552,0.3685946676180216,0.3663794011386528,0.002215266479368791,0.601003398579953
electricity_transfer,shape,selected,PULSE8_D32,81551,81551,81551,7.059991738053184,7.059179835050503,0.0008119030026822738,0.011500055988821294
electricity_transfer,shape,selected,PULSE8_D32,81551,81551,81552,7.058616161571619,7.0551118366242775,0.0035043249473444144,0.04964606187856753
electricity_transfer,shape,selected,PULSE8_D32,81551,81552,81551,7.058056870855189,7.060910829584088,-0.002853958728898709,-0.040435473687999754
electricity_transfer,shape,selected,PULSE8_D32,81551,81552,81552,7.063331063911205,7.061540192028167,0.0017908718830373926,0.025354494456411993
electricity_transfer,shape,selected,PULSE8_D32,81552,81551,81551,6.9842966840185285,6.9917757415434085,-0.007479057524881455,-0.1070839035517354
electricity_transfer,shape,selected,PULSE8_D32,81552,81551,81552,6.989135625698922,6.997697656507526,-0.008562030808603405,-0.1225048599303321
electricity_transfer,shape,selected,PULSE8_D32,81552,81552,81551,6.985531546286562,6.985691663901374,-0.0001601176148121053,-0.0022921321556012755
electricity_transfer,shape,selected,PULSE8_D32,81552,81552,81552,6.990757770873129,6.996502980004077,-0.005745209130945478,-0.08218292378664287
electricity_transfer,shape,selected,RAMP8_D32,81551,81551,81551,0.9696415516665261,0.9679669185209175,0.0016746331456085027,0.1727064132854358
electricity_transfer,shape,selected,RAMP8_D32,81551,81551,81552,0.9669624625901521,0.9660220365843775,0.0009404260057750309,0.09725568904256746
electricity_transfer,shape,selected,RAMP8_D32,81551,81552,81551,0.977498012944181,0.9711087411233389,0.0063892718208421705,0.6536352745718598
electricity_transfer,shape,selected,RAMP8_D32,81551,81552,81552,0.9702831784338598,0.9674000139775071,0.0028831644563522794,0.29714670113172664
