panel,kind,stage,arm,b,i,o,step,condition,nmae,mae,pinball
electricity,standard,fixed1024,C3,81552,81552,81552,1024,BURST16,0.1761312818624646,11.74858129741915,0.14639875221628407
electricity,standard,fixed1024,C3,81552,81552,81552,1024,BURST4,0.1689893629810317,11.073190476105083,0.14043040343616675
electricity,standard,fixed1024,C3,81552,81552,81552,1024,BURST8,0.17833594065372926,12.16188948850322,0.14860926086970794
electricity,standard,fixed1024,C3,81552,81552,81552,1024,FAULT,0.17127639650009555,11.317583545126277,0.14247800522147572
electricity,standard,fixed1024,C3,81552,81552,81552,1024,POINT16,0.16896765469888725,11.053117143394047,0.14040412883734266
electricity,standard,fixed1024,C3,81552,81552,81552,1024,POINT4,0.166988748125348,10.893121517103282,0.13910481595306481
electricity,standard,fixed1024,C3,81552,81552,81552,1024,POINT8,0.16824539067911246,10.975601348232885,0.13992067001628816
electricity,standard,fixed1024,C3,81552,81552,81552,1024,REFERENCE,0.16629224281313862,10.831284595900797,0.1387167862282877
electricity,standard,fixed1024,C3,81552,81552,81552,1024,SHIFT4,0.18835243173009053,12.387662311693163,0.1546308165739717
electricity,standard,fixed1024,C3,81552,81552,81552,1024,SHIFT8,0.20300236913213957,13.103811615350788,0.1672267348669331
electricity,standard,fixed1024,C3,81552,81552,81552,1024,SHIFT_POINT,0.1919087913772474,12.582587475857665,0.15754293343176862
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,BURST16,0.1783606448741592,11.928684399958001,0.14846472055756904
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,BURST4,0.17034566788859976,11.170260518796567,0.1415732465503429
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,BURST8,0.17992000490307816,12.216666631742555,0.14971837271945765
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,FAULT,0.1731595139332375,11.437726526591481,0.14403047808585367
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,POINT16,0.17137894407422047,11.206462005487992,0.14220249097054008
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,POINT4,0.16860833773504164,10.99942356756219,0.14057103378340477
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,POINT8,0.17034348412432576,11.104862036001578,0.14165300393380767
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,REFERENCE,0.16775177852129783,10.923696583806304,0.13994515066288382
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,SHIFT4,0.18985305420533805,12.540127659731539,0.15545587312833778
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,SHIFT8,0.20231533005770916,13.257412326648879,0.16637989454397395
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81551,1024,SHIFT_POINT,0.19557783442725243,12.847364256389293,0.1599019594453994
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,BURST16,0.1780687237765209,11.91218912621116,0.14829471075691
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,BURST4,0.17026533190424087,11.164129359953222,0.14152716004105861
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,BURST8,0.17980756527876854,12.213277968839975,0.14966981607325314
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,FAULT,0.17304289699080444,11.430968605176531,0.1439674337909054
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,POINT16,0.17128285300010324,11.200509378006245,0.1421560355083837
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,POINT4,0.1685583759893497,10.996193726328784,0.1405449320330258
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,POINT8,0.17027453199584344,11.0995120717198,0.14161194833280116
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,REFERENCE,0.1677171197523219,10.921055749699008,0.13993998904442084
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,SHIFT4,0.1896870996622794,12.540374075170424,0.1552945319081724
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,SHIFT8,0.20098818618687922,13.182221234080393,0.16527612606857264
electricity,standard,fixed1024,MAG_ONLY,81551,81551,81552,1024,SHIFT_POINT,0.19557903840260896,12.852677995790602,0.159867976455488
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,BURST16,0.17784597308289632,11.880141626381373,0.1480389176256854
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,BURST4,0.1701634736322889,11.157500054454431,0.14134482284798702
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,BURST8,0.17952921016991896,12.180344651453197,0.1493408715569733
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,FAULT,0.17289190083664052,11.416647735908555,0.1437485842496805
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,POINT16,0.17113646748673073,11.193006450626854,0.14192308928517347
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,POINT4,0.1684877639207616,10.992158113942423,0.1404126578630873
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,POINT8,0.1701885167272467,11.09673551859305,0.14143114631917658
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,REFERENCE,0.16765305131000807,10.918344691293896,0.13978022998235018
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,SHIFT4,0.18970094644587143,12.515028641152012,0.15540715353256063
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,SHIFT8,0.20166364003123285,13.243445039941406,0.16577813541149558
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81551,1024,SHIFT_POINT,0.19521337759101465,12.820731134707263,0.15969620895831324
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,BURST16,0.1776715027186985,11.87052791955648,0.14795260902679555
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,BURST4,0.17005470249417423,11.148209718819999,0.14129920383384917
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,BURST8,0.17938950280926452,12.173603736784571,0.1492695364229797
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,FAULT,0.17277154837501732,11.408901602870174,0.14369579543470556
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,POINT16,0.17104665528159316,11.185466056569567,0.1419004548807102
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,POINT4,0.1683988248382441,10.986547712891479,0.14038171325924015
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,POINT8,0.17006810210812934,11.089054472598946,0.14137125518465868
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,REFERENCE,0.1675863662700934,10.91460275555437,0.13976153308291034
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,SHIFT4,0.18948654938804188,12.514025570547872,0.15521078544904018
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,SHIFT8,0.2006634935515435,13.19192058969072,0.16491752133006646
electricity,standard,fixed1024,MAG_ONLY,81551,81552,81552,1024,SHIFT_POINT,0.19523312943614174,12.825010162143153,0.15968330434696934
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,BURST16,0.17681372260308334,11.806863064070058,0.14707904844652092
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,BURST4,0.16945261063972092,11.093023979716236,0.14083568594678086
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,BURST8,0.1788135465784941,12.199717272971611,0.1490319528964986
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,FAULT,0.17174365130308147,11.343562683966715,0.14290498336476026
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,POINT16,0.1695022601199626,11.072242778129294,0.14086128681897328
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,POINT4,0.1673259530388007,10.903675806002866,0.13940460301297572
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,POINT8,0.1685538148384272,10.98585320291022,0.14021732306681225
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,REFERENCE,0.16657034615839358,10.838466248314944,0.13896355052351694
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,SHIFT4,0.18857338117632258,12.412787950804784,0.15470042519597435
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,SHIFT8,0.20426238673761662,13.162387423851133,0.1682812318656587
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81551,1024,SHIFT_POINT,0.19228346449000827,12.608558375238186,0.15779380280135383
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,BURST16,0.17667034568356937,11.788960904479609,0.14696851477039446
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,BURST4,0.1693904287501248,11.087756545828597,0.14082351841792767
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,BURST8,0.17878197414510358,12.19587798450084,0.14903926930606365
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,FAULT,0.17167824425472786,11.33766371092861,0.14289061417960824
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,POINT16,0.16942694738279532,11.068890378453943,0.1408560347422663
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,POINT4,0.16729620558296845,10.901931051892461,0.13942918992776202
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,POINT8,0.16850356398380564,10.982565400416206,0.1402271579132353
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,REFERENCE,0.16655895858387804,10.837487080541905,0.13901331437031203
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,SHIFT4,0.18837849295279532,12.410382949633245,0.1545674109452071
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,SHIFT8,0.20329635729759815,13.110205879819269,0.1675150212103139
electricity,standard,fixed1024,MAG_ONLY,81552,81551,81552,1024,SHIFT_POINT,0.19236921884653807,12.61323511302304,0.15784613258427677
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,BURST16,0.17649890799004475,11.776111479826795,0.14669997157740336
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,BURST4,0.169260440231028,11.086483071492694,0.14059146072388448
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,BURST8,0.1785568060484182,12.180431042448618,0.14873787429218638
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,FAULT,0.17152629063218974,11.33266341648899,0.14263371795892138
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,POINT16,0.16922746092959123,11.06685483284673,0.14053545980001866
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,POINT4,0.16717981423201944,10.901570410955173,0.13920573482024365
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,POINT8,0.16843431436203682,10.984529661363922,0.14003180653979175
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,REFERENCE,0.16648771114113867,10.838835723814555,0.1388164355738524
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,SHIFT4,0.18847511867292213,12.410876143573594,0.15464318573163244
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,SHIFT8,0.20376466522085548,13.1401003955062,0.16783488380536143
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81551,1024,SHIFT_POINT,0.19190172415305692,12.598501712864127,0.1575325713668209
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,BURST16,0.17626835887831221,11.760584350919089,0.1465179281003317
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,BURST4,0.16909700702681865,11.082457007520134,0.14049614778056552
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,BURST8,0.17831931169562495,12.161486005676124,0.14856176944991004
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,FAULT,0.17133165896007613,11.322185225165109,0.1425032940406092
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,POINT16,0.16902154380389917,11.05669642927387,0.140413476384035
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,POINT4,0.16700491060992415,10.893481608603906,0.1390946769170846
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,POINT8,0.16827882174587772,10.978405948997533,0.13993576561172844
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,REFERENCE,0.16632317494680057,10.832522073047585,0.13871698238527638
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,SHIFT4,0.18842129116282821,12.40488721184767,0.1545910167360741
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,SHIFT8,0.2028300367670499,13.096710687277822,0.16707380630057386
electricity,standard,fixed1024,MAG_ONLY,81552,81552,81552,1024,SHIFT_POINT,0.19196752965747865,12.599118015060892,0.15753111700026637
electricity,standard,selected,C3,81551,81551,81551,768,BURST16,0.1777854069805268,11.891835562997585,0.14797921769550623
electricity,standard,selected,C3,81551,81551,81551,768,BURST4,0.17007410095673053,11.156109856354306,0.14127595225355025
electricity,standard,selected,C3,81551,81551,81551,768,BURST8,0.17960613445699813,12.193158506015607,0.14941192333004732
electricity,standard,selected,C3,81551,81551,81551,768,FAULT,0.1728421641129205,11.417387383409732,0.14370799782099777
electricity,standard,selected,C3,81551,81551,81551,768,POINT16,0.17104560266798138,11.18628117161279,0.14185202007429615
electricity,standard,selected,C3,81551,81551,81551,768,POINT4,0.16838752774103136,10.984823139820946,0.14030696048419575
electricity,standard,selected,C3,81551,81551,81551,768,POINT8,0.1701542118742548,11.092116063657159,0.14142191308839092
electricity,standard,selected,C3,81551,81551,81551,768,REFERENCE,0.1675442325905699,10.910588315367932,0.13972787445939758
electricity,standard,selected,C3,81551,81551,81551,768,SHIFT4,0.18950369926989694,12.523301405395413,0.15527388266211326
electricity,standard,selected,C3,81551,81551,81551,768,SHIFT8,0.20122481416988133,13.244901565411174,0.16544080396384225
electricity,standard,selected,C3,81551,81551,81551,768,SHIFT_POINT,0.1946615139123658,12.805725963097945,0.15925121669743178
electricity,standard,selected,C3,81551,81551,81552,1024,BURST16,0.17822512397632276,11.927080215235037,0.1484139453582713
electricity,standard,selected,C3,81551,81551,81552,1024,BURST4,0.1703037974193715,11.16523321220302,0.14159747657248994
electricity,standard,selected,C3,81551,81551,81552,1024,BURST8,0.17989406156011947,12.220580471450376,0.14974941074185258
electricity,standard,selected,C3,81551,81551,81552,1024,FAULT,0.17314236701081528,11.439316671464743,0.14406741109991497
electricity,standard,selected,C3,81551,81551,81552,1024,POINT16,0.1714126051574786,11.211173972329561,0.14228845774054907
electricity,standard,selected,C3,81551,81551,81552,1024,POINT4,0.1686504175066345,11.004671355345636,0.1406399301270636
electricity,standard,selected,C3,81551,81551,81552,1024,POINT8,0.1703681964449649,11.107160802224826,0.14171524605926325
electricity,standard,selected,C3,81551,81551,81552,1024,REFERENCE,0.16778503951000995,10.928591348041664,0.14002094039013732
electricity,standard,selected,C3,81551,81551,81552,1024,SHIFT4,0.1896526680089434,12.52742349751753,0.1552722111174417
electricity,standard,selected,C3,81551,81551,81552,1024,SHIFT8,0.20092781330047405,13.188661480141084,0.16525363602023388
electricity,standard,selected,C3,81551,81551,81552,1024,SHIFT_POINT,0.19540421538687125,12.82684064993483,0.15972913510967046
electricity,standard,selected,C3,81551,81552,81551,768,BURST16,0.1775067699992317,11.858637943008944,0.14774985746859204
electricity,standard,selected,C3,81551,81552,81551,768,BURST4,0.1699241541016406,11.1460421809752,0.14110810985739142
electricity,standard,selected,C3,81551,81552,81551,768,BURST8,0.17921825164740218,12.154416655786918,0.14903549759497342
electricity,standard,selected,C3,81551,81552,81551,768,FAULT,0.1726097537350666,11.397815773517626,0.1434833549104191
electricity,standard,selected,C3,81551,81552,81551,768,POINT16,0.17081349673636168,11.171610721059551,0.14162938214762716
electricity,standard,selected,C3,81551,81552,81551,768,POINT4,0.16821421010190574,10.974119251368393,0.14014062825385873
electricity,standard,selected,C3,81551,81552,81551,768,POINT8,0.1699816398238577,11.08206788890675,0.14123665414007194
electricity,standard,selected,C3,81551,81552,81551,768,REFERENCE,0.16738819611230166,10.901436362590175,0.13956487895356057
electricity,standard,selected,C3,81551,81552,81551,768,SHIFT4,0.18949194592509014,12.510098640372982,0.15530090549897246
electricity,standard,selected,C3,81551,81552,81551,768,SHIFT8,0.20123433374089492,13.25433358274206,0.1654198109214534
electricity,standard,selected,C3,81551,81552,81551,768,SHIFT_POINT,0.19465441370032596,12.801066323208618,0.15930930257455705
electricity,standard,selected,C3,81551,81552,81552,1024,BURST16,0.17769481055963507,11.876806577227399,0.14797219825069274
electricity,standard,selected,C3,81551,81552,81552,1024,BURST4,0.1699777841250924,11.145860459473624,0.1412597931994546
electricity,standard,selected,C3,81551,81552,81552,1024,BURST8,0.17933936127706532,12.173908657885477,0.14923296653398954
