panel,kind,stage,condition,factor,effect_nmae,effect_pct_common_C3,C3_effect,MAG_effect,ci_low,ci_high,bonferroni7_low,bonferroni7_high,cell_variance_share_pct,common_C3,conditional_on_two_factor_levels
electricity,shape,fixed1024,STEP12_D63,INIT,5.0592574432955e-05,0.02354406946473753,0.0010650968654536963,0.0010145042910207833,-0.00012625383878043335,0.00025679180984223134,-0.00017203358163829236,0.0003384263746155895,0.04918119087086035,0.2148845785080978,True
electricity,shape,fixed1024,STEP12_D63,ORDER,-0.0005359533626884514,-0.24941453053982385,0.0005855248158376861,0.0011214781785261752,-0.000630955563604095,-0.00044345532591559273,-0.0006650456426900166,-0.00041237870564513296,5.519242576235814,0.2148845785080978,True
electricity,shape,fixed1024,STEP12_D63,B0:INIT,0.00033594487691151976,0.15633735991848285,8.538070180770518e-05,-0.00025056417510383594,0.0002083674176126119,0.0004723986085310105,0.00017604305352360696,0.0005417566947196227,2.1685104885537685,0.2148845785080978,True
electricity,shape,fixed1024,STEP12_D63,B0:ORDER,-0.0002590456389574456,-0.12055106083272682,-0.0004414936769135333,-0.00018244803795605669,-0.00034774571251402505,-0.00016105745308548838,-0.00037851527120373997,-0.00012147799663417627,1.2893714588181766,0.2148845785080978,True
electricity,shape,fixed1024,STEP12_D63,INIT:ORDER,-0.00017669092584357516,-0.08222596850379223,0.00029692580443154565,0.00047361673027522533,-0.0002667953676582591,-7.200728106318873e-05,-0.00030122344067857733,-3.8491394782886985e-05,0.599865623769233,0.2148845785080978,True
electricity,shape,fixed1024,STEP12_D63,B0:INIT:ORDER,2.8055426231768333e-05,0.0130560445177368,0.00013722507766072284,0.00010916965142902801,-6.160242130538619e-05,0.00012743315413150762,-9.436111611085914e-05,0.00016210438277591444,0.015123740750275595,0.2148845785080978,True
electricity,shape,fixed1024,STEP6_D17,B0,0.0013931211160277336,0.5890610467772162,-0.004283532740683327,-0.0056766538567111224,0.0008320993616162132,0.001972380673489837,0.0006133280628391629,0.00216588854939774,83.99018314218402,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D17,INIT,0.00044343326892894966,0.18749932261160976,0.0005146311635053566,7.119789457638026e-05,0.00021862893821657502,0.0006550611460188792,0.0001245741797730022,0.0007172580303502487,8.50956431002501,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D17,ORDER,0.00028477146517428,0.12041148141243412,-0.0010119375388646934,-0.0012967090040390122,0.00015314687733933348,0.00041949302358195475,0.00011881062135706854,0.00046297919280359083,3.5094876435491535,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D17,B0:INIT,6.479724947167391e-06,0.0027398576593902395,-0.00010465691674955285,-0.00011113664169662418,-0.00016088964128117535,0.00016522363803822407,-0.0002191119095470864,0.00022250507098081434,0.0018170376267256903,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D17,B0:ORDER,0.00010350520255569882,0.04376567282118058,0.00020487915238462384,0.00010137394982887016,-1.1216819533747836e-05,0.00022741795847776124,-5.176694717413031e-05,0.0002642232160980078,0.4636338510722912,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D17,INIT:ORDER,0.00013261045806515657,0.05607240773451327,-4.0048273201712115e-05,-0.00017265873126691422,3.1644964595481354e-05,0.00023196486698952377,-4.201547865048593e-06,0.0002700324380948397,0.761037975793533,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D17,B0:INIT:ORDER,0.0002527349570812104,0.1068653088827984,9.213231251377352e-05,-0.0001606026445674369,0.0001528493930495386,0.0003620819156517361,0.00012039710895255804,0.00040585351418934455,2.7642760397492716,0.23649859783626373,True
electricity,shape,fixed1024,STEP6_D63,B0,-0.0007739802144419823,-0.3985051905988134,-0.004734912391166829,-0.003960932176724913,-0.001038649154484695,-0.0004928432416243924,-0.0011220172467229536,-0.00039837738847195404,90.54732061608907,0.1942208615348176,True
electricity,shape,fixed1024,STEP6_D63,INIT,-5.178797005610925e-05,-0.02666447344886549,-5.407717574603538e-05,-2.2892056899814772e-06,-0.0001426311089055236,3.316544762572647e-05,-0.00018314671485143382,6.751078875529857e-05,0.4053905890274156,0.1942208615348176,True
electricity,shape,fixed1024,STEP6_D63,ORDER,-0.00020222246417437776,-0.10411984715561862,4.848039854232766e-06,0.00020707050402862803,-0.0002745681241070909,-0.00012504224510463053,-0.00029475335664646147,-9.591771475287396e-05,6.181226849697957,0.1942208615348176,True
electricity,shape,fixed1024,STEP6_D63,B0:INIT,1.944082401193764e-05,0.01000964770638324,0.0001869998934517711,0.00016755906943982657,-5.0168248173539144e-05,9.280760620890125e-05,-7.384953210543438e-05,0.0001187940940740417,0.0571275006251169,0.1942208615348176,True
electricity,shape,fixed1024,STEP6_D63,B0:ORDER,-9.194765738409328e-05,-0.04734180286169207,-3.0762713096002536e-05,6.118494428812571e-05,-0.000169492524805706,1.4511715356239655e-05,-0.00018991710756780037,6.56498895665629e-05,1.2779010407585452,0.1942208615348176,True
electricity,shape,fixed1024,STEP6_D63,INIT:ORDER,-9.922405730964089e-05,-0.05108825927633586,8.279029449702324e-05,0.0001820143518066475,-0.0001494323751770542,-5.4419535655752564e-05,-0.0001662139113425725,-3.928283520028995e-05,1.4881607610528953,0.1942208615348176,True
electricity,shape,fixed1024,STEP6_D63,B0:INIT:ORDER,-1.6841554866998834e-05,-0.008671341859936958,4.177459750551171e-05,5.861615237252871e-05,-6.780198652255714e-05,3.098302504469518e-05,-8.847779009487733e-05,4.46754194390602e-05,0.04287264274900139,0.1942208615348176,True
electricity,shape,fixed1024,STEP8_D31,B0,-0.00014526175808796192,-0.06977741373909517,0.0006093332339324464,0.0007545949920204353,-0.00040184561997727694,5.9218624940360984e-05,-0.0005212458931248803,0.00012041106507413632,14.679485609031842,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D31,INIT,4.3737059598068415e-05,0.021009376063436176,-0.00026089388666154095,-0.0003046309462595917,-6.129171639553318e-05,0.00015742067352098675,-0.00011006363915062445,0.00019386842750876069,1.330783508471342,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D31,ORDER,7.658208278191908e-06,0.0036786692833772365,-0.0005060761159804486,-0.0005137343242587258,-4.568354224512476e-05,5.9470763887307946e-05,-6.199913200351627e-05,7.328978079855328e-05,0.04080022823155065,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D31,B0:INIT,-0.00026435220817235883,-0.12698327244061305,-0.0004212001932054135,-0.0001568479850331192,-0.00034202211732643393,-0.00019209736811303475,-0.0003765854694661779,-0.0001701054823099784,48.61542987918268,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D31,B0:ORDER,0.0001376261487142529,0.06610959998389622,-7.094855054950305e-05,-0.00020857469926371247,6.059452402277821e-05,0.00021253464048463674,1.8856869819630002e-05,0.0002458553029654275,13.176806218738355,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D31,INIT:ORDER,0.0001303059528987479,0.06259329714691429,0.00011273568396821115,-1.7570268930518218e-05,6.626873193015216e-05,0.00019981830669733028,4.176572444404313e-05,0.00022375520993011226,11.81236228565041,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D31,B0:INIT:ORDER,0.00012194025766213833,0.058574781982127365,5.843524651037019e-05,-6.350501115178625e-05,6.486619242275777e-05,0.00018014196716540197,4.34351817237147e-05,0.00019673093264724665,10.344332270693823,0.20817876488101203,True
electricity,shape,fixed1024,STEP8_D33,B0,0.0008277923199884771,0.3943000358915074,0.003865502224096623,0.0030377099041082045,0.000525714855082805,0.0011321611735585285,0.00046408912961623864,0.0012539880099347387,75.44100041066744,0.2099397019117305,True
electricity,shape,fixed1024,STEP8_D33,INIT,-3.7286143950808124e-05,-0.01776040625535667,-0.0010645519831393724,-0.0010272658391886555,-0.00012864630759067843,5.3749504985487084e-05,-0.0001640910382630318,8.088608828304164e-05,0.15305925568810827,0.2099397019117305,True
electricity,shape,fixed1024,STEP8_D33,ORDER,0.0002773665201356856,0.13211723061905878,-0.0011914957229461343,-0.001468862243081799,0.00020820211939775576,0.000368269059727856,0.00018599923433155625,0.0004032977326784072,8.469791684308971,0.2099397019117305,True
electricity,shape,fixed1024,STEP8_D33,B0:INIT,-0.00023406929175628883,-0.11149358107343776,-0.0005670667647558192,-0.00033299747299957855,-0.0003195618989179177,-0.0001591658354842493,-0.000350943660346821,-0.00013077508971836373,6.031891699509814,0.2099397019117305,True
electricity,shape,fixed1024,STEP8_D33,B0:ORDER,0.00020854255664328267,0.09933450164226905,0.0002975155754612602,8.897301881805736e-05,0.00013103177984948695,0.0002899609585573199,0.00010601832609945474,0.0003228018616640304,4.7879988808939515,0.2099397019117305,True
electricity,shape,fixed1024,STEP8_D33,INIT:ORDER,0.0001189515713209606,0.056659874353338836,7.130464220714283e-05,-4.764692911377738e-05,4.401026505507271e-05,0.00020054747776920677,2.2782159154900884e-05,0.00022354945632571354,1.5577760406214467,0.2099397019117305,True
electricity,shape,fixed1024,STEP8_D33,B0:INIT:ORDER,0.0001797835955603618,0.08563582491698123,-1.0237933063789173e-05,-0.0001900215286241777,0.00011218671004672609,0.00024927554116516615,8.898579813757421e-05,0.0002708835769921572,3.558482028310265,0.2099397019117305,True
electricity,shape,selected,PAIRED_SHIFT8_D32,B0,0.00020887815384386155,0.1019054518951529,0.000738084147360013,0.0005292059935161353,-6.678447812310054e-05,0.00043643695265326493,-0.00016741656923965933,0.0005356996203905553,33.850489934116254,0.20497250143080595,True
electricity,shape,selected,PAIRED_SHIFT8_D32,INIT,-0.00011449762468649082,-0.05585999287086937,-0.0001651420554082822,-5.064443072185648e-05,-0.0001876977078632017,-3.6981390696610884e-05,-0.00021689889563625058,-3.742989145685559e-06,10.171192464287666,0.20497250143080595,True
electricity,shape,selected,PAIRED_SHIFT8_D32,ORDER,-6.66710374967534e-05,-0.032526820442428966,-0.0005034592452903414,-0.0004367882077936022,-0.00014911285668655532,2.2211145922419958e-05,-0.0001766061943702674,6.0914385172786556e-05,3.448683545853693,0.20497250143080595,True
electricity,shape,selected,PAIRED_SHIFT8_D32,B0:INIT,-0.00017155475102417463,-0.08369647139330424,-0.0001475523659835165,2.400238504072366e-05,-0.00024678249374342583,-0.00010155273126501811,-0.00027560902427253674,-7.798242080816196e-05,22.83412729797745,0.20497250143080595,True
electricity,shape,selected,PAIRED_SHIFT8_D32,B0:ORDER,0.00017118085659457272,0.0835140593980405,-4.605361392803764e-05,-0.00021723447052266615,7.449976222083432e-05,0.00027363094921304277,3.641097868419701e-05,0.00030224264041669617,22.73470423472886,0.20497250143080595,True
electricity,shape,selected,PAIRED_SHIFT8_D32,INIT:ORDER,6.835453530801137e-05,0.03334814905944167,-1.1757158255840117e-05,-8.011169356388764e-05,1.9285315322696792e-05,0.00012430952094729536,3.1256178780587477e-06,0.000142021699091204,3.625046555925843,0.20497250143080595,True
electricity,shape,selected,PAIRED_SHIFT8_D32,B0:INIT:ORDER,6.55703764049224e-05,0.03198984056261687,0.00010352011221709256,3.79497358121636e-05,2.7060101877355376e-05,0.00010747726489299819,7.469818781530621e-06,0.0001214243785024803,3.335755967110242,0.20497250143080595,True
electricity,shape,selected,PULSE8_D32,B0,-0.0014511339932980864,-0.04848803171696346,-0.009348044301765945,-0.00789691030846873,-0.001982068094282502,-0.0009499108295337046,-0.002199836942574959,-0.0007985318887547055,32.21861558878209,2.9927673735422213,True
electricity,shape,selected,PULSE8_D32,INIT,0.0005241116332675606,0.0175126084940984,0.0020058406941315665,0.0014817290608637457,0.0003628850408046237,0.000748605434611931,0.00032423114294379094,0.0008503253197472009,4.202806958874605,2.9927673735422213,True
electricity,shape,selected,PULSE8_D32,ORDER,0.0001625641661600792,0.005431901176056636,0.0005546634163448028,0.0003920992501833531,5.302327134168026e-05,0.0002797501137471085,1.4401915288488142e-05,0.0003302482437538415,0.40433513863976495,2.9927673735422213,True
electricity,shape,selected,PULSE8_D32,B0:INIT,0.0015230708439976648,0.05089172173762932,0.00021180471941006918,-0.001311266124587318,0.0014108312330454276,0.0016393412128570338,0.0013741155162375245,0.0016843665577915387,35.4921291197712,2.9927673735422213,True
electricity,shape,selected,PULSE8_D32,B0:ORDER,-0.0012632637178416686,-0.04221055498698776,0.0018254724669576339,0.0030887361847991013,-0.001527882600562646,-0.0010715954148219837,-0.001633105199782525,-0.0010251494962934097,24.41630209181865,2.9927673735422213,True
electricity,shape,selected,PULSE8_D32,INIT:ORDER,-0.00012851690442976932,-0.004294249715695661,0.0010355144579393682,0.0011640313623684229,-0.00021821515710061386,-3.632007639484645e-05,-0.00024985158228291073,-7.358621059993536e-06,0.25270413953419807,2.9927673735422213,True
electricity,shape,selected,PULSE8_D32,B0:INIT:ORDER,-0.00044377348767252536,-0.014828198529419202,-0.0006168304332058172,-0.00017305694553315654,-0.0005316541029603212,-0.0003572934966157642,-0.0005658359218688316,-0.0003209731041123134,3.013106962579478,2.9927673735422213,True
electricity,shape,selected,RAMP8_D32,B0,0.003066719022470291,0.6375161214779043,-0.10073838788111272,-0.10380510690358297,0.0020708471574392784,0.0039618909764639705,0.0017376402407638237,0.004282335508098834,77.24049630708636,0.4810417994388838,True
electricity,shape,selected,RAMP8_D32,INIT,0.0010874759812687562,0.2260668371308385,0.000896851644936858,-0.00019062433633200426,0.0007390887407593526,0.0013580228327453898,0.0005889198849171619,0.0014418946975489723,9.71262069689542,0.4810417994388838,True
electricity,shape,selected,RAMP8_D32,ORDER,0.00044872758440079826,0.09328245173791991,-0.0010774701878487891,-0.0015261977722495906,0.0002579544273912963,0.0006648619940865713,0.0001825454754092549,0.0007313810673196247,1.6537224285683678,0.4810417994388838,True
electricity,shape,selected,RAMP8_D32,B0:INIT,9.926026609529304e-05,0.02063443680176571,0.0003237807847948915,0.00022452051869929768,-0.00011441877086978034,0.00029924346452335927,-0.00019935077559461207,0.00037826599727617746,0.0809185238787796,0.4810417994388838,True
electricity,shape,selected,RAMP8_D32,B0:ORDER,0.0009680666574780337,0.20124377104177746,-0.0010389773975811034,-0.0020070440550592344,0.00079336818300174,0.0011483696132738542,0.0007291210966089679,0.0012022306345970913,7.696753998914772,0.4810417994388838,True
electricity,shape,selected,RAMP8_D32,INIT:ORDER,3.295420491356959e-07,6.850590728707851e-05,-0.00034495892305833054,-0.00034528846510760436,-0.00011763606418228722,0.00012721343027336613,-0.00015882985398472143,0.00018014678281226017,8.919053259007481e-07,0.4810417994388838,True
electricity,shape,selected,RAMP8_D32,B0:INIT:ORDER,0.000663490746952658,0.1379278781441849,0.001646509055724693,0.000983018308772135,0.0005123160684439928,0.0008258641080423758,0.0004722645855423247,0.0008807394221726885,3.615487152750937,0.4810417994388838,True
electricity,shape,selected,STEP12_D17,B0,0.006715441078266889,2.2341396688066544,0.010592790331290736,0.003877349253023854,0.00559891953235102,0.007825362641155308,0.005224014882615781,0.008367895264003958,85.98463728519607,0.30058286740210294,True
electricity,shape,selected,STEP12_D17,INIT,0.0015773802039220795,0.5247738227914196,0.00022534301361305797,-0.001352037190309005,0.0012156258709896152,0.0019321949948619588,0.0010650599715104124,0.0020482271232432144,4.743998576242282,0.30058286740210294,True
electricity,shape,selected,STEP12_D17,ORDER,0.000584696148139216,0.19452078330101302,-0.005634619107776698,-0.006219315255915889,0.00018403915693326927,0.0009846431327041757,5.7415323860787206e-05,0.0011699329815855325,0.6518268461248898,0.30058286740210294,True
electricity,shape,selected,STEP12_D17,B0:INIT,0.0005611190795224191,0.18667700004730656,-0.0011261892852958838,-0.0016873083648182713,0.00031431886677411224,0.0007701172771081331,0.00022234333340574923,0.0008116718497189589,0.600318669670962,0.30058286740210294,True
electricity,shape,selected,STEP12_D17,B0:ORDER,0.0014262830931904755,0.47450578455041276,0.0007106797605275911,-0.0007156033326630867,0.0011531131134356364,0.0016965639705738367,0.0010338191779196487,0.001799173500784744,3.87867370708441,0.30058286740210294,True
electricity,shape,selected,STEP12_D17,INIT:ORDER,0.0005533375695277619,0.18408819315291775,-0.0004325245034460662,-0.0009858620729736728,0.00041190147810992524,0.0006971299639378564,0.0003556788948373431,0.0007376749205735871,0.5837838738288108,0.30058286740210294,True
electricity,shape,selected,STEP12_D17,B0:INIT:ORDER,0.0013658136707234135,0.4543883962941588,0.0011556876557157342,-0.00021012601500765282,0.0011648897758682413,0.0015723512716381443,0.0011052215792474573,0.0016583272150148746,3.556761041852554,0.30058286740210294,True
electricity,shape,selected,STEP12_D63,B0,-0.002707444307697371,-1.2388804775711124,-0.0043894072384274285,-0.0016819629307300576,-0.0030452111828839818,-0.0023671330981209025,-0.003147045255450322,-0.0022376035199476716,87.92327582846667,0.21853958930771528,True
electricity,shape,selected,STEP12_D63,INIT,0.00014445796318022423,0.06610150757482197,0.0006918138802584975,0.0005473559170782738,2.727464467207678e-05,0.0002677989922202448,1.3265757466208197e-06,0.0003096131492437755,0.25030398907769186,0.21853958930771528,True
electricity,shape,selected,STEP12_D63,ORDER,-0.00037643090241978866,-0.17224838008172244,-0.0007887387728711809,-0.00041230787045138523,-0.00046672727138219103,-0.0002835137187020207,-0.0004927550401293572,-0.00025811597886138084,1.6996337031774593,0.21853958930771528,True
electricity,shape,selected,STEP12_D63,B0:INIT,0.000602059966193393,0.2754924030472396,3.204944272620219e-05,-0.0005700105234672515,0.0005018377472836471,0.0006996548898731388,0.000467909626324278,0.0007481938783780464,4.34774732428748,0.21853958930771528,True
electricity,shape,selected,STEP12_D63,B0:ORDER,-0.0006839380879305429,-0.3129584392910714,0.0007973636021314234,0.0014813016900620327,-0.0008044429305104676,-0.0005683299237302084,-0.0008410231862077568,-0.0005186206269204606,5.610717164425234,0.21853958930771528,True
electricity,shape,selected,STEP12_D63,INIT:ORDER,6.592576600123053e-05,0.03016650951439447,0.0007496151794617323,0.0006836894134605379,-3.1918786051232346e-05,0.00015946505460255123,-6.780920534546768e-05,0.00019942093913192512,0.05213089318550729,0.21853958930771528,True
electricity,shape,selected,STEP12_D63,B0:INIT:ORDER,9.842241754197e-05,0.04503642468339503,0.0002699627265772414,0.0001715403090352327,2.9407628551225657e-05,0.00017615138557645633,7.714523483636389e-06,0.00020554531080808168,0.11619109737996007,0.21853958930771528,True
electricity,shape,selected,STEP6_D17,B0,0.0008597003693597362,0.3632094600493205,-0.004244872692063029,-0.005104573061422812,0.00023130506525612855,0.0014868680384470896,2.1313862219745966e-05,0.0016994181094811055,66.08357685514594,0.23669547848313116,True
electricity,shape,selected,STEP6_D17,INIT,0.0003778689948427628,0.1596435205540662,0.0007943999697364382,0.00041653097489353225,0.00017213755745793295,0.0005528696135874233,8.278921772489028e-05,0.0006055589987190698,12.76679343868863,0.23669547848313116,True
electricity,shape,selected,STEP6_D17,ORDER,0.00038028836659706423,0.16066566587336253,-0.0010661613094378533,-0.001446449676035022,0.00010820178656209324,0.0006503519770267445,2.0253108109464785e-05,0.0007542312029927636,12.93080002049791,0.23669547848313116,True
electricity,shape,selected,STEP6_D17,B0:INIT,-7.770796768390132e-05,-0.03283035577269779,-3.3024578882760725e-05,4.468338880109918e-05,-0.00022768660593628883,5.0474473161398054e-05,-0.0002918550343797371,9.094803377499854e-05,0.539921245296377,0.23669547848313116,True
electricity,shape,selected,STEP6_D17,B0:ORDER,5.191501587700179e-05,0.021933252045920122,0.0005057566269259864,0.0004538416110489024,-0.00010589665684990905,0.0001907080159805095,-0.0001757633845253118,0.00023255973210952792,0.24098238449121262,0.23669547848313116,True
electricity,shape,selected,STEP6_D17,INIT:ORDER,0.00012240840248780725,0.05171556434971404,-0.00016950104284749884,-0.0002919094453352894,4.956316373162869e-05,0.00020142597502412606,2.8443517648506276e-05,0.00023438328862329018,1.3397438597775317,0.23669547848313116,True
electricity,shape,selected,STEP6_D17,B0:INIT:ORDER,0.00026115632004874295,0.11033430875924191,0.00017081601123229012,-9.034030881638344e-05,0.0001870658677032933,0.00034665583431418856,0.00016525990533784388,0.0003818868967148827,6.098182196102427,0.23669547848313116,True
