seed,arm,recipe,step,validation_loss,checkpoint,checkpoint_sha256
30000,STANDARD_LORA,R0,180,0.512642028167006,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01_v2/30000_STANDARD_LORA_R0/best.pt,c3dc4b0308d35add8616ddd1f2dcc82d5bdc07f75a5c343a64d0ba683edb5467
30000,FEATURE_LORA,R0,60,0.5149358936061534,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01_v2/30000_FEATURE_LORA_R0/best.pt,1833297d1f47db3fd82b9d965b92dc1363073b5b6e77f6376f944c19db0ab51c
30000,AFFINE_V2,R0,120,0.5132049295893212,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01_v2/30000_AFFINE_V2_R0/best.pt,f80fb7184194586c352d4e6914927b7e81913075612f53fb71838888a5b01c71
30001,STANDARD_LORA,R1,15,0.5143015885929396,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01_v2/30001_STANDARD_LORA_R1/best.pt,a5814f77b02b1fa3911dd8b9257aa7d6ac9052560f1bad80dac9e2f7876528f3
30001,FEATURE_LORA,R1,15,0.5143348027786936,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01_v2/30001_FEATURE_LORA_R1/best.pt,1e93f7cb6599c1b83021ff97722ca04c8e8d1345a406c9ca6d8aec8a259b6119
30001,AFFINE_V2,R1,15,0.5139874313726893,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01_v2/30001_AFFINE_V2_R1/best.pt,754b3ff3adfc7b0b2330f0f7f40d125da30f3c0d016fa5d9ddc5bdd4474b21d2
