fit,step,kind,variant,conditional_gradient_norm,lora_gradient_norm,conditional_to_lora_gradient_ratio,conditional_update_norm,conditional_parameter_norm,train_state_replacement_prediction_max_abs,scale_gradient_norm,shift_gradient_norm,multiplier_min,multiplier_max,multiplier_mean,shift_abs_max
30001_AFFINE_V2_R0,60,branch_probe,,,,,,0.4838430881500244,0.3182373046875,,,0.9963414072990417,1.014203429222107,1.0054576396942139,0.02689426951110363
30001_AFFINE_V2_R0,120,optimizer,combined_train,0.6187737584114075,15.443903923034668,0.04006589017227069,0.011303129605948925,,,0.023374920710921288,0.6183320879936218,,,,
30001_AFFINE_V2_R0,120,branch_probe,,,,,,1.0090913772583008,0.992095947265625,,,0.9946109056472778,1.0278022289276123,1.0122253894805908,0.050979722291231155
30001_AFFINE_V2_R0,180,optimizer,combined_train,1.5755902528762817,39.1580924987793,0.040236644645685916,0.00957509595900774,,,0.05831073224544525,1.574510931968689,,,,
30001_AFFINE_V2_R0,180,branch_probe,,,,,,1.5118529796600342,1.751129150390625,,,0.9924010038375854,1.0461009740829468,1.0187864303588867,0.08282214403152466
30001_AFFINE_V2_R0,240,optimizer,combined_train,1.351289987564087,30.773515701293945,0.0439108095636687,0.010185165330767632,,,0.037569284439086914,1.3507676124572754,,,,
30001_AFFINE_V2_R0,240,branch_probe,,,,,,1.9452869892120361,2.150146484375,,,0.9907865524291992,1.0627853870391846,1.0242946147918701,0.10569783300161362
30001_AFFINE_V2_R0,360,optimizer,combined_train,0.6913579106330872,29.06610870361328,0.023785705808880522,0.006579152308404446,,,0.04032769799232483,0.6901807188987732,,,,
30001_AFFINE_V2_R0,360,branch_probe,,,,,,2.5739221572875977,1.761322021484375,,,0.9913402795791626,1.0902457237243652,1.0321838855743408,0.15228545665740967
30001_AFFINE_V2_R1,1,optimizer,clean,0.0,7.412528038024902,0.0,0.0,,,0.0,0.0,,,,
30001_AFFINE_V2_R1,2,optimizer,refresh_train,0.10754675418138504,20.564411163330078,0.005229751210827744,0.043181393295526505,,,0.0020314170978963375,0.10752756148576736,,,,
30001_AFFINE_V2_R1,4,optimizer,combined_train,0.19264550507068634,12.188947677612305,0.015804933302365584,0.034960489720106125,,,0.0036388833541423082,0.19261112809181213,,,,
30001_AFFINE_V2_R1,4,branch_probe,,,,,,0.09475821256637573,0.0135498046875,,,0.997676432132721,1.0023728609085083,1.0000110864639282,0.00475986348465085
30001_AFFINE_V2_R1,8,optimizer,combined_train,0.39266836643218994,13.264627456665039,0.029602668278096798,0.02589893527328968,,,0.007159530650824308,0.3926030993461609,,,,
30001_AFFINE_V2_R1,8,branch_probe,,,,,,0.17162688076496124,0.05063819885253906,,,0.9950684905052185,1.0052357912063599,1.000576376914978,0.010454060509800911
30001_AFFINE_V2_R1,15,optimizer,block_train,0.12521448731422424,7.0658955574035645,0.01772096492185282,0.02859427034854889,,,0.001955139683559537,0.12519922852516174,,,,
30001_AFFINE_V2_R1,15,branch_probe,,,,,,0.29546919465065,0.17816162109375,,,0.9908633232116699,1.0100313425064087,1.0017036199569702,0.02032764069736004
30001_AFFINE_V2_R1,30,optimizer,refresh_train,0.5938758254051208,13.483758926391602,0.04404378843074202,0.03271246328949928,,,0.01619805209338665,0.5936548709869385,,,,
30001_AFFINE_V2_R1,30,branch_probe,,,,,,0.6971582770347595,0.796478271484375,,,0.9838284850120544,1.0211186408996582,1.0063843727111816,0.04457823559641838
30001_AFFINE_V2_R1,60,optimizer,combined_train,0.7524680495262146,12.989665031433105,0.057928210443098496,0.029195796698331833,,,0.030589405447244644,0.7518460750579834,,,,
30001_AFFINE_V2_R1,60,branch_probe,,,,,,1.1440060138702393,1.343292236328125,,,0.9852773547172546,1.0399636030197144,1.012487530708313,0.06805264949798584
30001_AFFINE_V2_R1,120,optimizer,combined_train,0.8895594477653503,24.932661056518555,0.0356784799564256,0.025248758494853973,,,0.0511859767138958,0.888085663318634,,,,
30001_AFFINE_V2_R1,120,branch_probe,,,,,,2.2882559299468994,2.292694091796875,,,0.9771007895469666,1.0942330360412598,1.027121663093567,0.1495494842529297
30001_AFFINE_V2_R1,180,optimizer,combined_train,2.288999080657959,37.947452545166016,0.060320230401066696,0.02110942266881466,,,0.10049218684434891,2.286792278289795,,,,
30001_AFFINE_V2_R1,180,branch_probe,,,,,,3.106882095336914,2.270965576171875,,,0.9707733392715454,1.123692274093628,1.0365365743637085,0.21104256808757782
30001_AFFINE_V2_R1,240,optimizer,combined_train,2.330155611038208,30.913923263549805,0.07537560312785221,0.023763619363307953,,,0.10939579457044601,2.3275861740112305,,,,
30001_AFFINE_V2_R1,240,branch_probe,,,,,,3.5757272243499756,2.327239990234375,,,0.9629871845245361,1.1573225259780884,1.0416558980941772,0.2559659481048584
30001_AFFINE_V2_R1,360,optimizer,combined_train,1.1637697219848633,20.937227249145508,0.05558375558217047,0.02120937779545784,,,0.07952269166707993,1.1610496044158936,,,,
30001_AFFINE_V2_R1,360,branch_probe,,,,,,4.348165988922119,2.6119461059570312,,,0.9518675804138184,1.202258825302124,1.0500237941741943,0.31534343957901
