seed,arm,variant,scaled_2pinball,median_mae,qmean_mse,interval80_coverage,interval80_width,prediction_sha256
30000,F0,refresh_shift1,0.6872565707787546,3.5335710868653325,22.345452046180142,0.7618055555555556,10.465752130374312,3ea4b3c629e3ebac24d314ab52d10dd82a6fbbe3e256a482156de632824f1b7b
30000,F0,refresh_shift2,0.7161272137217232,3.667099077047573,24.996702183386905,0.7715277777777778,11.354267349549467,8453d26f7488489d7fb86602e1e3a189f69af7d2c0da6ef9ef505c19e39f3322
30000,F0,block_shift1,0.6255385961245916,3.1910985024438965,19.608648927614507,0.7706597222222222,9.154904714433684,4d016b33cd2d0a896a719ee20d71abe32666a7ecebff59e9f426416163ba92eb
30000,F0,block_shift2,0.6262181864739345,3.241292591496474,18.659082075342216,0.7571180555555557,9.130297675852974,a0581c5393a513b0d2e905d8801bb120e49a9f02cc9e85a113672cbbeede4b02
30000,F0,clean,0.5838571069542349,2.9852467222760124,16.890077483965634,0.7595486111111112,8.4159925305595,b628e15e9af6d6173b11df3257f78c15cd584d1ab4847de9c5c66c1b52a33ae6
30000,STANDARD_LORA,refresh_shift1,0.6662259101545847,3.406526670853297,20.76012342738818,0.7873263888888888,10.940218948076168,5168cfc94c6274d4d14e265e15f11e505f6e9b72411adb1e1dbf762b2c8a6ce2
30000,STANDARD_LORA,refresh_shift2,0.6937778962696306,3.5810372611714736,23.248538757766926,0.8090277777777778,12.004480444888273,67152654550fefd4c7ca970f8892281b2dc4840b84c55f16f49ecad3c83816b9
30000,STANDARD_LORA,block_shift1,0.5990803143872633,3.0612409119804704,18.290266327271965,0.7755208333333333,9.0034013390955,826c4de19e49210ea0a7496c7fb5bfc51541ce97b6a39d8b0cb4fe69267e6086
30000,STANDARD_LORA,block_shift2,0.6027563108505622,3.1202775563630794,17.53280093581037,0.7680555555555555,8.973948804496063,b2093431b3c99b7b0c7dc34b75fa0e1ec914f571458ae5c7c3d07967173b4c88
30000,STANDARD_LORA,clean,0.5621774255016458,2.883853102889326,15.771822384385999,0.7753472222222222,8.356655499794417,f2c4f58c33347c34bf9fd2bb0ec130da072d59e77d9be4307308838f8781df14
30000,FEATURE_LORA,refresh_shift1,0.6793913910498163,3.484834478961097,21.684735200126187,0.7713541666666668,10.777815214172007,a8dc3a493e22e5e8e2acb7052b68344985d774859e0c618f06de570ed086fab0
30000,FEATURE_LORA,refresh_shift2,0.7094482822526524,3.639309610385034,24.46000793962466,0.7890625,11.639338246112068,ffe0ba19f481504c7c55fa68cce79031863575d378ca0147b89feb29b7b9923a
30000,FEATURE_LORA,block_shift1,0.5996342122490403,3.060647577709622,18.325929654509938,0.7897569444444444,9.199923805106017,379794acdc9fe480e29af7e7fde388885c336b642a498b5824c0d8fdfb5211f3
30000,FEATURE_LORA,block_shift2,0.6041491083422901,3.1342093827409876,17.570684565420176,0.7715277777777778,9.166671052823464,282da947dc8cb5c82ad2583677b92395927b7b090e1c7788d866d741a2d40359
30000,FEATURE_LORA,clean,0.5612853068465626,2.8777941091193098,15.681184036748853,0.7803819444444444,8.538740176748899,ddbb4583afacd3d661acfc3b6fd3c4b7b697a5b42e40162d5069853d883d1803
30000,AFFINE_V2,refresh_shift1,0.6680414654172027,3.4130107451644207,20.876392061839375,0.7875,10.97320438341962,e69e5c81875aa4f67e6ad6031252d83b0d53aacf4628645f3315d8405e937bd6
30000,AFFINE_V2,refresh_shift2,0.694520265476998,3.590164361811347,23.344449257602154,0.80625,11.970357298478486,6b639324d526636d26d98e82de44eb16646a9aeff31f48e7aac51540c2aea45f
30000,AFFINE_V2,block_shift1,0.5985906893204681,3.055912944674492,18.245189614427762,0.7897569444444444,9.189257242944505,52eec0409fa87aae76d497626e817622d089f9999851a4e6af03a1fce06fda3b
30000,AFFINE_V2,block_shift2,0.6032033221473942,3.1248755548149343,17.494876046528997,0.7743055555555556,9.153772852569817,98754d3bd865f421f925082b442a0a5bc76823fba13a15f541abc3c7559e745d
30000,AFFINE_V2,clean,0.5623144538650633,2.8826598901301628,15.725237065915202,0.7817708333333333,8.497010315126843,6cbc24b82b87ef7a98467d87aacf1a97677d905112be4304ad052d89c27456d0
30001,STANDARD_LORA,refresh_shift1,0.6800246899015274,3.4815561908814643,21.989821410558708,0.7677083333333333,10.68640340268612,1144ba74f215bc1b88d22e4accc0347d69267acfacaf50471cead41457746198
30001,STANDARD_LORA,refresh_shift2,0.7063072268545108,3.6028738878667355,24.678968052459396,0.7855902777777779,11.619198138846292,9b9ca0b714635cd79c652b3e399f2f3e005dc6a38b397ccec04feb1155090227
30001,STANDARD_LORA,block_shift1,0.616531113726694,3.1484754270563524,19.134449783117674,0.7734375,9.125250579458145,969aa024c925fb9b2bd275731934debfd239fa6d8f5961ad7c221f297d81669d
30001,STANDARD_LORA,block_shift2,0.617183170738988,3.198259144317773,18.168666423572294,0.7605902777777779,9.10466164942417,2ccffc909917771432c0f0fd8515fa00cb5c5fbe23aa6801205cc33f19f5aa5f
30001,STANDARD_LORA,clean,0.5778152254267486,2.9581105887889865,16.525998270166962,0.7633680555555555,8.412191850898996,ac24b989acef287bf6ba0df5d8eec329d5ea689ad929cf7c79b6061c9c4589fa
30001,FEATURE_LORA,refresh_shift1,0.6793825728067717,3.476657963709699,21.941830442185843,0.7663194444444444,10.673046832614475,39f04f2f58ea11cd37021ca7ee8bd7967916f9d4554bb83c14453da5f016e5f7
30001,FEATURE_LORA,refresh_shift2,0.7053112756804918,3.598615921744042,24.624979783616602,0.7855902777777778,11.60554224434826,d9aa763667bb222ff5427b25e48463d0d32d7ae015e122932f54a50da8dd3b6f
30001,FEATURE_LORA,block_shift1,0.6122288746027387,3.1270694189187553,18.93164736810741,0.7744791666666667,9.105801618016429,941d321d799355d95da57fcb012d83d26666bdb0e590af26aecefe9174c3e554
30001,FEATURE_LORA,block_shift2,0.613294345974444,3.17923083425396,17.982628173581066,0.759375,9.086090173034204,c18a4e48a2f5e90b81d2f8ad01712e491300c83219fec9da3006b181a882f44a
30001,FEATURE_LORA,clean,0.5746378710152354,2.943704793312483,16.349565629237098,0.7668402777777777,8.413143922554122,67c88e1caea29eda8e9953695decb80d9a5d35db51e4e21335cbca81ab52421a
30001,AFFINE_V2,refresh_shift1,0.6790327617790908,3.4750472974032163,21.92326822608023,0.7678819444444445,10.705778459542328,86869edd5cdc4862747b43a0494abc5ae9f35826dcb467120837de94ed9f84bf
30001,AFFINE_V2,refresh_shift2,0.7049462065140896,3.597886707261204,24.5941623140741,0.7875000000000001,11.640196681850487,31cf5031e275f631d77a9ffd36c5894a53ab9adf1cba770d8a6c079fd8af81b4
30001,AFFINE_V2,block_shift1,0.6160121137295328,3.145857899842991,19.108236391952993,0.7730902777777778,9.1242448889133,8eb99c06b0feb4da563daf87f0765f1520baa7008e71625db30581db8b11394b
30001,AFFINE_V2,block_shift2,0.6167813052618114,3.1961248945444822,18.14580239346423,0.7600694444444445,9.103986124694348,8f58c1e36a4942a878562e258203057d3c5175eb9117fd2461352a01307ee52a
30001,AFFINE_V2,clean,0.5776827272779067,2.957417869981792,16.518018790673793,0.7633680555555555,8.412561786464519,256b3079f3f59d6b0898cb9ae889926609e053480666660a5091872feb885e7b
