fit,seed,arm,recipe,step,validation_loss,train_loss,V_clean,V_refresh_train,V_block_train,V_combined_train
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,4,0.5162921936122722,8.402865409851074,0.4710863013991145,0.548682675942965,0.4863281722258065,0.5590716248812027
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,8,0.5161919230066112,5.114754676818848,0.4711308268865072,0.5486355258842657,0.48643416830026776,0.5585671709554045
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,15,0.5158130278478339,4.804511070251465,0.47099407006190375,0.5481923307558864,0.48636727971166893,0.5576984308618765
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,30,0.5151781372426866,8.611854553222656,0.47078514897070445,0.5470681056986573,0.4866975469711876,0.5561617473301971
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,60,0.514467586701531,6.3388261795043945,0.47044922386317234,0.5451083116423288,0.4874073085998517,0.5549055027007714
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,120,0.5128574926486935,12.10494327545166,0.4690702970745666,0.542668194721271,0.4881389544436542,0.5515525243552821
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,180,0.512642028167006,5.749358177185059,0.46352630156979,0.5483424312383725,0.48441301951959886,0.5542863603402627
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,240,0.5178628318403646,5.688869476318359,0.46289741746524227,0.5629270947909708,0.4863068489150382,0.5593199661902071
30000_STANDARD_LORA_R0,30000,STANDARD_LORA,R0,360,0.5362098908560011,5.245802879333496,0.45893612767240244,0.5999716253903182,0.47451146704365044,0.6114203433176335
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,4,0.5173715547557447,8.43687629699707,0.47255081158243495,0.5502487511347408,0.4872907494683546,0.5593959068374483
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,8,0.5170414599587421,5.120736122131348,0.4726580878545041,0.5500971282851139,0.4876801728366641,0.5577304508586861
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,15,0.5159014535549411,4.737874984741211,0.4721919468422838,0.5487448501856705,0.4876545788088136,0.5550144383829962
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,30,0.5138608389578448,8.158892631530762,0.4717779572892562,0.5442046167509785,0.4894267793849701,0.5500340024061747
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,60,0.5189820360248636,5.666438102722168,0.4689348337809986,0.5542778991218984,0.4905197313547126,0.5621956798418444
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,120,0.5257320068824299,9.334589004516602,0.45899428824545563,0.5776493855995186,0.4877251469189082,0.578559206765837
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,180,0.555977879608061,5.246779441833496,0.48113545990691503,0.6091848330216619,0.5011012118306455,0.6324900136730218
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,240,0.5834791204291345,3.5982487201690674,0.5500907755495434,0.5941022691273402,0.5436141828997881,0.6461092541398663
30000_STANDARD_LORA_R1,30000,STANDARD_LORA,R1,360,0.6434165566537153,2.9776477813720703,0.6155984729362186,0.6483477259002086,0.5979485317985286,0.7117714959799057
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,4,0.516292794001932,8.402914047241211,0.4710856352140206,0.5486871414469461,0.4863275464168861,0.5590708529298749
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,8,0.5161958944903022,5.115189075469971,0.47111969443122753,0.5486616484830227,0.48643201245824613,0.5585702225887128
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,15,0.5157970413199324,4.79838228225708,0.47089614661004353,0.5482574753787779,0.4863521585031836,0.5576823847877247
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,30,0.5150637509633875,8.592236518859863,0.4703010012429767,0.5472088415514406,0.48695325377999343,0.5557919072791393
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,60,0.5149358936061534,6.337404251098633,0.4700872118407879,0.5457583289627866,0.4893203402591083,0.5545776933619309
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,120,0.516016538320977,11.821989059448242,0.46942148501396563,0.5473374945073525,0.4928133294489454,0.5544938443136448
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,180,0.5161133944690612,5.692340850830078,0.4572659444567576,0.5608517921946085,0.4845315106009571,0.5618043306239215
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,240,0.5271068400475356,5.604955673217773,0.4620311881062934,0.5806951676994145,0.498015358761428,0.5676856456230065
30000_FEATURE_LORA_R0,30000,FEATURE_LORA,R0,360,0.569761289413909,5.0265092849731445,0.485466484937245,0.6414892015235873,0.49691971264185475,0.6551697585529491
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,4,0.5173767266625943,8.43746280670166,0.47254224558687313,0.5503048403770058,0.4872838208308763,0.5593759998556219
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,8,0.5170709533730256,5.126034736633301,0.47249861194308135,0.5503804915479797,0.4877465715180308,0.5576581384830106
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,15,0.5159663145856006,4.712821006774902,0.47138795866673905,0.5496271228341841,0.48810383337929875,0.5547463434621809
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,30,0.5176635418194835,8.042943000793457,0.47921055663975354,0.5447555554543805,0.49715834113898716,0.5495297140448127
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,60,0.531915287428502,5.722930908203125,0.48396002327924403,0.5682064711429815,0.5026842777803067,0.5728103775114758
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,120,0.5466812427406249,8.709829330444336,0.49544039583817295,0.5814293092878698,0.5262532381345288,0.583602027701928
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,180,0.5860218761142524,5.6732378005981445,0.5542267114738272,0.6088992084043675,0.5658188147771853,0.6151427698016299
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,240,0.5900043603483379,3.122687816619873,0.5684907977808049,0.6061891711756502,0.5717652229995935,0.6135722494373029
30000_FEATURE_LORA_R1,30000,FEATURE_LORA,R1,360,0.6425092919183333,2.887669563293457,0.6103620668498555,0.6700997935571218,0.6004383342627103,0.6891369730036456
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,4,0.5162939476822599,8.402900695800781,0.4710866662762171,0.5486891638796514,0.486328612980391,0.5590713475927801
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,8,0.5161969143623039,5.114867210388184,0.4711310518491536,0.5486500117138892,0.4864346016990183,0.5585719921871544
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,15,0.5158156064919694,4.804515361785889,0.4709917234399039,0.5482068987910366,0.4863663365048471,0.5576974672320902
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,30,0.5150683075012303,8.603193283081055,0.47077472562752587,0.5469426418276454,0.4866833266501479,0.555872535899602
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,60,0.5143425711820698,6.340886116027832,0.47040898372819895,0.5448394461998806,0.48737984752145314,0.5547420072787466
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,120,0.5132049295893212,11.7703857421875,0.46895893479791073,0.5432968263609109,0.4880419457976092,0.5525220114008539
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,180,0.5159141017193952,5.691837310791016,0.4633447337469495,0.5554006678902836,0.48366451801736976,0.561246487222978
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,240,0.5233279582537621,5.657956123352051,0.4627035734475795,0.5774267034725358,0.48477458551045616,0.568406970584477
30000_AFFINE_V2_R0,30000,AFFINE_V2,R0,360,0.5503591710413926,5.287567138671875,0.4606981193006858,0.6130029234973375,0.47282258645077224,0.6549130549167751
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,4,0.5173911239551355,8.437256813049316,0.4725547027208903,0.5503296482669595,0.48729466870160815,0.5593854761310842
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,8,0.5170789097966851,5.1221723556518555,0.4726617747598293,0.5502443952881444,0.48768287497298224,0.5577265941657846
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,15,0.5159208564045756,4.738548278808594,0.47218040237985637,0.5488938652926673,0.4876529377244868,0.5549562202212919
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,30,0.5133928805700745,8.129897117614746,0.4716990468780148,0.5432270102700267,0.48938227905451753,0.5492631860777388
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,60,0.521744192344612,5.609237194061279,0.4684333251107146,0.5599879193378726,0.4898974918632095,0.5686580330666512
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,120,0.5281672325812125,8.912960052490234,0.45672072124706675,0.5804020712517795,0.4838638741945626,0.5916822636314408
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,180,0.5598309767741655,5.33387565612793,0.48026913908384206,0.619849299926013,0.49710742138113956,0.6420980467056674
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,240,0.5820216358249259,3.8226637840270996,0.5468822663635335,0.593615497104297,0.5393297142316732,0.6482590656001999
30000_AFFINE_V2_R1,30000,AFFINE_V2,R1,360,0.6386849965247284,2.659550666809082,0.6149786501203136,0.6521566541316876,0.593785243390978,0.6938194384559345
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,4,0.5157878160352005,7.985999584197998,0.47032304810815795,0.5482407798129073,0.4858928239854663,0.5586946122342705
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,8,0.5156576818037433,8.428937911987305,0.47037154004503734,0.5481166201736055,0.485939708205055,0.5582028587912751
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,15,0.5153455039340031,6.232084274291992,0.4704950256086559,0.5475415280367432,0.4861612875208924,0.557184174569721
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,30,0.5150221600291987,9.39324951171875,0.47093926596626223,0.5463838826386306,0.48693539701701843,0.5558300944948831
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,60,0.5146413029496337,8.268292427062988,0.4713506858625277,0.5456250592586445,0.48816983774743994,0.5534196289299225
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,120,0.515521832180261,7.708343505859375,0.4706024279242156,0.5486736149627278,0.48832874939897397,0.5544825364351267
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,180,0.5188545286676306,8.018756866455078,0.468356432347351,0.5565431428357464,0.48848915682082594,0.5620293826665991
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,240,0.5213212066788366,5.560385704040527,0.4598442645621636,0.56780469232003,0.4826280020657524,0.5750078677674005
30001_STANDARD_LORA_R0,30001,STANDARD_LORA,R0,360,0.5592602317619065,3.8807456493377686,0.46765894380853834,0.6462176767012138,0.4753259710227712,0.6478383355151028
30001_STANDARD_LORA_R1,30001,STANDARD_LORA,R1,0,0.5158846588640258,,0.47049095334333346,0.5481174561953848,0.4859353195383239,0.5589949063790611
