arm,seed,mode,lead,crps,pinball,nmae,raw_mae,coverage,width,negative_mass
SCENARIO3,92301,cal,18,0.35922068798506235,0.39309601291786916,0.5077276097616203,232.82110784861666,0.8016528925619835,1.6942569848642852,0.01892077346238475
SCENARIO3,92301,cal,21,0.3730351055046975,0.4125904857356543,0.5101503578824609,233.93207146510605,0.8842975206611571,2.370796954978066,0.0013774104683195588
SCENARIO3,92301,cal,24,0.43283381669187215,0.4759213045430187,0.619570432350565,284.10720960758937,0.8512396694214877,2.4444880498931396,0.0018365472910927454
SCENARIO3,92302,raw,3,0.2800510076481155,0.30655535244392557,0.3964296781140889,181.78486863443675,0.8429752066115702,1.4113063060112316,0.014007624414321882
SCENARIO3,92302,raw,6,0.30233261097976144,0.3325354285710591,0.41762052797765,191.50204187188265,0.871900826446281,1.7232713580712062,0.024184679904215925
SCENARIO3,92302,raw,9,0.34277168906933864,0.37665890982037203,0.466600023765521,213.96184167783122,0.871900826446281,1.9804423315654727,0.027881919079470015
SCENARIO3,92302,raw,12,0.37859837216626285,0.41560190066972613,0.5263293046625415,241.35101075605914,0.8966942148760331,2.178624074471107,0.031123376752848007
SCENARIO3,92302,raw,15,0.392591045095951,0.43306686355376645,0.5576060110526201,255.6931053981308,0.9256198347107438,2.3644818608281932,0.030657974330584543
SCENARIO3,92302,raw,18,0.3726542277949094,0.41494299202791013,0.5180679793342544,237.562737520076,0.9421487603305785,2.5107810613012087,0.03356926048861075
SCENARIO3,92302,raw,21,0.39122424229475306,0.43671939430300155,0.5453983508794286,250.09522001408348,0.9380165289256198,2.628484886373884,0.030808967336685186
SCENARIO3,92302,raw,24,0.44748621328866156,0.4963461652886029,0.6399897214080492,293.4705796675249,0.9338842975206612,2.7025008020773953,0.030882072935888995
SCENARIO3,92302,cal,3,0.2804565771310878,0.31127237949073955,0.3964296781140889,181.78486863443675,0.9297520661157025,1.7641328825140394,0.019126962648773324
SCENARIO3,92302,cal,6,0.30233261097976144,0.3325354285710591,0.41762052797765,191.50204187188265,0.871900826446281,1.7232713580712062,0.024184679904215925
SCENARIO3,92302,cal,9,0.34614850572791955,0.3737084941967676,0.466600023765521,213.96184167783122,0.7396694214876033,1.4853317486741044,0.019488809269559166
SCENARIO3,92302,cal,12,0.3823174620007059,0.4121839754269948,0.5263293046625415,241.35101075605914,0.743801652892562,1.6339680558533305,0.017771251965377863
SCENARIO3,92302,cal,15,0.39576856228428575,0.4285867044811645,0.5576060110526201,255.6931053981308,0.768595041322314,1.7733613956211445,0.016674712759363903
SCENARIO3,92302,cal,18,0.3684718415501831,0.402327879924009,0.5180679793342544,237.562737520076,0.8429752066115702,1.8830857959759066,0.018372383273781955
SCENARIO3,92302,cal,21,0.38617596615752964,0.4227339979078607,0.5453983508794286,250.09522001408348,0.8553719008264463,1.971363664780413,0.014685800513031533
SCENARIO3,92302,cal,24,0.44748621328866156,0.4963461652886029,0.6399897214080492,293.4705796675249,0.9338842975206612,2.7025008020773953,0.030882072935888995
F0,0,raw,3,0.27565146999734835,0.29849252176809377,0.3816105296916837,174.9894718769168,0.8223140495867769,1.359499016971007,0.0018365472910927456
F0,0,raw,6,0.3961350980108865,0.4241490176279825,0.5492167128434386,251.84614953915934,0.7520661157024794,1.6577864750634033,0.0036730945821854912
F0,0,raw,9,0.4994145731491869,0.5317232938928728,0.6875055348861049,315.2592004192762,0.7107438016528925,1.9011513067735084,0.004591368227731864
F0,0,raw,12,0.5674939484092432,0.603411159900675,0.7848643901306211,359.9036044286302,0.7107438016528925,2.0942380687152795,0.004132231404958678
F0,0,raw,15,0.5993551218303922,0.63855778038987,0.8363698308874645,383.52168929675395,0.7396694214876033,2.277179931243233,0.005050505050505051
F0,0,raw,18,0.59282588042081,0.634560460039584,0.8333765609344088,382.14910995861715,0.7727272727272727,2.418217520914603,0.007346189164370983
F0,0,raw,21,0.589196766204082,0.6328576320528645,0.8295390252347355,380.38938821839895,0.78099173553719,2.52824654423191,0.0078053259871441695
F0,0,raw,24,0.6235498625294984,0.6687687097517727,0.8788463923562111,402.99953511135635,0.768595041322314,2.6099076822894975,0.00642791551882461
F0,0,cal,3,0.27710455482654817,0.3056558695399798,0.3816105296916837,174.9894718769168,0.8966942148760331,1.6993737712137587,0.005509641873278236
F0,0,cal,6,0.3910249415789483,0.42604234110031836,0.5492167128434386,251.84614953915934,0.859504132231405,2.072233093829254,0.009182736455463728
F0,0,cal,9,0.4714105563283619,0.5117964572579691,0.6531453393941379,299.5031559841692,0.8925619834710744,2.3764391334668855,0.08723599632690543
F0,0,cal,12,0.5531084835556779,0.5980049979199676,0.7686390207914539,352.4633778343516,0.871900826446281,2.617797585894099,0.09550045913682277
F0,0,cal,15,0.5950713975688059,0.6440747207681531,0.8301134558733625,380.65279634333837,0.8760330578512396,2.846474914054041,0.09825528007346189
F0,0,cal,18,0.5848531105071504,0.6370213350306179,0.8333765609344088,382.14910995861715,0.8842975206611571,3.022771901143254,0.02800734618916437
F0,0,cal,21,0.5851501047112933,0.6397261870222711,0.8295390252347355,380.38938821839895,0.9049586776859504,3.1603081802898876,0.02846648301193756
F0,0,cal,24,0.6151117256830431,0.671635284710886,0.8788463923562111,402.99953511135635,0.8925619834710744,3.2623846028618724,0.02984389348025712
NAIVE,0,raw,3,0.9274730096346613,0.9274730096346613,0.9274730096346613,425.297520661157,0.0,0.0,0.0
NAIVE,0,raw,6,0.9681325209099142,0.9681325209099142,0.9681325209099142,443.94214876033055,0.004132231404958678,0.0,0.0
NAIVE,0,raw,9,1.0205429193090436,1.0205429193090436,1.0205429193090436,467.97520661157023,0.004132231404958678,0.0,0.0
NAIVE,0,raw,12,1.0764227130629984,1.0764227130629984,1.0764227130629984,493.599173553719,0.0,0.0,0.0
NAIVE,0,raw,15,1.0305996601297844,1.0305996601297844,1.0305996601297844,472.58677685950414,0.0,0.0,0.0
NAIVE,0,raw,18,0.9312037360681619,0.9312037360681619,0.9312037360681619,427.0082644628099,0.004132231404958678,0.0,0.0
NAIVE,0,raw,21,0.8572740750526087,0.8572740750526087,0.8572740750526087,393.10743801652893,0.0,0.0,0.0
NAIVE,0,raw,24,1.1131352239086059,1.1131352239086059,1.1131352239086059,510.43388429752065,0.0,0.0,0.0
NAIVE,0,cal,3,0.9274730096346613,0.9274730096346613,0.9274730096346613,425.297520661157,0.0,0.0,0.0
NAIVE,0,cal,6,0.9681325209099142,0.9681325209099142,0.9681325209099142,443.94214876033055,0.004132231404958678,0.0,0.0
NAIVE,0,cal,9,1.0205429193090436,1.0205429193090436,1.0205429193090436,467.97520661157023,0.004132231404958678,0.0,0.0
NAIVE,0,cal,12,1.0764227130629984,1.0764227130629984,1.0764227130629984,493.599173553719,0.0,0.0,0.0
NAIVE,0,cal,15,1.0305996601297844,1.0305996601297844,1.0305996601297844,472.58677685950414,0.0,0.0,0.0
NAIVE,0,cal,18,0.9312037360681619,0.9312037360681619,0.9312037360681619,427.0082644628099,0.004132231404958678,0.0,0.0
NAIVE,0,cal,21,0.8572740750526087,0.8572740750526087,0.8572740750526087,393.10743801652893,0.0,0.0,0.0
NAIVE,0,cal,24,1.1131352239086059,1.1131352239086059,1.1131352239086059,510.43388429752065,0.0,0.0,0.0
GBQR,0,raw,3,0.2362194777174199,0.24832017642215923,0.3124723809145557,143.2858180211595,0.6363636363636364,0.7301646972701004,0.0
GBQR,0,raw,6,0.21962765085331576,0.2312563575396283,0.2871979604151474,131.69610245759822,0.6694214876033058,0.7077283988372189,0.0
GBQR,0,raw,9,0.18984186796716448,0.20149623745686424,0.24593503376738754,112.77477513463045,0.743801652892562,0.7154754898004836,0.0
GBQR,0,raw,12,0.1953654678786693,0.2071135370264563,0.25270912243557336,115.88106834789939,0.756198347107438,0.7186083021452121,0.0
GBQR,0,raw,15,0.2297065827742041,0.24164253171861202,0.29279094826587526,134.2607958139467,0.7066115702479339,0.7317472996901855,0.0
GBQR,0,raw,18,0.2368322449075317,0.24871953850241052,0.30893298871237856,141.66281151574506,0.6818181818181818,0.7231683037108728,0.0
GBQR,0,raw,21,0.2444247639250773,0.2568817784359994,0.31769630157941764,145.6812737204812,0.6818181818181818,0.7490240271952715,0.0
GBQR,0,raw,24,0.27724448540914504,0.2893932337571596,0.3661004518160552,167.8772458636071,0.6033057851239669,0.734940907711201,0.0
GBQR,0,cal,3,0.2362194777174199,0.24832017642215923,0.3124723809145557,143.2858180211595,0.6363636363636364,0.7301646972701004,0.0
GBQR,0,cal,6,0.21962765085331576,0.2312563575396283,0.2871979604151474,131.69610245759822,0.6694214876033058,0.7077283988372189,0.0
GBQR,0,cal,9,0.18984186796716448,0.20149623745686424,0.24593503376738754,112.77477513463045,0.743801652892562,0.7154754898004836,0.0
GBQR,0,cal,12,0.1953654678786693,0.2071135370264563,0.25270912243557336,115.88106834789939,0.756198347107438,0.7186083021452121,0.0
GBQR,0,cal,15,0.2297065827742041,0.24164253171861202,0.29279094826587526,134.2607958139467,0.7066115702479339,0.7317472996901855,0.0
GBQR,0,cal,18,0.23039490113878747,0.24525401813238587,0.30893298871237856,141.66281151574506,0.7727272727272727,0.9039603796385911,0.0
GBQR,0,cal,21,0.2444247639250773,0.2568817784359994,0.31769630157941764,145.6812737204812,0.6818181818181818,0.7490240271952715,0.0
GBQR,0,cal,24,0.26585691730334793,0.28104285273836604,0.3661004518160552,167.8772458636071,0.6983471074380165,0.9186761346390012,0.0
