arm,seed,mode,lead,crps,pinball,nmae,raw_mae,coverage,width,negative_mass
CONTROL,92302,cal,9,0.3518440041684557,0.3768028550750842,0.47613508949637645,218.33419512914233,0.768595041322314,1.5534638606234121,0.017906336088154274
CONTROL,92302,cal,12,0.39106416576306335,0.418861750524161,0.5371582042912267,246.3166583983366,0.7644628099173554,1.7024506191810886,0.01652892561983471
CONTROL,92302,cal,15,0.40587301532011966,0.4361833276802135,0.5674233958851537,260.19491772612264,0.78099173553719,1.842550222581479,0.01652892561983471
CONTROL,92302,cal,18,0.3781903473434273,0.4104719204254643,0.5294687663404629,242.7906270618281,0.859504132231405,1.9528834051400337,0.01790633608815427
CONTROL,92302,cal,21,0.39375918770910945,0.42758851266179143,0.5491444405570428,251.81300871037254,0.859504132231405,2.0417953411237924,0.01423324150596878
CONTROL,92302,cal,24,0.4489697950745183,0.49555448597464974,0.6414459536513709,294.1383424553989,0.9132231404958677,2.7964448162996707,0.002295684113865932
MOMENTS,92301,raw,3,0.29353683669377295,0.31675414712476974,0.4115488668576879,188.71785042502663,0.9008264462809917,1.483985927312393,0.01790633608815427
MOMENTS,92301,raw,6,0.3012786248322661,0.3296538867157576,0.41042637692652545,188.2031268915854,0.8842975206611571,1.774004743525717,0.027548209366391182
MOMENTS,92301,raw,9,0.3383018903260859,0.3710086798271366,0.4586908056906248,210.33502903457514,0.8801652892561983,2.0139589295768774,0.03076216712580349
MOMENTS,92301,raw,12,0.38283814162205343,0.4191856309863265,0.520406311358185,238.63499170098422,0.8884297520661157,2.2009156403083203,0.029384756657483933
MOMENTS,92301,raw,15,0.4000551058982274,0.4396857551421844,0.5489417526435636,251.72006512476392,0.9173553719008265,2.38016887152664,0.02800734618916437
MOMENTS,92301,raw,18,0.3855054522762927,0.4277156256932773,0.5288664405441339,242.5144274687964,0.9256198347107438,2.5211438286150902,0.03168044077134986
MOMENTS,92301,raw,21,0.4106388919235612,0.45491029730288096,0.5649371912959738,259.05485581957606,0.9256198347107438,2.6362338480953755,0.027089072543618
