arm,seed,mode,group,crps,pinball,nmae,raw_mae,coverage,width,negative_mass
SCENARIO3,92302,raw,2019-02,0.4493532184034205,0.48945055983653996,0.6248984134407799,286.5503827503749,0.8482142857142857,2.354547140672349,0.0
SCENARIO3,92302,raw,2019-03,0.4473816822993002,0.49598088313161987,0.6381401363494135,292.6224429222845,0.8588709677419355,2.6050251779994973,0.004197485094635597
SCENARIO3,92302,raw,2019-04,0.2831230788865156,0.31431201354401445,0.3887229284733362,178.25089893341064,0.9541666666666667,2.0114688688673947,0.037209883313453304
SCENARIO3,92302,raw,2019-05,0.35985556303956934,0.39439906163816835,0.4894329227614916,224.43198499371928,0.8830645161290323,1.9785469634359718,0.00872330947071145
SCENARIO3,92302,raw,2019-06,0.3831470074864469,0.4238122574956788,0.5620907911332417,257.7496243794759,0.9083333333333333,2.3418950962951732,0.013363019387236734
SCENARIO3,92302,raw,2019-07,0.29035221076724993,0.3214412429058306,0.39158843284691947,179.5648907076928,0.9274193548387096,1.7640970467706498,0.09065818036252721
SCENARIO3,92302,raw,2019-08,0.2678588416812877,0.29867598612277146,0.3663599553732707,167.9962425549825,0.925,1.8188658504584467,0.054497779785231175
SCENARIO3,92302,cal,2019-01,0.4287210465528228,0.47083702341860306,0.6113511689901062,280.3382241033739,0.8467741935483871,2.2356417427990127,0.005035173982126373
SCENARIO3,92302,cal,2019-02,0.4504149697420449,0.4864893120165603,0.6248984134407799,286.5503827503749,0.7946428571428571,2.0086848023547046,0.0
SCENARIO3,92302,cal,2019-03,0.45057121229880437,0.49448013032457616,0.6381401363494135,292.6224429222845,0.7862903225806451,2.2283758253787,0.003721938882329931
SCENARIO3,92302,cal,2019-04,0.2809424524498096,0.3087860723619818,0.3887229284733362,178.25089893341064,0.8875,1.716295599595799,0.029961986269032063
SCENARIO3,92302,cal,2019-05,0.3600022638533343,0.39048029828756575,0.4894329227614916,224.43198499371928,0.7943548387096774,1.6901723016921886,0.0054179385892191
SCENARIO3,92302,cal,2019-06,0.387517749055908,0.42372167803195443,0.5620907911332417,257.7496243794759,0.8333333333333334,1.9998630260987087,0.006033249623303949
SCENARIO3,92302,cal,2019-07,0.28777790320189517,0.3148406873349983,0.39158843284691947,179.5648907076928,0.8709677419354839,1.506632784209449,0.0711281467294224
SCENARIO3,92302,cal,2019-08,0.2665783735774242,0.2933019648772642,0.3663599553732707,167.9962425549825,0.8708333333333333,1.554376317323043,0.03838802153237218
F0,0,raw,2019-01,0.6136761893027853,0.6560710979521664,0.883770236529857,405.25738919165826,0.7661290322580645,2.4572624426989393,0.009408602150537633
F0,0,raw,2019-02,0.6432869301671411,0.6820557089002112,0.8766177493399624,401.97757938929965,0.7232142857142857,2.27787302747597,0.000496031746031746
F0,0,raw,2019-03,0.6619914384874429,0.7066032078863005,0.9200735173508658,421.90444540208387,0.7258064516129032,2.562430562127973,0.004032258064516129
F0,0,raw,2019-04,0.3896640214692937,0.42322104181561443,0.5547234781063541,254.3713050842285,0.8,1.9690561456741293,0.018055555555555554
F0,0,raw,2019-05,0.5091449089025273,0.5419592994441403,0.6911283672787816,316.920468853366,0.7298387096774194,1.9284697966892659,0.0
F0,0,raw,2019-06,0.5579357290319109,0.59655067864206,0.80502317909002,369.1475208282471,0.7583333333333333,2.2418528525290875,0.0013888888888888887
F0,0,raw,2019-07,0.347495414264857,0.3758743893695494,0.4783130867268128,219.3329269655289,0.7741935483870968,1.6738674000663605,0.004032258064516129
F0,0,raw,2019-08,0.42676714190930676,0.4565762703138126,0.5791887803765068,265.589995320638,0.7791666666666667,1.740256735271383,0.00324074074074074
F0,0,cal,2019-01,0.60188072569441,0.6548743615061364,0.8810879930133059,404.02743262629355,0.8991935483870968,3.0715780533736745,0.043010752688172046
F0,0,cal,2019-02,0.628771263647961,0.6772322370642982,0.8817582606518567,404.3347873006548,0.8303571428571429,2.847341284344963,0.01388888888888889
F0,0,cal,2019-03,0.6535568372803133,0.7093215490288856,0.9112667039414658,417.86603579982636,0.8790322580645161,3.203038202659967,0.03494623655913978
F0,0,cal,2019-04,0.37184230125149953,0.4137885766844002,0.527047230754692,241.6802194595337,0.9375,2.4613201820926616,0.05277777777777778
F0,0,cal,2019-05,0.5067105538691263,0.5477285420461427,0.6858539095983689,314.50183914553736,0.8629032258064516,2.4105872458615827,0.04121863799283155
F0,0,cal,2019-06,0.54130168477283,0.589570371785516,0.7997992147965057,366.75204512278236,0.9,2.80231606566136,0.049537037037037046
F0,0,cal,2019-07,0.35758555152560767,0.39305927040647315,0.48916470338108,224.30899161677206,0.9032258064516129,2.0923342500829505,0.08557347670250896
F0,0,cal,2019-08,0.4163865426386282,0.45364795314426054,0.5560845200038022,254.99541784922283,0.8625,2.1753209190892284,0.05833333333333333
NAIVE,0,raw,2019-01,1.3104186045123682,1.3104186045123682,1.3104186045123682,600.8991935483871,0.0,0.0,0.0
NAIVE,0,raw,2019-02,1.1073115155325015,1.1073115155325015,1.1073115155325015,507.76339285714283,0.0,0.0,0.0
NAIVE,0,raw,2019-03,1.3727022451299982,1.3727022451299982,1.3727022451299982,629.4596774193549,0.0,0.0,0.0
NAIVE,0,raw,2019-04,0.7239859882263565,0.7239859882263565,0.7239859882263565,331.9875,0.008333333333333333,0.0,0.0
NAIVE,0,raw,2019-05,0.9156213981295159,0.9156213981295159,0.9156213981295159,419.86290322580646,0.0,0.0,0.0
NAIVE,0,raw,2019-06,1.0768879274401226,1.0768879274401226,1.0768879274401226,493.8125,0.0,0.0,0.0
NAIVE,0,raw,2019-07,0.7033047946122657,0.7033047946122657,0.7033047946122657,322.5040322580645,0.0,0.0,0.0
NAIVE,0,raw,2019-08,0.7110104495993093,0.7110104495993093,0.7110104495993093,326.0375,0.004166666666666667,0.0,0.0
NAIVE,0,cal,2019-01,1.3104186045123682,1.3104186045123682,1.3104186045123682,600.8991935483871,0.0,0.0,0.0
NAIVE,0,cal,2019-02,1.1073115155325015,1.1073115155325015,1.1073115155325015,507.76339285714283,0.0,0.0,0.0
NAIVE,0,cal,2019-03,1.3727022451299982,1.3727022451299982,1.3727022451299982,629.4596774193549,0.0,0.0,0.0
NAIVE,0,cal,2019-04,0.7239859882263565,0.7239859882263565,0.7239859882263565,331.9875,0.008333333333333333,0.0,0.0
NAIVE,0,cal,2019-05,0.9156213981295159,0.9156213981295159,0.9156213981295159,419.86290322580646,0.0,0.0,0.0
NAIVE,0,cal,2019-06,1.0768879274401226,1.0768879274401226,1.0768879274401226,493.8125,0.0,0.0,0.0
NAIVE,0,cal,2019-07,0.7033047946122657,0.7033047946122657,0.7033047946122657,322.5040322580645,0.0,0.0,0.0
NAIVE,0,cal,2019-08,0.7110104495993093,0.7110104495993093,0.7110104495993093,326.0375,0.004166666666666667,0.0,0.0
GBQR,0,raw,2019-01,0.2639121397019394,0.27684657175026345,0.3401985152483184,155.99977957817816,0.6774193548387096,0.7796172371598538,0.0
GBQR,0,raw,2019-02,0.30056153050081563,0.3152886909046823,0.3913108649579401,179.4376105240413,0.5491071428571429,0.8886843974149646,0.0
GBQR,0,raw,2019-03,0.27150827437914854,0.2856060752723774,0.3424428504513546,157.02893103322674,0.6290322580645161,0.8639455948876755,0.0
GBQR,0,raw,2019-04,0.21755580006297193,0.2290856883768181,0.28245109060600887,129.51940088272096,0.6875,0.695966141537809,0.0
GBQR,0,raw,2019-05,0.172860844006966,0.18405784047977225,0.23253781168005683,106.63141001424482,0.7943548387096774,0.6706302898223113,0.0
GBQR,0,raw,2019-06,0.23798690717962454,0.24891304189647148,0.3140836165797115,144.024658425649,0.6833333333333333,0.6667434736070502,0.0
GBQR,0,raw,2019-07,0.16047819788606174,0.1706702542879116,0.21298954812773874,97.66745318135908,0.7540322580645161,0.6350961574744055,0.0
GBQR,0,raw,2019-08,0.2107214890611882,0.22084197748212164,0.27616795030142877,126.63823456764221,0.6916666666666667,0.6195339301923364,0.0
GBQR,0,cal,2019-01,0.2617632806258355,0.27553033674959687,0.3401985152483184,155.99977957817816,0.7137096774193549,0.8302657552370177,0.0
GBQR,0,cal,2019-02,0.297339220781168,0.3130009672745895,0.3913108649579401,179.4376105240413,0.5803571428571429,0.9448900473291502,0.0
GBQR,0,cal,2019-03,0.2687524698945802,0.2837401493892702,0.3424428504513546,157.02893103322674,0.6532258064516129,0.918508966704565,0.0
GBQR,0,cal,2019-04,0.21572549916411418,0.22798986304088412,0.28245109060600887,129.51940088272096,0.7083333333333334,0.7401872228801819,0.0
GBQR,0,cal,2019-05,0.17168689975385826,0.18359015861169078,0.23253781168005683,106.63141001424482,0.8104838709677419,0.7123866287893208,0.0
GBQR,0,cal,2019-06,0.2346451213706438,0.2462475114277414,0.3140836165797115,144.024658425649,0.7041666666666667,0.7079529799920382,0.0
GBQR,0,cal,2019-07,0.1594779805771492,0.1702788882426034,0.21298954812773874,97.66745318135908,0.7741935483870968,0.6731279544331157,0.0
GBQR,0,cal,2019-08,0.20824239799398406,0.21900009053154965,0.27616795030142877,126.63823456764221,0.7083333333333334,0.6580430729106183,0.0
