arm,seed,mode,series,origin,crps,pinball,nmae,raw_mae,coverage,width,negative_mass
CONTROL,92302,raw,0,1472,0.24095834485302467,0.28109594658982767,0.2637625379052951,120.94966888427734,1.0,2.4942258834475193,0.0
CONTROL,92302,raw,0,1473,0.4073432633228175,0.4345838732793962,0.5942740834430602,272.50743865966797,0.875,1.746571132678266,0.0
CONTROL,92302,raw,0,1474,0.38127746591164435,0.41701088928353985,0.5459815811794739,250.36266326904297,0.875,2.2159974653823538,0.0
CONTROL,92302,raw,0,1475,0.4254972239417798,0.4674872878127052,0.7094879952562021,325.33937072753906,1.0,2.57120287356494,0.0
CONTROL,92302,raw,0,1476,0.2789672627220947,0.32637942626827837,0.3396735377865005,155.75904846191406,1.0,2.9218433328774545,0.0
CONTROL,92302,raw,0,1477,0.8111692604679921,0.8570439068258389,1.1650719905283764,534.249755859375,0.625,2.883789769155796,0.0
CONTROL,92302,raw,0,1478,1.1230974124647948,1.1626490694810894,1.6527930042290213,757.8967361450195,0.25,2.403647830401236,0.0
CONTROL,92302,raw,0,1479,0.4100994879852732,0.4501179615999492,0.5761968889124038,264.2180480957031,1.0,2.5536099583819576,0.0
CONTROL,92302,raw,0,1480,0.5023922696300069,0.5447137918908578,0.6359387951565078,291.6130065917969,0.75,2.667777337982628,0.0
CONTROL,92302,raw,0,1481,0.2768493839994268,0.321895715271259,0.3499145311090458,160.45510864257812,1.0,2.8801359283132797,0.0
CONTROL,92302,raw,0,1482,0.2387866444760627,0.2762342554168287,0.3265308281980456,149.73239135742188,1.0,2.426175143177446,0.0
CONTROL,92302,raw,0,1483,0.46508001328254855,0.497009534219039,0.6287092284107445,288.2978515625,0.875,2.146758354804543,0.0
CONTROL,92302,raw,0,1484,0.966153687044647,0.993379096616025,1.1574218509530356,530.7417449951172,0.25,1.882136544248328,0.0
CONTROL,92302,raw,0,1485,0.32417943336875876,0.37776440072152284,0.3586473653719386,164.4595947265625,1.0,3.270433445572605,0.0
CONTROL,92302,raw,0,1486,0.23865447628704264,0.28225240263288476,0.30880484309295897,141.6040496826172,1.0,2.7437185106950084,0.0
CONTROL,92302,raw,0,1487,0.6947889602991653,0.7245644946554075,0.9379978350764862,430.1237335205078,0.5,2.0253949920587306,0.0
CONTROL,92302,raw,0,1488,0.36953821847170254,0.4163210787252545,0.5292795756137637,242.70387268066406,1.0,2.8891584658458855,0.0
CONTROL,92302,raw,0,1489,0.5098201155675087,0.5565160395084306,0.7633968867827525,350.0595703125,1.0,2.8563238244408753,0.0
CONTROL,92302,raw,0,1490,0.3576882817550839,0.3932936476905504,0.5267973673518487,241.56564331054688,1.0,2.2725626142399786,0.0
CONTROL,92302,raw,0,1491,0.3227282852022924,0.36724641224951693,0.48023540631581324,220.21441650390625,1.0,2.8267071982542182,0.0
CONTROL,92302,raw,0,1492,0.4288223355747951,0.4728603582369047,0.6216286540571352,285.05101776123047,1.0,2.7613555537475705,0.0
CONTROL,92302,raw,0,1493,0.5727955303551763,0.6072577918334756,0.7826101670212203,358.8699188232422,0.75,2.1991259029804135,0.0
CONTROL,92302,raw,0,1494,0.31845361407164025,0.3586717646670388,0.4264102367007444,195.53260803222656,1.0,2.523046535872809,0.0
CONTROL,92302,raw,0,1495,0.7209989900712694,0.7637434468396734,1.0384435644104677,476.1836395263672,0.75,2.6676496836968884,0.0
CONTROL,92302,raw,0,1496,0.24001389313925597,0.28497203427865814,0.24110567828225,110.56024932861328,1.0,2.734824646519501,0.125
CONTROL,92302,raw,0,1497,0.40567526339551485,0.4564634210413159,0.6169673967044313,282.91357421875,1.0,3.0298634494292704,0.0
CONTROL,92302,raw,0,1498,0.5418685621110481,0.5916348451582769,0.7768906893314792,356.2472229003906,0.875,2.9975682024945534,0.0
CONTROL,92302,raw,0,1499,0.3576335693055841,0.3978038450223268,0.5568321788294706,255.33826065063477,1.0,2.4002817753104884,0.0
CONTROL,92302,raw,0,1500,0.59350969786408,0.6299436267286456,0.8858079047992687,406.1917724609375,0.625,2.2497154420007806,0.0
CONTROL,92302,raw,0,1501,0.3895808454281311,0.4363775738230082,0.6092604553393849,279.3795166015625,1.0,2.797738422767036,0.0
CONTROL,92302,raw,0,1502,0.557146233154645,0.6064663517149219,0.8601908300548352,394.44493103027344,0.875,2.8896568915678125,0.0
CONTROL,92302,raw,0,1503,0.5554159642956749,0.5975950476071317,0.7996692718290077,366.6924591064453,0.75,2.608419534291876,0.0
CONTROL,92302,raw,0,1504,0.33833453707510897,0.38586697840175077,0.48983628972173776,224.61695098876953,1.0,2.9509537426456323,0.0
CONTROL,92302,raw,0,1505,0.2223602388897578,0.2616586403589675,0.27934116911859397,128.09333038330078,1.0,2.390752879937255,0.0
CONTROL,92302,raw,0,1506,0.23968076731339727,0.28334173242241945,0.2607033605562649,119.54686737060547,1.0,2.662671170712505,0.0
CONTROL,92302,raw,0,1507,0.7309554086539926,0.7743224304067158,1.0798908520501387,495.1895065307617,0.625,2.6210356709915223,0.0
CONTROL,92302,raw,0,1508,0.5468962626581599,0.5947932742806207,0.8363529124809871,383.51393127441406,0.875,2.9408428660179884,0.0
CONTROL,92302,raw,0,1509,0.321615750390209,0.3619513277284316,0.48087700532446065,220.50862503051758,1.0,2.4588353528416036,0.0
CONTROL,92302,raw,0,1510,0.34169762127372294,0.3799844071452311,0.514969068480597,236.14171600341797,0.75,2.2596614952746705,0.0
CONTROL,92302,raw,0,1511,0.1784503557341126,0.20477553938869325,0.2324951159445319,106.61183166503906,1.0,1.6044999778715934,0.0
CONTROL,92302,raw,0,1512,0.9463274866069321,0.9797741789630913,1.3227690656188784,606.5625610351562,0.375,2.1103775072898956,0.0
CONTROL,92302,raw,0,1513,0.4021617138884561,0.45180294539260135,0.600045854051678,275.15411376953125,1.0,3.0028428222603116,0.0
CONTROL,92302,raw,0,1514,0.4860831056231346,0.5302760615784198,0.7675999363766715,351.98690032958984,1.0,2.720610381317369,0.0
CONTROL,92302,raw,0,1515,0.44251215122304544,0.4942062507258284,0.4968259545911785,227.8220977783203,0.75,3.009219975329322,0.0
CONTROL,92302,raw,0,1516,0.7156948320510215,0.7656698133741575,1.040697450774278,477.21717071533203,0.625,2.9468658772316,0.0
CONTROL,92302,raw,0,1517,0.8620618389076886,0.9191274955971496,1.262540267876841,578.9443359375,0.625,3.3315559564180197,0.0
CONTROL,92302,raw,0,1518,0.28905642514462837,0.3423520170661962,0.34788836767894976,159.5260009765625,1.0,3.2858326287182793,0.0
CONTROL,92302,raw,0,1519,0.34175704250560635,0.38666588191239565,0.44939449691483424,206.07215881347656,1.0,2.897468967821304,0.0
CONTROL,92302,raw,0,1520,0.31451360222660596,0.36434020661609406,0.3555751106337143,163.05079650878906,1.0,3.003462575706603,0.0
CONTROL,92302,raw,0,1521,0.6338477409903953,0.68441364538121,0.954760502424641,437.81034088134766,1.0,2.980008527755511,0.0
CONTROL,92302,raw,0,1522,0.3223079806845239,0.3675681987510261,0.4733059456865746,217.0368766784668,1.0,2.674168500163218,0.0
CONTROL,92302,raw,0,1523,0.6756160179296908,0.7182754319633206,1.0279905044178614,471.3903350830078,0.75,2.5120660627774574,0.0
CONTROL,92302,raw,0,1524,0.2979758187394404,0.35809785251670234,0.2849215706044249,130.65225219726562,1.0,3.6632311733013623,0.0
CONTROL,92302,raw,0,1525,0.4147089768210514,0.4674017298165546,0.6061929590404856,277.972900390625,1.0,3.2985682588138445,0.0
CONTROL,92302,raw,0,1526,0.45323243416659326,0.4984830738763788,0.6459308854989723,296.19493103027344,1.0,2.840027376000229,0.0
CONTROL,92302,raw,0,1527,0.6759359473334798,0.7280908373311432,0.9851340033082799,451.73826599121094,0.75,3.243685139227609,0.0
CONTROL,92302,raw,0,1528,0.32210150717310976,0.378338743608597,0.36511115614435974,167.42359924316406,1.0,3.4259202255966104,0.0
CONTROL,92302,raw,0,1529,0.44450687528752475,0.49273974464817,0.6558441787482776,300.74072265625,1.0,3.0077763463638036,0.0
CONTROL,92302,raw,0,1530,0.32982725193243734,0.37659370836712214,0.4458376467088404,204.44114685058594,1.0,2.895399221412844,0.0
CONTROL,92302,raw,0,1531,0.26185463101786693,0.30928170175248476,0.30692312990838844,140.74118041992188,1.0,2.9157101122159785,0.0
CONTROL,92302,raw,0,1532,0.5427688593294621,0.5803095386964826,0.8147877320113524,373.62510681152344,0.875,2.3877564607460364,0.0
CONTROL,92302,raw,0,1533,0.24345925075071934,0.28732606633316177,0.27785360777881707,127.41120147705078,1.0,2.6627374665037484,0.013888888888888888
CONTROL,92302,raw,0,1534,0.29342836729122496,0.3359772344357347,0.4133357924149146,189.5372543334961,1.0,2.6161488536320703,0.0
CONTROL,92302,raw,0,1535,0.29898908172543326,0.3325991030027601,0.45365501381444817,208.02584075927734,1.0,2.123195985807206,0.0
CONTROL,92302,raw,0,1536,0.3528020770195327,0.38211269104607026,0.5413978730774491,248.26078033447266,1.0,1.885483157953232,0.0
CONTROL,92302,raw,0,1537,0.2303715861900288,0.25958482709321506,0.3445917924575076,158.01433944702148,1.0,1.8523928793782218,0.06944444444444445
CONTROL,92302,raw,0,1538,0.22239641335542365,0.24491751114175445,0.3793476204642173,173.95180320739746,1.0,1.422098219262229,0.5138888888888888
CONTROL,92302,raw,0,1539,0.15462283487056633,0.17431153877538327,0.24806745387225485,113.75260734558105,1.0,1.2432973804957896,0.0
CONTROL,92302,raw,0,1540,0.12772706823235952,0.14865316183134175,0.1778420610763989,81.5503921508789,1.0,1.3293806425357224,0.0
CONTROL,92302,raw,0,1541,0.1264140763582728,0.146129111932136,0.16692270730573505,76.54326629638672,1.0,1.2549256626958654,0.0
CONTROL,92302,raw,0,1542,0.1553368087173983,0.1839772332710817,0.16059245231661123,73.64049530029297,1.0,1.7202815207506221,0.0
CONTROL,92302,raw,0,1543,0.18755399753332652,0.21102183713248682,0.23420071696037553,107.3939437866211,0.875,1.4577084720518223,0.0
CONTROL,92302,raw,0,1544,0.23755847903378347,0.26393917989869586,0.36549513391346367,167.59967422485352,1.0,1.5957021434938992,0.0
CONTROL,92302,raw,0,1545,0.0864687954526623,0.10524851485485301,0.047465423948659435,21.765514373779297,1.0,1.165881877733399,0.2777777777777778
CONTROL,92302,raw,0,1546,0.20620564004712394,0.22962398147861607,0.308454461402901,141.44338035583496,1.0,1.4062864744357007,0.06944444444444445
CONTROL,92302,raw,0,1547,0.2255621985348648,0.255531894428607,0.3134419006204938,143.73039627075195,1.0,1.8190347930095534,0.013888888888888888
CONTROL,92302,raw,0,1548,0.30376775625416896,0.3312553559247912,0.45443271084295256,208.3824577331543,1.0,1.6876407919873206,0.0
CONTROL,92302,raw,0,1549,0.5047176340543413,0.5361655811916013,0.6955581133553419,318.9517517089844,0.75,1.906011106796349,0.0
CONTROL,92302,raw,0,1550,0.40009561616113865,0.4378961490397917,0.527331510485038,241.81057739257812,0.75,2.343777009550487,0.0
CONTROL,92302,raw,0,1551,0.23930736529174784,0.2848747481345495,0.2406179548893297,110.33660125732422,1.0,2.8485642449205324,0.0
CONTROL,92302,raw,0,1552,0.2527000180371264,0.2927668909529498,0.3397395569726609,155.78932189941406,1.0,2.462831992651372,0.0
CONTROL,92302,raw,0,1553,0.2943998284784536,0.3334462235165768,0.45303079309207717,207.7396011352539,1.0,2.3846222131933885,0.0
CONTROL,92302,raw,0,1554,0.4455132731885169,0.4818884177035683,0.6558302029124976,300.73431396484375,1.0,2.2621309173106368,0.0
CONTROL,92302,raw,0,1555,0.21215939610577914,0.2430201122999075,0.2905257310110818,133.2220687866211,1.0,1.955107452547878,0.013888888888888888
CONTROL,92302,raw,0,1556,0.18359896595268255,0.21073880492110622,0.16775249343884424,76.92376899719238,1.0,1.6622907617728946,0.1111111111111111
CONTROL,92302,raw,0,1557,0.20852203007050182,0.23727995342349376,0.2675036029371883,122.66515350341797,1.0,1.7322124650645698,0.0
CONTROL,92302,raw,0,1558,1.2407523195635486,1.2671745064357798,1.4627900027519087,670.7698822021484,0.25,1.6116546511914231,0.0
CONTROL,92302,raw,0,1559,0.1980939232301917,0.23325292254876503,0.18694022202278926,85.7224006652832,1.0,2.112814327361326,0.2777777777777778
CONTROL,92302,raw,0,1560,0.3714211895123043,0.39713125422810625,0.5849767377204813,268.2440929412842,0.875,1.5398585054773628,0.0
CONTROL,92302,raw,0,1561,0.2741829267114853,0.3146108192823497,0.30670973220634856,140.64332580566406,1.0,2.373404412936699,0.0
CONTROL,92302,raw,0,1562,0.23632923310370024,0.27561461168824286,0.2778261386063496,127.39860534667969,1.0,2.3523184622121684,0.0
CONTROL,92302,raw,0,1563,0.2784354554678663,0.3147473224350653,0.42083683977070313,192.97689819335938,1.0,2.1999998336210025,0.0
CONTROL,92302,raw,0,1564,0.27419403517984065,0.30948150277799313,0.3742528834312141,171.61558532714844,1.0,2.1809995018612818,0.0
CONTROL,92302,raw,0,1565,0.5642561775094153,0.600920384765851,0.7924412690458198,363.3780212402344,0.75,2.2589348765983615,0.0
CONTROL,92302,raw,0,1566,0.39687914498096155,0.4335337478351781,0.5816542281728225,266.7205390930176,0.875,2.3060700839914454,0.0
CONTROL,92302,raw,0,1567,0.21998158070498564,0.2559849612612386,0.2935746760517731,134.62017822265625,1.0,2.1389225695439253,0.0
CONTROL,92302,raw,0,1568,0.2141247542258693,0.25394504475835356,0.17858872010294202,81.89277648925781,1.0,2.399815310993958,0.0
CONTROL,92302,raw,0,1569,0.18389202614974992,0.211014551211326,0.23987208616302413,109.99457931518555,1.0,1.7082327780267916,0.0
CONTROL,92302,raw,0,1570,0.1059619856568404,0.1265193849279041,0.11822835816872627,54.2142219543457,1.0,1.3332835901725917,0.027777777777777776
CONTROL,92302,raw,0,1571,0.11041696173262926,0.1319530395372327,0.11361476423929692,52.09863471984863,1.0,1.3234501817191409,0.0
CONTROL,92302,raw,0,1572,0.349076291305296,0.3752109914457902,0.5543864824385305,254.2167739868164,1.0,1.6079993337353051,0.0
CONTROL,92302,raw,0,1573,0.7079584334898951,0.7419200167724818,1.021589738009648,468.4552307128906,0.5,2.0390638669074503,0.0
CONTROL,92302,raw,0,1574,0.4831574929683201,0.5228123401490674,0.7514873284091805,344.59838104248047,1.0,2.5138173473065066,0.0
CONTROL,92302,raw,0,1575,0.20155803152357796,0.23137781895473097,0.24406848891599758,111.91886138916016,1.0,1.8544171544066974,0.0
CONTROL,92302,raw,0,1576,0.2022329483886146,0.23297138081590263,0.2558739855456582,117.33233261108398,1.0,1.8856994132145521,0.0
CONTROL,92302,raw,0,1577,0.17457640225646553,0.20654791162376546,0.19556435256774368,89.67704010009766,1.0,1.9503683880570493,0.0
CONTROL,92302,raw,0,1578,0.36706966530383356,0.4014771364939649,0.4921949615780981,225.6985321044922,0.75,2.1370235737410015,0.0
CONTROL,92302,raw,0,1579,0.18694017534423707,0.22344194008928933,0.16999289894439182,77.95111846923828,1.0,2.2101388075018296,0.0
CONTROL,92302,raw,0,1580,0.207506692379493,0.2383063504497021,0.28240027159707537,129.49609756469727,1.0,1.90695636827259,0.0
CONTROL,92302,raw,0,1581,0.4062046005892026,0.43137721666276047,0.5989036788725626,274.63036346435547,0.75,1.5883023377580163,0.0
CONTROL,92302,raw,0,1582,0.9742303872961672,1.0080045363603367,1.2468583319440687,571.753303527832,0.25,2.094846531180922,0.0
CONTROL,92302,raw,0,1583,0.2821125193265124,0.3135902818471308,0.415546994246947,190.55121231079102,0.75,1.9841749282157817,0.0
CONTROL,92302,raw,0,1584,0.3092450063048806,0.34559196293127703,0.4297816658331079,197.07859420776367,1.0,2.2248937399735857,0.0
CONTROL,92302,raw,0,1585,0.5785588510161401,0.6187598580018112,0.9173995495122267,420.67828369140625,1.0,2.4626350498321736,0.0
CONTROL,92302,raw,0,1586,0.7339886553227657,0.7751267186811781,1.0573768287963445,484.86558532714844,0.625,2.559314886228378,0.0
CONTROL,92302,raw,0,1587,0.3428504330005189,0.39086048185649974,0.4988860260609407,228.76675415039062,1.0,3.0239034542609162,0.0
CONTROL,92302,raw,0,1588,0.5092244796812153,0.55810004945893,0.7674949345914248,351.9387512207031,1.0,2.9703859194120033,0.0
CONTROL,92302,raw,0,1589,0.4990622145380594,0.5410927950018861,0.7198413443156781,330.08695220947266,0.625,2.6102297544212725,0.0
CONTROL,92302,raw,0,1590,0.3102304221967295,0.3489694601367569,0.4597024245080257,210.79891204833984,1.0,2.3930068994042637,0.0
CONTROL,92302,raw,0,1591,0.26631513069663854,0.30587153274950574,0.39473202499544946,181.00640106201172,1.0,2.4819923851660475,0.0
CONTROL,92302,raw,0,1592,0.25741776740135636,0.2854199838017105,0.3801572747386435,174.3230743408203,1.0,1.757060107657194,0.0
CONTROL,92302,raw,0,1593,0.31869061669123044,0.3528989836757432,0.44663822916843443,204.80825805664062,1.0,2.1295482984919074,0.0
CONTROL,92302,raw,0,1594,0.3399961657138427,0.37721567437678033,0.49962611311708727,229.1061248779297,0.875,2.276533735671025,0.0
CONTROL,92302,raw,0,1595,0.4578841056755256,0.49371432191888376,0.6834401819254509,313.39501190185547,0.75,2.194172920853178,0.0
CONTROL,92302,raw,0,1596,0.43250998262686924,0.48173672017378255,0.6213409681327651,284.9190979003906,1.0,2.9882666536225537,0.0
CONTROL,92302,raw,0,1597,0.32313337718508556,0.3695196858335641,0.43733789278337754,200.54354095458984,1.0,2.7857622670402873,0.041666666666666664
CONTROL,92302,raw,0,1598,0.6810315486642935,0.7291099495453842,1.079446071076442,494.9855499267578,1.0,2.83899054784278,0.0
CONTROL,92302,raw,0,1599,0.4886152925953164,0.5318980161079272,0.7366564543238074,337.797607421875,1.0,2.7065994894826844,0.0
CONTROL,92302,raw,0,1600,0.565418893100085,0.6038137125724437,0.8860655925904112,406.3099365234375,1.0,2.4402048192009347,0.0
CONTROL,92302,raw,0,1601,0.5844756778184839,0.6281995184954843,0.8924892569081391,409.2555408477783,0.875,2.6429760735355234,0.041666666666666664
CONTROL,92302,raw,0,1602,0.2858266723501731,0.3262286047239138,0.4058340712241867,186.0973014831543,1.0,2.391501306740645,0.0
CONTROL,92302,raw,0,1603,0.27879680227844894,0.3162430273335181,0.39851411076914683,182.74069595336914,1.0,2.1804389814177956,0.0
CONTROL,92302,raw,0,1604,0.28129530225367894,0.32820013511453516,0.3132802717434888,143.65628051757812,1.0,2.769969980237503,0.0
CONTROL,92302,raw,0,1605,0.32723612607340985,0.3734930875812017,0.4876204043209291,223.60084533691406,1.0,2.813632866274212,0.0
CONTROL,92302,raw,0,1606,0.2244889240823602,0.25927534838560423,0.32048270207477936,146.95899200439453,1.0,2.1332456890369884,0.06944444444444445
CONTROL,92302,raw,0,1607,0.3732490903885617,0.41752650537590874,0.5177495610090154,237.4167251586914,1.0,2.6442358412305125,0.0
CONTROL,92302,raw,0,1608,0.3736750632436351,0.4204783593980822,0.5734666428411943,262.96607971191406,1.0,2.825893189009536,0.0
CONTROL,92302,raw,0,1609,0.4419085575422808,0.4836323131564784,0.6040370199924331,276.9842834472656,0.875,2.5191353524755695,0.041666666666666664
CONTROL,92302,raw,0,1610,0.3033236207436847,0.3452558124225436,0.442995935028336,203.13806533813477,1.0,2.546367630367095,0.0
CONTROL,92302,raw,0,1611,0.2403816597399392,0.2724741738201316,0.3610054424233833,165.54090309143066,1.0,1.9124584385264545,0.027777777777777776
CONTROL,92302,raw,0,1612,0.26693640805130225,0.3069981389215084,0.3919536122044984,179.7323455810547,1.0,2.3974989534761066,0.06944444444444445
CONTROL,92302,raw,0,1613,0.2887851095784606,0.32246084677000875,0.39118190481989973,179.37847518920898,0.75,2.043504763597074,0.0
CONTROL,92302,raw,0,1614,0.32732439652478706,0.36270926849883955,0.441886702890702,202.62942123413086,0.875,2.157167193339383,0.0
CONTROL,92302,raw,0,1615,0.2573218528620804,0.2843686723063231,0.4280692391188967,196.2933521270752,1.0,1.6904621617556579,0.1111111111111111
CONTROL,92302,raw,0,1616,0.3134150067907073,0.34571923265045107,0.5111356298293583,234.38387298583984,1.0,1.9619858639412455,0.0
CONTROL,92302,raw,0,1617,1.0048647193529137,1.0441782081004165,1.3565580777502366,622.0566864013672,0.375,2.421806596394833,0.0
CONTROL,92302,raw,0,1618,0.36453306584766765,0.4198522179226192,0.47499007549280625,217.80914306640625,1.0,3.430579003902253,0.0
CONTROL,92302,raw,0,1619,0.4152381197005026,0.4664965930387841,0.4738902104927247,217.30479431152344,1.0,3.160185560000093,0.0
CONTROL,92302,raw,0,1620,0.32690326075392595,0.3710946105664787,0.45541205921628175,208.83154296875,1.0,2.672083326262226,0.06944444444444445
CONTROL,92302,raw,0,1621,0.5531731684785317,0.5948951007227024,0.8894498412245229,407.86180114746094,1.0,2.5408966854641655,0.0
CONTROL,92302,raw,0,1622,0.5301918596429899,0.574694495901771,0.7292267835578952,334.3906936645508,0.875,2.7259985526691013,0.0
CONTROL,92302,raw,0,1623,0.362344790733365,0.403327931192154,0.5331887333467102,244.4964370727539,1.0,2.540371131646716,0.0
CONTROL,92302,raw,0,1624,0.2612564987533672,0.3053920045851833,0.30716250769086917,140.85094833374023,1.0,2.590172269229835,0.0
CONTROL,92302,raw,0,1625,0.21339596209552852,0.2533157404181503,0.23597072328610502,108.2055892944336,1.0,2.3800016188676443,0.0
CONTROL,92302,raw,0,1626,0.23016692821239634,0.26782339926859056,0.2950191285933288,135.28253936767578,1.0,2.282210657772711,0.0
CONTROL,92302,raw,0,1627,0.21368726776444674,0.23933645574024728,0.24576451482054196,112.69658279418945,0.875,1.613957540329437,0.09722222222222221
CONTROL,92302,raw,0,1628,0.13329405328043775,0.1588216510690054,0.09126953247834493,41.85211372375488,1.0,1.5899476347062595,0.09722222222222221
CONTROL,92302,raw,0,1629,0.09397955618377793,0.1139619737289042,0.05921538742846952,27.153520584106445,1.0,1.275053665545605,0.027777777777777776
CONTROL,92302,raw,0,1630,0.10364165753502727,0.1254069365918179,0.06487675309390065,29.749568939208984,1.0,1.339940750775243,0.24999999999999997
CONTROL,92302,raw,0,1631,0.14178080381427915,0.1550211077639354,0.252823068913848,115.93331909179688,1.0,0.9212289368348792,0.4444444444444444
CONTROL,92302,raw,0,1632,0.278677579505159,0.3019306743178082,0.4903902444340402,224.87096977233887,1.0,1.4373442609395024,0.0
CONTROL,92302,raw,0,1633,0.7780506533396144,0.8132802747706622,1.0625122246968326,487.2204475402832,0.5,2.1143845988203065,0.0
CONTROL,92302,raw,0,1634,0.1629982075805746,0.19461428985580226,0.12469098428816576,57.17769241333008,1.0,1.9817072115645384,0.09722222222222222
CONTROL,92302,raw,0,1635,0.1347109606235674,0.16083949647356016,0.1401808647847871,64.2806568145752,1.0,1.5844986435120343,0.09722222222222221
CONTROL,92302,raw,0,1636,0.12438510199609724,0.14989804863502115,0.09606917140264483,44.05301284790039,1.0,1.5495809828140477,0.027777777777777776
CONTROL,92302,raw,0,1637,0.20234233243746247,0.22563484993705146,0.26899250362789406,123.34789657592773,0.75,1.4070755601065756,0.0
CONTROL,92302,raw,0,1638,0.1907408269856561,0.22449732241657877,0.1858621360334648,85.2280387878418,1.0,2.035315620542083,0.0
CONTROL,92302,raw,0,1639,0.31174932880042167,0.33830987144523417,0.4954844074595025,227.20692443847656,1.0,1.6286357117710146,0.0
CONTROL,92302,raw,0,1640,0.14206011478992323,0.16292981888019317,0.18663168881004744,85.5809211730957,1.0,1.3534197497526776,0.06944444444444445
CONTROL,92302,raw,0,1641,0.1577968832834531,0.16489617377480262,0.2509980056981479,115.09642696380615,1.0,0.502440680064169,0.736111111111111
CONTROL,92302,raw,0,1642,0.10388601097385744,0.11783422559616645,0.12742630075932046,58.43198585510254,0.875,0.8818127020880896,0.3055555555555555
CONTROL,92302,raw,0,1643,0.2677461472611796,0.2786230744080522,0.39927061735259733,183.08759593963623,0.875,0.7083072970999809,0.08333333333333333
CONTROL,92302,raw,0,1644,0.3803665220549718,0.40312738626766165,0.5740513402327376,263.2341957092285,1.0,1.4027475245300876,0.0
CONTROL,92302,raw,0,1645,0.36382216449199645,0.3866257660874718,0.5358005924423339,245.69411849975586,1.0,1.4216756228480956,0.0
CONTROL,92302,raw,0,1646,0.5229934563510061,0.5371014775638107,0.7217938808799585,330.98229789733887,0.625,0.9027537533438019,0.2777777777777778
CONTROL,92302,raw,0,1647,0.8458619164491341,0.8721224749167947,1.078391536034197,494.5019874572754,0.375,1.5998455025427702,0.0
CONTROL,92302,raw,0,1648,0.25670162384915485,0.2902125772687172,0.35726649456423176,163.82638931274414,1.0,2.099487843851314,0.027777777777777776
CONTROL,92302,raw,0,1649,0.10986235950305294,0.12795280783599233,0.14174167863763554,64.99637603759766,1.0,1.136476912667997,0.20833333333333331
CONTROL,92302,raw,0,1650,0.16723745166726067,0.18899367858713026,0.22934772445109075,105.1685791015625,1.0,1.33465499193561,0.06944444444444445
CONTROL,92302,raw,0,1651,0.13463052967838354,0.15795671422998525,0.15977923753164114,73.26759147644043,1.0,1.4083348182658848,0.06944444444444445
CONTROL,92302,raw,0,1652,0.13024106946661235,0.15039482022619927,0.13993347585358248,64.16721534729004,1.0,1.2379448932795198,0.2222222222222222
CONTROL,92302,raw,0,1653,0.11195721612250109,0.1337251914125662,0.09959448031021031,45.6695613861084,1.0,1.2928509627687061,0.08333333333333333
CONTROL,92302,raw,0,1654,0.2119401875145527,0.23425483052764734,0.3230634108626185,148.14238929748535,1.0,1.3395038894418219,0.0
CONTROL,92302,raw,0,1655,0.1488844144698096,0.17499570377077292,0.1696682269689041,77.80223846435547,1.0,1.571749701016942,0.0
CONTROL,92302,raw,0,1656,0.12262577971822518,0.14345183548015852,0.15439117432625657,70.79686737060547,1.0,1.291685450855471,0.16666666666666666
CONTROL,92302,raw,0,1657,0.16142969163826032,0.17738627806041873,0.23846429939301617,109.34903144836426,1.0,0.983485551398299,0.41666666666666663
CONTROL,92302,raw,0,1658,0.5559301406653903,0.5797474110780978,0.7945587246317783,364.34899139404297,0.75,1.4783579066793515,0.0
CONTROL,92302,raw,0,1659,0.5511826375242471,0.5844578024595475,0.7575285997177547,347.36863708496094,0.625,2.0639087018544933,0.0
CONTROL,92302,raw,0,1660,0.19919055231282864,0.23870272724385463,0.18020279603232678,82.63291931152344,1.0,2.4988126612420456,0.0
CONTROL,92302,raw,0,1661,0.17747369386807563,0.21390153387755534,0.1684731432686219,77.25422668457031,1.0,2.3279349171948365,0.0
CONTROL,92302,raw,0,1662,0.25802656435418214,0.29243908375012195,0.3839232633443443,176.04998779296875,1.0,2.192045528281601,0.0
CONTROL,92302,raw,0,1663,0.20275280937407358,0.2389831850175491,0.2109601665387212,96.73686981201172,1.0,2.190594894760293,0.06944444444444445
CONTROL,92302,raw,0,1664,0.33809478596691495,0.37314945496273977,0.4045625446935581,185.5142364501953,0.75,2.154056669352024,0.0
CONTROL,92302,raw,0,1665,0.40645868838046495,0.44270781023314393,0.610840340384808,280.1039810180664,1.0,2.2270255644657055,0.0
CONTROL,92302,raw,0,1666,0.45443437324643454,0.49045893751555414,0.6302433592318881,289.00133514404297,0.75,2.272279898888156,0.0
CONTROL,92302,raw,0,1667,0.631774324846661,0.6651356197726723,0.9242987541207919,423.8419494628906,0.75,2.063651662941441,0.0
CONTROL,92302,raw,0,1668,0.21655743300081054,0.2592156581640713,0.19764884847432124,90.63289642333984,1.0,2.639511958823195,0.0
CONTROL,92302,raw,0,1669,0.2380204649823006,0.27361016127190163,0.35888189320664576,164.567138671875,1.0,2.1742908303210413,0.0
CONTROL,92302,raw,0,1670,0.4664606791976013,0.504436636832694,0.7471209112777342,342.5961380004883,1.0,2.316453634998421,0.0
CONTROL,92302,raw,0,1671,0.26617560942891033,0.3045968662774655,0.3622802341418354,166.1254653930664,1.0,2.3626068610705424,0.0
CONTROL,92302,raw,0,1672,0.19152688776825028,0.2238807357634206,0.2291594749345049,105.08225631713867,1.0,2.0159506380135412,0.06944444444444445
