arm,seed,mode,series,origin,crps,pinball,nmae,raw_mae,coverage,width,negative_mass
TARGET,92301,raw,0,1500,0.6510318522443417,0.6949566885891332,0.9650030763476616,442.5071258544922,0.625,2.4973062325239663,0.0
TARGET,92301,raw,0,1501,0.29558156375610095,0.3380553290028208,0.39174264363582034,179.63560485839844,1.0,2.3948175105243035,0.0
TARGET,92301,raw,0,1502,0.49313480212876537,0.539432841173167,0.7539818819927013,345.74227142333984,0.875,2.5797152057426045,0.0
TARGET,92301,raw,0,1503,0.797549625688953,0.8415595821861039,1.074363908136166,492.6550979614258,0.5,2.4803076896712253,0.0
TARGET,92301,raw,0,1504,0.7073227154652895,0.7627298576686835,1.184133932430827,542.9907073974609,1.0,3.1220923939175833,0.0
TARGET,92301,raw,0,1505,0.22796795872857623,0.27017550266699986,0.19137547846440173,87.75621032714844,1.0,2.3820618650353538,0.0
TARGET,92301,raw,0,1506,0.2999241538745762,0.34993274572708233,0.31956182760007945,146.5367202758789,1.0,2.8079807429620853,0.0
TARGET,92301,raw,0,1507,0.6796222974509991,0.7268424725131728,1.0143483084413716,465.13463592529297,0.5,2.651384672567797,0.0
TARGET,92301,raw,0,1508,0.44944418435915223,0.502057474293613,0.6734086098469081,308.79498291015625,1.0,2.9740801737129834,0.0
TARGET,92301,raw,0,1509,0.5983808043218377,0.6431964976999214,0.9113783435107367,417.91722869873047,0.625,2.4905597721539454,0.0
TARGET,92301,raw,0,1510,0.5518338987364098,0.5862732045552499,0.7046978940079269,323.1428451538086,0.0,1.949077544924825,0.0
TARGET,92301,raw,0,1511,0.13559395578706956,0.15896812855018116,0.17256637440531986,79.13119888305664,1.0,1.4409647719093686,0.0
TARGET,92301,raw,0,1512,2.5275270007745085,2.5470224354313613,2.8887482376304705,1324.6503677368164,0.0,1.2381762016806275,0.0
TARGET,92301,raw,0,1513,0.417301684975155,0.47444144943762606,0.6119934965777505,280.6327667236328,1.0,3.150374427614654,0.0
TARGET,92301,raw,0,1514,0.4935381585321283,0.5493597096545997,0.764883466486445,350.74124908447266,1.0,3.0777401040268044,0.0
TARGET,92301,raw,0,1515,0.8730136141935693,0.9276365615702302,1.3481314473941224,618.1926116943359,0.625,2.975613614061288,0.0
TARGET,92301,raw,0,1516,1.0761297955546791,1.1277061898865748,1.5419044971244718,707.0482406616211,0.5,2.8353586565494924,0.0
TARGET,92301,raw,0,1517,0.8293528516971932,0.8831106740519715,1.2620192686844445,578.7054290771484,0.75,2.943665502346443,0.0
TARGET,92301,raw,0,1518,0.8261316988482468,0.8862261045097471,1.2924853594801256,592.6758117675781,0.875,3.3408358365053488,0.0
TARGET,92301,raw,0,1519,0.3715487071002382,0.4291273088829414,0.40842386846475776,187.2848663330078,1.0,3.241784837349556,0.0
TARGET,92301,raw,0,1520,0.33386202868409226,0.38732284324846783,0.3520421358138445,161.43073272705078,1.0,2.9935927448108886,0.0
TARGET,92301,raw,0,1521,0.6181175008698025,0.6770522657066672,0.9391398272387042,430.64739990234375,1.0,3.260302811439022,0.0
TARGET,92301,raw,0,1522,0.5109271061076139,0.5553751617157638,0.6768395693845342,310.3682670593262,0.25,2.5075431578800256,0.0
TARGET,92301,raw,0,1523,1.4503327632326175,1.4841808156290366,2.003871206683644,918.8854522705078,0.375,1.9492583157054786,0.0
TARGET,92301,raw,0,1524,0.7112641738319216,0.7742585625009915,1.152015065950971,528.2624359130859,1.0,3.5382018656409735,0.0
TARGET,92301,raw,0,1525,0.3927449604243315,0.4521186036010405,0.5096796305853846,233.71621704101562,1.0,3.3342792644850388,0.0
TARGET,92301,raw,0,1526,0.44278280178673923,0.49613468830909874,0.6238078362511219,286.05029296875,1.0,3.054340645024752,0.0
TARGET,92301,raw,0,1527,0.6260307919376943,0.6892180560551546,0.920563761922303,422.1292495727539,0.875,3.5544315045952217,0.0
TARGET,92301,raw,0,1528,0.422600619413807,0.48201388059304723,0.6202739796225659,284.42982482910156,1.0,3.353504956596711,0.0
TARGET,92301,raw,0,1529,0.41281741831336566,0.46887437805219956,0.5953478435784529,272.99981689453125,1.0,3.245371968533073,0.0
TARGET,92301,raw,0,1530,0.31977808640465555,0.3753977465554648,0.3004762598800008,137.7849349975586,1.0,3.1694992025454654,0.0
TARGET,92301,raw,0,1531,0.3325736700421923,0.3873493052734045,0.4148419715644983,190.22792053222656,1.0,3.1666006973942054,0.0
TARGET,92301,raw,0,1532,0.5884183770951381,0.638022366365591,0.9720792749336398,445.751953125,1.0,2.8881361459370085,0.0
TARGET,92301,raw,0,1533,0.28074155484755325,0.3234822284862066,0.3546987092650141,162.64891815185547,1.0,2.4781713084743147,0.041666666666666664
TARGET,92301,raw,0,1534,0.44200059064954855,0.49228144427174303,0.7148272470232302,327.78771209716797,1.0,2.8990328721640286,0.0
TARGET,92301,raw,0,1535,0.3444360618186627,0.3869531291508093,0.5295159502553418,242.81226348876953,1.0,2.4692021162077435,0.0
TARGET,92301,raw,0,1536,0.3149709041955347,0.354224400825787,0.4892373253311691,224.34229278564453,1.0,2.2514062935185066,0.0
TARGET,92301,raw,0,1537,0.24714037936638,0.2859530582733565,0.33742126529896477,154.72625732421875,1.0,2.278979677470986,0.15277777777777776
TARGET,92301,raw,0,1538,0.18525128386353323,0.20881580377157524,0.2893998276979103,132.70578002929688,1.0,1.4584318879324314,0.38888888888888884
TARGET,92301,raw,0,1539,0.15276088404465543,0.1669170067915537,0.2490060851454502,114.18302154541016,1.0,0.9042745592869927,0.0
TARGET,92301,raw,0,1540,0.15389365018335963,0.17921183458984602,0.17898827094620068,82.07599258422852,1.0,1.5058430307331956,0.0
TARGET,92301,raw,0,1541,0.15667865445829338,0.1758621567384067,0.2036171209977948,93.36967849731445,0.75,1.1690923809400213,0.0
TARGET,92301,raw,0,1542,0.1791128256528412,0.21080704517444893,0.18987092982899234,87.06629180908203,1.0,1.8024659613528211,0.0
TARGET,92301,raw,0,1543,0.38741896639311446,0.41565812691338155,0.571656547496046,262.1360511779785,0.625,1.6175813435237143,0.0
TARGET,92301,raw,0,1544,0.522062124031993,0.5539416661555133,0.758561347430293,347.8422088623047,0.0,1.8001589252182977,0.0
TARGET,92301,raw,0,1545,0.18665319144680323,0.20672841360990551,0.2692413400563759,123.46200180053711,0.75,1.1809409863679032,0.0
TARGET,92301,raw,0,1546,0.22190815033481998,0.2454457422745702,0.3289736379133811,150.85255432128906,0.625,1.3684466723701387,0.0
TARGET,92301,raw,0,1547,0.2451787108032597,0.2780368481783885,0.32905157815470387,150.8882942199707,1.0,1.8905667725502606,0.0
TARGET,92301,raw,0,1548,0.31638571837276874,0.34804516454013973,0.49149884849095915,225.37932586669922,1.0,1.8169483712660808,0.0
TARGET,92301,raw,0,1549,0.5647847605543512,0.5989573114196665,0.7889935468242075,361.7970504760742,0.625,1.9458380917726585,0.0
TARGET,92301,raw,0,1550,0.573505420547626,0.614719511446191,0.8318692647079865,381.4579315185547,0.75,2.382894209245548,0.0
TARGET,92301,raw,0,1551,0.280338742051618,0.3345876814173479,0.22895660070404936,104.98922729492188,1.0,3.139040049753975,0.0
TARGET,92301,raw,0,1552,0.27436791653486253,0.3177644647774368,0.34938499667408385,160.21228790283203,1.0,2.499254027286821,0.0
TARGET,92301,raw,0,1553,0.3550464315613939,0.3979307761140247,0.5385871494852068,246.97190856933594,1.0,2.4870601688014755,0.0
TARGET,92301,raw,0,1554,0.35894276876556136,0.40144306669694024,0.5267685005958032,241.55240631103516,1.0,2.468988398226134,0.0
TARGET,92301,raw,0,1555,0.4798213973430883,0.5181896985297605,0.7332302282686569,336.2264938354492,0.875,2.229340977782747,0.0
TARGET,92301,raw,0,1556,0.19205902161828853,0.21993151877440942,0.26160094197133155,119.95845794677734,1.0,1.6384284239217062,0.0
TARGET,92301,raw,0,1557,0.18632394312455977,0.21384387061437438,0.21473471534383715,98.46770858764648,1.0,1.5969016071212871,0.0
TARGET,92301,raw,0,1558,1.4131620185900222,1.4374360037051495,1.6243186946436279,744.8396949768066,0.25,1.4331593508157727,0.0
TARGET,92301,raw,0,1559,0.25695897842013865,0.29605131616324265,0.31368186904841533,143.84043502807617,1.0,2.1986398683343165,0.0
TARGET,92301,raw,0,1560,0.3730618893677687,0.39638494968126037,0.5838494576211064,267.7271728515625,0.875,1.3810104495993096,0.0
TARGET,92301,raw,0,1561,0.28232446994208726,0.3260012181530726,0.28823422635596385,132.1712875366211,1.0,2.4614610172345346,0.0
TARGET,92301,raw,0,1562,0.31797056007447067,0.3562983856467723,0.4911978189709991,225.2412872314453,1.0,2.2056649552922996,0.0
TARGET,92301,raw,0,1563,0.4203256922690133,0.45721589649274186,0.7245686957250913,332.2547035217285,1.0,2.126123931722052,0.0
TARGET,92301,raw,0,1564,0.29640064088450313,0.33622807499167273,0.41491745771560967,190.26253509521484,1.0,2.303815186875226,0.0
TARGET,92301,raw,0,1565,1.2825360850266838,1.3187749128053892,1.6354519868480728,749.9449234008789,0.25,2.1077309248975187,0.0
TARGET,92301,raw,0,1566,0.5981664607243867,0.6431021458342969,0.9109221322999201,417.7080307006836,0.5,2.589696057183796,0.0
TARGET,92301,raw,0,1567,0.20551513357273576,0.23842726740280867,0.2655405137849991,121.76496887207031,1.0,1.8928928965152587,0.0
TARGET,92301,raw,0,1568,0.23541740836266917,0.2786273470207049,0.18650207125213838,85.521484375,1.0,2.462498223904203,0.0
TARGET,92301,raw,0,1569,0.21992498334577032,0.2500557704247874,0.27912234746123954,127.99298858642578,1.0,1.76644608971089,0.0
TARGET,92301,raw,0,1570,0.19899168576214846,0.22212647406707875,0.27380183828826626,125.55324172973633,0.75,1.398755185617401,0.0
TARGET,92301,raw,0,1571,0.19379139784185562,0.2160438377970415,0.22811806719515293,104.6047134399414,0.5,1.3106277496209053,0.0
TARGET,92301,raw,0,1572,0.40227598426764555,0.4263124398655465,0.6433058824625555,294.9912223815918,1.0,1.4374696732682524,0.0
TARGET,92301,raw,0,1573,0.9129429700615536,0.9499291123795106,1.3324294461542658,610.9923782348633,0.375,2.0981487424909,0.0
TARGET,92301,raw,0,1574,0.6867915230533483,0.7363816803339618,1.0682999760081486,489.87445068359375,1.0,2.915932228177481,0.0
TARGET,92301,raw,0,1575,0.3035690367486302,0.3365129777651477,0.4035016206978135,185.0277442932129,0.75,1.9112137198117787,0.0
TARGET,92301,raw,0,1576,0.21378694406096127,0.24414527300815408,0.25137881602708917,115.27104949951172,1.0,1.7886752721211692,0.0
TARGET,92301,raw,0,1577,0.1843461789339893,0.21764253069405962,0.18048815265073354,82.7637710571289,1.0,1.932108276456673,0.0
TARGET,92301,raw,0,1578,0.4331623661783426,0.47227057787455856,0.5935570565159506,272.1786422729492,0.75,2.2976217120598483,0.0
TARGET,92301,raw,0,1579,0.20543459422444588,0.24497214242500642,0.15896608929826997,72.89471817016602,1.0,2.29375077990155,0.0
TARGET,92301,raw,0,1580,0.3021288215309474,0.33214983478750426,0.49666038253193556,227.74617385864258,1.0,1.784785846937312,0.0
TARGET,92301,raw,0,1581,0.40367395565248754,0.42959789875157706,0.5985769271596078,274.48052978515625,0.75,1.5520459542118343,0.0
TARGET,92301,raw,0,1582,0.9435257437832373,0.9813689005783076,1.2325458948145323,565.1902618408203,0.375,2.2104046437043685,0.0
TARGET,92301,raw,0,1583,0.26521811750446433,0.2957635195044065,0.4056601718961249,186.01755905151367,0.875,1.8156745403863388,0.0
TARGET,92301,raw,0,1584,0.2942858143948125,0.33087306251195386,0.3727354487424576,170.91975784301758,1.0,2.1652042618312937,0.0
TARGET,92301,raw,0,1585,0.9428273705093109,0.9826417925259079,1.3991988684897145,641.6098403930664,0.375,2.3353369940040336,0.0
TARGET,92301,raw,0,1586,1.507983841924966,1.54933174300893,1.9726357461282775,904.5622711181641,0.25,2.386380123766009,0.0
TARGET,92301,raw,0,1587,0.5655282243338713,0.6206724292217274,0.8243022813555363,377.98805236816406,1.0,3.2278846873755276,0.0
TARGET,92301,raw,0,1588,0.7652802785465411,0.8113429179097489,1.1249680469135532,515.8598861694336,0.625,2.6496563940946105,0.0
TARGET,92301,raw,0,1589,0.7493730829108404,0.7994132507856878,1.030426409404806,472.50733184814453,0.375,2.9141721962726446,0.0
TARGET,92301,raw,0,1590,0.9957282963722802,1.0287116978447968,1.408274410211411,645.7714767456055,0.375,1.9689259936236911,0.0
TARGET,92301,raw,0,1591,0.47464115798927675,0.5200470479134169,0.7498117088886649,343.83001708984375,1.0,2.6704309332497447,0.0
TARGET,92301,raw,0,1592,0.3030455073630367,0.3287233441897478,0.44759706301138663,205.2479362487793,1.0,1.550963168015834,0.0
TARGET,92301,raw,0,1593,0.4509689096317897,0.4849053138974565,0.6914944727233281,317.0883483886719,0.875,2.0364905744634196,0.0
TARGET,92301,raw,0,1594,0.42084294824207774,0.4615143232166399,0.6459799839410992,296.21744537353516,0.875,2.3450153601090378,0.0
TARGET,92301,raw,0,1595,0.4664935332982112,0.49721906823102857,0.7105160344431145,325.81078338623047,0.875,1.8439629380800595,0.0
TARGET,92301,raw,0,1596,0.9904105425176658,1.0399110598885637,1.4982843829685142,687.046012878418,0.5,2.819894510724291,0.0
TARGET,92301,raw,0,1597,0.4753844118950431,0.5306017351554717,0.7404813078187813,339.551513671875,1.0,3.045014270326605,0.0
TARGET,92301,raw,0,1598,1.0466160679994987,1.090273343130468,1.5917608371791838,729.9101219177246,0.5,2.467801720824694,0.0
TARGET,92301,raw,0,1599,0.4855799996702818,0.5362341925625409,0.7764065264491028,356.02520751953125,1.0,2.89820145967622,0.0
TARGET,92301,raw,0,1600,0.9160237989668125,0.967345874723344,1.431859148864946,656.5863800048828,0.5,2.8969867682110966,0.0
TARGET,92301,raw,0,1601,0.655873599176653,0.7025347513038844,1.0056742475593032,461.15710067749023,0.625,2.6398484853022457,0.0
TARGET,92301,raw,0,1602,0.3240078809088878,0.3650844628526167,0.48299433612617115,221.4795379638672,1.0,2.330020012065805,0.0
TARGET,92301,raw,0,1603,0.2530582254968401,0.286420659235737,0.37373802362382114,171.3794937133789,1.0,1.9067826893966995,0.0
TARGET,92301,raw,0,1604,0.4548289902848509,0.5031077032625406,0.7278938049445841,333.7794494628906,1.0,2.7154554109278393,0.0
TARGET,92301,raw,0,1605,0.26489936543748765,0.31490074291180176,0.2082760573634852,95.50605773925781,1.0,2.8282410628689663,0.0
TARGET,92301,raw,0,1606,0.29038410068415565,0.3267223564900731,0.3827363821286329,175.5057373046875,1.0,2.100942952967652,0.0
TARGET,92301,raw,0,1607,0.26167954875567456,0.3064274036856941,0.29703707290095427,136.20787811279297,1.0,2.5597486362745476,0.0
TARGET,92301,raw,0,1608,0.5942558697698921,0.6415654736664012,0.9418954627449141,431.9110107421875,1.0,2.7064253821808757,0.0
TARGET,92301,raw,0,1609,0.37306261219207937,0.4178383977806077,0.5022892585386534,230.32732391357422,1.0,2.546522545851556,0.0
TARGET,92301,raw,0,1610,0.40583289599278716,0.45146075749843334,0.6156334114981863,282.3018684387207,1.0,2.6042976194160294,0.0
TARGET,92301,raw,0,1611,0.29585989805108437,0.3266217049610113,0.3975161612239105,182.2830810546875,0.625,1.7740893495146892,0.0
TARGET,92301,raw,0,1612,0.3317339396315456,0.372183789228424,0.5052680831508988,231.69327926635742,1.0,2.3357435327651825,0.0
TARGET,92301,raw,0,1613,0.29418365471203156,0.32713780484653143,0.3998704073989406,183.36263275146484,0.75,1.9244721875876607,0.0
TARGET,92301,raw,0,1614,0.37979043071977103,0.4143461782356084,0.5193821382829088,238.16535186767578,0.875,2.044081200271397,0.0
TARGET,92301,raw,0,1615,0.1759893780484817,0.20232007858412807,0.24042720968778314,110.2491340637207,1.0,1.5727755211239767,0.0
TARGET,92301,raw,0,1616,0.35443804287900615,0.38748666684931377,0.5609601748576711,257.23117446899414,1.0,1.9329598956737133,0.0
TARGET,92301,raw,0,1617,1.154381215310826,1.1943884072586648,1.4962425632747645,686.1097259521484,0.5,2.312025799060092,0.0
TARGET,92301,raw,0,1618,0.45677727848467664,0.5162360288320753,0.6660432445634831,305.4175567626953,1.0,3.463675014233723,0.0
TARGET,92301,raw,0,1619,0.37837868849450634,0.43781470042001086,0.5072362219056585,232.5957794189453,1.0,3.407020777741951,0.0
TARGET,92301,raw,0,1620,0.2964097455129709,0.33918666089294575,0.38380507602355524,175.99579238891602,1.0,2.462072094016113,0.0
TARGET,92301,raw,0,1621,0.8659990462909382,0.9029170719381745,1.3115104817104561,601.3998794555664,0.625,2.1662978626621237,0.0
TARGET,92301,raw,0,1622,0.5691428157546875,0.6168023873759307,0.7438486689846588,341.0956344604492,0.875,2.7480078111611688,0.0
TARGET,92301,raw,0,1623,0.4859650748218468,0.531819033040022,0.729544334512295,334.5363082885742,0.875,2.6121234968073535,0.0
TARGET,92301,raw,0,1624,0.23895023107927038,0.2780900606185239,0.2572722928722905,117.9735336303711,1.0,2.2202733141065765,0.0
TARGET,92301,raw,0,1625,0.2366566514110271,0.27337076472556726,0.3460823818950368,158.69785690307617,1.0,2.1194526829777978,0.0
TARGET,92301,raw,0,1626,0.24201482724846096,0.28058869344532933,0.3065963865143833,140.59135055541992,1.0,2.236752346858948,0.0
TARGET,92301,raw,0,1627,0.20474367637285168,0.23107934640266237,0.2586160362067319,118.58971405029297,0.875,1.5872153712897068,0.0
TARGET,92301,raw,0,1628,0.16001109832129046,0.18761731872998993,0.19917737232325308,91.33380889892578,1.0,1.6503428405620018,0.0
TARGET,92301,raw,0,1629,0.22208122885982806,0.2435842698344932,0.29205399697256773,133.9228630065918,0.375,1.314277156463142,0.0
TARGET,92301,raw,0,1630,0.22249699446611534,0.2446554448099976,0.2941046763479278,134.86321258544922,0.25,1.3178381162303712,0.0
TARGET,92301,raw,0,1631,0.076179477453031,0.08655878393664761,0.12783971513253584,58.621559143066406,1.0,0.7137211428107468,0.0
TARGET,92301,raw,0,1632,0.40251757468538535,0.41792673781846,0.6353274688064336,291.33267974853516,0.75,0.9854428942358662,0.0
TARGET,92301,raw,0,1633,0.893972884154901,0.9275722592304573,1.2184211747887903,558.7132987976074,0.375,1.9428016958678445,0.0
TARGET,92301,raw,0,1634,0.3099629283150501,0.3449473867091207,0.45441499979868144,208.37433624267578,1.0,2.0385294409299655,0.0
TARGET,92301,raw,0,1635,0.18232021500463552,0.20808718106024315,0.25619788385880815,117.4808578491211,1.0,1.4975177335054357,0.0
TARGET,92301,raw,0,1636,0.17111992007793825,0.19534126495289644,0.23233896093654072,106.54022598266602,0.75,1.4289601528956435,0.0
TARGET,92301,raw,0,1637,0.19581565849189955,0.216092742592502,0.28060310805949845,128.67199897766113,0.75,1.2123724580200832,0.0
TARGET,92301,raw,0,1638,0.19686434988267415,0.23190466673861632,0.18755299587014054,86.00339126586914,1.0,2.0348792229901167,0.0
TARGET,92301,raw,0,1639,0.2781078056164348,0.3069639042244108,0.45134380156709053,206.96602249145508,1.0,1.6585665176576365,0.0
TARGET,92301,raw,0,1640,0.31384221249361083,0.33937587559258187,0.46631479172510726,213.83104705810547,0.75,1.4930764291872685,0.0
TARGET,92301,raw,0,1641,0.09849387333169259,0.10661179820091063,0.1333448176436275,61.145952224731445,0.5,0.509722469017735,0.0
TARGET,92301,raw,0,1642,0.11650214176807637,0.1312113130471489,0.16432167948284085,75.35055160522461,0.875,0.8802299324467995,0.0
