arm,seed,mode,group,crps,pinball,nmae,raw_mae,coverage,width,negative_mass,native_pinball
FULL9,92302,cal,1,0.11054720350025272,0.12147301356106288,0.16446350258540954,1.4126234083061504,0.9152113970588235,0.47732556353454214,0.2848725717138707,
FULL9,92302,cal,2,0.11114578097144594,0.12176058849997426,0.15814861411105868,2.0674012630764027,0.8600643382352942,0.467282177407857,0.2387408088235294,
FULL9,92302,cal,3,0.10459474127217354,0.1147375200971709,0.1527599384677939,0.9696850601522944,0.9156709558823529,0.4590635028615154,0.31170002723311546,
FULL9,92302,cal,4,0.11386441789675601,0.1252180849892194,0.16963381586794518,1.4685090351291257,0.9280790441176471,0.4917931737706999,0.30457119190268694,
FULL9,92302,cal,5,0.12321689355200852,0.13540701914259626,0.1805761774835848,2.5541264657671596,0.9032628676470589,0.5275030869326367,0.32139615105301383,
FULL9,92302,cal,6,0.10590352717080623,0.11618543813631665,0.1556455614414554,1.4157776622198393,0.9087775735294118,0.45735713220876195,0.30429318718228027,
FULL9,92302,cal,7,0.10553518881870885,0.11581453999470077,0.15270579104019966,1.3804338402286007,0.9175091911764706,0.4610734309037242,0.30567470043572986,
MEDIAN1,92301,raw,0,0.10708882401975728,0.11694581005305656,0.15632635455731814,1.4176778296417016,0.8492647058823529,0.5512877760868006,0.3826337826797386,
MEDIAN1,92301,raw,1,0.11190556955948337,0.12198823897012608,0.16560173393422392,1.4223999983831377,0.8499540441176471,0.5634090685393731,0.3585324754901961,
MEDIAN1,92301,raw,2,0.11231996242639082,0.12227496367737037,0.15936552219598374,2.0833093209873956,0.8391544117647058,0.5608007891501516,0.29784517973856206,
MEDIAN1,92301,raw,3,0.10587325567007708,0.11552761496077817,0.15474799828889085,0.9823048080164453,0.8513327205882353,0.5408289771395026,0.3836805555555555,
MEDIAN1,92301,raw,4,0.1153238328576754,0.12569919585051129,0.17132764981755547,1.4831724467035468,0.8540900735294118,0.5797501126055061,0.37382557189542487,
MEDIAN1,92301,raw,5,0.12515861495468686,0.13625932303362212,0.18268734562068203,2.5839874944354317,0.8483455882352942,0.6211945311585306,0.3897058823529412,
MEDIAN1,92301,raw,6,0.10713483557694349,0.11675877292408617,0.15783418190975573,1.4356857144726638,0.8550091911764706,0.5393898305230883,0.3661917892156862,
MEDIAN1,92301,raw,7,0.10758272730536207,0.11731636537894431,0.15600679764834824,1.4102743668888305,0.8409926470588235,0.5447132913347786,0.37671058006535946,
MEDIAN1,92301,cal,0,0.10708882401975728,0.11694581005305656,0.15632635455731814,1.4176778296417016,0.8492647058823529,0.5512877760868006,0.3826337826797386,
MEDIAN1,92301,cal,1,0.11190556955948337,0.12198823897012608,0.16560173393422392,1.4223999983831377,0.8499540441176471,0.5634090685393731,0.3585324754901961,
MEDIAN1,92301,cal,2,0.11231996242639082,0.12227496367737037,0.15936552219598374,2.0833093209873956,0.8391544117647058,0.5608007891501516,0.29784517973856206,
MEDIAN1,92301,cal,3,0.10587325567007708,0.11552761496077817,0.15474799828889085,0.9823048080164453,0.8513327205882353,0.5408289771395026,0.3836805555555555,
MEDIAN1,92301,cal,4,0.1153238328576754,0.12569919585051129,0.17132764981755547,1.4831724467035468,0.8540900735294118,0.5797501126055061,0.37382557189542487,
MEDIAN1,92301,cal,5,0.12515861495468686,0.13625932303362212,0.18268734562068203,2.5839874944354317,0.8483455882352942,0.6211945311585306,0.3897058823529412,
MEDIAN1,92301,cal,6,0.10713483557694349,0.11675877292408617,0.15783418190975573,1.4356857144726638,0.8550091911764706,0.5393898305230883,0.3661917892156862,
MEDIAN1,92301,cal,7,0.10758272730536207,0.11731636537894431,0.15600679764834824,1.4102743668888305,0.8409926470588235,0.5447132913347786,0.37671058006535946,
MEDIAN1,92302,raw,0,0.10675816726373884,0.11675057623791661,0.155240245824521,1.4078282283033545,0.9117647058823529,0.5600767296320708,0.38710171568627455,
MEDIAN1,92302,raw,1,0.11199320739575551,0.12217714054961816,0.16551918654513684,1.4216909755769473,0.9005055147058824,0.5704437046420049,0.34872855392156865,
MEDIAN1,92302,raw,2,0.11181139975013037,0.12171303745328614,0.1584568237063614,2.0714303398419682,0.8619025735294118,0.5598144049638458,0.2764246323529411,
MEDIAN1,92302,raw,3,0.10584707049633814,0.11564497049722346,0.1540808354929784,0.9780698115744813,0.9048713235294118,0.5500474514411119,0.388812295751634,
MEDIAN1,92302,raw,4,0.11557666626989761,0.12603178071435864,0.1710572276343207,1.480831419253638,0.9046415441176471,0.5855773376423558,0.3561070261437908,
MEDIAN1,92302,raw,5,0.12486831885923598,0.13612740938616624,0.18205423851635816,2.57503262766755,0.9028033088235294,0.6311642832970098,0.3887867647058823,
MEDIAN1,92302,raw,6,0.10711034951533369,0.11688802043566004,0.1570603559578505,1.4286468661623932,0.8979779411764706,0.5492373912192143,0.3750255310457517,
MEDIAN1,92302,raw,7,0.10703647356447898,0.11691634625181373,0.1548031018790034,1.3993931661038113,0.8995863970588235,0.5542762333367921,0.38472732843137253,
MEDIAN1,92302,cal,0,0.10675816726373884,0.11675057623791661,0.155240245824521,1.4078282283033545,0.9117647058823529,0.5600767296320708,0.38710171568627455,
MEDIAN1,92302,cal,1,0.11199320739575551,0.12217714054961816,0.16551918654513684,1.4216909755769473,0.9005055147058824,0.5704437046420049,0.34872855392156865,
MEDIAN1,92302,cal,2,0.11181139975013037,0.12171303745328614,0.1584568237063614,2.0714303398419682,0.8619025735294118,0.5598144049638458,0.2764246323529411,
MEDIAN1,92302,cal,3,0.10584707049633814,0.11564497049722346,0.1540808354929784,0.9780698115744813,0.9048713235294118,0.5500474514411119,0.388812295751634,
MEDIAN1,92302,cal,4,0.11557666626989761,0.12603178071435864,0.1710572276343207,1.480831419253638,0.9046415441176471,0.5855773376423558,0.3561070261437908,
MEDIAN1,92302,cal,5,0.12486831885923598,0.13612740938616624,0.18205423851635816,2.57503262766755,0.9028033088235294,0.6311642832970098,0.3887867647058823,
MEDIAN1,92302,cal,6,0.10711034951533369,0.11688802043566004,0.1570603559578505,1.4286468661623932,0.8979779411764706,0.5492373912192143,0.3750255310457517,
MEDIAN1,92302,cal,7,0.10703647356447898,0.11691634625181373,0.1548031018790034,1.3993931661038113,0.8995863970588235,0.5542762333367921,0.38472732843137253,
FIXED3,92301,raw,0,0.10516993443377999,0.11534501977308698,0.15334211084203467,1.3906145992261694,0.8933823529411765,0.48236281631100203,0.36473651960784315,
FIXED3,92301,raw,1,0.11072503600955956,0.12148237572814174,0.1644227319414906,1.4122732177467483,0.8956801470588235,0.492963921881842,0.33988630174291934,
FIXED3,92301,raw,2,0.1111493275936229,0.12135941739587057,0.15757028451489014,2.059841036612745,0.8414522058823529,0.4848880228572759,0.27358217592592593,
FIXED3,92301,raw,3,0.1043269585754407,0.11435836161204667,0.15234543622768065,0.9670538949811838,0.8853400735294118,0.47463186935071133,0.36836192810457513,
FIXED3,92301,raw,4,0.1143204494224187,0.12545045996082127,0.17025267156839827,1.473866429130473,0.9032628676470589,0.5083038930678232,0.3605834694989107,
FIXED3,92301,raw,5,0.12315323753855492,0.1350950598364606,0.1799457239761042,2.5452091323108212,0.8660386029411765,0.5453495140016996,0.3759191176470588,
FIXED3,92301,raw,6,0.10573562158511308,0.11575558075653358,0.1552954569487522,1.4125930540908218,0.8862591911764706,0.47295962978566153,0.35871119281045755,
FIXED3,92301,raw,7,0.1054010294079479,0.11551493031101998,0.1528766844578648,1.3819786870560218,0.8887867647058824,0.47670202837593956,0.35640488834422657,
FIXED3,92301,cal,0,0.10516993443377999,0.11534501977308698,0.15334211084203467,1.3906145992261694,0.8933823529411765,0.48236281631100203,0.36473651960784315,
FIXED3,92301,cal,1,0.11072503600955956,0.12148237572814174,0.1644227319414906,1.4122732177467483,0.8956801470588235,0.492963921881842,0.33988630174291934,
FIXED3,92301,cal,2,0.1111493275936229,0.12135941739587057,0.15757028451489014,2.059841036612745,0.8414522058823529,0.4848880228572759,0.27358217592592593,
FIXED3,92301,cal,3,0.1043269585754407,0.11435836161204667,0.15234543622768065,0.9670538949811838,0.8853400735294118,0.47463186935071133,0.36836192810457513,
FIXED3,92301,cal,4,0.1143204494224187,0.12545045996082127,0.17025267156839827,1.473866429130473,0.9032628676470589,0.5083038930678232,0.3605834694989107,
FIXED3,92301,cal,5,0.12315323753855492,0.1350950598364606,0.1799457239761042,2.5452091323108212,0.8660386029411765,0.5453495140016996,0.3759191176470588,
FIXED3,92301,cal,6,0.10573562158511308,0.11575558075653358,0.1552954569487522,1.4125930540908218,0.8862591911764706,0.47295962978566153,0.35871119281045755,
FIXED3,92301,cal,7,0.1054010294079479,0.11551493031101998,0.1528766844578648,1.3819786870560218,0.8887867647058824,0.47670202837593956,0.35640488834422657,
FIXED3,92302,raw,0,0.10538145659505523,0.11549322031698446,0.15396457748943995,1.396259566565277,0.9117647058823529,0.4785929141030099,0.31141918572984745,
FIXED3,92302,raw,1,0.11055891161555541,0.12131207733576851,0.1650361335669109,1.4175418973087182,0.9113051470588235,0.488887796228425,0.28253506263616546,
FIXED3,92302,raw,2,0.11112471319032464,0.12148613897773161,0.15804762833522437,2.0660811242836217,0.8559283088235294,0.4798901079498439,0.23965992647058823,
FIXED3,92302,raw,3,0.10462610152457578,0.11447715149717416,0.1527660029978294,0.969723556398308,0.9067095588235294,0.47104354680067795,0.31111281318082784,
FIXED3,92302,raw,4,0.1138803765205279,0.12489373983799287,0.16995159977676194,1.471260069991652,0.9271599264705882,0.5034879716606077,0.30269607843137253,
FIXED3,92302,raw,5,0.12324811688204675,0.13502410758424357,0.18064911507728731,2.555158118120316,0.8952205882352942,0.5419520220157845,0.3215720315904139,
FIXED3,92302,raw,6,0.10591148363271718,0.11585186550030072,0.15553892198081634,1.4148076521219883,0.9055606617647058,0.468986399269741,0.3052236519607843,
FIXED3,92302,raw,7,0.10554240826620136,0.11563706166760626,0.15344784435078382,1.387141873330727,0.9108455882352942,0.4735984312863447,0.3053087554466231,
FIXED3,92302,cal,0,0.10538145659505523,0.11549322031698446,0.15396457748943995,1.396259566565277,0.9117647058823529,0.4785929141030099,0.31141918572984745,
FIXED3,92302,cal,1,0.11055891161555541,0.12131207733576851,0.1650361335669109,1.4175418973087182,0.9113051470588235,0.488887796228425,0.28253506263616546,
FIXED3,92302,cal,2,0.11112471319032464,0.12148613897773161,0.15804762833522437,2.0660811242836217,0.8559283088235294,0.4798901079498439,0.23965992647058823,
FIXED3,92302,cal,3,0.10462610152457578,0.11447715149717416,0.1527660029978294,0.969723556398308,0.9067095588235294,0.47104354680067795,0.31111281318082784,
FIXED3,92302,cal,4,0.1138803765205279,0.12489373983799287,0.16995159977676194,1.471260069991652,0.9271599264705882,0.5034879716606077,0.30269607843137253,
FIXED3,92302,cal,5,0.12324811688204675,0.13502410758424357,0.18064911507728731,2.555158118120316,0.8952205882352942,0.5419520220157845,0.3215720315904139,
FIXED3,92302,cal,6,0.10591148363271718,0.11585186550030072,0.15553892198081634,1.4148076521219883,0.9055606617647058,0.468986399269741,0.3052236519607843,
FIXED3,92302,cal,7,0.10554240826620136,0.11563706166760626,0.15344784435078382,1.387141873330727,0.9108455882352942,0.4735984312863447,0.3053087554466231,
MEDOID3,92301,raw,0,0.10523937772291647,0.11561253628205806,0.15371290593281484,1.3939772310807124,0.8947610294117647,0.4760476464517294,0.3658173335739272,
MEDOID3,92301,raw,1,0.1107649125957602,0.12157751617919346,0.16392951534396943,1.4080368412858875,0.8954503676470589,0.4900434107233866,0.3408366238322507,
MEDOID3,92301,raw,2,0.11124110340481204,0.12193558520279733,0.15877778881097415,2.075626163285693,0.8524816176470589,0.47384559642723945,0.2802684725888137,
MEDOID3,92301,raw,3,0.10432885499897068,0.11464924018131424,0.15229435842390915,0.9667296647954465,0.87890625,0.4662296413872864,0.3703902273928225,
MEDOID3,92301,raw,4,0.11437390826125257,0.12568941026442237,0.17013816406213522,1.4728751450125213,0.9014246323529411,0.5055371072205305,0.36181179641764544,
MEDOID3,92301,raw,5,0.12320186261986178,0.13531897111122954,0.17996496844915708,2.545481332213539,0.8596047794117647,0.5372733321187534,0.37946225891104757,
MEDOID3,92301,raw,6,0.10577621203998554,0.1164023388686296,0.1558248145100347,1.417408177655221,0.8761488970588235,0.46361147456799295,0.3604671609336538,
MEDOID3,92301,raw,7,0.1055041777155136,0.11605813089103244,0.1537750249222246,1.390099528895756,0.8832720588235294,0.46916053559609616,0.3578261160924534,
MEDOID3,92301,cal,0,0.10523937772291647,0.11561253628205806,0.15371290593281484,1.3939772310807124,0.8947610294117647,0.4760476464517294,0.3658173335739272,
MEDOID3,92301,cal,1,0.1107649125957602,0.12157751617919346,0.16392951534396943,1.4080368412858875,0.8954503676470589,0.4900434107233866,0.3408366238322507,
MEDOID3,92301,cal,2,0.11124110340481204,0.12193558520279733,0.15877778881097415,2.075626163285693,0.8524816176470589,0.47384559642723945,0.2802684725888137,
MEDOID3,92301,cal,3,0.10432885499897068,0.11464924018131424,0.15229435842390915,0.9667296647954465,0.87890625,0.4662296413872864,0.3703902273928225,
MEDOID3,92301,cal,4,0.11437390826125257,0.12568941026442237,0.17013816406213522,1.4728751450125213,0.9014246323529411,0.5055371072205305,0.36181179641764544,
MEDOID3,92301,cal,5,0.12320186261986178,0.13531897111122954,0.17996496844915708,2.545481332213539,0.8596047794117647,0.5372733321187534,0.37946225891104757,
MEDOID3,92301,cal,6,0.10577621203998554,0.1164023388686296,0.1558248145100347,1.417408177655221,0.8761488970588235,0.46361147456799295,0.3604671609336538,
MEDOID3,92301,cal,7,0.1055041777155136,0.11605813089103244,0.1537750249222246,1.390099528895756,0.8832720588235294,0.46916053559609616,0.3578261160924534,
MEDOID3,92302,raw,0,0.10544599754676212,0.11575209833969274,0.1545262963598048,1.401353630143122,0.9113051470588235,0.4721339805437322,0.3127269421584866,
MEDOID3,92302,raw,1,0.1105882737964903,0.12143969290946378,0.16498108796778116,1.4170690951329614,0.9113051470588235,0.4864456407409948,0.28368112264572304,
MEDOID3,92302,raw,2,0.11122351805110772,0.12200785976039788,0.15882882543202623,2.0762933406455404,0.8582261029411765,0.47078460118455573,0.24316618937638482,
MEDOID3,92302,raw,3,0.10461101957379948,0.11485171652232262,0.1531226349274355,0.9719873741085072,0.8998161764705882,0.4627476187808202,0.3141765379155608,
MEDOID3,92302,raw,4,0.1139408160531594,0.12511016966439664,0.16992940065780934,1.471067893646464,0.9271599264705882,0.5010589290281112,0.3040832651378387,
MEDOID3,92302,raw,5,0.12329144984122274,0.13541976049979682,0.18103491088780466,2.560614935867574,0.8835018382352942,0.5336540306623875,0.32560309926677133,
MEDOID3,92302,raw,6,0.10589510357806121,0.11643133377954384,0.15628861476475484,1.4216269811616205,0.8917738970588235,0.46026554551161925,0.30689167954107677,
MEDOID3,92302,raw,7,0.10564216531787343,0.11621799596611011,0.1547375398209528,1.3988004964810576,0.9016544117647058,0.465609585279077,0.3069824566865123,
MEDOID3,92302,cal,0,0.10544599754676212,0.11575209833969274,0.1545262963598048,1.401353630143122,0.9113051470588235,0.4721339805437322,0.3127269421584866,
MEDOID3,92302,cal,1,0.1105882737964903,0.12143969290946378,0.16498108796778116,1.4170690951329614,0.9113051470588235,0.4864456407409948,0.28368112264572304,
MEDOID3,92302,cal,2,0.11122351805110772,0.12200785976039788,0.15882882543202623,2.0762933406455404,0.8582261029411765,0.47078460118455573,0.24316618937638482,
MEDOID3,92302,cal,3,0.10461101957379948,0.11485171652232262,0.1531226349274355,0.9719873741085072,0.8998161764705882,0.4627476187808202,0.3141765379155608,
MEDOID3,92302,cal,4,0.1139408160531594,0.12511016966439664,0.16992940065780934,1.471067893646464,0.9271599264705882,0.5010589290281112,0.3040832651378387,
MEDOID3,92302,cal,5,0.12329144984122274,0.13541976049979682,0.18103491088780466,2.560614935867574,0.8835018382352942,0.5336540306623875,0.32560309926677133,
MEDOID3,92302,cal,6,0.10589510357806121,0.11643133377954384,0.15628861476475484,1.4216269811616205,0.8917738970588235,0.46026554551161925,0.30689167954107677,
MEDOID3,92302,cal,7,0.10564216531787343,0.11621799596611011,0.1547375398209528,1.3988004964810576,0.9016544117647058,0.465609585279077,0.3069824566865123,
GLOBAL3,92301,raw,0,0.10516335014775083,0.11533683803093304,0.15350810708066587,1.3921199703964864,0.8800551470588235,0.48058036214149147,0.3669577205882352,
GLOBAL3,92301,raw,1,0.11053974062976374,0.1213530440966766,0.16436546471907287,1.4117813334219937,0.8800551470588235,0.49072587282474356,0.34148624727668836,
GLOBAL3,92301,raw,2,0.11099955135782179,0.12116953162837817,0.1578499352591974,2.0634967771657102,0.8290441176470589,0.4833584494284628,0.26960784313725483,
GLOBAL3,92301,raw,3,0.10430075359432937,0.11438622054526411,0.15265279225412778,0.969004920557542,0.8699448529411765,0.47234589465663357,0.3700129357298474,
GLOBAL3,92301,raw,4,0.11406702013831754,0.12525364325883992,0.17030602662180014,1.4743283203966069,0.8920036764705882,0.5056866745483981,0.3624131944444444,
GLOBAL3,92301,raw,5,0.12317091241419019,0.1351853294497385,0.18042907408114012,2.552045788799553,0.8552389705882353,0.543135090434547,0.377791394335512,
GLOBAL3,92301,raw,6,0.10571051790877901,0.11577520753146754,0.15550496048467774,1.4144987327595384,0.8761488970588235,0.4711221274328487,0.3597749863834422,
GLOBAL3,92301,raw,7,0.10539669244599124,0.11556275803664419,0.1531259364764817,1.3842318820324555,0.8756893382352942,0.47474580979600206,0.35745166122004346,
GLOBAL3,92301,cal,0,0.10516335014775083,0.11533683803093304,0.15350810708066587,1.3921199703964864,0.8800551470588235,0.48058036214149147,0.3669577205882352,
GLOBAL3,92301,cal,1,0.11053974062976374,0.1213530440966766,0.16436546471907287,1.4117813334219937,0.8800551470588235,0.49072587282474356,0.34148624727668836,
GLOBAL3,92301,cal,2,0.11099955135782179,0.12116953162837817,0.1578499352591974,2.0634967771657102,0.8290441176470589,0.4833584494284628,0.26960784313725483,
GLOBAL3,92301,cal,3,0.10430075359432937,0.11438622054526411,0.15265279225412778,0.969004920557542,0.8699448529411765,0.47234589465663357,0.3700129357298474,
GLOBAL3,92301,cal,4,0.11406702013831754,0.12525364325883992,0.17030602662180014,1.4743283203966069,0.8920036764705882,0.5056866745483981,0.3624131944444444,
GLOBAL3,92301,cal,5,0.12317091241419019,0.1351853294497385,0.18042907408114012,2.552045788799553,0.8552389705882353,0.543135090434547,0.377791394335512,
GLOBAL3,92301,cal,6,0.10571051790877901,0.11577520753146754,0.15550496048467774,1.4144987327595384,0.8761488970588235,0.4711221274328487,0.3597749863834422,
GLOBAL3,92301,cal,7,0.10539669244599124,0.11556275803664419,0.1531259364764817,1.3842318820324555,0.8756893382352942,0.47474580979600206,0.35745166122004346,
GLOBAL3,92302,raw,0,0.1054331231187961,0.11554715599777983,0.15418641150393875,1.3982713141372454,0.8998161764705882,0.4762986776085956,0.3122361791938997,
GLOBAL3,92302,raw,1,0.11045846795137247,0.12127962748551659,0.16500477737342215,1.4172725701192737,0.9002757352941176,0.4861271231441967,0.2814627587145969,
GLOBAL3,92302,raw,2,0.11106961417205582,0.12132958381345045,0.15801137995966125,2.0656072665906855,0.8416819852941176,0.4769179146549356,0.23520901416122006,
GLOBAL3,92302,raw,3,0.10464534992256999,0.11462170597295161,0.15324637613945236,0.9727728549474063,0.8954503676470589,0.46821938883600617,0.3115638616557734,
GLOBAL3,92302,raw,4,0.11370082556332396,0.12478620122785336,0.16992850595967737,1.4710601483022723,0.9145220588235294,0.5002210897580834,0.3028492647058823,
GLOBAL3,92302,raw,5,0.12334357851478608,0.13515712822091996,0.18098926488325434,2.559969304367876,0.8832720588235294,0.5394007259662267,0.3227719907407407,
GLOBAL3,92302,raw,6,0.10590944521745371,0.11590833152570698,0.15572733994450966,1.4165215329528162,0.8947610294117647,0.46684519521069673,0.305240672657952,
GLOBAL3,92302,raw,7,0.10559106010035717,0.11567625993190432,0.1536090922863702,1.3885995266746785,0.9007352941176471,0.47087990359454907,0.3055640659041394,
GLOBAL3,92302,cal,0,0.1054331231187961,0.11554715599777983,0.15418641150393875,1.3982713141372454,0.8998161764705882,0.4762986776085956,0.3122361791938997,
GLOBAL3,92302,cal,1,0.11045846795137247,0.12127962748551659,0.16500477737342215,1.4172725701192737,0.9002757352941176,0.4861271231441967,0.2814627587145969,
GLOBAL3,92302,cal,2,0.11106961417205582,0.12132958381345045,0.15801137995966125,2.0656072665906855,0.8416819852941176,0.4769179146549356,0.23520901416122006,
GLOBAL3,92302,cal,3,0.10464534992256999,0.11462170597295161,0.15324637613945236,0.9727728549474063,0.8954503676470589,0.46821938883600617,0.3115638616557734,
GLOBAL3,92302,cal,4,0.11370082556332396,0.12478620122785336,0.16992850595967737,1.4710601483022723,0.9145220588235294,0.5002210897580834,0.3028492647058823,
GLOBAL3,92302,cal,5,0.12334357851478608,0.13515712822091996,0.18098926488325434,2.559969304367876,0.8832720588235294,0.5394007259662267,0.3227719907407407,
GLOBAL3,92302,cal,6,0.10590944521745371,0.11590833152570698,0.15572733994450966,1.4165215329528162,0.8947610294117647,0.46684519521069673,0.305240672657952,
GLOBAL3,92302,cal,7,0.10559106010035717,0.11567625993190432,0.1536090922863702,1.3885995266746785,0.9007352941176471,0.47087990359454907,0.3055640659041394,
CONTEXT3,92301,raw,0,0.10516335014775083,0.11533683803093304,0.15350810708066587,1.3921199703964864,0.8800551470588235,0.48058036214149147,0.3669577205882352,
CONTEXT3,92301,raw,1,0.11053974062976374,0.1213530440966766,0.16436546471907287,1.4117813334219937,0.8800551470588235,0.49072587282474356,0.34148624727668836,
CONTEXT3,92301,raw,2,0.11099955135782179,0.12116953162837817,0.1578499352591974,2.0634967771657102,0.8290441176470589,0.4833584494284628,0.26960784313725483,
CONTEXT3,92301,raw,3,0.10430075359432937,0.11438622054526411,0.15265279225412778,0.969004920557542,0.8699448529411765,0.47234589465663357,0.3700129357298474,
CONTEXT3,92301,raw,4,0.11406702013831754,0.12525364325883992,0.17030602662180014,1.4743283203966069,0.8920036764705882,0.5056866745483981,0.3624131944444444,
CONTEXT3,92301,raw,5,0.12317091241419019,0.1351853294497385,0.18042907408114012,2.552045788799553,0.8552389705882353,0.543135090434547,0.377791394335512,
CONTEXT3,92301,raw,6,0.10571051790877901,0.11577520753146754,0.15550496048467774,1.4144987327595384,0.8761488970588235,0.4711221274328487,0.3597749863834422,
CONTEXT3,92301,raw,7,0.10539669244599124,0.11556275803664419,0.1531259364764817,1.3842318820324555,0.8756893382352942,0.47474580979600206,0.35745166122004346,
CONTEXT3,92301,cal,0,0.10516335014775083,0.11533683803093304,0.15350810708066587,1.3921199703964864,0.8800551470588235,0.48058036214149147,0.3669577205882352,
CONTEXT3,92301,cal,1,0.11053974062976374,0.1213530440966766,0.16436546471907287,1.4117813334219937,0.8800551470588235,0.49072587282474356,0.34148624727668836,
CONTEXT3,92301,cal,2,0.11099955135782179,0.12116953162837817,0.1578499352591974,2.0634967771657102,0.8290441176470589,0.4833584494284628,0.26960784313725483,
CONTEXT3,92301,cal,3,0.10430075359432937,0.11438622054526411,0.15265279225412778,0.969004920557542,0.8699448529411765,0.47234589465663357,0.3700129357298474,
CONTEXT3,92301,cal,4,0.11406702013831754,0.12525364325883992,0.17030602662180014,1.4743283203966069,0.8920036764705882,0.5056866745483981,0.3624131944444444,
CONTEXT3,92301,cal,5,0.12317091241419019,0.1351853294497385,0.18042907408114012,2.552045788799553,0.8552389705882353,0.543135090434547,0.377791394335512,
CONTEXT3,92301,cal,6,0.10571051790877901,0.11577520753146754,0.15550496048467774,1.4144987327595384,0.8761488970588235,0.4711221274328487,0.3597749863834422,
CONTEXT3,92301,cal,7,0.10539669244599124,0.11556275803664419,0.1531259364764817,1.3842318820324555,0.8756893382352942,0.47474580979600206,0.35745166122004346,
CONTEXT3,92302,raw,0,0.1054331231187961,0.11554715599777983,0.15418641150393875,1.3982713141372454,0.8998161764705882,0.4762986776085956,0.3122361791938997,
