arm,seed,mode,group,crps,pinball,nmae,raw_mae,coverage,width,negative_mass,native_pinball
CONTEXT3,92302,raw,1,0.11045846795137247,0.12127962748551659,0.16500477737342215,1.4172725701192737,0.9002757352941176,0.4861271231441967,0.2814627587145969,
CONTEXT3,92302,raw,2,0.11106961417205582,0.12132958381345045,0.15801137995966125,2.0656072665906855,0.8416819852941176,0.4769179146549356,0.23520901416122006,
CONTEXT3,92302,raw,3,0.10464534992256999,0.11462170597295161,0.15324637613945236,0.9727728549474063,0.8954503676470589,0.46821938883600617,0.3115638616557734,
CONTEXT3,92302,raw,4,0.11370082556332396,0.12478620122785336,0.16992850595967737,1.4710601483022723,0.9145220588235294,0.5002210897580834,0.3028492647058823,
CONTEXT3,92302,raw,5,0.12334357851478608,0.13515712822091996,0.18098926488325434,2.559969304367876,0.8832720588235294,0.5394007259662267,0.3227719907407407,
CONTEXT3,92302,raw,6,0.10590944521745371,0.11590833152570698,0.15572733994450966,1.4165215329528162,0.8947610294117647,0.46684519521069673,0.305240672657952,
CONTEXT3,92302,raw,7,0.10559106010035717,0.11567625993190432,0.1536090922863702,1.3885995266746785,0.9007352941176471,0.47087990359454907,0.3055640659041394,
CONTEXT3,92302,cal,0,0.1054331231187961,0.11554715599777983,0.15418641150393875,1.3982713141372454,0.8998161764705882,0.4762986776085956,0.3122361791938997,
CONTEXT3,92302,cal,1,0.11045846795137247,0.12127962748551659,0.16500477737342215,1.4172725701192737,0.9002757352941176,0.4861271231441967,0.2814627587145969,
CONTEXT3,92302,cal,2,0.11106961417205582,0.12132958381345045,0.15801137995966125,2.0656072665906855,0.8416819852941176,0.4769179146549356,0.23520901416122006,
CONTEXT3,92302,cal,3,0.10464534992256999,0.11462170597295161,0.15324637613945236,0.9727728549474063,0.8954503676470589,0.46821938883600617,0.3115638616557734,
CONTEXT3,92302,cal,4,0.11370082556332396,0.12478620122785336,0.16992850595967737,1.4710601483022723,0.9145220588235294,0.5002210897580834,0.3028492647058823,
CONTEXT3,92302,cal,5,0.12334357851478608,0.13515712822091996,0.18098926488325434,2.559969304367876,0.8832720588235294,0.5394007259662267,0.3227719907407407,
CONTEXT3,92302,cal,6,0.10590944521745371,0.11590833152570698,0.15572733994450966,1.4165215329528162,0.8947610294117647,0.46684519521069673,0.305240672657952,
CONTEXT3,92302,cal,7,0.10559106010035717,0.11567625993190432,0.1536090922863702,1.3885995266746785,0.9007352941176471,0.47087990359454907,0.3055640659041394,
F0_NATIVE,0,raw,0,0.1110882230328362,0.12219878676689817,0.1624106241759809,1.4728542851559776,0.8619025735294118,0.41969904154891735,0.4155971995279593,0.12219878676689817
F0_NATIVE,0,raw,1,0.11352940635834087,0.12489227978017041,0.16799172700309095,1.4429283229153096,0.8736213235294118,0.4332731421449725,0.40276075708061,0.12489227978017041
F0_NATIVE,0,raw,2,0.11422115862679164,0.12518982906435255,0.16394761055454984,2.143208772609368,0.8591452205882353,0.43196692087355393,0.3412649782135076,0.12518982906435255
F0_NATIVE,0,raw,3,0.11006000891363546,0.12101266579186334,0.161419418085311,1.024653451066971,0.8639705882352942,0.4134903205445233,0.42070624546114743,0.12101266579186334
F0_NATIVE,0,raw,4,0.11681031547969556,0.1286660409234503,0.17399729456719268,1.506283389621197,0.8763786764705882,0.445805545301362,0.4214665032679738,0.1286660409234503
F0_NATIVE,0,raw,5,0.1300678650414451,0.14314983491721578,0.19053791787101107,2.695028466923652,0.8386948529411765,0.4780873026196713,0.425083401416122,0.14314983491721578
F0_NATIVE,0,raw,6,0.11099660900143647,0.12210200856032083,0.1633022978303206,1.4854245975032374,0.8639705882352942,0.41129061104809705,0.4175262118736383,0.12210200856032083
F0_NATIVE,0,raw,7,0.11104797939657417,0.12204174866733408,0.16201841223155886,1.4646183190634474,0.8621323529411765,0.4152327815521043,0.4121703658315178,0.12204174866733408
F0_NATIVE,0,cal,0,0.1110882230328362,0.12219878676689817,0.1624106241759809,1.4728542851559776,0.8619025735294118,0.41969904154891735,0.4155971995279593,0.12219878676689817
F0_NATIVE,0,cal,1,0.11352940635834087,0.12489227978017041,0.16799172700309095,1.4429283229153096,0.8736213235294118,0.4332731421449725,0.40276075708061,0.12489227978017041
F0_NATIVE,0,cal,2,0.11422115862679164,0.12518982906435255,0.16394761055454984,2.143208772609368,0.8591452205882353,0.43196692087355393,0.3412649782135076,0.12518982906435255
F0_NATIVE,0,cal,3,0.11006000891363546,0.12101266579186334,0.161419418085311,1.024653451066971,0.8639705882352942,0.4134903205445233,0.42070624546114743,0.12101266579186334
F0_NATIVE,0,cal,4,0.11681031547969556,0.1286660409234503,0.17399729456719268,1.506283389621197,0.8763786764705882,0.445805545301362,0.4214665032679738,0.1286660409234503
F0_NATIVE,0,cal,5,0.1300678650414451,0.14314983491721578,0.19053791787101107,2.695028466923652,0.8386948529411765,0.4780873026196713,0.425083401416122,0.14314983491721578
F0_NATIVE,0,cal,6,0.11099660900143647,0.12210200856032083,0.1633022978303206,1.4854245975032374,0.8639705882352942,0.41129061104809705,0.4175262118736383,0.12210200856032083
F0_NATIVE,0,cal,7,0.11104797939657417,0.12204174866733408,0.16201841223155886,1.4646183190634474,0.8621323529411765,0.4152327815521043,0.4121703658315178,0.12204174866733408
F0_MEDIAN,0,raw,0,0.1156867492016949,0.12298808111712413,0.16075770035428255,1.457864404129556,0.8393841911764706,0.42049932517301725,0.43387459150326796,
F0_MEDIAN,0,raw,1,0.11872306762228566,0.12631967423634277,0.1684654363615751,1.446997146198341,0.8600643382352942,0.4351263986515431,0.4163092320261438,
F0_MEDIAN,0,raw,2,0.11877103735815216,0.12605300669668984,0.16200978817277456,2.117876546574895,0.83203125,0.42358004348632533,0.34558823529411764,
F0_MEDIAN,0,raw,3,0.11488236349544964,0.12197570600097771,0.159827684809451,1.0145494932307082,0.8391544117647058,0.4102596729757865,0.44094669117647056,
F0_MEDIAN,0,raw,4,0.12169324909464146,0.1294927834160859,0.17337460993799378,1.500892848829929,0.8616727941176471,0.44633127392760374,0.4376787173202614,
F0_MEDIAN,0,raw,5,0.13516245031862667,0.14353317516028447,0.18845372912352565,2.66554904325997,0.8258272058823529,0.4817601436841497,0.445516748366013,
F0_MEDIAN,0,raw,6,0.11570654535969695,0.12275467244707082,0.16054436293261287,1.4603379674325183,0.8352481617647058,0.4084301535691463,0.43992544934640515,
F0_MEDIAN,0,raw,7,0.11594554619424387,0.12313554484692148,0.16068639469168447,1.4525771117503823,0.8478860294117647,0.41465045627498787,0.42828329248366015,
F0_MEDIAN,0,cal,0,0.1099411095064174,0.12089310737956127,0.16075770035428255,1.457864404129556,0.9634650735294118,0.6307489877595258,0.4355851715686274,
F0_MEDIAN,0,cal,1,0.11291062237198883,0.12430553229307449,0.1684654363615751,1.446997146198341,0.97265625,0.6526895979773147,0.4295087826797386,
F0_MEDIAN,0,cal,2,0.11317664929727858,0.12409960330508506,0.16200978817277456,2.117876546574895,0.9441636029411765,0.6353700652294879,0.3547283496732026,
F0_MEDIAN,0,cal,3,0.10907321585934882,0.11971322961764086,0.159827684809451,1.0145494932307082,0.9547334558823529,0.6153895094636797,0.43977226307189543,
F0_MEDIAN,0,cal,4,0.11568106099962322,0.12738036248178983,0.17337460993799378,1.500892848829929,0.9744944852941176,0.6694969108914057,0.4480953839869281,
F0_MEDIAN,0,cal,5,0.12760916873961178,0.14016525600209848,0.18845372912352565,2.66554904325997,0.9664522058823529,0.7226402155262245,0.4462316176470588,
F0_MEDIAN,0,cal,6,0.10931219644671304,0.11988438707777387,0.16054436293261287,1.4603379674325183,0.9588694852941176,0.6126452303537193,0.4367851307189542,
F0_MEDIAN,0,cal,7,0.11004417236800446,0.12082917034702083,0.16068639469168447,1.4525771117503823,0.9600183823529411,0.6219756844124819,0.4309129901960784,
CHRONOS2,0,raw,0,0.1105786180729703,0.11974457821573177,0.16160300833287056,1.4655302541000044,0.8501838235294118,0.5100129999421681,0.09620098039215685,
CHRONOS2,0,raw,1,0.11579524573797564,0.12505804686808183,0.1693812760147519,1.454863551279071,0.8841911764705882,0.5117349408748365,0.12436172385620914,
CHRONOS2,0,raw,2,0.11248890062771666,0.12214978909267844,0.16006115871882345,2.0924030448498825,0.9175091911764706,0.5418690307044851,0.11190257352941177,
CHRONOS2,0,raw,3,0.11245969360082442,0.12144488951345757,0.16507516269960826,1.0478592795830883,0.8478860294117647,0.5045081254191535,0.10564746732026145,
CHRONOS2,0,raw,4,0.11842724365661196,0.12790043215915442,0.17481595106726766,1.5133704462960476,0.8892463235294118,0.5253435226544523,0.1270680147058824,
CHRONOS2,0,raw,5,0.13139126897156253,0.14163771074831402,0.18935420479727016,2.6782856554872363,0.7973345588235294,0.57568489013132,0.09083946078431372,
CHRONOS2,0,raw,6,0.11846772003722915,0.12740135404100433,0.17265279117786417,1.570478225050251,0.8329503676470589,0.502579804649528,0.10059232026143793,
CHRONOS2,0,raw,7,0.11121079219444037,0.1200370852478267,0.15967411651848162,1.4434262928030768,0.8575367647058824,0.4967080482229978,0.10827716503267974,
CHRONOS2,0,cal,0,0.1105786180729703,0.11974457821573177,0.16160300833287056,1.4655302541000044,0.8501838235294118,0.5100129999421681,0.09620098039215685,
CHRONOS2,0,cal,1,0.11579524573797564,0.12505804686808183,0.1693812760147519,1.454863551279071,0.8841911764705882,0.5117349408748365,0.12436172385620914,
CHRONOS2,0,cal,2,0.11248890062771666,0.12214978909267844,0.16006115871882345,2.0924030448498825,0.9175091911764706,0.5418690307044851,0.11190257352941177,
CHRONOS2,0,cal,3,0.11245969360082442,0.12144488951345757,0.16507516269960826,1.0478592795830883,0.8478860294117647,0.5045081254191535,0.10564746732026145,
CHRONOS2,0,cal,4,0.11842724365661196,0.12790043215915442,0.17481595106726766,1.5133704462960476,0.8892463235294118,0.5253435226544523,0.1270680147058824,
CHRONOS2,0,cal,5,0.13139126897156253,0.14163771074831402,0.18935420479727016,2.6782856554872363,0.7973345588235294,0.57568489013132,0.09083946078431372,
CHRONOS2,0,cal,6,0.11846772003722915,0.12740135404100433,0.17265279117786417,1.570478225050251,0.8329503676470589,0.502579804649528,0.10059232026143793,
CHRONOS2,0,cal,7,0.11121079219444037,0.1200370852478267,0.15967411651848162,1.4434262928030768,0.8575367647058824,0.4967080482229978,0.10827716503267974,
