arm,condition,series,tau,extension,qs,qs_ref,gap,exceed_rate,sel_choice
F0,phi0.5_t6_gon,9,0.995,EVT-S,0.014112116062945759,0.013504750058803042,0.04497424991192678,0.0,LIN
F0,phi0.5_t6_gon,9,0.995,SEL,0.014954244528752889,0.013504750058803042,0.10733219523785253,0.015,LIN
F0,phi0.5_t6_gon,9,0.999,CLAMP,0.011625280450827433,0.003809745933938383,2.051458194958849,0.03,LIN
F0,phi0.5_t6_gon,9,0.999,LIN,0.0026579686593115183,0.003809745933938383,-0.30232390679034005,0.0,LIN
F0,phi0.5_t6_gon,9,0.999,EVT-S,0.0038812973689876995,0.003809745933938383,0.01878115661517321,0.0,LIN
F0,phi0.5_t6_gon,9,0.999,SEL,0.0026579686593115183,0.003809745933938383,-0.30232390679034005,0.0,LIN
F0,phi0.5_t6_gon,10,0.9,NONE,0.20265420999107936,0.19988381190616014,0.01386004228406379,0.08,LIN
F0,phi0.5_t6_gon,10,0.95,NONE,0.1365248938567182,0.13641331312859617,0.0008179606928602201,0.05,LIN
F0,phi0.5_t6_gon,10,0.99,NONE,0.052665949392056655,0.04560924555403487,0.15472090696307306,0.025,LIN
F0,phi0.5_t6_gon,10,0.995,CLAMP,0.03978579925053398,0.02906473365495404,0.36886853059988556,0.025,LIN
F0,phi0.5_t6_gon,10,0.995,LIN,0.034297895204742634,0.02906473365495404,0.1800519355145238,0.02,LIN
F0,phi0.5_t6_gon,10,0.995,EVT-S,0.029617022204929302,0.02906473365495404,0.01900201655146172,0.01,LIN
F0,phi0.5_t6_gon,10,0.995,SEL,0.034297895204742634,0.02906473365495404,0.1800519355145238,0.02,LIN
F0,phi0.5_t6_gon,10,0.999,CLAMP,0.02948167913731583,0.012398495543234765,1.3778432661051765,0.025,LIN
F0,phi0.5_t6_gon,10,0.999,LIN,0.016758810444956633,0.012398495543234765,0.3516809669783745,0.005,LIN
F0,phi0.5_t6_gon,10,0.999,EVT-S,0.011660832170276261,0.012398495543234765,-0.05949620019511237,0.005,LIN
F0,phi0.5_t6_gon,10,0.999,SEL,0.016758810444956633,0.012398495543234765,0.3516809669783745,0.005,LIN
F0,phi0.5_t6_gon,11,0.9,NONE,0.17419124563720728,0.1624452317821052,0.07230753236793985,0.12,LIN
F0,phi0.5_t6_gon,11,0.95,NONE,0.1073410190922865,0.09789281186623168,0.09651584264394786,0.07,LIN
F0,phi0.5_t6_gon,11,0.99,NONE,0.030882871820392507,0.028153959723176324,0.09692818076207388,0.01,LIN
F0,phi0.5_t6_gon,11,0.995,CLAMP,0.019469180729933463,0.01580351933530092,0.23195222006305993,0.01,LIN
F0,phi0.5_t6_gon,11,0.995,LIN,0.018306543772489997,0.01580351933530092,0.15838398929268727,0.01,LIN
F0,phi0.5_t6_gon,11,0.995,EVT-S,0.017859579274765943,0.01580351933530092,0.13010139677383914,0.005,LIN
F0,phi0.5_t6_gon,11,0.995,SEL,0.018306543772489997,0.01580351933530092,0.15838398929268727,0.01,LIN
F0,phi0.5_t6_gon,11,0.999,CLAMP,0.010338227857566225,0.004069298799694741,1.540542822351052,0.01,LIN
F0,phi0.5_t6_gon,11,0.999,LIN,0.00556408348750643,0.004069298799694741,0.36733225093321265,0.005,LIN
F0,phi0.5_t6_gon,11,0.999,EVT-S,0.003937371827706082,0.004069298799694741,-0.03242007492754173,0.0,LIN
F0,phi0.5_t6_gon,11,0.999,SEL,0.00556408348750643,0.004069298799694741,0.36733225093321265,0.005,LIN
F0,phi0.5_t6_gon,12,0.9,NONE,0.1691579880081141,0.17625928871459215,-0.04028894453316911,0.08,EVT-S
F0,phi0.5_t6_gon,12,0.95,NONE,0.11177025719003059,0.10662009022383608,0.04830390740977952,0.025,EVT-S
F0,phi0.5_t6_gon,12,0.99,NONE,0.04171951533805391,0.0409500437295471,0.018790495404321206,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.995,CLAMP,0.028674556736405933,0.028290046281150952,0.013591722382977123,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.995,LIN,0.02888891816286164,0.028290046281150952,0.021168996181872846,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.995,EVT-S,0.02958628574341785,0.028290046281150952,0.04581963031748559,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.995,SEL,0.02958628574341785,0.028290046281150952,0.04581963031748559,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.999,CLAMP,0.018238589855087542,0.011939305942210227,0.5276088864267079,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.999,LIN,0.014788044862443606,0.011939305942210227,0.23860171889573123,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.999,EVT-S,0.013427470234355261,0.011939305942210227,0.12464412080134224,0.005,EVT-S
F0,phi0.5_t6_gon,12,0.999,SEL,0.013427470234355261,0.011939305942210227,0.12464412080134224,0.005,EVT-S
F0,phi0.5_t6_gon,13,0.9,NONE,0.2054035733576525,0.2027407967620748,0.013133896275955736,0.12,EVT-S
F0,phi0.5_t6_gon,13,0.95,NONE,0.13265573930038316,0.1263538530309393,0.04987490383772286,0.065,EVT-S
F0,phi0.5_t6_gon,13,0.99,NONE,0.042194658450905205,0.03852931705393029,0.0951312319355273,0.025,EVT-S
F0,phi0.5_t6_gon,13,0.995,CLAMP,0.030409138274333652,0.022663219512880035,0.34178368863485753,0.025,EVT-S
F0,phi0.5_t6_gon,13,0.995,LIN,0.024622412562552737,0.022663219512880035,0.08644813454501676,0.02,EVT-S
F0,phi0.5_t6_gon,13,0.995,EVT-S,0.022013407362156078,0.022663219512880035,-0.028672543649619353,0.01,EVT-S
F0,phi0.5_t6_gon,13,0.995,SEL,0.022013407362156078,0.022663219512880035,-0.028672543649619353,0.01,EVT-S
F0,phi0.5_t6_gon,13,0.999,CLAMP,0.020980722133076415,0.005115545692723198,3.101365405243323,0.025,EVT-S
F0,phi0.5_t6_gon,13,0.999,LIN,0.00810777923844112,0.005115545692723198,0.5849294924634019,0.01,EVT-S
F0,phi0.5_t6_gon,13,0.999,EVT-S,0.006609434106598914,0.005115545692723198,0.2920291408990352,0.01,EVT-S
F0,phi0.5_t6_gon,13,0.999,SEL,0.006609434106598914,0.005115545692723198,0.2920291408990352,0.01,EVT-S
F0,phi0.5_t6_gon,14,0.9,NONE,0.202852192729259,0.19890700834129227,0.01983431564762883,0.115,EVT-S
F0,phi0.5_t6_gon,14,0.95,NONE,0.12651063626944958,0.12096635066967995,0.04583328809272991,0.07,EVT-S
F0,phi0.5_t6_gon,14,0.99,NONE,0.03374313163735434,0.030767904684726136,0.09669904347126934,0.015,EVT-S
F0,phi0.5_t6_gon,14,0.995,CLAMP,0.020456523436294984,0.017537078597602625,0.16647270082324073,0.015,EVT-S
F0,phi0.5_t6_gon,14,0.995,LIN,0.01814617404288546,0.017537078597602625,0.03473186493935776,0.01,EVT-S
F0,phi0.5_t6_gon,14,0.995,EVT-S,0.02026189365527091,0.017537078597602625,0.15537451363425925,0.005,EVT-S
F0,phi0.5_t6_gon,14,0.995,SEL,0.02026189365527091,0.017537078597602625,0.15537451363425925,0.005,EVT-S
F0,phi0.5_t6_gon,14,0.999,CLAMP,0.0098272368754475,0.004294873665634325,1.2881317683639204,0.015,EVT-S
F0,phi0.5_t6_gon,14,0.999,LIN,0.0038116106558445284,0.004294873665634325,-0.11252089058093906,0.0,EVT-S
F0,phi0.5_t6_gon,14,0.999,EVT-S,0.005158505911333957,0.004294873665634325,0.20108443529085251,0.005,EVT-S
F0,phi0.5_t6_gon,14,0.999,SEL,0.005158505911333957,0.004294873665634325,0.20108443529085251,0.005,EVT-S
F0,phi0.5_t6_gon,15,0.9,NONE,0.1486415656173351,0.13914064774798407,0.06828283483744735,0.09,EVT-S
F0,phi0.5_t6_gon,15,0.95,NONE,0.09121779614430242,0.08468617524421453,0.07712735734318232,0.045,EVT-S
F0,phi0.5_t6_gon,15,0.99,NONE,0.027788268130862437,0.025946735903848994,0.07097356036757851,0.01,EVT-S
F0,phi0.5_t6_gon,15,0.995,CLAMP,0.015704859707187217,0.014345180374878596,0.09478300702929476,0.01,EVT-S
F0,phi0.5_t6_gon,15,0.995,LIN,0.014865389894223932,0.014345180374878596,0.0362637140663864,0.005,EVT-S
F0,phi0.5_t6_gon,15,0.995,EVT-S,0.01675095829016568,0.014345180374878596,0.16770635519509414,0.005,EVT-S
F0,phi0.5_t6_gon,15,0.995,SEL,0.01675095829016568,0.014345180374878596,0.16770635519509414,0.005,EVT-S
F0,phi0.5_t6_gon,15,0.999,CLAMP,0.00603813296824704,0.0039537627139209445,0.5271864816234828,0.01,EVT-S
F0,phi0.5_t6_gon,15,0.999,LIN,0.0034124868276657755,0.0039537627139209445,-0.1369014595512703,0.0,EVT-S
F0,phi0.5_t6_gon,15,0.999,EVT-S,0.004552502107599357,0.0039537627139209445,0.15143533818311594,0.0,EVT-S
F0,phi0.5_t6_gon,15,0.999,SEL,0.004552502107599357,0.0039537627139209445,0.15143533818311594,0.0,EVT-S
F0,phi0.5_t6_gon,16,0.9,NONE,0.18728143650919946,0.1711978492785014,0.09394736732079845,0.09,LIN
F0,phi0.5_t6_gon,16,0.95,NONE,0.1159686623463567,0.1042712973657169,0.11218202205361405,0.04,LIN
F0,phi0.5_t6_gon,16,0.99,NONE,0.036129845401393405,0.027034695203203292,0.3364251059546788,0.01,LIN
F0,phi0.5_t6_gon,16,0.995,CLAMP,0.022440863482263877,0.01501089395207658,0.4949718220585688,0.01,LIN
F0,phi0.5_t6_gon,16,0.995,LIN,0.019890788847882326,0.01501089395207658,0.32509022523143405,0.01,LIN
F0,phi0.5_t6_gon,16,0.995,EVT-S,0.016106439717716175,0.01501089395207658,0.07298337921360365,0.005,LIN
F0,phi0.5_t6_gon,16,0.995,SEL,0.019890788847882326,0.01501089395207658,0.32509022523143405,0.01,LIN
F0,phi0.5_t6_gon,16,0.999,CLAMP,0.011489677946960241,0.0042252925456354,1.7192621156678802,0.01,LIN
F0,phi0.5_t6_gon,16,0.999,LIN,0.0038745851615773434,0.0042252925456354,-0.08300191768267662,0.0,LIN
F0,phi0.5_t6_gon,16,0.999,EVT-S,0.004111363074866707,0.0042252925456354,-0.026963688203407,0.0,LIN
F0,phi0.5_t6_gon,16,0.999,SEL,0.0038745851615773434,0.0042252925456354,-0.08300191768267662,0.0,LIN
F0,phi0.5_t6_gon,17,0.9,NONE,0.16721693072927493,0.16642353048669015,0.004767356156095026,0.115,EVT-S
F0,phi0.5_t6_gon,17,0.95,NONE,0.1050489181684502,0.10372659096980254,0.012748198762577934,0.05,EVT-S
F0,phi0.5_t6_gon,17,0.99,NONE,0.036403470297263145,0.03441280902828301,0.05784652067618379,0.015,EVT-S
F0,phi0.5_t6_gon,17,0.995,CLAMP,0.024610093126090065,0.02064494312563844,0.1920639827545665,0.015,EVT-S
F0,phi0.5_t6_gon,17,0.995,LIN,0.022236272090754506,0.02064494312563844,0.07708081128786626,0.015,EVT-S
F0,phi0.5_t6_gon,17,0.995,EVT-S,0.01964319356531931,0.02064494312563844,-0.04852275708500664,0.0,EVT-S
F0,phi0.5_t6_gon,17,0.995,SEL,0.01964319356531931,0.02064494312563844,-0.04852275708500664,0.0,EVT-S
F0,phi0.5_t6_gon,17,0.999,CLAMP,0.0151753913891516,0.004409050999251227,2.4418725008462774,0.015,EVT-S
F0,phi0.5_t6_gon,17,0.999,LIN,0.007396486922087422,0.004409050999251227,0.6775689197842212,0.005,EVT-S
F0,phi0.5_t6_gon,17,0.999,EVT-S,0.006677660048700733,0.004409050999251227,0.5145345449246959,0.0,EVT-S
F0,phi0.5_t6_gon,17,0.999,SEL,0.006677660048700733,0.004409050999251227,0.5145345449246959,0.0,EVT-S
F0,phi0.5_t6_gon,18,0.9,NONE,0.1871973809377473,0.1822499232022575,0.027146555941201633,0.13,EVT-S
F0,phi0.5_t6_gon,18,0.95,NONE,0.12414674109563624,0.11184911409781911,0.10994836299786948,0.05,EVT-S
F0,phi0.5_t6_gon,18,0.99,NONE,0.0468599811317251,0.029923703847317896,0.5659819844101694,0.025,EVT-S
F0,phi0.5_t6_gon,18,0.995,CLAMP,0.03572855142822128,0.01700360805832582,1.1012335326517237,0.025,EVT-S
F0,phi0.5_t6_gon,18,0.995,LIN,0.029641715324857203,0.01700360805832582,0.7432603258779027,0.02,EVT-S
F0,phi0.5_t6_gon,18,0.995,EVT-S,0.017307908640396472,0.01700360805832582,0.01789623596514578,0.005,EVT-S
F0,phi0.5_t6_gon,18,0.995,SEL,0.017307908640396472,0.01700360805832582,0.01789623596514578,0.005,EVT-S
F0,phi0.5_t6_gon,18,0.999,CLAMP,0.02682340766541824,0.003813176535237967,6.034399644899809,0.025,EVT-S
F0,phi0.5_t6_gon,18,0.999,LIN,0.011470478531007718,0.003813176535237967,2.008116310642273,0.01,EVT-S
F0,phi0.5_t6_gon,18,0.999,EVT-S,0.006000084158861725,0.003813176535237967,0.5735133433803323,0.0,EVT-S
F0,phi0.5_t6_gon,18,0.999,SEL,0.006000084158861725,0.003813176535237967,0.5735133433803323,0.0,EVT-S
F0,phi0.5_t6_gon,19,0.9,NONE,0.17620854845549566,0.16509318981846233,0.06732778407913664,0.105,EVT-S
F0,phi0.5_t6_gon,19,0.95,NONE,0.11196545200165588,0.10371425216115929,0.07955704899337501,0.045,EVT-S
F0,phi0.5_t6_gon,19,0.99,NONE,0.02969043171085945,0.0272697430572578,0.08876829710199208,0.015,EVT-S
F0,phi0.5_t6_gon,19,0.995,CLAMP,0.018267408106766077,0.0144394686498597,0.2651025151776323,0.015,EVT-S
F0,phi0.5_t6_gon,19,0.995,LIN,0.015915625309992805,0.0144394686498597,0.10223067731425473,0.01,EVT-S
F0,phi0.5_t6_gon,19,0.995,EVT-S,0.018726406170455095,0.0144394686498597,0.29689025438183636,0.0,EVT-S
F0,phi0.5_t6_gon,19,0.995,SEL,0.018726406170455095,0.0144394686498597,0.29689025438183636,0.0,EVT-S
F0,phi0.5_t6_gon,19,0.999,CLAMP,0.009128989223491382,0.004084810427236277,1.2348623971927926,0.015,EVT-S
F0,phi0.5_t6_gon,19,0.999,LIN,0.0031810397651939213,0.004084810427236277,-0.22125155576775046,0.0,EVT-S
F0,phi0.5_t6_gon,19,0.999,EVT-S,0.0068415400193178825,0.004084810427236277,0.674873324279768,0.0,EVT-S
F0,phi0.5_t6_gon,19,0.999,SEL,0.0068415400193178825,0.004084810427236277,0.674873324279768,0.0,EVT-S
F0,phi0.5_t6_gon,20,0.9,NONE,0.19051455527321434,0.19246181654395347,-0.010117649857546818,0.13,EVT-S
F0,phi0.5_t6_gon,20,0.95,NONE,0.12378073153733922,0.12635088612797382,-0.020341405346626762,0.075,EVT-S
F0,phi0.5_t6_gon,20,0.99,NONE,0.04772718702172339,0.039384457833733975,0.21182795566741608,0.025,EVT-S
F0,phi0.5_t6_gon,20,0.995,CLAMP,0.03785100384607965,0.021072701411505898,0.7962103247670296,0.025,EVT-S
F0,phi0.5_t6_gon,20,0.995,LIN,0.03228746924154547,0.021072701411505898,0.532194122198125,0.025,EVT-S
F0,phi0.5_t6_gon,20,0.995,EVT-S,0.022428033907082163,0.021072701411505898,0.06431697906734635,0.02,EVT-S
F0,phi0.5_t6_gon,20,0.995,SEL,0.022428033907082163,0.021072701411505898,0.06431697906734635,0.02,EVT-S
F0,phi0.5_t6_gon,20,0.999,CLAMP,0.02995005730556464,0.0037488108793135157,6.989215319138508,0.025,EVT-S
F0,phi0.5_t6_gon,20,0.999,LIN,0.012832894681702506,0.0037488108793135157,2.42319073829952,0.02,EVT-S
F0,phi0.5_t6_gon,20,0.999,EVT-S,0.0040516047466800445,0.0037488108793135157,0.0807706435759108,0.0,EVT-S
F0,phi0.5_t6_gon,20,0.999,SEL,0.0040516047466800445,0.0037488108793135157,0.0807706435759108,0.0,EVT-S
F0,phi0.5_t6_gon,21,0.9,NONE,0.18654914451729712,0.1765902208237413,0.056395669290747685,0.12,EVT-S
F0,phi0.5_t6_gon,21,0.95,NONE,0.1259870090480776,0.1129478861647779,0.11544370882937227,0.055,EVT-S
F0,phi0.5_t6_gon,21,0.99,NONE,0.04119562571759726,0.032813766714389576,0.2554372704652663,0.035,EVT-S
F0,phi0.5_t6_gon,21,0.995,CLAMP,0.02964343764474721,0.015687831274715798,0.8895816206618548,0.035,EVT-S
F0,phi0.5_t6_gon,21,0.995,LIN,0.023388498629742908,0.015687831274715798,0.49086882821326205,0.015,EVT-S
F0,phi0.5_t6_gon,21,0.995,EVT-S,0.021890460941268963,0.015687831274715798,0.39537840240224864,0.015,EVT-S
F0,phi0.5_t6_gon,21,0.995,SEL,0.021890460941268963,0.015687831274715798,0.39537840240224864,0.015,EVT-S
F0,phi0.5_t6_gon,21,0.999,CLAMP,0.020401687186467166,0.004037617283240761,4.052902678802662,0.035,EVT-S
F0,phi0.5_t6_gon,21,0.999,LIN,0.005913868356502789,0.004037617283240761,0.46469264956089895,0.01,EVT-S
F0,phi0.5_t6_gon,21,0.999,EVT-S,0.007616038196276194,0.004037617283240761,0.8862704565607671,0.005,EVT-S
F0,phi0.5_t6_gon,21,0.999,SEL,0.007616038196276194,0.004037617283240761,0.8862704565607671,0.005,EVT-S
F0,phi0.5_t6_gon,22,0.9,NONE,0.1589862021305262,0.14896438833737335,0.06727657465659176,0.1,EVT-S
F0,phi0.5_t6_gon,22,0.95,NONE,0.09839498818672889,0.08869238052600541,0.10939618040671029,0.03,EVT-S
F0,phi0.5_t6_gon,22,0.99,NONE,0.02839273891099946,0.024387373568936194,0.1642393073096302,0.03,EVT-S
F0,phi0.5_t6_gon,22,0.995,CLAMP,0.01785569286961042,0.014265768676571304,0.25164603986148015,0.03,EVT-S
F0,phi0.5_t6_gon,22,0.995,LIN,0.014340086899984535,0.014265768676571304,0.005209549173139427,0.02,EVT-S
F0,phi0.5_t6_gon,22,0.995,EVT-S,0.012486083940452461,0.014265768676571304,-0.12475210950543603,0.0,EVT-S
F0,phi0.5_t6_gon,22,0.995,SEL,0.012486083940452461,0.014265768676571304,-0.12475210950543603,0.0,EVT-S
F0,phi0.5_t6_gon,22,0.999,CLAMP,0.00942605603649918,0.003953987952768947,1.3839364583542006,0.03,EVT-S
F0,phi0.5_t6_gon,22,0.999,LIN,0.002797968629444873,0.003953987952768947,-0.29236794272843514,0.0,EVT-S
F0,phi0.5_t6_gon,22,0.999,EVT-S,0.0031292838212245134,0.003953987952768947,-0.2085752767574569,0.0,EVT-S
F0,phi0.5_t6_gon,22,0.999,SEL,0.0031292838212245134,0.003953987952768947,-0.2085752767574569,0.0,EVT-S
F0,phi0.5_t6_gon,23,0.9,NONE,0.1745093627396689,0.17122173727120152,0.01920098184297747,0.08,EVT-S
F0,phi0.5_t6_gon,23,0.95,NONE,0.10428576151125263,0.10293364322727058,0.013135824610780222,0.035,EVT-S
F0,phi0.5_t6_gon,23,0.99,NONE,0.029473505083294826,0.028406119209446176,0.037575913343829814,0.005,EVT-S
F0,phi0.5_t6_gon,23,0.995,CLAMP,0.015343566928284187,0.015807295286909506,-0.029336350729738392,0.005,EVT-S
F0,phi0.5_t6_gon,23,0.995,LIN,0.015999816250298532,0.015807295286909506,0.012179247612870148,0.0,EVT-S
F0,phi0.5_t6_gon,23,0.995,EVT-S,0.01692116140213093,0.015807295286909506,0.07046531965173375,0.0,EVT-S
F0,phi0.5_t6_gon,23,0.995,SEL,0.01692116140213093,0.015807295286909506,0.07046531965173375,0.0,EVT-S
F0,phi0.5_t6_gon,23,0.999,CLAMP,0.004039616404275675,0.004424436171743262,-0.08697600158077667,0.005,EVT-S
F0,phi0.5_t6_gon,23,0.999,LIN,0.003971059446393111,0.004424436171743262,-0.10247107377108289,0.0,EVT-S
F0,phi0.5_t6_gon,23,0.999,EVT-S,0.0038709883223621688,0.004424436171743262,-0.12508889899140097,0.0,EVT-S
F0,phi0.5_t6_gon,23,0.999,SEL,0.0038709883223621688,0.004424436171743262,-0.12508889899140097,0.0,EVT-S
F0,phi0.5_t6_gon,24,0.9,NONE,0.1804102183644831,0.17131688791975638,0.05307900788500186,0.105,EVT-S
F0,phi0.5_t6_gon,24,0.95,NONE,0.12015424917810069,0.11007503573429707,0.09156675150333982,0.065,EVT-S
F0,phi0.5_t6_gon,24,0.99,NONE,0.04695389070591496,0.03334922572117277,0.4079454527217059,0.025,EVT-S
F0,phi0.5_t6_gon,24,0.995,CLAMP,0.03718688754462304,0.0207889447325502,0.7887818753203877,0.025,EVT-S
F0,phi0.5_t6_gon,24,0.995,LIN,0.03273081016867665,0.0207889447325502,0.5744334592139504,0.025,EVT-S
F0,phi0.5_t6_gon,24,0.995,EVT-S,0.021004311231653174,0.0207889447325502,0.010359664806158353,0.005,EVT-S
F0,phi0.5_t6_gon,24,0.995,SEL,0.021004311231653174,0.0207889447325502,0.010359664806158353,0.005,EVT-S
F0,phi0.5_t6_gon,24,0.999,CLAMP,0.02937328501558952,0.006154180746064342,3.7728993066012926,0.025,EVT-S
F0,phi0.5_t6_gon,24,0.999,LIN,0.014507561648901612,0.006154180746064342,1.3573505958822119,0.02,EVT-S
F0,phi0.5_t6_gon,24,0.999,EVT-S,0.004303417542982092,0.006154180746064342,-0.30073266929409426,0.0,EVT-S
F0,phi0.5_t6_gon,24,0.999,SEL,0.004303417542982092,0.006154180746064342,-0.30073266929409426,0.0,EVT-S
F0,phi0.5_t6_gon,25,0.9,NONE,0.19961801643061217,0.19314540158603152,0.03351161762811938,0.08,EVT-S
F0,phi0.5_t6_gon,25,0.95,NONE,0.12641318488101427,0.12471400595729247,0.013624603834020643,0.045,EVT-S
F0,phi0.5_t6_gon,25,0.99,NONE,0.03970924210280014,0.03222177968391146,0.23237271473950338,0.015,EVT-S
F0,phi0.5_t6_gon,25,0.995,CLAMP,0.02528995683984187,0.01728025518571212,0.4635175561963014,0.015,EVT-S
F0,phi0.5_t6_gon,25,0.995,LIN,0.023842515719129563,0.01728025518571212,0.3797548394333512,0.01,EVT-S
F0,phi0.5_t6_gon,25,0.995,EVT-S,0.021382764568091236,0.01728025518571212,0.2374102314051012,0.005,EVT-S
F0,phi0.5_t6_gon,25,0.995,SEL,0.021382764568091236,0.01728025518571212,0.2374102314051012,0.005,EVT-S
F0,phi0.5_t6_gon,25,0.999,CLAMP,0.013754528629475243,0.004591649608633213,1.995552753767186,0.015,EVT-S
F0,phi0.5_t6_gon,25,0.999,LIN,0.006153874574578971,0.004591649608633213,0.3402317465619469,0.005,EVT-S
F0,phi0.5_t6_gon,25,0.999,EVT-S,0.004659752500089621,0.004591649608633213,0.014831900789720853,0.005,EVT-S
F0,phi0.5_t6_gon,25,0.999,SEL,0.004659752500089621,0.004591649608633213,0.014831900789720853,0.005,EVT-S
F0,phi0.5_t6_gon,26,0.9,NONE,0.1711533483944476,0.16079987946765364,0.06438729283299405,0.13,LIN
F0,phi0.5_t6_gon,26,0.95,NONE,0.10114842384673571,0.09891431874358521,0.022586265886761492,0.07,LIN
F0,phi0.5_t6_gon,26,0.99,NONE,0.027448714610488638,0.027848073504014366,-0.014340629109161118,0.015,LIN
F0,phi0.5_t6_gon,26,0.995,CLAMP,0.016947745845863126,0.014306414408759384,0.1846256764019456,0.015,LIN
F0,phi0.5_t6_gon,26,0.995,LIN,0.015418677184830698,0.014306414408759384,0.07774574007798263,0.01,LIN
F0,phi0.5_t6_gon,26,0.995,EVT-S,0.01395612033107755,0.014306414408759384,-0.024485106307794324,0.005,LIN
F0,phi0.5_t6_gon,26,0.995,SEL,0.015418677184830698,0.014306414408759384,0.07774574007798263,0.01,LIN
F0,phi0.5_t6_gon,26,0.999,CLAMP,0.008546970834162716,0.004031068476951805,1.1202742853492098,0.015,LIN
F0,phi0.5_t6_gon,26,0.999,LIN,0.0029411311172875074,0.004031068476951805,-0.27038423333569406,0.0,LIN
F0,phi0.5_t6_gon,26,0.999,EVT-S,0.0028584302715309096,0.004031068476951805,-0.29090009562616403,0.005,LIN
F0,phi0.5_t6_gon,26,0.999,SEL,0.0029411311172875074,0.004031068476951805,-0.27038423333569406,0.0,LIN
F0,phi0.5_t6_gon,27,0.9,NONE,0.18309850489856555,0.17165773824624858,0.06664870904861164,0.09,EVT-S
F0,phi0.5_t6_gon,27,0.95,NONE,0.11892708155705119,0.10864283369707019,0.09466107896869347,0.065,EVT-S
F0,phi0.5_t6_gon,27,0.99,NONE,0.03520797241157931,0.028988360400546045,0.21455549486393544,0.025,EVT-S
F0,phi0.5_t6_gon,27,0.995,CLAMP,0.024691810595308963,0.015194277763632393,0.6250730031017979,0.025,EVT-S
F0,phi0.5_t6_gon,27,0.995,LIN,0.020871166354006484,0.015194277763632393,0.37362016666312114,0.015,EVT-S
F0,phi0.5_t6_gon,27,0.995,EVT-S,0.015680985524179777,0.015194277763632393,0.03203230637999277,0.01,EVT-S
F0,phi0.5_t6_gon,27,0.995,SEL,0.015680985524179777,0.015194277763632393,0.03203230637999277,0.01,EVT-S
F0,phi0.5_t6_gon,27,0.999,CLAMP,0.016278881142292687,0.003876786897262908,3.1990652500878793,0.025,EVT-S
F0,phi0.5_t6_gon,27,0.999,LIN,0.005943466026606916,0.003876786897262908,0.5330907228362556,0.01,EVT-S
F0,phi0.5_t6_gon,27,0.999,EVT-S,0.0036686431405692703,0.003876786897262908,-0.05368975964105527,0.0,EVT-S
F0,phi0.5_t6_gon,27,0.999,SEL,0.0036686431405692703,0.003876786897262908,-0.05368975964105527,0.0,EVT-S
F0,phi0.5_t6_gon,28,0.9,NONE,0.19791026249370533,0.18880971639765265,0.04819956445930984,0.115,EVT-S
F0,phi0.5_t6_gon,28,0.95,NONE,0.12779150544135168,0.12598324046817438,0.014353218463483586,0.065,EVT-S
F0,phi0.5_t6_gon,28,0.99,NONE,0.04820561685925754,0.052175880934596484,-0.07609385800913937,0.015,EVT-S
F0,phi0.5_t6_gon,28,0.995,CLAMP,0.03608250998534449,0.03536535560253919,0.02027844399092671,0.015,EVT-S
F0,phi0.5_t6_gon,28,0.995,LIN,0.03298891037704625,0.03536535560253919,-0.06719698374310468,0.015,EVT-S
F0,phi0.5_t6_gon,28,0.995,EVT-S,0.030419083030267635,0.03536535560253919,-0.139862090681662,0.015,EVT-S
F0,phi0.5_t6_gon,28,0.995,SEL,0.030419083030267635,0.03536535560253919,-0.139862090681662,0.015,EVT-S
F0,phi0.5_t6_gon,28,0.999,CLAMP,0.026384024486214047,0.012242843650299333,1.1550568838285349,0.015,EVT-S
F0,phi0.5_t6_gon,28,0.999,LIN,0.015414011255575809,0.012242843650299333,0.2590221435359865,0.005,EVT-S
F0,phi0.5_t6_gon,28,0.999,EVT-S,0.011057308143074419,0.012242843650299333,-0.0968349789549039,0.005,EVT-S
F0,phi0.5_t6_gon,28,0.999,SEL,0.011057308143074419,0.012242843650299333,-0.0968349789549039,0.005,EVT-S
F0,phi0.5_t6_gon,29,0.9,NONE,0.18956932700989607,0.1935415322442578,-0.020523787263131865,0.09,EVT-S
F0,phi0.5_t6_gon,29,0.95,NONE,0.12141251671639335,0.12108100813098244,0.002737907377284854,0.055,EVT-S
F0,phi0.5_t6_gon,29,0.99,NONE,0.039385050357588464,0.040462285764746274,-0.026623197053696313,0.01,EVT-S
F0,phi0.5_t6_gon,29,0.995,CLAMP,0.026835285819846885,0.026111272495481765,0.02772799849147156,0.01,EVT-S
F0,phi0.5_t6_gon,29,0.995,LIN,0.025671263669282046,0.026111272495481765,-0.01685129770201188,0.01,EVT-S
F0,phi0.5_t6_gon,29,0.995,EVT-S,0.02796470506267629,0.026111272495481765,0.0709820851325893,0.01,EVT-S
F0,phi0.5_t6_gon,29,0.995,SEL,0.02796470506267629,0.026111272495481765,0.0709820851325893,0.01,EVT-S
F0,phi0.5_t6_gon,29,0.999,CLAMP,0.016795474189653617,0.010521370215660934,0.5963200462857732,0.01,EVT-S
