origin_time,ALL,RECENT_OR_PLANNED_CHANGE,RECENT_PAST_CHANGE,CHANGE_IN_PLAN,NO_RECENT_OR_PLANNED_CHANGE,MULTIPLE_CHANGES_IN_CONTEXT,past_changes_in_context,plan_changes,last_observed_change_age_s,recent_window_s,age_resolution_s,no_change_does_not_prove_thermal_settling,PERSISTENCE,CURRENT_PLAN_TUNED,CURRENT_PLAN_A1,HISTORY_SUMMARY_PLAN_TUNED,HISTORY_SUMMARY_PLAN_A1,HISTORY_LAGS_PLAN_TUNED,HISTORY_LAGS_PLAN_A1
1649370.0,True,True,True,False,False,True,2,0,540,900,30,True,0.0,0.0307755975408791,0.034059753297740754,0.10289050360358373,0.11540523384953948,0.18721596549111819,0.22991880909477516
1649970.0,True,False,False,False,True,True,2,0,1140,900,30,True,0.0,0.06676787721430438,0.07921710392901105,0.1429087009392949,0.18234855458240135,0.09372742699997047,0.10978397051115014
1650570.0,True,False,False,False,True,True,2,0,1740,900,30,True,0.0,0.03502545639531718,0.03345574370725141,0.17510207406012246,0.1747114785577433,0.10090130742838804,0.09367923429763797
1651170.0,True,True,False,True,False,True,2,1,2340,900,30,True,2.089101372464295,0.193670959466498,0.21174204891922369,0.19708165601994854,0.2060490645409478,0.30526177459226084,0.30715491698207037
1651770.0,True,True,False,True,False,True,2,1,2940,900,30,True,4.083814509475056,0.5073565186344875,0.5059507715947518,0.4737632613443234,0.46306653910497364,0.5541463170461611,0.558146608114286
1652370.0,True,True,False,True,False,True,2,1,3540,900,30,True,6.207985169598239,0.7137274059162461,0.733277433596129,0.693897997858617,0.673540022494321,0.7420673067116458,0.7387892050064124
1652970.0,True,True,True,True,False,True,2,1,540,900,30,True,0.895435697513804,0.3469875472522858,0.23686484282942785,0.1344224931931251,0.2633672644158385,0.21085587043883056,0.14486491267255322
1653570.0,True,True,False,True,False,True,2,1,1140,900,30,True,1.8277525823585905,0.48265443951169307,0.4395942543414549,0.21842136197785653,0.176833428437457,0.3575866151817507,0.32521632917753607
1654170.0,True,True,False,True,False,True,2,1,1740,900,30,True,3.210605554018275,0.6829724322738324,0.6099813670079934,0.4238244884938638,0.33459695718387933,0.6152581722766778,0.6020201178367851
1654770.0,True,True,True,True,False,True,3,1,540,900,30,True,1.9352733694964996,0.6915739110213006,0.5327396133425802,0.4084170112748164,0.3830358943713785,0.5616713663860954,0.5128400612620102
