origin_time,ALL,RECENT_OR_PLANNED_CHANGE,RECENT_PAST_CHANGE,CHANGE_IN_PLAN,NO_RECENT_OR_PLANNED_CHANGE,MULTIPLE_CHANGES_IN_CONTEXT,past_changes_in_context,plan_changes,last_observed_change_age_s,recent_window_s,age_resolution_s,no_change_does_not_prove_thermal_settling,PERSISTENCE,CURRENT_PLAN_TUNED,CURRENT_PLAN_A1,HISTORY_SUMMARY_PLAN_TUNED,HISTORY_SUMMARY_PLAN_A1,HISTORY_LAGS_PLAN_TUNED,HISTORY_LAGS_PLAN_A1
1686300.0,True,True,True,False,False,True,10,0,1200,3600,300,True,0.704585735847194,0.11611936383714294,0.1634031600294037,0.3950102127859907,0.38219672874695715,0.2726831897557294,0.4311036084959407
1688100.0,True,True,True,True,False,True,10,1,3000,3600,300,True,0.6564416922063335,0.17973078548352817,0.19680304387286185,0.381153839081108,0.41238563429965325,0.37445705597904083,0.6174159073220599
1689900.0,True,True,False,True,False,True,9,2,4800,3600,300,True,0.4420256338344615,0.12783067544215973,0.19918069473125874,0.343479900337897,0.38497635293498905,0.44691599039906293,0.6267557017303697
1691700.0,True,True,True,True,False,True,10,1,1200,3600,300,True,0.23415617023743587,0.09452133230725224,0.17745756557470335,0.29752640255470436,0.3553340187187975,0.5237321508588527,0.5878841775984256
1693500.0,True,True,True,False,False,True,10,0,1200,3600,300,True,0.18075444411068986,0.009688557151690702,0.12347241540449261,0.09216307800998418,0.21717603452953446,0.8387567129979677,0.7813461333116815
1695300.0,True,True,True,True,False,True,10,1,3000,3600,300,True,0.10437715040689,0.14371329368106936,0.1924700774063126,0.08468361619025681,0.2290409807802547,0.4628515832553954,0.5768218908082569
1697100.0,True,True,False,True,False,True,9,2,4800,3600,300,True,0.036039527738258435,0.05470822667787919,0.14368455480331951,0.03585877513609622,0.14637058421913215,0.8108785583204062,0.7586574068784557
1698900.0,True,True,True,True,False,True,9,1,1200,3600,300,True,0.03678210304554833,0.017614848411165934,0.033731928304973735,0.14998945874966316,0.09139251169046265,0.1911286389469732,0.38062706439052835
1700700.0,True,True,True,True,False,True,9,1,1200,3600,300,True,0.08613550189407704,0.0189296452103207,0.08384631856455844,0.0548427669563741,0.06524243757307129,0.48826766498739954,0.420699824837025
1702500.0,True,True,True,True,False,True,9,1,3000,3600,300,True,0.040306539210812765,0.07284672718340346,0.07147680296741517,0.16609153055065917,0.10619201699039138,0.04377406535482938,0.16845199919047124
1704300.0,True,True,True,False,False,True,10,0,1200,3600,300,True,0.019016577860673085,0.03443324157327273,0.022240126401527505,0.09356882836516907,0.07599929395393208,0.17629010473705384,0.19179317554013645
1706100.0,True,True,True,True,False,True,9,1,3000,3600,300,True,0.05810144052548102,0.053929609185909534,0.0653969803502245,0.07387996552900707,0.026396253923114916,0.11674434491925467,0.20469736184476517
1707900.0,True,True,False,True,False,True,9,1,4800,3600,300,True,0.08484996982377406,0.042319244632688914,0.06428134632865579,0.0723702016944164,0.03482037983277072,0.33124047475115975,0.2849656709587786
1709700.0,True,True,True,False,False,True,9,0,1200,3600,300,True,0.28498789820032755,0.017151100606919083,0.014335421767682988,0.09116106470918812,0.06602577805745587,0.33934474260449105,0.3204734480946409
1711500.0,True,True,True,False,False,True,9,0,3000,3600,300,True,0.3453364688280658,0.022918908982759945,0.01637501311449796,0.045537757921096045,0.0762171087486081,0.3787980667433999,0.2911519905574759
1713300.0,True,False,False,False,True,True,9,0,4800,3600,300,True,0.34034329125707075,0.030947369302647115,0.018120590168351214,0.054426247505896676,0.07240827767141884,0.16657451560433856,0.07107878579956643
1715100.0,True,False,False,False,True,True,9,0,6600,3600,300,True,0.3196704052177779,0.009646580491903478,0.018631671088400026,0.07948083938462958,0.1022017248786445,0.22730128842045852,0.07304314022046299
1716900.0,True,True,False,True,False,True,8,1,8400,3600,300,True,0.25313325891020594,0.06628674495477564,0.09092907684014999,0.0878963345821262,0.16469185819588952,0.0743138621035655,0.17809494771679132
1718700.0,True,True,False,True,False,True,8,1,10200,3600,300,True,0.05607844951966475,0.05309478900382677,0.10314707503335778,0.037449832403491236,0.12795872011360152,0.048236481897921145,0.27880694454543686
1720500.0,True,True,True,False,False,True,9,0,1200,3600,300,True,0.11863868538150275,0.1291217638459822,0.11656520364391554,0.015728612499932144,0.02774241687606131,0.025435693191378544,0.23942108492921932
1722300.0,True,True,True,True,False,True,8,1,3000,3600,300,True,0.13783133521082883,0.10807950201954004,0.17239533392284065,0.010438147559734526,0.07045386737394684,0.06744936444910365,0.14499082175269015
1724100.0,True,True,False,True,False,True,8,1,4800,3600,300,True,0.09117814384646768,0.09290713800634383,0.14844329862896188,0.007764951298616059,0.07823813430983743,0.10489910597138892,0.08752615585589751
