origin_time,ALL,RECENT_OR_PLANNED_CHANGE,RECENT_PAST_CHANGE,CHANGE_IN_PLAN,NO_RECENT_OR_PLANNED_CHANGE,MULTIPLE_CHANGES_IN_CONTEXT,past_changes_in_context,plan_changes,last_observed_change_age_s,recent_window_s,age_resolution_s,no_change_does_not_prove_thermal_settling,PERSISTENCE,CURRENT_PLAN_TUNED,CURRENT_PLAN_A1,HISTORY_SUMMARY_PLAN_TUNED,HISTORY_SUMMARY_PLAN_A1,HISTORY_LAGS_PLAN_TUNED,HISTORY_LAGS_PLAN_A1
1686300.0,True,True,True,True,False,True,10,5,1200,3600,300,True,1.916761083728606,1.8354338327050144,1.8354338327050144,2.2527399549317297,2.2527399549317297,3.4736857611367404,2.510847959104726
1688100.0,True,True,True,True,False,True,10,6,3000,3600,300,True,1.4330131950901672,1.3144785889970423,1.3144785889970423,2.5947297275752175,2.5947297275752175,3.7681109981510312,3.2757748846934174
1689900.0,True,True,False,True,False,True,9,6,4800,3600,300,True,0.8974523947330802,2.5579192342811723,2.5579192342811723,2.6126669321817904,2.6126669321817904,4.054962506392712,3.5720223963731925
1691700.0,True,True,True,True,False,True,10,5,1200,3600,300,True,0.4735066032170702,0.3557384950696911,0.3557384950696911,1.1653667169712894,1.1653667169712894,4.272112572216434,3.254195770350508
1693500.0,True,True,True,True,False,True,10,4,1200,3600,300,True,0.2911418324480969,0.39897514611631063,0.39897514611631063,0.6008527760984611,0.6008527760984611,4.2546644470995965,3.3998406845897815
1695300.0,True,True,True,True,False,True,10,4,3000,3600,300,True,0.24061866815035968,0.8081173509583108,0.8081173509583108,0.44391883317960334,0.44391883317960334,3.8336719978819045,3.12355452483491
1697100.0,True,True,False,True,False,True,9,4,4800,3600,300,True,0.3043812696043623,0.547740308847927,0.547740308847927,0.331495611038132,0.331495611038132,3.5780773712969673,2.6098512721875724
1698900.0,True,True,True,True,False,True,9,4,1200,3600,300,True,0.4193697465618808,1.1941152705476492,1.1941152705476492,1.059911633137701,1.059911633137701,3.365712932614384,1.679975056577411
1700700.0,True,True,True,True,False,True,9,3,1200,3600,300,True,0.5213012367556276,0.5590700548127856,0.5590700548127856,0.7825640885801993,0.7825640885801993,3.0876244048946506,1.0603387687995591
1702500.0,True,True,True,True,False,True,9,3,3000,3600,300,True,0.6356482063214628,0.19955791496444736,0.19955791496444736,0.36116425599929397,0.36116425599929397,2.761777171120338,0.9274613182499378
1704300.0,True,True,True,True,False,True,10,3,1200,3600,300,True,0.7477339327848809,0.544298413762837,0.544298413762837,0.7696628329372951,0.7696628329372951,2.558453701165668,0.8647923353371417
1706100.0,True,True,True,True,False,True,9,3,3000,3600,300,True,0.8433120843598476,0.4987840780291353,0.4987840780291353,0.5900106994742337,0.5900106994742337,2.643982228394025,1.1286479993152712
