origin_time,ALL,RECENT_OR_PLANNED_CHANGE,RECENT_PAST_CHANGE,CHANGE_IN_PLAN,NO_RECENT_OR_PLANNED_CHANGE,MULTIPLE_CHANGES_IN_CONTEXT,past_changes_in_context,plan_changes,last_observed_change_age_s,recent_window_s,age_resolution_s,no_change_does_not_prove_thermal_settling,PERSISTENCE,CURRENT_PLAN_TUNED,CURRENT_PLAN_A1,HISTORY_SUMMARY_PLAN_TUNED,HISTORY_SUMMARY_PLAN_A1,HISTORY_LAGS_PLAN_TUNED,HISTORY_LAGS_PLAN_A1
1303770.0,True,True,True,False,False,False,1,0,540,900,30,True,0.19925201807602094,0.03750529627042169,0.047242702845269,0.00725539850121398,0.014885188259177085,0.004999504771266553,0.0025800552756190124
1304370.0,True,False,False,False,True,False,1,0,1140,900,30,True,0.16159577291685992,0.08227881287099119,0.1479463311863204,0.06451644804878924,0.12116136089488426,0.01468377761488,0.01378978755815865
1304970.0,True,False,False,False,True,False,1,0,1740,900,30,True,0.13124247410973075,0.07413510214455149,0.11446469346287055,0.07407189412210187,0.0936278813747606,0.033597536681037356,0.028107830283130398
1305570.0,True,False,False,False,True,False,1,0,2340,900,30,True,0.11097766918550368,0.05733844329222582,0.05447367014723075,0.07041610188008653,0.0754049480699545,0.006583337061704242,0.006744430677557981
1306170.0,True,True,False,True,False,False,1,1,2940,900,30,True,0.44565334145140884,0.05249479735861655,0.04624814848043191,0.07432724407732584,0.06900180776991457,0.0184280811770653,0.019248030132162815
1306770.0,True,True,False,True,False,False,1,1,3540,900,30,True,1.4435684556566684,0.15653342771060844,0.16277026182374169,0.1660620233935371,0.1773944986949933,0.11124766214509615,0.12492016509501506
1307370.0,True,True,True,False,False,True,2,0,540,900,30,True,0.27027103946818254,0.040391069275564934,0.052596692850945224,0.00996062253715119,0.014251667199075276,0.021881645777475946,0.03050821019530569
1307970.0,True,True,False,True,False,True,2,1,1140,900,30,True,2.320237946526366,0.14422720037052084,0.17424132591340252,0.14460509324885418,0.16316761520927797,0.13431220200498803,0.14025460576600418
1308570.0,True,True,False,True,False,True,2,1,1740,900,30,True,7.384794365448463,0.8028574675929405,0.7975970896819831,0.8694014588613395,0.8974106076464484,0.8421651332855731,0.8482301213431109
1309170.0,True,True,True,False,False,True,3,0,540,900,30,True,0.0,0.07028175239950846,0.03642936289464084,0.07460904148184302,0.035463246486398245,0.03399086091682572,0.06678594380019073
1309770.0,True,False,False,False,True,True,3,0,1140,900,30,True,0.0,0.0719703426325907,0.10735812685353872,0.06596913258010394,0.10133765030321153,0.044544990718742385,0.046048015163019804
