origin_time,ALL,RECENT_OR_PLANNED_CHANGE,RECENT_PAST_CHANGE,CHANGE_IN_PLAN,NO_RECENT_OR_PLANNED_CHANGE,MULTIPLE_CHANGES_IN_CONTEXT,past_changes_in_context,plan_changes,last_observed_change_age_s,recent_window_s,age_resolution_s,no_change_does_not_prove_thermal_settling,PERSISTENCE,CURRENT_PLAN_TUNED,CURRENT_PLAN_A1,HISTORY_SUMMARY_PLAN_TUNED,HISTORY_SUMMARY_PLAN_A1,HISTORY_LAGS_PLAN_TUNED,HISTORY_LAGS_PLAN_A1
2031900.0,True,True,True,True,False,True,9,1,3000,3600,300,True,0.038382981077698254,0.11351253390136169,0.10109850890570726,0.028067743037212267,0.03608895346879611,0.05581289675651154,0.0632105726237171
2033700.0,True,True,False,True,False,True,9,2,4800,3600,300,True,0.20262029298226025,0.10322011805812299,0.1365480560401077,0.05908406240306855,0.10238404581679579,0.08118581628490536,0.14309900449177823
2035500.0,True,True,True,True,False,True,10,1,1200,3600,300,True,0.3179244592199855,0.012928933447876526,0.020663177768720214,0.039829753858285244,0.046686419977442974,0.12303445768381967,0.07531567363369618
2037300.0,True,True,True,False,False,True,11,0,1200,3600,300,True,0.2770111082827735,0.031462645883934215,0.024122006168279125,0.02127564869453617,0.021504856558763663,0.0454201025839609,0.07390225896043034
2039100.0,True,True,True,False,False,True,10,0,3000,3600,300,True,0.16885556448744884,0.057860926928247146,0.054133023694992254,0.08129253944106551,0.07878088724577026,0.04213745679342651,0.018351850153995503
2040900.0,True,True,False,True,False,True,9,1,4800,3600,300,True,0.03213686801278944,0.08348398808171471,0.10879945736256502,0.09372267409685264,0.10961466784700254,0.12074390591722306,0.11027055959326049
2042700.0,True,True,False,True,False,True,9,1,6600,3600,300,True,0.05531607445206532,0.013339647418822173,0.012493223373506149,0.011240627642668718,0.008456290644479244,0.05013551111953992,0.08591753044706252
2044500.0,True,True,True,False,False,True,10,0,1200,3600,300,True,0.1381556188791535,0.03738010469890677,0.04547689785385008,0.07031437176782636,0.07615960620733613,0.07846480271484306,0.16587773326451818
2046300.0,True,True,True,False,False,True,9,0,3000,3600,300,True,0.1593239491936771,0.03409306321357045,0.04625150766021117,0.02825377002888274,0.0322580294878397,0.022570412354918783,0.12284913132728074
2048100.0,True,False,False,False,True,True,9,0,4800,3600,300,True,0.09783217674908921,0.0556159931002469,0.07303886912372566,0.03765665110103574,0.04900157658089673,0.02413062694365446,0.10462801108882995
2049900.0,True,False,False,False,True,True,9,0,6600,3600,300,True,0.037693792569963115,0.02546861743240451,0.054259039972128185,0.008181158713298942,0.02622727575221499,0.05002077016327178,0.13589462547031417
2051700.0,True,True,False,True,False,True,8,1,8400,3600,300,True,0.030230730471255168,0.05758968081542548,0.061473766650342064,0.015387846713191303,0.015186177607806902,0.08164172290303877,0.09465964810154048
2053500.0,True,True,False,True,False,True,8,1,10200,3600,300,True,0.04637062410784646,0.052326950718168064,0.07121231651594447,0.007922606146512598,0.0124014323389711,0.04978338638113181,0.10348338215552626
2055300.0,True,True,True,False,False,True,8,0,1200,3600,300,True,0.1411430377101368,0.03329452984314211,0.0562593368566174,0.048083377817268534,0.06591601052898947,0.01919938360163087,0.1165917042075506
2057100.0,True,True,True,True,False,True,7,1,3000,3600,300,True,0.130954338026631,0.019122757607685042,0.015189977740912278,0.02014406066884078,0.021120974782879404,0.03234380921762181,0.14807138721550928
2058900.0,True,True,False,True,False,True,7,2,4800,3600,300,True,0.04036291532735466,0.0834904513172745,0.07395535688345944,0.05346610727385818,0.04799652644027693,0.11448211242858501,0.051638012939984414
2060700.0,True,True,True,True,False,True,8,1,1200,3600,300,True,0.101420087760881,0.07820426492123526,0.07622829976408714,0.0804097535587213,0.05913153016828213,0.12071891369116845,0.10874882252029276
2062500.0,True,True,True,False,False,True,9,0,1200,3600,300,True,0.26486871280052543,0.03619892764950331,0.03790831629043604,0.16200806351204258,0.17002070823669632,0.09077388866254428,0.04983916269286226
2064300.0,True,True,True,False,False,True,9,0,3000,3600,300,True,0.30758420568657624,0.002669817096370745,0.008731749420481568,0.06813979443009544,0.07264692341371415,0.0793427419735006,0.09360786962723466
2066100.0,True,False,False,False,True,True,9,0,4800,3600,300,True,0.2913001901168097,0.020954940107292448,0.02392505251030741,0.022669708844001473,0.01721317792569721,0.09542401984481803,0.05417681061917771
2067900.0,True,False,False,False,True,True,8,0,6600,3600,300,True,0.2679098525732068,0.016940167430637604,0.022671156636808593,0.05574548345689342,0.054774252759903184,0.02786540397722585,0.03371934409446453
2069700.0,True,True,False,True,False,True,7,1,8400,3600,300,True,0.22877116243931064,0.02297578361577261,0.024223207919509566,0.06629970880905962,0.07378356820925565,0.016985410746419422,0.026248397351887814
