origin_time,ALL,RECENT_OR_PLANNED_CHANGE,RECENT_PAST_CHANGE,CHANGE_IN_PLAN,NO_RECENT_OR_PLANNED_CHANGE,MULTIPLE_CHANGES_IN_CONTEXT,past_changes_in_context,plan_changes,last_observed_change_age_s,recent_window_s,age_resolution_s,no_change_does_not_prove_thermal_settling,PERSISTENCE,CURRENT_PLAN_TUNED,CURRENT_PLAN_A1,HISTORY_SUMMARY_PLAN_TUNED,HISTORY_SUMMARY_PLAN_A1,HISTORY_LAGS_PLAN_TUNED,HISTORY_LAGS_PLAN_A1
1994970.0,True,True,True,False,False,False,1,0,540,900,30,True,0.0,0.03408059198631387,0.036843651313821134,0.12596655920660663,0.12228072951193666,0.12339912788758435,0.08092229394830118
1995570.0,True,True,False,True,False,False,1,1,1140,900,30,True,1.8642650373761285,0.2876383362354166,0.2821625138995652,0.5098450286604986,0.5107138929490039,0.44547006241713233,0.5070739993111412
1996170.0,True,True,False,True,False,False,1,1,1740,900,30,True,5.9381372321878985,0.3760188729332166,0.3810461655347827,0.6286226458592087,0.6627967948290537,0.463152659760677,0.4958143179694446
1996770.0,True,True,True,False,False,True,2,0,540,900,30,True,0.1540124777995762,0.16672590588859748,0.1303929744120637,0.16378826987976444,0.17161879231517407,0.1731582554672021,0.2262269815743063
1997370.0,True,False,False,False,True,True,2,0,1140,900,30,True,0.23739197385943953,0.10162745343977804,0.013552074811343573,0.11122026168851752,0.058891241676608766,0.08686220348779633,0.03731508891695133
1997970.0,True,False,False,False,True,True,2,0,1740,900,30,True,0.2087874692801961,0.06941084077424572,0.06833795494697294,0.04584007686786056,0.03554066902892146,0.11495427010570439,0.06555103472655333
1998570.0,True,False,False,False,True,True,2,0,2340,900,30,True,0.17757833193920003,0.16253641587921758,0.19782698917337788,0.16937973808707624,0.20366842167150404,0.15129209737372093,0.15840207112036636
1999170.0,True,False,False,False,True,True,2,0,2940,900,30,True,0.1543030874387057,0.17115844473174585,0.19698544662714426,0.17824055311398107,0.19455480703103187,0.1496595895577362,0.16736955030604386
1999770.0,True,False,False,False,True,True,2,0,3540,900,30,True,0.13752003954755498,0.09014749705982013,0.0425055074193665,0.08629604053888898,0.0439486740155985,0.02064008825963318,0.052053282280517504
2000370.0,True,False,False,False,True,True,2,0,4140,900,30,True,0.12499888054230913,0.04366740737224291,0.12423049567066187,0.0723570747621011,0.13811202558334798,0.03434952809919878,0.01193619090560863
2000970.0,True,True,False,True,False,True,2,1,4740,900,30,True,0.4457605980881472,0.08801432592855463,0.08336339356727081,0.10805300890290255,0.10300728318455678,0.08905124517204968,0.049261921006228705
2001570.0,True,True,False,True,False,True,2,1,5340,900,30,True,1.6535533076842246,0.04323146689296588,0.08269346673864106,0.042326127747492136,0.05335280216559681,0.05575349978974865,0.05859779461231748
2002170.0,True,True,True,False,False,True,2,0,540,900,30,True,0.1375379395291342,0.02076763906745214,0.05045368121513434,0.03607895136195604,0.018406704778607265,0.05567255041322217,0.06087974721755624
2002770.0,True,False,False,False,True,True,2,0,1140,900,30,True,0.10706936663177657,0.09517364191756693,0.15825905771649407,0.09720776858593468,0.14524502583908544,0.0819116944012175,0.07035039130149319
2003370.0,True,False,False,False,True,True,2,0,1740,900,30,True,0.08161307927875328,0.20781993609082103,0.18195950500064934,0.19762661236726065,0.15655570160827778,0.233777580213147,0.2589981413946835
2003970.0,True,False,False,False,True,False,1,0,2340,900,30,True,0.06385925322684519,0.012458792250691885,0.027634750493448716,0.06772468334959475,0.07674947748796891,0.007602233495011508,0.009555369065066089
