arm,seed,variant,id,month,path_index,prediction,primary,raw_2pinball,raw_RMSE,raw_MAE,coverage80,width80,median_scaled_MSE,median_scaled_bias_squared,median_scaled_centered_MSE
INIT0,-1,CAL,D_0622,6,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0622_k0.npz,0.19736340368616861,74813.62870880637,166177.64748168897,116962.51331766423,0.875,356092.6956380208,0.19218391034651053,0.0717434266423509,0.12044048370415962
INIT0,-1,RAW,D_0622,6,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0622_k3.npz,0.24248042227719502,91915.92738361338,217804.04211591012,134251.60112847222,0.8333333333333334,357360.9384765625,0.33014420864947575,0.07971185330117164,0.2504323553483041
INIT0,-1,CAL,D_0622,6,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0622_k3.npz,0.2495945840173675,94612.65963013453,224508.73793209766,137104.56243364527,0.875,357360.9384765625,0.3507828155776784,0.10035046022937422,0.2504323553483041
INIT0,-1,RAW,D_0701,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0701_k0.npz,0.10282179067253709,49109.753417400374,109250.75701565588,67254.00162760417,0.9583333333333334,333771.294921875,0.05232192678853658,0.0040553613499929924,0.048266565438543574
INIT0,-1,CAL,D_0701,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0701_k0.npz,0.10940233534792723,52252.753789664,114923.0883091107,74830.89829902629,0.9166666666666666,333771.294921875,0.05789611140384765,0.00962954596530407,0.048266565438543574
INIT0,-1,RAW,D_0701,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0701_k3.npz,0.12556977252017792,59974.646665943284,136463.76926686132,91247.65223524305,0.8333333333333334,303331.916015625,0.08163371190216298,0.01825928279221546,0.06337442910994752
INIT0,-1,CAL,D_0701,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0701_k3.npz,0.12048709343146538,57547.056997315594,129496.33388994401,89832.37489149305,0.8333333333333334,303331.916015625,0.07351056586647946,0.010136136756531938,0.06337442910994752
INIT0,-1,RAW,D_0708,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0708_k0.npz,0.09431378023868492,42251.52867378679,91663.82133258822,58407.6203342014,0.7916666666666666,169128.53450520834,0.04186599030996987,0.0045714477298616244,0.037294542580108246
INIT0,-1,CAL,D_0708,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0708_k0.npz,0.10338372934217306,46314.76538899408,97853.53100345466,66239.38615564194,0.75,169128.53450520834,0.04771099294215291,0.010416450362044657,0.037294542580108246
INIT0,-1,RAW,D_0708,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0708_k3.npz,0.17801996302896705,79750.97120897404,175470.25987972898,101926.705078125,0.75,195986.93229166666,0.15341664827188659,0.04148130259580669,0.11193534567607988
INIT0,-1,CAL,D_0708,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0708_k3.npz,0.19054360316601532,85361.42324484358,183967.83063775938,110836.26883507993,0.75,195986.93229166666,0.16863558599269668,0.0567002403166168,0.11193534567607988
INIT0,-1,RAW,D_0715,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0715_k0.npz,0.09836900550523073,37038.42580316776,65319.615374605775,52105.782606336805,0.9583333333333334,289886.54833984375,0.030095305679219597,0.0005803280964176905,0.029514977582801905
INIT0,-1,CAL,D_0715,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0715_k0.npz,0.09975275407016033,37559.44223806157,68338.82199504343,50360.07202723178,0.9583333333333334,289886.54833984375,0.032941737171908424,0.0034267595891065063,0.029514977582801905
INIT0,-1,RAW,D_0715,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0715_k3.npz,0.1353190191781475,50951.0432259147,106757.62646920803,73301.25637478298,0.875,256639.4275716146,0.080391353458585,0.02329480117727262,0.057096552281312385
INIT0,-1,CAL,D_0715,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0715_k3.npz,0.12391067013958958,46655.51042845443,100372.47360239233,65734.98805021444,0.875,256639.4275716146,0.07106254802269206,0.013965995741379666,0.05709655228131239
INIT0,-1,RAW,D_0722,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0722_k0.npz,0.14413285753423383,65165.08687303654,146424.91872379155,90322.01356336806,0.7916666666666666,253811.18098958334,0.10488805206582795,0.003006713333391358,0.10188133873243659
INIT0,-1,CAL,D_0722,7,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0722_k0.npz,0.14667443284455964,66314.17930570692,149850.15373998525,92097.40336727393,0.7916666666666666,253811.18098958334,0.10985262076591769,0.007971282033481087,0.1018813387324366
INIT0,-1,RAW,D_0722,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0722_k3.npz,0.15198642582922495,68715.82796678656,134765.34148077274,103169.08365885417,0.7083333333333334,257108.60498046875,0.08884898459834867,0.0012787439752112756,0.08757024062313738
INIT0,-1,CAL,D_0722,7,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0722_k3.npz,0.15107324598840058,68302.96274870892,137505.94296330394,101578.36706333926,0.7083333333333334,257108.60498046875,0.09249941241510407,0.00492917179196669,0.08757024062313738
INIT0,-1,RAW,D_0801,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0801_k0.npz,0.21047173661759586,104665.75953786376,217891.28435238427,132948.74576822916,0.625,153547.15006510416,0.19198090200093088,0.06374979686220933,0.12823110513872152
INIT0,-1,CAL,D_0801,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0801_k0.npz,0.19623423858345837,97585.57590081166,208490.20767502082,121281.92514597338,0.6666666666666666,153547.15006510416,0.17577197560823132,0.04754087046950979,0.12823110513872152
INIT0,-1,RAW,D_0801,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0801_k3.npz,0.21738468271868067,108103.5073606461,237321.60053542434,137335.85546875003,0.625,149527.09733072916,0.2277470957074423,0.06614989398942395,0.16159720171801836
INIT0,-1,CAL,D_0801,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0801_k3.npz,0.20283268204614519,100866.92430363578,228545.10367440004,126001.32462217181,0.7083333333333334,149527.09733072916,0.2112137333459525,0.04961653162793422,0.1615972017180183
INIT0,-1,RAW,D_0808,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0808_k0.npz,0.13997184471756877,67688.49214440725,131907.0169102864,93760.01128472223,0.625,192690.4853515625,0.07440249355203478,0.00013392118275722326,0.07426857236927756
INIT0,-1,CAL,D_0808,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0808_k0.npz,0.13915769093960645,67294.77838207784,133654.1545324583,91499.35241779296,0.625,192690.4853515625,0.07638650139529701,0.002117929026019455,0.07426857236927754
INIT0,-1,RAW,D_0808,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0808_k3.npz,0.2242813698577438,108459.4389134838,209353.0472163783,151073.21039496525,0.5833333333333334,259058.34700520834,0.18741755436410287,0.0019004152636401034,0.18551713910046277
INIT0,-1,CAL,D_0808,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0808_k3.npz,0.22166943169262576,107196.34092168404,211680.41307635934,146908.49941917753,0.5833333333333334,259058.34700520834,0.19160773710775525,0.006090598007292501,0.18551713910046275
INIT0,-1,RAW,D_0815,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0815_k0.npz,0.13131909170188175,61160.590371352104,132063.21817974746,89381.30289713542,0.75,244236.35546875,0.08040372228076757,0.00031297674205753426,0.08009074553871003
INIT0,-1,CAL,D_0815,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0815_k0.npz,0.12677015580875126,59041.96770057629,132036.79846253773,85405.89653608135,0.7916666666666666,244236.35546875,0.0803715553965542,0.0002808098578441861,0.08009074553871003
INIT0,-1,RAW,D_0815,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0815_k3.npz,0.1081315928724015,50361.23820353836,107940.60987303204,69040.96028645833,0.7083333333333334,248243.3028971354,0.053713337412553804,0.0018054680538042633,0.051907869358749546
INIT0,-1,CAL,D_0815,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0815_k3.npz,0.1083524856241267,50464.116855295535,111998.21983979929,71124.61589051088,0.8333333333333334,248243.3028971354,0.05782752993946929,0.005919660580719753,0.051907869358749546
INIT0,-1,RAW,D_0822,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0822_k0.npz,0.20629095413837278,93293.55027367003,196275.17195356442,130009.36349826388,0.6666666666666666,267189.7998046875,0.18835964416890594,0.005717583429561751,0.18264206073934416
INIT0,-1,CAL,D_0822,8,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0822_k0.npz,0.2112057737602802,95516.24090689518,199579.91466038235,132872.30474615216,0.6666666666666666,267189.7998046875,0.19475597636624112,0.012113915626896949,0.18264206073934416
INIT0,-1,RAW,D_0822,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0822_k3.npz,0.24352014804126512,110130.17642402448,244113.0562866368,145927.81119791666,0.6666666666666666,233333.8155924479,0.29136618295591343,0.05359166814614734,0.23777451480976608
INIT0,-1,CAL,D_0822,8,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0822_k3.npz,0.23573986845282624,106611.60282510478,237848.33478763828,140707.71861216697,0.6666666666666666,233333.8155924479,0.2766033010209472,0.03882878621118108,0.23777451480976616
INIT0,-1,RAW,D_0901,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0901_k0.npz,0.10039181392451355,43934.756641270884,100153.00942484953,58365.8840467665,0.8333333333333334,222962.87272135416,0.05237308537997317,0.009066258964878926,0.043306826415094236
INIT0,-1,CAL,D_0901,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0901_k0.npz,0.10722469651946394,46925.05059285989,107304.82116094348,66286.37815147148,0.8333333333333334,222962.87272135416,0.060119951632735036,0.016813125217640813,0.04330682641509423
INIT0,-1,RAW,D_0901,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0901_k3.npz,0.09612180056252914,42066.0584817295,93601.02996250942,56415.728841145836,0.875,229502.74186197916,0.0457447657117912,0.005236991953180023,0.040507773758611185
INIT0,-1,CAL,D_0901,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0901_k3.npz,0.1001923983258576,43847.48582251658,99716.30139676154,59268.231326649395,0.7916666666666666,229502.74186197916,0.051917345070357064,0.011409571311745902,0.040507773758611164
INIT0,-1,RAW,D_0908,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0908_k0.npz,0.15348088905013949,70676.17954300492,156358.48526701867,102188.4438205295,0.6666666666666666,224804.08256022134,0.11529365063470694,4.765781391603144e-05,0.11524599282079091
INIT0,-1,CAL,D_0908,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0908_k0.npz,0.1554388213268508,71577.78477853812,156839.91411701284,105156.9377907107,0.7083333333333334,224804.08256022134,0.11600472353543968,0.0007587307146487716,0.11524599282079091
INIT0,-1,RAW,D_0908,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0908_k3.npz,0.2622916692303474,120782.28906468305,241780.15294390885,153046.22466362847,0.625,206695.1171875,0.2756790590082858,0.0039085430195818635,0.271770515988704
INIT0,-1,CAL,D_0908,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0908_k3.npz,0.26677062191537015,122844.79512710153,244177.49622495752,156484.4243784997,0.625,206695.1171875,0.2811730903215182,0.009402574332814256,0.271770515988704
INIT0,-1,RAW,D_0915,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0915_k0.npz,0.15346854091077028,64216.85014529597,157660.5081367452,97551.38064236111,0.875,276513.16129557294,0.14196672806200042,0.009736808441132316,0.13222991962086814
INIT0,-1,CAL,D_0915,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0915_k0.npz,0.15092212863823762,63151.338123464426,154513.0476046109,96045.4401770188,0.875,276513.16129557294,0.136354993333709,0.004125073712840862,0.13222991962086814
INIT0,-1,RAW,D_0915,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0915_k3.npz,0.20897677815292473,87443.52664625703,209064.21858054068,141343.1697048611,0.875,308287.7275390625,0.24963193796419755,0.03573456179225014,0.21389737617194746
INIT0,-1,CAL,D_0915,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0915_k3.npz,0.21452226480998568,89763.96107226929,214932.52467433462,146068.50882317478,0.7916666666666666,308287.7275390625,0.26384265555496467,0.04994527938301731,0.2138973761719474
INIT0,-1,RAW,D_0922,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0922_k0.npz,0.11862733090244594,51532.68195452009,111708.64616455024,72101.88910590277,0.7916666666666666,243608.7547200521,0.0661268148058158,0.0006425305151886597,0.06548428429062715
INIT0,-1,CAL,D_0922,9,0,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0922_k0.npz,0.11677185089641426,50726.64627710581,114159.23723607155,69176.83870590224,0.7916666666666666,243608.7547200521,0.06905993159730704,0.003575647306679922,0.06548428429062712
INIT0,-1,RAW,D_0922,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0922_k3.npz,0.11133844639697524,48366.330961319865,105038.63920450468,66992.84611002606,0.7083333333333334,215586.77783203125,0.0584658409338752,0.005698659379174206,0.052767181554701
INIT0,-1,CAL,D_0922,9,3,.cache/covariate_calibration_control_20260916/INIT0_-1_D_0922_k3.npz,0.11866375389372909,51548.50439957847,110627.94500658942,73147.35084335455,0.6666666666666666,215586.77783203125,0.06485354457068981,0.01208636301598883,0.05276718155470098
STD,61710,RAW,D_0601,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0601_k0.npz,0.17142636528606467,71586.3653906896,144199.46591044505,97107.97352430556,0.6666666666666666,190895.65234375,0.11923998480444332,0.0447493954712064,0.07449058933323692
STD,61710,CAL,D_0601,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0601_k0.npz,0.1506366474457163,62904.73502884294,134349.88107878625,87522.19860400066,0.7916666666666666,238619.5654296875,0.10350687122094514,0.02901628188770823,0.07449058933323692
STD,61710,RAW,D_0601,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0601_k3.npz,0.09248713811000388,38621.93573102679,76848.85662010594,55494.01787651909,0.7916666666666666,184253.58048502603,0.03386643083469424,0.01119976038703083,0.022666670447663406
STD,61710,CAL,D_0601,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0601_k3.npz,0.08399701946024102,35076.52581197486,68418.57103658325,48213.33375115908,0.875,230316.97560628256,0.0268437142560396,0.0041770438083761985,0.022666670447663406
STD,61710,RAW,D_0608,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0608_k0.npz,0.13409687670073886,50482.05034657634,120100.66873517582,74102.81738281249,0.875,224261.82462565103,0.1017780686267629,0.00045440442218657096,0.10132366420457634
STD,61710,CAL,D_0608,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0608_k0.npz,0.14258713340337273,53678.28859509446,122121.45315873943,80565.19532166934,0.875,280327.2807820638,0.10523186829928188,0.003908204094705545,0.10132366420457635
STD,61710,RAW,D_0608,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0608_k3.npz,0.2023018013462758,76158.44583432798,168905.8071326706,106584.84928385417,0.7083333333333334,206316.67016601562,0.20130405191297265,0.010187597700068898,0.1911164542129037
STD,61710,CAL,D_0608,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0608_k3.npz,0.20253570207190014,76246.49999709138,173056.00449674937,110450.90918702296,0.75,257895.83770751953,0.21131810094476633,0.020201646731862605,0.1911164542129037
STD,61710,RAW,D_0615,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0615_k0.npz,0.21284752227327042,76050.47705530238,179645.5347576337,114450.8148871528,0.875,261650.19596354166,0.25279365342355575,0.009539046539777737,0.243254606883778
STD,61710,CAL,D_0615,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0615_k0.npz,0.20936969285147675,74807.84766587119,183075.38125813473,112118.68974802899,0.875,327062.74495442706,0.2625386254372335,0.019284018553455455,0.243254606883778
STD,61710,RAW,D_0615,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0615_k3.npz,0.20934224391539827,74798.04015361484,158416.16211885575,106632.3461642795,0.625,236521.8435872396,0.1965768121195516,0.00016582503798321453,0.19641098708156837
STD,61710,CAL,D_0615,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0615_k3.npz,0.20566826741548214,73485.327360323,158672.33807605377,104307.62792619737,0.7916666666666666,295652.3044840495,0.19721309783291333,0.0008021107513449451,0.19641098708156837
STD,61710,RAW,D_0622,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0622_k0.npz,0.11043085719167471,41860.51209914435,85164.91797553259,59645.992580837665,0.9583333333333334,282078.1190592448,0.050476970014684264,0.0027293848566869888,0.04774758515799727
STD,61710,CAL,D_0622,6,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0622_k0.npz,0.1197377359268467,45388.427392083926,90086.11094422327,63500.61301402226,1.0,352597.64882405597,0.05647906389288964,0.008731478734892368,0.04774758515799727
STD,61710,RAW,D_0622,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0622_k3.npz,0.1959333239139785,74271.53501209078,177396.45989590316,102313.85034179688,0.8333333333333334,293004.7518717448,0.2190088729929973,0.011645195955381223,0.20736367703761602
STD,61710,CAL,D_0622,6,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0622_k3.npz,0.19663205929036107,74536.40138568412,181634.41641044008,102059.73272026911,0.875,366255.93983968097,0.22959799879412138,0.02223432175650535,0.20736367703761607
STD,61710,RAW,D_0701,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0701_k0.npz,0.11835616236845858,56529.28150080604,141950.2840824212,82088.54416232639,0.9166666666666666,257358.75748697916,0.08832982111448058,0.01304616751176458,0.07528365360271601
STD,61710,CAL,D_0701,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0701_k0.npz,0.1316854363072471,62895.610584216214,150612.19557379244,91877.34786804428,0.9166666666666666,321698.44685872394,0.09943862216277699,0.024154968560060972,0.07528365360271604
STD,61710,RAW,D_0701,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0701_k3.npz,0.15068969132838356,71972.42467065557,150363.97665346926,108602.80772569445,0.625,208260.91048177084,0.09911112931802542,0.024649244913854267,0.07446188440417113
STD,61710,CAL,D_0701,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0701_k3.npz,0.13528010613018762,64612.49712613412,141581.90965164843,101253.7303886747,0.7916666666666666,260326.13810221353,0.08787196747076527,0.01341008306659413,0.07446188440417116
STD,61710,RAW,D_0708,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0708_k0.npz,0.08492603390029746,38045.92231812169,79818.46308942251,51335.99956597222,0.6666666666666666,122958.06298828125,0.031744769215929815,0.002160657287944154,0.02958411192798566
STD,61710,CAL,D_0708,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0708_k0.npz,0.09336390808952924,41825.99647430423,86488.78231053628,59190.42878797552,0.7083333333333334,153697.57873535156,0.037272199077770886,0.0076880871497852265,0.029584111927985657
STD,61710,RAW,D_0708,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0708_k3.npz,0.20658158094881449,92546.25961175181,198058.10133771604,112033.16688368055,0.7083333333333334,139124.7267252604,0.19545675065860624,0.050645020999578905,0.14481172965902733
STD,61710,CAL,D_0708,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0708_k3.npz,0.2209156056657574,98967.74388272442,208060.47288125727,122808.39654236361,0.625,173905.90840657553,0.2156972530156195,0.07088552335659225,0.14481172965902733
STD,61710,RAW,D_0715,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0715_k0.npz,0.0955421149713639,35974.02981019682,72709.93429556473,53531.44531250002,0.9583333333333334,223085.19368489584,0.03729057033263697,0.0013041498853416792,0.03598642044729528
STD,61710,CAL,D_0715,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0715_k0.npz,0.09790946504461343,36865.397163031485,71452.85505330867,46978.71815586285,0.9583333333333334,278856.4921061198,0.036012286332468856,2.5865885173575562e-05,0.035986420447295275
STD,61710,RAW,D_0715,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0715_k3.npz,0.17917687602374938,67464.63882768582,139048.0074205568,96607.13026258681,0.7083333333333334,205496.3150024414,0.13637697740742552,0.06334986489455208,0.07302711251287343
STD,61710,CAL,D_0715,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0715_k3.npz,0.15592828525430885,58710.95467870512,128975.91012157309,83457.34941188934,0.8333333333333334,256870.39375305176,0.11733530959533607,0.04430819708246264,0.07302711251287343
STD,61710,RAW,D_0722,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0722_k0.npz,0.1504092969820861,68002.77932477678,154918.53972345174,91613.81781684027,0.75,191595.8074544271,0.11740938845226719,0.00107183492259633,0.11633755352967086
STD,61710,CAL,D_0722,7,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0722_k0.npz,0.1492819072853932,67493.06593407883,157791.4157453024,89703.2242330885,0.7916666666666666,239494.75931803384,0.12180434543833792,0.00546679190866706,0.11633755352967086
STD,61710,RAW,D_0722,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0722_k3.npz,0.1505657956542154,68073.53522138,127550.41435176689,98959.93744574655,0.625,189103.9803059896,0.07959023448969786,0.0010823875489882329,0.07850784694070961
STD,61710,CAL,D_0722,7,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0722_k3.npz,0.14152730002266922,63987.0669232588,126735.6919334195,97133.65689755387,0.75,236379.97538248697,0.07857672379627233,6.887685556269218e-05,0.07850784694070963
STD,61710,RAW,D_0801,8,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0801_k0.npz,0.2273126532382046,113040.60053902118,215166.1251187035,136499.91232638888,0.4166666666666667,116906.47428385417,0.18720873462511742,0.06586300261315303,0.12134573201196436
STD,61710,CAL,D_0801,8,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0801_k0.npz,0.20538731963742868,102137.32330415085,203682.94563170063,128963.67218203202,0.5833333333333334,146133.09285481772,0.16775970134189966,0.046413969329935266,0.12134573201196436
STD,61710,RAW,D_0801,8,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0801_k3.npz,0.24955656382535893,124102.30333157655,243374.84845006067,148422.23285590278,0.4166666666666667,104412.3408203125,0.23951333523555893,0.08587292571498971,0.15364040952056923
STD,61710,CAL,D_0801,8,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0801_k3.npz,0.21890385580756397,108858.9788922292,231689.06023307057,133439.77133272743,0.5416666666666666,130515.42602539062,0.2170647818812593,0.06342437236069005,0.15364040952056923
STD,61710,RAW,D_0808,8,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0808_k0.npz,0.16496551800661619,79775.09471436839,141349.68252087728,105189.47135416667,0.4166666666666667,138014.4314778646,0.08543609066958535,0.0003316792165353679,0.08510441145304999
STD,61710,CAL,D_0808,8,0,.cache/covariate_calibration_control_20260916/STD_61710_D_0808_k0.npz,0.15261927152666113,73804.6167974873,141512.31560456115,102298.84404819306,0.625,172518.03934733072,0.08563280463578256,0.0005283931827325975,0.08510441145304998
STD,61710,RAW,D_0808,8,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0808_k3.npz,0.27847956523044715,134668.95361359126,230247.1367492028,170507.43207465278,0.375,182955.02864583334,0.22669407516450604,8.404425996692379e-06,0.2266856707385094
STD,61710,CAL,D_0808,8,3,.cache/covariate_calibration_control_20260916/STD_61710_D_0808_k3.npz,0.25823458634674634,124878.7554712568,230986.61506583967,165526.62828173194,0.5833333333333334,228693.78580729166,0.22815254757256476,0.0014668768340553758,0.22668567073850934
