arm,variant,path_index,month,primary,raw_2pinball,raw_RMSE,raw_MAE,coverage80,width80,median_scaled_MSE,median_scaled_bias_squared,median_scaled_centered_MSE
EXODROP,RAW,3,6,0.17291824942883724,65165.8962964836,143996.60504960743,92961.05411444769,0.7708333333333334,260852.08952840167,0.15904059227579462,0.008895235785056835,0.15014535649073776
EXODROP,RAW,3,7,0.1600252155654763,69894.1145459832,147480.55919502547,100281.37675306533,0.7395833333333334,224344.77214813232,0.1162452913947339,0.030420517697964552,0.08582477369676932
EXODROP,RAW,3,8,0.2266915116878475,107659.75266263448,212986.01101084595,140782.64938693578,0.5625,200829.457417806,0.2215118316742216,0.04906509713924249,0.17244673453497913
EXODROP,RAW,3,9,0.18601055782336764,82148.02911923686,172843.07820522483,112058.0740814209,0.7083333333333334,209741.0679321289,0.17502831862036664,0.005537858994704963,0.16949045962566162
INIT0,CAL,0,6,0.18640152519087078,70247.352432402,161039.5580866371,100675.26511876196,0.8541666666666666,309709.41131591797,0.21170685240513576,0.04910515905425347,0.1626016933508822
INIT0,CAL,0,7,0.11480331290120503,50610.28518060664,107741.39876189851,70881.93996229349,0.8541666666666666,261649.38968912757,0.06210036557095663,0.007861009487484024,0.05423935608347255
INIT0,CAL,0,8,0.16834196477302402,79859.64072259024,168440.2688325998,107764.86971149997,0.6875,214415.94767252603,0.1318215021915809,0.015513381245067525,0.11630812094651327
INIT0,CAL,0,9,0.13258937434524162,58095.20494299206,133204.2550296597,84166.3987062758,0.8020833333333334,241972.21782430014,0.09538490002479766,0.00631814423795255,0.08906675578684507
INIT0,CAL,3,6,0.19532425037426024,73521.1302528717,162666.01156163713,107696.23925171091,0.8333333333333333,297163.2550048828,0.21024227576461996,0.03598190163134595,0.1742603741332739
INIT0,CAL,3,7,0.14650365318136765,64466.73835483063,137835.6452733499,91995.49971003167,0.7916666666666667,253266.72021484375,0.101427028074243,0.021432886151623726,0.07999414192261922
INIT0,CAL,3,8,0.19214861695393093,91284.74622643003,197518.01784454923,121185.5396360068,0.6979166666666667,222540.64070638022,0.18431307535353103,0.025113894106781852,0.15919918124674914
INIT0,CAL,3,9,0.17503725973623557,77001.18660536647,167363.5668256608,108742.12884291961,0.71875,240018.09110514325,0.1654466588793824,0.020710947010891552,0.14473571186849085
INIT0,RAW,0,6,0.18449978169923154,69655.92260570062,159091.79967248885,100821.4330681695,0.8645833333333333,309709.41131591797,0.2037698196919819,0.04116812634109965,0.1626016933508822
INIT0,RAW,0,7,0.1099093584876716,48391.198691847865,103164.77811166036,67022.35453287761,0.875,261649.38968912757,0.05729281871088843,0.00305346262741585,0.05423935608347252
INIT0,RAW,0,8,0.17201340679385474,81702.0980818233,169534.17284899563,111524.85586208767,0.6666666666666666,214415.94767252603,0.13378669050065972,0.017478569554146426,0.11630812094651327
INIT0,RAW,0,9,0.13149214369696727,57590.11707102296,131470.1622482909,82551.89940388997,0.7916666666666666,241972.21782430014,0.09394006972062405,0.004873313933778958,0.08906675578684507
INIT0,RAW,3,6,0.19290710535236544,72683.06104999845,160390.19207259032,107077.94937133789,0.8125,297163.2550048828,0.20169124618179865,0.0274308720485247,0.1742603741332739
INIT0,RAW,3,7,0.1477237951391293,64848.12226690464,138364.24927414278,92411.1743367513,0.7916666666666667,253266.72021484375,0.10107267455774575,0.021078532635126452,0.07999414192261922
INIT0,RAW,3,8,0.19832944837252275,94263.59022542319,199682.07847786788,125844.45933702256,0.6458333333333334,222540.64070638022,0.19006104261000306,0.030861861363253876,0.15919918124674912
INIT0,RAW,3,9,0.1696821735856941,74664.55128849736,162371.0101728659,104449.49232991537,0.7708333333333334,240018.09110514325,0.15738040090453742,0.012644689036046524,0.14473571186849088
STD,CAL,0,6,0.15834284194112788,60303.17508640811,133805.56790338308,86863.52345522789,0.8854166666666666,316077.65729522705,0.13461460225338776,0.015100906922604225,0.11951369533078349
STD,CAL,0,7,0.11883705136564797,52547.15154188819,116820.78080536195,72480.41298089043,0.8541666666666667,264913.6157277425,0.07390567158996562,0.008667683097433734,0.06523798849253185
STD,CAL,0,8,0.17221347850647595,81813.58890484422,169091.3993796518,113062.04589451248,0.6875,220065.13843282062,0.1315600379160291,0.014042226110607611,0.11751781180542145
STD,CAL,0,9,0.13611026244079852,59644.28637528259,139140.58582528672,84040.13510862412,0.8072916666666666,248036.56282679236,0.1037049631251995,0.003413573117836775,0.10029139000736265
STD,CAL,3,6,0.17259793567658321,65025.26779271846,145994.840660864,91787.33170819686,0.828125,304349.58814493817,0.1664113030702785,0.01160729062521265,0.1548040124450658
STD,CAL,3,7,0.16308736948440902,71343.0391684467,151716.10551337802,101388.1340410815,0.7604166666666667,246922.78427823386,0.12585777961634342,0.0325930523826483,0.09326472723369512
STD,CAL,3,8,0.21527766002600612,102234.85017241999,212943.81410353625,135375.00249883777,0.6458333333333334,221687.24394226074,0.2174375354358874,0.03903573026444189,0.17840180517144547
STD,CAL,3,9,0.1920975383105174,84825.51053907257,184585.3882392306,117597.6551642958,0.765625,250764.68616485596,0.19621008677988497,0.012975916046290375,0.18323417073359455
STD,RAW,0,6,0.16008847288001973,61155.389968026786,133830.88493582504,87379.01064215766,0.8229166666666666,230695.22552998862,0.13419596214413573,0.014682266813352187,0.1195136953307835
STD,RAW,0,7,0.11358413942794687,50179.164378866364,113198.87994908965,70795.30742051867,0.8177083333333334,193171.53176879883,0.06969885168980941,0.004460863197277513,0.06523798849253185
STD,RAW,0,8,0.18781980041559426,89313.77375259642,171744.13302718644,117170.28961181642,0.484375,160416.06842041016,0.1356358115536806,0.018117999748259075,0.11751781180542142
STD,RAW,0,9,0.14302507666609507,62682.243811312874,139349.35182101824,85568.87270779078,0.6510416666666666,180513.1692047119,0.10464122682212604,0.0043498368147633125,0.10029139000736265
STD,RAW,3,6,0.17626566794478277,66460.31105508633,146134.84012170637,93176.54256863064,0.7395833333333334,222068.40972391763,0.16350214520193576,0.008698132756869925,0.1548040124450658
STD,RAW,3,7,0.1732955762872871,75639.31459786188,154129.2060531863,104515.9812350803,0.6510416666666667,180073.22977956137,0.12870014080888723,0.035435413575192046,0.09326472723369512
STD,RAW,3,8,0.2393064958483316,113683.60531800931,217181.14560886507,144322.98015001084,0.4947916666666667,161622.8155924479,0.2277062757859418,0.04930447061449632,0.1784018051714455
STD,RAW,3,9,0.1997952453210101,88221.23162047048,181064.59532873644,118048.77212863498,0.6145833333333333,182540.876566569,0.1896421621198522,0.006407991386257587,0.18323417073359455
VINTAGE,CAL,0,6,0.16046955400157534,61141.200313506975,135916.17568214412,87836.98161243505,0.8854166666666666,324185.64440409344,0.13754957915107877,0.01947906732858005,0.11807051182249866
VINTAGE,CAL,0,7,0.11328182492988227,50230.403592737464,106013.70449667782,70811.19101528704,0.828125,262503.30786641437,0.060120417668808226,0.0071784423174716715,0.052941975351336525
VINTAGE,CAL,0,8,0.16566803081652515,78709.956556069,163224.33390727645,109391.32349580985,0.703125,223258.50067647296,0.12737549153911365,0.013853412767811112,0.11352207877130249
VINTAGE,CAL,0,9,0.13246732499209926,58023.20928987117,132537.24259582028,85125.16156341683,0.8333333333333334,257532.0540148417,0.09472996307916084,0.004531975316791412,0.09019798776236936
VINTAGE,CAL,3,6,0.1736670797940464,65538.29794680775,145741.7821141943,94647.31035867156,0.796875,310819.5440826416,0.1604524361704925,0.015070179304914638,0.14538225686557782
VINTAGE,CAL,3,7,0.15353210573961548,67368.04581327565,146030.7309190217,98553.91538028586,0.7864583333333334,251527.69714959463,0.11358472313222892,0.026489675060398378,0.0870950480718305
VINTAGE,CAL,3,8,0.19947033445674983,94697.7453801928,203977.14352231615,123540.37990942768,0.6927083333333334,225299.64366658527,0.20595611135662106,0.032472468327742254,0.17348364302887875
VINTAGE,CAL,3,9,0.17277657318167763,76174.92661409236,165906.648225078,109615.78076720845,0.7760416666666666,258907.613764445,0.16023996393851833,0.01111327840672815,0.14912668553179012
VINTAGE,RAW,0,6,0.1591678217413102,60855.137302561765,134996.3977460443,86974.6566772461,0.8541666666666666,288558.3011372884,0.13538787519236195,0.017317363369863264,0.11807051182249866
VINTAGE,RAW,0,7,0.10456181590175864,46218.77529756011,101849.62518389012,64542.16073269314,0.8697916666666666,233428.4603068034,0.055513393601624966,0.0025714182502883957,0.052941975351336525
VINTAGE,RAW,0,8,0.17306346178734294,82321.04347622342,167104.5591921331,111163.02759467231,0.6197916666666667,198545.09698486328,0.1332247341430302,0.019702655371727672,0.11352207877130249
VINTAGE,RAW,0,9,0.13367797966211628,58546.463142893954,132953.4558782148,83881.66412353514,0.734375,228757.4438680013,0.09662688325519199,0.006428895492822596,0.09019798776236936
VINTAGE,RAW,3,6,0.17151615299856252,64819.780763305185,144813.94258162045,93433.72667439778,0.7708333333333334,276560.1670633952,0.15520629401933508,0.009824037153757261,0.14538225686557782
VINTAGE,RAW,3,7,0.1572271875755239,68714.34370789402,148737.61761183586,99446.50624593098,0.7291666666666666,223600.07310581207,0.11741810158253288,0.030323053510702313,0.08709504807183051
VINTAGE,RAW,3,8,0.21378442191323366,101530.60152158707,209359.6706934233,132080.15063476562,0.6510416666666666,200347.66587320963,0.21935842977424747,0.0458747867453687,0.17348364302887873
VINTAGE,RAW,3,9,0.17043319359466086,75175.5630146087,161249.39432961523,106772.9506225586,0.7239583333333334,230094.06452433267,0.15265259452913008,0.0035259089973399067,0.14912668553179012
