role,comparison,baseline_primary,TAIL_primary,absolute_reduction,gain_percent,CI95_lower,CI95_upper
selected,TAIL_vs_DROP,0.8133586944758947,0.8133446307325636,1.4063743331229879e-05,0.001729094854047113,0.00155892009658112,0.0018859409819608922
selected,TAIL_vs_NAIVE,0.8078891848958845,0.8133446307325636,-0.0054554458366790565,-0.6752715519248077,-0.8903976452118932,-0.46901255489200355
selected,TAIL_vs_F0,0.8135490853638611,0.8133446307325636,0.0002044546312974526,0.02513119797879641,-0.059774666337849204,0.11634210275219795
endpoint,TAIL_vs_DROP,0.8342017557228896,0.8343216371356104,-0.00011988141272076643,-0.014370793623768554,-0.020715796246511882,-0.008294665080252624
endpoint,TAIL_vs_NAIVE,0.8078891848958845,0.8343216371356104,-0.026432452239725818,-3.2717918167368887,-3.7197904181989365,-2.835219879031384
endpoint,TAIL_vs_F0,0.8135490853638611,0.8343216371356104,-0.020772551771749307,-2.553324949343253,-3.1066450222488275,-2.0208589519639535
