dataset,seed,split,mse,level_mse,daily_zero_mean_mse,remainder_mse,level_share_percent,daily_share_percent,remainder_share_percent,orthogonality_error,interpretation
electricity,41000,V,0.4711742656500038,0.09158475741566037,0.20955618915853735,0.17003331907580604,19.43755508151862,44.4753044543819,36.08714046409947,5.551115123125783e-17,"Future-label descriptive decomposition, not deployable oracle recovery"
electricity,41000,E,0.46586110330887087,0.09737631194792994,0.19720011720411273,0.17128467415682833,20.902434493091473,42.330238734992,36.76732677191655,1.3877787807814457e-16,"Future-label descriptive decomposition, not deployable oracle recovery"
electricity,41001,V,0.47796256927961334,0.09472547258584357,0.2085804008005104,0.1746566958932594,19.818596407792793,43.639484387843055,36.54191920436417,5.551115123125783e-17,"Future-label descriptive decomposition, not deployable oracle recovery"
electricity,41001,E,0.47289882864729155,0.09737303141661113,0.20649018257992496,0.1690356146507555,20.590668768443106,43.66476930606531,35.744561925491595,5.551115123125783e-17,"Future-label descriptive decomposition, not deployable oracle recovery"
traffic,41001,V,0.9804992151280937,0.07129680482212196,0.6778669555804393,0.23133545472553255,7.271480050374915,69.13487997967259,23.59363996995251,1.3877787807814457e-16,"Future-label descriptive decomposition, not deployable oracle recovery"
traffic,41001,E,1.2504652887958345,0.1312982967693342,0.8034010947481308,0.3157658972783694,10.499955332288433,64.24817241602804,25.25187225168351,1.6653345369377348e-16,"Future-label descriptive decomposition, not deployable oracle recovery"
traffic,41000,V,0.9467436671226543,0.056976747578827806,0.6648445873983159,0.2249223321455107,6.018181009015004,70.22435010512541,23.757468885859588,2.7755575615628914e-17,"Future-label descriptive decomposition, not deployable oracle recovery"
traffic,41000,E,1.2202585133997839,0.12048367201792261,0.7749919515112118,0.3247828898706493,9.873618638581828,63.51047282202466,26.6159085393935,2.220446049250313e-16,"Future-label descriptive decomposition, not deployable oracle recovery"
