origin_utc,shift_score,bin,utc_date
2026-07-16T04:00:00+00:00,0.9776663586288923,S<1,2026-07-16
2026-07-16T05:00:00+00:00,0.8898134208633647,S<1,2026-07-16
2026-07-16T06:00:00+00:00,0.813811060551907,S<1,2026-07-16
2026-07-16T07:00:00+00:00,0.7537821436085298,S<1,2026-07-16
2026-07-16T08:00:00+00:00,0.676135390334153,S<1,2026-07-16
2026-07-16T09:00:00+00:00,0.6099345677648722,S<1,2026-07-16
2026-07-16T10:00:00+00:00,0.5492153019162012,S<1,2026-07-16
2026-07-16T11:00:00+00:00,0.49114915886011706,S<1,2026-07-16
2026-07-16T12:00:00+00:00,0.43647097438230803,S<1,2026-07-16
2026-07-16T13:00:00+00:00,0.4217611738460474,S<1,2026-07-16
2026-07-16T14:00:00+00:00,0.4293273144022903,S<1,2026-07-16
2026-07-16T15:00:00+00:00,0.4364059836930613,S<1,2026-07-16
2026-07-16T16:00:00+00:00,0.43828476363582525,S<1,2026-07-16
2026-07-16T17:00:00+00:00,0.4403135969193116,S<1,2026-07-16
2026-07-16T18:00:00+00:00,0.351436287925614,S<1,2026-07-16
2026-07-16T19:00:00+00:00,0.18678084175831183,S<1,2026-07-16
2026-07-16T20:00:00+00:00,0.18678084175831183,S<1,2026-07-16
2026-07-16T21:00:00+00:00,0.18623509395228616,S<1,2026-07-16
2026-07-16T22:00:00+00:00,0.1856758083965875,S<1,2026-07-16
2026-07-16T23:00:00+00:00,0.18482026983804903,S<1,2026-07-16
2026-07-17T00:00:00+00:00,0.12053835604643796,S<1,2026-07-17
2026-07-17T01:00:00+00:00,0.0814675858830104,S<1,2026-07-17
2026-07-17T02:00:00+00:00,0.07702544578320983,S<1,2026-07-17
2026-07-17T03:00:00+00:00,0.028222621385274885,S<1,2026-07-17
2026-07-17T04:00:00+00:00,0.06440477832369292,S<1,2026-07-17
2026-07-17T05:00:00+00:00,0.20292442866497462,S<1,2026-07-17
2026-07-17T06:00:00+00:00,0.30813409200343894,S<1,2026-07-17
2026-07-17T07:00:00+00:00,0.36679090790943925,S<1,2026-07-17
2026-07-17T08:00:00+00:00,0.40102683523887955,S<1,2026-07-17
2026-07-17T09:00:00+00:00,0.4358585412095333,S<1,2026-07-17
2026-07-17T10:00:00+00:00,0.45601352199954304,S<1,2026-07-17
2026-07-17T11:00:00+00:00,0.4754020814180715,S<1,2026-07-17
2026-07-17T12:00:00+00:00,0.482423896697269,S<1,2026-07-17
2026-07-17T13:00:00+00:00,0.45819718374611973,S<1,2026-07-17
2026-07-17T14:00:00+00:00,0.4122595056166746,S<1,2026-07-17
2026-07-17T15:00:00+00:00,0.4047644841679413,S<1,2026-07-17
2026-07-17T16:00:00+00:00,0.39832478409613875,S<1,2026-07-17
2026-07-17T17:00:00+00:00,0.3944833624873049,S<1,2026-07-17
2026-07-17T18:00:00+00:00,0.388370207298763,S<1,2026-07-17
2026-07-17T19:00:00+00:00,0.3952868651370871,S<1,2026-07-17
2026-07-17T20:00:00+00:00,0.3972970554974323,S<1,2026-07-17
2026-07-17T21:00:00+00:00,0.3972970554974323,S<1,2026-07-17
2026-07-17T22:00:00+00:00,0.38274630342797533,S<1,2026-07-17
2026-07-17T23:00:00+00:00,0.3273171495793896,S<1,2026-07-17
2026-07-18T00:00:00+00:00,0.2876482050246347,S<1,2026-07-18
2026-07-18T01:00:00+00:00,0.2876482050246347,S<1,2026-07-18
2026-07-18T02:00:00+00:00,0.30395560258392385,S<1,2026-07-18
2026-07-18T03:00:00+00:00,0.3253365165154042,S<1,2026-07-18
2026-07-18T04:00:00+00:00,0.4865626082494992,S<1,2026-07-18
2026-07-18T05:00:00+00:00,0.5583226496955891,S<1,2026-07-18
2026-07-18T06:00:00+00:00,0.6964900004716678,S<1,2026-07-18
2026-07-18T07:00:00+00:00,0.817777912796152,S<1,2026-07-18
2026-07-18T08:00:00+00:00,0.8889318939724783,S<1,2026-07-18
2026-07-18T09:00:00+00:00,1.0255025217105729,1<=S<2,2026-07-18
2026-07-18T10:00:00+00:00,1.0931322534096164,1<=S<2,2026-07-18
2026-07-18T11:00:00+00:00,1.0974246928488454,1<=S<2,2026-07-18
2026-07-18T12:00:00+00:00,1.11267825857414,1<=S<2,2026-07-18
2026-07-18T13:00:00+00:00,1.1308246755270195,1<=S<2,2026-07-18
2026-07-18T14:00:00+00:00,1.0785103854549616,1<=S<2,2026-07-18
2026-07-18T15:00:00+00:00,0.942112193624527,S<1,2026-07-18
2026-07-18T16:00:00+00:00,0.8906114460338302,S<1,2026-07-18
2026-07-18T17:00:00+00:00,0.8464018921733082,S<1,2026-07-18
2026-07-18T18:00:00+00:00,0.7981742485529884,S<1,2026-07-18
2026-07-18T19:00:00+00:00,0.7722698272842009,S<1,2026-07-18
2026-07-18T20:00:00+00:00,0.7658640521631151,S<1,2026-07-18
2026-07-18T21:00:00+00:00,0.7547855120775898,S<1,2026-07-18
2026-07-18T22:00:00+00:00,0.6190951119772528,S<1,2026-07-18
2026-07-18T23:00:00+00:00,0.45958510218959325,S<1,2026-07-18
2026-07-19T00:00:00+00:00,0.4158714787565535,S<1,2026-07-19
2026-07-19T01:00:00+00:00,0.264706620565859,S<1,2026-07-19
2026-07-19T02:00:00+00:00,0.13416606563607733,S<1,2026-07-19
2026-07-19T03:00:00+00:00,0.13416606563607733,S<1,2026-07-19
2026-07-19T04:00:00+00:00,0.13523017730229267,S<1,2026-07-19
2026-07-19T05:00:00+00:00,0.2507765948121538,S<1,2026-07-19
2026-07-19T06:00:00+00:00,0.4143246493567995,S<1,2026-07-19
2026-07-19T07:00:00+00:00,0.49151149619910656,S<1,2026-07-19
2026-07-19T08:00:00+00:00,0.5875921302718875,S<1,2026-07-19
2026-07-19T09:00:00+00:00,0.8047417458186932,S<1,2026-07-19
2026-07-19T10:00:00+00:00,1.004637989920152,1<=S<2,2026-07-19
2026-07-19T11:00:00+00:00,1.0763519215577597,1<=S<2,2026-07-19
2026-07-19T12:00:00+00:00,1.0987812639776864,1<=S<2,2026-07-19
2026-07-19T13:00:00+00:00,1.1614226095149682,1<=S<2,2026-07-19
2026-07-19T14:00:00+00:00,1.1057407395699173,1<=S<2,2026-07-19
2026-07-19T15:00:00+00:00,0.9899522853997578,S<1,2026-07-19
2026-07-19T16:00:00+00:00,0.9283687597485599,S<1,2026-07-19
2026-07-19T17:00:00+00:00,0.9260661762103144,S<1,2026-07-19
2026-07-19T18:00:00+00:00,0.9079492704758573,S<1,2026-07-19
2026-07-19T19:00:00+00:00,0.8847990475181777,S<1,2026-07-19
2026-07-19T20:00:00+00:00,0.8749959981912421,S<1,2026-07-19
2026-07-19T21:00:00+00:00,0.7970197914594362,S<1,2026-07-19
2026-07-19T22:00:00+00:00,0.7525034441005601,S<1,2026-07-19
2026-07-19T23:00:00+00:00,0.6940955744884795,S<1,2026-07-19
2026-07-20T00:00:00+00:00,0.7048369540471092,S<1,2026-07-20
2026-07-20T01:00:00+00:00,0.7127336203658742,S<1,2026-07-20
2026-07-20T02:00:00+00:00,0.7475223850175905,S<1,2026-07-20
2026-07-20T03:00:00+00:00,0.7475223850175905,S<1,2026-07-20
2026-07-20T04:00:00+00:00,0.8016807198133898,S<1,2026-07-20
2026-07-20T05:00:00+00:00,0.8757714363470763,S<1,2026-07-20
2026-07-20T06:00:00+00:00,0.9917909333921364,S<1,2026-07-20
2026-07-20T07:00:00+00:00,1.0813274268101392,1<=S<2,2026-07-20
2026-07-20T08:00:00+00:00,1.1001161863092026,1<=S<2,2026-07-20
2026-07-20T09:00:00+00:00,1.1108035830378165,1<=S<2,2026-07-20
2026-07-20T10:00:00+00:00,1.1258904994033803,1<=S<2,2026-07-20
2026-07-20T11:00:00+00:00,1.157638160526013,1<=S<2,2026-07-20
2026-07-20T12:00:00+00:00,1.2090290996558126,1<=S<2,2026-07-20
2026-07-20T13:00:00+00:00,1.227396764332769,1<=S<2,2026-07-20
2026-07-20T14:00:00+00:00,1.2114554758602876,1<=S<2,2026-07-20
2026-07-20T15:00:00+00:00,1.2184591151075028,1<=S<2,2026-07-20
2026-07-20T16:00:00+00:00,1.202630803264498,1<=S<2,2026-07-20
2026-07-20T17:00:00+00:00,1.1830984728837888,1<=S<2,2026-07-20
2026-07-20T18:00:00+00:00,1.10137203399917,1<=S<2,2026-07-20
2026-07-20T19:00:00+00:00,1.0383763280690894,1<=S<2,2026-07-20
2026-07-20T20:00:00+00:00,1.0313309905373484,1<=S<2,2026-07-20
2026-07-20T21:00:00+00:00,1.0185986601279375,1<=S<2,2026-07-20
2026-07-20T22:00:00+00:00,0.9905150388201681,S<1,2026-07-20
2026-07-20T23:00:00+00:00,0.9606439106120315,S<1,2026-07-20
2026-07-21T00:00:00+00:00,0.9456123695691705,S<1,2026-07-21
2026-07-21T01:00:00+00:00,0.8782605054148955,S<1,2026-07-21
2026-07-21T02:00:00+00:00,0.7882191911887871,S<1,2026-07-21
2026-07-21T03:00:00+00:00,0.6864479879902907,S<1,2026-07-21
2026-07-21T04:00:00+00:00,0.590757839346968,S<1,2026-07-21
2026-07-21T05:00:00+00:00,0.6496303413185749,S<1,2026-07-21
2026-07-21T06:00:00+00:00,0.6934172043377543,S<1,2026-07-21
2026-07-21T07:00:00+00:00,0.7101622135855309,S<1,2026-07-21
2026-07-21T08:00:00+00:00,0.7232971928137738,S<1,2026-07-21
2026-07-21T09:00:00+00:00,0.7568967218754246,S<1,2026-07-21
2026-07-21T10:00:00+00:00,0.7585147724761927,S<1,2026-07-21
2026-07-21T11:00:00+00:00,0.7622412847611427,S<1,2026-07-21
2026-07-21T12:00:00+00:00,0.7181506123633663,S<1,2026-07-21
2026-07-21T13:00:00+00:00,0.6766719127288561,S<1,2026-07-21
2026-07-21T14:00:00+00:00,0.6591940968067302,S<1,2026-07-21
2026-07-21T15:00:00+00:00,0.631290341875306,S<1,2026-07-21
2026-07-21T16:00:00+00:00,0.6029943889653897,S<1,2026-07-21
2026-07-21T17:00:00+00:00,0.5568373572491829,S<1,2026-07-21
2026-07-21T18:00:00+00:00,0.4792209041808078,S<1,2026-07-21
2026-07-21T19:00:00+00:00,0.4072089723928017,S<1,2026-07-21
2026-07-21T20:00:00+00:00,0.3349853123936931,S<1,2026-07-21
2026-07-21T21:00:00+00:00,0.27906319077872344,S<1,2026-07-21
2026-07-21T22:00:00+00:00,0.24422642516849988,S<1,2026-07-21
2026-07-21T23:00:00+00:00,0.15313192642157278,S<1,2026-07-21
2026-07-22T00:00:00+00:00,0.03415443512106998,S<1,2026-07-22
2026-07-22T01:00:00+00:00,0.1984972120923393,S<1,2026-07-22
2026-07-22T02:00:00+00:00,0.27089853052652324,S<1,2026-07-22
2026-07-22T03:00:00+00:00,0.32766543648125673,S<1,2026-07-22
2026-07-22T04:00:00+00:00,0.3385681653569319,S<1,2026-07-22
2026-07-22T05:00:00+00:00,0.34535995341728043,S<1,2026-07-22
2026-07-22T06:00:00+00:00,0.26416283847797123,S<1,2026-07-22
2026-07-22T07:00:00+00:00,0.1574182858566255,S<1,2026-07-22
2026-07-22T08:00:00+00:00,0.08252084618068725,S<1,2026-07-22
2026-07-22T09:00:00+00:00,0.07821380995817565,S<1,2026-07-22
2026-07-22T10:00:00+00:00,0.07821380995817565,S<1,2026-07-22
2026-07-22T11:00:00+00:00,0.07969597512141662,S<1,2026-07-22
2026-07-22T12:00:00+00:00,0.11448671962975403,S<1,2026-07-22
2026-07-22T13:00:00+00:00,0.18943762411739798,S<1,2026-07-22
2026-07-22T14:00:00+00:00,0.2947353997715714,S<1,2026-07-22
2026-07-22T15:00:00+00:00,0.44248655331780595,S<1,2026-07-22
2026-07-22T16:00:00+00:00,0.5733424605967075,S<1,2026-07-22
2026-07-22T17:00:00+00:00,0.6689464353381244,S<1,2026-07-22
2026-07-22T18:00:00+00:00,0.7564814141542531,S<1,2026-07-22
2026-07-22T19:00:00+00:00,0.9304165206714475,S<1,2026-07-22
2026-07-22T20:00:00+00:00,1.0701173736958363,1<=S<2,2026-07-22
2026-07-22T21:00:00+00:00,1.0964825288662856,1<=S<2,2026-07-22
2026-07-22T22:00:00+00:00,1.112574911631638,1<=S<2,2026-07-22
2026-07-22T23:00:00+00:00,1.1631697567230947,1<=S<2,2026-07-22
2026-07-23T00:00:00+00:00,1.182092202265928,1<=S<2,2026-07-23
2026-07-23T01:00:00+00:00,1.2833591770329995,1<=S<2,2026-07-23
2026-07-23T02:00:00+00:00,1.3874249201310818,1<=S<2,2026-07-23
2026-07-23T03:00:00+00:00,1.3749858887085855,1<=S<2,2026-07-23
2026-07-23T04:00:00+00:00,1.359430879015903,1<=S<2,2026-07-23
2026-07-23T05:00:00+00:00,1.226220802911516,1<=S<2,2026-07-23
2026-07-23T06:00:00+00:00,1.1099679225260843,1<=S<2,2026-07-23
2026-07-23T07:00:00+00:00,1.049499773546124,1<=S<2,2026-07-23
2026-07-23T08:00:00+00:00,0.9844264878145501,S<1,2026-07-23
2026-07-23T09:00:00+00:00,0.9556587016505984,S<1,2026-07-23
2026-07-23T10:00:00+00:00,0.8939218563056365,S<1,2026-07-23
2026-07-23T11:00:00+00:00,0.8101662466973062,S<1,2026-07-23
2026-07-23T12:00:00+00:00,0.8227271220909056,S<1,2026-07-23
2026-07-23T13:00:00+00:00,0.8387322686461923,S<1,2026-07-23
2026-07-23T14:00:00+00:00,0.8568793841262302,S<1,2026-07-23
2026-07-23T15:00:00+00:00,0.8671977733865791,S<1,2026-07-23
2026-07-23T16:00:00+00:00,0.8794237703217082,S<1,2026-07-23
2026-07-23T17:00:00+00:00,0.8932320064701474,S<1,2026-07-23
2026-07-23T18:00:00+00:00,0.8932320064701474,S<1,2026-07-23
2026-07-23T19:00:00+00:00,0.7789796535830658,S<1,2026-07-23
2026-07-23T20:00:00+00:00,0.34976771388174693,S<1,2026-07-23
2026-07-23T21:00:00+00:00,0.3334938485537031,S<1,2026-07-23
2026-07-23T22:00:00+00:00,0.2932693208522926,S<1,2026-07-23
2026-07-23T23:00:00+00:00,0.2338615959791647,S<1,2026-07-23
2026-07-24T00:00:00+00:00,0.17925084227587476,S<1,2026-07-24
2026-07-24T01:00:00+00:00,0.14938923558470324,S<1,2026-07-24
2026-07-24T02:00:00+00:00,0.11906208415389073,S<1,2026-07-24
2026-07-24T03:00:00+00:00,0.037495196788241016,S<1,2026-07-24
2026-07-24T04:00:00+00:00,0.22970920857068128,S<1,2026-07-24
2026-07-24T05:00:00+00:00,0.3158841786617685,S<1,2026-07-24
2026-07-24T06:00:00+00:00,0.3827769485733094,S<1,2026-07-24
2026-07-24T07:00:00+00:00,0.44154163238498745,S<1,2026-07-24
2026-07-24T08:00:00+00:00,0.4925981872990663,S<1,2026-07-24
2026-07-24T09:00:00+00:00,0.5186888161028381,S<1,2026-07-24
2026-07-24T10:00:00+00:00,0.5320438637938578,S<1,2026-07-24
2026-07-24T11:00:00+00:00,0.5853121583459676,S<1,2026-07-24
2026-07-24T12:00:00+00:00,0.6409640759309312,S<1,2026-07-24
2026-07-24T13:00:00+00:00,0.6392955200837586,S<1,2026-07-24
2026-07-24T14:00:00+00:00,0.6593908152081674,S<1,2026-07-24
2026-07-24T15:00:00+00:00,0.7087884750927922,S<1,2026-07-24
2026-07-24T16:00:00+00:00,0.7675754429964753,S<1,2026-07-24
2026-07-24T17:00:00+00:00,0.7853015225249056,S<1,2026-07-24
2026-07-24T18:00:00+00:00,0.7777539222115116,S<1,2026-07-24
2026-07-24T19:00:00+00:00,0.7666205424006094,S<1,2026-07-24
2026-07-24T20:00:00+00:00,0.7172757791762195,S<1,2026-07-24
2026-07-24T21:00:00+00:00,0.7172757791762195,S<1,2026-07-24
2026-07-24T22:00:00+00:00,0.6704445133685887,S<1,2026-07-24
2026-07-24T23:00:00+00:00,0.6312721284043993,S<1,2026-07-24
2026-07-25T00:00:00+00:00,0.526370949178755,S<1,2026-07-25
2026-07-25T01:00:00+00:00,0.4259627638411058,S<1,2026-07-25
2026-07-25T02:00:00+00:00,0.3568035881242324,S<1,2026-07-25
2026-07-25T03:00:00+00:00,0.21884069981004822,S<1,2026-07-25
2026-07-25T04:00:00+00:00,0.12889062681127422,S<1,2026-07-25
2026-07-25T05:00:00+00:00,0.35441244856826903,S<1,2026-07-25
2026-07-25T06:00:00+00:00,0.5160590728936674,S<1,2026-07-25
2026-07-25T07:00:00+00:00,0.595003963716419,S<1,2026-07-25
2026-07-25T08:00:00+00:00,0.6831889856775725,S<1,2026-07-25
2026-07-25T09:00:00+00:00,0.7245534504545676,S<1,2026-07-25
2026-07-25T10:00:00+00:00,0.7658946742969132,S<1,2026-07-25
2026-07-25T11:00:00+00:00,0.8024072667083849,S<1,2026-07-25
2026-07-25T12:00:00+00:00,0.8155113251117442,S<1,2026-07-25
2026-07-25T13:00:00+00:00,0.8143394969573291,S<1,2026-07-25
2026-07-25T14:00:00+00:00,0.7450875510985077,S<1,2026-07-25
2026-07-25T15:00:00+00:00,0.666704282963086,S<1,2026-07-25
2026-07-25T16:00:00+00:00,0.6636647588517065,S<1,2026-07-25
2026-07-25T17:00:00+00:00,0.6839070641386111,S<1,2026-07-25
2026-07-25T18:00:00+00:00,0.7132116911262408,S<1,2026-07-25
2026-07-25T19:00:00+00:00,0.7266403272161729,S<1,2026-07-25
2026-07-25T20:00:00+00:00,0.7077329026917252,S<1,2026-07-25
2026-07-25T21:00:00+00:00,0.6471547810137015,S<1,2026-07-25
2026-07-25T22:00:00+00:00,0.6039399895114295,S<1,2026-07-25
2026-07-25T23:00:00+00:00,0.5647565369881519,S<1,2026-07-25
2026-07-26T00:00:00+00:00,0.4599613517953854,S<1,2026-07-26
2026-07-26T01:00:00+00:00,0.35389490237652005,S<1,2026-07-26
2026-07-26T02:00:00+00:00,0.25796337611468256,S<1,2026-07-26
2026-07-26T03:00:00+00:00,0.1384684564917604,S<1,2026-07-26
2026-07-26T04:00:00+00:00,0.3159117092589587,S<1,2026-07-26
2026-07-26T05:00:00+00:00,0.47320435485320544,S<1,2026-07-26
2026-07-26T06:00:00+00:00,0.635499059290814,S<1,2026-07-26
2026-07-26T07:00:00+00:00,0.6982912583914569,S<1,2026-07-26
2026-07-26T08:00:00+00:00,0.7332326573563428,S<1,2026-07-26
2026-07-26T09:00:00+00:00,0.7816420489442214,S<1,2026-07-26
2026-07-26T10:00:00+00:00,0.7948392718867472,S<1,2026-07-26
2026-07-26T11:00:00+00:00,0.8519509370260379,S<1,2026-07-26
2026-07-26T12:00:00+00:00,0.8746763375673682,S<1,2026-07-26
2026-07-26T13:00:00+00:00,0.9088634204240117,S<1,2026-07-26
2026-07-26T14:00:00+00:00,0.9371795254596833,S<1,2026-07-26
2026-07-26T15:00:00+00:00,0.9793817221325042,S<1,2026-07-26
2026-07-26T16:00:00+00:00,0.99243857267972,S<1,2026-07-26
2026-07-26T17:00:00+00:00,1.0778828813771502,1<=S<2,2026-07-26
2026-07-26T18:00:00+00:00,1.1404026150643782,1<=S<2,2026-07-26
2026-07-26T19:00:00+00:00,1.1247740584373784,1<=S<2,2026-07-26
2026-07-26T20:00:00+00:00,1.117238071093022,1<=S<2,2026-07-26
2026-07-26T21:00:00+00:00,1.03812307890735,1<=S<2,2026-07-26
2026-07-26T22:00:00+00:00,0.9542818211949272,S<1,2026-07-26
2026-07-26T23:00:00+00:00,0.9381334016194535,S<1,2026-07-26
2026-07-27T00:00:00+00:00,0.881207445784752,S<1,2026-07-27
2026-07-27T01:00:00+00:00,0.7602806778379086,S<1,2026-07-27
2026-07-27T02:00:00+00:00,0.6739472138842717,S<1,2026-07-27
2026-07-27T03:00:00+00:00,0.6255979468991271,S<1,2026-07-27
2026-07-27T04:00:00+00:00,0.5028768874656621,S<1,2026-07-27
2026-07-27T05:00:00+00:00,0.6646055317452232,S<1,2026-07-27
2026-07-27T06:00:00+00:00,0.6802534316022051,S<1,2026-07-27
2026-07-27T07:00:00+00:00,0.6801889365014027,S<1,2026-07-27
2026-07-27T08:00:00+00:00,0.6863375470696078,S<1,2026-07-27
2026-07-27T09:00:00+00:00,0.7214527342886641,S<1,2026-07-27
2026-07-27T10:00:00+00:00,0.7506743848887285,S<1,2026-07-27
2026-07-27T11:00:00+00:00,0.7506743848887285,S<1,2026-07-27
2026-07-27T12:00:00+00:00,0.7506743848887285,S<1,2026-07-27
2026-07-27T13:00:00+00:00,0.711532622976798,S<1,2026-07-27
2026-07-27T14:00:00+00:00,0.6994341457668316,S<1,2026-07-27
2026-07-27T15:00:00+00:00,0.6684626195185701,S<1,2026-07-27
2026-07-27T16:00:00+00:00,0.6572701450039847,S<1,2026-07-27
2026-07-27T17:00:00+00:00,0.6174574574621502,S<1,2026-07-27
2026-07-27T18:00:00+00:00,0.5392084971923871,S<1,2026-07-27
2026-07-27T19:00:00+00:00,0.5084677736870967,S<1,2026-07-27
2026-07-27T20:00:00+00:00,0.5016459237860524,S<1,2026-07-27
2026-07-27T21:00:00+00:00,0.49503136223011884,S<1,2026-07-27
2026-07-27T22:00:00+00:00,0.462685950650254,S<1,2026-07-27
2026-07-27T23:00:00+00:00,0.43308431994927016,S<1,2026-07-27
2026-07-28T00:00:00+00:00,0.398285192630913,S<1,2026-07-28
2026-07-28T01:00:00+00:00,0.2943498280594493,S<1,2026-07-28
2026-07-28T02:00:00+00:00,0.15348776912696233,S<1,2026-07-28
2026-07-28T03:00:00+00:00,0.06385067345806524,S<1,2026-07-28
2026-07-28T04:00:00+00:00,0.06260313384217008,S<1,2026-07-28
2026-07-28T05:00:00+00:00,0.16257097086391334,S<1,2026-07-28
2026-07-28T06:00:00+00:00,0.14692110356738003,S<1,2026-07-28
2026-07-28T07:00:00+00:00,0.08156967705443163,S<1,2026-07-28
2026-07-28T08:00:00+00:00,0.004488722574199767,S<1,2026-07-28
2026-07-28T09:00:00+00:00,0.004488722574199767,S<1,2026-07-28
2026-07-28T10:00:00+00:00,0.00450287472271015,S<1,2026-07-28
2026-07-28T11:00:00+00:00,0.004578994314068132,S<1,2026-07-28
2026-07-28T12:00:00+00:00,0.06402279473774172,S<1,2026-07-28
2026-07-28T13:00:00+00:00,0.11210646777913687,S<1,2026-07-28
2026-07-28T14:00:00+00:00,0.20523928248740117,S<1,2026-07-28
2026-07-28T15:00:00+00:00,0.29763045265655935,S<1,2026-07-28
2026-07-28T16:00:00+00:00,0.35300636878952946,S<1,2026-07-28
2026-07-28T17:00:00+00:00,0.40529255621087884,S<1,2026-07-28
2026-07-28T18:00:00+00:00,0.5767660167708042,S<1,2026-07-28
2026-07-28T19:00:00+00:00,0.7384747360401637,S<1,2026-07-28
2026-07-28T20:00:00+00:00,0.7830913327400112,S<1,2026-07-28
2026-07-28T21:00:00+00:00,0.8195586823187496,S<1,2026-07-28
2026-07-28T22:00:00+00:00,0.9078910808551814,S<1,2026-07-28
2026-07-28T23:00:00+00:00,1.0021603417758194,1<=S<2,2026-07-28
2026-07-29T00:00:00+00:00,1.105164802936673,1<=S<2,2026-07-29
2026-07-29T01:00:00+00:00,1.3530406871415266,1<=S<2,2026-07-29
2026-07-29T02:00:00+00:00,1.6739836343943764,1<=S<2,2026-07-29
2026-07-29T03:00:00+00:00,1.8835987676458388,1<=S<2,2026-07-29
2026-07-29T04:00:00+00:00,1.8835987676458388,1<=S<2,2026-07-29
2026-07-29T05:00:00+00:00,1.6865033434789325,1<=S<2,2026-07-29
2026-07-29T06:00:00+00:00,1.3923668987456963,1<=S<2,2026-07-29
2026-07-29T07:00:00+00:00,1.2564582804692683,1<=S<2,2026-07-29
2026-07-29T08:00:00+00:00,1.1904648414062837,1<=S<2,2026-07-29
2026-07-29T09:00:00+00:00,1.11997978137736,1<=S<2,2026-07-29
2026-07-29T10:00:00+00:00,1.10365955993562,1<=S<2,2026-07-29
2026-07-29T11:00:00+00:00,1.0929723393041684,1<=S<2,2026-07-29
2026-07-29T12:00:00+00:00,1.0929723393041684,1<=S<2,2026-07-29
2026-07-29T13:00:00+00:00,1.1406549785827163,1<=S<2,2026-07-29
2026-07-29T14:00:00+00:00,1.2568997188171402,1<=S<2,2026-07-29
2026-07-29T15:00:00+00:00,1.342570809742051,1<=S<2,2026-07-29
2026-07-29T16:00:00+00:00,1.4262463491719848,1<=S<2,2026-07-29
2026-07-29T17:00:00+00:00,1.5795104674240787,1<=S<2,2026-07-29
2026-07-29T18:00:00+00:00,1.7649170770004445,1<=S<2,2026-07-29
2026-07-29T19:00:00+00:00,1.8079259100561984,1<=S<2,2026-07-29
2026-07-29T20:00:00+00:00,1.8431939840126241,1<=S<2,2026-07-29
2026-07-29T21:00:00+00:00,1.7668695954264324,1<=S<2,2026-07-29
2026-07-29T22:00:00+00:00,1.7688139005861043,1<=S<2,2026-07-29
2026-07-29T23:00:00+00:00,1.789600845537138,1<=S<2,2026-07-29
2026-07-30T00:00:00+00:00,1.8172375013938318,1<=S<2,2026-07-30
2026-07-30T01:00:00+00:00,1.8072171768951657,1<=S<2,2026-07-30
2026-07-30T02:00:00+00:00,1.735000929072405,1<=S<2,2026-07-30
2026-07-30T03:00:00+00:00,1.686818586190828,1<=S<2,2026-07-30
2026-07-30T04:00:00+00:00,1.6275120582193243,1<=S<2,2026-07-30
2026-07-30T05:00:00+00:00,1.5228082900167534,1<=S<2,2026-07-30
2026-07-30T06:00:00+00:00,1.3223102476454804,1<=S<2,2026-07-30
2026-07-30T07:00:00+00:00,1.152326364820974,1<=S<2,2026-07-30
2026-07-30T08:00:00+00:00,1.086321047068241,1<=S<2,2026-07-30
2026-07-30T09:00:00+00:00,0.9583509446135285,S<1,2026-07-30
2026-07-30T10:00:00+00:00,0.7621491185465517,S<1,2026-07-30
2026-07-30T11:00:00+00:00,0.6796758622387034,S<1,2026-07-30
2026-07-30T12:00:00+00:00,0.5563720820606839,S<1,2026-07-30
2026-07-30T13:00:00+00:00,0.5645113651187736,S<1,2026-07-30
2026-07-30T14:00:00+00:00,0.5865691061362924,S<1,2026-07-30
2026-07-30T15:00:00+00:00,0.6274682237231091,S<1,2026-07-30
2026-07-30T16:00:00+00:00,0.6292119445571652,S<1,2026-07-30
2026-07-30T17:00:00+00:00,0.6333352709430364,S<1,2026-07-30
2026-07-30T18:00:00+00:00,0.6394249701167518,S<1,2026-07-30
2026-07-30T19:00:00+00:00,0.6394249701167518,S<1,2026-07-30
2026-07-30T20:00:00+00:00,0.6333352709430364,S<1,2026-07-30
2026-07-30T21:00:00+00:00,0.6094065185444643,S<1,2026-07-30
2026-07-30T22:00:00+00:00,0.5563065873416975,S<1,2026-07-30
2026-07-30T23:00:00+00:00,0.545746162276766,S<1,2026-07-30
2026-07-31T00:00:00+00:00,0.5135211255290251,S<1,2026-07-31
2026-07-31T01:00:00+00:00,0.45660323858820673,S<1,2026-07-31
2026-07-31T02:00:00+00:00,0.39634174184030807,S<1,2026-07-31
2026-07-31T03:00:00+00:00,0.34822861305808744,S<1,2026-07-31
2026-07-31T04:00:00+00:00,0.3123486834586767,S<1,2026-07-31
2026-07-31T05:00:00+00:00,0.2738969858676168,S<1,2026-07-31
2026-07-31T06:00:00+00:00,0.2558793161681646,S<1,2026-07-31
2026-07-31T07:00:00+00:00,0.22834255673418766,S<1,2026-07-31
2026-07-31T08:00:00+00:00,0.20155082624093518,S<1,2026-07-31
2026-07-31T09:00:00+00:00,0.17265482543005445,S<1,2026-07-31
2026-07-31T10:00:00+00:00,0.09947858502416361,S<1,2026-07-31
2026-07-31T11:00:00+00:00,0.018361060566629603,S<1,2026-07-31
2026-07-31T12:00:00+00:00,0.06922840166241892,S<1,2026-07-31
2026-07-31T13:00:00+00:00,0.05652294930029233,S<1,2026-07-31
2026-07-31T14:00:00+00:00,0.04455494004451858,S<1,2026-07-31
2026-07-31T15:00:00+00:00,0.031686064803761814,S<1,2026-07-31
