source,role,days,count,full_days,phase_histogram,date_deciles,week_blocks,first_origin,last_origin,first_timestamp,last_timestamp,unique_target_timestamps,total_target_timestamps,max_overlap,missing_input_values,missing_target_values
neso_2026_jul_aug,E_DISCOVERY,55,55,55,"[3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2]","[6, 5, 6, 5, 5, 6, 5, 6, 5, 6]",8,13107,14421,2026-07-01 03:00:00+00:00,2026-08-24 21:00:00+00:00,1378,3520,4,0,0
