building_id,coverage_count,episode,forecast_type,history_days,history_std,id,method,official_style_NRMSE_percent,path,raw_MAE,raw_RMSE,raw_crossings,role,scaled_2pinball,scaled_RMSE,sha256
Rat_assembly_Kristine,2,Rat_assembly_Kristine_Wednesday_H3,Wednesday,3,3.0940837330907094,Rat_assembly_Kristine_Wednesday_H3_F0,F0,16.042610928540526,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Wednesday_H3_F0.npz,2.451919549306234,3.14368329987192,0,dev,0.5011744449600223,1.0160304539436833,0004ee0d0b190cbb1d2084ef5fe7906eb4e4b8f4e7e7422a85a65eddb969e5ee
Rat_assembly_Kristine,2,Rat_assembly_Kristine_Wednesday_H3,Wednesday,3,3.0940837330907094,Rat_assembly_Kristine_Wednesday_H3_STANDARD,STANDARD,21.845596281453886,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Wednesday_H3_STANDARD.npz,3.0159370517730717,4.280826637986567,0,dev,0.8005950268084431,1.3835522911690592,4372dc1c2e3f294e0526755b82cb901421b530b6111c38d037b84c67ca96e818
Rat_assembly_Kristine,2,Rat_assembly_Kristine_Wednesday_H3,Wednesday,3,3.0940837330907094,Rat_assembly_Kristine_Wednesday_H3_AFFINE,AFFINE,16.991600050353224,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Wednesday_H3_AFFINE.npz,2.7444107547938614,3.3296456265338,0,dev,0.6179279394826648,1.0761330053623939,484c7acadcfcce8319921e2bca64ef4bda2911ee10b52e573b0f04d9a02c9102
Rat_assembly_Kristine,9,Rat_assembly_Kristine_Wednesday_H14,Wednesday,14,3.1641411871531946,Rat_assembly_Kristine_Wednesday_H14_F0,F0,16.042610928540526,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Wednesday_H14_F0.npz,2.451919549306234,3.14368329987192,0,dev,0.4900779092562321,0.9935344581448085,c8ee41da462431870727d9b4f49f9c65765e14220a497e79a3fe6382df627b6d
Rat_assembly_Kristine,9,Rat_assembly_Kristine_Wednesday_H14,Wednesday,14,3.1641411871531946,Rat_assembly_Kristine_Wednesday_H14_STANDARD,STANDARD,12.142890396633163,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Wednesday_H14_STANDARD.npz,1.7066019312540694,2.3795005639735733,0,dev,0.36782404883847025,0.7520209823868292,6ef5db61715980fdd43571d7bdac7b3f7409f4a76623a7802cc02fb4fec31346
Rat_assembly_Kristine,9,Rat_assembly_Kristine_Wednesday_H14,Wednesday,14,3.1641411871531946,Rat_assembly_Kristine_Wednesday_H14_AFFINE,AFFINE,13.373212389307035,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Wednesday_H14_AFFINE.npz,2.1790444395875093,2.6205924111212906,0,dev,0.44392686441732276,0.8282160169594267,12b07a31d2d982ad0738f3c8c7508839f3da16c531e06e3468e84d0fd9160eca
Rat_assembly_Kristine,0,Rat_assembly_Kristine_Saturday_H3,Saturday,3,1.4459329870129176,Rat_assembly_Kristine_Saturday_H3_F0,F0,10.941194266110385,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Saturday_H3_F0.npz,1.8928232415517172,2.0837960362901646,0,dev,0.8542011240330272,1.441142884909886,d944355433d221ad6b45324bb03f90b0dce07c14b874f9981b37cf6c21efac85
Rat_assembly_Kristine,0,Rat_assembly_Kristine_Saturday_H3,Saturday,3,1.4459329870129176,Rat_assembly_Kristine_Saturday_H3_STANDARD,STANDARD,8.557816655163306,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Saturday_H3_STANDARD.npz,1.1374980926513676,1.6298718395452478,2,dev,0.7488205390971926,1.1272111876445399,2efecc7565eeee774db16e352a939b42506a0caacdac0c757644b470adf2d74d
Rat_assembly_Kristine,0,Rat_assembly_Kristine_Saturday_H3,Saturday,3,1.4459329870129176,Rat_assembly_Kristine_Saturday_H3_AFFINE,AFFINE,12.522091636068287,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Saturday_H3_AFFINE.npz,2.087575869509388,2.384884527471022,0,dev,1.3193531910386587,1.6493741749386592,ff48f1ab5dbf28392423e00567e6409acfba02bae382842ab3c8741855e3597d
Rat_assembly_Kristine,3,Rat_assembly_Kristine_Saturday_H14,Saturday,14,3.036517351616033,Rat_assembly_Kristine_Saturday_H14_F0,F0,10.941194266110385,.cache/building_coldstart_coverage_v1_20260915/predictions/Rat_assembly_Kristine_Saturday_H14_F0.npz,1.8928232415517172,2.0837960362901646,0,dev,0.4067546599480282,0.6862453906878448,5eae000086d986e418d9164cd058182ae4adabe2c656ed71954105a0c5b9387f
