fit,phase,update,window,loss,gradient_norm,seconds,peak_allocated,peak_reserved
Panther_education_Hugh_Saturday_H14,screen,1,10,20.826942443847656,12.604202270507812,0.09326471299573313,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,2,4,3.571180820465088,4.44388484954834,0.08758855500491336,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,3,12,3.3173584938049316,3.350364923477173,0.09390353900380433,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,4,8,16.33568572998047,12.422393798828125,0.09228322800481692,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,5,1,12.397254943847656,7.9057159423828125,0.08829654200235382,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,6,2,4.332860946655273,5.099332332611084,0.09193615299591329,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,7,6,6.8092851638793945,8.55271053314209,0.08869111099920701,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,8,3,4.922760963439941,6.288968563079834,0.08700024599966127,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,9,0,9.091686248779297,2.848534345626831,0.09185207499831449,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,10,9,7.270069122314453,9.208508491516113,0.09093903400935233,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,11,7,9.933235168457031,4.65594482421875,0.09089006199792493,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,12,5,5.359997749328613,6.139049053192139,0.08644480200018734,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,13,11,3.4530816078186035,5.5387701988220215,0.08876926598895807,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,14,12,3.0626790523529053,3.644028425216675,0.09053870699426625,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,15,2,3.905763864517212,5.4369072914123535,0.09551943899714388,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,16,11,3.3451032638549805,5.544360637664795,0.10062286400352605,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,17,10,17.85245132446289,14.502589225769043,0.09615077800117433,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,18,5,4.939333438873291,5.692710876464844,0.08915017600520514,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,19,6,6.916933059692383,10.373957633972168,0.0982993939978769,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,20,8,14.049577713012695,13.702635765075684,0.09956880299432669,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,21,0,8.662027359008789,4.245367050170898,0.09483586599526461,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,22,3,4.1302170753479,6.131335258483887,0.09383752700523473,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,23,9,7.658092975616455,13.564070701599121,0.08813539901166223,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,24,4,3.0602149963378906,3.3251099586486816,0.09095426098792814,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,25,1,10.669376373291016,7.802286148071289,0.09221004899882246,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,26,7,9.401078224182129,5.432253837585449,0.09252213400031906,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,27,4,3.067429780960083,4.204667568206787,0.09251038999354932,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,28,5,4.537311553955078,5.150376319885254,0.09078319399850443,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,29,1,10.378856658935547,8.70312213897705,0.09041263700055424,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,30,9,7.7466535568237305,14.548844337463379,0.09261503099696711,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,31,8,12.837940216064453,13.956425666809082,0.09064637598930858,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,32,12,2.8535027503967285,4.472563743591309,0.09465892000298481,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,33,11,3.0209877490997314,5.347468852996826,0.09612887998810038,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,34,3,3.87211012840271,6.845897197723389,0.08988871700421441,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,35,6,7.209098815917969,12.671060562133789,0.09051918199111242,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,36,0,8.020977020263672,8.116154670715332,0.08998353099741507,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,37,10,15.323692321777344,16.414859771728516,0.09267053198709618,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,38,7,9.028360366821289,6.299118995666504,0.09330559900263324,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,39,2,3.15169358253479,4.970240116119385,0.09400897000159603,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,40,4,3.080385684967041,5.578678131103516,0.09206922499288339,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,41,11,2.9219720363616943,5.51384973526001,0.08792980000725947,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,42,8,11.810127258300781,14.568602561950684,0.09152503201039508,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,43,6,7.199493408203125,13.20305061340332,0.09308106701064389,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,44,1,9.559978485107422,9.465107917785645,0.09713526199629996,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,45,0,7.544539928436279,7.842868328094482,0.09166241399361752,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,46,7,8.706929206848145,6.8680338859558105,0.0918729719996918,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,47,3,3.6887598037719727,7.811542987823486,0.09212854898942169,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,48,10,13.970996856689453,16.751874923706055,0.0901235839992296,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,49,2,2.9114465713500977,4.935574054718018,0.09124626200355124,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,50,5,4.199635982513428,6.223875045776367,0.09556791400245856,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,51,9,7.994248390197754,15.917074203491211,0.09140250401105732,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,52,12,2.7885193824768066,5.15128231048584,0.10767131100874394,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,53,6,7.235716819763184,14.62304401397705,0.09390966799401212,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,54,7,8.28432559967041,7.797994613647461,0.0956854030082468,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,55,8,10.415210723876953,17.400150299072266,0.10053712099033874,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,56,10,12.786577224731445,19.633949279785156,0.09509427699958906,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,57,5,4.052410125732422,6.204488754272461,0.09132331599539611,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,58,12,2.672896385192871,4.947737216949463,0.09147216800192837,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,59,3,3.3038747310638428,10.309115409851074,0.09014532800938468,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,60,2,2.7135026454925537,4.871066570281982,0.08683534000010695,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,61,0,6.924102783203125,9.349588394165039,0.09837500700086821,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,62,1,8.739213943481445,13.688299179077148,0.09141129199997522,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,63,9,7.612208843231201,16.139284133911133,0.08899768699484412,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,64,4,3.4227066040039062,11.090935707092285,0.09407204699527938,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,65,11,2.8301610946655273,5.9571943283081055,0.09068637000746094,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,66,8,8.823654174804688,19.194490432739258,0.09502486800192855,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,67,12,2.4813222885131836,4.3156418800354,0.10301487700780854,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,68,11,2.767160415649414,5.811764717102051,0.09104063600534573,568633344,572522496
Panther_education_Hugh_Saturday_H14,screen,69,7,7.62089729309082,8.493334770202637,0.08766074899176601,568633344,572522496
