fit,phase,update,window,loss,gradient_norm,seconds,peak_allocated,peak_reserved
Panther_lodging_Cora_Wednesday_H3,screen,1,0,4.258263111114502,8.381439208984375,0.0961264709912939,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,2,1,3.359997272491455,4.577754974365234,0.09689683098986279,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,3,0,3.834146499633789,6.004705429077148,0.08702196799276862,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,4,1,3.1223249435424805,4.149153232574463,0.08957249500963371,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,5,0,3.5339889526367188,4.782940864562988,0.09103442898776848,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,6,1,2.8992199897766113,3.742194890975952,0.08996632100024726,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,7,0,3.2960731983184814,3.5749247074127197,0.0933524730062345,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,8,1,2.6930789947509766,3.4423341751098633,0.09077644099306781,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,9,0,3.1360464096069336,3.3053336143493652,0.09143095200124662,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,10,1,2.5147509574890137,3.2947235107421875,0.08842238099896349,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,11,1,2.4262208938598633,3.225529432296753,0.09056251500442158,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,12,0,2.985219955444336,3.8122479915618896,0.09175817600043956,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,13,0,2.9474220275878906,4.307606220245361,0.0930041700048605,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,14,1,2.220555305480957,2.907531499862671,0.09153197999694385,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,15,1,2.172471046447754,2.706149101257324,0.09361438000632916,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,16,0,2.8422019481658936,4.600240707397461,0.08816606199252419,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,17,1,2.0891404151916504,2.8537657260894775,0.08712741499766707,568633344,572522496
Panther_lodging_Cora_Wednesday_H3,screen,18,0,2.786100387573242,5.199557304382324,0.08926880799117498,568633344,572522496
