episode,gradient_norm,loss,peak_allocated,peak_reserved,role,seconds,updates
Fox_education_Theodore_Wednesday_H3,9.214288711547852,23.54665184020996,568639488,572522496,recipe,0.15194051999424119,1
Rat_assembly_Kristine_Wednesday_H3,7.082574367523193,23.066635131835938,568705024,572522496,dev,0.0978966739930911,1
