fit,phase,update,window,loss,gradient_norm,seconds,peak_allocated,peak_reserved
Panther_lodging_Cora_Saturday_H14,screen,1,10,4.678441047668457,5.262180328369141,0.09564693899301346,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,2,4,3.640810012817383,5.643167495727539,0.08673648900003172,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,3,12,3.7191081047058105,8.748283386230469,0.08898304199101403,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,4,8,3.84372615814209,6.41576623916626,0.09050956300052349,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,5,1,2.487562417984009,2.9003748893737793,0.08885734599607531,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,6,2,3.684032678604126,5.026056289672852,0.08695506700314581,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,7,6,3.068476915359497,4.786128520965576,0.0926566869893577,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,8,3,2.685397148132324,2.837285280227661,0.08933996300038416,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,9,0,3.5044922828674316,5.1668267250061035,0.09014322799339425,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,10,9,2.8852670192718506,4.213628768920898,0.08830257400404662,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,11,7,3.244715929031372,3.7178761959075928,0.08756928799266461,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,12,5,3.3539810180664062,4.750265121459961,0.08908555799280293,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,13,11,2.1504721641540527,3.1283915042877197,0.0915278379980009,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,14,12,2.134244918823242,4.248464107513428,0.08893267301027663,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,15,2,3.340017080307007,6.338257312774658,0.09196932399936486,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,16,11,2.0991618633270264,3.815107822418213,0.08788158299284987,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,17,10,3.697983741760254,6.579431533813477,0.09094491999712773,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,18,5,3.0763773918151855,4.431127071380615,0.08809745000326075,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,19,6,2.619511842727661,5.9490814208984375,0.09125999199750368,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,20,8,3.348856210708618,5.749549865722656,0.09246331499889493,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,21,0,3.091555595397949,7.53933048248291,0.090090436002356,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,22,3,2.777557849884033,5.729484558105469,0.08888945999206044,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,23,9,2.4491636753082275,5.075703144073486,0.08716427200124599,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,24,4,2.812668800354004,6.760705947875977,0.09414930500497576,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,25,1,2.398798704147339,5.340900421142578,0.09214608400361612,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,26,7,2.927586317062378,3.641735553741455,0.09166723099770024,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,27,4,2.7962138652801514,6.8079514503479,0.09082066400151234,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,28,5,3.029318332672119,4.937935829162598,0.08698494000418577,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,29,1,2.337425947189331,5.247762203216553,0.08988457200757693,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,30,9,2.36777400970459,4.69722318649292,0.10426310599723365,568633344,572522496
Panther_lodging_Cora_Saturday_H14,screen,31,8,3.1968445777893066,5.531526565551758,0.09565203699457925,568633344,572522496
