panel,kind,condition,new,baseline,seed,new_nmae,baseline_nmae,gain_pct
electricity,shape,PAIRED_SHIFT8_D32,OUTPUT_CONTEXT,C0,81552,0.20766350154365587,0.2143870549534957,3.1361750882292205
electricity,shape,PAIRED_SHIFT8_D32,OUTPUT_CONTEXT,C0,81553,0.20752886134542367,0.20830589272381267,0.3730241944807755
electricity,shape,PAIRED_SHIFT8_D32,OUTPUT_CONTEXT,C2,81551,0.20768760600270675,0.2050580198354147,-1.2823620209551523
electricity,shape,PAIRED_SHIFT8_D32,OUTPUT_CONTEXT,C2,81552,0.20766350154365587,0.2101600645460429,1.1879340671976601
electricity,shape,PAIRED_SHIFT8_D32,OUTPUT_CONTEXT,C2,81553,0.20752886134542367,0.20471650191958302,-1.3737824745292837
electricity,shape,PULSE8_D32,C3,POS_ONLY,81551,2.998005954676623,2.9872202151457046,-0.3610627524624155
electricity,shape,PULSE8_D32,C3,POS_ONLY,81552,2.990601584052126,2.975390872041614,-0.5112172707606222
electricity,shape,PULSE8_D32,C3,POS_ONLY,81553,3.0214286114031697,3.00761616240451,-0.459249061476541
electricity,shape,PULSE8_D32,C3,MAG_ONLY,81551,2.998005954676623,2.9983701589588705,0.012146741827689933
electricity,shape,PULSE8_D32,C3,MAG_ONLY,81552,2.990601584052126,2.9921740200159164,0.05255162143884551
electricity,shape,PULSE8_D32,C3,MAG_ONLY,81553,3.0214286114031697,3.0220891906155973,0.02185836256848317
electricity,shape,PULSE8_D32,C3,OUTPUT_CONTEXT,81551,2.998005954676623,2.999319262388986,0.043786859532812805
electricity,shape,PULSE8_D32,C3,OUTPUT_CONTEXT,81552,2.990601584052126,2.9911084871431566,0.016946997850775247
electricity,shape,PULSE8_D32,C3,OUTPUT_CONTEXT,81553,3.0214286114031697,3.0058308927601156,-0.5189153748011321
electricity,shape,PULSE8_D32,C3,C0,81551,2.998005954676623,2.993564815341061,-0.14835621105655505
electricity,shape,PULSE8_D32,C3,C0,81552,2.990601584052126,2.9513351355726445,-1.3304638977187144
electricity,shape,PULSE8_D32,C3,C0,81553,3.0214286114031697,3.035562395034465,0.46560675723269496
electricity,shape,PULSE8_D32,C3,C2,81551,2.998005954676623,2.9881707809660645,-0.32913693464933225
electricity,shape,PULSE8_D32,C3,C2,81552,2.990601584052126,2.9610386759809084,-0.9983965529063665
electricity,shape,PULSE8_D32,C3,C2,81553,3.0214286114031697,3.0047850672086382,-0.5539013214676647
electricity,shape,PULSE8_D32,C3,M_RECENCY,81551,2.998005954676623,2.995968681819266,-0.06800047242550011
electricity,shape,PULSE8_D32,C3,M_RECENCY,81552,2.990601584052126,2.9895865417451217,-0.03395259822154273
electricity,shape,PULSE8_D32,C3,M_RECENCY,81553,3.0214286114031697,3.0202453126529893,-0.03917889534412744
electricity,shape,PULSE8_D32,C3,M_MEAN,81551,2.998005954676623,2.9889228872349314,-0.3038909929889311
electricity,shape,PULSE8_D32,C3,M_MEAN,81552,2.990601584052126,2.9657456776207947,-0.8380997271239865
electricity,shape,PULSE8_D32,C3,M_MEAN,81553,3.0214286114031697,3.006127291304626,-0.5090043972124425
electricity,shape,PULSE8_D32,C3,M_ROTATE16,81551,2.998005954676623,2.9874955421281295,-0.35181349730171174
electricity,shape,PULSE8_D32,C3,M_ROTATE16,81552,2.990601584052126,2.9616869644096524,-0.9762888512506063
electricity,shape,PULSE8_D32,C3,M_ROTATE16,81553,3.0214286114031697,3.0043930750967425,-0.5670208884328121
electricity,shape,PULSE8_D32,C3,F0,81551,2.998005954676623,2.886527138233591,-3.862039437164322
electricity,shape,PULSE8_D32,C3,F0,81552,2.990601584052126,2.886527138233591,-3.6055245918187984
electricity,shape,PULSE8_D32,C3,F0,81553,3.0214286114031697,2.886527138233591,-4.673487090515693
electricity,shape,PULSE8_D32,POS_ONLY,C0,81551,2.9872202151457046,2.993564815341061,0.21194130031333414
electricity,shape,PULSE8_D32,POS_ONLY,C0,81552,2.975390872041614,2.9513351355726445,-0.8150797982588998
electricity,shape,PULSE8_D32,POS_ONLY,C0,81553,3.00761616240451,3.035562395034465,0.9206278439760962
electricity,shape,PULSE8_D32,POS_ONLY,C2,81551,2.9872202151457046,2.9881707809660645,0.03181096028429531
electricity,shape,PULSE8_D32,POS_ONLY,C2,81552,2.975390872041614,2.9610386759809084,-0.48470140485250557
electricity,shape,PULSE8_D32,POS_ONLY,C2,81553,3.00761616240451,3.0047850672086382,-0.09421955755728462
electricity,shape,PULSE8_D32,MAG_ONLY,C0,81551,2.9983701589588705,2.993564815341061,-0.1605224511319614
electricity,shape,PULSE8_D32,MAG_ONLY,C0,81552,2.9921740200159164,2.9513351355726445,-1.3837426983821066
electricity,shape,PULSE8_D32,MAG_ONLY,C0,81553,3.0220891906155973,3.035562395034465,0.4438454120036073
electricity,shape,PULSE8_D32,MAG_ONLY,C2,81551,2.9983701589588705,2.9881707809660645,-0.3413251363601377
electricity,shape,PULSE8_D32,MAG_ONLY,C2,81552,2.9921740200159164,2.9610386759809084,-1.0515007550414346
electricity,shape,PULSE8_D32,MAG_ONLY,C2,81553,3.0220891906155973,3.0047850672086382,-0.5758855631905258
electricity,shape,PULSE8_D32,OUTPUT_CONTEXT,C0,81551,2.999319262388986,2.993564815341061,-0.19222724086129794
electricity,shape,PULSE8_D32,OUTPUT_CONTEXT,C0,81552,2.9911084871431566,2.9513351355726445,-1.3476392799693038
electricity,shape,PULSE8_D32,OUTPUT_CONTEXT,C0,81553,3.0058308927601156,3.035562395034465,0.979439669004456
electricity,shape,PULSE8_D32,OUTPUT_CONTEXT,C2,81551,2.999319262388986,2.9881707809660645,-0.3730871573316641
electricity,shape,PULSE8_D32,OUTPUT_CONTEXT,C2,81552,2.9911084871431566,2.9610386759809084,-1.0155156501725493
electricity,shape,PULSE8_D32,OUTPUT_CONTEXT,C2,81553,3.0058308927601156,3.0047850672086382,-0.0348053364245704
electricity,shape,RAMP8_D32,C3,POS_ONLY,81551,0.5301479703551112,0.5408731353249507,1.9829354185609493
electricity,shape,RAMP8_D32,C3,POS_ONLY,81552,0.43087547298681134,0.4388052038682509,1.807118696755572
electricity,shape,RAMP8_D32,C3,POS_ONLY,81553,0.49341461698812145,0.5037889008486827,2.0592521675417474
electricity,shape,RAMP8_D32,C3,MAG_ONLY,81551,0.5301479703551112,0.5288581419875704,-0.24388928998866355
electricity,shape,RAMP8_D32,C3,MAG_ONLY,81552,0.43087547298681134,0.42431923128417803,-1.545120093376684
electricity,shape,RAMP8_D32,C3,MAG_ONLY,81553,0.49341461698812145,0.49640055984074216,0.6015188326094267
electricity,shape,RAMP8_D32,C3,OUTPUT_CONTEXT,81551,0.5301479703551112,0.5100005695182176,-3.950466340836889
electricity,shape,RAMP8_D32,C3,OUTPUT_CONTEXT,81552,0.43087547298681134,0.4343694031751962,0.8043683930876733
electricity,shape,RAMP8_D32,C3,OUTPUT_CONTEXT,81553,0.49341461698812145,0.5032110912982557,1.9467922069960508
electricity,shape,RAMP8_D32,C3,C0,81551,0.5301479703551112,0.5137246579801916,-3.196909496127942
electricity,shape,RAMP8_D32,C3,C0,81552,0.43087547298681134,0.4598948315492488,6.309998845753473
electricity,shape,RAMP8_D32,C3,C0,81553,0.49341461698812145,0.4832369132421334,-2.106151965441505
electricity,shape,RAMP8_D32,C3,C2,81551,0.5301479703551112,0.5417752375211131,2.146142230346737
electricity,shape,RAMP8_D32,C3,C2,81552,0.43087547298681134,0.44434551817229867,3.03143491598451
electricity,shape,RAMP8_D32,C3,C2,81553,0.49341461698812145,0.5037242369058631,2.0466793460383603
electricity,shape,RAMP8_D32,C3,M_RECENCY,81551,0.5301479703551112,0.5316638931613358,0.28512803403119014
electricity,shape,RAMP8_D32,C3,M_RECENCY,81552,0.43087547298681134,0.43144744852100475,0.1325713099368464
electricity,shape,RAMP8_D32,C3,M_RECENCY,81553,0.49341461698812145,0.4933752533480303,-0.007978438282840727
electricity,shape,RAMP8_D32,C3,M_MEAN,81551,0.5301479703551112,0.543323566725503,2.4249999774164643
electricity,shape,RAMP8_D32,C3,M_MEAN,81552,0.43087547298681134,0.4419627037205812,2.5086349233621075
electricity,shape,RAMP8_D32,C3,M_MEAN,81553,0.49341461698812145,0.5030335200672001,1.912179346973486
electricity,shape,RAMP8_D32,C3,M_ROTATE16,81551,0.5301479703551112,0.5418462728070927,2.1589707337797526
electricity,shape,RAMP8_D32,C3,M_ROTATE16,81552,0.43087547298681134,0.4446724973180081,3.1027384006008907
electricity,shape,RAMP8_D32,C3,M_ROTATE16,81553,0.49341461698812145,0.5026787745691157,1.8429577793363738
electricity,shape,RAMP8_D32,C3,F0,81551,0.5301479703551112,0.4696372074946977,-12.884575986474989
electricity,shape,RAMP8_D32,C3,F0,81552,0.43087547298681134,0.4696372074946977,8.253548460238635
electricity,shape,RAMP8_D32,C3,F0,81553,0.49341461698812145,0.4696372074946977,-5.0629313678670185
electricity,shape,RAMP8_D32,POS_ONLY,C0,81551,0.5408731353249507,0.5137246579801916,-5.284635830310069
electricity,shape,RAMP8_D32,POS_ONLY,C0,81552,0.4388052038682509,0.4598948315492488,4.585750096375996
electricity,shape,RAMP8_D32,POS_ONLY,C0,81553,0.5037889008486827,0.4832369132421334,-4.252983793945253
electricity,shape,RAMP8_D32,POS_ONLY,C2,81551,0.5408731353249507,0.5417752375211131,0.16650856917896917
electricity,shape,RAMP8_D32,POS_ONLY,C2,81552,0.4388052038682509,0.44434551817229867,1.2468482470210263
electricity,shape,RAMP8_D32,POS_ONLY,C2,81553,0.5037889008486827,0.5037242369058631,-0.012837171230195565
electricity,shape,RAMP8_D32,MAG_ONLY,C0,81551,0.5288581419875704,0.5137246579801916,-2.945835628540583
electricity,shape,RAMP8_D32,MAG_ONLY,C0,81552,0.42431923128417803,0.4598948315492488,7.735594710909699
electricity,shape,RAMP8_D32,MAG_ONLY,C0,81553,0.49640055984074216,0.4832369132421334,-2.724056510975381
electricity,shape,RAMP8_D32,MAG_ONLY,C2,81551,0.5288581419875704,0.5417752375211131,2.384216671224171
electricity,shape,RAMP8_D32,MAG_ONLY,C2,81552,0.42431923128417803,0.44434551817229867,4.506917718106762
electricity,shape,RAMP8_D32,MAG_ONLY,C2,81553,0.49640055984074216,0.5037242369058631,1.4539060320199804
electricity,shape,RAMP8_D32,OUTPUT_CONTEXT,C0,81551,0.5100005695182176,0.5137246579801916,0.7249191573976632
electricity,shape,RAMP8_D32,OUTPUT_CONTEXT,C0,81552,0.4343694031751962,0.4598948315492488,5.550275111391246
electricity,shape,RAMP8_D32,OUTPUT_CONTEXT,C0,81553,0.5032110912982557,0.4832369132421334,-4.13341313727702
electricity,shape,RAMP8_D32,OUTPUT_CONTEXT,C2,81551,0.5100005695182176,0.5417752375211131,5.864916999211733
electricity,shape,RAMP8_D32,OUTPUT_CONTEXT,C2,81552,0.4343694031751962,0.44434551817229867,2.24512560363761
electricity,shape,RAMP8_D32,OUTPUT_CONTEXT,C2,81553,0.5032110912982557,0.5037242369058631,0.1018703429399026
electricity,shape,STEP12_D17,C3,POS_ONLY,81551,0.29698924944157434,0.30564272644338625,2.831239304304134
electricity,shape,STEP12_D17,C3,POS_ONLY,81552,0.3033284513344172,0.30026539333613744,-1.0201168920091819
electricity,shape,STEP12_D17,C3,POS_ONLY,81553,0.2793493507593787,0.2830206028841,1.2971677988491637
electricity,shape,STEP12_D17,C3,MAG_ONLY,81551,0.29698924944157434,0.29737739038232547,0.13052133528110854
electricity,shape,STEP12_D17,C3,MAG_ONLY,81552,0.3033284513344172,0.29347326117411676,-3.35812200432577
electricity,shape,STEP12_D17,C3,MAG_ONLY,81553,0.2793493507593787,0.27986686426314555,0.1849141752201966
electricity,shape,STEP12_D17,C3,OUTPUT_CONTEXT,81551,0.29698924944157434,0.2980422572655495,0.35330823005979006
electricity,shape,STEP12_D17,C3,OUTPUT_CONTEXT,81552,0.3033284513344172,0.30933884251180876,1.9429797850756825
electricity,shape,STEP12_D17,C3,OUTPUT_CONTEXT,81553,0.2793493507593787,0.3008151234436598,7.135868848130378
electricity,shape,STEP12_D17,C3,C0,81551,0.29698924944157434,0.30498695349387034,2.6223102203802084
electricity,shape,STEP12_D17,C3,C0,81552,0.3033284513344172,0.34131656936450794,11.129878077943944
electricity,shape,STEP12_D17,C3,C0,81553,0.2793493507593787,0.2906394824301739,3.8845829122709175
electricity,shape,STEP12_D17,C3,C2,81551,0.29698924944157434,0.30740328197795197,3.387742794862081
electricity,shape,STEP12_D17,C3,C2,81552,0.3033284513344172,0.3085662856970167,1.6974746125513418
electricity,shape,STEP12_D17,C3,C2,81553,0.2793493507593787,0.2841400525262861,1.6860353633052827
electricity,shape,STEP12_D17,C3,M_RECENCY,81551,0.29698924944157434,0.29858271931307795,0.5336778615887661
electricity,shape,STEP12_D17,C3,M_RECENCY,81552,0.3033284513344172,0.30570405095638603,0.7770913125085599
electricity,shape,STEP12_D17,C3,M_RECENCY,81553,0.2793493507593787,0.28038806596927285,0.3704562839732084
electricity,shape,STEP12_D17,C3,M_MEAN,81551,0.29698924944157434,0.3076009505071613,3.44982713742944
electricity,shape,STEP12_D17,C3,M_MEAN,81552,0.3033284513344172,0.3048407839777787,0.4961057453098938
electricity,shape,STEP12_D17,C3,M_MEAN,81553,0.2793493507593787,0.28390206619984554,1.603621805718758
electricity,shape,STEP12_D17,C3,M_ROTATE16,81551,0.29698924944157434,0.3087463829060242,3.8080230620963995
electricity,shape,STEP12_D17,C3,M_ROTATE16,81552,0.3033284513344172,0.3086102708948433,1.7114853452903422
electricity,shape,STEP12_D17,C3,M_ROTATE16,81553,0.2793493507593787,0.2836384789771271,1.5121813631267633
electricity,shape,STEP12_D17,C3,F0,81551,0.29698924944157434,0.501817537388361,40.81728371088559
electricity,shape,STEP12_D17,C3,F0,81552,0.3033284513344172,0.501817537388361,39.55403533462628
electricity,shape,STEP12_D17,C3,F0,81553,0.2793493507593787,0.501817537388361,44.33248542623416
electricity,shape,STEP12_D17,POS_ONLY,C0,81551,0.30564272644338625,0.30498695349387034,-0.21501672186416965
electricity,shape,STEP12_D17,POS_ONLY,C0,81552,0.30026539333613744,0.34131656936450794,12.02730242624993
electricity,shape,STEP12_D17,POS_ONLY,C0,81553,0.2830206028841,0.2906394824301739,2.621419320722984
electricity,shape,STEP12_D17,POS_ONLY,C2,81551,0.30564272644338625,0.30740328197795197,0.5727185224691289
electricity,shape,STEP12_D17,POS_ONLY,C2,81552,0.30026539333613744,0.3085662856970167,2.6901488418050845
electricity,shape,STEP12_D17,POS_ONLY,C2,81553,0.2830206028841,0.2841400525262861,0.3939781217864424
electricity,shape,STEP12_D17,MAG_ONLY,C0,81551,0.29737739038232547,0.30498695349387034,2.4950454517385756
electricity,shape,STEP12_D17,MAG_ONLY,C0,81552,0.29347326117411676,0.34131656936450794,14.0172826298676
electricity,shape,STEP12_D17,MAG_ONLY,C0,81553,0.27986686426314555,0.2906394824301739,3.706522622788
electricity,shape,STEP12_D17,MAG_ONLY,C2,81551,0.29737739038232547,0.30740328197795197,3.261478384718608
electricity,shape,STEP12_D17,MAG_ONLY,C2,81552,0.29347326117411676,0.3085662856970167,4.891339469834333
electricity,shape,STEP12_D17,MAG_ONLY,C2,81553,0.27986686426314555,0.2841400525262861,1.5039021162795208
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C0,81551,0.2980422572655495,0.30498695349387034,2.277046984719766
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C0,81552,0.30933884251180876,0.34131656936450794,9.368934802150974
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C0,81553,0.3008151234436598,0.2906394824301739,-3.5011213646551242
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C2,81551,0.2980422572655495,0.30740328197795197,3.0451934840025174
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C2,81552,0.30933884251180876,0.3085662856970167,-0.25036980726749203
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C2,81553,0.3008151234436598,0.2841400525262861,-5.868609782083101
electricity,shape,STEP12_D63,C3,POS_ONLY,81551,0.22143728812210633,0.22604947974854683,2.040346047940922
electricity,shape,STEP12_D63,C3,POS_ONLY,81552,0.2172209187176435,0.209391428481556,-3.7391646319357985
electricity,shape,STEP12_D63,C3,POS_ONLY,81553,0.2253083832279864,0.22520773069568895,-0.04469319591584586
electricity,shape,STEP12_D63,C3,MAG_ONLY,81551,0.22143728812210633,0.22059949053546246,-0.37978219469605445
electricity,shape,STEP12_D63,C3,MAG_ONLY,81552,0.2172209187176435,0.2192241159603945,0.9137668244094566
electricity,shape,STEP12_D63,C3,MAG_ONLY,81553,0.2253083832279864,0.2248500540329239,-0.20383770732623763
electricity,shape,STEP12_D63,C3,OUTPUT_CONTEXT,81551,0.22143728812210633,0.22725360925636123,2.559396593650398
electricity,shape,STEP12_D63,C3,OUTPUT_CONTEXT,81552,0.2172209187176435,0.2315566759354238,6.191036021685781
electricity,shape,STEP12_D63,C3,OUTPUT_CONTEXT,81553,0.2253083832279864,0.22009894907264888,-2.3668600769275017
electricity,shape,STEP12_D63,C3,C0,81551,0.22143728812210633,0.22575964139135746,1.9145819166846878
electricity,shape,STEP12_D63,C3,C0,81552,0.2172209187176435,0.21207998090346417,-2.4240561472510747
electricity,shape,STEP12_D63,C3,C0,81553,0.2253083832279864,0.23310435890064282,3.3444143684929206
electricity,shape,STEP12_D63,C3,C2,81551,0.22143728812210633,0.22401693357117947,1.1515403804299829
electricity,shape,STEP12_D63,C3,C2,81552,0.2172209187176435,0.20870337557453705,-4.081171720226662
electricity,shape,STEP12_D63,C3,C2,81553,0.2253083832279864,0.22427806795008895,-0.45939190011514697
electricity,shape,STEP12_D63,C3,M_RECENCY,81551,0.22143728812210633,0.22110397979568885,-0.1507473211135757
electricity,shape,STEP12_D63,C3,M_RECENCY,81552,0.2172209187176435,0.21628979809483412,-0.4304967830249362
electricity,shape,STEP12_D63,C3,M_RECENCY,81553,0.2253083832279864,0.225349719747939,0.018343275509202783
electricity,shape,STEP12_D63,C3,M_MEAN,81551,0.22143728812210633,0.2235815902038083,0.9590691611716773
electricity,shape,STEP12_D63,C3,M_MEAN,81552,0.2172209187176435,0.20932046272088095,-3.7743352437059396
electricity,shape,STEP12_D63,C3,M_MEAN,81553,0.2253083832279864,0.22541308971317875,0.04645093385019505
electricity,shape,STEP12_D63,C3,M_ROTATE16,81551,0.22143728812210633,0.22419191209770825,1.22869016541568
electricity,shape,STEP12_D63,C3,M_ROTATE16,81552,0.2172209187176435,0.2096096794008791,-3.631148780208715
electricity,shape,STEP12_D63,C3,M_ROTATE16,81553,0.2253083832279864,0.22405184005968376,-0.5608269800274401
electricity,shape,STEP12_D63,C3,F0,81551,0.22143728812210633,0.2817304384803514,21.40100682179219
electricity,shape,STEP12_D63,C3,F0,81552,0.2172209187176435,0.2817304384803514,22.897603862284456
electricity,shape,STEP12_D63,C3,F0,81553,0.2253083832279864,0.2817304384803514,20.02696462501691
electricity,shape,STEP12_D63,POS_ONLY,C0,81551,0.22604947974854683,0.22575964139135746,-0.12838360098514912
electricity,shape,STEP12_D63,POS_ONLY,C0,81552,0.209391428481556,0.21207998090346417,1.2677068389269408
electricity,shape,STEP12_D63,POS_ONLY,C0,81553,0.22520773069568895,0.23310435890064282,3.3875935405908497
electricity,shape,STEP12_D63,POS_ONLY,C2,81551,0.22604947974854683,0.22401693357117947,-0.9073180964337846
electricity,shape,STEP12_D63,POS_ONLY,C2,81552,0.209391428481556,0.20870337557453705,-0.3296798171686488
electricity,shape,STEP12_D63,POS_ONLY,C2,81553,0.22520773069568895,0.22427806795008895,-0.4145134448932719
electricity,shape,STEP12_D63,MAG_ONLY,C0,81551,0.22059949053546246,0.22575964139135746,2.2856834924492975
electricity,shape,STEP12_D63,MAG_ONLY,C0,81552,0.2192241159603945,0.21207998090346417,-3.3686041589103377
electricity,shape,STEP12_D63,MAG_ONLY,C0,81553,0.2248500540329239,0.23310435890064282,3.5410341130674428
electricity,shape,STEP12_D63,MAG_ONLY,C2,81551,0.22059949053546246,0.22401693357117947,1.525528888034322
electricity,shape,STEP12_D63,MAG_ONLY,C2,81552,0.2192241159603945,0.20870337557453705,-5.041001544366508
electricity,shape,STEP12_D63,MAG_ONLY,C2,81553,0.2248500540329239,0.22427806795008895,-0.25503433664419983
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C0,81551,0.22725360925636123,0.22575964139135746,-0.6617515229012882
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C0,81552,0.2315566759354238,0.21207998090346417,-9.18365559492631
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C0,81553,0.22009894907264888,0.23310435890064282,5.579222065743227
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C2,81551,0.22725360925636123,0.22401693357117947,-1.4448352781122775
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C2,81552,0.2315566759354238,0.20870337557453705,-10.950134514103649
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C2,81553,0.22009894907264888,0.22427806795008895,1.8633649360534466
electricity,shape,STEP6_D17,C3,POS_ONLY,81551,0.2390200029959951,0.24188995873340863,1.18647163050557
electricity,shape,STEP6_D17,C3,POS_ONLY,81552,0.23467418497546277,0.23372849036026577,-0.4046124688262598
electricity,shape,STEP6_D17,C3,POS_ONLY,81553,0.23448291327372361,0.23442744207701385,-0.023662416062841807
electricity,shape,STEP6_D17,C3,MAG_ONLY,81551,0.2390200029959951,0.23927092701151537,0.10487024840597492
electricity,shape,STEP6_D17,C3,MAG_ONLY,81552,0.23467418497546277,0.23304609494013473,-0.6986128798881053
electricity,shape,STEP6_D17,C3,MAG_ONLY,81553,0.23448291327372361,0.23465801693670013,0.07462078869597821
electricity,shape,STEP6_D17,C3,OUTPUT_CONTEXT,81551,0.2390200029959951,0.23670168538390174,-0.9794258998761851
electricity,shape,STEP6_D17,C3,OUTPUT_CONTEXT,81552,0.23467418497546277,0.2392207768331433,1.9005840202800495
electricity,shape,STEP6_D17,C3,OUTPUT_CONTEXT,81553,0.23448291327372361,0.24225827645848577,3.2095345919356366
electricity,shape,STEP6_D17,C3,C0,81551,0.2390200029959951,0.23937226195339448,0.14715947224827053
electricity,shape,STEP6_D17,C3,C0,81552,0.23467418497546277,0.24596103995155694,4.588879189288331
electricity,shape,STEP6_D17,C3,C0,81553,0.23448291327372361,0.23964976727224457,2.1560020931092216
electricity,shape,STEP6_D17,C3,C2,81551,0.2390200029959951,0.24243372337926056,1.4081045886199073
electricity,shape,STEP6_D17,C3,C2,81552,0.23467418497546277,0.2350108337583387,0.1432481973244304
