panel,kind,condition,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_type,ci_low_pct,ci_high_pct,bonferroni3_low_pct,bonferroni3_high_pct,conditional_on_fixed_seeds,development_E_reused
electricity,shape,STEP12_D17,C3,C2,0.29322235051179013,0.3000365400670849,2.271119895520457,time,1.6345651116234605,2.884456593030352,,,True,True
electricity,shape,STEP12_D17,C3,M_RECENCY,0.29322235051179013,0.29489161207957904,0.5660593585613549,time,0.27701871544630413,0.8327227534153328,,,True,True
electricity,shape,STEP12_D17,C3,M_MEAN,0.29322235051179013,0.2987812668949285,1.8605304277972912,time,1.2292335827560483,2.4843531632695774,,,True,True
electricity,shape,STEP12_D17,C3,M_ROTATE16,0.29322235051179013,0.3003317109259982,2.367169418203663,time,1.6979855359339822,3.0203910977314856,,,True,True
electricity,shape,STEP12_D17,C3,F0,0.29322235051179013,0.501817537388361,41.56793482391533,time,36.141664051689084,45.72128289177303,,,True,True
electricity,shape,STEP12_D17,POS_ONLY,C0,0.29630957422120785,0.31231433509618406,5.1245681278277555,time,4.120764542585766,6.190513041944118,,,True,True
electricity,shape,STEP12_D17,POS_ONLY,C2,0.29630957422120785,0.3000365400670849,1.2421706519625042,time,1.008166592429247,1.4685058058957552,,,True,True
electricity,shape,STEP12_D17,MAG_ONLY,C0,0.2902391719398626,0.31231433509618406,7.06825165406606,time,5.984406497667825,8.165394074441647,,,True,True
electricity,shape,STEP12_D17,MAG_ONLY,C2,0.2902391719398626,0.3000365400670849,3.2653916503075697,time,2.565917869139301,3.9595983705147524,,,True,True
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C0,0.302732074407006,0.31231433509618406,3.068146291212337,time,2.6004073723594248,3.5564316131728657,,,True,True
electricity,shape,STEP12_D17,OUTPUT_CONTEXT,C2,0.302732074407006,0.3000365400670849,-0.8984020210732968,time,-1.8684330237311368,0.07465135238753279,,,True,True
electricity,shape,STEP12_D63,C3,POS_ONLY,0.22132219668924544,0.2202162129752639,-0.5022262888998874,time,-1.0749377461687608,-0.02806894078176929,-1.2022423419466712,0.05685919820488961,True,True
electricity,shape,STEP12_D63,C3,MAG_ONLY,0.22132219668924544,0.22155788684292696,0.10637858892769136,time,0.025246809337097498,0.19859381905175774,0.009192845731290275,0.2235567158311414,True,True
electricity,shape,STEP12_D63,C3,OUTPUT_CONTEXT,0.22132219668924544,0.22630307808814465,2.2009781930403816,time,1.6719242309632978,2.7673700321998638,1.5797340437623957,2.89452149367349,True,True
electricity,shape,STEP12_D63,C3,C0,0.22132219668924544,0.22364799373182148,1.0399364661258348,time,0.45407653377447843,1.6135288641883694,,,True,True
electricity,shape,STEP12_D63,C3,C2,0.22132219668924544,0.21899945903193516,-1.0606134223242858,time,-1.5394910902052255,-0.6348928757234057,,,True,True
electricity,shape,STEP12_D63,C3,M_RECENCY,0.22132219668924544,0.22091449921282064,-0.18454989503973174,time,-0.2676665503195641,-0.10337498443317557,,,True,True
electricity,shape,STEP12_D63,C3,M_MEAN,0.22132219668924544,0.21943838087928932,-0.8584714316646203,time,-1.3108322905981484,-0.47683637190437783,,,True,True
electricity,shape,STEP12_D63,C3,M_ROTATE16,0.22132219668924544,0.21928447718609034,-0.9292584360295786,time,-1.4639618947720139,-0.4932001464285727,,,True,True
electricity,shape,STEP12_D63,C3,F0,0.22132219668924544,0.2817304384803514,21.441858436364512,time,17.58852022337567,24.838640457042235,,,True,True
electricity,shape,STEP12_D63,POS_ONLY,C0,0.2202162129752639,0.22364799373182148,1.534456312035004,time,0.949289379140276,2.109726974409751,,,True,True
electricity,shape,STEP12_D63,POS_ONLY,C2,0.2202162129752639,0.21899945903193516,-0.5555967803332784,time,-0.7832195787372204,-0.32607731249539,,,True,True
electricity,shape,STEP12_D63,MAG_ONLY,C0,0.22155788684292696,0.22364799373182148,0.9345520404715923,time,0.3007262315352832,1.5472693376191,,,True,True
electricity,shape,STEP12_D63,MAG_ONLY,C2,0.22155788684292696,0.21899945903193516,-1.168234762908127,time,-1.7330248912709316,-0.6912598772811216,,,True,True
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C0,0.22630307808814465,0.22364799373182148,-1.187171104028284,time,-1.525907796563588,-0.873529472924853,,,True,True
electricity,shape,STEP12_D63,OUTPUT_CONTEXT,C2,0.22630307808814465,0.21899945903193516,-3.3349941084304113,time,-4.156435715853123,-2.603863916426067,,,True,True
electricity,shape,STEP6_D17,C3,POS_ONLY,0.23605903374839388,0.23668196372356276,0.2631928370750103,time,-0.19152874256041008,0.6869243969328523,-0.28872795786856437,0.7973216864179038,True,True
electricity,shape,STEP6_D17,C3,MAG_ONLY,0.23605903374839388,0.2356583462961167,-0.1700289671784816,time,-0.32778792132003853,-0.013503279962547883,-0.36350430258080696,0.022165883970860414,True,True
electricity,shape,STEP6_D17,C3,OUTPUT_CONTEXT,0.23605903374839388,0.2393935795585103,1.3929136346371496,time,0.9343115514859107,1.8591355441471658,0.8422904720171133,1.9676479904900952,True,True
electricity,shape,STEP6_D17,C3,C0,0.23605903374839388,0.24166102305906534,2.318118677045511,time,1.7688976060990336,2.8754702143070596,,,True,True
electricity,shape,STEP6_D17,C3,C2,0.23605903374839388,0.23739724069128648,0.5636994511797333,time,0.05317573841750468,1.055258729037053,,,True,True
electricity,shape,STEP6_D17,C3,M_RECENCY,0.23605903374839388,0.23665816315971577,0.25316236859218577,time,0.05866424275925153,0.46306338987888723,,,True,True
electricity,shape,STEP6_D17,C3,M_MEAN,0.23605903374839388,0.23726797302388328,0.5095248465614488,time,-0.009522371422002738,1.0025439876906272,,,True,True
electricity,shape,STEP6_D17,C3,M_ROTATE16,0.23605903374839388,0.23747406763390896,0.5958688035345827,time,0.06661439052212642,1.1143717639118975,,,True,True
electricity,shape,STEP6_D17,C3,F0,0.23605903374839388,0.389304054995092,39.363838953239295,time,33.22423621647813,44.59502361739812,,,True,True
electricity,shape,STEP6_D17,POS_ONLY,C0,0.23668196372356276,0.24166102305906534,2.0603485297195134,time,1.3955123998837926,2.808396289520615,,,True,True
electricity,shape,STEP6_D17,POS_ONLY,C2,0.23668196372356276,0.23739724069128648,0.30129961310454423,time,0.15253086655667353,0.4531649442273378,,,True,True
electricity,shape,STEP6_D17,MAG_ONLY,C0,0.2356583462961167,0.24166102305906534,2.4839242534703265,time,1.9066057851925045,3.0785743014546934,,,True,True
electricity,shape,STEP6_D17,MAG_ONLY,C2,0.2356583462961167,0.23739724069128648,0.7324829851038772,time,0.22752801019722768,1.229843007981739,,,True,True
electricity,shape,STEP6_D17,OUTPUT_CONTEXT,C0,0.2393935795585103,0.24166102305906534,0.9382743943779692,time,0.7054854499090533,1.190320446431397,,,True,True
electricity,shape,STEP6_D17,OUTPUT_CONTEXT,C2,0.2393935795585103,0.23739724069128648,-0.8409275783537229,time,-1.592890024179248,-0.1152891273148145,,,True,True
electricity,shape,STEP6_D63,C3,POS_ONLY,0.1960496176297994,0.19522623020221858,-0.42176065517831596,time,-0.7352129815551162,-0.10524918841559332,-0.8075757039073463,-0.04026042405023335,True,True
electricity,shape,STEP6_D63,C3,MAG_ONLY,0.1960496176297994,0.19610388697178543,0.02767377170542762,time,-0.030308937874263805,0.09559506620767627,-0.04350915980290804,0.10996009940943105,True,True
electricity,shape,STEP6_D63,C3,OUTPUT_CONTEXT,0.1960496176297994,0.19904704998082684,1.5058913715707778,time,1.1771988711899923,1.8807472092095727,1.11219874722842,1.9409850516815703,True,True
electricity,shape,STEP6_D63,C3,C0,0.1960496176297994,0.19767869816751454,0.8241052540393867,time,0.5486000705558486,1.1584063881081932,,,True,True
electricity,shape,STEP6_D63,C3,C2,0.1960496176297994,0.1945055160296177,-0.7938600568770493,time,-1.1269214863311416,-0.4896572143102657,,,True,True
electricity,shape,STEP6_D63,C3,M_RECENCY,0.1960496176297994,0.19577392728732468,-0.1408207652033644,time,-0.22933816803690998,-0.0532548606482859,,,True,True
electricity,shape,STEP6_D63,C3,M_MEAN,0.1960496176297994,0.19469016365040934,-0.6982653637453984,time,-1.0080994232249545,-0.4006297855887722,,,True,True
electricity,shape,STEP6_D63,C3,M_ROTATE16,0.1960496176297994,0.19471464053902376,-0.6856069410497545,time,-1.0432110320116876,-0.3519558432221625,,,True,True
electricity,shape,STEP6_D63,C3,F0,0.1960496176297994,0.23335004245900554,15.984751678697041,time,11.591973548113689,19.8182315728596,,,True,True
electricity,shape,STEP6_D63,POS_ONLY,C0,0.19522623020221858,0.19767869816751454,1.2406334056377366,time,0.919050599500271,1.6047546645688355,,,True,True
electricity,shape,STEP6_D63,POS_ONLY,C2,0.19522623020221858,0.1945055160296177,-0.37053662400563514,time,-0.5422845214946342,-0.2139944753870951,,,True,True
electricity,shape,STEP6_D63,MAG_ONLY,C0,0.19610388697178543,0.19767869816751454,0.7966519459747801,time,0.5186678534713229,1.1140380345054184,,,True,True
electricity,shape,STEP6_D63,MAG_ONLY,C2,0.19610388697178543,0.1945055160296177,-0.8217612409122443,time,-1.1890779305532655,-0.5064548619518944,,,True,True
electricity,shape,STEP6_D63,OUTPUT_CONTEXT,C0,0.19904704998082684,0.19767869816751454,-0.6922100489313854,time,-0.9030159513201808,-0.5170934643865206,,,True,True
electricity,shape,STEP6_D63,OUTPUT_CONTEXT,C2,0.19904704998082684,0.1945055160296177,-2.3349126769842465,time,-2.895819443885615,-1.8839542665122282,,,True,True
electricity,shape,STEP8_D31,C3,POS_ONLY,0.2077163966597886,0.2069079305877747,-0.3907371117758851,time,-0.6953751004009501,-0.0987957462745992,-0.7614129453839172,-0.015039157408491167,True,True
electricity,shape,STEP8_D31,C3,MAG_ONLY,0.2077163966597886,0.2077782498607391,0.029768852607015006,time,-0.04656149734035331,0.09983594909319794,-0.0605786100723682,0.12113875238695006,True,True
electricity,shape,STEP8_D31,C3,OUTPUT_CONTEXT,0.2077163966597886,0.20815026969607792,0.2084422167325628,time,-0.412560133884633,0.8232196813113758,-0.566028533534943,0.9350158858197252,True,True
electricity,shape,STEP8_D31,C3,C0,0.2077163966597886,0.211856044429594,1.9539908719390375,time,1.2871835111937926,2.703965118465125,,,True,True
electricity,shape,STEP8_D31,C3,C2,0.2077163966597886,0.20797741268129522,0.12550210051250899,time,-0.2283711882244288,0.5015015203325603,,,True,True
electricity,shape,STEP8_D31,C3,M_RECENCY,0.2077163966597886,0.20792501501669802,0.10033345766148338,time,-0.004542343402563208,0.2204574296495088,,,True,True
electricity,shape,STEP8_D31,C3,M_MEAN,0.2077163966597886,0.20782015977567875,0.04992928308886757,time,-0.27424616633768495,0.3867862312195019,,,True,True
electricity,shape,STEP8_D31,C3,M_ROTATE16,0.2077163966597886,0.2081353049698918,0.2012673006935528,time,-0.1490429139117494,0.589277646397019,,,True,True
electricity,shape,STEP8_D31,C3,F0,0.2077163966597886,0.33279554278559675,37.58438141294166,time,31.203736646125474,42.77765080167925,,,True,True
electricity,shape,STEP8_D31,POS_ONLY,C0,0.2069079305877747,0.211856044429594,2.3356019202292244,time,1.7272406512782115,3.0058099060220274,,,True,True
electricity,shape,STEP8_D31,POS_ONLY,C2,0.2069079305877747,0.20797741268129522,0.5142299251310489,time,0.3320873066918073,0.7109264224281067,,,True,True
electricity,shape,STEP8_D31,MAG_ONLY,C0,0.2077782498607391,0.211856044429594,1.9247950087211585,time,1.2537037846326504,2.679223353521387,,,True,True
electricity,shape,STEP8_D31,MAG_ONLY,C2,0.2077782498607391,0.20797741268129522,0.09576175508122509,time,-0.29752132638569184,0.5246164730431344,,,True,True
electricity,shape,STEP8_D31,OUTPUT_CONTEXT,C0,0.20815026969607792,0.211856044429594,1.7491947154463228,time,1.2979365416710211,2.2346622552777213,,,True,True
electricity,shape,STEP8_D31,OUTPUT_CONTEXT,C2,0.20815026969607792,0.20797741268129522,-0.08311335954909183,time,-0.7665912257952312,0.6222553214851251,,,True,True
electricity,shape,STEP8_D33,C3,POS_ONLY,0.20688393894823753,0.20814632300953773,0.6064887637925453,time,0.3268214984828033,0.8959902038579867,0.2753007481622473,0.9701959309123334,True,True
electricity,shape,STEP8_D33,C3,MAG_ONLY,0.20688393894823753,0.20664059947837363,-0.11775975799439564,time,-0.20100612092158798,-0.04311597156851592,-0.2178505986685053,-0.022068639875484665,True,True
electricity,shape,STEP8_D33,C3,OUTPUT_CONTEXT,0.20688393894823753,0.2100433286216025,1.5041609243665488,time,0.9293613107576663,2.108098439493522,0.8190547010397322,2.240614755362476,True,True
electricity,shape,STEP8_D33,C3,C0,0.20688393894823753,0.21409766613547365,3.369362832134526,time,2.6096352493927375,4.192378688186901,,,True,True
electricity,shape,STEP8_D33,C3,C2,0.20688393894823753,0.20949175992904823,1.244832246239147,time,0.8037658862136038,1.7151796356416213,,,True,True
electricity,shape,STEP8_D33,C3,M_RECENCY,0.20688393894823753,0.20730731973126482,0.20422857406874328,time,0.10373740957155875,0.32003173706080135,,,True,True
electricity,shape,STEP8_D33,C3,M_MEAN,0.20688393894823753,0.20897972222417646,1.0028644184389979,time,0.6165073583832936,1.4221758770884898,,,True,True
electricity,shape,STEP8_D33,C3,M_ROTATE16,0.20688393894823753,0.2095709284335968,1.2821384652168644,time,0.8310087942495764,1.7574327126382179,,,True,True
electricity,shape,STEP8_D33,C3,F0,0.20688393894823753,0.31771137399473126,34.88305553968981,time,28.548492715832563,39.88962937125513,,,True,True
electricity,shape,STEP8_D33,POS_ONLY,C0,0.20814632300953773,0.21409766613547365,2.77973283565367,time,2.1376176743660738,3.472810462008385,,,True,True
electricity,shape,STEP8_D33,POS_ONLY,C2,0.20814632300953773,0.20949175992904823,0.6422385873154024,time,0.4379393166902437,0.8761702935027718,,,True,True
electricity,shape,STEP8_D33,MAG_ONLY,C0,0.20664059947837363,0.21409766613547365,3.483020993036634,time,2.6896241498606006,4.347692308348268,,,True,True
electricity,shape,STEP8_D33,MAG_ONLY,C2,0.20664059947837363,0.20949175992904823,1.3609893065198553,time,0.8780609068025245,1.8752701313737572,,,True,True
electricity,shape,STEP8_D33,OUTPUT_CONTEXT,C0,0.2100433286216025,0.21409766613547365,1.8936859924973293,time,1.4631734656724926,2.3600520598827037,,,True,True
electricity,shape,STEP8_D33,OUTPUT_CONTEXT,C2,0.2100433286216025,0.20949175992904823,-0.2632889679007322,time,-0.937456702885201,0.449742178659211,,,True,True
electricity,standard,BURST16,C3,POS_ONLY,0.17857053447420115,0.17851796312174667,-0.029448774529550192,time,-0.19884847924189375,0.1796538902645427,-0.2246851642671871,0.23486609954825638,True,True
electricity,standard,BURST16,C3,MAG_ONLY,0.17857053447420115,0.17858369352580303,0.007368562796561395,time,-0.042741305795392925,0.05629735453410693,-0.0540361732795012,0.06760317612341528,True,True
electricity,standard,BURST16,C3,OUTPUT_CONTEXT,0.17857053447420115,0.17749335287742224,-0.6068855984273425,time,-0.9261892891127138,-0.33059578067351053,-1.0178501309765935,-0.2773142119946015,True,True
electricity,standard,BURST16,C3,C0,0.17857053447420115,0.17748184253682242,-0.6134103195107654,time,-0.929251207297056,-0.34035770899715334,,,True,True
electricity,standard,BURST16,C3,C2,0.17857053447420115,0.178616530440182,0.02575123694738002,time,-0.15680623147989625,0.23341415153058878,,,True,True
electricity,standard,BURST16,C3,M_RECENCY,0.17857053447420115,0.17836478632952382,-0.1153524464729383,time,-0.21316619982644058,-0.029668876754861406,,,True,True
electricity,standard,BURST16,C3,M_MEAN,0.17857053447420115,0.17855887620719796,-0.006529088472562172,time,-0.16217797030831316,0.1572971680618851,,,True,True
electricity,standard,BURST16,C3,M_ROTATE16,0.17857053447420115,0.17859088211059526,0.011393435181927813,time,-0.19640953234008773,0.27624998377724497,,,True,True
electricity,standard,BURST16,C3,C2_SHRINK,0.17857053447420115,0.17844902919505562,-0.06808962743793945,time,-0.2459305192087763,0.12263387509233956,,,True,True
electricity,standard,BURST16,C3,C0_BIAS,0.17857053447420115,0.17738802001308743,-0.6666258865883234,time,-0.9921266304062759,-0.3787298546460089,,,True,True
electricity,standard,BURST16,C3,F0,0.17857053447420115,0.17780347859946782,-0.4314065623323593,time,-4.247314579829668,4.2014573393922525,,,True,True
electricity,standard,BURST16,POS_ONLY,C0,0.17851796312174667,0.17748184253682242,-0.5837896260904918,time,-0.9302736397292938,-0.27506846194122414,,,True,True
electricity,standard,BURST16,POS_ONLY,C2,0.17851796312174667,0.178616530440182,0.05518376053572638,time,-0.020661794053629667,0.1349852031445886,,,True,True
electricity,standard,BURST16,MAG_ONLY,C0,0.17858369352580303,0.17748184253682242,-0.6208246281599328,time,-0.9302479406499742,-0.3517374088473225,,,True,True
electricity,standard,BURST16,MAG_ONLY,C2,0.17858369352580303,0.178616530440182,0.018384028789519835,time,-0.18542061636428409,0.25317131433609413,,,True,True
electricity,standard,BURST16,OUTPUT_CONTEXT,C0,0.17749335287742224,0.17748184253682242,-0.006485362353303437,time,-0.03463211818231893,0.022097155709154267,,,True,True
electricity,standard,BURST16,OUTPUT_CONTEXT,C2,0.17749335287742224,0.178616530440182,0.6288206136306651,time,0.33313430062969995,0.958642956649355,,,True,True
electricity,standard,BURST4,C3,POS_ONLY,0.17006097129678388,0.16982050851581143,-0.14159819863575063,time,-0.24173211520345628,-0.036611759102410116,-0.2645786664942712,-0.0114421307315972,True,True
electricity,standard,BURST4,C3,MAG_ONLY,0.17006097129678388,0.17012113388459532,0.035364558440020843,time,0.0072196682153249925,0.061450459984755935,0.001978016747462378,0.06739258623490345,True,True
electricity,standard,BURST4,C3,OUTPUT_CONTEXT,0.17006097129678388,0.169510480369798,-0.3247533283988968,time,-0.5372860934856477,-0.12749771982911282,-0.6036665122788293,-0.08937755555508098,True,True
electricity,standard,BURST4,C3,C0,0.17006097129678388,0.16945427156351997,-0.35803153716102987,time,-0.5741353979293651,-0.160909209374246,,,True,True
electricity,standard,BURST4,C3,C2,0.17006097129678388,0.16996244161827662,-0.05797144214281236,time,-0.18147528116468414,0.07151566062851027,,,True,True
electricity,standard,BURST4,C3,M_RECENCY,0.17006097129678388,0.16985238734679226,-0.12280307227343634,time,-0.3120699821588896,0.004552411885390121,,,True,True
electricity,standard,BURST4,C3,M_MEAN,0.17006097129678388,0.16989702005344837,-0.09650036432888864,time,-0.1897060663123773,0.0008091671570302512,,,True,True
electricity,standard,BURST4,C3,M_ROTATE16,0.17006097129678388,0.16983568336288238,-0.132650529877254,time,-0.21969362152413907,-0.041293688669341036,,,True,True
electricity,standard,BURST4,C3,C2_SHRINK,0.17006097129678388,0.1698673723984815,-0.11397062047220352,time,-0.22842404452807719,0.0017929682520803365,,,True,True
electricity,standard,BURST4,C3,C0_BIAS,0.17006097129678388,0.16931532018233436,-0.44039199385297323,time,-0.6753663083547962,-0.22465509035423553,,,True,True
electricity,standard,BURST4,C3,F0,0.17006097129678388,0.17229509602855997,1.2966850382124417,time,-2.0015679694444297,4.677097046772783,,,True,True
electricity,standard,BURST4,POS_ONLY,C0,0.16982050851581143,0.16945427156351997,-0.21612730615301334,time,-0.4479878739020282,-0.028860519478341166,,,True,True
electricity,standard,BURST4,POS_ONLY,C2,0.16982050851581143,0.16996244161827662,0.08350850994712777,time,0.023852280722587438,0.14059700099766614,,,True,True
