stage,config,episode,panel,model,n_origins,n_forecast_points,alpha,status,mae_K,rmse_K,p90_abs_K
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,11,132,1.0,OBSERVED,0.5863123666797044,0.6816504722295356,1.062862999223131
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,4,48,,OBSERVED,0.2105342591120376,0.2886366897388016,0.5436637985456174
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,4,48,0.01,OBSERVED,0.02401264655150115,0.030444792161083284,0.05159892199927186
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,4,48,1.0,OBSERVED,0.06423599382672762,0.07006949899301163,0.1042843303112989
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,4,48,0.1,OBSERVED,0.08714287369080036,0.1170136224764747,0.20636589032988584
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,4,48,1.0,OBSERVED,0.13952965037315224,0.17530195745683383,0.3015879454937761
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,4,48,0.01,OBSERVED,0.2783732617118808,0.3100659988055736,0.46499452048046813
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,4,48,1.0,OBSERVED,0.26707134734860816,0.30302622853504807,0.47172338639281874
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,22,264,,OBSERVED,0.19790788918572844,0.26453116103355645,0.4760977594728957
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,22,264,0.01,OBSERVED,0.11393262196033975,0.21119377822303506,0.3147987539882195
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,22,264,1.0,OBSERVED,0.10611442180876131,0.1418171243767876,0.2625253004882269
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,22,264,0.1,OBSERVED,0.10490957546353008,0.15868480809596694,0.24143544792169686
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,22,264,1.0,OBSERVED,0.13393286637453605,0.17575669784955958,0.31335923333801363
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,22,264,0.01,OBSERVED,0.49650669181559154,0.6124266343156589,1.0515420936906934
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,22,264,1.0,OBSERVED,0.4937178054278047,0.6127413960666412,1.058641404111114
TRAIN_FORWARD,ZONE_60M,3,ALL,PERSISTENCE,22,264,,OBSERVED,0.21048956468697916,0.317803643067355,0.5315067398323606
TRAIN_FORWARD,ZONE_60M,3,ALL,CURRENT_PLAN_TUNED,22,264,0.1,OBSERVED,0.068024520363281,0.10385811518206606,0.16964717423003894
TRAIN_FORWARD,ZONE_60M,3,ALL,CURRENT_PLAN_A1,22,264,1.0,OBSERVED,0.10165398631581207,0.13966777370975508,0.23913482248825063
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED,22,264,0.1,OBSERVED,0.12138647108209258,0.2118799780770529,0.32027861745971226
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_SUMMARY_PLAN_A1,22,264,1.0,OBSERVED,0.1506118688372057,0.22945944485739556,0.3277532130294674
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_LAGS_PLAN_TUNED,22,264,0.1,OBSERVED,0.29591243892041685,0.4352255659902527,0.7799610713559049
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_LAGS_PLAN_A1,22,264,1.0,OBSERVED,0.3507185110172307,0.4507251059064191,0.7986897051926861
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,20,240,,OBSERVED,0.19853783633193464,0.311917364934492,0.530518355826058
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,20,240,0.1,OBSERVED,0.07279727490988155,0.10851852382351293,0.18528132495613361
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,20,240,1.0,OBSERVED,0.10998177188455571,0.1463433649069426,0.2520796923206546
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,20,240,0.1,OBSERVED,0.12682976384577552,0.22058095368754144,0.3618786102098454
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,20,240,1.0,OBSERVED,0.1569425555934231,0.23861910100724945,0.344898255359186
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,20,240,0.1,OBSERVED,0.3058098926112187,0.4488163934460584,0.7899403989656149
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,20,240,1.0,OBSERVED,0.37858426581795235,0.47181316927158073,0.8527494175030597
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,PERSISTENCE,14,168,,OBSERVED,0.2148179816404186,0.3396573126147419,0.5509649619420433
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,14,168,0.1,OBSERVED,0.07277133424856837,0.1140709014704387,0.19772427826521852
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,14,168,1.0,OBSERVED,0.10356924223752932,0.1446442151629678,0.2609820483638203
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,14,168,0.1,OBSERVED,0.13941252010449054,0.23486962960914454,0.36684083737234235
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,14,168,1.0,OBSERVED,0.1572710773044458,0.2461318022506852,0.3734377622464196
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,14,168,0.1,OBSERVED,0.3071223841986336,0.44099592579271774,0.7832227292476888
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,14,168,1.0,OBSERVED,0.3826341777623798,0.46989449244535053,0.8015018530667251
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,PERSISTENCE,14,168,,OBSERVED,0.1655312083150171,0.2652573435259821,0.4037168872489645
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,14,168,0.1,OBSERVED,0.08046518301427596,0.11443640669899273,0.1856911323994041
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,CURRENT_PLAN_A1,14,168,1.0,OBSERVED,0.12451743552354243,0.1578826736262394,0.2673305035534441
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,14,168,0.1,OBSERVED,0.12881612304458218,0.21891725745746302,0.36452676760217745
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,14,168,1.0,OBSERVED,0.16382098221113664,0.2425066282020071,0.390801761249742
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,14,168,0.1,OBSERVED,0.29177781015673954,0.42766900592308216,0.7831400656823008
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,14,168,1.0,OBSERVED,0.37974256253071087,0.4715842250544465,0.8556934694669055
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,2,24,,OBSERVED,0.3300068482374243,0.371572719045599,0.5568619570825092
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,2,24,0.1,OBSERVED,0.020296974897275295,0.02981423909042254,0.0552821028062965
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,2,24,1.0,OBSERVED,0.01837613062837562,0.020350740049622618,0.02681825670869102
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,2,24,0.1,OBSERVED,0.06695354344526312,0.08523382493003286,0.1395641195147846
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,2,24,1.0,OBSERVED,0.08730500127503167,0.09887998544612832,0.15132588640841504
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,2,24,0.1,OBSERVED,0.19693790201239855,0.26319702875910794,0.45487113860774
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,2,24,1.0,OBSERVED,0.0720609630100147,0.09277750296783646,0.1479806931514986
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,22,264,,OBSERVED,0.21048956468697916,0.317803643067355,0.5315067398323606
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,22,264,0.1,OBSERVED,0.068024520363281,0.10385811518206606,0.16964717423003894
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,22,264,1.0,OBSERVED,0.10165398631581207,0.13966777370975508,0.23913482248825063
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,22,264,0.1,OBSERVED,0.12138647108209258,0.2118799780770529,0.32027861745971226
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,22,264,1.0,OBSERVED,0.1506118688372057,0.22945944485739556,0.3277532130294674
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,22,264,0.1,OBSERVED,0.29591243892041685,0.4352255659902527,0.7799610713559049
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,22,264,1.0,OBSERVED,0.3507185110172307,0.4507251059064191,0.7986897051926861
TRAIN_FORWARD,ZONE_60M,4,ALL,PERSISTENCE,22,264,,OBSERVED,0.1534622155876108,0.20766313472364686,0.37461336322594446
TRAIN_FORWARD,ZONE_60M,4,ALL,CURRENT_PLAN_TUNED,22,264,0.1,OBSERVED,0.04509703833125978,0.0678929038034088,0.11849686347603666
TRAIN_FORWARD,ZONE_60M,4,ALL,CURRENT_PLAN_A1,22,264,1.0,OBSERVED,0.05221192295966813,0.07640153830344736,0.1333867870500171
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_SUMMARY_PLAN_TUNED,22,264,0.1,OBSERVED,0.04905434145523719,0.07415879993108589,0.12460589467133334
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_SUMMARY_PLAN_A1,22,264,1.0,OBSERVED,0.0544251769090823,0.07777384036789148,0.127599501732783
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_LAGS_PLAN_TUNED,22,264,0.1,OBSERVED,0.06464625239744363,0.09004709284899567,0.16353510610512106
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_LAGS_PLAN_A1,22,264,1.0,OBSERVED,0.09000461329913247,0.108206614306544,0.16789655842991352
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,18,216,,OBSERVED,0.1489684850510205,0.2024793122654693,0.34810594928868
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,18,216,0.1,OBSERVED,0.048508618067618546,0.07204541762657601,0.1267427227892881
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,18,216,1.0,OBSERVED,0.05415378815942939,0.07904621882500305,0.13382393141731086
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,18,216,0.1,OBSERVED,0.05305236166111048,0.079014442408534,0.13158749766742517
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,18,216,1.0,OBSERVED,0.05834097827672769,0.08279513740005774,0.13830185067396883
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,18,216,0.1,OBSERVED,0.06804315176748832,0.09368098777916589,0.16554355741320137
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,18,216,1.0,OBSERVED,0.09176015007267377,0.11085013570176275,0.17409506350992388
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,PERSISTENCE,11,132,,OBSERVED,0.18596582392049885,0.23302320718352484,0.41194757836429413
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,11,132,0.1,OBSERVED,0.04152077319925757,0.06598109923162386,0.10464626979957646
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,11,132,1.0,OBSERVED,0.04418752746584496,0.06584827070787308,0.10785492598925543
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,11,132,0.1,OBSERVED,0.05889262516497972,0.08775775809445563,0.14273182445763272
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,11,132,1.0,OBSERVED,0.06184680909786457,0.08640686994235906,0.130576665656929
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,11,132,0.1,OBSERVED,0.06452898782126786,0.08940550732684398,0.15589682503162408
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,11,132,1.0,OBSERVED,0.09421510602064433,0.11294686316479807,0.17269385932777936
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,PERSISTENCE,11,132,,OBSERVED,0.11131732126164343,0.16844722573672347,0.30869587233081575
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,11,132,0.1,OBSERVED,0.058199555445769005,0.08390153777813902,0.14041939442545304
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,CURRENT_PLAN_A1,11,132,1.0,OBSERVED,0.0638077589931692,0.09156573089525066,0.1526119396256263
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,11,132,0.1,OBSERVED,0.04323408583711556,0.06255707609767286,0.11306349562197511
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,11,132,1.0,OBSERVED,0.04844096248199898,0.0699680073801352,0.12098157649035103
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,11,132,0.1,OBSERVED,0.0769879948299968,0.10517235793812603,0.1903411172890174
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,11,132,1.0,OBSERVED,0.09187845373402323,0.11200109357420433,0.17605925469895284
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,4,48,,OBSERVED,0.1736840030022672,0.22954618892097706,0.41834495396228716
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,4,48,0.1,OBSERVED,0.029744929517645364,0.044659995782346404,0.07160392436822467
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,4,48,1.0,OBSERVED,0.04347352956074246,0.06314429194983527,0.11633349195349184
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,4,48,0.1,OBSERVED,0.03106325052880739,0.04639646913948967,0.08519223852514418
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,4,48,1.0,OBSERVED,0.03680407075467803,0.049199388753433514,0.08758961046084442
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,4,48,0.1,OBSERVED,0.04936020523224253,0.07144270779649267,0.12939106955404336
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,4,48,1.0,OBSERVED,0.08210469781819658,0.09540862621022267,0.1449093472350171
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,22,264,,OBSERVED,0.1534622155876108,0.20766313472364686,0.37461336322594446
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,22,264,0.1,OBSERVED,0.04509703833125978,0.0678929038034088,0.11849686347603666
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,22,264,1.0,OBSERVED,0.05221192295966813,0.07640153830344736,0.1333867870500171
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,22,264,0.1,OBSERVED,0.04905434145523719,0.07415879993108589,0.12460589467133334
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,22,264,1.0,OBSERVED,0.0544251769090823,0.07777384036789148,0.127599501732783
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,22,264,0.1,OBSERVED,0.06464625239744363,0.09004709284899567,0.16353510610512106
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,22,264,1.0,OBSERVED,0.09000461329913247,0.108206614306544,0.16789655842991352
TRAIN_FORWARD,ZONE_120M,2,ALL,PERSISTENCE,20,480,,OBSERVED,0.3751506529704441,0.4952714044341981,0.8990285045392115
TRAIN_FORWARD,ZONE_120M,2,ALL,CURRENT_PLAN_TUNED,20,480,0.01,OBSERVED,0.3507343093858643,0.594836184082382,0.9341324921413446
TRAIN_FORWARD,ZONE_120M,2,ALL,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.15123901128955713,0.20162610298912137,0.35689206582914046
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.29646182881217553,0.4620918576835037,0.931179892336121
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.2012642299469333,0.279797092200353,0.4767905113087864
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_LAGS_PLAN_TUNED,20,480,0.01,OBSERVED,0.6095686401707563,0.7555075372684751,1.2507425854056067
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.602217872039207,0.7491674442085096,1.2515110637214377
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,20,480,,OBSERVED,0.3751506529704441,0.4952714044341981,0.8990285045392115
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,20,480,0.01,OBSERVED,0.3507343093858643,0.594836184082382,0.9341324921413446
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.15123901128955713,0.20162610298912137,0.35689206582914046
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.29646182881217553,0.4620918576835037,0.931179892336121
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.2012642299469333,0.279797092200353,0.4767905113087864
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,20,480,0.01,OBSERVED,0.6095686401707563,0.7555075372684751,1.2507425854056067
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.602217872039207,0.7491674442085096,1.2515110637214377
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,PERSISTENCE,10,240,,OBSERVED,0.3927502675411335,0.5327828082907696,0.9516964148423142
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,10,240,0.01,OBSERVED,0.3315259380436087,0.5012322390234605,0.8286136942531583
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,10,240,1.0,OBSERVED,0.11230691540290229,0.1438382569933802,0.24454020186828979
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,10,240,0.1,OBSERVED,0.2859295535686054,0.41059505366540294,0.7126248932990847
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,10,240,1.0,OBSERVED,0.20110609436676677,0.2684984494113225,0.420472623572732
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,10,240,0.01,OBSERVED,0.5702216926187712,0.7427756410107887,1.284465492500408
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,10,240,1.0,OBSERVED,0.5566319282708022,0.7318276994752382,1.2679641365634722
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,PERSISTENCE,16,384,,OBSERVED,0.3775020273653644,0.4906745406872561,0.8733933286303568
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,16,384,0.01,OBSERVED,0.3844655185464109,0.6479380916870511,1.1406814098157434
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,CURRENT_PLAN_A1,16,384,1.0,OBSERVED,0.16331945626728928,0.2153874960745032,0.384633394348964
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,16,384,0.1,OBSERVED,0.29911117784793956,0.474616915372757,0.9672686307493676
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,16,384,1.0,OBSERVED,0.18516888056610256,0.2632887395380012,0.4584279801241052
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,16,384,0.01,OBSERVED,0.6855794068044876,0.8176546382629641,1.2869800906985176
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,16,384,1.0,OBSERVED,0.6789142595086265,0.8128251791180022,1.2723975588803398
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,0,0,,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,0,0,0.01,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,0,0,0.1,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,0,0,0.01,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,20,480,,OBSERVED,0.3751506529704441,0.4952714044341981,0.8990285045392115
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,20,480,0.01,OBSERVED,0.3507343093858643,0.594836184082382,0.9341324921413446
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.15123901128955713,0.20162610298912137,0.35689206582914046
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.29646182881217553,0.4620918576835037,0.931179892336121
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.2012642299469333,0.279797092200353,0.4767905113087864
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,20,480,0.01,OBSERVED,0.6095686401707563,0.7555075372684751,1.2507425854056067
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.602217872039207,0.7491674442085096,1.2515110637214377
TRAIN_FORWARD,ZONE_120M,3,ALL,PERSISTENCE,20,480,,OBSERVED,0.3643764475715681,0.5429515543207634,0.9596519645105843
TRAIN_FORWARD,ZONE_120M,3,ALL,CURRENT_PLAN_TUNED,20,480,1.0,OBSERVED,0.25545361387574217,0.38276427210237485,0.7343430978058052
